datetime,sheet_year,water_level_m,flow_m3s,sediment_obs_kgm3,year,sediment_model_kgm3,sediment_filled_flag,sediment_used_kgm3,sediment_flux_kg_s,month
2016-01-13 00:00:00,2016,42.7,341.0,,2016,0.8433625965118666,True,0.8433625965118666,287.5866454105465,1
2016-01-13 04:00:00,2016,42.72,350.0,,2016,0.8640102231563457,True,0.8640102231563457,302.40357810472096,1
2016-01-13 08:00:00,2016,42.75,364.0,0.851,2016,0.8966415562134298,False,0.851,309.764,1
2016-01-13 12:00:00,2016,42.77,373.0,,2016,0.9177233601641175,True,0.9177233601641175,342.3108133412158,1
2016-01-13 14:00:00,2016,42.78,378.0,,2016,0.9296872949006147,True,0.9296872949006147,351.4217974724324,1
2016-01-13 16:00:00,2016,42.76,369.0,,2016,0.9085111774519288,True,0.9085111774519288,335.2406244797617,1
2016-01-13 20:00:00,2016,42.74,360.0,,2016,0.8874875152819037,True,0.8874875152819037,319.49550550148535,1
2016-01-14 00:00:00,2016,42.74,360.0,,2016,0.8874875152819037,True,0.8874875152819037,319.49550550148535,1
2016-01-14 04:00:00,2016,42.75,364.0,,2016,0.8966415562134298,True,0.8966415562134298,326.37752646168843,1
2016-01-14 08:00:00,2016,42.74,360.0,0.883,2016,0.8874875152819037,False,0.883,317.88,1
2016-01-14 12:00:00,2016,42.800000000000004,388.0,,2016,0.953780504249101,True,0.953780504249101,370.0668356486512,1
2016-01-14 16:00:00,2016,42.77,373.0,,2016,0.9177233601641175,True,0.9177233601641175,342.3108133412158,1
2016-01-14 20:00:00,2016,42.72,350.0,,2016,0.8640102231563457,True,0.8640102231563457,302.40357810472096,1
2016-01-15 00:00:00,2016,42.72,350.0,,2016,0.8640102231563457,True,0.8640102231563457,302.40357810472096,1
2016-01-15 04:00:00,2016,42.730000000000004,355.0,,2016,0.875717671589999,True,0.875717671589999,310.87977341444963,1
2016-01-15 08:00:00,2016,42.74,360.0,0.831,2016,0.8874875152819037,False,0.831,299.15999999999997,1
2016-01-15 12:00:00,2016,42.77,373.0,,2016,0.9177233601641175,True,0.9177233601641175,342.3108133412158,1
2016-01-15 14:00:00,2016,42.78,378.0,,2016,0.9296872949006147,True,0.9296872949006147,351.4217974724324,1
2016-01-15 16:00:00,2016,42.76,369.0,,2016,0.9085111774519288,True,0.9085111774519288,335.2406244797617,1
2016-01-15 20:00:00,2016,42.72,350.0,,2016,0.8640102231563457,True,0.8640102231563457,302.40357810472096,1
2016-01-15 22:00:00,2016,42.71,346.0,,2016,0.8549623771040462,True,0.8549623771040462,295.816982478,1
2016-01-16 00:00:00,2016,42.71,346.0,,2016,0.8549623771040462,True,0.8549623771040462,295.816982478,1
2016-01-16 04:00:00,2016,42.730000000000004,355.0,,2016,0.875717671589999,True,0.875717671589999,310.87977341444963,1
2016-01-16 08:00:00,2016,42.730000000000004,355.0,0.866,2016,0.875717671589999,False,0.866,307.43,1
2016-01-16 10:00:00,2016,42.76,369.0,,2016,0.9085111774519288,True,0.9085111774519288,335.2406244797617,1
2016-01-16 12:00:00,2016,42.75,364.0,,2016,0.8966415562134298,True,0.8966415562134298,326.37752646168843,1
2016-01-16 16:00:00,2016,42.74,360.0,,2016,0.8874875152819037,True,0.8874875152819037,319.49550550148535,1
2016-01-16 20:00:00,2016,42.730000000000004,355.0,,2016,0.875717671589999,True,0.875717671589999,310.87977341444963,1
2016-01-17 00:00:00,2016,42.72,350.0,,2016,0.8640102231563457,True,0.8640102231563457,302.40357810472096,1
2016-01-17 04:00:00,2016,42.67,328.0,,2016,0.8139988049311331,True,0.8139988049311331,266.99160801741164,1
2016-01-17 08:00:00,2016,42.69,337.0,0.888,2016,0.8343860549251487,False,0.888,299.25600000000003,1
2016-01-17 12:00:00,2016,42.67,328.0,,2016,0.8139988049311331,True,0.8139988049311331,266.99160801741164,1
2016-01-17 16:00:00,2016,42.660000000000004,324.0,,2016,0.8051296103846249,True,0.8051296103846249,260.8619937646185,1
2016-01-17 20:00:00,2016,42.660000000000004,324.0,,2016,0.8051296103846249,True,0.8051296103846249,260.8619937646185,1
2016-01-18 00:00:00,2016,42.64,315.0,,2016,0.7850248837384394,True,0.7850248837384394,247.2828383776084,1
2016-01-18 04:00:00,2016,42.660000000000004,324.0,,2016,0.8051296103846249,True,0.8051296103846249,260.8619937646185,1
2016-01-18 08:00:00,2016,42.660000000000004,324.0,0.878,2016,0.8051296103846249,False,0.878,284.472,1
2016-01-18 12:00:00,2016,42.69,337.0,,2016,0.8343860549251487,True,0.8343860549251487,281.1881005097751,1
2016-01-18 16:00:00,2016,42.7,341.0,,2016,0.8433625965118666,True,0.8433625965118666,287.5866454105465,1
2016-01-18 18:00:00,2016,42.72,350.0,,2016,0.8640102231563457,True,0.8640102231563457,302.40357810472096,1
2016-01-18 20:00:00,2016,42.69,337.0,,2016,0.8343860549251487,True,0.8343860549251487,281.1881005097751,1
2016-01-19 00:00:00,2016,42.72,350.0,,2016,0.8640102231563457,True,0.8640102231563457,302.40357810472096,1
2016-01-19 04:00:00,2016,42.74,360.0,,2016,0.8874875152819037,True,0.8874875152819037,319.49550550148535,1
2016-01-19 08:00:00,2016,42.74,360.0,0.943,2016,0.8874875152819037,False,0.943,339.47999999999996,1
2016-01-19 12:00:00,2016,42.79,383.0,,2016,0.9417068169599785,True,0.9417068169599785,360.6737108956718,1
2016-01-19 16:00:00,2016,42.77,373.0,,2016,0.9177233601641175,True,0.9177233601641175,342.3108133412158,1
2016-01-19 20:00:00,2016,42.730000000000004,355.0,,2016,0.875717671589999,True,0.875717671589999,310.87977341444963,1
2016-01-20 00:00:00,2016,42.75,364.0,,2016,0.8966415562134298,True,0.8966415562134298,326.37752646168843,1
2016-01-20 04:00:00,2016,42.74,360.0,,2016,0.8874875152819037,True,0.8874875152819037,319.49550550148535,1
2016-01-20 06:00:00,2016,42.730000000000004,355.0,,2016,0.875717671589999,True,0.875717671589999,310.87977341444963,1
2016-01-20 08:00:00,2016,42.75,364.0,0.875,2016,0.8966415562134298,False,0.875,318.5,1
2016-01-20 12:00:00,2016,42.75,364.0,,2016,0.8966415562134298,True,0.8966415562134298,326.37752646168843,1
2016-01-20 14:00:00,2016,42.76,369.0,,2016,0.9085111774519288,True,0.9085111774519288,335.2406244797617,1
2016-01-20 16:00:00,2016,42.76,369.0,,2016,0.9085111774519288,True,0.9085111774519288,335.2406244797617,1
2016-01-20 20:00:00,2016,42.74,360.0,,2016,0.8874875152819037,True,0.8874875152819037,319.49550550148535,1
2016-01-21 00:00:00,2016,42.75,364.0,,2016,0.8966415562134298,True,0.8966415562134298,326.37752646168843,1
2016-01-21 04:00:00,2016,42.730000000000004,355.0,,2016,0.875717671589999,True,0.875717671589999,310.87977341444963,1
2016-01-21 08:00:00,2016,42.74,360.0,1.12,2016,0.8874875152819037,False,1.12,403.20000000000005,1
2016-01-21 12:00:00,2016,42.76,369.0,,2016,0.9085111774519288,True,0.9085111774519288,335.2406244797617,1
2016-01-21 14:00:00,2016,42.78,378.0,,2016,0.9296872949006147,True,0.9296872949006147,351.4217974724324,1
2016-01-21 16:00:00,2016,42.76,369.0,,2016,0.9085111774519288,True,0.9085111774519288,335.2406244797617,1
2016-01-21 20:00:00,2016,42.74,360.0,,2016,0.8874875152819037,True,0.8874875152819037,319.49550550148535,1
2016-01-21 22:00:00,2016,42.72,350.0,,2016,0.8640102231563457,True,0.8640102231563457,302.40357810472096,1
2016-01-22 00:00:00,2016,42.730000000000004,355.0,,2016,0.875717671589999,True,0.875717671589999,310.87977341444963,1
2016-01-22 04:00:00,2016,42.71,346.0,,2016,0.8549623771040462,True,0.8549623771040462,295.816982478,1
2016-01-22 08:00:00,2016,42.7,341.0,1.18,2016,0.8433625965118666,False,1.18,402.38,1
2016-01-22 12:00:00,2016,42.67,328.0,,2016,0.8139988049311331,True,0.8139988049311331,266.99160801741164,1
2016-01-22 16:00:00,2016,42.64,315.0,,2016,0.7850248837384394,True,0.7850248837384394,247.2828383776084,1
2016-01-22 20:00:00,2016,42.63,311.0,,2016,0.7762739068686701,True,0.7762739068686701,241.42118503615643,1
2016-01-22 22:00:00,2016,42.620000000000005,306.0,,2016,0.7651333392674444,True,0.7651333392674444,234.130801815838,1
2016-01-23 00:00:00,2016,42.6,298.0,,2016,0.7478507623663204,True,0.7478507623663204,222.85952718516347,1
2016-01-23 04:00:00,2016,42.6,298.0,,2016,0.7478507623663204,True,0.7478507623663204,222.85952718516347,1
2016-01-23 08:00:00,2016,42.61,302.0,0.773,2016,0.7564730256563429,False,0.773,233.446,1
2016-01-23 12:00:00,2016,42.65,319.0,,2016,0.7938104536420018,True,0.7938104536420018,253.22553471179856,1
2016-01-23 16:00:00,2016,42.61,302.0,,2016,0.7564730256563429,True,0.7564730256563429,228.45485374821556,1
2016-01-23 20:00:00,2016,42.550000000000004,278.0,,2016,0.7053492724219802,True,0.7053492724219802,196.0870977333105,1
2016-01-24 00:00:00,2016,42.54,274.0,,2016,0.6969786229197945,True,0.6969786229197945,190.9721426800237,1
2016-01-24 04:00:00,2016,42.47,249.0,,2016,0.6461956771024945,True,0.6461956771024945,160.90272359852113,1
2016-01-24 08:00:00,2016,42.5,296.0,0.7,2016,0.7496549180705262,False,0.7,207.2,1
2016-01-24 12:00:00,2016,42.410000000000004,270.0,,2016,0.6935019198569831,True,0.6935019198569831,187.24551836138542,1
2016-01-24 16:00:00,2016,42.300000000000004,242.0,,2016,0.6345405698069203,True,0.6345405698069203,153.55881789327472,1
2016-01-24 20:00:00,2016,42.38,262.0,,2016,0.67650592356929,True,0.67650592356929,177.24455197515397,1
2016-01-25 00:00:00,2016,42.47,287.0,,2016,0.730052699931352,True,0.730052699931352,209.52512488029802,1
2016-01-25 04:00:00,2016,42.49,293.0,,2016,0.743104917089254,True,0.743104917089254,217.72974070715142,1
2016-01-25 08:00:00,2016,42.410000000000004,229.0,0.742,2016,0.6070786291589177,False,0.742,169.918,1
2016-01-25 12:00:00,2016,42.39,223.0,,2016,0.5956693925492056,True,0.5956693925492056,132.83427453847284,1
2016-01-25 16:00:00,2016,42.44,239.0,,2016,0.626488506451362,True,0.626488506451362,149.73075304187552,1
2016-01-25 20:00:00,2016,42.47,249.0,,2016,0.6461956771024945,True,0.6461956771024945,160.90272359852113,1
2016-01-26 00:00:00,2016,42.46,246.0,,2016,0.6403101457845077,True,0.6403101457845077,157.5162958629889,1
2016-01-26 04:00:00,2016,42.47,249.0,,2016,0.6461956771024945,True,0.6461956771024945,160.90272359852113,1
2016-01-26 08:00:00,2016,42.51,263.0,1.57,2016,0.6743723532830865,False,1.57,412.91,1
2016-01-26 12:00:00,2016,42.480000000000004,252.0,,2016,0.6521004827898327,True,0.6521004827898327,164.32932166303783,1
2016-01-26 16:00:00,2016,42.54,274.0,,2016,0.6969786229197945,True,0.6969786229197945,190.9721426800237,1
2016-01-26 20:00:00,2016,42.550000000000004,278.0,,2016,0.7053492724219802,True,0.7053492724219802,196.0870977333105,1
2016-01-27 00:00:00,2016,42.58,290.0,,2016,0.7307248816433999,True,0.7307248816433999,211.91021567658598,1
2016-01-27 04:00:00,2016,42.550000000000004,278.0,,2016,0.7053492724219802,True,0.7053492724219802,196.0870977333105,1
2016-01-27 08:00:00,2016,42.56,282.0,1.05,2016,0.7137645871936984,False,1.05,296.1,1
2016-01-27 12:00:00,2016,42.52,267.0,,2016,0.6826206421227118,True,0.6826206421227118,182.25971144676404,1
2016-01-27 16:00:00,2016,42.51,263.0,,2016,0.6743723532830865,True,0.6743723532830865,177.35992891345177,1
2016-01-27 20:00:00,2016,42.51,263.0,,2016,0.6743723532830865,True,0.6743723532830865,177.35992891345177,1
2016-01-28 00:00:00,2016,42.5,260.0,,2016,0.6683844062868647,True,0.6683844062868647,173.7799456345848,1
2016-01-28 04:00:00,2016,42.480000000000004,252.0,,2016,0.6521004827898327,True,0.6521004827898327,164.32932166303783,1
2016-01-28 08:00:00,2016,42.49,256.0,1.57,2016,0.6602169316641244,False,1.57,401.92,1
2016-01-28 12:00:00,2016,42.49,256.0,,2016,0.6602169316641244,True,0.6602169316641244,169.01553450601585,1
2016-01-28 16:00:00,2016,42.54,274.0,,2016,0.6969786229197945,True,0.6969786229197945,190.9721426800237,1
2016-01-28 20:00:00,2016,42.51,263.0,,2016,0.6743723532830865,True,0.6743723532830865,177.35992891345177,1
2016-01-29 00:00:00,2016,42.52,267.0,,2016,0.6826206421227118,True,0.6826206421227118,182.25971144676404,1
2016-01-29 02:00:00,2016,42.44,239.0,,2016,0.626488506451362,True,0.626488506451362,149.73075304187552,1
2016-01-29 04:00:00,2016,42.59,294.0,,2016,0.7392676756942763,True,0.7392676756942763,217.34469665411723,1
2016-01-29 08:00:00,2016,42.58,243.0,1.65,2016,0.6231691509696298,False,1.65,400.95,1
2016-01-29 12:00:00,2016,42.620000000000005,262.0,,2016,0.6611946715922109,True,0.6611946715922109,173.23300395715927,1
2016-01-29 16:00:00,2016,42.65,277.0,,2016,0.6921623739652575,True,0.6921623739652575,191.72897758837632,1
2016-01-29 20:00:00,2016,42.620000000000005,262.0,,2016,0.6611946715922109,True,0.6611946715922109,173.23300395715927,1
2016-01-30 00:00:00,2016,42.64,272.0,,2016,0.681767610066006,True,0.681767610066006,185.4407899379536,1
2016-01-30 04:00:00,2016,42.67,288.0,,2016,0.7155636469835137,True,0.7155636469835137,206.08233033125194,1
2016-01-30 08:00:00,2016,42.69,298.0,1.51,2016,0.7368779446852158,False,1.51,449.98,1
2016-01-30 10:00:00,2016,42.730000000000004,321.0,,2016,0.7878713119289081,True,0.7878713119289081,252.9066911291795,1
2016-01-30 12:00:00,2016,42.71,309.0,,2016,0.7609405081574263,True,0.7609405081574263,235.13061702064473,1
2016-01-30 16:00:00,2016,42.68,293.0,,2016,0.7261871013394122,True,0.7261871013394122,212.7728206924478,1
2016-01-30 20:00:00,2016,42.68,293.0,,2016,0.7261871013394122,True,0.7261871013394122,212.7728206924478,1
2016-01-31 00:00:00,2016,42.660000000000004,282.0,,2016,0.7026278650761311,True,0.7026278650761311,198.14105795146895,1
2016-01-31 04:00:00,2016,42.660000000000004,282.0,,2016,0.7026278650761311,True,0.7026278650761311,198.14105795146895,1
2016-01-31 08:00:00,2016,42.660000000000004,282.0,1.34,2016,0.7026278650761311,False,1.34,377.88,1
2016-01-31 12:00:00,2016,42.69,298.0,,2016,0.7368779446852158,True,0.7368779446852158,219.58962751619433,1
2016-01-31 16:00:00,2016,42.61,258.0,,2016,0.6533008947018378,True,0.6533008947018378,168.55163083307417,1
2016-01-31 20:00:00,2016,42.620000000000005,262.0,,2016,0.6611946715922109,True,0.6611946715922109,173.23300395715927,1
2016-02-01 00:00:00,2016,42.63,267.0,,2016,0.6714446769386683,True,0.6714446769386683,179.27572874262444,2
2016-02-01 04:00:00,2016,42.54,226.0,,2016,0.5905483089671999,True,0.5905483089671999,133.46391782658716,2
2016-02-01 08:00:00,2016,42.620000000000005,262.0,1.38,2016,0.6611946715922109,False,1.38,361.55999999999995,2
2016-02-01 12:00:00,2016,42.65,277.0,,2016,0.6921623739652575,True,0.6921623739652575,191.72897758837632,2
2016-02-01 16:00:00,2016,42.620000000000005,262.0,,2016,0.6611946715922109,True,0.6611946715922109,173.23300395715927,2
2016-02-01 18:00:00,2016,42.69,298.0,,2016,0.7368779446852158,True,0.7368779446852158,219.58962751619433,2
2016-02-01 20:00:00,2016,42.67,288.0,,2016,0.7155636469835137,True,0.7155636469835137,206.08233033125194,2
2016-02-02 00:00:00,2016,42.69,298.0,,2016,0.7368779446852158,True,0.7368779446852158,219.58962751619433,2
2016-02-02 02:00:00,2016,42.68,293.0,,2016,0.7261871013394122,True,0.7261871013394122,212.7728206924478,2
2016-02-02 04:00:00,2016,42.7,304.0,,2016,0.7500983769253161,True,0.7500983769253161,228.0299065852961,2
2016-02-02 08:00:00,2016,42.69,298.0,1.01,2016,0.7368779446852158,False,1.01,300.98,2
2016-02-02 12:00:00,2016,42.78,351.0,,2016,0.8570137881174119,True,0.8570137881174119,300.8118396292116,2
2016-02-02 16:00:00,2016,42.75,334.0,,2016,0.8178007181555046,True,0.8178007181555046,273.1454398639385,2
2016-02-02 20:00:00,2016,42.72,315.0,,2016,0.7743529492025666,True,0.7743529492025666,243.92117899880847,2
2016-02-03 00:00:00,2016,42.74,329.0,,2016,0.8066094000478355,True,0.8066094000478355,265.3744926157379,2
2016-02-03 04:00:00,2016,42.74,329.0,,2016,0.8066094000478355,True,0.8066094000478355,265.3744926157379,2
2016-02-03 08:00:00,2016,42.74,329.0,1.35,2016,0.8066094000478355,False,1.35,444.15000000000003,2
2016-02-03 12:00:00,2016,42.72,315.0,,2016,0.7743529492025666,True,0.7743529492025666,243.92117899880847,2
2016-02-03 16:00:00,2016,42.71,309.0,,2016,0.7609405081574263,True,0.7609405081574263,235.13061702064473,2
2016-02-03 20:00:00,2016,42.63,267.0,,2016,0.6714446769386683,True,0.6714446769386683,179.27572874262444,2
2016-02-04 00:00:00,2016,42.68,293.0,,2016,0.7261871013394122,True,0.7261871013394122,212.7728206924478,2
2016-02-04 02:00:00,2016,42.620000000000005,262.0,,2016,0.6611946715922109,True,0.6611946715922109,173.23300395715927,2
2016-02-04 04:00:00,2016,42.69,298.0,,2016,0.7368779446852158,True,0.7368779446852158,219.58962751619433,2
2016-02-04 08:00:00,2016,42.68,293.0,1.16,2016,0.7261871013394122,False,1.16,339.88,2
2016-02-04 10:00:00,2016,42.7,304.0,,2016,0.7500983769253161,True,0.7500983769253161,228.0299065852961,2
2016-02-04 12:00:00,2016,42.65,277.0,,2016,0.6921623739652575,True,0.6921623739652575,191.72897758837632,2
2016-02-04 16:00:00,2016,42.620000000000005,262.0,,2016,0.6611946715922109,True,0.6611946715922109,173.23300395715927,2
