task_id,latitude,longitude,city,price,completed,nearest_member_km,members_2km,tasks_2km,quota_2km,credit_2km,average_quota_2km,local_mean_price_2km,relative_price_2km,higher_priced_task_share_2km,task_member_pressure
A0065,22.7229412237494,114.27771560183,深圳市,67.0,0,0.38326418088158687,10,3,196.0,2559.5206999999996,19.6,65.33333333333333,1.6666666666666714,0.0,0.36363636363636365
A0066,22.6747071093467,114.22093326141,深圳市,67.0,0,0.7047978489994999,5,0,41.0,322.817,8.2,67.0,0.0,0.0,0.16666666666666666
A0067,22.6628381443602,114.026397428454,深圳市,65.0,0,0.1629023089066025,31,4,106.0,2625.6113,3.4193548387096775,65.75,-0.75,0.75,0.15625
A0068,22.6577697242095,114.079493396147,深圳市,65.5,0,0.6690949497032809,6,4,17.0,143.1559,2.8333333333333335,65.375,0.125,0.0,0.7142857142857143
A0069,22.6569132739748,114.210092791689,深圳市,66.0,0,0.250955093783955,7,1,50.0,399.48859999999996,7.142857142857143,66.0,0.0,0.0,0.25
A0070,22.7385903883485,113.818449251052,深圳市,66.5,0,0.37802775489813967,11,4,30.0,485.7366,2.727272727272727,66.0,0.5,0.0,0.4166666666666667
A0071,22.7163633127048,114.32225700256,深圳市,70.0,0,0.5535816419381822,2,0,14.0,39.8462,7.0,70.0,0.0,0.0,0.3333333333333333
A0072,22.5233140084978,114.04663858269,深圳市,66.5,0,0.12780309134238424,8,2,29.0,518.0593,3.625,65.75,0.75,0.0,0.3333333333333333
A0073,22.6530142206891,114.212454874348,深圳市,66.0,0,0.7009284371016029,8,1,63.0,519.0274000000001,7.875,66.0,0.0,0.0,0.2222222222222222
A0074,22.5331754025637,114.083134154717,深圳市,66.5,0,0.5378761505413066,18,1,68.0,1276.2084,3.7777777777777777,80.0,-13.5,1.0,0.10526315789473684
A0075,22.5995590515513,114.130362976515,深圳市,66.5,0,0.5180657429202986,27,2,111.0,2671.7594000000004,4.111111111111111,66.75,-0.25,0.5,0.10714285714285714
A0076,22.6502783683962,113.936624148954,深圳市,68.5,0,0.35391634694325347,6,1,12.0,63.8452,2.0,70.0,-1.5,1.0,0.2857142857142857
A0077,22.7378203776219,114.285890066086,深圳市,65.5,1,0.2890933107685413,8,3,148.0,2051.6786,18.5,65.83333333333333,-0.3333333333333286,0.3333333333333333,0.4444444444444444
A0078,22.7385903883485,113.818449251052,深圳市,66.5,1,0.37802775489813967,11,4,30.0,485.7366,2.727272727272727,66.0,0.5,0.0,0.4166666666666667
A0079,22.7430010931667,113.995040147773,深圳市,71.0,0,2.1090818249319154,0,0,0.0,0.0,0.0,71.0,0.0,0.0,1.0
A0080,22.6349541735094,114.044819584999,深圳市,66.0,0,0.42824275580421495,21,1,109.0,3998.4509999999996,5.190476190476191,66.0,0.0,0.0,0.09090909090909091
A0081,22.7513933784059,114.026239909685,深圳市,70.0,1,0.1302684040206587,8,1,17.0,105.9666,2.125,70.0,0.0,0.0,0.2222222222222222
A0082,22.6155646326245,114.152415879117,深圳市,67.0,0,0.2827599952431584,19,2,86.0,1190.2792999999997,4.526315789473684,68.25,-1.25,1.0,0.15
A0083,22.6844700633893,114.000085031516,深圳市,66.0,0,0.20836221433278682,18,0,33.0,435.6334,1.8333333333333333,66.0,0.0,0.0,0.05263157894736842
A0084,22.6651428008973,114.020001901954,深圳市,65.5,0,0.2460361275940109,29,4,105.0,4853.652099999999,3.6206896551724137,65.625,-0.125,0.5,0.16666666666666666
A0085,22.6933155162664,113.81707837037,深圳市,66.0,0,0.26213063913945694,15,3,59.0,1860.1480999999999,3.933333333333333,66.5,-0.5,0.6666666666666666,0.25
A0086,22.7560020308019,113.851361212011,深圳市,66.5,0,0.14362979900174422,7,2,29.0,646.1750999999999,4.142857142857143,66.0,0.5,0.0,0.375
A0087,22.7333561925431,113.831291899127,深圳市,66.0,0,0.6821880501465626,12,4,32.0,468.9078,2.6666666666666665,66.125,-0.125,0.5,0.38461538461538464
A0088,22.7778578024144,113.917004348147,深圳市,70.0,0,0.26964284999867927,8,1,37.0,888.336,4.625,65.5,4.5,0.0,0.2222222222222222
A0089,22.7059717485156,113.8079954237,深圳市,66.5,0,0.5885023339038339,16,2,67.0,3177.9840000000004,4.1875,66.0,0.5,0.0,0.17647058823529413
A0090,22.7046649683488,113.972689897065,深圳市,70.0,0,0.5175544190620182,1,0,3.0,21.0,3.0,70.0,0.0,0.0,0.5
A0091,22.6520496098925,114.053593678065,深圳市,65.5,0,0.2033501508217825,20,1,103.0,3877.1307,5.15,66.0,-0.5,1.0,0.09523809523809523
A0092,22.7213341121282,114.061619587743,深圳市,67.0,0,1.028011464336064,5,6,9.0,44.1944,1.8,66.66666666666667,0.3333333333333286,0.0,1.1666666666666667
A0093,22.6800886065083,113.834786135085,深圳市,70.0,0,0.1781877593475311,8,4,28.0,263.7221,3.5,65.375,4.625,0.0,0.5555555555555556
A0094,22.7087497447993,113.816054302089,深圳市,66.0,0,0.11151438095534336,13,2,50.0,1683.3245999999997,3.8461538461538463,66.25,-0.25,0.5,0.21428571428571427
A0095,22.607669788426,113.868531174692,深圳市,65.5,0,0.06354954972133597,7,3,11.0,68.11760000000001,1.5714285714285714,66.0,-0.5,0.6666666666666666,0.5
A0096,22.7271036717407,114.061381858376,深圳市,67.0,1,0.4980804847140127,4,5,6.0,24.271300000000004,1.5,66.7,0.29999999999999716,0.0,1.2
A0097,22.6795558910636,113.832938493127,深圳市,65.5,0,0.31174513993679215,7,4,24.0,223.87580000000003,3.4285714285714284,66.5,-1.0,0.25,0.625
A0098,22.675097731447,113.822362023717,深圳市,65.5,0,0.16382454414675637,8,5,31.0,277.71410000000003,3.875,66.6,-1.0999999999999943,0.4,0.6666666666666666
A0099,22.7333561925431,113.831291899127,深圳市,66.0,0,0.6821880501465626,12,4,32.0,468.9078,2.6666666666666665,66.125,-0.125,0.5,0.38461538461538464
A0100,22.611775078928,114.038058741903,深圳市,66.0,0,0.3433252263710381,14,0,53.0,1488.7659999999996,3.7857142857142856,66.0,0.0,0.0,0.06666666666666667
A0101,22.7300665719473,114.066647673172,深圳市,66.5,0,0.1607560999344536,4,5,6.0,24.271300000000004,1.5,66.8,-0.29999999999999716,0.8,1.2
A0102,22.6523537636241,113.929912549169,深圳市,70.0,0,0.4182503994478076,7,1,23.0,304.5679999999999,3.2857142857142856,68.5,1.5,0.0,0.25
A0103,22.7136525650851,114.065237460183,深圳市,66.0,0,0.6242740846380592,5,6,9.0,44.1944,1.8,66.83333333333333,-0.8333333333333286,1.0,1.1666666666666667
A0104,22.5607343074643,113.89007789741,深圳市,70.0,1,1.067933969541159,8,4,87.0,1943.0705,10.875,65.5,4.5,0.0,0.5555555555555556
A0105,22.6734335276973,113.825705157502,深圳市,65.0,0,0.4486378759857847,8,5,31.0,277.71410000000003,3.875,66.7,-1.7000000000000028,1.0,0.6666666666666666
A0106,22.5915549765801,114.125910235104,深圳市,67.5,0,0.15149618025520306,16,2,79.0,2366.1896999999994,4.9375,66.25,1.25,0.0,0.17647058823529413
A0107,22.6705219973773,113.923561080063,深圳市,70.0,0,0.1537846942309935,7,0,26.0,322.8610999999999,3.7142857142857144,70.0,0.0,0.0,0.125
A0108,22.7003870654451,113.844902563379,深圳市,66.0,0,0.3691826119103055,6,0,23.0,441.2972999999999,3.8333333333333335,66.0,0.0,0.0,0.14285714285714285
A0109,22.5635036060249,113.906894768535,深圳市,65.5,1,0.5612137755194926,14,4,197.0,8819.0195,14.071428571428571,66.625,-1.125,0.25,0.3333333333333333
A0110,22.7074327930824,113.930013135693,深圳市,68.5,0,1.530935777265884,7,0,19.0,171.0179,2.7142857142857144,68.5,0.0,0.0,0.125
A0111,22.6335574972806,113.851360434976,深圳市,70.5,0,1.5326629416709052,3,0,4.0,4.3587,1.3333333333333333,70.5,0.0,0.0,0.25
A0112,22.5641925131759,113.896166355239,深圳市,65.5,0,0.37917852459866386,12,4,116.0,2289.0362,9.666666666666666,66.625,-1.125,0.25,0.38461538461538464
A0113,22.6691926689555,114.038411728358,深圳市,66.5,0,0.7001943857540617,24,3,98.0,2421.9199,4.083333333333333,65.16666666666667,1.3333333333333286,0.0,0.16
A0114,22.5962807681237,113.855062769694,深圳市,66.5,0,0.691716763038836,10,3,39.0,207.57950000000002,3.9,65.66666666666667,0.8333333333333286,0.0,0.36363636363636365
A0115,22.6851882278014,113.81156753556,深圳市,67.0,0,0.8444107123048801,13,3,55.0,1979.8407999999997,4.230769230769231,65.5,1.5,0.0,0.2857142857142857
A0116,22.7070081399144,114.096776550712,深圳市,66.0,0,0.391208932264718,5,0,19.0,251.12730000000002,3.8,66.0,0.0,0.0,0.16666666666666666
A0117,22.7303490034601,114.068783000165,深圳市,67.0,0,0.30447070059560294,4,5,6.0,24.271300000000004,1.5,66.7,0.29999999999999716,0.0,1.2
A0118,22.6076110049139,113.869894332642,深圳市,65.5,0,0.09448604205794656,7,3,11.0,68.11760000000001,1.5714285714285714,66.0,-0.5,0.6666666666666666,0.5
A0119,22.5848807593367,113.91327495018,深圳市,66.0,1,0.753074912064236,9,2,141.0,7429.3058,15.666666666666666,65.75,0.25,0.0,0.3
A0120,22.5609901044042,113.894562979616,深圳市,65.5,0,0.6422839127382225,9,4,91.0,1962.9936,10.11111111111111,66.625,-1.125,0.25,0.5
A0121,22.7356517809663,114.280464023231,深圳市,65.0,1,0.4339100461040726,11,4,160.0,2340.6423,14.545454545454545,66.25,-1.25,1.0,0.4166666666666667
A0122,22.5819431420697,113.888016568333,深圳市,66.5,1,0.1903820749108138,10,4,60.0,883.8554999999999,6.0,65.875,0.625,0.0,0.45454545454545453
A0123,22.5829728906449,113.907183429129,深圳市,65.5,1,0.23324199225541253,12,5,151.0,7495.681699999999,12.583333333333334,66.1,-0.5999999999999943,0.8,0.46153846153846156
A0124,22.5413895409741,113.919110416432,深圳市,66.0,1,0.3660068661588561,14,4,100.0,2000.6627999999998,7.142857142857143,65.75,0.25,0.0,0.3333333333333333
A0125,22.7704017692631,113.855116111075,深圳市,66.0,0,0.46315766232615563,5,2,15.0,99.61550000000001,3.0,66.25,-0.25,0.5,0.5
A0126,23.1676903546272,113.665172812936,广州市,75.0,1,0.9283743041847441,1,0,17.0,19.9231,17.0,75.0,0.0,0.0,0.5
A0127,23.1654980452292,113.387590060323,广州市,65.5,1,0.38372403971777075,9,0,25.0,163.36950000000002,2.7777777777777777,65.5,0.0,0.0,0.1
A0128,23.1593359975333,113.338711283964,广州市,65.5,0,0.7793958425948828,12,4,42.0,475.0657999999999,3.5,65.625,-0.125,0.5,0.38461538461538464
A0129,23.1687891455769,113.419959772635,广州市,66.5,1,1.8034770173815975,1,1,1.0,0.0927,1.0,66.0,0.5,0.0,1.0
A0130,23.1284929476215,113.350618568732,广州市,65.0,0,0.7147255236573447,17,6,70.0,667.0677000000001,4.117647058823529,65.41666666666667,-0.4166666666666714,0.8333333333333334,0.3888888888888889
A0131,23.1307022473192,113.416260868546,广州市,65.5,0,0.2888304834919975,23,6,125.0,5484.2378,5.434782608695652,67.75,-2.25,0.3333333333333333,0.2916666666666667
A0132,23.1382207893585,113.389486698559,广州市,65.0,0,0.3144428451128415,26,5,219.0,20147.928400000004,8.423076923076923,65.2,-0.20000000000000284,0.4,0.2222222222222222
A0133,23.1861168487634,113.597485671544,广州市,75.0,1,3.252701243891225,0,0,0.0,0.0,0.0,75.0,0.0,0.0,1.0
A0134,23.1240189591638,113.411547026554,广州市,65.0,0,0.09624982201460877,26,6,130.0,5504.890899999999,5.0,67.83333333333333,-2.8333333333333286,0.6666666666666666,0.25925925925925924
A0135,23.1381658955335,113.372836112767,广州市,65.5,1,0.5950939853441298,20,5,170.0,17575.314500000004,8.5,65.1,0.4000000000000057,0.0,0.2857142857142857
A0136,23.1996730122491,113.406846999602,广州市,68.5,0,0.4254599614434258,3,0,8.0,54.8501,2.6666666666666665,68.5,0.0,0.0,0.25
A0137,23.1224808721127,113.361124926295,广州市,65.5,0,0.3884768721507888,12,3,35.0,374.0505,2.9166666666666665,65.33333333333333,0.1666666666666714,0.0,0.3076923076923077
A0138,23.2001391478776,113.374908952731,广州市,65.5,0,0.31656847312804204,6,0,21.0,167.09019999999998,3.5,65.5,0.0,0.0,0.14285714285714285
A0139,23.1012502166771,113.548436650122,广州市,68.0,0,1.0053521555174934,6,1,8.0,76.55070000000002,1.3333333333333333,67.0,1.0,0.0,0.2857142857142857
A0140,23.1248664643703,113.561445341886,广州市,69.0,0,0.7521025296621612,4,1,5.0,44.6794,1.25,67.0,2.0,0.0,0.4
A0141,23.1087118142391,113.492884574249,广州市,66.5,0,0.6261557178759821,4,5,92.0,15020.0245,23.0,66.2,0.29999999999999716,0.2,1.2
A0142,23.1243156395216,113.408115078202,广州市,65.0,0,0.15914841795883378,24,6,124.0,5521.5778,5.166666666666667,67.83333333333333,-2.8333333333333286,0.6666666666666666,0.28
A0143,23.1675143840217,113.337954403182,广州市,66.0,0,0.6375024635163339,7,5,88.0,4154.6501,12.571428571428571,65.6,0.4000000000000057,0.0,0.75
A0144,23.1354420411307,113.390007969091,广州市,65.0,0,0.1710396021712918,30,5,230.0,20227.988700000005,7.666666666666667,65.2,-0.20000000000000284,0.4,0.1935483870967742
A0145,23.1368057684525,113.331549452559,广州市,65.0,0,0.33146989459267,22,8,78.0,645.7348000000001,3.5454545454545454,65.25,-0.25,0.5,0.391304347826087
A0146,23.1159303246968,113.42048908658,广州市,66.0,0,0.2375285289818922,16,6,70.0,3028.2811999999994,4.375,67.66666666666667,-1.6666666666666714,0.16666666666666666,0.4117647058823529
A0147,23.1618940670467,113.343334634253,广州市,66.0,0,1.3027701009035404,10,4,37.0,454.78049999999996,3.7,65.5,0.5,0.0,0.45454545454545453
A0148,23.1097973945641,113.453448444076,广州市,66.0,0,0.325786318288057,8,1,21.0,195.77810000000002,2.625,66.0,0.0,0.0,0.2222222222222222
A0149,23.1097580892894,113.453481189203,广州市,66.0,0,0.3212410435819795,8,1,21.0,195.77810000000002,2.625,66.0,0.0,0.0,0.2222222222222222
A0150,23.1909047341958,113.449201701942,广州市,73.0,1,1.3453339693156279,1,0,3.0,19.9231,3.0,73.0,0.0,0.0,0.5
A0151,23.1087118142391,113.492884574249,广州市,66.5,1,0.6261557178759821,4,5,92.0,15020.0245,23.0,66.2,0.29999999999999716,0.2,1.2
A0152,23.0998282189715,113.484963504791,广州市,65.5,0,0.24992016604323633,4,5,92.0,15020.0245,23.0,66.4,-0.9000000000000057,0.8,1.2
A0153,23.0797894313979,113.429744979892,广州市,70.5,1,2.491443531236058,0,0,0.0,0.0,0.0,70.5,0.0,0.0,1.0
A0154,23.1181011943149,113.544217136668,广州市,67.0,1,0.690758565286919,4,2,5.0,56.264,1.25,68.5,-1.5,1.0,0.6
A0155,23.1087118142391,113.492884574249,广州市,66.5,1,0.6261557178759821,4,5,92.0,15020.0245,23.0,66.2,0.29999999999999716,0.2,1.2
A0156,23.1011247274453,113.487241158411,广州市,65.5,0,0.1638551906425933,4,5,92.0,15020.0245,23.0,66.4,-0.9000000000000057,0.8,1.2
A0157,23.1487229407005,113.515291376765,广州市,73.5,0,0.9106242837613229,1,0,2.0,19.9231,2.0,73.5,0.0,0.0,0.5
A0158,23.0479763966089,113.289293329367,广州市,69.0,0,0.8836895553309139,5,1,21.0,281.43559999999997,4.2,69.0,0.0,0.0,0.3333333333333333
A0159,23.1111406826233,113.278240859545,广州市,66.0,0,0.2773027923224791,30,4,103.0,1739.3159999999998,3.433333333333333,69.25,-3.25,0.25,0.16129032258064516
A0160,22.9345907957979,113.416799529649,广州市,70.0,0,1.0386834280139714,3,5,9.0,81.6848,3.0,67.0,3.0,0.0,1.5
A0161,23.3969086250469,113.347511423398,广州市,75.0,0,4.1080818720606915,0,0,0.0,0.0,0.0,75.0,0.0,0.0,1.0
A0162,23.0913807065672,113.531677147482,广州市,70.0,0,0.46546671057392935,3,0,4.0,20.658800000000003,1.3333333333333333,70.0,0.0,0.0,0.25
A0163,23.2156529919026,113.300569151175,广州市,66.0,0,0.5544052834542494,11,7,108.0,5697.0131999999985,9.818181818181818,65.42857142857143,0.5714285714285694,0.0,0.6666666666666666
A0164,22.9609932512206,113.442775215343,广州市,66.5,0,1.274738186449931,1,4,1.0,1.9923,1.0,67.75,-1.25,0.5,2.5
A0165,23.2128091257282,113.256333074606,广州市,65.5,0,0.7066757989019035,8,9,21.0,216.7389,2.625,65.44444444444444,0.055555555555557135,0.1111111111111111,1.1111111111111112
A0166,23.2945140830139,113.331306286413,广州市,69.0,0,1.3501814571812236,2,3,2.0,1.2571,1.0,69.0,0.0,0.0,1.3333333333333333
A0167,23.2374577140508,113.204265310992,广州市,70.0,0,1.4613205357597985,1,0,5.0,19.9231,5.0,70.0,0.0,0.0,0.5
A0168,23.3718457592623,113.360399252647,广州市,74.5,0,1.3047025518175466,1,0,1.0,2.0,1.0,74.5,0.0,0.0,0.5
A0169,23.3862789522872,113.410598974178,广州市,74.0,0,2.2750433346141654,0,0,0.0,0.0,0.0,74.0,0.0,0.0,1.0
A0170,23.2577840626908,113.319993212109,广州市,65.5,0,0.11452478348950554,6,2,153.0,26299.3334,25.5,65.5,0.0,0.0,0.42857142857142855
A0171,23.0802913180246,113.204206100083,广州市,67.5,0,0.9467158519274816,4,0,12.0,101.6079,3.0,67.5,0.0,0.0,0.2
