scheme,origin,dest,edge,date,base_forecast_volume,added_volume,adjusted_volume,edge_capacity,line_load_rate
min_changed_plus_2,DC19,DC81,DC19->DC81,2023-01-01,0,0,0,1202,0.0
min_changed_plus_2,DC19,DC9,DC19->DC9,2023-01-01,0,0,0,918,0.0
min_changed_plus_2,DC2,DC10,DC2->DC10,2023-01-01,0,0,0,41,0.0
min_changed_plus_2,DC2,DC14,DC2->DC14,2023-01-01,0,0,0,34,0.0
min_changed_plus_2,DC2,DC3,DC2->DC3,2023-01-01,0,0,0,30,0.0
min_changed_plus_2,DC2,DC4,DC2->DC4,2023-01-01,0,0,0,106,0.0
min_changed_plus_2,DC2,DC62,DC2->DC62,2023-01-01,0,0,0,29,0.0
min_changed_plus_2,DC2,DC8,DC2->DC8,2023-01-01,0,0,0,62,0.0
min_changed_plus_2,DC2,DC9,DC2->DC9,2023-01-01,0,0,0,164,0.0
min_changed_plus_2,DC20,DC10,DC20->DC10,2023-01-01,8242,0,8242,130546,0.06313483369846644
min_changed_plus_2,DC20,DC12,DC20->DC12,2023-01-01,0,0,0,4561,0.0
min_changed_plus_2,DC20,DC14,DC20->DC14,2023-01-01,7499,0,7499,30502,0.24585273096846108
min_changed_plus_2,DC20,DC3,DC20->DC3,2023-01-01,7018,4506,11524,14978,0.7693951128321538
min_changed_plus_2,DC20,DC32,DC20->DC32,2023-01-01,0,0,0,111,0.0
min_changed_plus_2,DC20,DC33,DC20->DC33,2023-01-01,0,0,0,4,0.0
min_changed_plus_2,DC20,DC34,DC20->DC34,2023-01-01,0,0,0,4,0.0
min_changed_plus_2,DC20,DC35,DC20->DC35,2023-01-01,8,0,8,13082,0.0006115272894052897
min_changed_plus_2,DC20,DC4,DC20->DC4,2023-01-01,24590,0,24590,121795,0.20189662958249519
min_changed_plus_2,DC20,DC40,DC20->DC40,2023-01-01,0,0,0,460,0.0
min_changed_plus_2,DC20,DC62,DC20->DC62,2023-01-01,8579,0,8579,32057,0.26761705711701034
min_changed_plus_2,DC20,DC64,DC20->DC64,2023-01-01,0,0,0,2,0.0
min_changed_plus_2,DC20,DC65,DC20->DC65,2023-01-01,0,0,0,2,0.0
min_changed_plus_2,DC20,DC70,DC20->DC70,2023-01-01,14,0,14,7097,0.0019726645061293505
min_changed_plus_2,DC20,DC76,DC20->DC76,2023-01-01,0,0,0,3,0.0
min_changed_plus_2,DC20,DC8,DC20->DC8,2023-01-01,111,0,111,51548,0.0021533328160161405
min_changed_plus_2,DC20,DC81,DC20->DC81,2023-01-01,0,0,0,63,0.0
min_changed_plus_2,DC20,DC9,DC20->DC9,2023-01-01,0,0,0,857,0.0
min_changed_plus_2,DC21,DC10,DC21->DC10,2023-01-01,0,0,0,116981,0.0
min_changed_plus_2,DC21,DC12,DC21->DC12,2023-01-01,0,0,0,1767,0.0
min_changed_plus_2,DC21,DC14,DC21->DC14,2023-01-01,0,7993,7993,32070,0.24923604614904896
min_changed_plus_2,DC21,DC20,DC21->DC20,2023-01-01,0,0,0,3,0.0
min_changed_plus_2,DC21,DC3,DC21->DC3,2023-01-01,16946,0,16946,19506,0.8687583307700195
min_changed_plus_2,DC21,DC32,DC21->DC32,2023-01-01,0,0,0,40,0.0
min_changed_plus_2,DC21,DC33,DC21->DC33,2023-01-01,0,0,0,3,0.0
min_changed_plus_2,DC21,DC34,DC21->DC34,2023-01-01,0,0,0,4,0.0
min_changed_plus_2,DC21,DC35,DC21->DC35,2023-01-01,0,0,0,6143,0.0
min_changed_plus_2,DC21,DC4,DC21->DC4,2023-01-01,0,0,0,130684,0.0
min_changed_plus_2,DC21,DC40,DC21->DC40,2023-01-01,0,0,0,430,0.0
min_changed_plus_2,DC21,DC62,DC21->DC62,2023-01-01,0,0,0,32645,0.0
min_changed_plus_2,DC21,DC70,DC21->DC70,2023-01-01,0,0,0,3085,0.0
min_changed_plus_2,DC21,DC76,DC21->DC76,2023-01-01,0,0,0,13,0.0
min_changed_plus_2,DC21,DC8,DC21->DC8,2023-01-01,0,0,0,512,0.0
min_changed_plus_2,DC21,DC81,DC21->DC81,2023-01-01,0,0,0,111,0.0
min_changed_plus_2,DC21,DC9,DC21->DC9,2023-01-01,0,0,0,941,0.0
min_changed_plus_2,DC22,DC10,DC22->DC10,2023-01-01,9066,0,9066,235177,0.038549688107255384
min_changed_plus_2,DC22,DC12,DC22->DC12,2023-01-01,0,4971,4971,13984,0.35547768878718533
min_changed_plus_2,DC22,DC13,DC22->DC13,2023-01-01,0,0,0,1,0.0
min_changed_plus_2,DC22,DC14,DC22->DC14,2023-01-01,9451,0,9451,65525,0.14423502479969477
min_changed_plus_2,DC22,DC20,DC22->DC20,2023-01-01,0,0,0,2,0.0
min_changed_plus_2,DC22,DC21,DC22->DC21,2023-01-01,0,0,0,3,0.0
min_changed_plus_2,DC22,DC3,DC22->DC3,2023-01-01,5399,0,5399,29865,0.18078017746526034
min_changed_plus_2,DC22,DC32,DC22->DC32,2023-01-01,0,0,0,444,0.0
min_changed_plus_2,DC22,DC34,DC22->DC34,2023-01-01,0,0,0,7,0.0
min_changed_plus_2,DC22,DC35,DC22->DC35,2023-01-01,1259,0,1259,101949,0.01234931191085739
min_changed_plus_2,DC22,DC4,DC22->DC4,2023-01-01,35116,0,35116,236073,0.14875059833187193
min_changed_plus_2,DC22,DC40,DC22->DC40,2023-01-01,0,0,0,5427,0.0
min_changed_plus_2,DC22,DC62,DC22->DC62,2023-01-01,10353,0,10353,60403,0.17139877158419284
min_changed_plus_2,DC22,DC64,DC22->DC64,2023-01-01,0,0,0,41048,0.0
min_changed_plus_2,DC22,DC65,DC22->DC65,2023-01-01,0,0,0,17537,0.0
min_changed_plus_2,DC22,DC70,DC22->DC70,2023-01-01,1363,0,1363,16266,0.08379441780400836
min_changed_plus_2,DC22,DC76,DC22->DC76,2023-01-01,0,0,0,9,0.0
min_changed_plus_2,DC22,DC8,DC22->DC8,2023-01-01,136,0,136,29845,0.004556877198860781
min_changed_plus_2,DC22,DC81,DC22->DC81,2023-01-01,0,0,0,1290,0.0
min_changed_plus_2,DC22,DC9,DC22->DC9,2023-01-01,0,0,0,885,0.0
min_changed_plus_2,DC23,DC10,DC23->DC10,2023-01-01,12138,0,12138,201943,0.060106069534472596
min_changed_plus_2,DC23,DC12,DC23->DC12,2023-01-01,4784,0,4784,15956,0.299824517422913
min_changed_plus_2,DC23,DC14,DC23->DC14,2023-01-01,10346,0,10346,32755,0.3158601740192337
min_changed_plus_2,DC23,DC18,DC23->DC18,2023-01-01,0,0,0,55,0.0
min_changed_plus_2,DC23,DC20,DC23->DC20,2023-01-01,0,0,0,1,0.0
min_changed_plus_2,DC23,DC29,DC23->DC29,2023-01-01,0,0,0,11,0.0
min_changed_plus_2,DC23,DC3,DC23->DC3,2023-01-01,11312,0,11312,52355,0.21606341323655812
min_changed_plus_2,DC23,DC32,DC23->DC32,2023-01-01,0,0,0,604,0.0
min_changed_plus_2,DC23,DC34,DC23->DC34,2023-01-01,0,0,0,27,0.0
min_changed_plus_2,DC23,DC35,DC23->DC35,2023-01-01,1716,6224,7940,62887,0.12625820916882663
min_changed_plus_2,DC23,DC36,DC23->DC36,2023-01-01,0,0,0,2,0.0
min_changed_plus_2,DC23,DC4,DC23->DC4,2023-01-01,45168,0,45168,204894,0.22044569387097718
min_changed_plus_2,DC23,DC40,DC23->DC40,2023-01-01,0,0,0,6623,0.0
min_changed_plus_2,DC23,DC6,DC23->DC6,2023-01-01,0,0,0,8,0.0
min_changed_plus_2,DC23,DC62,DC23->DC62,2023-01-01,11508,0,11508,58889,0.19541849921037885
min_changed_plus_2,DC23,DC64,DC23->DC64,2023-01-01,0,0,0,49704,0.0
min_changed_plus_2,DC23,DC65,DC23->DC65,2023-01-01,0,0,0,24741,0.0
min_changed_plus_2,DC23,DC70,DC23->DC70,2023-01-01,2985,0,2985,32263,0.09252084431082044
min_changed_plus_2,DC23,DC8,DC23->DC8,2023-01-01,126,0,126,30936,0.004072924747866563
min_changed_plus_2,DC23,DC81,DC23->DC81,2023-01-01,0,0,0,2581,0.0
min_changed_plus_2,DC23,DC9,DC23->DC9,2023-01-01,0,0,0,2667,0.0
min_changed_plus_2,DC24,DC10,DC24->DC10,2023-01-01,0,0,0,10,0.0
min_changed_plus_2,DC24,DC14,DC24->DC14,2023-01-01,0,0,0,5,0.0
min_changed_plus_2,DC24,DC3,DC24->DC3,2023-01-01,0,0,0,3,0.0
min_changed_plus_2,DC24,DC4,DC24->DC4,2023-01-01,0,0,0,6,0.0
min_changed_plus_2,DC24,DC62,DC24->DC62,2023-01-01,0,0,0,6,0.0
min_changed_plus_2,DC24,DC8,DC24->DC8,2023-01-01,0,0,0,6,0.0
min_changed_plus_2,DC24,DC9,DC24->DC9,2023-01-01,0,0,0,36,0.0
min_changed_plus_2,DC25,DC10,DC25->DC10,2023-01-01,7103,0,7103,64006,0.11097397119020092
min_changed_plus_2,DC25,DC12,DC25->DC12,2023-01-01,0,0,0,1048,0.0
min_changed_plus_2,DC25,DC14,DC25->DC14,2023-01-01,6095,0,6095,30950,0.19693053311793215
min_changed_plus_2,DC25,DC3,DC25->DC3,2023-01-01,19900,0,19900,32591,0.6105980178576907
min_changed_plus_2,DC25,DC32,DC25->DC32,2023-01-01,0,0,0,25,0.0
min_changed_plus_2,DC25,DC33,DC25->DC33,2023-01-01,0,0,0,2,0.0
min_changed_plus_2,DC25,DC34,DC25->DC34,2023-01-01,0,0,0,4,0.0
min_changed_plus_2,DC25,DC35,DC25->DC35,2023-01-01,29,0,29,4679,0.006197905535370806
min_changed_plus_2,DC25,DC4,DC25->DC4,2023-01-01,38,0,38,50932,0.0007460928296552265
min_changed_plus_2,DC25,DC40,DC25->DC40,2023-01-01,0,0,0,2274,0.0
min_changed_plus_2,DC25,DC62,DC25->DC62,2023-01-01,7197,0,7197,30541,0.2356504371173177
min_changed_plus_2,DC25,DC64,DC25->DC64,2023-01-01,0,0,0,53912,0.0
min_changed_plus_2,DC25,DC65,DC25->DC65,2023-01-01,0,0,0,27209,0.0
min_changed_plus_2,DC25,DC70,DC25->DC70,2023-01-01,58,0,58,3338,0.01737567405632115
min_changed_plus_2,DC25,DC76,DC25->DC76,2023-01-01,0,0,0,5,0.0
min_changed_plus_2,DC25,DC8,DC25->DC8,2023-01-01,19068,0,19068,93188,0.20461862042323045
min_changed_plus_2,DC25,DC81,DC25->DC81,2023-01-01,0,0,0,219,0.0
min_changed_plus_2,DC25,DC9,DC25->DC9,2023-01-01,58430,3310,61740,126037,0.4898561533517935
min_changed_plus_2,DC26,DC10,DC26->DC10,2023-01-01,2523,0,2523,8082,0.3121752041573868
min_changed_plus_2,DC26,DC12,DC26->DC12,2023-01-01,0,0,0,177,0.0
min_changed_plus_2,DC26,DC14,DC26->DC14,2023-01-01,2319,0,2319,7471,0.31040021416142416
min_changed_plus_2,DC26,DC3,DC26->DC3,2023-01-01,0,0,0,8033,0.0
min_changed_plus_2,DC26,DC32,DC26->DC32,2023-01-01,0,0,0,113,0.0
min_changed_plus_2,DC26,DC34,DC26->DC34,2023-01-01,0,0,0,2,0.0
min_changed_plus_2,DC26,DC35,DC26->DC35,2023-01-01,0,0,0,8989,0.0
min_changed_plus_2,DC26,DC4,DC26->DC4,2023-01-01,15,0,15,26989,0.0005557819852532514
min_changed_plus_2,DC26,DC40,DC26->DC40,2023-01-01,0,0,0,600,0.0
min_changed_plus_2,DC26,DC62,DC26->DC62,2023-01-01,2203,1140,3343,27667,0.12082986951964435
min_changed_plus_2,DC26,DC64,DC26->DC64,2023-01-01,0,0,0,11493,0.0
min_changed_plus_2,DC26,DC65,DC26->DC65,2023-01-01,0,0,0,11121,0.0
min_changed_plus_2,DC26,DC70,DC26->DC70,2023-01-01,0,0,0,1976,0.0
min_changed_plus_2,DC26,DC8,DC26->DC8,2023-01-01,6317,0,6317,31380,0.20130656469088593
min_changed_plus_2,DC26,DC81,DC26->DC81,2023-01-01,0,0,0,25,0.0
min_changed_plus_2,DC26,DC9,DC26->DC9,2023-01-01,13019,0,13019,27912,0.46643020922900547
min_changed_plus_2,DC27,DC10,DC27->DC10,2023-01-01,6366,0,6366,16133,0.39459492964730675
min_changed_plus_2,DC27,DC14,DC27->DC14,2023-01-01,4473,0,4473,15669,0.2854681217690982
min_changed_plus_2,DC27,DC3,DC27->DC3,2023-01-01,0,0,0,36,0.0
min_changed_plus_2,DC27,DC32,DC27->DC32,2023-01-01,0,0,0,323,0.0
min_changed_plus_2,DC27,DC34,DC27->DC34,2023-01-01,0,0,0,3,0.0
