scenario,tau_years,distance_m,base_bed_elevation_m,initial_change_rate_m_per_year,ten_year_change_m,forecast_2033_bed_elevation_m
low,10.0,1950.0,40.18783526435339,0.05531235992083823,0.3496407986328658,40.53747606298626
low,10.0,1955.0,40.07270266460046,0.05272470655498478,0.33328370971608695,40.40598637431655
low,10.0,1960.0,39.945397244673764,0.049637763414328226,0.3137705074846489,40.25916775215841
low,10.0,1965.0,39.80133779511371,0.04329406611232163,0.2736706926488127,40.075008487762524
low,10.0,1970.0,39.67837178364891,0.0744288714282489,0.47048019800203567,40.14885198165095
low,10.0,1975.0,39.57846070072168,0.13800991278054187,0.8723890319071663,40.450849732628846
low,10.0,1980.0,39.5,0.16467343633843615,1.0409346460247118,40.54093464602471
low,10.0,1985.0,39.433944954128435,0.1921867841222651,1.2148521737882958,40.64879712791673
low,10.0,1990.0,39.4,0.2163944679242928,1.3678739199171235,40.76787391991712
low,10.0,1995.0,39.4,0.23014331118522846,1.4547831847706125,40.85478318477061
low,10.0,2000.0,39.4,0.19716078286496355,1.2462938424367667,40.64629384243676
low,10.0,2005.0,39.4,0.17102073375108306,1.081057217900046,40.481057217900045
low,10.0,2010.0,39.4,0.16382763073762396,1.0355881349342546,40.43558813493425
low,10.0,2015.0,39.33,0.26986732102921634,1.7058868177855402,41.03588681778554
low,10.0,2020.0,39.2,0.476522735379079,3.0121981778233633,42.21219817782337
low,10.0,2025.0,39.06503916449087,0.6388055535959297,4.038021235218452,43.10306039970932
low,10.0,2030.0,38.9,0.6517071281944447,4.119574740668268,43.01957474066827
low,10.0,2035.0,38.63377772443078,0.6298466564926009,3.9813902047840144,42.61516792921479
low,10.0,2040.0,38.36192232227427,0.6037021172610619,3.816125197290459,42.17804751956473
low,10.0,2045.0,38.300000000000004,-0.0945456902850571,-0.5976427457782203,37.70235725422178
low,10.0,2050.0,38.300000000000004,-0.4724883634076718,-2.9866960831724816,35.31330391682752
low,20.0,1820.0,42.04196616541354,0.021240701808534514,0.16715129855689498,42.209117463970436
low,20.0,1825.0,41.90878399122808,-0.03244004937036286,-0.25528329649292547,41.65350069473515
low,20.0,1830.0,41.800030075187976,-0.08259537679664256,-0.6499749683792282,41.15005510680875
low,20.0,1835.0,41.72498543233083,-0.07383253951162644,-0.5810168122676116,41.14396862006322
low,20.0,1840.0,41.69012812011664,-0.002934218454292932,-0.023090499989393127,41.667037620127246
low,20.0,1845.0,41.67297212636734,0.07375960568675011,0.5804428677884371,42.253414994155776
low,20.0,1850.0,41.65968786428882,0.07800632256599117,0.6138619255656813,42.2735497898545
low,20.0,1855.0,41.642288414447506,0.02038677608718051,0.16043142675218353,41.80271984119969
low,20.0,1860.0,41.621377362641574,-0.0994885816146624,-0.7829141314809408,40.83846323116063
low,20.0,1865.0,41.6,-0.17665300426834593,-1.3901508209849485,40.20984917901505
low,20.0,1870.0,41.579166666666666,-0.14992432486965354,-1.1798125039898282,40.399354162676836
low,20.0,1875.0,41.55833333333334,-0.06736301610752557,-0.5301056301519067,41.02822770318143
low,20.0,1880.0,41.53515625,0.0013612018006089258,0.01071182348967139,41.54586807348967
low,20.0,1885.0,41.50925925925927,-0.020528771818513432,-0.16154884608680725,41.34771041317246
low,20.0,1890.0,41.5,-0.1573031362729408,-1.2378792250889548,40.26212077491105
low,20.0,1895.0,41.5,-0.3078604406043399,-2.4226728893033527,39.07732711069665
low,20.0,1900.0,41.5,-0.3766264734637141,-2.963819400970499,38.5361805990295
low,20.0,1905.0,41.48900067552012,-0.3518147402025144,-2.768566274617092,38.720434400903024
low,20.0,1910.0,41.46018235253434,-0.2776392775105541,-2.1848508671987763,39.27533148533556
low,20.0,1915.0,41.43925559359996,-0.1910091629086636,-1.5031249863702798,39.93613060722968
low,20.0,1920.0,41.423032546285256,-0.08506861985629971,-0.6694378746803004,40.75359467160496
low,20.0,1925.0,41.383644762335045,-0.025784110564949163,-0.2029051394777413,41.1807396228573
low,20.0,1930.0,41.123250764839916,-0.013627061257972577,-0.10723661606460003,41.01601414877532
low,20.0,1935.0,40.800000000000004,-0.03232037845599361,-0.25434155977835643,40.54565844022165
low,20.0,1940.0,40.550389846764496,-0.002848128898160815,-0.022413027972254404,40.52797681879224
low,20.0,1945.0,40.33431950215053,0.01528999074981198,0.12032285146656914,40.454642353617096
low,20.0,1950.0,40.18783526435339,0.05531235992083823,0.4352743553557919,40.62310961970918
low,20.0,1955.0,40.07270266460046,0.05272470655498478,0.41491111010069703,40.48761377470116
low,20.0,1960.0,39.945397244673764,0.049637763414328226,0.39061876047952215,40.33601600515328
low,20.0,1965.0,39.80133779511371,0.04329406611232163,0.3406977526314565,40.14203554774517
low,20.0,1970.0,39.67837178364891,0.0744288714282489,0.5857095787841264,40.26408136243304
low,20.0,1975.0,39.57846070072168,0.13800991278054187,1.0860533866975361,40.664514087419214
low,20.0,1980.0,39.5,0.16467343633843615,1.2958789671787625,40.795878967178766
low,20.0,1985.0,39.433944954128435,0.1921867841222651,1.5123921432107637,40.946337097339196
low,20.0,1990.0,39.4,0.2163944679242928,1.7028917707201439,41.10289177072014
low,20.0,1995.0,39.4,0.23014331118522846,1.811086736472039,41.21108673647204
low,20.0,2000.0,39.4,0.19716078286496355,1.5515344632883588,40.951534463288354
low,20.0,2005.0,39.4,0.17102073375108306,1.3458283056900004,40.74582830569
low,20.0,2010.0,39.4,0.16382763073762396,1.289222995743504,40.6892229957435
low,20.0,2015.0,39.33,0.26986732102921634,2.1236903354096945,41.45369033540969
low,20.0,2020.0,39.2,0.476522735379079,3.7499417264307517,42.94994172643075
low,20.0,2025.0,39.06503916449087,0.6388055535959297,5.027007994905929,44.0920471593968
low,20.0,2030.0,38.9,0.6517071281944447,5.128535475824847,44.028535475824846
low,20.0,2035.0,38.63377772443078,0.6298466564926009,4.956506968246945,43.59028469267773
low,20.0,2040.0,38.36192232227427,0.6037021172610619,4.750765476175929,43.112687798450196
low,20.0,2045.0,38.300000000000004,-0.0945456902850571,-0.7440166076695021,37.5559833923305
low,20.0,2050.0,38.300000000000004,-0.4724883634076718,-3.718193692869483,34.58180630713052
central,5.0,1820.0,42.04196616541354,0.3559922199503836,1.5390695601668396,43.58103572558038
central,5.0,1825.0,41.90878399122808,0.30231146877148624,1.3069903025981038,43.21577429382618
central,5.0,1830.0,41.800030075187976,0.25215614134520653,1.0901525926820084,42.890182667869986
central,5.0,1835.0,41.72498543233083,0.2609189786302226,1.1280371737774686,42.853022606108304
central,5.0,1840.0,41.69012812011664,0.33181729968755613,1.4345535572576635,43.124681677374305
central,5.0,1845.0,41.67297212636734,0.40851112382859917,1.7661257758997435,43.439097902267086
central,5.0,1850.0,41.65968786428882,0.4127578407078403,1.7844857071375602,43.44417357142638
central,5.0,1855.0,41.642288414447506,0.3551382942290296,1.5353777629568819,43.17766617740439
central,5.0,1860.0,41.621377362641574,0.2352629365271867,1.0171178018860132,42.63849516452759
central,5.0,1865.0,41.6,0.15809851387350315,0.6835110335957253,42.28351103359573
central,5.0,1870.0,41.579166666666666,0.18482719327219554,0.799067763604374,42.37823443027104
central,5.0,1875.0,41.55833333333334,0.2673885020343235,1.1560070168864738,42.714340350219814
central,5.0,1880.0,41.53515625,0.336112719942458,1.453124048948086,42.988280298948084
central,5.0,1885.0,41.50925925925927,0.31422274632333563,1.3584866097514035,42.86774586901067
central,5.0,1890.0,41.5,0.1774483818689083,0.7671667742440049,42.267166774244004
central,5.0,1895.0,41.5,0.026891077537509134,0.1162588297121631,41.616258829712166
central,5.0,1900.0,41.5,-0.041874955321865026,-0.1810389819142996,41.3189610180857
central,5.0,1905.0,41.48900067552012,-0.01706322206066535,-0.07376983035077993,41.41523084516934
central,5.0,1910.0,41.46018235253434,0.05711224063129494,0.2469146968459053,41.707097049380245
central,5.0,1915.0,41.43925559359996,0.1437423552331855,0.6214447143730226,42.06070030797298
central,5.0,1920.0,41.423032546285256,0.24968289828554938,1.079459962633681,42.502492508918934
central,5.0,1925.0,41.383644762335045,0.3089674075768999,1.335766079807991,42.719410842143034
central,5.0,1930.0,41.123250764839916,0.3211244568838765,1.3883249377864681,42.51157570262639
central,5.0,1935.0,40.800000000000004,0.30243113968585544,1.307507678684493,42.1075076786845
central,5.0,1940.0,40.550389846764496,0.3319033892436883,1.43492575026601,41.98531559703051
central,5.0,1945.0,40.33431950215053,0.3500415088916611,1.513342710706184,41.84766221285671
central,5.0,1950.0,40.18783526435339,0.39006387806268733,1.68637236322351,41.8742076275769
central,5.0,1955.0,40.07270266460046,0.38747622469683385,1.6751851004001723,41.747887765000634
central,5.0,1960.0,39.945397244673764,0.3843892815561773,1.6618392463182698,41.60723649099204
central,5.0,1965.0,39.80133779511371,0.37804558425417073,1.634413390163909,41.43575118527762
central,5.0,1970.0,39.67837178364891,0.409180389570098,1.7690192282638062,41.44739101191272
central,5.0,1975.0,39.57846070072168,0.472761430922391,2.0439006438258143,41.62236134454749
central,5.0,1980.0,39.5,0.49942495448028523,2.159175684051317,41.65917568405132
central,5.0,1985.0,39.433944954128435,0.5269383022641142,2.2781247893949024,41.71206974352334
central,5.0,1990.0,39.4,0.5511459860661418,2.3827824396857915,41.78278243968579
central,5.0,1995.0,39.4,0.5648948293270776,2.4422231380059976,41.842223138006
central,5.0,2000.0,39.4,0.5319123010068126,2.299628995465086,41.69962899546508
central,5.0,2005.0,39.4,0.5057722518929322,2.186617104648914,41.586617104648916
central,5.0,2010.0,39.4,0.4985791488794731,2.1555189927500016,41.55551899275
central,5.0,2015.0,39.33,0.6046188391710654,2.6139628866082862,41.94396288660828
central,5.0,2020.0,39.2,0.8112742535209281,3.5074011131905087,42.707401113190514
central,5.0,2025.0,39.06503916449087,0.9735570717377788,4.209002248435696,43.274041412926564
central,5.0,2030.0,38.9,0.9864586463362938,4.26477993016583,43.16477993016583
central,5.0,2035.0,38.63377772443078,0.96459817463445,4.170270037303886,42.804047761734665
central,5.0,2040.0,38.36192232227427,0.938453635402911,4.057238734256146,42.41916105653041
central,5.0,2045.0,38.300000000000004,0.24020582785679198,1.03848752054354,39.338487520543545
central,5.0,2050.0,38.300000000000004,-0.13773684526582275,-0.5954809514982756,37.70451904850173
central,10.0,1820.0,42.04196616541354,0.3559922199503836,2.250300010136553,44.2922661755501
central,10.0,1825.0,41.90878399122808,0.30231146877148624,1.9109729458011393,43.81975693702922
central,10.0,1830.0,41.800030075187976,0.25215614134520653,1.5939308097918472,43.393960884979826
central,10.0,1835.0,41.72498543233083,0.2609189786302226,1.6493225058071281,43.37430793813796
central,10.0,1840.0,41.69012812011664,0.33181729968755613,2.0974853690748096,43.78761348919145
central,10.0,1845.0,41.67297212636734,0.40851112382859917,2.5822827988221624,44.255254925189504
central,10.0,1850.0,41.65968786428882,0.4127578407078403,2.609127169291088,44.268815033579905
central,10.0,1855.0,41.642288414447506,0.3551382942290296,2.244902170094749,43.88719058454225
central,10.0,1860.0,41.621377362641574,0.2352629365271867,1.4871453890921273,43.1085227517337
central,10.0,1865.0,41.6,0.15809851387350315,0.9993732093968329,42.59937320939684
central,10.0,1870.0,41.579166666666666,0.18482719327219554,1.1683306869793408,42.747497353646004
central,10.0,1875.0,41.55833333333334,0.2673885020343235,1.6902176933026751,43.248551026636015
central,10.0,1880.0,41.53515625,0.336112719942458,2.1246376035941306,43.65979385359413
central,10.0,1885.0,41.50925925925927,0.31422274632333563,1.9862665800255104,43.495525839284774
central,10.0,1890.0,41.5,0.1774483818689083,1.121687703101976,42.621687703101976
central,10.0,1895.0,41.5,0.026891077537509134,0.1699840296051235,41.669984029605125
central,10.0,1900.0,41.5,-0.041874955321865026,-0.264700201589782,41.23529979841022
central,10.0,1905.0,41.48900067552012,-0.01706322206066535,-0.10786013464403554,41.38114054087608
central,10.0,1910.0,41.46018235253434,0.05711224063129494,0.36101821463805217,41.82120056717239
central,10.0,1915.0,41.43925559359996,0.1437423552331855,0.9086249791733426,42.3478805727733
central,10.0,1920.0,41.423032546285256,0.24968289828554938,1.578296931941954,43.00132947822721
central,10.0,1925.0,41.383644762335045,0.3089674075768999,1.953046503373207,43.336691265708254
central,10.0,1930.0,41.123250764839916,0.3211244568838765,2.029893711389531,43.15314447622945
central,10.0,1935.0,40.800000000000004,0.30243113968585544,1.9117294102538052,42.71172941025381
central,10.0,1940.0,40.550389846764496,0.3319033892436883,2.0980295588581255,42.64841940562262
central,10.0,1945.0,40.33431950215053,0.3500415088916611,2.2126843421378832,42.54700384428841
central,10.0,1950.0,40.18783526435339,0.39006387806268733,2.465673965798203,42.65350923015159
central,10.0,1955.0,40.07270266460046,0.38747622469683385,2.449316876881424,42.52201954148189
central,10.0,1960.0,39.945397244673764,0.3843892815561773,2.429803674649986,42.37520091932375
central,10.0,1965.0,39.80133779511371,0.37804558425417073,2.38970385981415,42.19104165492786
central,10.0,1970.0,39.67837178364891,0.409180389570098,2.586513365167373,42.26488514881628
central,10.0,1975.0,39.57846070072168,0.472761430922391,2.9884221990725033,42.56688289979418
central,10.0,1980.0,39.5,0.49942495448028523,3.156967813190049,42.65696781319005
central,10.0,1985.0,39.433944954128435,0.5269383022641142,3.330885340953633,42.76483029508207
central,10.0,1990.0,39.4,0.5511459860661418,3.48390708708246,42.883907087082456
central,10.0,1995.0,39.4,0.5648948293270776,3.57081635193595,42.97081635193595
central,10.0,2000.0,39.4,0.5319123010068126,3.3623270096021036,42.7623270096021
central,10.0,2005.0,39.4,0.5057722518929322,3.1970903850653833,42.597090385065385
central,10.0,2010.0,39.4,0.4985791488794731,3.1516213020995916,42.55162130209959
central,10.0,2015.0,39.33,0.6046188391710654,3.821919984950877,43.15191998495087
central,10.0,2020.0,39.2,0.8112742535209281,5.1282313449887,44.3282313449887
central,10.0,2025.0,39.06503916449087,0.9735570717377788,6.15405440238379,45.21909356687466
central,10.0,2030.0,38.9,0.9864586463362938,6.2356079078336055,45.1356079078336
central,10.0,2035.0,38.63377772443078,0.96459817463445,6.097423371949351,44.73120109638013
central,10.0,2040.0,38.36192232227427,0.938453635402911,5.9321583644557965,44.29408068673006
central,10.0,2045.0,38.300000000000004,0.24020582785679198,1.5183904213871167,39.81839042138712
central,10.0,2050.0,38.300000000000004,-0.13773684526582275,-0.8706629160071445,37.42933708399286
central,20.0,1820.0,42.04196616541354,0.3559922199503836,2.8014404786262506,44.84340664403979
central,20.0,1825.0,41.90878399122808,0.30231146877148624,2.37900588357643,44.28778987480451
central,20.0,1830.0,41.800030075187976,0.25215614134520653,1.9843142116901276,43.7843442868781
central,20.0,1835.0,41.72498543233083,0.2609189786302226,2.053272367801744,43.77825780013258
central,20.0,1840.0,41.69012812011664,0.33181729968755613,2.6111986800799625,44.301326800196605
central,20.0,1845.0,41.67297212636734,0.40851112382859917,3.2147320478577925,44.887704174225135
central,20.0,1850.0,41.65968786428882,0.4127578407078403,3.248151105635037,44.90783896992386
central,20.0,1855.0,41.642288414447506,0.3551382942290296,2.794720606821539,44.43700902126905
central,20.0,1860.0,41.621377362641574,0.2352629365271867,1.8513750485884148,43.47275241122999
central,20.0,1865.0,41.6,0.15809851387350315,1.244138359084407,42.84413835908441
central,20.0,1870.0,41.579166666666666,0.18482719327219554,1.4544766760795276,43.033643342746196
central,20.0,1875.0,41.55833333333334,0.2673885020343235,2.104183549917449,43.66251688325079
central,20.0,1880.0,41.53515625,0.336112719942458,2.645001003559027,44.180157253559024
central,20.0,1885.0,41.50925925925927,0.31422274632333563,2.472740333982548,43.98199959324182
central,20.0,1890.0,41.5,0.1774483818689083,1.396409954980401,42.8964099549804
central,20.0,1895.0,41.5,0.026891077537509134,0.21161629076600283,41.711616290766
central,20.0,1900.0,41.5,-0.041874955321865026,-0.32953022090114364,41.17046977909886
central,20.0,1905.0,41.48900067552012,-0.01706322206066535,-0.1342770945477367,41.35472358097238
central,20.0,1910.0,41.46018235253434,0.05711224063129494,0.44943831287057906,41.909620665404915
central,20.0,1915.0,41.43925559359996,0.1437423552331855,1.1311641936990757,42.57041978729904
central,20.0,1920.0,41.423032546285256,0.24968289828554938,1.9648513053890553,43.38788385167431
central,20.0,1925.0,41.383644762335045,0.3089674075768999,2.431384040591614,43.81502880292666
central,20.0,1930.0,41.123250764839916,0.3211244568838765,2.527052564004755,43.65030332884467
central,20.0,1935.0,40.800000000000004,0.30243113968585544,2.379947620290999,43.179947620291
central,20.0,1940.0,40.550389846764496,0.3319033892436883,2.6118761520971012,43.1622659988616
central,20.0,1945.0,40.33431950215053,0.3500415088916611,2.754612031535925,43.088931533686456
central,20.0,1950.0,40.18783526435339,0.39006387806268733,3.069563535425148,43.257398799778535
central,20.0,1955.0,40.07270266460046,0.38747622469683385,3.049200290170053,43.12190295477052
central,20.0,1960.0,39.945397244673764,0.3843892815561773,3.0249079405488777,42.97030518522264
central,20.0,1965.0,39.80133779511371,0.37804558425417073,2.9749869327008125,42.776324727814526
central,20.0,1970.0,39.67837178364891,0.409180389570098,3.219998758853482,42.8983705425024
central,20.0,1975.0,39.57846070072168,0.472761430922391,3.720342566766892,43.29880326748857
central,20.0,1980.0,39.5,0.49942495448028523,3.9301681472481182,43.43016814724812
central,20.0,1985.0,39.433944954128435,0.5269383022641142,4.146681323280119,43.580626277408555
central,20.0,1990.0,39.4,0.5511459860661418,4.3371809507895,43.7371809507895
central,20.0,1995.0,39.4,0.5648948293270776,4.445375916541395,43.84537591654139
central,20.0,2000.0,39.4,0.5319123010068126,4.185823643357715,43.58582364335771
central,20.0,2005.0,39.4,0.5057722518929322,3.980117485759356,43.38011748575936
central,20.0,2010.0,39.4,0.4985791488794731,3.92351217581286,43.32351217581286
central,20.0,2015.0,39.33,0.6046188391710654,4.75797951547905,44.08797951547905
central,20.0,2020.0,39.2,0.8112742535209281,6.384230906500107,45.58423090650011
central,20.0,2025.0,39.06503916449087,0.9735570717377788,7.661297174975285,46.72633633946616
central,20.0,2030.0,38.9,0.9864586463362938,7.762824655894203,46.6628246558942
central,20.0,2035.0,38.63377772443078,0.96459817463445,7.590796148316301,46.22457387274708
central,20.0,2040.0,38.36192232227427,0.938453635402911,7.385054656245285,45.746976978519555
central,20.0,2045.0,38.300000000000004,0.24020582785679198,1.8902725723998537,40.190272572399856
central,20.0,2050.0,38.300000000000004,-0.13773684526582275,-1.0839045128001275,37.21609548719988
high,5.0,1820.0,42.04196616541354,0.6695202881338856,2.8945528515331382,44.936519016946676
high,5.0,1825.0,41.90878399122808,0.6158395369549883,2.6624735939644024,44.57125758519248
high,5.0,1830.0,41.800030075187976,0.5656842095287087,2.4456358840483077,44.245665959236284
high,5.0,1835.0,41.72498543233083,0.5744470468137247,2.483520465143768,44.2085058974746
high,5.0,1840.0,41.69012812011664,0.6453453678710582,2.790036848623963,44.4801649687406
high,5.0,1845.0,41.67297212636734,0.7220391920121013,3.121609067266043,44.794581193633384
high,5.0,1850.0,41.65968786428882,0.7262859088913424,3.1399689985038592,44.79965686279268
high,5.0,1855.0,41.642288414447506,0.6686663624125316,2.8908610543231807,44.53314946877069
high,5.0,1860.0,41.621377362641574,0.5487910047106888,2.372601093252312,43.99397845589389
high,5.0,1865.0,41.6,0.47162658205700525,2.038994324962024,43.63899432496203
high,5.0,1870.0,41.579166666666666,0.49835526145569764,2.154551054970673,43.73371772163734
high,5.0,1875.0,41.55833333333334,0.5809165702178256,2.511490308252773,44.06982364158611
high,5.0,1880.0,41.53515625,0.64964078812596,2.8086073403143845,44.34376359031438
high,5.0,1885.0,41.50925925925927,0.6277508145068378,2.7139699011177028,44.22322916037697
high,5.0,1890.0,41.5,0.4909764500524104,2.122650065610304,43.6226500656103
high,5.0,1895.0,41.5,0.34041914572101123,1.4717421210784623,42.971742121078464
high,5.0,1900.0,41.5,0.27165311286163707,1.1744443094519994,42.674444309452
high,5.0,1905.0,41.48900067552012,0.29646484612283674,1.2817134610155192,42.77071413653564
high,5.0,1910.0,41.46018235253434,0.37064030881479704,1.6023979882122044,43.06258034074654
high,5.0,1915.0,41.43925559359996,0.45727042341668755,1.9769280057393215,43.416183599339284
high,5.0,1920.0,41.423032546285256,0.5632109664690514,2.43494325399998,43.85797580028524
high,5.0,1925.0,41.383644762335045,0.622495475760402,2.69124937117429,44.07489413350933
high,5.0,1930.0,41.123250764839916,0.6346525250673786,2.743808229152767,43.867058993992686
high,5.0,1935.0,40.800000000000004,0.6159592078693575,2.6629909700507923,43.4629909700508
high,5.0,1940.0,40.550389846764496,0.6454314574271903,2.790409041632309,43.340798888396805
high,5.0,1945.0,40.33431950215053,0.6635695770751632,2.8688260020724834,43.20314550422301
high,5.0,1950.0,40.18783526435339,0.7035919462461894,3.0418556545898086,43.2296909189432
high,5.0,1955.0,40.07270266460046,0.7010042928803359,3.030668391766471,43.10337105636693
high,5.0,1960.0,39.945397244673764,0.6979173497396794,3.017322537684569,42.962719782358334
high,5.0,1965.0,39.80133779511371,0.6915736524376728,2.9898966815302077,42.791234476643915
high,5.0,1970.0,39.67837178364891,0.7227084577536,3.1245025196301053,42.80287430327902
high,5.0,1975.0,39.57846070072168,0.7862894991058931,3.3993839351921133,42.97784463591379
high,5.0,1980.0,39.5,0.8129530226637873,3.5146589754176163,43.01465897541762
