scenario,tau_years,year,distance_m,cumulative_change_m,bed_elevation_m
low,5.0,2023,1875.0,-0.0,41.55833333333334
low,5.0,2024,1875.0,-0.0610542160010347,41.497279117332305
low,5.0,2025,1875.0,-0.11104118024614758,41.44729215308719
low,5.0,2026,1875.0,-0.151967045126631,41.406366288206705
low,5.0,2027,1875.0,-0.18547430930059697,41.37285902403274
low,5.0,2028,1875.0,-0.21290773693133097,41.34542559640201
low,5.0,2029,1875.0,-0.23536832779495212,41.322965005538386
low,5.0,2030,1875.0,-0.25375750426730115,41.30457582906604
low,5.0,2031,1875.0,-0.2688132885689914,41.289520044764345
low,5.0,2032,1875.0,-0.2811399221884938,41.27719341114484
low,5.0,2033,1875.0,-0.29123211621470546,41.26710121711863
low,5.0,2023,1880.0,0.0,41.53515625
low,5.0,2024,1880.0,0.0012337201265263755,41.53638997012653
low,5.0,2025,1880.0,0.0022438047348047776,41.5374000547348
low,5.0,2026,1880.0,0.003070792066813032,41.538227042066815
low,5.0,2027,1880.0,0.003747872027934102,41.53890412202794
low,5.0,2028,1880.0,0.004302218214396765,41.5394584682144
low,5.0,2029,1880.0,0.004756078485105249,41.53991232848511
low,5.0,2030,1880.0,0.005127667846334584,41.54028391784634
low,5.0,2031,1880.0,0.005431899483889642,41.54058814948389
low,5.0,2032,1880.0,0.005680983281615243,41.540837233281614
low,5.0,2033,1880.0,0.005884915846906647,41.541041165846906
low,5.0,2023,1885.0,-0.0,41.50925925925927
low,5.0,2024,1885.0,-0.0186061750388794,41.49065308422039
low,5.0,2025,1885.0,-0.03383962274036186,41.47541963651891
low,5.0,2026,1885.0,-0.04631171484897066,41.4629475444103
low,5.0,2027,1885.0,-0.0565230002135099,41.45273625904576
low,5.0,2028,1885.0,-0.06488329356991328,41.44437596568935
low,5.0,2029,1885.0,-0.07172812284555427,41.43753113641371
low,5.0,2030,1885.0,-0.07733219507309004,41.431927064186176
low,5.0,2031,1885.0,-0.0819204213482438,41.42733883791102
low,5.0,2032,1885.0,-0.08567694330179262,41.423582315957475
low,5.0,2033,1885.0,-0.08875252334977561,41.42050673590949
low,5.0,2023,1890.0,-0.0,41.5
low,5.0,2024,1890.0,-0.14257110525333788,41.35742889474666
low,5.0,2025,1890.0,-0.2592984536245634,41.24070154637543
low,5.0,2026,1890.0,-0.35486672346133274,41.145133276538665
low,5.0,2027,1890.0,-0.43311140499515083,41.06688859500485
low,5.0,2028,1890.0,-0.49717273203168044,41.00282726796832
low,5.0,2029,1890.0,-0.5496217105594732,40.95037828944053
low,5.0,2030,1890.0,-0.592563302247704,40.907436697752296
low,5.0,2031,1890.0,-0.6277209039489764,40.872279096051024
low,5.0,2032,1890.0,-0.6565055136662747,40.843494486333725
low,5.0,2033,1890.0,-0.6800723588571743,40.819927641142826
low,5.0,2023,1895.0,-0.0,41.5
low,5.0,2024,1895.0,-0.279028151127147,41.22097184887285
low,5.0,2025,1895.0,-0.5074770794294329,40.992522920570565
low,5.0,2026,1895.0,-0.6945152425382213,40.80548475746178
low,5.0,2027,1895.0,-0.8476491386746022,40.652350861325395
low,5.0,2028,1895.0,-0.9730245687801067,40.526975431219896
low,5.0,2029,1895.0,-1.0756732890878622,40.42432671091214
low,5.0,2030,1895.0,-1.1597149531679223,40.34028504683208
low,5.0,2031,1895.0,-1.2285224480901165,40.27147755190988
low,5.0,2032,1895.0,-1.2848572602251738,40.21514273977483
low,5.0,2033,1895.0,-1.330980303389016,40.16901969661098
low,5.0,2023,1900.0,-0.0,41.5
low,5.0,2024,1900.0,-0.3413539860783146,41.15864601392168
low,5.0,2025,1900.0,-0.6208309921663838,40.87916900783362
low,5.0,2026,1900.0,-0.8496474118288485,40.65035258817115
low,5.0,2027,1900.0,-1.036986451415706,40.46301354858429
low,5.0,2028,1900.0,-1.1903666843775595,40.30963331562244
low,5.0,2029,1900.0,-1.315943798017694,40.18405620198231
low,5.0,2030,1900.0,-1.418757642837641,40.08124235716236
low,5.0,2031,1900.0,-1.5029344994339189,39.99706550056608
low,5.0,2032,1900.0,-1.5718526806267263,39.928147319373274
low,5.0,2033,1900.0,-1.6282781150154786,39.871721884984524
low,5.0,2023,1905.0,-0.0,41.48900067552012
low,5.0,2024,1905.0,-0.3188659650628763,41.17013471045724
low,5.0,2025,1905.0,-0.5799313367697423,40.90906933875038
low,5.0,2026,1905.0,-0.793673585149888,40.69532709037023
low,5.0,2027,1905.0,-0.9686709371307459,40.52032973838937
low,5.0,2028,1905.0,-1.1119466509046863,40.37705402461543
low,5.0,2029,1905.0,-1.2292508839406096,40.25974979157951
low,5.0,2030,1905.0,-1.3252914669933467,40.16370920852677
low,5.0,2031,1905.0,-1.4039228458821624,40.08507782963795
low,5.0,2032,1905.0,-1.4683007739353624,40.020699901584756
low,5.0,2033,1905.0,-1.521008963451959,39.967991712068155
low,5.0,2023,1910.0,-0.0,41.46018235253434
low,5.0,2024,1910.0,-0.2516373137515568,41.20854503878278
low,5.0,2025,1910.0,-0.4576605211418892,41.00252183139245
low,5.0,2026,1910.0,-0.6263380568801172,40.833844295654224
low,5.0,2027,1910.0,-0.7644395427424151,40.69574280979192
low,5.0,2028,1910.0,-0.8775074762636423,40.582674876270694
low,5.0,2029,1910.0,-0.9700796706244479,40.49010268190989
low,5.0,2030,1910.0,-1.0458713730275517,40.41431097950679
low,5.0,2031,1910.0,-1.107924370613107,40.352257981921234
low,5.0,2032,1910.0,-1.158729068057075,40.30145328447726
low,5.0,2033,1910.0,-1.2003244362552739,40.25985791627907
low,5.0,2023,1915.0,-0.0,41.43925559359996
low,5.0,2024,1915.0,-0.17312043557829268,41.26613515802167
low,5.0,2025,1915.0,-0.31485946017249644,41.12439613342746
low,5.0,2026,1915.0,-0.43090555851904744,41.00835003508091
low,5.0,2027,1915.0,-0.5259160680100808,40.913339525589876
low,5.0,2028,1915.0,-0.6037040939959972,40.835551499603966
low,5.0,2029,1915.0,-0.6673915430918961,40.771864050508064
low,5.0,2030,1915.0,-0.7195344162517973,40.71972117734816
low,5.0,2031,1915.0,-0.7622253900616527,40.67703020353831
low,5.0,2032,1915.0,-0.797177803198628,40.64207779040133
low,5.0,2033,1915.0,-0.8257944187281565,40.6134611748718
low,5.0,2023,1920.0,-0.0,41.423032546285256
low,5.0,2024,1920.0,-0.07710162329023446,41.345930922995024
low,5.0,2025,1920.0,-0.14022709339018294,41.282805452895076
low,5.0,2026,1920.0,-0.19190985706351538,41.23112268922174
low,5.0,2027,1920.0,-0.23422412508693427,41.188808421198324
low,5.0,2028,1920.0,-0.26886811761169155,41.15416442867357
low,5.0,2029,1920.0,-0.297232219701114,41.12580032658414
low,5.0,2030,1920.0,-0.3204547823651677,41.10257776392009
low,5.0,2031,1920.0,-0.339467808583509,41.08356473770175
low,5.0,2032,1920.0,-0.35503435785754295,41.067998188427715
low,5.0,2033,1920.0,-0.36777917046749825,41.055253375817756
low,5.0,2023,1925.0,-0.0,41.383644762335045
low,5.0,2024,1925.0,-0.023369331523311936,41.36027543081173
low,5.0,2025,1925.0,-0.042502521920322126,41.341142240414726
low,5.0,2026,1925.0,-0.0581674533028507,41.325477309032195
low,5.0,2027,1925.0,-0.07099281437058323,41.31265194796446
low,5.0,2028,1925.0,-0.08149333189606492,41.30215143043898
low,5.0,2029,1925.0,-0.09009042851741107,41.29355433381763
low,5.0,2030,1925.0,-0.09712913590849,41.28651562642656
low,5.0,2031,1925.0,-0.10289194211148361,41.28075282022356
low,5.0,2032,1925.0,-0.10761012877390301,41.27603463356114
low,5.0,2033,1925.0,-0.11147305329318814,41.27217170904186
low,5.0,2023,1930.0,-0.0,41.123250764839916
low,5.0,2024,1930.0,-0.012350835659964494,41.11089992917995
low,5.0,2025,1930.0,-0.02246284464098961,41.100787920198925
low,5.0,2026,1930.0,-0.03074185736915562,41.09250890747076
low,5.0,2027,1930.0,-0.03752013969482918,41.08573062514509
low,5.0,2028,1930.0,-0.043069727887903066,41.08018103695201
low,5.0,2029,1930.0,-0.04761334640849112,41.07563741843143
low,5.0,2030,1930.0,-0.05133334662155126,41.07191741821836
low,5.0,2031,1930.0,-0.05437902519744023,41.068871739642475
low,5.0,2032,1930.0,-0.05687261591151128,41.06637814892841
low,5.0,2033,1930.0,-0.058914195314710927,41.0643365695252
low,5.0,2023,1935.0,-0.0,40.800000000000004
low,5.0,2024,1935.0,-0.02929345331476291,40.77070654668524
low,5.0,2025,1935.0,-0.053276904407413436,40.74672309559259
low,5.0,2026,1935.0,-0.07291289338190815,40.72708710661809
low,5.0,2027,1935.0,-0.08898948142242717,40.711010518577574
low,5.0,2028,1935.0,-0.10215187845576577,40.69784812154424
low,5.0,2029,1935.0,-0.11292833769118248,40.687071662308824
low,5.0,2030,1935.0,-0.12175135627650939,40.67824864372349
low,5.0,2031,1935.0,-0.12897503292729512,40.67102496707271
low,5.0,2032,1935.0,-0.13488927915158475,40.66511072084842
low,5.0,2033,1935.0,-0.139731454416686,40.66026854558332
low,5.0,2023,1940.0,-0.0,40.550389846764496
low,5.0,2024,1940.0,-0.0025813909025322415,40.54780845586196
low,5.0,2025,1940.0,-0.004694855020151114,40.54569499174435
low,5.0,2026,1940.0,-0.006425213088772506,40.54396463367572
low,5.0,2027,1940.0,-0.007841910453389462,40.54254793631111
low,5.0,2028,1940.0,-0.009001804153605892,40.54138804261089
low,5.0,2029,1940.0,-0.009951444796274498,40.540438401968224
low,5.0,2030,1940.0,-0.010728944794800025,40.5396609019697
low,5.0,2031,1940.0,-0.01136550795411096,40.539024338810385
low,5.0,2032,1940.0,-0.011886681788915299,40.53850316497558
low,5.0,2033,1940.0,-0.012313382835169197,40.53807646392933
low,5.0,2023,1945.0,0.0,40.33431950215053
low,5.0,2024,1945.0,0.013858025543315208,40.34817752769384
low,5.0,2025,1945.0,0.02520401723256757,40.359523519383096
low,5.0,2026,1945.0,0.03449332955272568,40.36881283170325
low,5.0,2027,1945.0,0.042098775224185314,40.37641827737471
low,5.0,2028,1945.0,0.04832558748627313,40.3826450896368
low,5.0,2029,1945.0,0.053423670178887495,40.387743172329415
low,5.0,2030,1945.0,0.057597627261065494,40.391917129411596
low,5.0,2031,1945.0,0.061014974286272255,40.3953344764368
low,5.0,2032,1945.0,0.06381286138974858,40.39813236354028
low,5.0,2033,1945.0,0.06610357760500493,40.400423079755534
low,5.0,2023,1950.0,0.0,40.18783526435339
low,5.0,2024,1950.0,0.05013214914164984,40.23796741349504
low,5.0,2025,1950.0,0.09117688136181049,40.2790121457152
low,5.0,2026,1950.0,0.12478146588230672,40.312616730235696
low,5.0,2027,1950.0,0.15229457267364532,40.340129837027035
low,5.0,2028,1950.0,0.1748203993164329,40.36265566366982
low,5.0,2029,1950.0,0.1932629863273864,40.38109825068077
low,5.0,2030,1950.0,0.20836249947957064,40.39619776383296
low,5.0,2031,1950.0,0.22072493525376932,40.40856019960716
low,5.0,2032,1950.0,0.23084644160505716,40.41868170595845
low,5.0,2033,1950.0,0.23913323012233062,40.426968494475716
low,5.0,2023,1955.0,0.0,40.07270266460046
low,5.0,2024,1955.0,0.04778683925703243,40.1204895038575
low,5.0,2025,1955.0,0.08691139414915904,40.159614058749625
low,5.0,2026,1955.0,0.11894387043983069,40.19164653504029
low,5.0,2027,1955.0,0.14516984387624493,40.21787250847671
low,5.0,2028,1955.0,0.16664185485804348,40.239344519458506
low,5.0,2029,1955.0,0.1842216505792701,40.25692431517973
low,5.0,2030,1955.0,0.19861476996906707,40.27131743456953
low,5.0,2031,1955.0,0.21039885944621686,40.28310152404668
low,5.0,2032,1955.0,0.220046855898182,40.292749520498646
low,5.0,2033,1955.0,0.2279459672989931,40.300648631899456
low,5.0,2023,1960.0,0.0,39.945397244673764
low,5.0,2024,1960.0,0.044988999965042915,39.990386244638806
low,5.0,2025,1960.0,0.08182287778664778,40.02722012246041
low,5.0,2026,1960.0,0.1119799063143127,40.057377150988074
low,5.0,2027,1960.0,0.13667039299136202,40.082067637665126
low,5.0,2028,1960.0,0.15688525374232445,40.10228249841609
low,5.0,2029,1960.0,0.17343578190832645,40.11883302658209
low,5.0,2030,1960.0,0.1869862082975157,40.13238345297128
low,5.0,2031,1960.0,0.19808035909966432,40.14347760377343
low,5.0,2032,1960.0,0.20716348154066813,40.15256072621443
low,5.0,2033,1960.0,0.21460011321709072,40.15999735789085
low,5.0,2023,1965.0,0.0,39.80133779511371
low,5.0,2024,1965.0,0.03923941380186305,39.840577208915576
low,5.0,2025,1965.0,0.07136592861420091,39.87270372372791
low,5.0,2026,1965.0,0.09766889428027724,39.899006689393985
low,5.0,2027,1965.0,0.11920394116824823,39.92054173628196
low,5.0,2028,1965.0,0.13683534632440636,39.938173141438114
low,5.0,2029,1965.0,0.1512707199457307,39.95260851505944
low,5.0,2030,1965.0,0.16308940426167964,39.96442719937539
low,5.0,2031,1965.0,0.17276572457206743,39.97410351968578
low,5.0,2032,1965.0,0.180688025586815,39.98202582070053
low,5.0,2033,1965.0,0.18717425706272972,39.98851205217644
low,5.0,2023,1970.0,0.0,39.67837178364891
low,5.0,2024,1970.0,0.06745832736527196,39.745830111014186
low,5.0,2025,1970.0,0.12268853453042208,39.80106031817934
low,5.0,2026,1970.0,0.1679072036353984,39.846278987284315
low,5.0,2027,1970.0,0.20492911864489977,39.88330090229381
low,5.0,2028,1970.0,0.23524009900101783,39.91361188264993
low,5.0,2029,1970.0,0.26005663077451424,39.93842841442343
low,5.0,2030,1970.0,0.28037468852221276,39.95874647217113
low,5.0,2031,1970.0,0.2970097072430678,39.975381490891984
low,5.0,2032,1970.0,0.31062930864785976,39.989001092296775
low,5.0,2033,1970.0,0.321780095162627,40.00015187881154
low,5.0,2023,1975.0,0.0,39.57846070072168
low,5.0,2024,1975.0,0.12508476478751118,39.70354546550919
low,5.0,2025,1975.0,0.22749550846057237,39.80595620918225
low,5.0,2026,1975.0,0.31134233375129394,39.88980303447297
low,5.0,2027,1975.0,0.3799903081647645,39.95845100888644
low,5.0,2028,1975.0,0.43619451595358316,40.01465521667526
low,5.0,2029,1975.0,0.482210629322674,40.06067133004435
low,5.0,2030,1975.0,0.5198854364750717,40.09834613719675
low,5.0,2031,1975.0,0.5507309597070219,40.1291916604287
low,5.0,2032,1975.0,0.5759851381718009,40.15444583889348
low,5.0,2033,1975.0,0.596661510724635,40.175122211446315
low,5.0,2023,1980.0,0.0,39.5
low,5.0,2024,1980.0,0.14925114896564612,39.64925114896565
low,5.0,2025,1980.0,0.2714476545560435,39.77144765455604
low,5.0,2026,1980.0,0.3714936916015674,39.871493691601565
low,5.0,2027,1980.0,0.453404458854317,39.953404458854315
low,5.0,2028,1980.0,0.5204673230123559,40.020467323012355
low,5.0,2029,1980.0,0.5753737522880333,40.07537375228803
low,5.0,2030,1980.0,0.6203273344777319,40.12032733447773
low,5.0,2031,1980.0,0.6571322146774567,40.15713221467745
low,5.0,2032,1980.0,0.6872655019603222,40.187265501960326
low,5.0,2033,1980.0,0.7119365509501379,40.211936550950135
low,5.0,2023,1985.0,0.0,39.433944954128435
low,5.0,2024,1985.0,0.17418776813103737,39.60813272225947
low,5.0,2025,1985.0,0.3168006507099344,39.75074560483837
low,5.0,2026,1985.0,0.43356220346237656,39.867507157590815
low,5.0,2027,1985.0,0.5291584774779382,39.96310343160637
low,5.0,2028,1985.0,0.6074260868941479,40.041371041022586
low,5.0,2029,1985.0,0.6715061856930946,40.10545113982153
low,5.0,2030,1985.0,0.7239705332400679,40.157915487368506
low,5.0,2031,1985.0,0.7669247080169462,40.20086966214538
low,5.0,2032,1985.0,0.802092611879863,40.2360375660083
low,5.0,2033,1985.0,0.830885656293723,40.26483061042216
low,5.0,2023,1990.0,0.0,39.4
low,5.0,2024,1990.0,0.19612831119363686,39.59612831119364
low,5.0,2025,1990.0,0.35670459111711583,39.75670459111711
low,5.0,2026,1990.0,0.4881733297053266,39.888173329705324
low,5.0,2027,1990.0,0.5958108290558649,39.99581082905586
low,5.0,2028,1990.0,0.6839369599585617,40.083936959958564
low,5.0,2029,1990.0,0.7560885334783756,40.156088533478375
low,5.0,2030,1990.0,0.8151612456020142,40.21516124560201
low,5.0,2031,1990.0,0.8635258916853598,40.26352589168536
low,5.0,2032,1990.0,0.9031235147955271,40.30312351479552
low,5.0,2033,1990.0,0.9355433065846126,40.33554330658461
low,5.0,2023,1995.0,0.0,39.4
low,5.0,2024,1995.0,0.20858952351343024,39.60858952351343
low,5.0,2025,1995.0,0.37936818118375826,39.779368181183756
low,5.0,2026,1995.0,0.5191899201878328,39.91918992018783
low,5.0,2027,1995.0,0.633666277859312,40.03366627785931
low,5.0,2028,1995.0,0.7273915923853063,40.12739159238531
low,5.0,2029,1995.0,0.8041273897296444,40.20412738972964
low,5.0,2030,1995.0,0.8669533468774139,40.266953346877415
low,5.0,2031,1995.0,0.9183908900858521,40.31839089008585
low,5.0,2032,1995.0,0.9605043885733778,40.360504388573375
low,5.0,2033,1995.0,0.9949840049048183,40.39498400490481
low,5.0,2023,2000.0,0.0,39.4
low,5.0,2024,2000.0,0.17869593316243745,39.578695933162436
low,5.0,2025,2000.0,0.3249997890924925,39.72499978909249
low,5.0,2026,2000.0,0.444783255236319,39.844783255236315
low,5.0,2027,2000.0,0.5428536626785452,39.942853662678544
low,5.0,2028,2000.0,0.6231469212183833,40.023146921218384
low,5.0,2029,2000.0,0.6888854812497902,40.08888548124979
low,5.0,2030,2000.0,0.7427076620105661,40.142707662010565
low,5.0,2031,2000.0,0.7867735365971356,40.18677353659714
low,5.0,2032,2000.0,0.8228516232824372,40.22285162328244
low,5.0,2033,2000.0,0.852389862363907,40.252389862363906
low,5.0,2023,2005.0,0.0,39.4
low,5.0,2024,2005.0,0.15500399807554902,39.55500399807555
low,5.0,2025,2005.0,0.28191053815004125,39.68191053815004
low,5.0,2026,2005.0,0.38581282527575134,39.78581282527575
low,5.0,2027,2005.0,0.4708808230607088,39.87088082306071
low,5.0,2028,2005.0,0.540528608950023,39.94052860895002
low,5.0,2029,2005.0,0.5975513931413952,39.99755139314139
low,5.0,2030,2005.0,0.6442377001850008,40.044237700185
low,5.0,2031,2005.0,0.6824612155092418,40.08246121550924
low,5.0,2032,2005.0,0.7137559829959453,40.11375598299595
low,5.0,2033,2005.0,0.7393779715477345,40.13937797154773
low,5.0,2023,2010.0,0.0,39.4
low,5.0,2024,2010.0,0.14848455624413787,39.548484556244134
low,5.0,2025,2010.0,0.27005342879835076,39.67005342879835
low,5.0,2026,2010.0,0.36958560337550267,39.7695856033755
low,5.0,2027,2010.0,0.4510756556225435,39.851075655622545
low,5.0,2028,2010.0,0.5177940674671273,39.91779406746713
low,5.0,2029,2010.0,0.5724184830408102,39.97241848304081
low,5.0,2030,2010.0,0.6171411719398965,40.0171411719399
low,5.0,2031,2010.0,0.6537570127019176,40.053757012701915
low,5.0,2032,2010.0,0.6837355275835906,40.08373552758359
low,5.0,2033,2010.0,0.7082798596488221,40.10827985964882
low,5.0,2023,2015.0,0.0,39.33
low,5.0,2024,2015.0,0.24459323025914284,39.57459323025914
low,5.0,2025,2015.0,0.44484922986698694,39.77484922986699
low,5.0,2026,2015.0,0.6088049752343012,39.9388049752343
low,5.0,2027,2015.0,0.7430405861103444,40.073040586110345
low,5.0,2028,2015.0,0.8529434088927701,40.18294340889277
low,5.0,2029,2015.0,0.9429242297548213,40.27292422975482
low,5.0,2030,2015.0,1.0165942949817837,40.346594294981784
low,5.0,2031,2015.0,1.0769102429643587,40.40691024296436
low,5.0,2032,2015.0,1.1262927644787446,40.45629276447875
low,5.0,2033,2015.0,1.1667237535071073,40.496723753507105
low,5.0,2023,2020.0,0.0,39.2
low,5.0,2024,2020.0,0.431894586916929,39.63189458691693
low,5.0,2025,2020.0,0.78549996731373,39.985499967313736
low,5.0,2026,2020.0,1.0750075666984291,40.275007566698434
low,5.0,2027,2020.0,1.3120363415644627,40.51203634156447
low,5.0,2028,2020.0,1.5060990889116816,40.706099088911685
low,5.0,2029,2020.0,1.6649842281916523,40.86498422819165
low,5.0,2030,2020.0,1.795068377927243,40.99506837792725
low,5.0,2031,2020.0,1.901572271803772,41.101572271803775
low,5.0,2032,2020.0,1.98877028504304,41.18877028504304
low,5.0,2033,2020.0,2.0601619800893296,41.260161980089336
