pre_date,post_date,distance_m,pre_bed_elevation_m,post_bed_elevation_m,elevation_change_m
2019-04-13,2019-10-15,235.0,44.75842861208701,44.541460733334304,-0.21696787875270473
2019-04-13,2019-10-15,240.0,44.769914555053546,44.55282666512489,-0.21708788992865635
2019-04-13,2019-10-15,245.0,44.77859467369252,44.5636143562818,-0.21498031741071344
2019-04-13,2019-10-15,250.0,44.78408460850698,44.57357300821,-0.21051160029698224
2019-04-13,2019-10-15,255.0,44.786,44.58245182231441,-0.2035481776855903
2019-04-13,2019-10-15,260.0,44.78449876072194,44.59,-0.19449876072193462
2019-04-13,2019-10-15,265.0,44.78039806014361,44.5965544241452,-0.18384363599841436
2019-04-13,2019-10-15,270.0,44.77430242414879,44.602663404040065,-0.1716390201087279
2019-04-13,2019-10-15,275.0,44.76681637862128,44.60839328070701,-0.158423097914266
2019-04-13,2019-10-15,280.0,44.75854444944485,44.61381039516846,-0.14473405427639108
2019-04-13,2019-10-15,285.0,44.75009116250328,44.618981088446816,-0.13111007405646546
2019-04-13,2019-10-15,290.0,44.74206104368036,44.62397170156448,-0.11808934211587996
2019-04-13,2019-10-15,295.0,44.73505861885987,44.62884857554386,-0.10621004331600403
2019-04-13,2019-10-15,300.0,44.729688413925594,44.63367805140739,-0.09601036251820716
2019-04-13,2019-10-15,305.0,44.72655495476132,44.63852647017747,-0.08802848458385171
2019-04-13,2019-10-15,310.0,44.72628131752098,44.64346017287649,-0.08282114464449108
2019-04-13,2019-10-15,315.0,44.72933219064876,44.648545500526886,-0.08078669012187589
2019-04-13,2019-10-15,320.0,44.73545768979291,44.65384879415107,-0.0816088956418426
2019-04-13,2019-10-15,325.0,44.74430899153573,44.65943639477142,-0.08487259676431336
2019-04-13,2019-10-15,330.0,44.75553727245955,44.66537464341038,-0.09016262904916772
2019-04-13,2019-10-15,335.0,44.76879370914667,44.67172988109036,-0.09706382805631364
2019-04-13,2019-10-15,340.0,44.78372947817941,44.67856844883374,-0.10516102934567328
2019-04-13,2019-10-15,345.0,44.79999575614007,44.68632900090799,-0.11366675523208158
2019-04-13,2019-10-15,350.0,44.81724371961097,44.695685744051715,-0.12155797555925574
2019-04-13,2019-10-15,355.0,44.83512454517443,44.7064339120453,-0.12869063312913198
2019-04-13,2019-10-15,360.0,44.853289409412746,44.71834349340802,-0.1349459160047246
2019-04-13,2019-10-15,365.0,44.871389488908235,44.731184476659095,-0.14020501224914028
2019-04-13,2019-10-15,370.0,44.889075960243225,44.74472685031778,-0.14434910992544303
2019-04-13,2019-10-15,375.0,44.906000000000006,44.758740602903316,-0.14725939709668978
2019-04-13,2019-10-15,380.0,44.9229418276724,44.772995722934965,-0.1499461047374382
2019-04-13,2019-10-15,385.0,44.94086130293317,44.78726219893194,-0.15359910400123056
2019-04-13,2019-10-15,390.0,44.95967906263307,44.80131001941352,-0.15836904321955103
2019-04-13,2019-10-15,395.0,44.97931574362283,44.81490917289893,-0.16440657072389797
2019-04-13,2019-10-15,400.0,44.999691982753184,44.82782964790741,-0.17186233484577684
2019-04-13,2019-10-15,405.0,45.02072841687489,44.839841432958224,-0.1808869839166647
2019-04-13,2019-10-15,410.0,45.042345682838686,44.8507145165706,-0.1916311662680883
2019-04-13,2019-10-15,415.0,45.06446441749531,44.86021888726379,-0.2042455302315176
2019-04-13,2019-10-15,420.0,45.087005257695495,44.86812453355704,-0.21888072413845805
2019-04-13,2019-10-15,425.0,45.10988884029,44.874201443969596,-0.23568739632040092
2019-04-13,2019-10-15,430.0,45.133035802129555,44.8782196070207,-0.2548161951088588
2019-04-13,2019-10-15,435.0,45.15636678006489,44.8799490112296,-0.27641776883529445
2019-04-13,2019-10-15,440.0,45.17980241094678,44.06253285110249,-1.1172695598442886
2019-04-13,2019-10-15,445.0,45.20326333162594,44.05225681064809,-1.1510065209778517
2019-04-13,2019-10-15,450.0,45.22667017895312,44.04440890485236,-1.1822612741007603
2019-04-13,2019-10-15,455.0,45.251285539777065,44.038662162588544,-1.212623377188521
2019-04-13,2019-10-15,460.0,45.281261985148994,44.03468961272991,-1.246572372419081
2019-04-13,2019-10-15,465.0,45.31418523325586,44.03216428414973,-1.2820209491061334
2019-04-13,2019-10-15,470.0,45.3469642693541,44.03075920572124,-1.3162050636328644
2019-04-13,2019-10-15,475.0,45.37650807870017,44.03014740631772,-1.3463606723824526
2019-04-13,2019-10-15,480.0,45.39972564655051,44.03000191481243,-1.3697237317380768
2019-04-13,2019-10-15,485.0,45.41352595816155,45.36681734463403,-0.04670861352752098
2019-04-13,2019-10-15,490.0,43.926,45.39301256402686,1.4670125640268594
2019-04-13,2019-10-15,495.0,43.94714190783578,45.40421878183682,1.4570768740010394
2019-04-13,2019-10-15,500.0,44.000708211323754,45.41,1.4092917886762422
2019-04-13,2019-10-15,505.0,44.0719097804349,45.41606059285805,1.3441508124231518
2019-04-13,2019-10-15,510.0,44.145957485140165,45.421729038446024,1.2757715533058587
2019-04-13,2019-10-15,515.0,44.20806219541053,45.42700549424015,1.2189432988296218
2019-04-13,2019-10-15,520.0,44.24343478121695,45.43189011771662,1.188455336499672
2019-04-13,2019-10-15,525.0,44.25254441087831,45.43638306635166,1.1838386554733518
2019-04-13,2019-10-15,530.0,44.26006155247531,45.440484497621476,1.1804229451461694
2019-04-13,2019-10-15,535.0,44.26684719255537,45.44419456900229,1.1773473764469244
2019-04-13,2019-10-15,540.0,44.272907308065655,45.447513437970336,1.1746061299046815
2019-04-13,2019-10-15,545.0,44.27824787595335,45.45044126200179,1.1721933860484413
2019-04-13,2019-10-15,550.0,44.28287487316563,45.452978198572886,1.1701033254072541
2019-04-13,2019-10-15,555.0,44.28679427664969,45.45512440515985,1.1683301285101635
2019-04-13,2019-10-15,560.0,44.29001206335268,45.45688003923887,1.1668679758861913
2019-04-13,2019-10-15,565.0,44.292534210221795,45.45824525828618,1.165711048064388
2019-04-13,2019-10-15,570.0,44.29436669420421,45.459220219778004,1.1648535255737968
2019-04-13,2019-10-15,575.0,44.29551549224709,45.45980508119054,1.164289588943447
2019-04-13,2019-10-15,580.0,44.295986581297626,45.46,1.1640134187023747
2019-04-13,2019-10-15,585.0,44.29530185222878,44.15623324203657,-0.1390686101922114
2019-04-13,2019-10-15,590.0,44.29264595206595,44.148927619912264,-0.14371833215368923
2019-04-13,2019-10-15,595.0,44.288320374516594,44.144199605268135,-0.14412076924845962
2019-04-13,2019-10-15,600.0,44.28265905505801,44.1415010774825,-0.14115797757551007
2019-04-13,2019-10-15,605.0,44.275995929167514,44.14028391593368,-0.1357120132338352
2019-04-13,2019-10-15,610.0,44.268664932322416,44.14,-0.12866493232241538
2019-04-13,2019-10-15,615.0,44.261,44.1412325,-0.1197675000000018
2019-04-13,2019-10-15,620.0,44.2533350676776,44.14476,-0.10857506767759872
2019-04-13,2019-10-15,625.0,44.2460040708325,44.150327499999996,-0.09567657083250225
2019-04-13,2019-10-15,630.0,44.23934094494199,44.157680000000006,-0.08166094494198717
2019-04-13,2019-10-15,635.0,44.23367962548342,44.1665625,-0.06711712548342064
2019-04-13,2019-10-15,640.0,44.22935404793406,44.17672,-0.05263404793405613
2019-04-13,2019-10-15,645.0,44.22669814777122,44.1878975,-0.03880064777122527
2019-04-13,2019-10-15,650.0,44.22616914962964,44.19984,-0.026329149629638948
2019-04-13,2019-10-15,655.0,44.23181632000001,44.212292500000004,-0.01952382000000341
2019-04-13,2019-10-15,660.0,44.24463149037038,44.225,-0.019631490370379368
2019-04-13,2019-10-15,665.0,44.26347688296297,44.2377075,-0.025769382962970155
2019-04-13,2019-10-15,670.0,44.28721472,44.25016,-0.03705472000000043
2019-04-13,2019-10-15,675.0,44.31470722370371,44.262102500000005,-0.05260472370370195
2019-04-13,2019-10-15,680.0,44.344816616296306,44.27328,-0.07153661629630648
2019-04-13,2019-10-15,685.0,44.37640512000001,44.2834375,-0.09296762000001024
2019-04-13,2019-10-15,690.0,44.40833495703704,44.292320000000004,-0.1160149570370379
2019-04-13,2019-10-15,695.0,44.439468349629635,44.2996725,-0.13979584962963543
2019-04-13,2019-10-15,700.0,44.46866752000001,44.305240000000005,-0.16342752000000615
2019-04-13,2019-10-15,705.0,44.49479469037038,44.3087675,-0.18602719037037474
2019-04-13,2019-10-15,710.0,44.51671208296297,44.31,-0.20671208296296584
2019-04-13,2019-10-15,715.0,44.53328192,44.3094925,-0.2237894200000028
2019-04-13,2019-10-15,720.0,44.54336642370371,44.308040000000005,-0.23532642370370382
2019-04-13,2019-10-15,725.0,44.54589388423379,44.3057475,-0.24014638423378898
2019-04-13,2019-10-15,730.0,44.54236088301282,44.30272,-0.23964088301281805
2019-04-13,2019-10-15,735.0,44.53437705463091,44.2990625,-0.23531455463091078
2019-04-13,2019-10-15,740.0,44.52269677657295,44.29488,-0.22781677657295063
2019-04-13,2019-10-15,745.0,44.50807442632387,44.2902775,-0.21779692632387082
2019-04-13,2019-10-15,750.0,44.49126438136856,44.285360000000004,-0.20590438136855482
2019-04-13,2019-10-15,755.0,44.473021019191926,44.280232500000004,-0.19278851919192164
2019-04-13,2019-10-15,760.0,44.45409871727889,44.275,-0.17909871727889026
2019-04-13,2019-10-15,765.0,44.43525185311433,44.2697675,-0.16548435311432996
2019-04-13,2019-10-15,770.0,44.41723480418317,44.26464,-0.15259480418316684
2019-04-13,2019-10-15,775.0,44.400801947970315,44.259722499999995,-0.1410794479703199
2019-04-13,2019-10-15,780.0,44.38670766196066,44.255120000000005,-0.1315876619606584
2019-04-13,2019-10-15,785.0,44.37570632363912,44.250937500000006,-0.12476882363911557
2019-04-13,2019-10-15,790.0,44.36855231049061,44.24728,-0.12127231049060327
2019-04-13,2019-10-15,795.0,44.36600000000001,44.2442525,-0.121747500000005
2019-04-13,2019-10-15,800.0,44.36646306273503,44.241960000000006,-0.1245030627350232
2019-04-13,2019-10-15,805.0,44.36779342113525,44.2405075,-0.12728592113524684
2019-04-13,2019-10-15,810.0,44.36990283049342,44.24,-0.1299028304934211
2019-04-13,2019-10-15,815.0,44.37270304610229,44.2402175,-0.1324855461022878
2019-04-13,2019-10-15,820.0,44.37610582325458,44.240840000000006,-0.1352658232545778
2019-04-13,2019-10-15,825.0,44.38002291724306,44.241822500000005,-0.13820041724305554
2019-04-13,2019-10-15,830.0,44.38436608336046,44.24312,-0.14124608336046407
2019-04-13,2019-10-15,835.0,44.38904707689952,44.244687500000005,-0.14435957689951806
2019-04-13,2019-10-15,840.0,44.393977653153,44.24648,-0.14749765315300323
2019-04-13,2019-10-15,845.0,44.399985555209675,44.248452500000006,-0.15153305520966853
2019-04-13,2019-10-15,850.0,44.4103871852268,44.25056000000001,-0.15982718522679562
2019-04-13,2019-10-15,855.0,44.42467768874289,44.2527575,-0.17192018874288806
2019-04-13,2019-10-15,860.0,44.44192253806295,44.255,-0.18692253806294445
2019-04-13,2019-10-15,865.0,44.461187205492,44.257242500000004,-0.20394470549199895
2019-04-13,2019-10-15,870.0,44.48153716333508,44.259440000000005,-0.22209716333507146
2019-04-13,2019-10-15,875.0,44.502037883897195,44.261547500000006,-0.24049038389718902
2019-04-13,2019-10-15,880.0,44.521754839483364,44.26352,-0.25823483948336445
2019-04-13,2019-10-15,885.0,44.539753502398625,44.26531250000001,-0.2744410023986177
2019-04-13,2019-10-15,890.0,44.555099344948,44.26688,-0.28821934494799706
2019-04-13,2019-10-15,895.0,44.56685783943649,44.26817750000001,-0.29868033943647987
2019-04-13,2019-10-15,900.0,44.57409445816913,44.26916000000001,-0.30493445816912157
2019-04-13,2019-10-15,905.0,44.57573750461549,44.269782500000005,-0.30595500461548397
2019-04-13,2019-10-15,910.0,44.56706374408378,44.27,-0.2970637440837791
2019-04-13,2019-10-15,915.0,44.54769044342251,44.26982167352538,-0.2778687698971325
2019-04-13,2019-10-15,920.0,44.519757510657584,44.26931412894376,-0.2504433817138221
2019-04-13,2019-10-15,925.0,44.48540485381491,44.268518518518526,-0.2168863352963868
2019-04-13,2019-10-15,930.0,44.446772380920414,44.267475994513035,-0.17929638640737977
2019-04-13,2019-10-15,935.0,44.406000000000006,44.26622770919067,-0.13977229080933284
2019-04-13,2019-10-15,940.0,44.36522761907959,44.26481481481482,-0.10041280426477073
2019-04-13,2019-10-15,945.0,44.32659514618509,44.26327846364883,-0.06331668253626077
2019-04-13,2019-10-15,950.0,44.29224248934242,44.26165980795611,-0.03058268138631348
2019-04-13,2019-10-15,955.0,44.264309556577494,44.260000000000005,-0.004309556577489104
2019-04-13,2019-10-15,960.0,44.244936255916215,44.258340192043896,0.013403936127680538
2019-04-13,2019-10-15,965.0,44.236262495384516,44.256721536351165,0.02045904096664941
2019-04-13,2019-10-15,970.0,44.656291545189504,44.255185185185184,-0.4011063600043201
2019-04-13,2019-10-15,975.0,45.73792419825073,44.25377229080932,-1.484151907441408
2019-04-13,2019-10-15,980.0,46.356,44.25252400548697,-2.1034759945130332
2019-04-13,2019-10-15,985.0,46.34733943488239,44.251481481481484,-2.095857953400909
2019-04-13,2019-10-15,990.0,46.324174823660236,44.25068587105624,-2.073488952603995
2019-04-13,2019-10-15,995.0,46.29073179252951,44.25017832647462,-2.040553466054895
2019-04-13,2019-10-15,1000.0,46.25123596768622,44.25,-2.0012359676862204
2019-04-13,2019-10-15,1005.0,46.20991297532635,44.25407527619575,-1.9558376991305977
2019-04-13,2019-10-15,1010.0,46.168958917795386,44.265816404415084,-1.9031425133803026
2019-04-13,2019-10-15,1015.0,46.1142536306817,44.28449633410611,-1.8297572965755933
2019-04-13,2019-10-15,1020.0,46.04668590348389,44.309388014716944,-1.7372978887669461
2019-04-13,2019-10-15,1025.0,45.971789438957764,44.3397643956957,-1.632025043262061
2019-04-13,2019-10-15,1030.0,45.89509793985912,44.374898426490496,-1.520199513368624
2019-04-13,2019-10-15,1035.0,45.822145108943765,44.41406305654945,-1.4080820523943132
2019-04-13,2019-10-15,1040.0,45.75846464896752,44.45653123532067,-1.3019334136468501
2019-04-13,2019-10-15,1045.0,45.7095902626862,44.501575912252264,-1.2080143504339347
2019-04-13,2019-10-15,1050.0,45.6810556528556,44.54847003679237,-1.1325856160632313
2019-04-13,2019-10-15,1055.0,45.676,44.59648655838907,-1.0795134416109349
2019-04-13,2019-10-15,1060.0,45.676,44.644898426490506,-1.0311015735094955
2019-04-13,2019-10-15,1065.0,45.676,44.692978590544776,-0.9830214094552261
2019-04-13,2019-10-15,1070.0,45.676,44.74,-0.9359999999999999
2019-04-13,2019-10-15,1075.0,45.676,44.791852784058946,-0.8841472159410557
2019-04-13,2019-10-15,1080.0,45.676,44.853684630327834,-0.8223153696721681
2019-04-13,2019-10-15,1085.0,45.676,44.923654825859934,-0.7523451741400677
2019-04-13,2019-10-15,1090.0,45.676,44.999922657708574,-0.6760773422914284
2019-04-13,2019-10-15,1095.0,45.676,45.08064741292702,-0.5953525870729806
2019-04-13,2019-10-15,1100.0,45.676,45.16398837856858,-0.5120116214314194
2019-04-13,2019-10-15,1105.0,45.676212181734236,45.248104841686555,-0.42810734004768136
2019-04-13,2019-10-15,1110.0,45.677454948847675,45.331156089334215,-0.3462988595134604
2019-04-13,2019-10-15,1115.0,45.6796996471478,45.411301408564874,-0.26839823858292533
2019-04-13,2019-10-15,1120.0,45.68281995075908,45.486700086431824,-0.19611986432725814
2019-04-13,2019-10-15,1125.0,45.686689533805996,45.55551140998835,-0.13117812381764793
2019-04-13,2019-10-15,1130.0,45.69118207041302,45.61589466628776,-0.07528740412526247
2019-04-13,2019-10-15,1135.0,45.69617123470463,45.66600914238333,-0.030162092321297962
2019-04-13,2019-10-15,1140.0,45.7015307008053,45.704014125328364,0.0024834245230636043
2019-04-13,2019-10-15,1145.0,45.707255825643394,45.729010253686205,0.02175442804281147
2019-04-13,2019-10-15,1150.0,45.71701373211257,45.74658330861099,0.029569576498417405
2019-04-13,2019-10-15,1155.0,45.73179837409656,45.76504102316989,0.033242649073329744
2019-04-13,2019-10-15,1160.0,45.75055807672403,45.79308499897053,0.04252692224649479
2019-04-13,2019-10-15,1165.0,45.772241165123624,45.83896658482063,0.06672541969700774
2019-04-13,2019-10-15,1170.0,45.79579596442402,45.90143346670582,0.10563750228179458
2019-04-13,2019-10-15,1175.0,45.82017079975387,45.977701035341724,0.15753023558785628
2019-04-13,2019-10-15,1180.0,45.84431399624183,46.064984681443995,0.22067068520216537
2019-04-13,2019-10-15,1185.0,45.86717387901658,46.16049979572825,0.29332591671166597
2019-04-13,2019-10-15,1190.0,45.887698773206786,46.26146176891015,0.37376299570336613
2019-04-13,2019-10-15,1195.0,45.90483700394109,46.36508599170533,0.4602489877642384
2019-04-13,2019-10-15,1200.0,45.917536896348174,46.46858785482941,0.551050958481234
2019-04-13,2019-10-15,1205.0,45.924746775556684,46.569182748998045,0.6444359734413609
2019-04-13,2019-10-15,1210.0,45.326,46.664086064926884,1.338086064926884
2019-04-13,2019-10-15,1215.0,44.72842507746726,46.75051319333154,2.0220881158642854
2019-04-13,2019-10-15,1220.0,44.74184335551283,46.82567952492767,2.0838361694148446
2019-04-13,2019-10-15,1225.0,44.76413515552812,46.886800450430904,2.122665294902781
2019-04-13,2019-10-15,1230.0,44.79201538420877,46.93109136055689,2.139075976348124
2019-04-13,2019-10-15,1235.0,44.822198948250396,46.95576764602124,2.1335686977708477
2019-04-13,2019-10-15,1240.0,44.85140075434862,46.959801926756406,2.1084011724077882
2019-04-13,2019-10-15,1245.0,44.876335709199076,46.95762623611158,2.081290526912504
2019-04-13,2019-10-15,1250.0,44.89371871949738,46.95317871840489,2.0594599989075135
2019-04-13,2019-10-15,1255.0,44.90396172084951,46.94662049612299,2.0426587752734804
2019-04-13,2019-10-15,1260.0,44.91320934107133,46.93811269175254,2.024903350681214
2019-04-13,2019-10-15,1265.0,44.921727122151935,46.9278164277802,2.006089305628265
2019-04-13,2019-10-15,1270.0,44.92957182077344,46.91589282669263,1.9863210059191871
2019-04-13,2019-10-15,1275.0,44.93680019361793,46.902503010976474,1.9657028173585473
2019-04-13,2019-10-15,1280.0,44.94346899736748,46.887808103118395,1.9443391057509132
2019-04-13,2019-10-15,1285.0,44.94963498870425,46.87196922560505,1.9223342369008023
2019-04-13,2019-10-15,1290.0,44.955354924310285,46.855147500923096,1.8997925766128105
2019-04-13,2019-10-15,1295.0,44.9606855608677,46.83750405155919,1.876818490691491
2019-04-13,2019-10-15,1300.0,44.965683655058605,46.8192,1.8535163449413972
2019-04-13,2019-10-15,1305.0,44.9704059635651,46.80039646873217,1.8299905051670677
2019-04-13,2019-10-15,1310.0,44.974909243069256,46.781254580242354,1.8063453371730986
2019-04-13,2019-10-15,1315.0,44.979250250253216,46.761935457017216,1.7826852067640004
2019-04-13,2019-10-15,1320.0,44.98348574179905,46.74260022154342,1.759114479744369
2019-04-13,2019-10-15,1325.0,44.98760675276285,46.72340999630761,1.7358032435447583
2019-04-13,2019-10-15,1330.0,44.991080029773336,46.70452590379645,1.7134458740231153
2019-04-13,2019-10-15,1335.0,44.993866007143694,46.6861090664966,1.6922430593529043
2019-04-13,2019-10-15,1340.0,44.99607628335352,46.6683206068947,1.672244323541186
2019-04-13,2019-10-15,1345.0,44.99782245688242,46.65132164747743,1.6534991905950136
2019-04-13,2019-10-15,1350.0,44.99921612620994,46.635273310731435,1.6360571845214977
2019-04-13,2019-10-15,1355.0,45.00036888981568,46.62033671914337,1.6199678293276847
2019-04-13,2019-10-15,1360.0,45.00139234617924,46.606672995199894,1.6052806490206564
2019-04-13,2019-10-15,1365.0,45.00239809378019,46.59444326138767,1.5920451676074805
2019-04-13,2019-10-15,1370.0,45.0034977310981,46.58380864019335,1.580310909095246
2019-04-13,2019-10-15,1375.0,45.004802856612585,46.574930254103585,1.5701273974909995
2019-04-13,2019-10-15,1380.0,45.00642506880319,46.567969225605054,1.5615441568018653
2019-04-13,2019-10-15,1385.0,45.00847596614955,46.56308667718439,1.5546107110348402
2019-04-13,2019-10-15,1390.0,45.01106714713119,46.560443731328256,1.5493765841970628
2019-04-13,2019-10-15,1395.0,45.01431021022774,46.97481481481481,1.9605046045870722
2019-04-13,2019-10-15,1400.0,45.01831675391877,48.11188323917138,3.093566485252609
2019-04-13,2019-10-15,1405.0,45.02319837668385,48.15222222222222,3.12902384553837
2019-04-13,2019-10-15,1410.0,45.029066677002575,48.22673015724922,3.1976634802466464
2019-04-13,2019-10-15,1415.0,45.03603325335454,48.21416928478274,3.1781360314282026
2019-04-13,2019-10-15,1420.0,45.04420970421932,48.19344272968264,3.1492330254633174
2019-04-13,2019-10-15,1425.0,45.276,48.165889128446224,2.889889128446221
2019-04-13,2019-10-15,1430.0,45.27679390548532,48.13284711757082,2.8560532120854987
2019-04-13,2019-10-15,1435.0,45.279346961663954,48.09565533355374,2.8163083718897823
2019-04-13,2019-10-15,1440.0,45.28391617811991,48.055652412892286,2.7717362347723764
2019-04-13,2019-10-15,1445.0,45.2907585644372,48.01417699208379,2.7234184276465925
2019-04-13,2019-10-15,1450.0,45.300131130199844,47.972567707625565,2.672436577425721
2019-04-13,2019-10-15,1455.0,45.312290884991846,47.93216319601492,2.619872311023073
2019-04-13,2019-10-15,1460.0,45.32749483839723,47.894302093749175,2.5668072553519465
2019-04-13,2019-10-15,1465.0,45.346000000000004,47.86032303732565,2.5143230373256458
2019-04-13,2019-10-15,1470.0,45.834954368697666,47.83156466324165,1.9966102945439843
2019-04-13,2019-10-15,1475.0,46.7281922247979,47.8093656079945,1.0811733831965995
2019-04-13,2019-10-15,1480.0,47.226000000000006,47.79506450808151,0.5690645080815031
2019-04-13,2019-10-15,1485.0,47.246,47.79,0.5439999999999969
2019-04-13,2019-10-15,1490.0,48.32594807454021,47.91827988338193,-0.40766819115827957
2019-04-13,2019-10-15,1495.0,48.32554847437019,47.62739115189982,-0.6981573224703652
2019-04-13,2019-10-15,1500.0,48.324590425012495,46.936084513154746,-1.3885059118577487
2019-04-13,2019-10-15,1505.0,48.32288108760211,46.22281088883574,-2.1000701987663746
2019-04-13,2019-10-15,1510.0,48.320227623273986,45.513470494896644,-2.806757128377342
2019-04-13,2019-10-15,1515.0,48.3164371931631,44.91848794270411,-3.3979492504589857
2019-04-13,2019-10-15,1520.0,48.3113169584044,44.548287843624756,-3.7630291147796413
2019-04-13,2019-10-15,1525.0,48.30467408013287,44.757407407407406,-3.5472666727254634
2019-04-13,2019-10-15,1530.0,48.29631571948345,45.54998880422907,-2.7463269152543788
2019-04-13,2019-10-15,1535.0,48.28604903759113,45.549560920528634,-2.7364881170624926
2019-04-13,2019-10-15,1540.0,48.273681195590854,45.5484030985022,-2.7252780970886548
2019-04-13,2019-10-15,1545.0,48.25901935461761,45.54636520599119,-2.71265414862642
2019-04-13,2019-10-15,1550.0,48.24187067580633,45.543297110837,-2.6985735649693297
2019-04-13,2019-10-15,1555.0,48.22204232029201,45.52245066079295,-2.699591659499063
2019-04-13,2019-10-15,1560.0,48.199341449209605,45.15031189427313,-3.0490295549364745
2019-04-13,2019-10-15,1565.0,48.17357522369407,44.94187355324074,-3.231701670453333
2019-04-13,2019-10-15,1570.0,48.14455080488038,44.997812499999995,-3.1467383048803867
2019-04-13,2019-10-15,1575.0,48.11207535390349,45.10192853009259,-3.0101468238108993
2019-04-13,2019-10-15,1580.0,48.075956031898386,45.21407407407408,-2.861881957824309
2019-04-13,2019-10-15,1585.0,48.036,45.2941015625,-2.741898437499998
2019-04-13,2019-10-15,1590.0,46.66805288953974,45.20036348458853,-1.4676894049512086
2019-04-13,2019-10-15,1595.0,46.105822811432404,44.35312681370557,-1.752695997726832
2019-04-13,2019-10-15,1600.0,45.82894520674786,43.61204629170749,-2.2168989150403675
