method,date,elapsed_days,distance_m,bed_elevation_m
pchip,2024-02-26,365,2010.0,39.21791892784092
pchip,2024-02-26,365,2015.0,39.05403400162981
pchip,2024-02-26,365,2020.0,38.76994517473641
pchip,2024-02-26,365,2025.0,38.358885239091556
pchip,2024-02-26,365,2030.0,37.89866393821081
pchip,2024-02-26,365,2035.0,37.431585713845315
pchip,2024-02-26,365,2040.0,37.12070092417175
pchip,2024-02-26,365,2045.0,37.11360873665135
pchip,2024-02-26,365,2050.0,37.25478341217611
pchip,2025-02-26,731,1820.0,40.300496457664366
pchip,2025-02-26,731,1825.0,40.10592598746162
pchip,2025-02-26,731,1830.0,39.98581257577651
pchip,2025-02-26,731,1835.0,39.970072986848464
pchip,2025-02-26,731,1840.0,40.08936836597295
pchip,2025-02-26,731,1845.0,40.20114841346571
pchip,2025-02-26,731,1850.0,40.307422507974884
pchip,2025-02-26,731,1855.0,40.401803176919955
pchip,2025-02-26,731,1860.0,40.41235222392732
pchip,2025-02-26,731,1865.0,40.37907403677056
pchip,2025-02-26,731,1870.0,40.362004965793645
pchip,2025-02-26,731,1875.0,40.37272244803119
pchip,2025-02-26,731,1880.0,40.4602872389606
pchip,2025-02-26,731,1885.0,40.59880645047012
pchip,2025-02-26,731,1890.0,40.73480953021013
pchip,2025-02-26,731,1895.0,40.94344158929709
pchip,2025-02-26,731,1900.0,41.13659678285566
pchip,2025-02-26,731,1905.0,41.18613815197962
pchip,2025-02-26,731,1910.0,41.21340548150133
pchip,2025-02-26,731,1915.0,41.239935241419374
pchip,2025-02-26,731,1920.0,41.24318534671132
pchip,2025-02-26,731,1925.0,41.21282805146992
pchip,2025-02-26,731,1930.0,40.9522468492344
pchip,2025-02-26,731,1935.0,40.60206502630608
pchip,2025-02-26,731,1940.0,40.33638275062685
pchip,2025-02-26,731,1945.0,40.124840294303006
pchip,2025-02-26,731,1950.0,39.99235755817174
pchip,2025-02-26,731,1955.0,40.013968509689704
pchip,2025-02-26,731,1960.0,40.05005395438438
pchip,2025-02-26,731,1965.0,39.941234694185084
pchip,2025-02-26,731,1970.0,39.815944425972866
pchip,2025-02-26,731,1975.0,39.71571906790348
pchip,2025-02-26,731,1980.0,39.624616009857384
pchip,2025-02-26,731,1985.0,39.52256306223452
pchip,2025-02-26,731,1990.0,39.439866448448775
pchip,2025-02-26,731,1995.0,39.38650343481869
pchip,2025-02-26,731,2000.0,39.3136720661557
pchip,2025-02-26,731,2005.0,39.19247217321134
pchip,2025-02-26,731,2010.0,39.03533900342935
pchip,2025-02-26,731,2015.0,38.77731193203121
pchip,2025-02-26,731,2020.0,38.338712117074834
pchip,2025-02-26,731,2025.0,37.65079664540348
pchip,2025-02-26,731,2030.0,36.894584489950965
pchip,2025-02-26,731,2035.0,36.22610002651852
pchip,2025-02-26,731,2040.0,35.87607891949909
pchip,2025-02-26,731,2045.0,35.92396708627982
pchip,2025-02-26,731,2050.0,36.20670321726228
pchip,2026-02-26,1096,1820.0,39.43095275954064
pchip,2026-02-26,1096,1825.0,39.205730130587796
pchip,2026-02-26,1096,1830.0,39.07994474091305
pchip,2026-02-26,1096,1835.0,39.09381711461718
pchip,2026-02-26,1096,1840.0,39.29008339981365
pchip,2026-02-26,1096,1845.0,39.466243276380766
pchip,2026-02-26,1096,1850.0,39.6322147719221
pchip,2026-02-26,1096,1855.0,39.78240904327077
pchip,2026-02-26,1096,1860.0,39.80866662114934
pchip,2026-02-26,1096,1865.0,39.769446161833834
pchip,2026-02-26,1096,1870.0,39.75425664730028
pchip,2026-02-26,1096,1875.0,39.78072795673805
pchip,2026-02-26,1096,1880.0,39.92358793796282
pchip,2026-02-26,1096,1885.0,40.1442027908148
pchip,2026-02-26,1096,1890.0,40.35273768140944
pchip,2026-02-26,1096,1895.0,40.66554306685309
pchip,2026-02-26,1096,1900.0,40.955143740095494
pchip,2026-02-26,1096,1905.0,41.034914046518224
pchip,2026-02-26,1096,1910.0,41.090185840014264
pchip,2026-02-26,1096,1915.0,41.140411399359294
pchip,2026-02-26,1096,1920.0,41.153384761424746
pchip,2026-02-26,1096,1925.0,41.127536533732886
pchip,2026-02-26,1096,1930.0,40.86686185717419
pchip,2026-02-26,1096,1935.0,40.503232925898025
pchip,2026-02-26,1096,1940.0,40.22952558224076
pchip,2026-02-26,1096,1945.0,40.02024397301115
pchip,2026-02-26,1096,1950.0,39.8947524107623
pchip,2026-02-26,1096,1955.0,39.98464160607489
pchip,2026-02-26,1096,1960.0,40.102310724622924
pchip,2026-02-26,1096,1965.0,40.01108745500732
pchip,2026-02-26,1096,1970.0,39.884636648200285
pchip,2026-02-26,1096,1975.0,39.784254367522294
pchip,2026-02-26,1096,1980.0,39.68683877811723
pchip,2026-02-26,1096,1985.0,39.56681150198653
pchip,2026-02-26,1096,1990.0,39.45977240424057
pchip,2026-02-26,1096,1995.0,39.379764383804776
pchip,2026-02-26,1096,2000.0,39.27056714706792
pchip,2026-02-26,1096,2005.0,39.088850207714955
pchip,2026-02-26,1096,2010.0,38.85325793127027
pchip,2026-02-26,1096,2015.0,38.50134593366103
pchip,2026-02-26,1096,2020.0,37.908657291811245
pchip,2026-02-26,1096,2025.0,36.94464272000417
pchip,2026-02-26,1096,2030.0,35.89324842816177
pchip,2026-02-26,1096,2035.0,35.02390801593306
pchip,2026-02-26,1096,2040.0,34.634857521396576
pchip,2026-02-26,1096,2045.0,34.73757582293116
pchip,2026-02-26,1096,2050.0,35.16148662943838
pchip,2027-02-26,1461,1820.0,38.5614090614169
pchip,2027-02-26,1461,1825.0,38.30553427371398
pchip,2027-02-26,1461,1830.0,38.17407690604959
pchip,2027-02-26,1461,1835.0,38.217561242385905
pchip,2027-02-26,1461,1840.0,38.490798433654355
pchip,2027-02-26,1461,1845.0,38.731338139295815
pchip,2027-02-26,1461,1850.0,38.95700703586931
pchip,2027-02-26,1461,1855.0,39.16301490962158
pchip,2027-02-26,1461,1860.0,39.20498101837136
pchip,2027-02-26,1461,1865.0,39.15981828689711
pchip,2027-02-26,1461,1870.0,39.14650832880691
pchip,2027-02-26,1461,1875.0,39.18873346544491
pchip,2027-02-26,1461,1880.0,39.38688863696504
pchip,2027-02-26,1461,1885.0,39.68959913115949
pchip,2027-02-26,1461,1890.0,39.970665832608745
pchip,2027-02-26,1461,1895.0,40.38764454440909
pchip,2027-02-26,1461,1900.0,40.773690697335326
pchip,2027-02-26,1461,1905.0,40.88368994105682
pchip,2027-02-26,1461,1910.0,40.9669661985272
pchip,2027-02-26,1461,1915.0,41.04088755729922
pchip,2027-02-26,1461,1920.0,41.063584176138164
pchip,2027-02-26,1461,1925.0,41.04224501599586
pchip,2027-02-26,1461,1930.0,40.78147686511398
pchip,2027-02-26,1461,1935.0,40.40440082548998
pchip,2027-02-26,1461,1940.0,40.12266841385466
pchip,2027-02-26,1461,1945.0,39.9156476517193
pchip,2027-02-26,1461,1950.0,39.797147263352855
pchip,2027-02-26,1461,1955.0,39.95531470246008
pchip,2027-02-26,1461,1960.0,40.154567494861475
pchip,2027-02-26,1461,1965.0,40.08094021582955
pchip,2027-02-26,1461,1970.0,39.953328870427704
pchip,2027-02-26,1461,1975.0,39.85278966714111
pchip,2027-02-26,1461,1980.0,39.749061546377064
pchip,2027-02-26,1461,1985.0,39.61105994173854
pchip,2027-02-26,1461,1990.0,39.479678360032366
pchip,2027-02-26,1461,1995.0,39.37302533279085
pchip,2027-02-26,1461,2000.0,39.22746222798014
pchip,2027-02-26,1461,2005.0,38.98522824221857
pchip,2027-02-26,1461,2010.0,38.6711768591112
pchip,2027-02-26,1461,2015.0,38.22537993529084
pchip,2027-02-26,1461,2020.0,37.47860246654765
pchip,2027-02-26,1461,2025.0,36.23848879460486
pchip,2027-02-26,1461,2030.0,34.89191236637258
pchip,2027-02-26,1461,2035.0,33.8217160053476
pchip,2027-02-26,1461,2040.0,33.39363612329406
pchip,2027-02-26,1461,2045.0,33.55118455958251
pchip,2027-02-26,1461,2050.0,34.116270041614484
pchip,2028-02-26,1826,1820.0,37.69186536329317
pchip,2028-02-26,1826,1825.0,37.405338416840166
pchip,2028-02-26,1826,1830.0,37.268209071186135
pchip,2028-02-26,1826,1835.0,37.34130537015462
pchip,2028-02-26,1826,1840.0,37.691513467495064
pchip,2028-02-26,1826,1845.0,37.99643300221087
pchip,2028-02-26,1826,1850.0,38.28179929981653
pchip,2028-02-26,1826,1855.0,38.54362077597239
pchip,2028-02-26,1826,1860.0,38.601295415593384
pchip,2028-02-26,1826,1865.0,38.550190411960386
pchip,2028-02-26,1826,1870.0,38.53876001031354
pchip,2028-02-26,1826,1875.0,38.596738974151776
pchip,2028-02-26,1826,1880.0,38.85018933596726
pchip,2028-02-26,1826,1885.0,39.23499547150417
pchip,2028-02-26,1826,1890.0,39.58859398380806
pchip,2028-02-26,1826,1895.0,40.109746021965094
pchip,2028-02-26,1826,1900.0,40.59223765457516
pchip,2028-02-26,1826,1905.0,40.73246583559543
pchip,2028-02-26,1826,1910.0,40.843746557040134
pchip,2028-02-26,1826,1915.0,40.94136371523915
pchip,2028-02-26,1826,1920.0,40.97378359085159
pchip,2028-02-26,1826,1925.0,40.95695349825883
pchip,2028-02-26,1826,1930.0,40.696091873053774
pchip,2028-02-26,1826,1935.0,40.30556872508193
pchip,2028-02-26,1826,1940.0,40.01581124546856
pchip,2028-02-26,1826,1945.0,39.81105133042744
pchip,2028-02-26,1826,1950.0,39.699542115943416
pchip,2028-02-26,1826,1955.0,39.92598779884526
pchip,2028-02-26,1826,1960.0,40.20682426510002
pchip,2028-02-26,1826,1965.0,40.15079297665178
pchip,2028-02-26,1826,1970.0,40.02202109265512
pchip,2028-02-26,1826,1975.0,39.92132496675993
pchip,2028-02-26,1826,1980.0,39.81128431463691
pchip,2028-02-26,1826,1985.0,39.65530838149055
pchip,2028-02-26,1826,1990.0,39.499584315824166
pchip,2028-02-26,1826,1995.0,39.36628628177694
pchip,2028-02-26,1826,2000.0,39.18435730889236
pchip,2028-02-26,1826,2005.0,38.881606276722174
pchip,2028-02-26,1826,2010.0,38.48909578695212
pchip,2028-02-26,1826,2015.0,37.94941393692066
pchip,2028-02-26,1826,2020.0,37.04854764128406
pchip,2028-02-26,1826,2025.0,35.53233486920555
pchip,2028-02-26,1826,2030.0,33.89057630458339
pchip,2028-02-26,1826,2035.0,32.61952399476213
pchip,2028-02-26,1826,2040.0,32.15241472519155
pchip,2028-02-26,1826,2045.0,32.364793296233856
pchip,2028-02-26,1826,2050.0,33.07105345379058
pchip,2029-02-26,2192,1820.0,36.81993935366773
pchip,2029-02-26,2192,1825.0,36.50267626994752
pchip,2029-02-26,2192,1830.0,36.359859406638115
pchip,2029-02-26,2192,1835.0,36.46264879690353
pchip,2029-02-26,2192,1840.0,36.89003867951067
pchip,2029-02-26,2192,1845.0,37.25951442639418
pchip,2029-02-26,2192,1850.0,37.604741679555374
pchip,2029-02-26,2192,1855.0,37.92252967209403
pchip,2029-02-26,2192,1860.0,37.99595587965711
pchip,2029-02-26,2192,1865.0,37.938892323667666
pchip,2029-02-26,2192,1870.0,37.92934662793389
pchip,2029-02-26,2192,1875.0,38.003122580142765
pchip,2029-02-26,2192,1880.0,38.31201962592564
pchip,2029-02-26,2192,1885.0,38.779146322370345
pchip,2029-02-26,2192,1890.0,39.20547536281887
pchip,2029-02-26,2192,1895.0,39.83108613370619
pchip,2029-02-26,2192,1900.0,40.41028748019099
pchip,2029-02-26,2192,1905.0,40.580827417516325
pchip,2029-02-26,2192,1910.0,40.7201893274942
pchip,2029-02-26,2192,1915.0,40.841567205118636
pchip,2029-02-26,2192,1920.0,40.88373697656423
pchip,2029-02-26,2192,1925.0,40.871428305130735
pchip,2029-02-26,2192,1930.0,40.61047294950847
pchip,2029-02-26,2192,1935.0,40.206465851796054
pchip,2029-02-26,2192,1940.0,39.90866131771702
pchip,2029-02-26,2192,1945.0,39.70616844387177
pchip,2029-02-26,2192,1950.0,39.601669557171206
pchip,2029-02-26,2192,1955.0,39.89658054754931
pchip,2029-02-26,2192,1960.0,40.25922420457209
pchip,2029-02-26,2192,1965.0,40.220837114900924
pchip,2029-02-26,2192,1970.0,40.09090151275166
pchip,2029-02-26,2192,1975.0,39.99004803432291
pchip,2029-02-26,2192,1980.0,39.87367755623445
pchip,2029-02-26,2192,1985.0,39.69967804984462
pchip,2029-02-26,2192,1990.0,39.51954480848114
pchip,2029-02-26,2192,1995.0,39.359528767609554
pchip,2029-02-26,2192,2000.0,39.14113429413584
pchip,2029-02-26,2192,2005.0,38.777700415429905
pchip,2029-02-26,2192,2010.0,38.30651586254055
pchip,2029-02-26,2192,2015.0,37.67269186732206
pchip,2029-02-26,2192,2020.0,36.61731458362248
pchip,2029-02-26,2192,2025.0,34.824246275517474
pchip,2029-02-26,2192,2030.0,32.88649685632355
pchip,2029-02-26,2192,2035.0,31.41403830743534
pchip,2029-02-26,2192,2040.0,30.907792720518884
pchip,2029-02-26,2192,2045.0,31.175151645862325
pchip,2029-02-26,2192,2050.0,32.02297325887676
pchip,2030-02-26,2557,1820.0,35.950395655544
pchip,2030-02-26,2557,1825.0,35.60248041307371
pchip,2030-02-26,2557,1830.0,35.45399157177466
pchip,2030-02-26,2557,1835.0,35.58639292467225
pchip,2030-02-26,2557,1840.0,36.090753713351376
pchip,2030-02-26,2557,1845.0,36.52460928930924
pchip,2030-02-26,2557,1850.0,36.92953394350259
pchip,2030-02-26,2557,1855.0,37.30313553844484
pchip,2030-02-26,2557,1860.0,37.39227027687913
pchip,2030-02-26,2557,1865.0,37.329264448730946
pchip,2030-02-26,2557,1870.0,37.321598309440525
pchip,2030-02-26,2557,1875.0,37.41112808884963
pchip,2030-02-26,2557,1880.0,37.77532032492786
pchip,2030-02-26,2557,1885.0,38.324542662715025
pchip,2030-02-26,2557,1890.0,38.82340351401818
pchip,2030-02-26,2557,1895.0,39.55318761126219
pchip,2030-02-26,2557,1900.0,40.22883443743081
pchip,2030-02-26,2557,1905.0,40.42960331205493
pchip,2030-02-26,2557,1910.0,40.59696968600713
pchip,2030-02-26,2557,1915.0,40.742043363058556
pchip,2030-02-26,2557,1920.0,40.793936391277654
pchip,2030-02-26,2557,1925.0,40.7861367873937
pchip,2030-02-26,2557,1930.0,40.52508795744826
pchip,2030-02-26,2557,1935.0,40.107633751388
pchip,2030-02-26,2557,1940.0,39.80180414933092
pchip,2030-02-26,2557,1945.0,39.60157212257992
pchip,2030-02-26,2557,1950.0,39.50406440976177
pchip,2030-02-26,2557,1955.0,39.867253643934504
pchip,2030-02-26,2557,1960.0,40.311480974810635
pchip,2030-02-26,2557,1965.0,40.29068987572315
pchip,2030-02-26,2557,1970.0,40.159593734979076
pchip,2030-02-26,2557,1975.0,40.058583333941726
pchip,2030-02-26,2557,1980.0,39.93590032449429
pchip,2030-02-26,2557,1985.0,39.74392648959663
pchip,2030-02-26,2557,1990.0,39.539450764272935
pchip,2030-02-26,2557,1995.0,39.35278971659563
pchip,2030-02-26,2557,2000.0,39.09802937504806
pchip,2030-02-26,2557,2005.0,38.67407844993352
pchip,2030-02-26,2557,2010.0,38.12443479038147
pchip,2030-02-26,2557,2015.0,37.39672586895187
pchip,2030-02-26,2557,2020.0,36.18725975835889
pchip,2030-02-26,2557,2025.0,34.11809235011816
pchip,2030-02-26,2557,2030.0,31.885160794534354
pchip,2030-02-26,2557,2035.0,30.211846296849878
pchip,2030-02-26,2557,2040.0,29.666571322416367
pchip,2030-02-26,2557,2045.0,29.988760382513668
pchip,2030-02-26,2557,2050.0,30.977756671052862
pchip,2031-02-26,2922,1820.0,35.080851957420265
pchip,2031-02-26,2922,1825.0,34.70228455619989
pchip,2031-02-26,2922,1830.0,34.5481237369112
pchip,2031-02-26,2922,1835.0,34.71013705244097
pchip,2031-02-26,2922,1840.0,35.29146874719208
pchip,2031-02-26,2922,1845.0,35.78970415222429
pchip,2031-02-26,2922,1850.0,36.25432620744981
pchip,2031-02-26,2922,1855.0,36.683741404795654
pchip,2031-02-26,2922,1860.0,36.78858467410115
pchip,2031-02-26,2922,1865.0,36.71963657379422
pchip,2031-02-26,2922,1870.0,36.71384999094715
pchip,2031-02-26,2922,1875.0,36.81913359755649
pchip,2031-02-26,2922,1880.0,37.23862102393008
pchip,2031-02-26,2922,1885.0,37.869939003059706
pchip,2031-02-26,2922,1890.0,38.44133166521749
pchip,2031-02-26,2922,1895.0,39.27528908881819
pchip,2031-02-26,2922,1900.0,40.047381394670644
pchip,2031-02-26,2922,1905.0,40.27837920659353
pchip,2031-02-26,2922,1910.0,40.47375004452006
pchip,2031-02-26,2922,1915.0,40.64251952099848
pchip,2031-02-26,2922,1920.0,40.70413580599108
pchip,2031-02-26,2922,1925.0,40.70084526965667
pchip,2031-02-26,2922,1930.0,40.43970296538805
pchip,2031-02-26,2922,1935.0,40.008801650979954
pchip,2031-02-26,2922,1940.0,39.69494698094482
pchip,2031-02-26,2922,1945.0,39.49697580128806
pchip,2031-02-26,2922,1950.0,39.40645926235233
pchip,2031-02-26,2922,1955.0,39.83792674031969
pchip,2031-02-26,2922,1960.0,40.36373774504918
pchip,2031-02-26,2922,1965.0,40.36054263654539
pchip,2031-02-26,2922,1970.0,40.228285957206495
pchip,2031-02-26,2922,1975.0,40.12711863356055
pchip,2031-02-26,2922,1980.0,39.998123092754135
pchip,2031-02-26,2922,1985.0,39.78817492934864
pchip,2031-02-26,2922,1990.0,39.559356720064734
pchip,2031-02-26,2922,1995.0,39.346050665581714
pchip,2031-02-26,2922,2000.0,39.054924455960276
pchip,2031-02-26,2922,2005.0,38.57045648443713
pchip,2031-02-26,2922,2010.0,37.94235371822239
pchip,2031-02-26,2922,2015.0,37.12075987058168
pchip,2031-02-26,2922,2020.0,35.757204933095295
pchip,2031-02-26,2922,2025.0,33.41193842471885
pchip,2031-02-26,2922,2030.0,30.883824732745165
pchip,2031-02-26,2922,2035.0,29.009654286264414
pchip,2031-02-26,2922,2040.0,28.425349924313853
pchip,2031-02-26,2922,2045.0,28.802369119165014
pchip,2031-02-26,2922,2050.0,29.932540083228965
pchip,2032-02-26,3287,1820.0,34.21130825929653
pchip,2032-02-26,3287,1825.0,33.80208869932608
pchip,2032-02-26,3287,1830.0,33.642255902047744
pchip,2032-02-26,3287,1835.0,33.833881180209694
pchip,2032-02-26,3287,1840.0,34.49218378103278
pchip,2032-02-26,3287,1845.0,35.054799015139345
pchip,2032-02-26,3287,1850.0,35.57911847139702
pchip,2032-02-26,3287,1855.0,36.06434727114646
pchip,2032-02-26,3287,1860.0,36.18489907132317
pchip,2032-02-26,3287,1865.0,36.11000869885749
pchip,2032-02-26,3287,1870.0,36.10610167245379
pchip,2032-02-26,3287,1875.0,36.22713910626335
pchip,2032-02-26,3287,1880.0,36.7019217229323
pchip,2032-02-26,3287,1885.0,37.41533534340439
pchip,2032-02-26,3287,1890.0,38.059259816416805
pchip,2032-02-26,3287,1895.0,38.99739056637419
pchip,2032-02-26,3287,1900.0,39.865928351910476
pchip,2032-02-26,3287,1905.0,40.12715510113213
pchip,2032-02-26,3287,1910.0,40.35053040303299
pchip,2032-02-26,3287,1915.0,40.54299567893841
pchip,2032-02-26,3287,1920.0,40.614335220704504
pchip,2032-02-26,3287,1925.0,40.615553751919634
pchip,2032-02-26,3287,1930.0,40.35431797332784
pchip,2032-02-26,3287,1935.0,39.90996955057191
pchip,2032-02-26,3287,1940.0,39.58808981255873
pchip,2032-02-26,3287,1945.0,39.3923794799962
pchip,2032-02-26,3287,1950.0,39.30885411494288
pchip,2032-02-26,3287,1955.0,39.80859983670487
pchip,2032-02-26,3287,1960.0,40.41599451528772
pchip,2032-02-26,3287,1965.0,40.43039539736762
pchip,2032-02-26,3287,1970.0,40.296978179433914
pchip,2032-02-26,3287,1975.0,40.195653933179365
pchip,2032-02-26,3287,1980.0,40.06034586101398
pchip,2032-02-26,3287,1985.0,39.83242336910065
pchip,2032-02-26,3287,1990.0,39.57926267585653
pchip,2032-02-26,3287,1995.0,39.33931161456779
pchip,2032-02-26,3287,2000.0,39.011819536872494
pchip,2032-02-26,3287,2005.0,38.46683451894074
pchip,2032-02-26,3287,2010.0,37.760272646063314
pchip,2032-02-26,3287,2015.0,36.8447938722115
pchip,2032-02-26,3287,2020.0,35.327150107831706
pchip,2032-02-26,3287,2025.0,32.705784499319535
pchip,2032-02-26,3287,2030.0,29.882488670955972
pchip,2032-02-26,3287,2035.0,27.80746227567895
pchip,2032-02-26,3287,2040.0,27.18412852621134
pchip,2032-02-26,3287,2045.0,27.61597785581636
pchip,2032-02-26,3287,2050.0,28.887323495405063
pchip,2033-02-26,3653,1820.0,33.33938224967109
pchip,2033-02-26,3653,1825.0,32.899426552433425
pchip,2033-02-26,3653,1830.0,32.73390623749973
pchip,2033-02-26,3653,1835.0,32.9552246069586
pchip,2033-02-26,3653,1840.0,33.69070899304839
pchip,2033-02-26,3653,1845.0,34.31788043932266
pchip,2033-02-26,3653,1850.0,34.90206085113587
pchip,2033-02-26,3653,1855.0,35.443256167268096
pchip,2033-02-26,3653,1860.0,35.5795595353869
pchip,2033-02-26,3653,1865.0,35.49871061056478
pchip,2033-02-26,3653,1870.0,35.49668829007413
pchip,2033-02-26,3653,1875.0,35.63352271225434
pchip,2033-02-26,3653,1880.0,36.16375201289068
pchip,2033-02-26,3653,1885.0,36.95948619427057
pchip,2033-02-26,3653,1890.0,37.67614119542762
pchip,2033-02-26,3653,1895.0,38.71873067811528
pchip,2033-02-26,3653,1900.0,39.683978177526306
pchip,2033-02-26,3653,1905.0,39.97551668305303
pchip,2033-02-26,3653,1910.0,40.22697317348705
pchip,2033-02-26,3653,1915.0,40.4431991688179
pchip,2033-02-26,3653,1920.0,40.524288606417144
pchip,2033-02-26,3653,1925.0,40.53002855879154
pchip,2033-02-26,3653,1930.0,40.26869904978253
pchip,2033-02-26,3653,1935.0,39.81086667728603
pchip,2033-02-26,3653,1940.0,39.480939884807185
pchip,2033-02-26,3653,1945.0,39.28749659344054
pchip,2033-02-26,3653,1950.0,39.21098155617068
pchip,2033-02-26,3653,1955.0,39.77919258540893
pchip,2033-02-26,3653,1960.0,40.468394454759796
pchip,2033-02-26,3653,1965.0,40.50043953561676
pchip,2033-02-26,3653,1970.0,40.365858599530455
pchip,2033-02-26,3653,1975.0,40.26437700074234
pchip,2033-02-26,3653,1980.0,40.12273910261152
pchip,2033-02-26,3653,1985.0,39.876793037454725
pchip,2033-02-26,3653,1990.0,39.59922316851351
pchip,2033-02-26,3653,1995.0,39.33255410040041
pchip,2033-02-26,3653,2000.0,38.96859652211598
pchip,2033-02-26,3653,2005.0,38.362928657648474
pchip,2033-02-26,3653,2010.0,37.577692721651744
pchip,2033-02-26,3653,2015.0,36.5680718026129
pchip,2033-02-26,3653,2020.0,34.89591705017013
pchip,2033-02-26,3653,2025.0,31.99769590563146
pchip,2033-02-26,3653,2030.0,28.878409222696128
pchip,2033-02-26,3653,2035.0,26.60197658835216
pchip,2033-02-26,3653,2040.0,25.939506521538675
pchip,2033-02-26,3653,2045.0,26.426336205444834
pchip,2033-02-26,3653,2050.0,27.83924330049124
linear,2023-02-26,0,1820.0,42.06
linear,2023-02-26,0,1825.0,41.96
linear,2023-02-26,0,1830.0,41.86
linear,2023-02-26,0,1835.0,41.760000000000005
linear,2023-02-26,0,1840.0,41.693333333333335
linear,2023-02-26,0,1845.0,41.67666666666667
linear,2023-02-26,0,1850.0,41.66
linear,2023-02-26,0,1855.0,41.641666666666666
