scheme,date,change_type,edge,origin,dest,volume_before,volume_after,capacity,is_new_opened_line
flow_heuristic_balanced,2023-01-03,close_line,DC45->DC9,DC45,DC9,5870.0,0.0,20473.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC46->DC9,DC46,DC9,16523.0,0.0,37361.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC47->DC9,DC47,DC9,4983.0,0.0,65326.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC48->DC9,DC48,DC9,72.0,0.0,62978.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC50->DC9,DC50,DC9,19.0,0.0,21217.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC51->DC9,DC51,DC9,13613.0,0.0,261337.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC58->DC9,DC58,DC9,593.0,0.0,37288.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC7->DC9,DC7,DC9,2557.0,0.0,7759.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC9->DC14,DC9,DC14,31896.0,0.0,30711.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC9->DC3,DC9,DC3,14586.0,0.0,31880.0,False
flow_heuristic_balanced,2023-01-03,close_line,DC9->DC5,DC9,DC5,13590.0,0.0,21997.0,False
flow_heuristic_balanced,2023-01-03,open_line,DC14->DC73,DC14,DC73,0.0,212788.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC15->DC27,DC15,DC27,0.0,21802.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC25->DC20,DC25,DC20,0.0,46513.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC26->DC42,DC26,DC42,0.0,14084.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC41->DC16,DC41,DC16,0.0,24173.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC42->DC54,DC42,DC54,0.0,16.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC43->DC25,DC43,DC25,0.0,7014.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC44->DC69,DC44,DC69,0.0,2654.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC45->DC46,DC45,DC46,0.0,5870.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC46->DC20,DC46,DC20,0.0,16523.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC47->DC18,DC47,DC18,0.0,4983.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC48->DC60,DC48,DC60,0.0,72.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC50->DC20,DC50,DC20,0.0,19.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC51->DC25,DC51,DC25,0.0,13613.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC58->DC72,DC58,DC72,0.0,593.0,505833.0,True
flow_heuristic_balanced,2023-01-03,open_line,DC7->DC69,DC7,DC69,0.0,2557.0,505833.0,True
flow_heuristic_balanced,2023-01-04,close_line,DC14->DC9,DC14,DC9,107453.0,0.0,439995.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC15->DC9,DC15,DC9,10895.0,0.0,80194.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC25->DC9,DC25,DC9,5311.0,0.0,126037.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC26->DC9,DC26,DC9,15219.0,0.0,27912.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC41->DC9,DC41,DC9,5551.0,0.0,29520.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC42->DC9,DC42,DC9,4002.0,0.0,15464.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC43->DC9,DC43,DC9,8318.0,0.0,27588.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC44->DC9,DC44,DC9,19460.0,0.0,124459.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC45->DC9,DC45,DC9,11886.0,0.0,20473.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC46->DC9,DC46,DC9,14835.0,0.0,37361.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC47->DC9,DC47,DC9,12322.0,0.0,65326.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC48->DC9,DC48,DC9,2036.0,0.0,62978.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC50->DC9,DC50,DC9,1381.0,0.0,21217.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC51->DC9,DC51,DC9,37260.0,0.0,261337.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC58->DC9,DC58,DC9,11.0,0.0,37288.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC7->DC9,DC7,DC9,1852.0,0.0,7759.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC9->DC14,DC9,DC14,29580.0,0.0,30711.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC9->DC3,DC9,DC3,23067.0,0.0,31880.0,False
flow_heuristic_balanced,2023-01-04,close_line,DC9->DC5,DC9,DC5,11327.0,0.0,21997.0,False
flow_heuristic_balanced,2023-01-04,open_line,DC14->DC47,DC14,DC47,0.0,107453.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC15->DC60,DC15,DC60,0.0,10895.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC25->DC53,DC25,DC53,0.0,5311.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC26->DC41,DC26,DC41,0.0,15219.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC29->DC14,DC29,DC14,0.0,1158.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC41->DC30,DC41,DC30,0.0,5551.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC42->DC16,DC42,DC16,0.0,4002.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC43->DC60,DC43,DC60,0.0,8318.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC44->DC28,DC44,DC28,0.0,19460.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC45->DC71,DC45,DC71,0.0,11886.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC46->DC47,DC46,DC47,0.0,14835.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC47->DC27,DC47,DC27,0.0,12322.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC48->DC72,DC48,DC72,0.0,2036.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC50->DC47,DC50,DC47,0.0,1381.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC51->DC48,DC51,DC48,0.0,37260.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC58->DC60,DC58,DC60,0.0,11.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC65->DC3,DC65,DC3,0.0,23067.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC7->DC69,DC7,DC69,0.0,1852.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC79->DC14,DC79,DC14,0.0,2.0,505833.0,True
flow_heuristic_balanced,2023-01-04,open_line,DC81->DC14,DC81,DC14,0.0,18035.0,505833.0,True
flow_heuristic_balanced,2023-01-05,close_line,DC14->DC9,DC14,DC9,177512.0,0.0,439995.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC15->DC9,DC15,DC9,32912.0,0.0,80194.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC25->DC9,DC25,DC9,111.0,0.0,126037.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC26->DC9,DC26,DC9,13172.0,0.0,27912.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC41->DC9,DC41,DC9,8016.0,0.0,29520.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC42->DC9,DC42,DC9,1551.0,0.0,15464.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC43->DC9,DC43,DC9,3667.0,0.0,27588.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC44->DC9,DC44,DC9,31213.0,0.0,124459.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC45->DC9,DC45,DC9,5043.0,0.0,20473.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC46->DC9,DC46,DC9,18135.0,0.0,37361.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC47->DC9,DC47,DC9,7611.0,0.0,65326.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC48->DC9,DC48,DC9,18431.0,0.0,62978.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC50->DC9,DC50,DC9,3177.0,0.0,21217.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC51->DC9,DC51,DC9,20622.0,0.0,261337.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC58->DC9,DC58,DC9,23.0,0.0,37288.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC7->DC9,DC7,DC9,2986.0,0.0,7759.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC9->DC14,DC9,DC14,17664.0,0.0,30711.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC9->DC3,DC9,DC3,24093.0,0.0,31880.0,False
flow_heuristic_balanced,2023-01-05,close_line,DC9->DC5,DC9,DC5,13018.0,0.0,21997.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC14->DC9,DC14,DC9,79500.0,0.0,439995.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC15->DC9,DC15,DC9,16894.0,0.0,80194.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC25->DC9,DC25,DC9,82.0,0.0,126037.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC26->DC9,DC26,DC9,11403.0,0.0,27912.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC41->DC9,DC41,DC9,7446.0,0.0,29520.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC42->DC9,DC42,DC9,3802.0,0.0,15464.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC43->DC9,DC43,DC9,3002.0,0.0,27588.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC44->DC9,DC44,DC9,22453.0,0.0,124459.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC45->DC9,DC45,DC9,4649.0,0.0,20473.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC46->DC9,DC46,DC9,10013.0,0.0,37361.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC47->DC9,DC47,DC9,15028.0,0.0,65326.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC48->DC9,DC48,DC9,7847.0,0.0,62978.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC50->DC9,DC50,DC9,4644.0,0.0,21217.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC51->DC9,DC51,DC9,74935.0,0.0,261337.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC58->DC9,DC58,DC9,27.0,0.0,37288.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC7->DC9,DC7,DC9,3140.0,0.0,7759.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC9->DC14,DC9,DC14,14307.0,0.0,30711.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC9->DC3,DC9,DC3,26191.0,0.0,31880.0,False
flow_heuristic_balanced,2023-01-06,close_line,DC9->DC5,DC9,DC5,13124.0,0.0,21997.0,False
flow_heuristic_balanced,2023-01-06,open_line,DC14->DC47,DC14,DC47,0.0,79500.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC15->DC26,DC15,DC26,0.0,16894.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC25->DC20,DC25,DC20,0.0,82.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC26->DC41,DC26,DC41,0.0,11403.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC41->DC46,DC41,DC46,0.0,7446.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC42->DC11,DC42,DC11,0.0,3802.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC43->DC50,DC43,DC50,0.0,3002.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC44->DC25,DC44,DC25,0.0,22453.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC45->DC44,DC45,DC44,0.0,4649.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC46->DC45,DC46,DC45,0.0,10013.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC47->DC30,DC47,DC30,0.0,15028.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC48->DC42,DC48,DC42,0.0,7847.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC50->DC20,DC50,DC20,0.0,4644.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC51->DC43,DC51,DC43,0.0,72259.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC51->DC48,DC51,DC48,0.0,2676.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC58->DC72,DC58,DC72,0.0,27.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC64->DC3,DC64,DC3,0.0,26191.0,505833.0,True
flow_heuristic_balanced,2023-01-06,open_line,DC7->DC46,DC7,DC46,0.0,3140.0,505833.0,True
flow_heuristic_balanced,2023-01-07,close_line,DC14->DC9,DC14,DC9,265164.0,0.0,439995.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC15->DC9,DC15,DC9,13309.0,0.0,80194.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC25->DC9,DC25,DC9,149.0,0.0,126037.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC26->DC9,DC26,DC9,9623.0,0.0,27912.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC41->DC9,DC41,DC9,17218.0,0.0,29520.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC42->DC9,DC42,DC9,5235.0,0.0,15464.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC43->DC9,DC43,DC9,3771.0,0.0,27588.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC44->DC9,DC44,DC9,34159.0,0.0,124459.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC45->DC9,DC45,DC9,4008.0,0.0,20473.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC46->DC9,DC46,DC9,12687.0,0.0,37361.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC47->DC9,DC47,DC9,31871.0,0.0,65326.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC48->DC9,DC48,DC9,8852.0,0.0,62978.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC50->DC9,DC50,DC9,3914.0,0.0,21217.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC51->DC9,DC51,DC9,25704.0,0.0,261337.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC58->DC9,DC58,DC9,44.0,0.0,37288.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC7->DC9,DC7,DC9,3490.0,0.0,7759.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC9->DC14,DC9,DC14,15518.0,0.0,30711.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC9->DC3,DC9,DC3,11981.0,0.0,31880.0,False
flow_heuristic_balanced,2023-01-07,close_line,DC9->DC5,DC9,DC5,15383.0,0.0,21997.0,False
flow_heuristic_balanced,2023-01-07,open_line,DC14->DC26,DC14,DC26,0.0,24410.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC14->DC69,DC14,DC69,0.0,47450.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC14->DC73,DC14,DC73,0.0,193304.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC15->DC51,DC15,DC51,0.0,13309.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC25->DC41,DC25,DC41,0.0,149.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC26->DC15,DC26,DC15,0.0,9623.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC41->DC16,DC41,DC16,0.0,17218.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC42->DC50,DC42,DC50,0.0,5235.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC43->DC41,DC43,DC41,0.0,3771.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC44->DC20,DC44,DC20,0.0,34159.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC45->DC41,DC45,DC41,0.0,4008.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC46->DC18,DC46,DC18,0.0,12687.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC47->DC58,DC47,DC58,0.0,31871.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC48->DC16,DC48,DC16,0.0,8852.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC50->DC58,DC50,DC58,0.0,3914.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC51->DC20,DC51,DC20,0.0,25704.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC58->DC42,DC58,DC42,0.0,44.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC7->DC11,DC7,DC11,0.0,3490.0,505833.0,True
flow_heuristic_balanced,2023-01-07,open_line,DC75->DC14,DC75,DC14,0.0,2.0,505833.0,True
flow_heuristic_balanced,2023-01-08,close_line,DC14->DC9,DC14,DC9,221090.0,0.0,439995.0,False
flow_heuristic_balanced,2023-01-08,close_line,DC15->DC9,DC15,DC9,20290.0,0.0,80194.0,False
flow_heuristic_balanced,2023-01-08,close_line,DC25->DC9,DC25,DC9,120.0,0.0,126037.0,False
flow_heuristic_balanced,2023-01-08,close_line,DC26->DC9,DC26,DC9,18046.0,0.0,27912.0,False
flow_heuristic_balanced,2023-01-08,close_line,DC41->DC9,DC41,DC9,17095.0,0.0,29520.0,False
flow_heuristic_balanced,2023-01-08,close_line,DC42->DC9,DC42,DC9,9702.0,0.0,15464.0,False
