scheme,date,change_type,edge,origin,dest,volume_before,volume_after,capacity,is_new_opened_line
min_changed_plus_2,2023-01-03,close_line,DC43->DC9,DC43,DC9,7014,0,27588,False
min_changed_plus_2,2023-01-03,close_line,DC44->DC9,DC44,DC9,2654,0,124459,False
min_changed_plus_2,2023-01-03,close_line,DC45->DC9,DC45,DC9,5870,0,20473,False
min_changed_plus_2,2023-01-03,close_line,DC46->DC9,DC46,DC9,16523,0,37361,False
min_changed_plus_2,2023-01-03,close_line,DC47->DC9,DC47,DC9,4983,0,65326,False
min_changed_plus_2,2023-01-03,close_line,DC48->DC9,DC48,DC9,72,0,62978,False
min_changed_plus_2,2023-01-03,close_line,DC50->DC9,DC50,DC9,19,0,21217,False
min_changed_plus_2,2023-01-03,close_line,DC51->DC9,DC51,DC9,13613,0,261337,False
min_changed_plus_2,2023-01-03,close_line,DC58->DC9,DC58,DC9,593,0,37288,False
min_changed_plus_2,2023-01-03,close_line,DC7->DC9,DC7,DC9,2557,0,7759,False
min_changed_plus_2,2023-01-03,close_line,DC9->DC14,DC9,DC14,31896,0,30711,False
min_changed_plus_2,2023-01-03,close_line,DC9->DC3,DC9,DC3,14586,0,31880,False
min_changed_plus_2,2023-01-03,close_line,DC9->DC5,DC9,DC5,13590,0,21997,False
min_changed_plus_2,2023-01-03,open_line,DC15->DC17,DC15,DC17,0,21802,505833,True
min_changed_plus_2,2023-01-03,open_line,DC26->DC19,DC26,DC19,0,14084,505833,True
min_changed_plus_2,2023-01-03,open_line,DC41->DC17,DC41,DC17,0,24173,505833,True
min_changed_plus_2,2023-01-03,open_line,DC42->DC19,DC42,DC19,0,16,505833,True
min_changed_plus_2,2023-01-03,open_line,DC45->DC22,DC45,DC22,0,5870,505833,True
min_changed_plus_2,2023-01-03,open_line,DC48->DC22,DC48,DC22,0,72,505833,True
min_changed_plus_2,2023-01-03,open_line,DC51->DC19,DC51,DC19,0,13613,505833,True
min_changed_plus_2,2023-01-04,close_line,DC14->DC9,DC14,DC9,107453,0,439995,False
min_changed_plus_2,2023-01-04,close_line,DC15->DC9,DC15,DC9,10895,0,80194,False
min_changed_plus_2,2023-01-04,close_line,DC25->DC9,DC25,DC9,5311,0,126037,False
min_changed_plus_2,2023-01-04,close_line,DC26->DC9,DC26,DC9,15219,0,27912,False
min_changed_plus_2,2023-01-04,close_line,DC41->DC9,DC41,DC9,5551,0,29520,False
min_changed_plus_2,2023-01-04,close_line,DC42->DC9,DC42,DC9,4002,0,15464,False
min_changed_plus_2,2023-01-04,close_line,DC43->DC9,DC43,DC9,8318,0,27588,False
min_changed_plus_2,2023-01-04,close_line,DC44->DC9,DC44,DC9,19460,0,124459,False
min_changed_plus_2,2023-01-04,close_line,DC45->DC9,DC45,DC9,11886,0,20473,False
min_changed_plus_2,2023-01-04,close_line,DC46->DC9,DC46,DC9,14835,0,37361,False
min_changed_plus_2,2023-01-04,close_line,DC47->DC9,DC47,DC9,12322,0,65326,False
min_changed_plus_2,2023-01-04,close_line,DC48->DC9,DC48,DC9,2036,0,62978,False
min_changed_plus_2,2023-01-04,close_line,DC50->DC9,DC50,DC9,1381,0,21217,False
min_changed_plus_2,2023-01-04,close_line,DC51->DC9,DC51,DC9,37260,0,261337,False
min_changed_plus_2,2023-01-04,close_line,DC58->DC9,DC58,DC9,11,0,37288,False
min_changed_plus_2,2023-01-04,close_line,DC7->DC9,DC7,DC9,1852,0,7759,False
min_changed_plus_2,2023-01-04,close_line,DC9->DC14,DC9,DC14,29580,0,30711,False
min_changed_plus_2,2023-01-04,close_line,DC9->DC3,DC9,DC3,23067,0,31880,False
min_changed_plus_2,2023-01-04,close_line,DC9->DC5,DC9,DC5,11327,0,21997,False
min_changed_plus_2,2023-01-04,open_line,DC15->DC17,DC15,DC17,0,10895,505833,True
min_changed_plus_2,2023-01-04,open_line,DC26->DC19,DC26,DC19,0,15219,505833,True
min_changed_plus_2,2023-01-04,open_line,DC42->DC19,DC42,DC19,0,4002,505833,True
min_changed_plus_2,2023-01-04,open_line,DC45->DC22,DC45,DC22,0,11886,505833,True
min_changed_plus_2,2023-01-04,open_line,DC47->DC22,DC47,DC22,0,12322,505833,True
min_changed_plus_2,2023-01-04,open_line,DC48->DC22,DC48,DC22,0,2036,505833,True
min_changed_plus_2,2023-01-04,open_line,DC64->DC3,DC64,DC3,0,23067,505833,True
min_changed_plus_2,2023-01-05,close_line,DC14->DC9,DC14,DC9,177512,0,439995,False
min_changed_plus_2,2023-01-05,close_line,DC15->DC9,DC15,DC9,32912,0,80194,False
min_changed_plus_2,2023-01-05,close_line,DC25->DC9,DC25,DC9,111,0,126037,False
min_changed_plus_2,2023-01-05,close_line,DC26->DC9,DC26,DC9,13172,0,27912,False
min_changed_plus_2,2023-01-05,close_line,DC41->DC9,DC41,DC9,8016,0,29520,False
min_changed_plus_2,2023-01-05,close_line,DC42->DC9,DC42,DC9,1551,0,15464,False
min_changed_plus_2,2023-01-05,close_line,DC43->DC9,DC43,DC9,3667,0,27588,False
min_changed_plus_2,2023-01-05,close_line,DC44->DC9,DC44,DC9,31213,0,124459,False
min_changed_plus_2,2023-01-05,close_line,DC45->DC9,DC45,DC9,5043,0,20473,False
min_changed_plus_2,2023-01-05,close_line,DC46->DC9,DC46,DC9,18135,0,37361,False
min_changed_plus_2,2023-01-05,close_line,DC47->DC9,DC47,DC9,7611,0,65326,False
min_changed_plus_2,2023-01-05,close_line,DC48->DC9,DC48,DC9,18431,0,62978,False
min_changed_plus_2,2023-01-05,close_line,DC50->DC9,DC50,DC9,3177,0,21217,False
min_changed_plus_2,2023-01-05,close_line,DC51->DC9,DC51,DC9,20622,0,261337,False
min_changed_plus_2,2023-01-05,close_line,DC58->DC9,DC58,DC9,23,0,37288,False
min_changed_plus_2,2023-01-05,close_line,DC7->DC9,DC7,DC9,2986,0,7759,False
min_changed_plus_2,2023-01-05,close_line,DC9->DC14,DC9,DC14,17664,0,30711,False
min_changed_plus_2,2023-01-05,close_line,DC9->DC3,DC9,DC3,24093,0,31880,False
min_changed_plus_2,2023-01-05,close_line,DC9->DC5,DC9,DC5,13018,0,21997,False
min_changed_plus_2,2023-01-05,open_line,DC15->DC19,DC15,DC19,0,32912,505833,True
min_changed_plus_2,2023-01-05,open_line,DC26->DC19,DC26,DC19,0,13172,505833,True
min_changed_plus_2,2023-01-05,open_line,DC41->DC22,DC41,DC22,0,8016,505833,True
min_changed_plus_2,2023-01-05,open_line,DC42->DC71,DC42,DC71,0,1551,505833,True
min_changed_plus_2,2023-01-05,open_line,DC43->DC22,DC43,DC22,0,3667,505833,True
min_changed_plus_2,2023-01-05,open_line,DC44->DC19,DC44,DC19,0,31213,505833,True
min_changed_plus_2,2023-01-05,open_line,DC45->DC22,DC45,DC22,0,5043,505833,True
min_changed_plus_2,2023-01-05,open_line,DC46->DC36,DC46,DC36,0,18135,505833,True
min_changed_plus_2,2023-01-05,open_line,DC47->DC22,DC47,DC22,0,7611,505833,True
min_changed_plus_2,2023-01-05,open_line,DC48->DC22,DC48,DC22,0,18431,505833,True
min_changed_plus_2,2023-01-05,open_line,DC50->DC17,DC50,DC17,0,3177,505833,True
min_changed_plus_2,2023-01-06,close_line,DC14->DC9,DC14,DC9,79500,0,439995,False
min_changed_plus_2,2023-01-06,close_line,DC15->DC9,DC15,DC9,16894,0,80194,False
min_changed_plus_2,2023-01-06,close_line,DC25->DC9,DC25,DC9,82,0,126037,False
min_changed_plus_2,2023-01-06,close_line,DC26->DC9,DC26,DC9,11403,0,27912,False
min_changed_plus_2,2023-01-06,close_line,DC41->DC9,DC41,DC9,7446,0,29520,False
min_changed_plus_2,2023-01-06,close_line,DC42->DC9,DC42,DC9,3802,0,15464,False
min_changed_plus_2,2023-01-06,close_line,DC43->DC9,DC43,DC9,3002,0,27588,False
min_changed_plus_2,2023-01-06,close_line,DC44->DC9,DC44,DC9,22453,0,124459,False
min_changed_plus_2,2023-01-06,close_line,DC45->DC9,DC45,DC9,4649,0,20473,False
min_changed_plus_2,2023-01-06,close_line,DC46->DC9,DC46,DC9,10013,0,37361,False
min_changed_plus_2,2023-01-06,close_line,DC47->DC9,DC47,DC9,15028,0,65326,False
min_changed_plus_2,2023-01-06,close_line,DC48->DC9,DC48,DC9,7847,0,62978,False
min_changed_plus_2,2023-01-06,close_line,DC50->DC9,DC50,DC9,4644,0,21217,False
min_changed_plus_2,2023-01-06,close_line,DC51->DC9,DC51,DC9,74935,0,261337,False
min_changed_plus_2,2023-01-06,close_line,DC58->DC9,DC58,DC9,27,0,37288,False
min_changed_plus_2,2023-01-06,close_line,DC7->DC9,DC7,DC9,3140,0,7759,False
min_changed_plus_2,2023-01-06,close_line,DC9->DC14,DC9,DC14,14307,0,30711,False
min_changed_plus_2,2023-01-06,close_line,DC9->DC3,DC9,DC3,26191,0,31880,False
min_changed_plus_2,2023-01-06,close_line,DC9->DC5,DC9,DC5,13124,0,21997,False
min_changed_plus_2,2023-01-06,open_line,DC15->DC17,DC15,DC17,0,16894,505833,True
min_changed_plus_2,2023-01-06,open_line,DC26->DC36,DC26,DC36,0,11403,505833,True
min_changed_plus_2,2023-01-06,open_line,DC41->DC17,DC41,DC17,0,7446,505833,True
min_changed_plus_2,2023-01-06,open_line,DC42->DC17,DC42,DC17,0,3802,505833,True
min_changed_plus_2,2023-01-06,open_line,DC45->DC22,DC45,DC22,0,4649,505833,True
min_changed_plus_2,2023-01-06,open_line,DC47->DC22,DC47,DC22,0,15028,505833,True
min_changed_plus_2,2023-01-06,open_line,DC48->DC22,DC48,DC22,0,7847,505833,True
min_changed_plus_2,2023-01-06,open_line,DC50->DC17,DC50,DC17,0,4644,505833,True
min_changed_plus_2,2023-01-06,open_line,DC64->DC3,DC64,DC3,0,26191,505833,True
min_changed_plus_2,2023-01-07,close_line,DC14->DC9,DC14,DC9,265164,0,439995,False
min_changed_plus_2,2023-01-07,close_line,DC15->DC9,DC15,DC9,13309,0,80194,False
min_changed_plus_2,2023-01-07,close_line,DC25->DC9,DC25,DC9,149,0,126037,False
min_changed_plus_2,2023-01-07,close_line,DC26->DC9,DC26,DC9,9623,0,27912,False
min_changed_plus_2,2023-01-07,close_line,DC41->DC9,DC41,DC9,17218,0,29520,False
min_changed_plus_2,2023-01-07,close_line,DC42->DC9,DC42,DC9,5235,0,15464,False
min_changed_plus_2,2023-01-07,close_line,DC43->DC9,DC43,DC9,3771,0,27588,False
min_changed_plus_2,2023-01-07,close_line,DC44->DC9,DC44,DC9,34159,0,124459,False
min_changed_plus_2,2023-01-07,close_line,DC45->DC9,DC45,DC9,4008,0,20473,False
min_changed_plus_2,2023-01-07,close_line,DC46->DC9,DC46,DC9,12687,0,37361,False
min_changed_plus_2,2023-01-07,close_line,DC47->DC9,DC47,DC9,31871,0,65326,False
min_changed_plus_2,2023-01-07,close_line,DC48->DC9,DC48,DC9,8852,0,62978,False
min_changed_plus_2,2023-01-07,close_line,DC50->DC9,DC50,DC9,3914,0,21217,False
min_changed_plus_2,2023-01-07,close_line,DC51->DC9,DC51,DC9,25704,0,261337,False
min_changed_plus_2,2023-01-07,close_line,DC58->DC9,DC58,DC9,44,0,37288,False
min_changed_plus_2,2023-01-07,close_line,DC7->DC9,DC7,DC9,3490,0,7759,False
min_changed_plus_2,2023-01-07,close_line,DC9->DC14,DC9,DC14,15518,0,30711,False
min_changed_plus_2,2023-01-07,close_line,DC9->DC3,DC9,DC3,11981,0,31880,False
min_changed_plus_2,2023-01-07,close_line,DC9->DC5,DC9,DC5,15383,0,21997,False
min_changed_plus_2,2023-01-07,open_line,DC14->DC28,DC14,DC28,0,56062,505833,True
min_changed_plus_2,2023-01-07,open_line,DC15->DC17,DC15,DC17,0,13309,505833,True
min_changed_plus_2,2023-01-07,open_line,DC26->DC42,DC26,DC42,0,9623,505833,True
min_changed_plus_2,2023-01-07,open_line,DC41->DC48,DC41,DC48,0,17218,505833,True
min_changed_plus_2,2023-01-07,open_line,DC42->DC16,DC42,DC16,0,5235,505833,True
min_changed_plus_2,2023-01-07,open_line,DC44->DC73,DC44,DC73,0,34159,505833,True
min_changed_plus_2,2023-01-07,open_line,DC45->DC27,DC45,DC27,0,4008,505833,True
min_changed_plus_2,2023-01-07,open_line,DC46->DC53,DC46,DC53,0,12687,505833,True
min_changed_plus_2,2023-01-07,open_line,DC47->DC25,DC47,DC25,0,31871,505833,True
min_changed_plus_2,2023-01-07,open_line,DC48->DC22,DC48,DC22,0,8852,505833,True
min_changed_plus_2,2023-01-07,open_line,DC7->DC67,DC7,DC67,0,3490,505833,True
min_changed_plus_2,2023-01-08,close_line,DC14->DC9,DC14,DC9,221090,0,439995,False
min_changed_plus_2,2023-01-08,close_line,DC15->DC9,DC15,DC9,20290,0,80194,False
min_changed_plus_2,2023-01-08,close_line,DC25->DC9,DC25,DC9,120,0,126037,False
min_changed_plus_2,2023-01-08,close_line,DC26->DC9,DC26,DC9,18046,0,27912,False
min_changed_plus_2,2023-01-08,close_line,DC41->DC9,DC41,DC9,17095,0,29520,False
min_changed_plus_2,2023-01-08,close_line,DC42->DC9,DC42,DC9,9702,0,15464,False
min_changed_plus_2,2023-01-08,close_line,DC43->DC9,DC43,DC9,5199,0,27588,False
min_changed_plus_2,2023-01-08,close_line,DC44->DC9,DC44,DC9,19828,0,124459,False
min_changed_plus_2,2023-01-08,close_line,DC45->DC9,DC45,DC9,5270,0,20473,False
min_changed_plus_2,2023-01-08,close_line,DC46->DC9,DC46,DC9,36722,0,37361,False
min_changed_plus_2,2023-01-08,close_line,DC47->DC9,DC47,DC9,11152,0,65326,False
min_changed_plus_2,2023-01-08,close_line,DC48->DC9,DC48,DC9,11226,0,62978,False
min_changed_plus_2,2023-01-08,close_line,DC50->DC9,DC50,DC9,8378,0,21217,False
min_changed_plus_2,2023-01-08,close_line,DC51->DC9,DC51,DC9,63354,0,261337,False
min_changed_plus_2,2023-01-08,close_line,DC58->DC9,DC58,DC9,37,0,37288,False
min_changed_plus_2,2023-01-08,close_line,DC7->DC9,DC7,DC9,4557,0,7759,False
min_changed_plus_2,2023-01-08,close_line,DC9->DC14,DC9,DC14,15214,0,30711,False
min_changed_plus_2,2023-01-08,close_line,DC9->DC3,DC9,DC3,13896,0,31880,False
min_changed_plus_2,2023-01-08,close_line,DC9->DC5,DC9,DC5,26492,0,21997,False
min_changed_plus_2,2023-01-08,open_line,DC15->DC17,DC15,DC17,0,20290,505833,True
min_changed_plus_2,2023-01-08,open_line,DC26->DC22,DC26,DC22,0,18046,505833,True
min_changed_plus_2,2023-01-08,open_line,DC41->DC17,DC41,DC17,0,17095,505833,True
min_changed_plus_2,2023-01-08,open_line,DC42->DC17,DC42,DC17,0,9702,505833,True
min_changed_plus_2,2023-01-08,open_line,DC45->DC22,DC45,DC22,0,5270,505833,True
min_changed_plus_2,2023-01-08,open_line,DC46->DC17,DC46,DC17,0,36722,505833,True
min_changed_plus_2,2023-01-08,open_line,DC48->DC22,DC48,DC22,0,11226,505833,True
min_changed_plus_2,2023-01-08,open_line,DC50->DC17,DC50,DC17,0,8378,505833,True
min_changed_plus_2,2023-01-08,open_line,DC51->DC22,DC51,DC22,0,63354,505833,True
min_changed_plus_2,2023-01-08,open_line,DC64->DC3,DC64,DC3,0,13896,505833,True
min_changed_plus_2,2023-01-08,open_line,DC7->DC64,DC7,DC64,0,4557,505833,True
min_changed_plus_2,2023-01-09,close_line,DC14->DC9,DC14,DC9,159302,0,439995,False
min_changed_plus_2,2023-01-09,close_line,DC15->DC9,DC15,DC9,33209,0,80194,False
min_changed_plus_2,2023-01-09,close_line,DC25->DC9,DC25,DC9,101,0,126037,False
min_changed_plus_2,2023-01-09,close_line,DC26->DC9,DC26,DC9,13456,0,27912,False
min_changed_plus_2,2023-01-09,close_line,DC41->DC9,DC41,DC9,7609,0,29520,False
min_changed_plus_2,2023-01-09,close_line,DC42->DC9,DC42,DC9,3910,0,15464,False
min_changed_plus_2,2023-01-09,close_line,DC43->DC9,DC43,DC9,9246,0,27588,False
min_changed_plus_2,2023-01-09,close_line,DC44->DC9,DC44,DC9,22598,0,124459,False
min_changed_plus_2,2023-01-09,close_line,DC45->DC9,DC45,DC9,8828,0,20473,False
min_changed_plus_2,2023-01-09,close_line,DC46->DC9,DC46,DC9,10029,0,37361,False
min_changed_plus_2,2023-01-09,close_line,DC47->DC9,DC47,DC9,24684,0,65326,False
min_changed_plus_2,2023-01-09,close_line,DC48->DC9,DC48,DC9,13199,0,62978,False
min_changed_plus_2,2023-01-09,close_line,DC50->DC9,DC50,DC9,2907,0,21217,False
min_changed_plus_2,2023-01-09,close_line,DC51->DC9,DC51,DC9,21146,0,261337,False
min_changed_plus_2,2023-01-09,close_line,DC58->DC9,DC58,DC9,23,0,37288,False
min_changed_plus_2,2023-01-09,close_line,DC7->DC9,DC7,DC9,3645,0,7759,False
min_changed_plus_2,2023-01-09,close_line,DC9->DC14,DC9,DC14,10210,0,30711,False
min_changed_plus_2,2023-01-09,close_line,DC9->DC3,DC9,DC3,17390,0,31880,False
min_changed_plus_2,2023-01-09,close_line,DC9->DC5,DC9,DC5,15496,0,21997,False
min_changed_plus_2,2023-01-09,open_line,DC15->DC17,DC15,DC17,0,33209,505833,True
min_changed_plus_2,2023-01-09,open_line,DC26->DC19,DC26,DC19,0,13456,505833,True
min_changed_plus_2,2023-01-09,open_line,DC41->DC17,DC41,DC17,0,7609,505833,True
min_changed_plus_2,2023-01-09,open_line,DC42->DC19,DC42,DC19,0,3910,505833,True
min_changed_plus_2,2023-01-09,open_line,DC45->DC22,DC45,DC22,0,8828,505833,True
min_changed_plus_2,2023-01-09,open_line,DC48->DC22,DC48,DC22,0,13199,505833,True
min_changed_plus_2,2023-01-09,open_line,DC50->DC17,DC50,DC17,0,2907,505833,True
min_changed_plus_2,2023-01-09,open_line,DC51->DC19,DC51,DC19,0,21146,505833,True
min_changed_plus_2,2023-01-09,open_line,DC58->DC31,DC58,DC31,0,23,505833,True
min_changed_plus_2,2023-01-09,open_line,DC7->DC36,DC7,DC36,0,3645,505833,True
min_changed_plus_2,2023-01-10,close_line,DC14->DC9,DC14,DC9,243464,0,439995,False
min_changed_plus_2,2023-01-10,close_line,DC15->DC9,DC15,DC9,29109,0,80194,False
min_changed_plus_2,2023-01-10,close_line,DC25->DC9,DC25,DC9,130,0,126037,False
min_changed_plus_2,2023-01-10,close_line,DC26->DC9,DC26,DC9,12658,0,27912,False
min_changed_plus_2,2023-01-10,close_line,DC41->DC9,DC41,DC9,5043,0,29520,False
min_changed_plus_2,2023-01-10,close_line,DC42->DC9,DC42,DC9,7267,0,15464,False
min_changed_plus_2,2023-01-10,close_line,DC43->DC9,DC43,DC9,4934,0,27588,False
min_changed_plus_2,2023-01-10,close_line,DC44->DC9,DC44,DC9,29711,0,124459,False
min_changed_plus_2,2023-01-10,close_line,DC45->DC9,DC45,DC9,3204,0,20473,False
min_changed_plus_2,2023-01-10,close_line,DC46->DC9,DC46,DC9,18013,0,37361,False
min_changed_plus_2,2023-01-10,close_line,DC47->DC9,DC47,DC9,10708,0,65326,False
min_changed_plus_2,2023-01-10,close_line,DC48->DC9,DC48,DC9,8026,0,62978,False
min_changed_plus_2,2023-01-10,close_line,DC50->DC9,DC50,DC9,4300,0,21217,False
min_changed_plus_2,2023-01-10,close_line,DC51->DC9,DC51,DC9,25614,0,261337,False
min_changed_plus_2,2023-01-10,close_line,DC58->DC9,DC58,DC9,81,0,37288,False
min_changed_plus_2,2023-01-10,close_line,DC7->DC9,DC7,DC9,2621,0,7759,False
min_changed_plus_2,2023-01-10,close_line,DC9->DC14,DC9,DC14,25762,0,30711,False
min_changed_plus_2,2023-01-10,close_line,DC9->DC3,DC9,DC3,13711,0,31880,False
min_changed_plus_2,2023-01-10,close_line,DC9->DC5,DC9,DC5,14139,0,21997,False
min_changed_plus_2,2023-01-10,open_line,DC14->DC73,DC14,DC73,0,243464,505833,True
min_changed_plus_2,2023-01-10,open_line,DC15->DC17,DC15,DC17,0,29109,505833,True
min_changed_plus_2,2023-01-10,open_line,DC26->DC42,DC26,DC42,0,12658,505833,True
min_changed_plus_2,2023-01-10,open_line,DC41->DC17,DC41,DC17,0,5043,505833,True
min_changed_plus_2,2023-01-10,open_line,DC42->DC16,DC42,DC16,0,7267,505833,True
min_changed_plus_2,2023-01-10,open_line,DC44->DC69,DC44,DC69,0,29711,505833,True
min_changed_plus_2,2023-01-10,open_line,DC46->DC53,DC46,DC53,0,18013,505833,True
min_changed_plus_2,2023-01-10,open_line,DC48->DC22,DC48,DC22,0,8026,505833,True
min_changed_plus_2,2023-01-10,open_line,DC51->DC19,DC51,DC19,0,25614,505833,True
min_changed_plus_2,2023-01-11,close_line,DC14->DC9,DC14,DC9,133300,0,439995,False
min_changed_plus_2,2023-01-11,close_line,DC15->DC9,DC15,DC9,20102,0,80194,False
min_changed_plus_2,2023-01-11,close_line,DC25->DC9,DC25,DC9,115,0,126037,False
min_changed_plus_2,2023-01-11,close_line,DC26->DC9,DC26,DC9,12748,0,27912,False
min_changed_plus_2,2023-01-11,close_line,DC41->DC9,DC41,DC9,5051,0,29520,False
min_changed_plus_2,2023-01-11,close_line,DC42->DC9,DC42,DC9,3697,0,15464,False
min_changed_plus_2,2023-01-11,close_line,DC43->DC9,DC43,DC9,6139,0,27588,False
min_changed_plus_2,2023-01-11,close_line,DC44->DC9,DC44,DC9,21669,0,124459,False
min_changed_plus_2,2023-01-11,close_line,DC45->DC9,DC45,DC9,7118,0,20473,False
min_changed_plus_2,2023-01-11,close_line,DC46->DC9,DC46,DC9,11486,0,37361,False
min_changed_plus_2,2023-01-11,close_line,DC47->DC9,DC47,DC9,17824,0,65326,False
min_changed_plus_2,2023-01-11,close_line,DC48->DC9,DC48,DC9,15945,0,62978,False
min_changed_plus_2,2023-01-11,close_line,DC50->DC9,DC50,DC9,6667,0,21217,False
min_changed_plus_2,2023-01-11,close_line,DC51->DC9,DC51,DC9,48150,0,261337,False
