scheme,origin,dest,edge,date,base_forecast_volume,added_volume,adjusted_volume,edge_capacity,is_new_opened_line,line_load_rate
flow_heuristic_balanced,DC13,DC62,DC13->DC62,2023-01-01,0.0,0.0,0.0,62.0,False,0.0
flow_heuristic_balanced,DC13,DC8,DC13->DC8,2023-01-01,0.0,0.0,0.0,7.0,False,0.0
flow_heuristic_balanced,DC14,DC10,DC14->DC10,2023-01-01,27061.0,0.0,27061.0,130118.0,False,0.20797276318418667
flow_heuristic_balanced,DC14,DC11,DC14->DC11,2023-01-01,0.0,0.0,0.0,1.0,False,0.0
flow_heuristic_balanced,DC14,DC12,DC14->DC12,2023-01-01,0.0,0.0,0.0,6525.0,False,0.0
flow_heuristic_balanced,DC14,DC13,DC14->DC13,2023-01-01,0.0,0.0,0.0,6.0,False,0.0
flow_heuristic_balanced,DC14,DC17,DC14->DC17,2023-01-01,0.0,0.0,0.0,5.0,False,0.0
flow_heuristic_balanced,DC14,DC19,DC14->DC19,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC14,DC20,DC14->DC20,2023-01-01,0.0,0.0,0.0,15.0,False,0.0
flow_heuristic_balanced,DC14,DC21,DC14->DC21,2023-01-01,0.0,0.0,0.0,17.0,False,0.0
flow_heuristic_balanced,DC14,DC22,DC14->DC22,2023-01-01,0.0,0.0,0.0,9.0,False,0.0
flow_heuristic_balanced,DC14,DC23,DC14->DC23,2023-01-01,0.0,0.0,0.0,57.0,False,0.0
flow_heuristic_balanced,DC14,DC25,DC14->DC25,2023-01-01,0.0,0.0,0.0,5.0,False,0.0
flow_heuristic_balanced,DC14,DC3,DC14->DC3,2023-01-01,59397.0,0.0,59397.0,98905.0,False,0.6005459784641828
flow_heuristic_balanced,DC14,DC30,DC14->DC30,2023-01-01,0.0,0.0,0.0,7.0,False,0.0
flow_heuristic_balanced,DC14,DC32,DC14->DC32,2023-01-01,0.0,0.0,0.0,57.0,False,0.0
flow_heuristic_balanced,DC14,DC33,DC14->DC33,2023-01-01,0.0,0.0,0.0,27.0,False,0.0
flow_heuristic_balanced,DC14,DC34,DC14->DC34,2023-01-01,0.0,0.0,0.0,116.0,False,0.0
flow_heuristic_balanced,DC14,DC35,DC14->DC35,2023-01-01,420.0,0.0,420.0,16350.0,False,0.025688073394495414
flow_heuristic_balanced,DC14,DC36,DC14->DC36,2023-01-01,0.0,0.0,0.0,9.0,False,0.0
flow_heuristic_balanced,DC14,DC38,DC14->DC38,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC14,DC4,DC14->DC4,2023-01-01,258.0,0.0,258.0,172448.0,False,0.0014961031731304509
flow_heuristic_balanced,DC14,DC40,DC14->DC40,2023-01-01,0.0,0.0,0.0,7135.0,False,0.0
flow_heuristic_balanced,DC14,DC43,DC14->DC43,2023-01-01,0.0,0.0,0.0,4.0,False,0.0
flow_heuristic_balanced,DC14,DC47,DC14->DC47,2023-01-01,0.0,148230.0,148230.0,505833.0,True,0.2930413792694427
flow_heuristic_balanced,DC14,DC5,DC14->DC5,2023-01-01,13918.0,0.0,13918.0,63336.0,False,0.21974864216243525
flow_heuristic_balanced,DC14,DC53,DC14->DC53,2023-01-01,0.0,20125.0,20125.0,505833.0,True,0.03978585817848974
flow_heuristic_balanced,DC14,DC61,DC14->DC61,2023-01-01,0.0,0.0,0.0,10.0,False,0.0
flow_heuristic_balanced,DC14,DC62,DC14->DC62,2023-01-01,25338.0,0.0,25338.0,124891.0,False,0.2028809121553995
flow_heuristic_balanced,DC14,DC64,DC14->DC64,2023-01-01,0.0,0.0,0.0,45.0,False,0.0
flow_heuristic_balanced,DC14,DC65,DC14->DC65,2023-01-01,0.0,0.0,0.0,121.0,False,0.0
flow_heuristic_balanced,DC14,DC67,DC14->DC67,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC14,DC70,DC14->DC70,2023-01-01,275.0,0.0,275.0,9442.0,False,0.02912518534208854
flow_heuristic_balanced,DC14,DC76,DC14->DC76,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC14,DC78,DC14->DC78,2023-01-01,0.0,0.0,0.0,4.0,False,0.0
flow_heuristic_balanced,DC14,DC8,DC14->DC8,2023-01-01,102508.0,0.0,102508.0,505833.0,False,0.20265186336201868
flow_heuristic_balanced,DC14,DC81,DC14->DC81,2023-01-01,0.0,0.0,0.0,297.0,False,0.0
flow_heuristic_balanced,DC15,DC10,DC15->DC10,2023-01-01,6782.0,0.0,6782.0,29502.0,False,0.22988271981560573
flow_heuristic_balanced,DC15,DC12,DC15->DC12,2023-01-01,0.0,0.0,0.0,393.0,False,0.0
flow_heuristic_balanced,DC15,DC13,DC15->DC13,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC15,DC14,DC15->DC14,2023-01-01,5466.0,0.0,5466.0,20046.0,False,0.2726728524393894
flow_heuristic_balanced,DC15,DC3,DC15->DC3,2023-01-01,6475.0,0.0,6475.0,10570.0,False,0.6125827814569537
flow_heuristic_balanced,DC15,DC32,DC15->DC32,2023-01-01,0.0,0.0,0.0,224.0,False,0.0
flow_heuristic_balanced,DC15,DC33,DC15->DC33,2023-01-01,0.0,0.0,0.0,56.0,False,0.0
flow_heuristic_balanced,DC15,DC34,DC15->DC34,2023-01-01,0.0,0.0,0.0,6.0,False,0.0
flow_heuristic_balanced,DC15,DC35,DC15->DC35,2023-01-01,3.0,0.0,3.0,951.0,False,0.0031545741324921135
flow_heuristic_balanced,DC15,DC4,DC15->DC4,2023-01-01,48.0,0.0,48.0,50163.0,False,0.0009568805693439388
flow_heuristic_balanced,DC15,DC40,DC15->DC40,2023-01-01,0.0,0.0,0.0,220.0,False,0.0
flow_heuristic_balanced,DC15,DC5,DC15->DC5,2023-01-01,2766.0,0.0,2766.0,14994.0,False,0.1844737895158063
flow_heuristic_balanced,DC15,DC62,DC15->DC62,2023-01-01,6628.0,18905.567142486572,25533.567142486572,86858.0,False,0.29396908911656466
flow_heuristic_balanced,DC15,DC64,DC15->DC64,2023-01-01,0.0,0.0,0.0,22.0,False,0.0
flow_heuristic_balanced,DC15,DC65,DC15->DC65,2023-01-01,0.0,15.685720443725586,15.685720443725586,31.0,False,0.5059909820556641
flow_heuristic_balanced,DC15,DC70,DC15->DC70,2023-01-01,6.0,246.48950004577637,252.48950004577637,499.0,False,0.5059909820556641
flow_heuristic_balanced,DC15,DC8,DC15->DC8,2023-01-01,15445.0,16333.257637023926,31778.257637023926,62804.0,False,0.5059909820556641
flow_heuristic_balanced,DC15,DC81,DC15->DC81,2023-01-01,0.0,0.0,0.0,17.0,False,0.0
flow_heuristic_balanced,DC16,DC10,DC16->DC10,2023-01-01,0.0,0.0,0.0,12672.0,False,0.0
flow_heuristic_balanced,DC16,DC14,DC16->DC14,2023-01-01,0.0,3955.2446899414062,3955.2446899414062,7817.0,False,0.5059798759039793
flow_heuristic_balanced,DC16,DC35,DC16->DC35,2023-01-01,0.0,0.0,0.0,3837.0,False,0.0
flow_heuristic_balanced,DC16,DC4,DC16->DC4,2023-01-01,0.0,0.0,0.0,13017.0,False,0.0
flow_heuristic_balanced,DC16,DC5,DC16->DC5,2023-01-01,0.0,0.0,0.0,1667.0,False,0.0
flow_heuristic_balanced,DC16,DC62,DC16->DC62,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC16,DC70,DC16->DC70,2023-01-01,0.0,0.0,0.0,297.0,False,0.0
flow_heuristic_balanced,DC16,DC8,DC16->DC8,2023-01-01,0.0,0.0,0.0,37.0,False,0.0
flow_heuristic_balanced,DC17,DC10,DC17->DC10,2023-01-01,13847.0,0.0,13847.0,235018.0,False,0.0589188913189628
flow_heuristic_balanced,DC17,DC12,DC17->DC12,2023-01-01,0.0,0.0,0.0,2032.0,False,0.0
flow_heuristic_balanced,DC17,DC14,DC17->DC14,2023-01-01,10293.0,0.0,10293.0,62548.0,False,0.164561616678391
flow_heuristic_balanced,DC17,DC20,DC17->DC20,2023-01-01,0.0,0.0,0.0,1.0,False,0.0
flow_heuristic_balanced,DC17,DC29,DC17->DC29,2023-01-01,0.0,0.0,0.0,9.0,False,0.0
flow_heuristic_balanced,DC17,DC3,DC17->DC3,2023-01-01,13927.0,0.0,13927.0,50008.0,False,0.2784954407294833
flow_heuristic_balanced,DC17,DC32,DC17->DC32,2023-01-01,0.0,0.0,0.0,17.0,False,0.0
flow_heuristic_balanced,DC17,DC34,DC17->DC34,2023-01-01,0.0,0.0,0.0,27.0,False,0.0
flow_heuristic_balanced,DC17,DC35,DC17->DC35,2023-01-01,93.0,0.0,93.0,10831.0,False,0.008586464777028898
flow_heuristic_balanced,DC17,DC4,DC17->DC4,2023-01-01,29846.0,0.0,29846.0,245699.0,False,0.12147383587234788
flow_heuristic_balanced,DC17,DC40,DC17->DC40,2023-01-01,0.0,0.0,0.0,1332.0,False,0.0
flow_heuristic_balanced,DC17,DC5,DC17->DC5,2023-01-01,8372.0,0.0,8372.0,59867.0,False,0.13984331935791003
flow_heuristic_balanced,DC17,DC61,DC17->DC61,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC17,DC62,DC17->DC62,2023-01-01,13450.0,0.0,13450.0,58564.0,False,0.22966327436650502
flow_heuristic_balanced,DC17,DC64,DC17->DC64,2023-01-01,0.0,0.0,0.0,10.0,False,0.0
flow_heuristic_balanced,DC17,DC65,DC17->DC65,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC17,DC70,DC17->DC70,2023-01-01,120.0,0.0,120.0,3561.0,False,0.03369839932603201
flow_heuristic_balanced,DC17,DC8,DC17->DC8,2023-01-01,151.0,0.0,151.0,64262.0,False,0.0023497556876536678
flow_heuristic_balanced,DC17,DC81,DC17->DC81,2023-01-01,0.0,0.0,0.0,113.0,False,0.0
flow_heuristic_balanced,DC18,DC10,DC18->DC10,2023-01-01,0.0,0.0,0.0,27506.0,False,0.0
flow_heuristic_balanced,DC18,DC14,DC18->DC14,2023-01-01,0.0,0.0,0.0,15975.0,False,0.0
flow_heuristic_balanced,DC18,DC23,DC18->DC23,2023-01-01,0.0,0.0,0.0,4.0,False,0.0
flow_heuristic_balanced,DC18,DC4,DC18->DC4,2023-01-01,0.0,0.0,0.0,43771.0,False,0.0
flow_heuristic_balanced,DC18,DC62,DC18->DC62,2023-01-01,0.0,0.0,0.0,9843.0,False,0.0
flow_heuristic_balanced,DC18,DC8,DC18->DC8,2023-01-01,0.0,0.0,0.0,135.0,False,0.0
flow_heuristic_balanced,DC19,DC10,DC19->DC10,2023-01-01,11346.0,0.0,11346.0,161384.0,False,0.07030436722351659
flow_heuristic_balanced,DC19,DC12,DC19->DC12,2023-01-01,0.0,0.0,0.0,54761.0,False,0.0
flow_heuristic_balanced,DC19,DC14,DC19->DC14,2023-01-01,8671.0,0.0,8671.0,62233.0,False,0.13933122298459016
flow_heuristic_balanced,DC19,DC20,DC19->DC20,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC19,DC3,DC19->DC3,2023-01-01,13074.0,0.0,13074.0,48217.0,False,0.27114917974988073
flow_heuristic_balanced,DC19,DC32,DC19->DC32,2023-01-01,0.0,0.0,0.0,376.0,False,0.0
flow_heuristic_balanced,DC19,DC34,DC19->DC34,2023-01-01,0.0,0.0,0.0,4.0,False,0.0
flow_heuristic_balanced,DC19,DC35,DC19->DC35,2023-01-01,179.0,0.0,179.0,26184.0,False,0.006836235869233119
flow_heuristic_balanced,DC19,DC36,DC19->DC36,2023-01-01,0.0,0.0,0.0,3.0,False,0.0
flow_heuristic_balanced,DC19,DC4,DC19->DC4,2023-01-01,34200.0,0.0,34200.0,248759.0,False,0.13748246294606425
flow_heuristic_balanced,DC19,DC40,DC19->DC40,2023-01-01,0.0,0.0,0.0,9969.0,False,0.0
flow_heuristic_balanced,DC19,DC5,DC19->DC5,2023-01-01,4987.0,0.0,4987.0,31797.0,False,0.1568386954744158
flow_heuristic_balanced,DC19,DC62,DC19->DC62,2023-01-01,11876.0,0.0,11876.0,65493.0,False,0.18133235612966273
flow_heuristic_balanced,DC19,DC64,DC19->DC64,2023-01-01,0.0,0.0,0.0,15.0,False,0.0
flow_heuristic_balanced,DC19,DC65,DC19->DC65,2023-01-01,0.0,0.0,0.0,9577.0,False,0.0
flow_heuristic_balanced,DC19,DC70,DC19->DC70,2023-01-01,414.0,0.0,414.0,13506.0,False,0.03065304309195913
flow_heuristic_balanced,DC19,DC8,DC19->DC8,2023-01-01,132.0,0.0,132.0,67105.0,False,0.0019670665375158334
flow_heuristic_balanced,DC19,DC81,DC19->DC81,2023-01-01,0.0,0.0,0.0,1202.0,False,0.0
flow_heuristic_balanced,DC2,DC10,DC2->DC10,2023-01-01,0.0,0.0,0.0,41.0,False,0.0
flow_heuristic_balanced,DC2,DC14,DC2->DC14,2023-01-01,0.0,0.0,0.0,34.0,False,0.0
flow_heuristic_balanced,DC2,DC3,DC2->DC3,2023-01-01,0.0,0.0,0.0,30.0,False,0.0
flow_heuristic_balanced,DC2,DC4,DC2->DC4,2023-01-01,0.0,0.0,0.0,106.0,False,0.0
flow_heuristic_balanced,DC2,DC5,DC2->DC5,2023-01-01,0.0,0.0,0.0,30.0,False,0.0
flow_heuristic_balanced,DC2,DC62,DC2->DC62,2023-01-01,0.0,0.0,0.0,29.0,False,0.0
flow_heuristic_balanced,DC2,DC8,DC2->DC8,2023-01-01,0.0,0.0,0.0,62.0,False,0.0
flow_heuristic_balanced,DC20,DC10,DC20->DC10,2023-01-01,8242.0,0.0,8242.0,130546.0,False,0.06313483369846644
flow_heuristic_balanced,DC20,DC12,DC20->DC12,2023-01-01,0.0,0.0,0.0,4561.0,False,0.0
flow_heuristic_balanced,DC20,DC14,DC20->DC14,2023-01-01,7499.0,0.0,7499.0,30502.0,False,0.24585273096846108
flow_heuristic_balanced,DC20,DC3,DC20->DC3,2023-01-01,7018.0,0.0,7018.0,14978.0,False,0.46855387902256646
flow_heuristic_balanced,DC20,DC32,DC20->DC32,2023-01-01,0.0,0.0,0.0,111.0,False,0.0
flow_heuristic_balanced,DC20,DC33,DC20->DC33,2023-01-01,0.0,0.0,0.0,4.0,False,0.0
flow_heuristic_balanced,DC20,DC34,DC20->DC34,2023-01-01,0.0,0.0,0.0,4.0,False,0.0
flow_heuristic_balanced,DC20,DC35,DC20->DC35,2023-01-01,8.0,0.0,8.0,13082.0,False,0.0006115272894052897
flow_heuristic_balanced,DC20,DC4,DC20->DC4,2023-01-01,24590.0,0.0,24590.0,121795.0,False,0.20189662958249519
flow_heuristic_balanced,DC20,DC40,DC20->DC40,2023-01-01,0.0,0.0,0.0,460.0,False,0.0
flow_heuristic_balanced,DC20,DC5,DC20->DC5,2023-01-01,4506.0,0.0,4506.0,15303.0,False,0.2944520682219173
flow_heuristic_balanced,DC20,DC62,DC20->DC62,2023-01-01,8579.0,0.0,8579.0,32057.0,False,0.26761705711701034
flow_heuristic_balanced,DC20,DC64,DC20->DC64,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC20,DC65,DC20->DC65,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC20,DC70,DC20->DC70,2023-01-01,14.0,0.0,14.0,7097.0,False,0.0019726645061293505
flow_heuristic_balanced,DC20,DC76,DC20->DC76,2023-01-01,0.0,0.0,0.0,3.0,False,0.0
flow_heuristic_balanced,DC20,DC8,DC20->DC8,2023-01-01,111.0,0.0,111.0,51548.0,False,0.0021533328160161405
flow_heuristic_balanced,DC20,DC81,DC20->DC81,2023-01-01,0.0,0.0,0.0,63.0,False,0.0
flow_heuristic_balanced,DC21,DC10,DC21->DC10,2023-01-01,0.0,0.0,0.0,116981.0,False,0.0
flow_heuristic_balanced,DC21,DC12,DC21->DC12,2023-01-01,0.0,0.0,0.0,1767.0,False,0.0
flow_heuristic_balanced,DC21,DC14,DC21->DC14,2023-01-01,0.0,16227.130794525146,16227.130794525146,32070.0,False,0.5059909820556641
flow_heuristic_balanced,DC21,DC20,DC21->DC20,2023-01-01,0.0,0.0,0.0,3.0,False,0.0
flow_heuristic_balanced,DC21,DC3,DC21->DC3,2023-01-01,16946.0,0.0,16946.0,19506.0,False,0.8687583307700195
flow_heuristic_balanced,DC21,DC32,DC21->DC32,2023-01-01,0.0,0.0,0.0,40.0,False,0.0
flow_heuristic_balanced,DC21,DC33,DC21->DC33,2023-01-01,0.0,0.0,0.0,3.0,False,0.0
flow_heuristic_balanced,DC21,DC34,DC21->DC34,2023-01-01,0.0,0.0,0.0,4.0,False,0.0
flow_heuristic_balanced,DC21,DC35,DC21->DC35,2023-01-01,0.0,0.0,0.0,6143.0,False,0.0
flow_heuristic_balanced,DC21,DC4,DC21->DC4,2023-01-01,0.0,0.0,0.0,130684.0,False,0.0
flow_heuristic_balanced,DC21,DC40,DC21->DC40,2023-01-01,0.0,0.0,0.0,430.0,False,0.0
flow_heuristic_balanced,DC21,DC5,DC21->DC5,2023-01-01,7993.0,0.0,7993.0,16058.0,False,0.49775812679038484
flow_heuristic_balanced,DC21,DC62,DC21->DC62,2023-01-01,0.0,0.0,0.0,32645.0,False,0.0
flow_heuristic_balanced,DC21,DC70,DC21->DC70,2023-01-01,0.0,0.0,0.0,3085.0,False,0.0
flow_heuristic_balanced,DC21,DC76,DC21->DC76,2023-01-01,0.0,0.0,0.0,13.0,False,0.0
flow_heuristic_balanced,DC21,DC8,DC21->DC8,2023-01-01,0.0,0.0,0.0,512.0,False,0.0
flow_heuristic_balanced,DC21,DC81,DC21->DC81,2023-01-01,0.0,0.0,0.0,111.0,False,0.0
flow_heuristic_balanced,DC22,DC10,DC22->DC10,2023-01-01,9066.0,0.0,9066.0,235177.0,False,0.038549688107255384
flow_heuristic_balanced,DC22,DC12,DC22->DC12,2023-01-01,0.0,0.0,0.0,13984.0,False,0.0
flow_heuristic_balanced,DC22,DC13,DC22->DC13,2023-01-01,0.0,0.0,0.0,1.0,False,0.0
flow_heuristic_balanced,DC22,DC14,DC22->DC14,2023-01-01,9451.0,0.0,9451.0,65525.0,False,0.14423502479969477
flow_heuristic_balanced,DC22,DC20,DC22->DC20,2023-01-01,0.0,0.0,0.0,2.0,False,0.0
flow_heuristic_balanced,DC22,DC21,DC22->DC21,2023-01-01,0.0,0.0,0.0,3.0,False,0.0
flow_heuristic_balanced,DC22,DC3,DC22->DC3,2023-01-01,5399.0,0.0,5399.0,29865.0,False,0.18078017746526034
flow_heuristic_balanced,DC22,DC32,DC22->DC32,2023-01-01,0.0,0.0,0.0,444.0,False,0.0
flow_heuristic_balanced,DC22,DC34,DC22->DC34,2023-01-01,0.0,0.0,0.0,7.0,False,0.0
flow_heuristic_balanced,DC22,DC35,DC22->DC35,2023-01-01,1259.0,0.0,1259.0,101949.0,False,0.01234931191085739
flow_heuristic_balanced,DC22,DC4,DC22->DC4,2023-01-01,35116.0,0.0,35116.0,236073.0,False,0.14875059833187193
flow_heuristic_balanced,DC22,DC40,DC22->DC40,2023-01-01,0.0,0.0,0.0,5427.0,False,0.0
flow_heuristic_balanced,DC22,DC5,DC22->DC5,2023-01-01,4971.0,0.0,4971.0,28829.0,False,0.1724305386936765
flow_heuristic_balanced,DC22,DC62,DC22->DC62,2023-01-01,10353.0,0.0,10353.0,60403.0,False,0.17139877158419284
flow_heuristic_balanced,DC22,DC64,DC22->DC64,2023-01-01,0.0,0.0,0.0,41048.0,False,0.0
flow_heuristic_balanced,DC22,DC65,DC22->DC65,2023-01-01,0.0,0.0,0.0,17537.0,False,0.0
flow_heuristic_balanced,DC22,DC70,DC22->DC70,2023-01-01,1363.0,0.0,1363.0,16266.0,False,0.08379441780400836
flow_heuristic_balanced,DC22,DC76,DC22->DC76,2023-01-01,0.0,0.0,0.0,9.0,False,0.0
flow_heuristic_balanced,DC22,DC8,DC22->DC8,2023-01-01,136.0,0.0,136.0,29845.0,False,0.004556877198860781
flow_heuristic_balanced,DC22,DC81,DC22->DC81,2023-01-01,0.0,0.0,0.0,1290.0,False,0.0
flow_heuristic_balanced,DC23,DC10,DC23->DC10,2023-01-01,12138.0,0.0,12138.0,201943.0,False,0.060106069534472596
flow_heuristic_balanced,DC23,DC12,DC23->DC12,2023-01-01,4784.0,0.0,4784.0,15956.0,False,0.299824517422913
flow_heuristic_balanced,DC23,DC14,DC23->DC14,2023-01-01,10346.0,0.0,10346.0,32755.0,False,0.3158601740192337
