scheme,date,change_type,edge,origin,dest,volume_before,volume_after,capacity,is_new_opened_line
new_first_min_changed_plus_2,2023-01-01,open_line,DC48->DC7,DC48,DC7,0,789,505833,True
new_first_min_changed_plus_2,2023-01-01,open_line,DC50->DC43,DC50,DC43,0,87,505833,True
new_first_min_changed_plus_2,2023-01-01,open_line,DC51->DC22,DC51,DC22,0,36925,505833,True
new_first_min_changed_plus_2,2023-01-01,open_line,DC58->DC17,DC58,DC17,0,17227,505833,True
new_first_min_changed_plus_2,2023-01-01,open_line,DC64->DC3,DC64,DC3,0,27706,505833,True
new_first_min_changed_plus_2,2023-01-01,open_line,DC7->DC64,DC7,DC64,0,4648,505833,True
new_first_min_changed_plus_2,2023-01-01,open_line,DC81->DC14,DC81,DC14,0,18035,505833,True
new_first_min_changed_plus_2,2023-01-02,close_line,DC14->DC9,DC14,DC9,96619,0,439995,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC15->DC9,DC15,DC9,22903,0,80194,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC25->DC9,DC25,DC9,80683,0,126037,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC26->DC9,DC26,DC9,11378,0,27912,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC41->DC9,DC41,DC9,35553,0,29520,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC42->DC9,DC42,DC9,20,0,15464,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC43->DC9,DC43,DC9,6512,0,27588,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC44->DC9,DC44,DC9,462,0,124459,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC45->DC9,DC45,DC9,5058,0,20473,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC46->DC9,DC46,DC9,15389,0,37361,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC47->DC9,DC47,DC9,2199,0,65326,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC48->DC9,DC48,DC9,250,0,62978,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC50->DC9,DC50,DC9,248,0,21217,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC51->DC9,DC51,DC9,27863,0,261337,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC58->DC9,DC58,DC9,5968,0,37288,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC7->DC9,DC7,DC9,4499,0,7759,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC9->DC14,DC9,DC14,29141,0,30711,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC9->DC3,DC9,DC3,13775,0,31880,False
new_first_min_changed_plus_2,2023-01-02,close_line,DC9->DC5,DC9,DC5,13989,0,21997,False
new_first_min_changed_plus_2,2023-01-02,open_line,DC14->DC48,DC14,DC48,0,70755,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC14->DC59,DC14,DC59,0,25864,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC15->DC17,DC15,DC17,0,22903,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC18->DC5,DC18,DC5,0,13989,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC25->DC17,DC25,DC17,0,80683,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC26->DC22,DC26,DC22,0,11378,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC41->DC17,DC41,DC17,0,35553,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC42->DC36,DC42,DC36,0,20,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC43->DC17,DC43,DC17,0,6512,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC44->DC6,DC44,DC6,0,462,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC45->DC22,DC45,DC22,0,5058,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC46->DC17,DC46,DC17,0,15389,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC47->DC22,DC47,DC22,0,2199,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC48->DC22,DC48,DC22,0,250,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC50->DC17,DC50,DC17,0,248,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC51->DC22,DC51,DC22,0,27863,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC58->DC17,DC58,DC17,0,5968,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC64->DC3,DC64,DC3,0,13775,505833,True
new_first_min_changed_plus_2,2023-01-02,open_line,DC7->DC64,DC7,DC64,0,4499,505833,True
new_first_min_changed_plus_2,2023-01-03,close_line,DC14->DC9,DC14,DC9,212788,0,439995,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC15->DC9,DC15,DC9,21802,0,80194,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC25->DC9,DC25,DC9,46513,0,126037,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC26->DC9,DC26,DC9,14084,0,27912,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC41->DC9,DC41,DC9,24173,0,29520,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC42->DC9,DC42,DC9,16,0,15464,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC43->DC9,DC43,DC9,7014,0,27588,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC44->DC9,DC44,DC9,2654,0,124459,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC45->DC9,DC45,DC9,5870,0,20473,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC46->DC9,DC46,DC9,16523,0,37361,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC47->DC9,DC47,DC9,4983,0,65326,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC48->DC9,DC48,DC9,72,0,62978,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC50->DC9,DC50,DC9,19,0,21217,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC51->DC9,DC51,DC9,13613,0,261337,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC58->DC9,DC58,DC9,593,0,37288,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC7->DC9,DC7,DC9,2557,0,7759,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC9->DC14,DC9,DC14,31896,0,30711,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC9->DC3,DC9,DC3,14586,0,31880,False
new_first_min_changed_plus_2,2023-01-03,close_line,DC9->DC5,DC9,DC5,13590,0,21997,False
new_first_min_changed_plus_2,2023-01-03,open_line,DC14->DC46,DC14,DC46,0,68203,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC14->DC73,DC14,DC73,0,144585,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC15->DC48,DC15,DC48,0,21802,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC18->DC5,DC18,DC5,0,13590,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC25->DC48,DC25,DC48,0,46513,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC26->DC73,DC26,DC73,0,14084,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC41->DC73,DC41,DC73,0,24173,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC42->DC19,DC42,DC19,0,16,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC43->DC59,DC43,DC59,0,7014,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC45->DC59,DC45,DC59,0,5870,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC46->DC73,DC46,DC73,0,16523,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC47->DC59,DC47,DC59,0,4983,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC48->DC81,DC48,DC81,0,72,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC50->DC81,DC50,DC81,0,19,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC51->DC73,DC51,DC73,0,13613,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC58->DC49,DC58,DC49,0,593,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC64->DC3,DC64,DC3,0,14586,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC7->DC59,DC7,DC59,0,2557,505833,True
new_first_min_changed_plus_2,2023-01-03,open_line,DC81->DC14,DC81,DC14,0,17944,505833,True
new_first_min_changed_plus_2,2023-01-04,close_line,DC14->DC9,DC14,DC9,107453,0,439995,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC15->DC9,DC15,DC9,10895,0,80194,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC25->DC9,DC25,DC9,5311,0,126037,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC26->DC9,DC26,DC9,15219,0,27912,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC41->DC9,DC41,DC9,5551,0,29520,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC42->DC9,DC42,DC9,4002,0,15464,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC43->DC9,DC43,DC9,8318,0,27588,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC44->DC9,DC44,DC9,19460,0,124459,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC45->DC9,DC45,DC9,11886,0,20473,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC46->DC9,DC46,DC9,14835,0,37361,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC47->DC9,DC47,DC9,12322,0,65326,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC48->DC9,DC48,DC9,2036,0,62978,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC50->DC9,DC50,DC9,1381,0,21217,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC51->DC9,DC51,DC9,37260,0,261337,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC58->DC9,DC58,DC9,11,0,37288,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC7->DC9,DC7,DC9,1852,0,7759,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC9->DC14,DC9,DC14,29580,0,30711,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC9->DC3,DC9,DC3,23067,0,31880,False
new_first_min_changed_plus_2,2023-01-04,close_line,DC9->DC5,DC9,DC5,11327,0,21997,False
new_first_min_changed_plus_2,2023-01-04,open_line,DC14->DC73,DC14,DC73,0,107453,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC15->DC17,DC15,DC17,0,10895,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC18->DC5,DC18,DC5,0,11327,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC25->DC17,DC25,DC17,0,4525,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC25->DC59,DC25,DC59,0,786,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC26->DC19,DC26,DC19,0,15219,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC41->DC17,DC41,DC17,0,5551,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC42->DC19,DC42,DC19,0,4002,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC43->DC17,DC43,DC17,0,8318,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC44->DC22,DC44,DC22,0,19460,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC45->DC22,DC45,DC22,0,11886,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC46->DC17,DC46,DC17,0,14835,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC47->DC22,DC47,DC22,0,12322,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC48->DC22,DC48,DC22,0,2036,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC50->DC17,DC50,DC17,0,1381,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC51->DC48,DC51,DC48,0,37260,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC58->DC51,DC58,DC51,0,11,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC64->DC3,DC64,DC3,0,23067,505833,True
new_first_min_changed_plus_2,2023-01-04,open_line,DC7->DC64,DC7,DC64,0,1852,505833,True
new_first_min_changed_plus_2,2023-01-05,close_line,DC14->DC9,DC14,DC9,177512,0,439995,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC15->DC9,DC15,DC9,32912,0,80194,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC25->DC9,DC25,DC9,111,0,126037,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC26->DC9,DC26,DC9,13172,0,27912,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC41->DC9,DC41,DC9,8016,0,29520,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC42->DC9,DC42,DC9,1551,0,15464,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC43->DC9,DC43,DC9,3667,0,27588,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC44->DC9,DC44,DC9,31213,0,124459,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC45->DC9,DC45,DC9,5043,0,20473,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC46->DC9,DC46,DC9,18135,0,37361,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC47->DC9,DC47,DC9,7611,0,65326,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC48->DC9,DC48,DC9,18431,0,62978,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC50->DC9,DC50,DC9,3177,0,21217,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC51->DC9,DC51,DC9,20622,0,261337,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC58->DC9,DC58,DC9,23,0,37288,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC7->DC9,DC7,DC9,2986,0,7759,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC9->DC14,DC9,DC14,17664,0,30711,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC9->DC3,DC9,DC3,24093,0,31880,False
new_first_min_changed_plus_2,2023-01-05,close_line,DC9->DC5,DC9,DC5,13018,0,21997,False
new_first_min_changed_plus_2,2023-01-05,open_line,DC14->DC16,DC14,DC16,0,31516,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC14->DC44,DC14,DC44,0,78021,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC14->DC46,DC14,DC46,0,67975,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC15->DC25,DC15,DC25,0,32912,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC18->DC5,DC18,DC5,0,13018,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC25->DC2,DC25,DC2,0,111,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC26->DC49,DC26,DC49,0,13172,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC41->DC37,DC41,DC37,0,8016,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC42->DC6,DC42,DC6,0,1551,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC43->DC52,DC43,DC52,0,3667,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC44->DC15,DC44,DC15,0,31213,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC45->DC59,DC45,DC59,0,5043,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC46->DC17,DC46,DC17,0,18135,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC47->DC19,DC47,DC19,0,7611,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC48->DC71,DC48,DC71,0,18431,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC50->DC11,DC50,DC11,0,3177,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC51->DC59,DC51,DC59,0,20622,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC58->DC54,DC58,DC54,0,23,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC64->DC3,DC64,DC3,0,24093,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC7->DC53,DC7,DC53,0,2986,505833,True
new_first_min_changed_plus_2,2023-01-05,open_line,DC81->DC14,DC81,DC14,0,17664,505833,True
new_first_min_changed_plus_2,2023-01-06,close_line,DC14->DC9,DC14,DC9,79500,0,439995,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC15->DC9,DC15,DC9,16894,0,80194,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC25->DC9,DC25,DC9,82,0,126037,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC26->DC9,DC26,DC9,11403,0,27912,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC41->DC9,DC41,DC9,7446,0,29520,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC42->DC9,DC42,DC9,3802,0,15464,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC43->DC9,DC43,DC9,3002,0,27588,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC44->DC9,DC44,DC9,22453,0,124459,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC45->DC9,DC45,DC9,4649,0,20473,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC46->DC9,DC46,DC9,10013,0,37361,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC47->DC9,DC47,DC9,15028,0,65326,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC48->DC9,DC48,DC9,7847,0,62978,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC50->DC9,DC50,DC9,4644,0,21217,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC51->DC9,DC51,DC9,74935,0,261337,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC58->DC9,DC58,DC9,27,0,37288,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC7->DC9,DC7,DC9,3140,0,7759,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC9->DC14,DC9,DC14,14307,0,30711,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC9->DC3,DC9,DC3,26191,0,31880,False
new_first_min_changed_plus_2,2023-01-06,close_line,DC9->DC5,DC9,DC5,13124,0,21997,False
new_first_min_changed_plus_2,2023-01-06,open_line,DC14->DC51,DC14,DC51,0,79500,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC15->DC21,DC15,DC21,0,16894,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC18->DC5,DC18,DC5,0,13124,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC25->DC48,DC25,DC48,0,82,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC26->DC23,DC26,DC23,0,1387,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC26->DC72,DC26,DC72,0,10016,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC41->DC70,DC41,DC70,0,7446,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC42->DC50,DC42,DC50,0,3802,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC43->DC22,DC43,DC22,0,3002,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC44->DC21,DC44,DC21,0,22453,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC45->DC68,DC45,DC68,0,4649,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC46->DC28,DC46,DC28,0,10012,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC46->DC80,DC46,DC80,0,1,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC47->DC36,DC47,DC36,0,15028,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC48->DC41,DC48,DC41,0,7847,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC50->DC41,DC50,DC41,0,4644,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC51->DC22,DC51,DC22,0,74935,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC58->DC26,DC58,DC26,0,27,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC65->DC3,DC65,DC3,0,26191,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC7->DC60,DC7,DC60,0,3140,505833,True
new_first_min_changed_plus_2,2023-01-06,open_line,DC81->DC14,DC81,DC14,0,14307,505833,True
new_first_min_changed_plus_2,2023-01-07,close_line,DC14->DC9,DC14,DC9,265164,0,439995,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC15->DC9,DC15,DC9,13309,0,80194,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC25->DC9,DC25,DC9,149,0,126037,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC26->DC9,DC26,DC9,9623,0,27912,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC41->DC9,DC41,DC9,17218,0,29520,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC42->DC9,DC42,DC9,5235,0,15464,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC43->DC9,DC43,DC9,3771,0,27588,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC44->DC9,DC44,DC9,34159,0,124459,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC45->DC9,DC45,DC9,4008,0,20473,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC46->DC9,DC46,DC9,12687,0,37361,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC47->DC9,DC47,DC9,31871,0,65326,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC48->DC9,DC48,DC9,8852,0,62978,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC50->DC9,DC50,DC9,3914,0,21217,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC51->DC9,DC51,DC9,25704,0,261337,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC58->DC9,DC58,DC9,44,0,37288,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC7->DC9,DC7,DC9,3490,0,7759,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC9->DC14,DC9,DC14,15518,0,30711,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC9->DC3,DC9,DC3,11981,0,31880,False
new_first_min_changed_plus_2,2023-01-07,close_line,DC9->DC5,DC9,DC5,15383,0,21997,False
new_first_min_changed_plus_2,2023-01-07,open_line,DC14->DC27,DC14,DC27,0,63676,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC14->DC51,DC14,DC51,0,201488,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC15->DC25,DC15,DC25,0,13309,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC18->DC5,DC18,DC5,0,15383,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC25->DC18,DC25,DC18,0,149,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC26->DC49,DC26,DC49,0,9623,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC41->DC15,DC41,DC15,0,17218,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC42->DC11,DC42,DC11,0,5235,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC43->DC51,DC43,DC51,0,3771,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC44->DC18,DC44,DC18,0,34159,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC45->DC20,DC45,DC20,0,4008,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC46->DC26,DC46,DC26,0,12687,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC47->DC16,DC47,DC16,0,31516,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC47->DC22,DC47,DC22,0,355,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC48->DC71,DC48,DC71,0,8852,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC50->DC11,DC50,DC11,0,3914,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC51->DC59,DC51,DC59,0,25704,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC58->DC30,DC58,DC30,0,44,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC64->DC3,DC64,DC3,0,11981,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC7->DC15,DC7,DC15,0,3490,505833,True
new_first_min_changed_plus_2,2023-01-07,open_line,DC81->DC14,DC81,DC14,0,15518,505833,True
new_first_min_changed_plus_2,2023-01-08,close_line,DC14->DC9,DC14,DC9,221090,0,439995,False
