scheme,date,original_edge,demand_type,alternative_origin,alternative_dest,alternative_edge,is_new_opened_line,allocated_volume,unserved_volume
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC33,DC14,DC33->DC14,False,224.23203945159912,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC38,DC14,DC38->DC14,False,10252.854043006897,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC57,DC14,DC57->DC14,False,80.51755905151367,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC6,DC14,DC6->DC14,False,60.77977657318115,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC60,DC14,DC60->DC14,False,2090.8012294769287,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC61,DC14,DC61->DC14,False,11.235008239746094,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC73,DC14,DC73->DC14,False,6983.756232261658,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC74,DC14,DC74->DC14,False,230.78579425811768,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC75,DC14,DC75->DC14,True,2.0,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC14,outbound_from_closed_site,DC77,DC14,DC77->DC14,True,2.0,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC3,outbound_from_closed_site,DC17,DC3,DC17->DC3,False,13775.0,0.0
flow_heuristic_balanced,2023-01-02,DC9->DC5,outbound_from_closed_site,DC17,DC5,DC17->DC5,False,13989.0,0.0
flow_heuristic_balanced,2023-01-03,DC14->DC9,inbound_to_closed_site,DC14,DC73,DC14->DC73,True,212788.0,0.0
flow_heuristic_balanced,2023-01-03,DC15->DC9,inbound_to_closed_site,DC15,DC27,DC15->DC27,True,21802.0,0.0
flow_heuristic_balanced,2023-01-03,DC25->DC9,inbound_to_closed_site,DC25,DC20,DC25->DC20,True,46513.0,0.0
flow_heuristic_balanced,2023-01-03,DC26->DC9,inbound_to_closed_site,DC26,DC42,DC26->DC42,True,14084.0,0.0
flow_heuristic_balanced,2023-01-03,DC41->DC9,inbound_to_closed_site,DC41,DC16,DC41->DC16,True,24173.0,0.0
flow_heuristic_balanced,2023-01-03,DC42->DC9,inbound_to_closed_site,DC42,DC54,DC42->DC54,True,16.0,0.0
flow_heuristic_balanced,2023-01-03,DC43->DC9,inbound_to_closed_site,DC43,DC25,DC43->DC25,True,7014.0,0.0
flow_heuristic_balanced,2023-01-03,DC44->DC9,inbound_to_closed_site,DC44,DC69,DC44->DC69,True,2654.0,0.0
flow_heuristic_balanced,2023-01-03,DC45->DC9,inbound_to_closed_site,DC45,DC46,DC45->DC46,True,5870.0,0.0
flow_heuristic_balanced,2023-01-03,DC46->DC9,inbound_to_closed_site,DC46,DC20,DC46->DC20,True,16523.0,0.0
flow_heuristic_balanced,2023-01-03,DC47->DC9,inbound_to_closed_site,DC47,DC18,DC47->DC18,True,4983.0,0.0
flow_heuristic_balanced,2023-01-03,DC48->DC9,inbound_to_closed_site,DC48,DC60,DC48->DC60,True,72.0,0.0
flow_heuristic_balanced,2023-01-03,DC50->DC9,inbound_to_closed_site,DC50,DC20,DC50->DC20,True,19.0,0.0
flow_heuristic_balanced,2023-01-03,DC51->DC9,inbound_to_closed_site,DC51,DC25,DC51->DC25,True,13613.0,0.0
flow_heuristic_balanced,2023-01-03,DC58->DC9,inbound_to_closed_site,DC58,DC72,DC58->DC72,True,593.0,0.0
flow_heuristic_balanced,2023-01-03,DC7->DC9,inbound_to_closed_site,DC7,DC69,DC7->DC69,True,2557.0,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC20,DC14,DC20->DC14,False,7283.528716802597,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC24,DC14,DC24->DC14,False,2.474409341812134,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC31,DC14,DC31->DC14,False,681.5554702281952,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC33,DC14,DC33->DC14,False,237.04841494560242,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC38,DC14,DC38->DC14,False,11094.738295793533,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC39,DC14,DC39->DC14,False,1.4846456050872803,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC49,DC14,DC49->DC14,False,3054.9057734012604,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC53,DC14,DC53->DC14,False,720.1093907356262,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC70,DC14,DC70->DC14,False,52.95235991477966,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC71,DC14,DC71->DC14,False,683.2204399108887,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC73,DC14,DC73->DC14,False,7840.005322217941,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC14,outbound_from_closed_site,DC74,DC14,DC74->DC14,False,243.9767611026764,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC3,outbound_from_closed_site,DC17,DC3,DC17->DC3,False,14586.0,0.0
flow_heuristic_balanced,2023-01-03,DC9->DC5,outbound_from_closed_site,DC17,DC5,DC17->DC5,False,13590.0,0.0
flow_heuristic_balanced,2023-01-04,DC14->DC9,inbound_to_closed_site,DC14,DC47,DC14->DC47,True,107453.0,0.0
flow_heuristic_balanced,2023-01-04,DC15->DC9,inbound_to_closed_site,DC15,DC60,DC15->DC60,True,10895.0,0.0
flow_heuristic_balanced,2023-01-04,DC25->DC9,inbound_to_closed_site,DC25,DC53,DC25->DC53,True,5311.0,0.0
flow_heuristic_balanced,2023-01-04,DC26->DC9,inbound_to_closed_site,DC26,DC41,DC26->DC41,True,15219.0,0.0
flow_heuristic_balanced,2023-01-04,DC41->DC9,inbound_to_closed_site,DC41,DC30,DC41->DC30,True,5551.0,0.0
flow_heuristic_balanced,2023-01-04,DC42->DC9,inbound_to_closed_site,DC42,DC16,DC42->DC16,True,4002.0,0.0
flow_heuristic_balanced,2023-01-04,DC43->DC9,inbound_to_closed_site,DC43,DC60,DC43->DC60,True,8318.0,0.0
flow_heuristic_balanced,2023-01-04,DC44->DC9,inbound_to_closed_site,DC44,DC28,DC44->DC28,True,19460.0,0.0
flow_heuristic_balanced,2023-01-04,DC45->DC9,inbound_to_closed_site,DC45,DC71,DC45->DC71,True,11886.0,0.0
flow_heuristic_balanced,2023-01-04,DC46->DC9,inbound_to_closed_site,DC46,DC47,DC46->DC47,True,14835.0,0.0
flow_heuristic_balanced,2023-01-04,DC47->DC9,inbound_to_closed_site,DC47,DC27,DC47->DC27,True,12322.0,0.0
flow_heuristic_balanced,2023-01-04,DC48->DC9,inbound_to_closed_site,DC48,DC72,DC48->DC72,True,2036.0,0.0
flow_heuristic_balanced,2023-01-04,DC50->DC9,inbound_to_closed_site,DC50,DC47,DC50->DC47,True,1381.0,0.0
flow_heuristic_balanced,2023-01-04,DC51->DC9,inbound_to_closed_site,DC51,DC48,DC51->DC48,True,37260.0,0.0
flow_heuristic_balanced,2023-01-04,DC58->DC9,inbound_to_closed_site,DC58,DC60,DC58->DC60,True,11.0,0.0
flow_heuristic_balanced,2023-01-04,DC7->DC9,inbound_to_closed_site,DC7,DC69,DC7->DC69,True,1852.0,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC18,DC14,DC18->DC14,False,5406.565747261047,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC24,DC14,DC24->DC14,False,1.6922056674957275,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC28,DC14,DC28->DC14,False,1796.3385286331177,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC29,DC14,DC29->DC14,True,1158.0,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC31,DC14,DC31->DC14,False,346.5911223888397,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC33,DC14,DC33->DC14,False,162.1133029460907,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC49,DC14,DC49->DC14,False,2089.197117090225,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC53,DC14,DC53->DC14,False,385.5292363166809,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC61,DC14,DC61->DC14,False,8.122587203979492,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC66,DC14,DC66->DC14,False,20.644909143447876,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC74,DC14,DC74->DC14,False,166.85147881507874,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC76,DC14,DC76->DC14,False,1.353764533996582,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC79,DC14,DC79->DC14,True,2.0,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC14,outbound_from_closed_site,DC81,DC14,DC81->DC14,True,18035.0,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC3,outbound_from_closed_site,DC65,DC3,DC65->DC3,True,23067.0,0.0
flow_heuristic_balanced,2023-01-04,DC9->DC5,outbound_from_closed_site,DC17,DC5,DC17->DC5,False,11327.0,0.0
flow_heuristic_balanced,2023-01-05,DC14->DC9,inbound_to_closed_site,DC14,DC8,DC14->DC8,False,177512.0,0.0
flow_heuristic_balanced,2023-01-05,DC15->DC9,inbound_to_closed_site,DC15,DC62,DC15->DC62,False,32912.0,0.0
flow_heuristic_balanced,2023-01-05,DC25->DC9,inbound_to_closed_site,DC25,DC8,DC25->DC8,False,111.0,0.0
flow_heuristic_balanced,2023-01-05,DC26->DC9,inbound_to_closed_site,DC26,DC4,DC26->DC4,False,13172.0,0.0
flow_heuristic_balanced,2023-01-05,DC41->DC9,inbound_to_closed_site,DC41,DC10,DC41->DC10,False,8016.0,0.0
flow_heuristic_balanced,2023-01-05,DC42->DC9,inbound_to_closed_site,DC42,DC8,DC42->DC8,False,1551.0,0.0
flow_heuristic_balanced,2023-01-05,DC43->DC9,inbound_to_closed_site,DC43,DC8,DC43->DC8,False,3667.0,0.0
flow_heuristic_balanced,2023-01-05,DC44->DC9,inbound_to_closed_site,DC44,DC8,DC44->DC8,False,31213.0,0.0
flow_heuristic_balanced,2023-01-05,DC45->DC9,inbound_to_closed_site,DC45,DC35,DC45->DC35,False,5043.0,0.0
flow_heuristic_balanced,2023-01-05,DC46->DC9,inbound_to_closed_site,DC46,DC8,DC46->DC8,False,18135.0,0.0
flow_heuristic_balanced,2023-01-05,DC47->DC9,inbound_to_closed_site,DC47,DC14,DC47->DC14,False,7611.0,0.0
flow_heuristic_balanced,2023-01-05,DC48->DC9,inbound_to_closed_site,DC48,DC8,DC48->DC8,False,18431.0,0.0
flow_heuristic_balanced,2023-01-05,DC50->DC9,inbound_to_closed_site,DC50,DC8,DC50->DC8,False,3177.0,0.0
flow_heuristic_balanced,2023-01-05,DC51->DC9,inbound_to_closed_site,DC51,DC5,DC51->DC5,False,20622.0,0.0
flow_heuristic_balanced,2023-01-05,DC58->DC9,inbound_to_closed_site,DC58,DC10,DC58->DC10,False,23.0,0.0
flow_heuristic_balanced,2023-01-05,DC7->DC9,inbound_to_closed_site,DC7,DC8,DC7->DC8,False,2986.0,0.0
flow_heuristic_balanced,2023-01-05,DC9->DC14,outbound_from_closed_site,DC47,DC14,DC47->DC14,False,17664.0,0.0
flow_heuristic_balanced,2023-01-05,DC9->DC3,outbound_from_closed_site,DC51,DC3,DC51->DC3,False,24093.0,0.0
flow_heuristic_balanced,2023-01-05,DC9->DC5,outbound_from_closed_site,DC51,DC5,DC51->DC5,False,13018.0,0.0
flow_heuristic_balanced,2023-01-06,DC14->DC9,inbound_to_closed_site,DC14,DC47,DC14->DC47,True,79500.0,0.0
flow_heuristic_balanced,2023-01-06,DC15->DC9,inbound_to_closed_site,DC15,DC26,DC15->DC26,True,16894.0,0.0
flow_heuristic_balanced,2023-01-06,DC25->DC9,inbound_to_closed_site,DC25,DC20,DC25->DC20,True,82.0,0.0
flow_heuristic_balanced,2023-01-06,DC26->DC9,inbound_to_closed_site,DC26,DC41,DC26->DC41,True,11403.0,0.0
flow_heuristic_balanced,2023-01-06,DC41->DC9,inbound_to_closed_site,DC41,DC46,DC41->DC46,True,7446.0,0.0
flow_heuristic_balanced,2023-01-06,DC42->DC9,inbound_to_closed_site,DC42,DC11,DC42->DC11,True,3802.0,0.0
flow_heuristic_balanced,2023-01-06,DC43->DC9,inbound_to_closed_site,DC43,DC50,DC43->DC50,True,3002.0,0.0
flow_heuristic_balanced,2023-01-06,DC44->DC9,inbound_to_closed_site,DC44,DC25,DC44->DC25,True,22453.0,0.0
flow_heuristic_balanced,2023-01-06,DC45->DC9,inbound_to_closed_site,DC45,DC44,DC45->DC44,True,4649.0,0.0
flow_heuristic_balanced,2023-01-06,DC46->DC9,inbound_to_closed_site,DC46,DC45,DC46->DC45,True,10013.0,0.0
flow_heuristic_balanced,2023-01-06,DC47->DC9,inbound_to_closed_site,DC47,DC30,DC47->DC30,True,15028.0,0.0
flow_heuristic_balanced,2023-01-06,DC48->DC9,inbound_to_closed_site,DC48,DC42,DC48->DC42,True,7847.0,0.0
flow_heuristic_balanced,2023-01-06,DC50->DC9,inbound_to_closed_site,DC50,DC20,DC50->DC20,True,4644.0,0.0
flow_heuristic_balanced,2023-01-06,DC51->DC9,inbound_to_closed_site,DC51,DC43,DC51->DC43,True,72259.0,0.0
flow_heuristic_balanced,2023-01-06,DC51->DC9,inbound_to_closed_site,DC51,DC48,DC51->DC48,True,2676.0,0.0
flow_heuristic_balanced,2023-01-06,DC58->DC9,inbound_to_closed_site,DC58,DC72,DC58->DC72,True,27.0,0.0
flow_heuristic_balanced,2023-01-06,DC7->DC9,inbound_to_closed_site,DC7,DC46,DC7->DC46,True,3140.0,0.0
flow_heuristic_balanced,2023-01-06,DC9->DC14,outbound_from_closed_site,DC23,DC14,DC23->DC14,False,4565.304151535034,0.0
flow_heuristic_balanced,2023-01-06,DC9->DC14,outbound_from_closed_site,DC30,DC14,DC30->DC14,False,555.502861738205,0.0
flow_heuristic_balanced,2023-01-06,DC9->DC14,outbound_from_closed_site,DC38,DC14,DC38->DC14,False,9186.19298672676,0.0
flow_heuristic_balanced,2023-01-06,DC9->DC3,outbound_from_closed_site,DC64,DC3,DC64->DC3,True,26191.0,0.0
flow_heuristic_balanced,2023-01-06,DC9->DC5,outbound_from_closed_site,DC17,DC5,DC17->DC5,False,13124.0,0.0
flow_heuristic_balanced,2023-01-07,DC14->DC9,inbound_to_closed_site,DC14,DC26,DC14->DC26,True,24410.0,0.0
flow_heuristic_balanced,2023-01-07,DC14->DC9,inbound_to_closed_site,DC14,DC69,DC14->DC69,True,47450.0,0.0
flow_heuristic_balanced,2023-01-07,DC14->DC9,inbound_to_closed_site,DC14,DC73,DC14->DC73,True,193304.0,0.0
flow_heuristic_balanced,2023-01-07,DC15->DC9,inbound_to_closed_site,DC15,DC51,DC15->DC51,True,13309.0,0.0
flow_heuristic_balanced,2023-01-07,DC25->DC9,inbound_to_closed_site,DC25,DC41,DC25->DC41,True,149.0,0.0
flow_heuristic_balanced,2023-01-07,DC26->DC9,inbound_to_closed_site,DC26,DC15,DC26->DC15,True,9623.0,0.0
flow_heuristic_balanced,2023-01-07,DC41->DC9,inbound_to_closed_site,DC41,DC16,DC41->DC16,True,17218.0,0.0
flow_heuristic_balanced,2023-01-07,DC42->DC9,inbound_to_closed_site,DC42,DC50,DC42->DC50,True,5235.0,0.0
flow_heuristic_balanced,2023-01-07,DC43->DC9,inbound_to_closed_site,DC43,DC41,DC43->DC41,True,3771.0,0.0
flow_heuristic_balanced,2023-01-07,DC44->DC9,inbound_to_closed_site,DC44,DC20,DC44->DC20,True,34159.0,0.0
flow_heuristic_balanced,2023-01-07,DC45->DC9,inbound_to_closed_site,DC45,DC41,DC45->DC41,True,4008.0,0.0
flow_heuristic_balanced,2023-01-07,DC46->DC9,inbound_to_closed_site,DC46,DC18,DC46->DC18,True,12687.0,0.0
flow_heuristic_balanced,2023-01-07,DC47->DC9,inbound_to_closed_site,DC47,DC58,DC47->DC58,True,31871.0,0.0
flow_heuristic_balanced,2023-01-07,DC48->DC9,inbound_to_closed_site,DC48,DC16,DC48->DC16,True,8852.0,0.0
flow_heuristic_balanced,2023-01-07,DC50->DC9,inbound_to_closed_site,DC50,DC58,DC50->DC58,True,3914.0,0.0
flow_heuristic_balanced,2023-01-07,DC51->DC9,inbound_to_closed_site,DC51,DC20,DC51->DC20,True,25704.0,0.0
flow_heuristic_balanced,2023-01-07,DC58->DC9,inbound_to_closed_site,DC58,DC42,DC58->DC42,True,44.0,0.0
flow_heuristic_balanced,2023-01-07,DC7->DC9,inbound_to_closed_site,DC7,DC11,DC7->DC11,True,3490.0,0.0
flow_heuristic_balanced,2023-01-07,DC9->DC14,outbound_from_closed_site,DC57,DC14,DC57->DC14,False,106.53631210327148,0.0
flow_heuristic_balanced,2023-01-07,DC9->DC14,outbound_from_closed_site,DC6,DC14,DC6->DC14,False,80.52163124084473,0.0
flow_heuristic_balanced,2023-01-07,DC9->DC14,outbound_from_closed_site,DC60,DC14,DC60->DC14,False,3462.28631401062,0.0
flow_heuristic_balanced,2023-01-07,DC9->DC14,outbound_from_closed_site,DC73,DC14,DC73->DC14,False,11866.655742645264,0.0
flow_heuristic_balanced,2023-01-07,DC9->DC14,outbound_from_closed_site,DC75,DC14,DC75->DC14,True,2.0,0.0
flow_heuristic_balanced,2023-01-07,DC9->DC3,outbound_from_closed_site,DC17,DC3,DC17->DC3,False,11981.0,0.0
flow_heuristic_balanced,2023-01-07,DC9->DC5,outbound_from_closed_site,DC8,DC5,DC8->DC5,False,15383.0,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC18,DC14->DC18,True,74375.17708683014,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC2,DC14->DC2,True,250.0,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC21,DC14->DC21,False,2.4995970726013184,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC30,DC14->DC30,False,1.0292458534240723,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC38,DC14->DC38,False,0.2940702438354492,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC59,DC14->DC59,True,26685.0,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC60,DC14->DC60,True,39801.0,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC66,DC14->DC66,True,587.0,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC69,DC14->DC69,True,47599.0,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC71,DC14->DC71,True,21773.0,0.0
flow_heuristic_balanced,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC72,DC14->DC72,True,10016.0,0.0
flow_heuristic_balanced,2023-01-08,DC15->DC9,inbound_to_closed_site,DC15,DC21,DC15->DC21,True,20290.0,0.0
flow_heuristic_balanced,2023-01-08,DC25->DC9,inbound_to_closed_site,DC25,DC45,DC25->DC45,True,120.0,0.0
