month,day_offset_from_march_21,solar_time,solar_altitude_deg,dni_kw_m2,avg_optical_efficiency,avg_cosine_efficiency,avg_shadow_blocking_efficiency,avg_truncation_efficiency,field_power_mw,unit_area_power_kw_m2,required_neighbor_radius_m
3,0,12.0,50.60000000000001,1.030801341050838,0.6005758257548022,0.7793171559227529,0.9384995075214899,0.9344681701416416,38.89025170923183,0.6190743665907645,35.68912057918847
3,0,13.5,45.55416437870154,1.0147803402321798,0.5922026751812002,0.770035355571792,0.9373063664040114,0.9344623186580503,37.75203281523026,0.6009556322067854,35.68912057918847
3,0,15.0,33.12073905193114,0.9548220128815967,0.5686683591963666,0.7431561096484752,0.9321095988538682,0.9381817797598289,34.109819373436636,0.5429770673899497,35.68912057918847
4,31,9.0,41.57337310310389,0.9992774792374354,0.5825219686077702,0.7620274592595899,0.9321151952005731,0.9355078706007265,36.56759012143012,0.582101084390801,35.68912057918847
4,31,10.5,55.854864217350375,1.0440430323468195,0.6080921752204743,0.7879034843255511,0.9370836318051576,0.9351150994589439,39.882809717762676,0.6348743985635574,35.68912057918847
4,31,12.0,62.27879686673626,1.0564526886101677,0.618799130904919,0.7968379466321319,0.93893602256447,0.9370012067901575,41.067444588910874,0.6537320055541368,35.68912057918847
4,31,13.5,55.854864217350375,1.0440430323468195,0.6094208238360079,0.7879034873777981,0.9382722958452722,0.9352099673748222,39.96995150658094,0.6362615648930426,35.68912057918847
4,31,15.0,41.57337310310389,0.9992774792374354,0.584284452102481,0.7620274660901867,0.9332848316618911,0.9355360188905256,36.67822933763755,0.5838622944545934,35.68912057918847
5,61,9.0,47.04822444326277,1.0199091178996695,0.5922501590207767,0.7728867911346117,0.9331314917621777,0.9347666359247808,37.945876806850315,0.6040413372628194,35.68912057918847
5,61,10.5,62.76513036365249,1.0572471411640105,0.6185513650271711,0.797442547288128,0.9375492478510029,0.9369769757790941,41.08187162807774,0.653961662338073,35.68912057918847
5,61,12.0,70.79419234787487,1.067847324679981,0.6294767236926244,0.805926208466293,0.9389203527936962,0.9398692783014947,42.22666392027795,0.6721850353434885,35.68912057918847
5,61,13.5,62.76513036365249,1.0572471411640105,0.6197656373678136,0.797442550349473,0.9386248656876791,0.9370344665179616,41.16251906213136,0.6552454482988118,35.68912057918847
5,61,15.0,47.04822444326277,1.0199091178996695,0.5939316339893472,0.7728867977030947,0.9341298800143266,0.9348918311772684,38.053610069626764,0.6057562889147845,35.68912057918847
6,92,9.0,48.9252690216093,1.0258814453378147,0.5955421601486641,0.7763468612676605,0.9335624104584527,0.9346713754146476,38.380234059451375,0.6109556520129158,35.68912057918847
6,92,10.5,65.1659979065255,1.0608998716279545,0.62178903348318,0.8002766854595716,0.9376522206303725,0.937719943134017,41.43958400248011,0.6596559058019756,35.68912057918847
6,92,12.0,74.04792869349822,1.0709280787201523,0.6328064006929731,0.8085469776207052,0.9389035637535816,0.9409787694377545,42.57249477672299,0.6776901428959407,35.68912057918847
6,92,13.5,65.1659979065255,1.0608998716279545,0.622999364227602,0.8002766884842225,0.9387009760028653,0.9377616552324983,41.5202473784057,0.6609399455333604,35.68912057918847
6,92,15.0,48.9252690216093,1.0258814453378147,0.597151224862994,0.7763468676617695,0.9345014774355301,0.9348043898014963,38.48393163870818,0.6126063616476947,35.68912057918847
7,122,9.0,46.98556032732384,1.0197008955484417,0.5921469726554578,0.7727689180760932,0.9331348495702005,0.9347613398253309,37.931519990026985,0.6038127983130689,35.68912057918847
7,122,10.5,62.68508886016276,1.057117685320367,0.618433801795334,0.797343744545537,0.9375470093123209,0.9369444487478825,41.06903415626476,0.6537573090777581,35.68912057918847
7,122,12.0,70.68941688781499,1.0677372307309512,0.6293658603956045,0.8058339077349466,0.9389080408309456,0.9398496340105577,42.214874211449356,0.6719973608954053,35.68912057918847
7,122,13.5,62.68508886016276,1.057117685320367,0.6196713043462924,0.7973437476077111,0.9386091959169054,0.9370474755880015,41.15121439024653,0.6550654949100053,35.68912057918847
7,122,15.0,46.98556032732384,1.0197008955484417,0.5938176004734335,0.7727689246495609,0.9341332378223496,0.9348771706297768,38.03853641567763,0.6055163389951868,35.68912057918847
8,153,9.0,41.216391476338735,0.9977427318250119,0.5819065205940714,0.7612808223651801,0.9320648280802293,0.9356272152082303,36.47285235575756,0.5805930015243165,35.68912057918847
8,153,10.5,55.411067633042705,1.043041987249685,0.6073715096914013,0.78722208931519,0.9370343839541547,0.9350174391302747,39.79734862987959,0.6335139864673606,35.68912057918847
8,153,12.0,61.75778607165376,1.0555804546135887,0.6180703544681158,0.7961788984925836,0.938934903295129,0.9368460537582392,40.985211964980564,0.6524229857526355,35.68912057918847
8,153,13.5,55.411067633042705,1.043041987249685,0.6087150684983422,0.7872220923616279,0.938238717765043,0.9351208135029492,39.885383839617596,0.634915374715339,35.68912057918847
8,153,15.0,41.216391476338735,0.9977427318250119,0.5836427146113977,0.7612808292016686,0.9332232718481376,0.935617113491457,36.58167386885943,0.5823252764861419,35.68912057918847
9,184,9.0,32.67375673437458,0.9519102814913561,0.5657850495004281,0.7420918544863451,0.9303624194126074,0.938517002878714,33.833382372181816,0.5385766057335533,35.68912057918847
9,184,10.5,45.02000013953847,1.0128606871270214,0.590003596385083,0.7689952272370966,0.936024803008596,0.9347188324612474,37.54069476599901,0.5975914480420089,35.68912057918847
9,184,12.0,50.01130914324605,1.0291138673157423,0.59955874729468,0.7782857297680715,0.9384323513610315,0.9344043918640803,38.760833370218776,0.6170142211114099,35.68912057918847
9,184,13.5,45.02000013953847,1.0128606871270214,0.5912748017605288,0.7689952299775275,0.9372157055873925,0.9345566246689674,37.62157890514137,0.5988790019920625,35.68912057918847
9,184,15.0,32.67375673437458,0.9519102814913561,0.5677913513297762,0.742091861091281,0.931987598495702,0.9383852232522608,33.95335722306605,0.5404864250726846,35.68912057918847
10,214,9.0,23.853931277968695,0.8773667250613628,0.5442549048614875,0.719877277873434,0.9220865419054441,0.9436640475468884,29.997250033219295,0.47751114347690693,35.68912057918847
10,214,10.5,34.63479616533371,0.9642046537630657,0.5709678177589105,0.7467134392688765,0.9343279906876791,0.9373874068400023,34.584283734155484,0.5505298270320835,35.68912057918847
10,214,12.0,38.749055964382315,0.9863991872887538,0.5794144773975085,0.755995590450285,0.9364982539398281,0.9355826346822493,35.90376397078966,0.5715339696082403,35.68912057918847
10,214,13.5,34.63479616533371,0.9642046537630657,0.5723406636446418,0.7467134413813661,0.9356140311604585,0.9371863410500849,34.667438844056,0.5518535314240051,35.68912057918847
10,214,15.0,23.853931277968695,0.8773667250613628,0.5461280076004297,0.7198772834890129,0.9233602704154728,0.943354423904523,30.10048829656991,0.47915454149267606,35.68912057918847
11,245,9.0,16.829321995177068,0.7826585293571621,0.5042216233532396,0.7007578214209316,0.8802247492836677,0.9536337337783233,24.790867311078156,0.3946333542037274,35.68912057918847
11,245,10.5,26.514344921367616,0.9038461636315566,0.5530167172139746,0.7268092016288018,0.9300031339541547,0.9406776124067121,31.40007684462197,0.4998420382779683,35.68912057918847
11,245,12.0,30.100472787851643,0.9337570792998368,0.5620060661088213,0.7358440119692825,0.9337929799426934,0.9385507738535351,32.96650011311859,0.524777142838564,35.68912057918847
11,245,13.5,26.514344921367616,0.9038461636315566,0.5542065708199095,0.726809203036237,0.9310977793696275,0.9403061659278399,31.46763627546238,0.5009174828949758,35.68912057918847
11,245,15.0,16.829321995177068,0.7826585293571621,0.506822076935362,0.7007578256687279,0.8822674158309456,0.9533085114540121,24.91872279508989,0.39666862137997283,35.68912057918847
12,275,9.0,14.404529570653823,0.7386216095866371,0.4838013211835771,0.693926729281709,0.8587795487106017,0.9545565215256019,22.448482666180492,0.35734611057275534,35.68912057918847
12,275,10.5,23.731172661666367,0.8760418877074063,0.5447164028678073,0.7195529827960064,0.9239926575931232,0.9435961055591376,29.97735131806059,0.47719438583350193,35.68912057918847
12,275,12.0,27.15575340690889,0.9096442659768882,0.5550803524449668,0.7284519877952695,0.9316607718481376,0.9398453976927932,31.719429945997195,0.5049256597579942,35.68912057918847
12,275,13.5,23.731172661666367,0.8760418877074063,0.545786628623474,0.7195529839240626,0.9250212661174785,0.9431936000502411,30.036249000044013,0.47813194842476936,35.68912057918847
12,275,15.0,14.404529570653823,0.7386216095866371,0.48659395386156945,0.6939267329317259,0.8606610404727794,0.9542267323005319,22.57806140753563,0.3594088094163583,35.68912057918847
