method,rate_source,start_date,end_date,days,distance_m,natural_increment_m,daily_natural_rate_m_per_day,annualized_rate_m_per_year
pchip,rate_1,2020-07-29,2021-04-16,261,1945.0,0.22015977084106453,0.0008435240262109752,0.3080971505735587
pchip,rate_1,2020-07-29,2021-04-16,261,1950.0,0.24071901949647412,0.0009222950938562227,0.3368682830309853
pchip,rate_1,2020-07-29,2021-04-16,261,1955.0,0.26025389983505676,0.0009971413786783784,0.3642058885622777
pchip,rate_1,2020-07-29,2021-04-16,261,1960.0,0.2903750765462263,0.001112548186000867,0.40635822493681667
pchip,rate_1,2020-07-29,2021-04-16,261,1965.0,0.3216214136893285,0.0012322659528326762,0.450085139272135
pchip,rate_1,2020-07-29,2021-04-16,261,1970.0,0.35326640183404123,0.001353511118138089,0.49436993589993705
pchip,rate_1,2020-07-29,2021-04-16,261,1975.0,0.391586259831044,0.0015003304974369502,0.5479957141888461
pchip,rate_1,2020-07-29,2021-04-16,261,1980.0,0.4254301963784002,0.0016300007524076635,0.5953577748168991
pchip,rate_1,2020-07-29,2021-04-16,261,1985.0,0.4399999999999977,0.0016858237547892633,0.6157471264367784
pchip,rate_1,2020-07-29,2021-04-16,261,1990.0,0.42727864848361463,0.0016370829443816653,0.5979445454354032
pchip,rate_1,2020-07-29,2021-04-16,261,1995.0,0.39589931474319684,0.0015168556120428998,0.5540315122986691
pchip,rate_1,2020-07-29,2021-04-16,261,2000.0,0.35603907999185225,0.0013641344060990508,0.4982500918276783
pchip,rate_1,2020-07-29,2021-04-16,261,2005.0,0.31594878152581174,0.001210531729983953,0.4421467143766388
pchip,rate_1,2020-07-29,2021-04-16,261,2010.0,0.27399330163018476,0.0010497827648666082,0.38343315486752866
pchip,rate_1,2020-07-29,2021-04-16,261,2015.0,0.23540057608447995,0.0009019179160324902,0.32942551883086707
pchip,rate_1,2020-07-29,2021-04-16,261,2020.0,0.18068823449522853,0.000692292086188615,0.25285968448039164
pchip,rate_1,2020-07-29,2021-04-16,261,2025.0,-0.02246938525900788,-8.608959869351678e-05,-0.031444225922807004
pchip,rate_1,2020-07-29,2021-04-16,261,2030.0,-0.29391575199173303,-0.0011261139923054906,-0.41131313568958044
pchip,rate_1,2020-07-29,2021-04-16,261,2035.0,-0.4669461157978887,-0.0017890655777696885,-0.6534562022803787
pchip,rate_1,2020-07-29,2021-04-16,261,2040.0,-0.46287183106188934,-0.0017734552914248634,-0.6477545451929313
pchip,rate_1,2020-07-29,2021-04-16,261,2045.0,-0.38317678980960324,-0.0014681103057839204,-0.5362272891875769
pchip,rate_1,2020-07-29,2021-04-16,261,2050.0,-0.25142918301453676,-0.0009633302031208305,-0.35185635668988335
pchip,rate_2,2021-07-22,2022-04-18,270,1820.0,-0.759999999999998,-0.0028148148148148073,-1.0281111111111083
pchip,rate_2,2021-07-22,2022-04-18,270,1825.0,-0.759999999999998,-0.0028148148148148073,-1.0281111111111083
pchip,rate_2,2021-07-22,2022-04-18,270,1830.0,-0.759999999999998,-0.0028148148148148073,-1.0281111111111083
pchip,rate_2,2021-07-22,2022-04-18,270,1835.0,-0.7536276741010468,-0.0027912136077816547,-1.0194907702422493
pchip,rate_2,2021-07-22,2022-04-18,270,1840.0,-0.7042421483841537,-0.002608304253274643,-0.9526831285085634
pchip,rate_2,2021-07-22,2022-04-18,270,1845.0,-0.6591359665537126,-0.0024412443205693063,-0.8916644880879391
pchip,rate_2,2021-07-22,2022-04-18,270,1850.0,-0.6056218479745041,-0.0022430438813870524,-0.8192717776766208
pchip,rate_2,2021-07-22,2022-04-18,270,1855.0,-0.5577578583590395,-0.00206576984577422,-0.7545224361690339
pchip,rate_2,2021-07-22,2022-04-18,270,1860.0,-0.568238507055085,-0.002104587063166982,-0.7687004248217402
pchip,rate_2,2021-07-22,2022-04-18,270,1865.0,-0.6176240327719711,-0.002287496417673967,-0.8355080665554164
pchip,rate_2,2021-07-22,2022-04-18,270,1870.0,-0.6556304050978596,-0.0024282607596217026,-0.8869222424518268
pchip,rate_2,2021-07-22,2022-04-18,270,1875.0,-0.6531195335277005,-0.0024189612352877796,-0.8835255911888615
pchip,rate_2,2021-07-22,2022-04-18,270,1880.0,-0.5900000000000034,-0.002185185185185198,-0.7981388888888936
pchip,rate_2,2021-07-22,2022-04-18,270,1885.0,-0.496268221574347,-0.0018380304502753594,-0.671340621963075
pchip,rate_2,2021-07-22,2022-04-18,270,1890.0,-0.425827533172054,-0.0015771390117483481,-0.5760500240410842
pchip,rate_2,2021-07-22,2022-04-18,270,1895.0,-0.3393678631476007,-0.0012569180116577803,-0.4590893037580043
pchip,rate_2,2021-07-22,2022-04-18,270,1900.0,-0.26323615160350045,-0.0009749487096425943,-0.3561000161969575
pchip,rate_2,2021-07-22,2022-04-18,270,1905.0,-0.2600000000000051,-0.000962962962962982,-0.35172222222222915
pchip,rate_2,2021-07-22,2022-04-18,270,1910.0,-0.2600000000000051,-0.000962962962962982,-0.35172222222222915
pchip,rate_2,2021-07-22,2022-04-18,270,1915.0,-0.27180758017493645,-0.0010066947413886534,-0.3676952542922057
pchip,rate_2,2021-07-22,2022-04-18,270,1920.0,-0.32064139941691394,-0.0011875607385811626,-0.43375655976676963
pchip,rate_2,2021-07-22,2022-04-18,270,1925.0,-0.35854227405247485,-0.0013279343483424994,-0.4850280207320979
pchip,rate_2,2021-07-22,2022-04-18,270,1930.0,-0.35999999999999943,-0.0013333333333333311,-0.4869999999999992
pchip,rate_2,2021-07-22,2022-04-18,270,1935.0,-0.35999999999999943,-0.0013333333333333311,-0.4869999999999992
pchip,rate_2,2021-07-22,2022-04-18,270,1940.0,-0.35999999999999943,-0.0013333333333333311,-0.4869999999999992
pchip,rate_2,2021-07-22,2022-04-18,270,1945.0,-0.37232592592592795,-0.0013789849108367701,-0.5036742386831303
pchip,rate_2,2021-07-22,2022-04-18,270,1950.0,-0.3827144531250042,-0.0014174609375000155,-0.5177276074218806
pchip,rate_2,2021-07-22,2022-04-18,270,1955.0,-0.30291851851852414,-0.0011219204389574969,-0.40978144032922575
pchip,rate_2,2021-07-22,2022-04-18,270,1960.0,-0.2143522135416589,-0.0007938970871913292,-0.28997091109663303
pchip,rate_2,2021-07-22,2022-04-18,270,1965.0,-0.21999999999999886,-0.0008148148148148106,-0.2976111111111096
pchip,rate_2,2021-07-22,2022-04-18,270,1970.0,-0.2533333333333303,-0.0009382716049382604,-0.3427037037036996
pchip,rate_2,2021-07-22,2022-04-18,270,1975.0,-0.2918814814814752,-0.0010810425240054637,-0.3948507818929956
pchip,rate_2,2021-07-22,2022-04-18,270,1980.0,-0.3349088540606573,-0.0012404031631876196,-0.45305725535427804
pchip,rate_2,2021-07-22,2022-04-18,270,1985.0,-0.3756276123059763,-0.0013912133789110233,-0.5081406866472513
pchip,rate_2,2021-07-22,2022-04-18,270,1990.0,-0.39831957307143995,-0.00147525767804237,-0.5388378669049757
pchip,rate_2,2021-07-22,2022-04-18,270,1995.0,-0.4057032492319408,-0.0015026046267849658,-0.5488263399332087
pchip,rate_2,2021-07-22,2022-04-18,270,2000.0,-0.41874788008941977,-0.0015509180744052583,-0.5664728266765205
pchip,rate_2,2021-07-22,2022-04-18,270,2005.0,-0.4666974491383655,-0.0017285090708828352,-0.6313379381399555
pchip,rate_2,2021-07-22,2022-04-18,270,2010.0,-0.5388838477027065,-0.0019958661026026167,-0.7289900939756058
pchip,rate_2,2021-07-22,2022-04-18,270,2015.0,-0.6368743983709706,-0.0023587940680406317,-0.8615495333518407
pchip,rate_2,2021-07-22,2022-04-18,270,2020.0,-0.8063296378239073,-0.0029864060660144717,-1.0907848156117859
pchip,rate_2,2021-07-22,2022-04-18,270,2025.0,-1.0048394760753325,-0.0037216276891678985,-1.359324513468575
pchip,rate_2,2021-07-22,2022-04-18,270,2030.0,-1.16282246392624,-0.004306749866393481,-1.573040388700219
pchip,rate_2,2021-07-22,2022-04-18,270,2035.0,-1.2819962338483606,-0.004748134199438372,-1.7342560163448655
pchip,rate_2,2021-07-22,2022-04-18,270,2040.0,-1.3428502576845105,-0.004973519472905594,-1.8165779874787682
pchip,rate_2,2021-07-22,2022-04-18,270,2045.0,-1.3427787193359748,-0.004973254516059166,-1.8164812119906102
pchip,rate_2,2021-07-22,2022-04-18,270,2050.0,-1.26914618173749,-0.004700541413842556,-1.7168727514059934
pchip,pooled,2020-07-29,2022-04-18,531,1820.0,-1.2650074074074027,-0.002382311501708856,-0.8701392759991597
pchip,pooled,2020-07-29,2022-04-18,531,1825.0,-1.309599999999989,-0.002466290018832371,-0.9008124293785235
pchip,pooled,2020-07-29,2022-04-18,531,1830.0,-1.317851562499989,-0.0024818296845574178,-0.9064882922845968
pchip,pooled,2020-07-29,2022-04-18,531,1835.0,-1.2747722415200258,-0.0024007010198117246,-0.8768560474862325
pchip,pooled,2020-07-29,2022-04-18,531,1840.0,-1.162795389124895,-0.0021898218250939643,-0.7998324216155704
pchip,pooled,2020-07-29,2022-04-18,531,1845.0,-1.0691359665537163,-0.002013438731739579,-0.7354084967678812
pchip,pooled,2020-07-29,2022-04-18,531,1850.0,-0.9822885146411764,-0.0018498842083637973,-0.675670207104877
pchip,pooled,2020-07-29,2022-04-18,531,1855.0,-0.9010911916923803,-0.0016969702291758574,-0.619818376206482
pchip,pooled,2020-07-29,2022-04-18,531,1860.0,-0.8782385070550873,-0.001653933158295833,-0.604099086067553
pchip,pooled,2020-07-29,2022-04-18,531,1865.0,-0.8868832920312357,-0.0016702133559910277,-0.6100454282757228
pchip,pooled,2020-07-29,2022-04-18,531,1870.0,-0.8841489236163794,-0.0016650638862832005,-0.608164584464939
pchip,pooled,2020-07-29,2022-04-18,531,1875.0,-0.8612303421278256,-0.0016219027158716113,-0.5923999669721061
pchip,pooled,2020-07-29,2022-04-18,531,1880.0,-0.7807872022734871,-0.0014704090438295424,-0.5370669032587404
pchip,pooled,2020-07-29,2022-04-18,531,1885.0,-0.6613549130875995,-0.0012454894785077204,-0.4549150320249449
pchip,pooled,2020-07-29,2022-04-18,531,1890.0,-0.5558360320908662,-0.00104677218849504,-0.3823335418478133
pchip,pooled,2020-07-29,2022-04-18,531,1895.0,-0.4042852477198977,-0.0007613658149150616,-0.27808886389772625
pchip,pooled,2020-07-29,2022-04-18,531,1900.0,-0.26397689234424604,-0.0004971316240004633,-0.18157732566616924
pchip,pooled,2020-07-29,2022-04-18,531,1905.0,-0.22000000000000597,-0.00041431261770245945,-0.15132768361582333
pchip,pooled,2020-07-29,2022-04-18,531,1910.0,-0.17925925925926833,-0.0003375880588686786,-0.12330403850178485
pchip,pooled,2020-07-29,2022-04-18,531,1915.0,-0.14478674009287573,-0.0002726680604385607,-0.09959200907518428
pchip,pooled,2020-07-29,2022-04-18,531,1920.0,-0.1306413994169091,-0.00024602900078513957,-0.08986209253677223
pchip,pooled,2020-07-29,2022-04-18,531,1925.0,-0.12408163265305205,-0.0002336753910603617,-0.08534993658479711
pchip,pooled,2020-07-29,2022-04-18,531,1930.0,-0.12421761858622204,-0.00023393148509646337,-0.08544347493148324
pchip,pooled,2020-07-29,2022-04-18,531,1935.0,-0.14378039812787335,-0.00027077287783026997,-0.0988997936275061
pchip,pooled,2020-07-29,2022-04-18,531,1940.0,-0.15545522304936554,-0.00029275936544136637,-0.10693035822745907
pchip,pooled,2020-07-29,2022-04-18,531,1945.0,-0.15216615508486342,-0.0002865652638133021,-0.1046679626078086
pchip,pooled,2020-07-29,2022-04-18,531,1950.0,-0.14199543362853007,-0.00026741136276559334,-0.09767200025013296
pchip,pooled,2020-07-29,2022-04-18,531,1955.0,-0.04266461868346739,-8.034768113647342e-05,-0.029346990535096915
pchip,pooled,2020-07-29,2022-04-18,531,1960.0,0.0760228630045674,0.00014316923353025875,0.05229256254692701
pchip,pooled,2020-07-29,2022-04-18,531,1965.0,0.10162141368932964,0.0001913774269102253,0.0699006051789598
pchip,pooled,2020-07-29,2022-04-18,531,1970.0,0.09993306850071093,0.00018819786911621644,0.06873927169469805
pchip,pooled,2020-07-29,2022-04-18,531,1975.0,0.09970477834956881,0.00018776794416114654,0.06858224160485878
pchip,pooled,2020-07-29,2022-04-18,531,1980.0,0.09052134231774289,0.00017047333769819754,0.06226538659426665
pchip,pooled,2020-07-29,2022-04-18,531,1985.0,0.06437238769402143,0.00012122860206030401,0.04427874690252604
pchip,pooled,2020-07-29,2022-04-18,531,1990.0,0.028959075412174684,5.453686518300317e-05,0.019919590008091907
pchip,pooled,2020-07-29,2022-04-18,531,1995.0,-0.009803934488743948,-1.846315346279463e-05,-0.0067436668022857384
pchip,pooled,2020-07-29,2022-04-18,531,2000.0,-0.06270880009756752,-0.0001180956687336488,-0.043134443004965224
pchip,pooled,2020-07-29,2022-04-18,531,2005.0,-0.1507486676125538,-0.0002838957958805156,-0.10369293944535833
pchip,pooled,2020-07-29,2022-04-18,531,2010.0,-0.2648905460725217,-0.0004988522524906247,-0.18220578522220068
pchip,pooled,2020-07-29,2022-04-18,531,2015.0,-0.40147382228649064,-0.0007560712284114702,-0.2761550161772895
pchip,pooled,2020-07-29,2022-04-18,531,2020.0,-0.6256414033286788,-0.001178232397982446,-0.4303493833630884
pchip,pooled,2020-07-29,2022-04-18,531,2025.0,-1.0273088613343404,-0.0019346682887652362,-0.7066375924715025
pchip,pooled,2020-07-29,2022-04-18,531,2030.0,-1.456738215917973,-0.0027433864706553164,-1.0020219084068542
pchip,pooled,2020-07-29,2022-04-18,531,2035.0,-1.7489423496462493,-0.003293676741330036,-1.2030154297707958
pchip,pooled,2020-07-29,2022-04-18,531,2040.0,-1.8057220887463998,-0.003400606570143879,-1.2420715497450519
pchip,pooled,2020-07-29,2022-04-18,531,2045.0,-1.725955509145578,-0.0032503870228730285,-1.1872038601043737
pchip,pooled,2020-07-29,2022-04-18,531,2050.0,-1.5205753647520268,-0.0028636070899284876,-1.0459324895963802
linear,rate_1,2020-07-29,2021-04-16,261,1820.0,-0.5066666666666677,-0.0019412515964240143,-0.7090421455938712
linear,rate_1,2020-07-29,2021-04-16,261,1825.0,-0.5399999999999991,-0.002068965517241376,-0.7556896551724126
linear,rate_1,2020-07-29,2021-04-16,261,1830.0,-0.5537499999999937,-0.00212164750957852,-0.7749317528735544
linear,rate_1,2020-07-29,2021-04-16,261,1835.0,-0.5047916666666623,-0.0019340676883780165,-0.7064182231800705
linear,rate_1,2020-07-29,2021-04-16,261,1840.0,-0.455833333333338,-0.0017464878671775402,-0.6379046934865965
linear,rate_1,2020-07-29,2021-04-16,261,1845.0,-0.4100000000000037,-0.001570881226053654,-0.5737643678160971
linear,rate_1,2020-07-29,2021-04-16,261,1850.0,-0.37666666666667226,-0.0014431673052362922,-0.5271168582375557
linear,rate_1,2020-07-29,2021-04-16,261,1855.0,-0.3433333333333337,-0.001315453384418903,-0.4804693486590043
linear,rate_1,2020-07-29,2021-04-16,261,1860.0,-0.3100000000000023,-0.0011877394636015412,-0.4338218390804629
linear,rate_1,2020-07-29,2021-04-16,261,1865.0,-0.27666666666667084,-0.0010600255427841794,-0.38717432950192154
linear,rate_1,2020-07-29,2021-04-16,261,1870.0,-0.2433333333333323,-0.0009323116219667904,-0.3405268199233702
linear,rate_1,2020-07-29,2021-04-16,261,1875.0,-0.2023076923076914,-0.0007751252578838752,-0.2831145004420854
linear,rate_1,2020-07-29,2021-04-16,261,1880.0,-0.1830769230769249,-0.0007014441497200188,-0.25620247568523685
linear,rate_1,2020-07-29,2021-04-16,261,1885.0,-0.16384615384615842,-0.0006277630415561625,-0.22929045092838837
linear,rate_1,2020-07-29,2021-04-16,261,1890.0,-0.13142857142857167,-0.0005035577449370562,-0.1839244663382598
linear,rate_1,2020-07-29,2021-04-16,261,1895.0,-0.062380952380955534,-0.0002390074803868028,-0.08729748221127973
linear,rate_1,2020-07-29,2021-04-16,261,1900.0,0.006666666666667709,2.554278416347781e-05,0.00932950191571027
linear,rate_1,2020-07-29,2021-04-16,261,1905.0,0.03999999999999915,0.00015325670498083965,0.05597701149425168
linear,rate_1,2020-07-29,2021-04-16,261,1910.0,0.07333333333333059,0.00028097062579820147,0.10262452107279309
linear,rate_1,2020-07-29,2021-04-16,261,1915.0,0.12095238095238159,0.00046341908410874174,0.16926382047071792
linear,rate_1,2020-07-29,2021-04-16,261,1920.0,0.19000000000000483,0.0007279693486590223,0.2658908045977079
linear,rate_1,2020-07-29,2021-04-16,261,1925.0,0.22571428571428953,0.0008648056923919139,0.31587027914614657
linear,rate_1,2020-07-29,2021-04-16,261,1930.0,0.22928571428571587,0.0008784893267651949,0.3208682266009874
linear,rate_1,2020-07-29,2021-04-16,261,1935.0,0.21142857142857707,0.0008100711548987628,0.2958784893267731
linear,rate_1,2020-07-29,2021-04-16,261,1940.0,0.21857142857142975,0.0008374384236453247,0.30587438423645485
linear,rate_1,2020-07-29,2021-04-16,261,1945.0,0.23375000000000057,0.0008955938697318029,0.32711566091954103
linear,rate_1,2020-07-29,2021-04-16,261,1950.0,0.24937500000000057,0.0009554597701149447,0.3489816810344835
linear,rate_1,2020-07-29,2021-04-16,261,1955.0,0.26499999999999346,0.0010153256704980593,0.3708477011494162
linear,rate_1,2020-07-29,2021-04-16,261,1960.0,0.28999999999999915,0.0011111111111111079,0.40583333333333216
linear,rate_1,2020-07-29,2021-04-16,261,1965.0,0.32124999999999915,0.0012308429118773913,0.4495653735632172
linear,rate_1,2020-07-29,2021-04-16,261,1970.0,0.35176470588235276,0.001347757493802118,0.49226842461122355
linear,rate_1,2020-07-29,2021-04-16,261,1975.0,0.3811764705882297,0.0014604462474644814,0.5334279918864019
linear,rate_1,2020-07-29,2021-04-16,261,1980.0,0.4105882352941137,0.0015731350011268725,0.5745875591615902
linear,rate_1,2020-07-29,2021-04-16,261,1985.0,0.4399999999999977,0.0016858237547892633,0.6157471264367784
linear,rate_1,2020-07-29,2021-04-16,261,1990.0,0.4105882352941137,0.0015731350011268725,0.5745875591615902
linear,rate_1,2020-07-29,2021-04-16,261,1995.0,0.3811764705882297,0.0014604462474644814,0.5334279918864019
linear,rate_1,2020-07-29,2021-04-16,261,2000.0,0.35176470588235276,0.001347757493802118,0.49226842461122355
linear,rate_1,2020-07-29,2021-04-16,261,2005.0,0.30470588235294116,0.0011674554879423033,0.42641311697092626
linear,rate_1,2020-07-29,2021-04-16,261,2010.0,0.2635294117647007,0.0010096912328149451,0.3687897227856587
linear,rate_1,2020-07-29,2021-04-16,261,2015.0,0.23411764705882376,0.0008970024791525815,0.32763015551048036
linear,rate_1,2020-07-29,2021-04-16,261,2020.0,0.16352941176470637,0.0006265494703628597,0.2288471940500345
linear,rate_1,2020-07-29,2021-04-16,261,2025.0,-0.060000000000002274,-0.0002298850574712731,-0.0839655172413825
linear,rate_1,2020-07-29,2021-04-16,261,2030.0,-0.23647058823529932,-0.0009060175794455913,-0.3309229208925022
linear,rate_1,2020-07-29,2021-04-16,261,2035.0,-0.41294117647058926,-0.0015821501014198823,-0.577880324543612
linear,rate_1,2020-07-29,2021-04-16,261,2040.0,-0.44080495356037375,-0.001688907868047409,-0.6168735988043161
linear,rate_1,2020-07-29,2021-04-16,261,2045.0,-0.3101052631579009,-0.0011881427707199268,-0.43396914700545325
linear,rate_1,2020-07-29,2021-04-16,261,2050.0,-0.14905263157894666,-0.0005710828796128225,-0.2085880217785834
linear,rate_2,2021-07-22,2022-04-18,270,1820.0,-0.759999999999998,-0.0028148148148148073,-1.0281111111111083
linear,rate_2,2021-07-22,2022-04-18,270,1825.0,-0.759999999999998,-0.0028148148148148073,-1.0281111111111083
linear,rate_2,2021-07-22,2022-04-18,270,1830.0,-0.759999999999998,-0.0028148148148148073,-1.0281111111111083
linear,rate_2,2021-07-22,2022-04-18,270,1835.0,-0.7446153846153791,-0.0027578347578347375,-1.0072991452991378
linear,rate_2,2021-07-22,2022-04-18,270,1840.0,-0.7061538461538461,-0.0026153846153846153,-0.9552692307692308
linear,rate_2,2021-07-22,2022-04-18,270,1845.0,-0.6543589743589706,-0.0024235517568850762,-0.8852022792022741
linear,rate_2,2021-07-22,2022-04-18,270,1850.0,-0.610769230769229,-0.0022621082621082553,-0.8262350427350402
linear,rate_2,2021-07-22,2022-04-18,270,1855.0,-0.5825641025641062,-0.0021576448243115043,-0.788079772079777
linear,rate_2,2021-07-22,2022-04-18,270,1860.0,-0.5676923076923117,-0.0021025641025641173,-0.7679615384615438
linear,rate_2,2021-07-22,2022-04-18,270,1865.0,-0.6061538461538518,-0.002245014245014266,-0.8199914529914606
linear,rate_2,2021-07-22,2022-04-18,270,1870.0,-0.6446153846153848,-0.002387464387464388,-0.8720213675213677
linear,rate_2,2021-07-22,2022-04-18,270,1875.0,-0.6314285714285717,-0.0023386243386243396,-0.85418253968254
linear,rate_2,2021-07-22,2022-04-18,270,1880.0,-0.5600000000000023,-0.0020740740740740823,-0.7575555555555585
linear,rate_2,2021-07-22,2022-04-18,270,1885.0,-0.4885714285714329,-0.0018095238095238255,-0.6609285714285773
linear,rate_2,2021-07-22,2022-04-18,270,1890.0,-0.43417582417582423,-0.0016080586080586083,-0.5873434065934067
linear,rate_2,2021-07-22,2022-04-18,270,1895.0,-0.36549450549451024,-0.0013536833536833713,-0.49443284493285133
linear,rate_2,2021-07-22,2022-04-18,270,1900.0,-0.28142857142857736,-0.0010423280423280644,-0.3807103174603255
linear,rate_2,2021-07-22,2022-04-18,270,1905.0,-0.2600000000000051,-0.000962962962962982,-0.35172222222222915
linear,rate_2,2021-07-22,2022-04-18,270,1910.0,-0.2600000000000051,-0.000962962962962982,-0.35172222222222915
linear,rate_2,2021-07-22,2022-04-18,270,1915.0,-0.28142857142857736,-0.0010423280423280644,-0.3807103174603255
linear,rate_2,2021-07-22,2022-04-18,270,1920.0,-0.31714285714286206,-0.0011746031746031928,-0.42902380952381614
linear,rate_2,2021-07-22,2022-04-18,270,1925.0,-0.35285714285713965,-0.001306878306878295,-0.4773373015872972
linear,rate_2,2021-07-22,2022-04-18,270,1930.0,-0.35999999999999943,-0.0013333333333333311,-0.4869999999999992
linear,rate_2,2021-07-22,2022-04-18,270,1935.0,-0.35999999999999943,-0.0013333333333333311,-0.4869999999999992
linear,rate_2,2021-07-22,2022-04-18,270,1940.0,-0.35999999999999943,-0.0013333333333333311,-0.4869999999999992
linear,rate_2,2021-07-22,2022-04-18,270,1945.0,-0.38666666666666316,-0.0014320987654320857,-0.5230740740740693
linear,rate_2,2021-07-22,2022-04-18,270,1950.0,-0.3637500000000031,-0.0013472222222222338,-0.4920729166666709
linear,rate_2,2021-07-22,2022-04-18,270,1955.0,-0.30333333333332746,-0.001123456790123435,-0.41034259259258465
linear,rate_2,2021-07-22,2022-04-18,270,1960.0,-0.2429166666666589,-0.0008996913580246625,-0.328612268518508
linear,rate_2,2021-07-22,2022-04-18,270,1965.0,-0.21999999999999886,-0.0008148148148148106,-0.2976111111111096
linear,rate_2,2021-07-22,2022-04-18,270,1970.0,-0.2533333333333303,-0.0009382716049382604,-0.3427037037036996
linear,rate_2,2021-07-22,2022-04-18,270,1975.0,-0.28666666666666174,-0.0010617283950617102,-0.38779629629628964
linear,rate_2,2021-07-22,2022-04-18,270,1980.0,-0.3258823529411785,-0.0012069716775599203,-0.4408464052287609
linear,rate_2,2021-07-22,2022-04-18,270,1985.0,-0.388627450980394,-0.0014393609295570147,-0.5257265795206996
linear,rate_2,2021-07-22,2022-04-18,270,1990.0,-0.39970588235294,-0.0014803921568627408,-0.5407132352941161
linear,rate_2,2021-07-22,2022-04-18,270,1995.0,-0.39786764705882405,-0.0014735838779956446,-0.5382265114379092
linear,rate_2,2021-07-22,2022-04-18,270,2000.0,-0.44308823529411967,-0.0016410675381263692,-0.5993999183006563
linear,rate_2,2021-07-22,2022-04-18,270,2005.0,-0.5000735294117646,-0.0018521241830065356,-0.6764883578431371
linear,rate_2,2021-07-22,2022-04-18,270,2010.0,-0.5570588235294096,-0.0020631808278867023,-0.753576797385618
linear,rate_2,2021-07-22,2022-04-18,270,2015.0,-0.6587499999999906,-0.00243981481481478,-0.8911423611110985
linear,rate_2,2021-07-22,2022-04-18,270,2020.0,-0.8274999999999935,-0.0030648148148147906,-1.1194236111111022
linear,rate_2,2021-07-22,2022-04-18,270,2025.0,-0.9962499999999963,-0.003689814814814801,-1.3477048611111062
linear,rate_2,2021-07-22,2022-04-18,270,2030.0,-1.1474999999999937,-0.004249999999999977,-1.5523124999999915
linear,rate_2,2021-07-22,2022-04-18,270,2035.0,-1.2509722222222166,-0.004633230452674876,-1.6922874228394986
linear,rate_2,2021-07-22,2022-04-18,270,2040.0,-1.2683333333333309,-0.004697530864197522,-1.7157731481481449
