design_id,tower_x_m,tower_y_m,width_m,height_m,center_z_m,ground_clearance_m,spacing_clearance_m,rotation_deg,offset_u,offset_v,mirror_count,minimum_center_distance_m,required_problem_distance_m,configured_safe_distance_m,spacing_constraint_satisfied,maximum_site_radius_m,site_constraint_satisfied,minimum_tower_distance_m,tower_exclusion_satisfied,proxy_avg_optical_efficiency,proxy_avg_cosine_efficiency,proxy_avg_shadow_blocking_efficiency,proxy_avg_truncation_efficiency,proxy_field_power_mw,proxy_unit_area_power_kw_m2,proxy_total_area_m2,proxy_mirror_count,screen16_avg_optical_efficiency,screen16_avg_cosine_efficiency,screen16_avg_shadow_blocking_efficiency,screen16_avg_truncation_efficiency,screen16_field_power_mw,screen16_unit_area_power_kw_m2,screen16_total_area_m2,estimated_full_power_mw,estimated_full_unit_area_power_kw_m2
d002,0.0,-60.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3168,11.349999999999934,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5620846038585081,0.7791930476682336,0.9541545836090238,0.8543935885241076,60.398518170579564,0.48035245191410486,125737.92,3168.0,0.48573944901290367,0.7792599581398995,0.7704321864478114,0.9428128021582093,58.59520520051885,0.4660106131906656,125737.92,60.34620149047377,0.4799363747266836
d001,0.0,-60.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3209,11.249999999999988,11.2,11.25,True,349.9711979826114,True,101.24999999999999,True,0.5728872395837853,0.779534609187345,0.9548028070198643,0.8699074584973563,60.38918007632565,0.4895601249957897,123353.96000000002,3209.0,0.4906517599726338,0.7796009129922187,0.774496533187909,0.946398582582947,58.06621536625719,0.4707284254697392,123353.96000000002,59.801403891156134,0.48479516904975023
d067,-15.912701021879911,-47.10767675191164,5.884174301661551,5.850688863359391,4.387080500759105,1.46173606907941,0.05,55.507050566375256,0.9169027246534824,0.7902304567396641,3414,10.93417430166147,10.88417430166155,10.934174301661551,True,349.97062696590586,True,100.08741538506156,True,0.6007151239700818,0.7716823525194657,0.9571778390312551,0.9178612812311496,60.34525799751819,0.5134369258714891,117531.97901590413,3414.0,0.5049558403383609,0.7717582489291862,0.7938055311462605,0.9579162180994709,56.9471741786972,0.48452493232494004,117531.97901590413,58.648922476515814,0.49900395592402635
d090,41.843857979401946,-78.61207452602684,6.234953734884038,6.206243152497335,3.506706384643654,0.40358480839498645,0.05,26.085013020783663,0.9699545865878463,0.982873865403235,3198,11.284953734883961,11.234953734884037,11.284953734884038,True,349.94125254162776,True,100.16763947190896,True,0.5707088133068925,0.7879490302613515,0.9546935234898832,0.85847069772696,60.32748843444022,0.48750016131167123,123748.65327659107,3198.0,0.4848933452441724,0.7880016297071664,0.7597652178444861,0.9432376693428522,57.52425231844614,0.4648475017329962,123748.65327659107,59.24324540068451,0.4787385060932317
d008,20.0,-60.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3167,11.349999999999934,11.3,11.350000000000001,True,349.93973352688363,True,100.88100663653194,True,0.5614823985611914,0.7788873654208419,0.9541466144378562,0.8537802763794496,60.3152899190014,0.4798419987218706,125698.23,3167.0,0.4843717184547521,0.7789544789109097,0.7699074439532679,0.9409119298762495,58.4077853461883,0.4646667287692779,125698.23,60.153180982156705,0.47855233110407924
d005,-20.0,-60.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3167,11.349999999999934,11.3,11.350000000000001,True,349.9397335268837,True,100.88100663653194,True,0.5614823985611913,0.7788873654208421,0.9541466144378562,0.8537802763794496,60.315289919001394,0.47984199872187056,125698.23,3167.0,0.48610532522424993,0.7789544789109096,0.770349831596674,0.9443332436415401,58.62364210251693,0.4663839904708041,125698.23,60.37548817036282,0.48032090961314905
d093,24.336371552199125,-57.70607493817806,5.872419103700667,5.812745752977207,3.1848779824367064,0.27850510594810274,0.05,11.735820583999157,0.0694914972409606,0.09709789324551821,3419,10.922419103700543,10.872419103700668,10.922419103700669,True,349.9882488666261,True,100.3099038782329,True,0.6047549900894306,0.7782251961958936,0.95741583796197,0.916783255463276,60.30936316344509,0.516758074628779,116707.15200100017,3419.0,0.5074306262729469,0.7782935197720066,0.7932174368723798,0.9550225420682792,56.814151612659764,0.48680951114438026,116707.15200100017,58.51192480673371,0.5013568046475186
d025,8.206627098843455,-56.101561868563294,6.320014552259817,6.316394404508173,4.229533687623123,1.0713364853690366,0.05,22.298880871385332,0.5319817690178752,0.5447024647146463,3162,11.370014552259729,11.320014552259817,11.370014552259818,True,349.9593628038576,True,100.10710074252859,True,0.5589077888780527,0.7762750467841404,0.9540631837003269,0.8525225925811505,60.29619622036651,0.47768404038039736,126226.10580070967,3162.0,0.48136797469533343,0.7763448239460722,0.7658374841872234,0.9435803823434279,58.27728174299303,0.4616896114580553,126226.10580070967,60.01877754920167,0.4754862488110144
d078,18.780606742948294,-92.37147962674499,6.437882877420634,6.427927191043272,4.866158435023489,1.6521948395018526,0.05,6.519972123205662,0.15411256719380617,0.10308028291910887,3092,11.487882877420526,11.437882877420634,11.487882877420635,True,349.97630066403684,True,100.02130510649877,True,0.5512519656068675,0.7941430750293237,0.953225248336865,0.8250105085992812,60.23589468790968,0.47076249920265495,127953.89350242018,3092.0,0.4737024016306735,0.7941851869026536,0.7412239920224234,0.9391911339134014,58.13123748589035,0.45431393992548447,127953.89350242018,59.86836906209961,0.46789017061811594
d097,14.967747889459133,-34.62122308090329,6.087345978943631,6.067890073359012,5.137812268788762,2.103867232109256,0.05,33.443514090031385,0.8129568276926875,0.6102723833173513,3292,11.137345978943499,11.087345978943631,11.137345978943632,True,349.9692152235087,True,100.02792518668815,True,0.5786324596603839,0.7649524978052507,0.9557390895321745,0.8924499354645044,60.157984092628894,0.4947294431935603,121597.7438179122,3292.0,0.4871651967980386,0.7650367200866137,0.779381518327258,0.9498900896873255,56.859980718560145,0.4676072016904007,121597.7438179122,58.55912342049961,0.4815806739653786
d102,8.679019259288907,-64.5489130076021,6.199812706746161,6.0966047538444395,4.77088251322464,1.7225801363024202,0.05,49.66582529246807,0.22499370854347944,0.49798923172056675,3227,11.249812706746054,11.199812706746162,11.249812706746162,True,349.99807377755633,True,101.13610318953599,True,0.5762416520391103,0.7804807436350871,0.9555438881635239,0.8733912525302951,60.0540082960314,0.49235281345843107,121973.5251926243,3227.0,0.49093835001869035,0.7805431167676375,0.7721116103708293,0.9488672506248816,57.44132690715558,0.47093274394129786,121973.5251926243,59.157841935310586,0.485005593155455
d011,0.0,-40.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3170,11.349999999999934,11.3,11.350000000000001,True,349.96144568508964,True,100.88100663653194,True,0.5579788440967243,0.7691056930970405,0.954197816900773,0.8577373961121101,60.021885768577704,0.47705590382703894,125817.29999999999,3170.0,0.4851511698700847,0.7691871182439632,0.7794558359621452,0.9423876711485151,58.57664730059968,0.4655691013922543,125817.29999999999,60.32708902617008,0.47948166926305114
d116,-1.6050311923027039,-94.7128260973841,6.373131718579679,6.233793506678193,3.6636829169717906,0.5467861636326941,0.05,3.387253861874342,0.2444074647501111,0.5110121509060264,3139,11.423131718579594,11.373131718579678,11.423131718579679,True,349.90048955096324,True,100.00558346442365,True,0.563623902812956,0.7958459615366892,0.9545758831230038,0.8405570010484322,60.020691521817426,0.4812872673158959,124708.66278376417,3139.0,0.4867462402580756,0.7958877311748825,0.75619391791441,0.9423194768607318,58.21039401417474,0.4667710543501486,124708.66278376417,59.94989101920837,0.4807195400944773
d058,43.9154514670372,-90.0513048376888,5.8600105166435235,5.726886135619133,5.039834138377778,2.176391070568211,0.05,47.132597733289,0.5125990211963654,0.13309119921177626,3427,10.910010516643407,10.860010516643523,10.910010516643524,True,349.9631814600319,True,100.04705854884395,True,0.6104366245176194,0.7920625475887562,0.9579188978292422,0.9105782036853053,59.94342194060645,0.5212072922172932,115008.79369050697,3427.0,0.5047339682004668,0.7921061398593654,0.7724610324871123,0.9586297975468533,55.661030974960795,0.48397195717700286,115008.79369050697,57.32434554820439,0.4984344562596351
