survey_date,distance_m,bed_elevation_m
2016-06-08,2850.0,45.945
2016-06-08,2900.0,45.385
2016-06-08,3000.0,45.235
2016-06-08,3096.0,45.315
2016-06-08,3100.0,44.835
2016-06-08,3170.0,44.355
2016-06-08,3173.0,45.394999999999996
2016-06-08,3200.0,45.125
2016-06-08,3300.0,44.894999999999996
2016-06-08,3400.0,45.065
2016-06-08,3500.0,45.085
2016-06-08,3591.0,45.475
2016-06-08,3594.0,44.294999999999995
2016-06-08,3597.0,45.475
2016-06-08,3600.0,45.155
2016-06-08,3700.0,45.085
2016-06-08,3800.0,45.165
2016-06-08,3900.0,45.184999999999995
2016-06-08,4000.0,45.415
2016-06-08,4100.0,45.475
2016-06-08,4200.0,45.385
2016-06-08,4217.0,45.144999999999996
2016-06-08,4225.0,46.035
2016-06-08,4233.0,43.975
2016-06-08,4241.0,46.095
2016-06-08,4250.0,45.425
2016-06-08,4300.0,45.445
2016-06-08,4400.0,45.165
2016-06-08,4500.0,44.905
2016-06-08,4600.0,45.055
2016-06-08,4700.0,45.074999999999996
2016-06-08,4800.0,45.195
2016-06-08,4900.0,45.035
2016-06-08,5000.0,44.845
2016-06-08,5100.0,44.815
2016-06-08,5200.0,44.995
2016-06-08,5300.0,45.004999999999995
2016-06-08,5400.0,44.745
2016-06-08,5450.0,43.925
2016-06-08,5500.0,43.805
2016-06-08,5600.0,45.175
2016-06-08,5693.0,44.794999999999995
2016-06-08,5695.0,46.085
2016-06-08,5701.0,45.934999999999995
2016-06-08,5709.0,44.245
2016-06-08,5800.0,44.725
2016-06-08,5900.0,42.464999999999996
2016-06-08,5950.0,42.765
2016-06-08,5953.0,41.745
2016-06-08,6008.0,41.824999999999996
2016-06-08,6013.0,42.655
2016-06-08,6074.0,43.324999999999996
2016-06-08,6104.0,51.235
2016-06-08,6132.0,51.044999999999995
2016-06-08,6136.0,48.805
2016-06-08,6139.0,48.254999999999995
2016-06-08,6142.0,48.375
2016-06-08,6153.0,48.335
2016-10-20,0.0,47.754999999999995
2016-10-20,16.0,51.655
2016-10-20,40.0,51.335
2016-10-20,62.0,45.385
2016-10-20,89.0,45.605
2016-10-20,108.0,47.265
2016-10-20,138.0,47.065
2016-10-20,145.0,44.835
2016-10-20,200.0,43.995
2016-10-20,300.0,44.515
2016-10-20,400.0,45.254999999999995
2016-10-20,500.0,45.254999999999995
2016-10-20,600.0,45.285
2016-10-20,700.0,45.275
2016-10-20,800.0,45.445
2016-10-20,900.0,45.605
2016-10-20,950.0,45.595
2016-10-20,966.0,45.445
2016-10-20,974.0,45.964999999999996
2016-10-20,978.0,45.275
2016-10-20,1063.0,45.515
2016-10-20,1146.0,45.205
2016-10-20,1225.0,45.565
2016-10-20,1295.0,45.485
2016-10-20,1357.0,45.785
2016-10-20,1364.0,45.385
2016-10-20,1394.0,45.335
2016-10-20,1426.0,45.635
2016-10-20,1430.0,45.435
2016-10-20,1457.0,45.035
2016-10-20,1475.0,44.535
2016-10-20,1504.0,44.435
2016-10-20,1530.0,45.535
2016-10-20,1552.0,45.735
2016-10-20,1583.0,45.535
2016-10-20,1662.0,43.735
2016-10-20,1691.0,42.435
2016-10-20,1718.0,41.635
2016-10-20,1748.0,41.535
2016-10-20,1805.0,41.535
2016-10-20,1830.0,41.435
2016-10-20,1914.0,41.435
2016-10-20,1988.0,41.135
2016-10-20,2019.0,41.035
2016-10-20,2045.0,41.005
2016-10-20,2064.0,41.235
2016-10-20,2083.0,44.135
2016-10-20,2103.0,44.434999999999995
2016-10-20,2106.0,44.934999999999995
2016-10-20,2145.0,45.225
2016-10-20,2195.0,45.745
2016-10-20,2200.0,47.035
2016-10-20,2250.0,46.945
2016-10-20,2300.0,47.004999999999995
2016-10-20,2350.0,47.004999999999995
2016-10-20,2400.0,46.945
2016-10-20,2439.0,46.544999999999995
2016-10-20,2442.0,47.434999999999995
2016-10-20,2445.0,47.375
2016-10-20,2447.0,46.595
2016-10-20,2500.0,45.905
2016-10-20,2600.0,45.835
2016-10-20,2700.0,45.614999999999995
2016-10-20,2800.0,45.574999999999996
2016-10-20,2850.0,45.644999999999996
2016-10-20,2900.0,45.535
2016-10-20,3000.0,45.504999999999995
2016-10-20,3100.0,45.065
2016-10-20,3200.0,45.294999999999995
2016-10-20,3300.0,45.175
2016-10-20,3400.0,45.235
2016-10-20,3500.0,45.235
2016-10-20,3600.0,45.425
2016-10-20,3700.0,45.285
2016-10-20,3800.0,45.324999999999996
2016-10-20,3900.0,45.464999999999996
2016-10-20,4000.0,45.585
2016-10-20,4100.0,45.614999999999995
2016-10-20,4200.0,45.464999999999996
2016-10-20,4218.0,45.425
2016-10-20,4223.0,46.095
2016-10-20,4236.0,44.345
2016-10-20,4242.0,46.035
2016-10-20,4245.0,45.695
2016-10-20,4300.0,45.675
2016-10-20,4400.0,45.305
2016-10-20,4500.0,45.114999999999995
2016-10-20,4600.0,45.254999999999995
2016-10-20,4700.0,45.315
2016-10-20,4800.0,45.394999999999996
2016-10-20,4900.0,45.275
2016-10-20,5000.0,45.195
2016-10-20,5100.0,45.165
2016-10-20,5200.0,45.235
2016-10-20,5300.0,45.285
2016-10-20,5400.0,44.945
2016-10-20,5450.0,44.464999999999996
2016-10-20,5500.0,44.294999999999995
2016-10-20,5550.0,44.964999999999996
2016-10-20,5600.0,45.445
2016-10-20,5678.0,44.934999999999995
2016-10-20,5698.0,46.015
2016-10-20,5711.0,44.565
2016-10-20,5750.0,44.635
2016-10-20,5800.0,44.995
2016-10-20,5850.0,44.375
2016-10-20,5900.0,42.855
2016-10-20,5960.0,42.394999999999996
2016-10-20,6010.0,43.055
2016-10-20,6045.0,43.905
2016-10-20,6070.0,44.175
2016-10-20,6105.0,53.205
2016-10-20,6116.0,53.175
2016-10-20,6121.0,51.335
2016-10-20,6132.0,49.565
2016-10-20,6136.0,48.805
2016-10-20,6139.0,48.254999999999995
2016-10-20,6142.0,48.375
2016-10-20,6153.0,48.335
2017-05-11,0.0,47.754999999999995
2017-05-11,23.0,53.605
2017-05-11,33.0,53.614999999999995
2017-05-11,61.0,45.535
2017-05-11,77.0,45.464999999999996
2017-05-11,100.0,46.345
2017-05-11,111.0,47.305
2017-05-11,138.0,47.065
2017-05-11,150.0,44.205
2017-05-11,200.0,44.375
2017-05-11,300.0,44.535
2017-05-11,400.0,45.044999999999995
2017-05-11,421.0,45.305
2017-05-11,500.0,45.464999999999996
2017-05-11,600.0,45.455
2017-05-11,700.0,45.455
2017-05-11,800.0,45.595
2017-05-11,900.0,45.695
2017-05-11,950.0,45.644999999999996
2017-05-11,1000.0,45.205
2017-05-11,1100.0,45.004999999999995
2017-05-11,1200.0,45.495
2017-05-11,1300.0,46.044999999999995
2017-05-11,1303.0,45.535
2017-05-11,1339.0,46.085
2017-05-11,1357.0,46.675
2017-05-11,1423.0,46.765
2017-05-11,1442.0,44.765
2017-05-11,1468.0,46.776
2017-05-11,1512.0,45.561
2017-05-11,1542.0,45.061
2017-05-11,1584.0,45.276
2017-05-11,1632.0,46.581
2017-05-11,1636.0,44.816
2017-05-11,1644.0,44.781000000000006
2017-05-11,1683.0,44.481
2017-05-11,1688.0,44.501000000000005
2017-05-11,1690.0,44.466
2017-05-11,1700.0,44.451
2017-05-11,1717.0,44.206
2017-05-11,1734.0,43.906
2017-05-11,1750.0,43.376000000000005
2017-05-11,1766.0,43.056000000000004
2017-05-11,1782.0,42.074000000000005
2017-05-11,1797.0,41.463
2017-05-11,1815.0,41.556000000000004
2017-05-11,1832.0,41.356
2017-05-11,1849.0,41.567
2017-05-11,1866.0,41.256
2017-05-11,1882.0,41.466
2017-05-11,1898.0,41.056
2017-05-11,1914.0,40.958999999999996
2017-05-11,1945.0,41.056
2017-05-11,1960.0,41.156
2017-05-11,1977.0,41.356
2017-05-11,1994.0,41.363
2017-05-11,2010.0,41.259
2017-05-11,2027.0,41.759
2017-05-11,2063.0,41.778999999999996
2017-05-11,2069.0,41.951
2017-05-11,2088.0,41.955999999999996
2017-05-11,2096.0,42.156000000000006
2017-05-11,2157.0,43.056000000000004
2017-05-11,2173.0,43.656000000000006
2017-05-11,2183.0,44.396
2017-05-11,2191.0,45.386
2017-05-11,2201.0,45.956
2017-05-11,2259.0,44.636
2017-05-11,2319.0,44.246
2017-05-11,2346.0,46.714999999999996
2017-05-11,2362.0,48.225
2017-05-11,2372.0,48.324999999999996
2017-05-11,2387.0,46.925
2017-05-11,2400.0,46.824999999999996
2017-05-11,2500.0,46.355
2017-05-11,2600.0,46.445
2017-05-11,2652.0,45.905
2017-05-11,2700.0,46.235
2017-05-11,2800.0,45.975
2017-05-11,2900.0,45.425
2017-05-11,3000.0,45.815
2017-05-11,3100.0,45.535
2017-05-11,3200.0,45.555
2017-05-11,3300.0,45.355
2017-05-11,3400.0,45.294999999999995
2017-05-11,3500.0,45.345
2017-05-11,3600.0,45.464999999999996
2017-05-11,3700.0,45.305
2017-05-11,3800.0,45.375
2017-05-11,3900.0,45.475
2017-05-11,4000.0,45.614999999999995
2017-05-11,4100.0,45.635
2017-05-11,4197.0,45.885
2017-05-11,4200.0,44.235
2017-05-11,4202.0,45.355
2017-05-11,4222.0,45.595
2017-05-11,4224.0,45.975
2017-05-11,4234.0,44.095
2017-05-11,4242.0,46.035
2017-05-11,4250.0,44.934999999999995
2017-05-11,4300.0,45.544999999999995
2017-05-11,4400.0,45.364999999999995
2017-05-11,4500.0,45.155
2017-05-11,4600.0,45.294999999999995
2017-05-11,4700.0,45.455
2017-05-11,4726.0,45.765
2017-05-11,4736.0,44.504999999999995
2017-05-11,4744.0,45.775
2017-05-11,4750.0,45.415
2017-05-11,4800.0,45.405
2017-05-11,4900.0,45.195
2017-05-11,5000.0,45.184999999999995
2017-05-11,5100.0,45.235
2017-05-11,5200.0,45.175
2017-05-11,5300.0,45.355
2017-05-11,5400.0,44.745
2017-05-11,5500.0,44.555
2017-05-11,5600.0,44.805
2017-05-11,5692.0,44.614999999999995
2017-05-11,5695.0,45.675
2017-05-11,5700.0,45.515
2017-05-11,5703.0,44.544999999999995
2017-05-11,5750.0,44.114999999999995
2017-05-11,5800.0,44.975
2017-05-11,5900.0,43.035
2017-05-11,6000.0,42.824999999999996
2017-05-11,6072.0,44.035
2017-05-11,6103.0,53.254999999999995
2017-05-11,6114.0,53.175
2017-05-11,6123.0,51.305
2017-05-11,6127.0,51.125
2017-05-11,6132.0,49.565
2017-05-11,6136.0,48.805
2017-05-11,6139.0,48.254999999999995
2017-05-11,6142.0,48.375
2017-05-11,6153.0,48.335
2017-09-05,0.0,47.754999999999995
2017-09-05,23.0,53.605
2017-09-05,33.0,53.614999999999995
2017-09-05,61.0,45.535
2017-09-05,77.0,45.464999999999996
2017-09-05,100.0,46.345
2017-09-05,111.0,47.305
2017-09-05,138.0,47.065
2017-09-05,150.0,44.205
2017-09-05,200.0,44.375
2017-09-05,300.0,44.535
2017-09-05,400.0,45.044999999999995
2017-09-05,421.0,45.305
2017-09-05,500.0,45.464999999999996
2017-09-05,600.0,45.455
2017-09-05,700.0,45.455
2017-09-05,800.0,45.595
2017-09-05,900.0,45.695
2017-09-05,950.0,45.644999999999996
2017-09-05,1000.0,45.205
2017-09-05,1100.0,45.004999999999995
2017-09-05,1200.0,45.495
2017-09-05,1300.0,46.044999999999995
2017-09-05,1303.0,45.535
2017-09-05,1339.0,46.085
2017-09-05,1357.0,46.675
2017-09-05,1419.0,46.555
2017-09-05,1422.0,46.555
2017-09-05,1432.0,46.055
2017-09-05,1437.0,45.254999999999995
2017-09-05,1496.0,44.975
2017-09-05,1501.0,44.845
2017-09-05,1541.0,44.245
2017-09-05,1579.0,44.245
2017-09-05,1612.0,44.245
2017-09-05,1630.0,44.145
2017-09-05,1658.0,44.145
2017-09-05,1677.0,44.145
2017-09-05,1693.0,44.245
2017-09-05,1724.0,44.045
2017-09-05,1739.0,43.545
2017-09-05,1775.0,43.245
2017-09-05,1810.0,42.544999999999995
2017-09-05,1825.0,42.445
2017-09-05,1850.0,42.445
2017-09-05,1889.0,42.644999999999996
2017-09-05,1907.0,42.745
2017-09-05,1924.0,42.745
2017-09-05,1952.0,42.644999999999996
2017-09-05,1968.0,42.445
2017-09-05,1991.0,42.544999999999995
2017-09-05,2013.0,42.345
2017-09-05,2038.0,42.245
2017-09-05,2058.0,41.845
2017-09-05,2103.0,42.345
2017-09-05,2178.0,44.345
2017-09-05,2188.0,45.205
2017-09-05,2212.0,46.184999999999995
2017-09-05,2241.0,46.235
2017-09-05,2248.0,47.074999999999996
2017-09-05,2250.0,46.794999999999995
2017-09-05,2256.0,47.555
2017-09-05,2260.0,47.535
2017-09-05,2300.0,47.324999999999996
2017-09-05,2346.0,46.714999999999996
2017-09-05,2362.0,48.225
2017-09-05,2372.0,48.324999999999996
2017-09-05,2387.0,46.925
2017-09-05,2400.0,46.824999999999996
2017-09-05,2500.0,46.355
2017-09-05,2600.0,46.445
2017-09-05,2652.0,45.905
2017-09-05,2700.0,46.235
2017-09-05,2800.0,45.975
2017-09-05,2900.0,45.425
2017-09-05,3000.0,45.815
2017-09-05,3100.0,45.535
2017-09-05,3200.0,45.555
2017-09-05,3300.0,45.355
2017-09-05,3400.0,45.294999999999995
2017-09-05,3500.0,45.345
2017-09-05,3600.0,45.464999999999996
2017-09-05,3700.0,45.305
2017-09-05,3800.0,45.375
2017-09-05,3900.0,45.475
2017-09-05,4000.0,45.614999999999995
2017-09-05,4100.0,45.635
2017-09-05,4197.0,45.885
2017-09-05,4200.0,44.235
2017-09-05,4202.0,45.355
2017-09-05,4222.0,45.595
2017-09-05,4224.0,45.975
2017-09-05,4234.0,44.095
2017-09-05,4242.0,46.035
2017-09-05,4250.0,44.934999999999995
2017-09-05,4300.0,45.544999999999995
2017-09-05,4400.0,45.364999999999995
2017-09-05,4500.0,45.155
2017-09-05,4600.0,45.294999999999995
2017-09-05,4700.0,45.455
2017-09-05,4726.0,45.765
2017-09-05,4736.0,44.504999999999995
2017-09-05,4744.0,45.775
2017-09-05,4750.0,45.415
2017-09-05,4800.0,45.405
2017-09-05,4900.0,45.195
2017-09-05,5000.0,45.184999999999995
2017-09-05,5100.0,45.235
2017-09-05,5200.0,45.175
2017-09-05,5300.0,45.355
2017-09-05,5400.0,44.745
2017-09-05,5500.0,44.555
2017-09-05,5600.0,44.805
2017-09-05,5692.0,44.614999999999995
2017-09-05,5695.0,45.675
2017-09-05,5700.0,45.515
2017-09-05,5703.0,44.544999999999995
2017-09-05,5750.0,44.114999999999995
2017-09-05,5800.0,44.975
2017-09-05,5900.0,43.035
2017-09-05,6000.0,42.824999999999996
2017-09-05,6072.0,44.035
2017-09-05,6103.0,53.254999999999995
2017-09-05,6114.0,53.175
2017-09-05,6123.0,51.305
2017-09-05,6127.0,51.125
2017-09-05,6132.0,49.565
2017-09-05,6136.0,48.805
2017-09-05,6139.0,48.254999999999995
2017-09-05,6142.0,48.375
2017-09-05,6153.0,48.335
2018-09-13,0.0,53.576
2018-09-13,15.0,53.566
2018-09-13,20.0,52.106
2018-09-13,25.0,49.806000000000004
2018-09-13,29.0,47.716
2018-09-13,48.0,45.256
2018-09-13,250.0,44.906000000000006
2018-09-13,350.0,44.646
2018-09-13,450.0,45.336000000000006
2018-09-13,590.0,45.586000000000006
2018-09-13,686.0,45.476000000000006
2018-09-13,871.0,45.756
2018-09-13,996.0,45.636
2018-09-13,1043.0,45.976000000000006
2018-09-13,1150.0,45.526
2018-09-13,1183.0,45.79600000000001
2018-09-13,1287.0,45.746
2018-09-13,1369.0,46.246
2018-09-13,1424.0,46.986000000000004
2018-09-13,1480.0,47.226000000000006
2018-09-13,1485.0,47.246
2018-09-13,1487.0,48.326
2018-09-13,1585.0,48.036
2018-09-13,1589.0,46.826
2018-09-13,1597.0,45.976000000000006
2018-09-13,1636.0,45.326
2018-09-13,1681.0,44.516
2018-09-13,1692.0,43.886
2018-09-13,1703.0,42.836
2018-09-13,1720.0,41.536
2018-09-13,1737.0,41.236
2018-09-13,1753.0,41.536
2018-09-13,1769.0,41.636
2018-09-13,1785.0,41.786
2018-09-13,1800.0,41.886
2018-09-13,1818.0,41.936
2018-09-13,1835.0,41.886
2018-09-13,1852.0,41.886
2018-09-13,1869.0,41.786
2018-09-13,1885.0,41.836
2018-09-13,1901.0,41.786
2018-09-13,1917.0,41.736
2018-09-13,1948.0,41.736
2018-09-13,1963.0,41.686
2018-09-13,1980.0,41.686
2018-09-13,1997.0,41.786
2018-09-13,2013.0,41.936
2018-09-13,2030.0,42.136
2018-09-13,2066.0,42.786
2018-09-13,2072.0,43.886
2018-09-13,2078.0,45.556000000000004
2018-09-13,2091.0,46.466
2018-09-13,2099.0,46.966
2018-09-13,2110.0,45.516000000000005
2018-09-13,2176.0,46.446
2018-09-13,2186.0,48.866
2018-09-13,2194.0,48.846000000000004
2018-09-13,2204.0,45.636
2018-09-13,2262.0,45.516000000000005
2018-09-13,2322.0,45.54600000000001
2018-09-13,2368.0,45.586000000000006
2018-09-13,2390.0,47.596000000000004
2018-09-13,2409.0,46.556000000000004
2018-09-13,2520.0,45.906000000000006
2018-09-13,2570.0,45.79600000000001
2018-09-13,2657.0,46.04600000000001
2018-09-13,2695.0,45.716
2018-09-13,2770.0,45.966
2018-09-13,2870.0,45.606
2018-09-13,2970.0,45.626000000000005
2018-09-13,3045.0,45.196000000000005
2018-09-13,3150.0,45.336000000000006
2018-09-13,3195.0,45.316
2018-09-13,3300.0,45.506
2018-09-13,3381.0,45.446000000000005
2018-09-13,3462.0,45.606
2018-09-13,3562.0,45.566
2018-09-13,3667.0,45.766000000000005
2018-09-13,3702.0,45.586000000000006
2018-09-13,3762.0,46.396
2018-09-13,3902.0,45.646
2018-09-13,4058.0,45.066
2018-09-13,4192.0,45.316
2018-09-13,4292.0,44.386
2018-09-13,4392.0,43.86600000000001
2018-09-13,4492.0,43.79600000000001
2018-09-13,4574.0,44.436
2018-09-13,4583.0,45.986000000000004
2019-04-13,0.0,53.636
2019-04-13,8.7,53.656000000000006
2019-04-13,18.3,53.566
2019-04-13,42.1,45.646
2019-04-13,152.0,44.506
2019-04-13,255.0,44.786
2019-04-13,308.0,44.726000000000006
2019-04-13,375.0,44.906000000000006
2019-04-13,452.0,45.236000000000004
2019-04-13,488.0,45.416000000000004
2019-04-13,490.0,43.926
2019-04-13,521.0,44.246
2019-04-13,581.0,44.29600000000001
2019-04-13,649.0,44.226000000000006
2019-04-13,724.0,44.54600000000001
2019-04-13,795.0,44.36600000000001
2019-04-13,842.0,44.396
2019-04-13,904.0,44.576
2019-04-13,966.0,44.236000000000004
2019-04-13,980.0,46.356
2019-04-13,1008.0,46.186
2019-04-13,1053.0,45.676
2019-04-13,1102.0,45.676
2019-04-13,1144.0,45.706
2019-04-13,1208.0,45.926
2019-04-13,1212.0,44.726000000000006
2019-04-13,1251.0,44.896
2019-04-13,1323.0,44.986000000000004
2019-04-13,1421.0,45.04600000000001
2019-04-13,1422.0,46.676
2019-04-13,1424.0,47.04600000000001
2019-04-13,1425.0,45.276
2019-04-13,1465.0,45.346000000000004
2019-04-13,1480.0,47.226000000000006
2019-04-13,1485.0,47.246
2019-04-13,1487.0,48.326
2019-04-13,1585.0,48.036
2019-04-13,1589.0,46.826
2019-04-13,1597.0,45.976000000000006
2019-04-13,1636.0,44.826
2019-04-13,1681.0,43.106
2019-04-13,1692.0,43.086000000000006
2019-04-13,1703.0,41.036
2019-04-13,1720.0,40.736000000000004
2019-04-13,1737.0,40.436
2019-04-13,1753.0,40.736000000000004
2019-04-13,1769.0,40.836000000000006
2019-04-13,1785.0,40.986000000000004
2019-04-13,1800.0,41.086000000000006
2019-04-13,1818.0,41.136
2019-04-13,1835.0,41.086000000000006
2019-04-13,1852.0,41.086000000000006
2019-04-13,1869.0,40.986000000000004
2019-04-13,1885.0,41.036
2019-04-13,1901.0,40.986000000000004
2019-04-13,1917.0,40.936
2019-04-13,1948.0,40.936
2019-04-13,1963.0,40.886
2019-04-13,1980.0,40.886
2019-04-13,1997.0,40.986000000000004
2019-04-13,2013.0,41.136
2019-04-13,2030.0,41.336000000000006
2019-04-13,2066.0,41.486000000000004
2019-04-13,2072.0,43.086000000000006
2019-04-13,2078.0,45.056000000000004
2019-04-13,2091.0,45.966
2019-04-13,2099.0,47.466
2019-04-13,2110.0,45.016000000000005
2019-04-13,2176.0,44.946000000000005
2019-04-13,2186.0,48.86600000000001
2019-04-13,2194.0,48.846000000000004
2019-04-13,2204.0,45.636
2019-04-13,2262.0,45.516000000000005
2019-04-13,2322.0,45.54600000000001
2019-04-13,2368.0,45.586000000000006
2019-04-13,2372.0,47.476000000000006
2019-04-13,2376.0,47.506
2019-04-13,2378.0,48.226000000000006
2019-04-13,2390.0,47.786
2019-04-13,2399.0,47.36600000000001
2019-04-13,2403.0,46.176
2019-04-13,2408.0,46.196000000000005
2019-04-13,2409.0,46.196000000000005
2019-04-13,2424.0,46.166000000000004
2019-04-13,2464.0,46.086000000000006
2019-04-13,2517.0,45.626000000000005
2019-04-13,2581.0,46.086000000000006
2019-04-13,2657.0,45.986000000000004
2019-04-13,2731.0,45.956
2019-04-13,2796.0,46.056000000000004
2019-04-13,2885.0,45.666000000000004
2019-04-13,2942.0,45.61600000000001
2019-04-13,2996.0,45.656000000000006
2019-04-13,3074.0,45.386
2019-04-13,3145.0,45.206
2019-04-13,3223.0,45.166000000000004
2019-04-13,3295.0,46.086000000000006
2019-04-13,3370.0,45.386
2019-04-13,3458.0,45.376000000000005
2019-04-13,3531.0,45.596000000000004
2019-04-13,3626.0,45.686
2019-04-13,3696.0,45.596000000000004
2019-04-13,3748.0,45.486000000000004
2019-04-13,3751.0,47.006
2019-04-13,3758.0,46.956
2019-04-13,3759.0,45.806000000000004
2019-04-13,3764.0,45.696000000000005
2019-04-13,3766.0,47.126000000000005
2019-04-13,3767.0,47.166000000000004
2019-04-13,3769.0,45.666000000000004
2019-04-13,3830.0,45.626000000000005
2019-04-13,3896.0,45.556000000000004
2019-04-13,3985.0,45.456
2019-04-13,4052.0,44.946000000000005
2019-04-13,4096.0,45.176
2019-04-13,4195.0,45.316
2019-04-13,4197.0,44.806000000000004
2019-04-13,4296.0,44.336000000000006
2019-04-13,4410.0,43.936
2019-04-13,4496.0,43.766000000000005
2019-04-13,4544.0,43.666000000000004
2019-04-13,4583.0,44.726000000000006
2019-04-13,4593.0,45.006
2019-10-15,0.0,52.78
2019-10-15,3.0,53.56
2019-10-15,13.0,53.54
2019-10-15,21.0,49.99
2019-10-15,29.0,49.95
2019-10-15,30.0,50.0
2019-10-15,36.0,46.07
2019-10-15,120.0,44.53
2019-10-15,180.0,44.45
2019-10-15,260.0,44.59
2019-10-15,341.0,44.68
2019-10-15,436.0,44.88
2019-10-15,437.0,44.07
2019-10-15,481.0,44.03
2019-10-15,483.0,45.35
2019-10-15,500.0,45.41
2019-10-15,580.0,45.46
2019-10-15,583.0,44.16
2019-10-15,610.0,44.14
2019-10-15,710.0,44.31
2019-10-15,810.0,44.24
2019-10-15,910.0,44.27
2019-10-15,1000.0,44.25
2019-10-15,1070.0,44.74
2019-10-15,1141.0,45.71
2019-10-15,1158.0,45.78
2019-10-15,1238.0,46.96
2019-10-15,1393.0,46.56
2019-10-15,1399.0,48.16
2019-10-15,1402.0,47.95
2019-10-15,1403.0,47.93
2019-10-15,1406.0,48.23
2019-10-15,1485.0,47.79
2019-10-15,1492.0,47.95
2019-10-15,1497.0,47.32
2019-10-15,1523.0,44.48
2019-10-15,1529.0,45.55
2019-10-15,1554.0,45.54
2019-10-15,1564.0,44.94
2019-10-15,1588.0,45.31
2019-10-15,1599.0,43.71
2019-10-15,1612.0,42.73
2019-10-15,1617.0,42.5
2019-10-15,1632.0,42.28
2019-10-15,1637.0,42.3
2019-10-15,1647.0,42.3
2019-10-15,1652.0,42.09
2019-10-15,1657.0,41.91
2019-10-15,1663.0,41.71
2019-10-15,1667.0,41.58
2019-10-15,1672.0,41.49
2019-10-15,1677.0,41.44
2019-10-15,1682.0,41.54
2019-10-15,1693.0,41.52
2019-10-15,1698.0,41.51
2019-10-15,1703.0,41.47
2019-10-15,1708.0,41.47
2019-10-15,1713.0,41.48
2019-10-15,1718.0,41.46
2019-10-15,1723.0,41.43
2019-10-15,1728.0,41.47
2019-10-15,1734.0,41.49
2019-10-15,1739.0,41.5
2019-10-15,1750.0,41.48
2019-10-15,1755.0,41.44
2019-10-15,1765.0,41.43
2019-10-15,1770.0,41.39
2019-10-15,1775.0,41.39
2019-10-15,1780.0,41.38
2019-10-15,1791.0,41.34
2019-10-15,1796.0,41.34
2019-10-15,1806.0,41.31
2019-10-15,1811.0,41.29
2019-10-15,1816.0,41.23
2019-10-15,1821.0,41.37
2019-10-15,1826.0,41.25
2019-10-15,1831.0,41.15
2019-10-15,1837.0,41.15
2019-10-15,1842.0,41.13
2019-10-15,1847.0,41.04
2019-10-15,1852.0,41.08
2019-10-15,1858.0,41.05
2019-10-15,1863.0,41.04
2019-10-15,1873.0,41.19
2019-10-15,1878.0,40.96
2019-10-15,1889.0,40.92
2019-10-15,1899.0,40.97
2019-10-15,1909.0,40.85
2019-10-15,1914.0,40.77
2019-10-15,1919.0,40.66
