date,mean_flow_m3s,mean_sediment_kgm3,mean_sediment_flux_kg_s,water_volume_m3,sediment_mass_kg,water_volume_1e8_m3,sediment_mass_1e4_t,year,month,day_of_year
2016-01-18,332.7708333333333,0.8370794419143103,278.7096764237118,28751400.0,24080516.0430087,0.287514,2.40805160430087,2016,1,18
2016-01-19,364.375,0.9069803895081252,330.70560198190105,31482000.0,28572964.01123625,0.31482,2.857296401123625,2016,1,19
2016-01-20,363.125,0.8919956137877906,323.9405788737468,31374000.0,27988466.014691725,0.31374,2.7988466014691724,2016,1,20
2016-01-21,362.3958333333333,0.9318024191399906,337.7201587940241,31311000.0,29179021.71980368,0.31311,2.917902171980368,2016,1,21
2016-01-22,329.2291666666667,0.8732605092663972,288.7933363067055,28445400.0,24951744.256899357,0.284454,2.4951744256899357,2016,1,22
2016-01-23,298.0,0.7508762040267531,224.16246189570404,25747200.0,19367636.70778883,0.257472,1.936763670778883,2016,1,23
2016-01-24,266.3125,0.6766875820224695,180.68018713891033,23009400.0,15610768.168801852,0.230094,1.5610768168801852,2016,1,24
2016-01-25,250.77083333333334,0.6749762892197669,170.18955098080468,21666600.0,14704377.204741525,0.216666,1.4704377204741526,2016,1,25
2016-01-26,263.0833333333333,0.8241399544942823,217.18588357799683,22730400.0,18764860.341138925,0.227304,1.8764860341138925,2016,1,26
2016-01-27,271.9583333333333,0.7490103040825941,204.46300523630228,23497200.0,17665603.652416516,0.234972,1.7665603652416517,2016,1,27
2016-01-28,260.6041666666667,0.821231897563691,213.42613092944688,22516200.0,18440017.712304212,0.225162,1.8440017712304213,2016,1,28
2016-01-29,264.3541666666667,0.8406487202861395,219.1510954222483,22840200.0,18934654.64448225,0.228402,1.8934654644482252,2016,1,29
2016-01-30,294.25,0.8257781820732775,243.68627841487378,25423200.0,21054494.455045097,0.254232,2.10544944550451,2016,1,30
2016-01-31,276.3958333333333,0.7974892575966631,221.41031329267483,23880600.0,19129851.068487104,0.238806,1.9129851068487105,2016,1,31
2016-02-01,267.5208333333333,0.7932834244250803,212.57127511201372,23113800.0,18366158.169677984,0.231138,1.8366158169677984,2016,2,32
2016-02-02,317.9375,0.8272737571856784,263.02147397110485,27469800.0,22725055.35110346,0.274698,2.272505535110346,2016,2,33
2016-02-03,310.75,0.8566330953964455,268.91681383705327,26848800.0,23234412.715521403,0.268488,2.32344127155214,2016,2,34
2016-02-04,280.2916666666667,0.7537116830240144,212.39872955834628,24217200.0,18351250.233841117,0.242172,1.8351250233841117,2016,2,35
2016-02-05,281.7291666666667,0.8222702284626502,231.95782800273102,24341400.0,20041156.33943596,0.243414,2.004115633943596,2016,2,36
2016-02-06,314.125,0.8493732102243459,267.56501851031277,27140400.0,23117617.599291023,0.271404,2.3117617599291025,2016,2,37
2016-02-07,303.7916666666667,0.8170197304941279,249.09643559035226,26247600.0,21521932.035006434,0.262476,2.1521932035006435,2016,2,38
2016-02-08,291.3125,0.7633764475235113,222.61503885426325,25169400.0,19233939.357008345,0.251694,1.9233939357008345,2016,2,39
2016-02-09,281.9166666666667,0.8070011017953499,228.1040761346455,24357600.0,19708192.17803337,0.243576,1.970819217803337,2016,2,40
2016-02-10,283.0208333333333,0.7778117621906616,220.6219939816765,24453000.0,19061740.28001685,0.24453,1.906174028001685,2016,2,41
2016-02-11,272.3125,0.7325019801985913,199.59606138262225,23527800.0,17245099.703458562,0.235278,1.7245099703458562,2016,2,42
2016-02-12,268.6041666666667,0.7045210558389424,189.24293947438423,23207400.0,16350589.970586797,0.232074,1.6350589970586797,2016,2,43
2016-02-13,285.1875,0.8327899770525006,237.71304724957932,24640200.0,20538407.282363653,0.246402,2.053840728236365,2016,2,44
2016-02-14,296.75,0.7884884471949695,234.29312681629617,25639200.0,20242926.156927988,0.256392,2.024292615692799,2016,2,45
2016-02-15,301.125,0.7790612088550728,234.55258840765927,26017200.0,20265343.638421763,0.260172,2.0265343638421762,2016,2,46
2016-02-16,303.1458333333333,0.7768257403789449,235.54876949031697,26191800.0,20351413.683963384,0.261918,2.0351413683963386,2016,2,47
2016-02-17,296.3125,0.8154407832803222,241.7255535619083,25601400.0,20885087.827748876,0.256014,2.0885087827748876,2016,2,48
2016-02-18,273.875,0.7241533767344239,200.02408715427194,23662800.0,17282081.130129095,0.236628,1.7282081130129094,2016,2,49
2016-02-19,249.27083333333334,0.671809593339631,167.76912048802697,21537000.0,14495252.010165531,0.21537,1.4495252010165531,2016,2,50
2016-02-20,242.8125,0.6269511385591713,152.27206561998435,20979000.0,13156306.469566647,0.20979,1.3156306469566648,2016,2,51
2016-02-21,242.02083333333334,0.6399380535118611,154.98757377576703,20910600.0,13390926.374226272,0.209106,1.3390926374226273,2016,2,52
2016-02-22,246.375,0.6785003099920183,167.49090538330196,21286800.0,14471214.22511729,0.212868,1.447121422511729,2016,2,53
2016-02-23,242.5,0.6837639244943357,166.10978341184037,20952000.0,14351885.286783008,0.20952,1.4351885286783008,2016,2,54
2016-02-24,234.875,0.6639099690508813,156.60120039135344,20293200.0,13530343.713812938,0.202932,1.3530343713812938,2016,2,55
2016-02-25,244.25,0.652852000187833,159.85433461894095,21103200.0,13811414.511076499,0.211032,1.3811414511076499,2016,2,56
2016-02-26,271.6458333333333,0.7364640369130574,200.31919607088693,23470200.0,17307578.54052463,0.234702,1.730757854052463,2016,2,57
2016-02-27,268.625,0.7385696376429361,198.86908345921927,23209200.0,17182288.810876545,0.232092,1.7182288810876545,2016,2,58
2016-02-28,258.5,0.6755172937331451,174.66746750518226,22334400.0,15091269.192447748,0.223344,1.5091269192447747,2016,2,59
2016-02-29,264.5,0.6967673652151313,184.22659187743724,22852800.0,15917177.538210578,0.228528,1.5917177538210578,2016,2,60
2016-03-01,255.70833333333334,0.6631118889088368,171.31740457986595,22093200.0,14801823.755700419,0.220932,1.4801823755700418,2016,3,61
2016-03-02,345.7083333333333,0.9846485824835757,347.10545004745023,29869200.0,29989910.8840997,0.298692,2.9989910884099698,2016,3,62
2016-03-03,374.7916666666667,1.0447008480077686,398.1900527705073,32382000.0,34403620.55937183,0.32382,3.440362055937183,2016,3,63
2016-03-04,294.8333333333333,0.8626872503297328,251.54075045236922,25473600.0,21733120.8390847,0.254736,2.17331208390847,2016,3,64
2016-03-05,283.7083333333333,0.7795974682151082,221.0922198658781,24512400.0,19102367.79641187,0.245124,1.9102367796411868,2016,3,65
2016-03-06,491.6041666666667,1.5494654743077314,796.3741095718227,42474600.0,68806723.06700549,0.424746,6.880672306700548,2016,3,66
2016-03-07,568.9375,1.7592931159632303,1000.740961576145,49156200.0,86464019.08017893,0.491562,8.646401908017893,2016,3,67
2016-03-08,625.8958333333334,1.8611456383582334,1169.0910293012637,54077400.0,101009464.93162918,0.540774,10.100946493162919,2016,3,68
2016-03-09,649.4375,1.8061916118626984,1174.224149653027,56111400.0,101452966.53002155,0.561114,10.145296653002156,2016,3,69
2016-03-10,672.875,1.9924806164689788,1343.0291872189039,58136400.0,116037721.7757133,0.581364,11.60377217757133,2016,3,70
2016-03-11,649.8541666666666,1.8390347688045123,1198.399203598655,56147400.0,103541691.1909238,0.561474,10.35416911909238,2016,3,71
2016-03-12,671.9166666666666,1.9322335070471492,1321.4157147570475,58053600.0,114170317.7550089,0.580536,11.41703177550089,2016,3,72
2016-03-13,680.8333333333334,1.8960942095783688,1311.117010803656,58824000.0,113280509.73343588,0.58824,11.328050973343588,2016,3,73
2016-03-14,644.625,1.751660646648169,1136.2146574973879,55695600.0,98168946.40777431,0.556956,9.81689464077743,2016,3,74
2016-03-15,628.0625,1.737608139576816,1096.6752495312435,54264600.0,94752741.55949944,0.542646,9.475274155949943,2016,3,75
2016-03-16,657.8125,1.8739757584318333,1235.7286448738494,56835000.0,106766954.91710058,0.56835,10.676695491710058,2016,3,76
2016-03-17,643.3333333333334,1.77193621368062,1139.9625593843853,55584000.0,98492765.13081089,0.55584,9.849276513081088,2016,3,77
2016-03-18,651.8541666666666,1.7957234041595243,1171.8209305395094,56320200.0,101245328.39861362,0.563202,10.124532839861361,2016,3,78
2016-03-19,656.25,1.7953882683639975,1179.2521082539545,56700000.0,101887382.15314166,0.567,10.188738215314165,2016,3,79
2016-03-20,655.2708333333334,1.80581960802638,1184.6490527874141,56615400.0,102353678.16083258,0.566154,10.235367816083258,2016,3,80
2016-03-21,688.1458333333334,2.0309827758482872,1401.1171850709652,59455800.0,121056524.79013139,0.594558,12.10565247901314,2016,3,81
2016-03-22,716.3541666666666,2.11647594339227,1517.730717329642,61893000.0,131131933.97728106,0.61893,13.113193397728107,2016,3,82
2016-03-23,763.8333333333334,2.236183002562979,1709.1785605009725,65995200.0,147673027.62728402,0.659952,14.767302762728402,2016,3,83
2016-03-24,812.6666666666666,2.429329445743659,1976.159973993202,70214400.0,170740221.75301266,0.702144,17.074022175301266,2016,3,84
2016-03-25,796.75,2.316439451971443,1847.285697886071,68839200.0,159605484.29735652,0.688392,15.96054842973565,2016,3,85
2016-03-26,760.1458333333334,2.1332460049954194,1623.60283058662,65676600.0,140279284.56268397,0.656766,14.027928456268397,2016,3,86
2016-03-27,724.6041666666666,2.001409649656027,1453.3637938452002,62605800.0,125570631.7882253,0.626058,12.55706317882253,2016,3,87
2016-03-28,711.6041666666666,1.998394519114622,1424.1023692564452,61482600.0,123042444.70375687,0.614826,12.304244470375687,2016,3,88
2016-03-29,764.4791666666666,2.1887757056710515,1704.6151629820731,66051000.0,147278750.08165112,0.66051,14.727875008165112,2016,3,89
2016-03-30,694.0,1.8906489021730513,1312.538871320623,59961600.0,113403358.48210183,0.599616,11.340335848210183,2016,3,90
2016-03-31,667.625,1.8517656338719994,1237.3553839688668,57682800.0,106907505.1749101,0.576828,10.69075051749101,2016,3,91
2016-04-01,675.6041666666666,1.9017905006996456,1285.7854003432838,58372200.0,111091858.58965972,0.583722,11.109185858965972,2016,4,92
2016-04-02,678.8125,1.839240027812904,1250.7352149339306,58649400.0,108063522.57029161,0.586494,10.806352257029161,2016,4,93
2016-04-03,683.2083333333334,1.9537675939415955,1335.6817169662681,59029200.0,115402900.34588557,0.590292,11.540290034588557,2016,4,94
2016-04-04,706.6041666666666,2.0663155700359286,1459.9768130076527,61050600.0,126141996.64386119,0.610506,12.614199664386119,2016,4,95
2016-04-05,716.0625,2.0531742456096342,1472.7509683473015,61867800.0,127245683.66520685,0.618678,12.724568366520685,2016,4,96
2016-04-06,720.7708333333334,2.0759225967892925,1496.7885867960165,62274600.0,129322533.89917582,0.622746,12.932253389917582,2016,4,97
2016-04-07,726.1041666666666,2.132722941658816,1549.1215446736712,62735400.0,133844101.45980519,0.627354,13.38441014598052,2016,4,98
2016-04-08,722.8958333333334,2.070060478167941,1496.9795783367188,62458200.0,129339035.5682925,0.624582,12.93390355682925,2016,4,99
2016-04-09,731.5625,2.0627178891746407,1511.3357386592431,63207000.0,130579407.8201586,0.63207,13.05794078201586,2016,4,100
2016-04-10,695.5833333333334,1.8793429840480476,1310.2243988608263,60098400.0,113203388.0615754,0.600984,11.32033880615754,2016,4,101
2016-04-11,672.6458333333334,1.8178409410929135,1223.0139634468599,58116600.0,105668406.44180869,0.581166,10.566840644180868,2016,4,102
2016-04-12,702.625,1.9253781219584105,1355.003821531158,60706800.0,117072330.18029206,0.607068,11.707233018029205,2016,4,103
2016-04-13,665.8333333333334,1.6970373735471516,1132.6325736027468,57528000.0,97859454.35927732,0.57528,9.785945435927733,2016,4,104
2016-04-14,645.25,1.697779017244902,1097.8752964814744,55749600.0,94856425.61599939,0.557496,9.485642561599938,2016,4,105
2016-04-15,608.875,1.618192694109477,985.5229517383113,52606800.0,85149183.0301901,0.526068,8.514918303019009,2016,4,106
2016-04-16,600.4583333333334,1.5586437371485744,937.1960334843321,51879600.0,80973737.2930463,0.518796,8.09737372930463,2016,4,107
2016-04-17,604.375,1.553441330771019,939.3488571159733,52218000.0,81159741.2548201,0.52218,8.11597412548201,2016,4,108
2016-04-18,607.0833333333334,1.5741708713948614,957.6493858736867,52452000.0,82740906.93948653,0.52452,8.274090693948652,2016,4,109
2016-04-19,603.375,1.5748061038970091,950.1901148679577,52131600.0,82096425.92459154,0.521316,8.209642592459154,2016,4,110
2016-04-20,587.6875,1.5827000525600559,930.4630845620635,50776200.0,80392010.50616229,0.507762,8.039201050616228,2016,4,111
2016-04-21,566.25,1.4168772460573427,802.1934978700798,48924000.0,69309518.2159749,0.48924,6.93095182159749,2016,4,112
2016-04-22,523.4791666666666,1.354594574214672,709.68556406869,45228600.0,61316832.73553482,0.452286,6.131683273553482,2016,4,113
2016-04-23,503.25,1.2685081115192656,638.4455400901137,43480800.0,55161694.66378582,0.434808,5.5161694663785825,2016,4,114
2016-04-24,500.9166666666667,1.3258241767800627,664.0307470166513,43279200.0,57372256.54223867,0.432792,5.737225654223867,2016,4,115
2016-04-25,537.2916666666666,1.3094394626429209,703.8490648890707,46422000.0,60812559.20641571,0.46422,6.0812559206415715,2016,4,116
2016-04-26,522.6875,1.2852631800691396,671.305132616558,45160200.0,58000763.45807061,0.451602,5.800076345807061,2016,4,117
2016-04-27,504.6666666666667,1.3191116138418866,666.5661985114331,43603200.0,57591319.55138782,0.436032,5.759131955138781,2016,4,118
2016-04-28,479.7083333333333,1.1074648006557333,529.9561744860114,41446800.0,45788213.475591384,0.414468,4.578821347559138,2016,4,119
2016-04-29,485.625,1.155738026787124,561.9089982627762,41958000.0,48548937.44990386,0.41958,4.854893744990386,2016,4,120
2016-04-30,467.3125,1.1445692239398488,534.7107596172006,40375800.0,46199009.630926125,0.403758,4.619900963092612,2016,4,121
2016-05-01,437.1458333333333,1.0449003142725957,456.7329303937272,37769400.0,39461725.18601803,0.377694,3.9461725186018026,2016,5,122
2016-05-02,442.1666666666667,1.0652197697808594,476.1361988776851,38203200.0,41138167.58303199,0.382032,4.113816758303199,2016,5,123
2016-05-03,422.3958333333333,1.026776440210796,434.46967989502315,36495000.0,37538180.34293,0.36495,3.753818034293,2016,5,124
2016-05-04,391.3958333333333,0.9881771908589266,386.80265769171024,33816600.0,33419749.624563765,0.338166,3.3419749624563764,2016,5,125
2016-05-05,371.7708333333333,0.989885605914349,369.17728763424975,32121000.0,31896917.65159918,0.32121,3.189691765159918,2016,5,126
2016-05-06,464.7916666666667,1.0557050676332334,501.275875977143,40158000.0,43310235.68442516,0.40158,4.331023568442516,2016,5,127
2016-05-07,481.25,1.0974773378239713,530.0943337058055,41580000.0,45800150.4321816,0.4158,4.58001504321816,2016,5,128
2016-05-08,458.9166666666667,1.0741762463441449,493.9194241390794,39650400.0,42674638.24561646,0.396504,4.267463824561646,2016,5,129
2016-05-09,474.0208333333333,1.0803920914082024,516.5132528089341,40955400.0,44626745.04269191,0.409554,4.462674504269191,2016,5,130
2016-05-10,451.1041666666667,0.9788861894971098,440.24889484978416,38975400.0,38037504.515021354,0.389754,3.803750451502135,2016,5,131
2016-05-11,421.9375,1.0139707064059242,427.7036970725498,36455400.0,36953599.4270683,0.364554,3.69535994270683,2016,5,132
2016-05-12,423.0833333333333,0.9801226901174216,417.18950264239237,36554400.0,36045173.0283027,0.365544,3.6045173028302697,2016,5,133
2016-05-13,406.1875,0.9410151674951632,383.29171064984075,35094600.0,33116403.80014624,0.350946,3.311640380014624,2016,5,134
2016-05-14,412.9375,0.9724776080479623,402.20928136321805,35677800.0,34750881.90978204,0.356778,3.475088190978204,2016,5,135
2016-05-15,419.3125,0.9180731310612461,385.54527169847387,36228600.0,33311111.474748142,0.362286,3.331111147474814,2016,5,136
2016-05-16,402.8125,0.9024454094154549,363.3046641745823,34803000.0,31389522.98468391,0.34803,3.1389522984683906,2016,5,137
2016-05-17,381.2083333333333,0.9067230015613315,345.66690341215326,32936400.0,29865620.454810042,0.329364,2.986562045481004,2016,5,138
2016-05-18,377.1875,0.8956281618860659,337.7383671966453,32589000.0,29180594.925790153,0.32589,2.9180594925790153,2016,5,139
2016-05-19,371.9583333333333,0.8686448481699897,322.918067368392,32137200.0,27900121.020629067,0.321372,2.7900121020629065,2016,5,140
2016-05-20,373.8125,0.8353044421081669,312.5876965979273,32297400.0,27007576.986060917,0.322974,2.700757698606092,2016,5,141
2016-05-21,367.4375,0.8400672028551458,308.4764733073918,31746600.0,26652367.293758653,0.317466,2.665236729375865,2016,5,142
2016-05-22,357.8958333333333,0.8160160293539072,292.5445813472319,30922200.0,25275851.828400835,0.309222,2.5275851828400837,2016,5,143
2016-05-23,383.2291666666667,0.9088947013880833,349.09452633533346,33111000.0,30161767.07537281,0.33111,3.016176707537281,2016,5,144
2016-05-24,385.7291666666667,0.8498681755151818,327.95942187491175,33327000.0,28335694.049992375,0.33327,2.8335694049992375,2016,5,145
2016-05-25,371.8125,0.8260520943003936,307.2873677246922,32124600.0,26549628.57141341,0.321246,2.654962857141341,2016,5,146
2016-05-26,357.3125,0.7834266488720781,279.86047471162595,30871800.0,24179945.015084483,0.308718,2.4179945015084483,2016,5,147
2016-05-27,343.125,0.7591832240100519,261.29870074876794,29646000.0,22576207.74469355,0.29646,2.257620774469355,2016,5,148
2016-05-28,343.125,0.7581291531819226,259.83912203633025,29646000.0,22450100.143938933,0.29646,2.2450100143938934,2016,5,149
2016-05-29,348.75,0.7706225662459826,268.95935024661037,30132000.0,23238087.861307137,0.30132,2.3238087861307135,2016,5,150
2016-05-30,336.25,0.7508362164783904,252.66518382748708,29052000.0,21830271.882694885,0.29052,2.1830271882694885,2016,5,151
2016-05-31,338.625,0.7974245937013639,270.22397873504923,29257200.0,23347351.762708254,0.292572,2.3347351762708253,2016,5,152
2016-06-01,344.875,0.8152768749734053,280.79872951556706,29797200.0,24261010.230144992,0.297972,2.4261010230144993,2016,6,153
2016-06-02,345.375,0.7957778659951948,274.796961659856,29840400.0,23742457.487411555,0.298404,2.3742457487411555,2016,6,154
2016-06-03,349.375,0.8285493539419578,289.61192644209075,30186000.0,25022470.44459664,0.30186,2.502247044459664,2016,6,155
2016-06-04,354.875,0.8148873892724536,288.9782872614209,30661200.0,24967724.01938677,0.306612,2.496772401938677,2016,6,156
2016-06-05,348.875,0.8281696200505659,288.7236370123116,30142800.0,24945722.237863723,0.301428,2.4945722237863723,2016,6,157
2016-06-06,320.3333333333333,0.7458483383836302,239.12643183467006,27676800.0,20660523.71051549,0.276768,2.066052371051549,2016,6,158
2016-06-07,298.375,0.6939789145254206,206.45166208067522,25779600.0,17837423.603770338,0.257796,1.7837423603770337,2016,6,159
2016-06-08,280.9375,0.6804983301376311,191.2140922028566,24273000.0,16520897.56632681,0.24273,1.652089756632681,2016,6,160
2016-06-09,284.6875,0.6834464069481312,194.44515673917883,24597000.0,16800061.54226505,0.24597,1.680006154226505,2016,6,161
2016-06-10,292.0,0.6870839071242097,200.76858547585255,25228800.0,17346405.78511366,0.252288,1.7346405785113659,2016,6,162
2016-06-11,299.3125,0.7003007515757044,209.3906836374276,25860600.0,18091355.066273745,0.258606,1.8091355066273744,2016,6,163
2016-06-12,296.3541666666667,0.7103399523202506,210.5757808439647,25605000.0,18193747.46491855,0.25605,1.819374746491855,2016,6,164
2016-06-13,296.6458333333333,0.687323635531206,204.0999386227735,25630200.0,17634234.69700763,0.256302,1.763423469700763,2016,6,165
2016-06-14,304.6041666666667,0.6976046606644114,212.61042139882036,26317800.0,18369540.40885808,0.263178,1.836954040885808,2016,6,166
2016-06-15,286.7708333333333,0.6664325122943083,191.57893685303057,24777000.0,16552420.144101841,0.24777,1.655242014410184,2016,6,167
2016-06-16,272.6458333333333,0.6438443237055518,176.59785307123298,23556600.0,15258054.50535453,0.235566,1.525805450535453,2016,6,168
2016-06-17,188.35416666666666,0.5089997519285375,95.90015389326283,16273800.0,8285773.296377908,0.162738,0.8285773296377908,2016,6,169
2016-06-18,204.75,0.5399108523514985,110.70969384540301,17690400.0,9565317.54824282,0.176904,0.956531754824282,2016,6,170
2016-06-19,278.125,0.6724108142213784,191.65281009383543,24030000.0,16558802.79210738,0.2403,1.655880279210738,2016,6,171
2016-06-20,430.1666666666667,1.079280539027381,467.970533980011,37166400.0,40432654.13587295,0.371664,4.043265413587295,2016,6,172
2016-06-21,607.9166666666666,1.660561394430139,1024.1643904189516,52524000.0,88487803.33219741,0.52524,8.848780333219741,2016,6,173
2016-06-22,746.9583333333334,2.0955907750652507,1566.1101061788004,64537200.0,135311913.17384836,0.645372,13.531191317384836,2016,6,174
2016-06-23,764.3541666666666,2.148682801021748,1644.221926862291,66040200.0,142060774.48090193,0.660402,14.206077448090193,2016,6,175
2016-06-24,756.3125,2.118643589143511,1602.7720179884502,65345400.0,138479502.3542021,0.653454,13.847950235420209,2016,6,176
2016-06-25,734.1875,2.010861574777433,1479.6157555615744,63433800.0,127838801.28052002,0.634338,12.783880128052003,2016,6,177
2016-06-26,695.875,1.8362691961050839,1279.6506007096107,60123600.0,110561811.90131037,0.601236,11.056181190131037,2016,6,178
2016-06-27,737.3333333333334,2.034194146198235,1498.970961367041,63705600.0,129511091.06211233,0.637056,12.951109106211232,2016,6,179
2016-06-28,737.5416666666666,1.9604084124444283,1445.7556322947596,63723600.0,124913286.63026723,0.637236,12.491328663026723,2016,6,180
2016-06-29,743.4791666666666,2.0784331075866826,1546.285278580331,64236600.0,133599048.06934059,0.642366,13.35990480693406,2016,6,181
2016-06-30,742.9166666666666,2.00573853742308,1489.943878958364,64188000.0,128731151.14200264,0.64188,12.873115114200264,2016,6,182
2016-07-01,758.7083333333334,2.0720394343929422,1569.6613554674286,65552400.0,135618741.11238584,0.655524,13.561874111238584,2016,7,183
2016-07-02,672.4375,1.7641046402722134,1187.8421056422528,58098600.0,102629557.92749064,0.580986,10.262955792749064,2016,7,184
2016-07-03,577.6666666666666,1.4797296599197993,857.1447912995676,49910400.0,74057309.96828264,0.499104,7.405730996828264,2016,7,185
2016-07-04,527.5416666666666,1.2839696504256093,675.8208367321873,45579600.0,58390920.29366098,0.455796,5.839092029366098,2016,7,186
2016-07-05,618.6458333333334,1.5702454039671778,983.7409773753758,53451000.0,84995220.44523247,0.53451,8.499522044523246,2016,7,187
2016-07-06,775.8333333333334,2.1577845950312873,1679.1317876724206,67032000.0,145076986.45489714,0.67032,14.507698645489713,2016,7,188
2016-07-07,794.1875,2.2993308586043333,1834.4193981469377,68617800.0,158493835.99989542,0.686178,15.849383599989542,2016,7,189
2016-07-08,951.4791666666666,3.036130220062736,2900.646833620003,82207800.0,250615886.42476824,0.822078,25.061588642476824,2016,7,190
2016-07-09,987.7916666666666,3.155325780132831,3118.7822769711133,85345200.0,269462788.7303042,0.853452,26.94627887303042,2016,7,191
2016-07-10,821.7916666666666,2.3589429833343325,1947.4017581982214,71002800.0,168255511.90832633,0.710028,16.825551190832634,2016,7,192
2016-07-11,728.4375,2.003877624227791,1459.9065962911147,62937000.0,126135929.91955231,0.62937,12.613592991955231,2016,7,193
2016-07-12,699.0,1.9139020372521867,1338.1924071641465,60393600.0,115619823.97898225,0.603936,11.561982397898225,2016,7,194
2016-07-13,696.5625,1.9109613742030083,1331.156237954228,60183000.0,115011898.9592453,0.60183,11.50118989592453,2016,7,195
2016-07-14,701.0625,1.8966865846300582,1329.5331988979428,60571800.0,114871668.38478225,0.605718,11.487166838478226,2016,7,196
2016-07-15,744.1875,2.0948489450120036,1560.1109176307511,64297800.0,134793583.2832969,0.642978,13.479358328329692,2016,7,197
2016-07-16,772.3125,2.138082287801773,1653.7074528784633,66727800.0,142880323.92869923,0.667278,14.288032392869923,2016,7,198
2016-07-17,797.0625,2.309564419659727,1841.3153357083522,68866200.0,159089645.00520164,0.688662,15.908964500520163,2016,7,199
2016-07-18,834.1458333333334,2.3605679349557422,1969.8143044161664,72070200.0,170191955.90155676,0.720702,17.019195590155675,2016,7,200
2016-07-19,874.0625,2.529815221493016,2216.1159684686695,75519000.0,191472419.67569304,0.75519,19.147241967569304,2016,7,201
2016-07-20,1012.4791666666666,2.843871981786139,2872.348471843167,87478200.0,248170907.9672496,0.874782,24.817090796724962,2016,7,202
2016-07-21,937.6875,2.2559717386051266,2131.7045557231468,81016200.0,184179273.61447987,0.810162,18.417927361447987,2016,7,203
2016-07-22,928.2083333333334,2.255532684918045,2100.1615622371014,80197200.0,181453958.97728556,0.801972,18.145395897728555,2016,7,204
2016-07-23,1083.8541666666667,3.052719978503839,3342.4392916285155,93645000.0,288786754.79670376,0.93645,28.878675479670374,2016,7,205
2016-07-24,1304.375,4.367143636616039,5738.1399346733415,112698000.0,495775290.3557767,1.12698,49.577529035577676,2016,7,206
2016-07-25,1388.3333333333333,4.950775483965084,6879.204403244097,119952000.0,594363260.44029,1.19952,59.436326044028995,2016,7,207
2016-07-26,1483.75,5.56975885691482,8281.919111225767,128196000.0,715557811.2099062,1.28196,71.55578112099062,2016,7,208
2016-07-27,1474.375,5.101727628012493,7510.835413887252,127386000.0,648936179.7598586,1.27386,64.89361797598586,2016,7,209
2016-07-28,1366.0416666666667,4.5512069114135985,6221.284424999685,118026000.0,537518974.3199728,1.18026,53.75189743199728,2016,7,210
2016-07-29,1297.9166666666667,4.282115230973885,5556.45202972292,112140000.0,480077455.3680603,1.1214,48.00774553680603,2016,7,211
2016-07-30,1130.625,3.554450888610655,4023.713331899959,97686000.0,347648831.87615645,0.97686,34.764883187615645,2016,7,212
2016-07-31,1021.3125,3.107823216778877,3174.5620637618917,88241400.0,274282162.30902743,0.882414,27.428216230902745,2016,7,213
