artifact_id,glass_type,subclass_id,subclass_name,pca1,pca2,pca1_explained,pca2_explained
23,铅钡,LB-1,铅钡均衡型,1.2230914085416353,1.9448559002093857,0.382789421409048,0.2488751869631941
24,铅钡,LB-2,富钡铜型,2.5258818413209134,1.773680932332011,0.382789421409048,0.2488751869631941
25,铅钡,LB-1,铅钡均衡型,-0.12605142111299886,0.43416192869993536,0.382789421409048,0.2488751869631941
26,铅钡,LB-2,富钡铜型,3.0523851444574355,0.7145110045709613,0.382789421409048,0.2488751869631941
28,铅钡,LB-3,富铅型,-0.5404068977536901,-1.5218097978940175,0.382789421409048,0.2488751869631941
29,铅钡,LB-3,富铅型,-0.43814069546976314,-0.942923853706355,0.382789421409048,0.2488751869631941
30,铅钡,LB-3,富铅型,-1.9872395699013645,-0.18085406246449903,0.382789421409048,0.2488751869631941
31,铅钡,LB-3,富铅型,-0.4727723132874267,-1.8399227809422982,0.382789421409048,0.2488751869631941
32,铅钡,LB-1,铅钡均衡型,-1.3478516146586343,-0.1682492482125097,0.382789421409048,0.2488751869631941
33,铅钡,LB-1,铅钡均衡型,-0.5825613798758722,-0.20786285021915973,0.382789421409048,0.2488751869631941
34,铅钡,LB-1,铅钡均衡型,-0.3364374929547283,1.1100849195216642,0.382789421409048,0.2488751869631941
35,铅钡,LB-1,铅钡均衡型,-0.9347495435596149,-0.7413170097473121,0.382789421409048,0.2488751869631941
36,铅钡,LB-1,铅钡均衡型,-0.8112013653318945,1.2398615952480403,0.382789421409048,0.2488751869631941
37,铅钡,LB-2,富钡铜型,1.8472920456412463,-1.1088612910421813,0.382789421409048,0.2488751869631941
38,铅钡,LB-1,铅钡均衡型,-0.9510797618101371,1.1779634788560172,0.382789421409048,0.2488751869631941
39,铅钡,LB-1,铅钡均衡型,-1.1171793773804413,0.8950542000641654,0.382789421409048,0.2488751869631941
40,铅钡,LB-3,富铅型,-2.405962288528695,0.7583225238709912,0.382789421409048,0.2488751869631941
41,铅钡,LB-3,富铅型,-0.8762778708266789,-0.3659577450895595,0.382789421409048,0.2488751869631941
42,铅钡,LB-1,铅钡均衡型,1.135276580057724,1.3935650112220752,0.382789421409048,0.2488751869631941
43,铅钡,LB-3,富铅型,0.47977832140385784,-0.3562030136217498,0.382789421409048,0.2488751869631941
44,铅钡,LB-1,铅钡均衡型,-0.7690825069964407,1.439200193455362,0.382789421409048,0.2488751869631941
45,铅钡,LB-1,铅钡均衡型,-0.18454824213633997,1.7461573531951962,0.382789421409048,0.2488751869631941
46,铅钡,LB-1,铅钡均衡型,-0.13551818766892834,0.7466925170113141,0.382789421409048,0.2488751869631941
47,铅钡,LB-1,铅钡均衡型,-0.5906055288311329,1.345113935648774,0.382789421409048,0.2488751869631941
48,铅钡,LB-1,铅钡均衡型,-1.2080724667197718,0.24912123950164083,0.382789421409048,0.2488751869631941
49,铅钡,LB-3,富铅型,-0.28338589401312275,-2.09443547691166,0.382789421409048,0.2488751869631941
50,铅钡,LB-3,富铅型,0.5091261280500323,-1.775438902199648,0.382789421409048,0.2488751869631941
51,铅钡,LB-3,富铅型,-0.4540501313925588,-1.1134239930861891,0.382789421409048,0.2488751869631941
52,铅钡,LB-3,富铅型,-0.5483706522497827,-0.2227408678093005,0.382789421409048,0.2488751869631941
53,铅钡,LB-1,铅钡均衡型,-0.23005802501363642,1.6623671544120064,0.382789421409048,0.2488751869631941
54,铅钡,LB-3,富铅型,-0.9939819339125752,-0.9408691226608865,0.382789421409048,0.2488751869631941
55,铅钡,LB-1,铅钡均衡型,0.24700822733734867,-0.3008758798116165,0.382789421409048,0.2488751869631941
56,铅钡,LB-1,铅钡均衡型,0.163199045161287,0.30740031568877246,0.382789421409048,0.2488751869631941
57,铅钡,LB-1,铅钡均衡型,0.20130108150129836,1.5646435326785646,0.382789421409048,0.2488751869631941
58,铅钡,LB-3,富铅型,0.7716294005303291,-0.844004265330585,0.382789421409048,0.2488751869631941
