candidate_id,margin_m,rotation_deg,phase_1,phase_2,baseline_core_count,replacement_count,mirror_count,mirror_delta,minimum_center_distance_m,maximum_site_radius_m,minimum_tower_distance_m,spacing_constraint_satisfied,site_constraint_satisfied,tower_exclusion_satisfied
m11.35-r15.0-p0.25-0.75,11.35,15.0,0.25,0.75,590,382,2960,-208,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r15.0-p0.50-0.00,11.35,15.0,0.5,0.0,590,374,2952,-216,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r15.0-p0.50-0.25,11.35,15.0,0.5,0.25,590,393,2971,-197,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r15.0-p0.50-0.50,11.35,15.0,0.5,0.5,590,387,2965,-203,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r15.0-p0.50-0.75,11.35,15.0,0.5,0.75,590,379,2957,-211,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r15.0-p0.75-0.00,11.35,15.0,0.75,0.0,590,391,2969,-199,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r15.0-p0.75-0.25,11.35,15.0,0.75,0.25,590,388,2966,-202,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m11.35-r15.0-p0.75-0.50,11.35,15.0,0.75,0.5,590,386,2964,-204,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r15.0-p0.75-0.75,11.35,15.0,0.75,0.75,590,376,2954,-214,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.00-0.00,11.35,20.0,0.0,0.0,590,379,2957,-211,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.00-0.25,11.35,20.0,0.0,0.25,590,388,2966,-202,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.00-0.50,11.35,20.0,0.0,0.5,590,382,2960,-208,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.00-0.75,11.35,20.0,0.0,0.75,590,374,2952,-216,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.25-0.00,11.35,20.0,0.25,0.0,590,383,2961,-207,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.25-0.25,11.35,20.0,0.25,0.25,590,391,2969,-199,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.25-0.50,11.35,20.0,0.25,0.5,590,379,2957,-211,11.349999999999918,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.25-0.75,11.35,20.0,0.25,0.75,590,383,2961,-207,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.50-0.00,11.35,20.0,0.5,0.0,590,387,2965,-203,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.50-0.25,11.35,20.0,0.5,0.25,590,388,2966,-202,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.50-0.50,11.35,20.0,0.5,0.5,590,382,2960,-208,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.50-0.75,11.35,20.0,0.5,0.75,590,382,2960,-208,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.75-0.00,11.35,20.0,0.75,0.0,590,378,2956,-212,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.75-0.25,11.35,20.0,0.75,0.25,590,385,2963,-205,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.75-0.50,11.35,20.0,0.75,0.5,590,384,2962,-206,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r20.0-p0.75-0.75,11.35,20.0,0.75,0.75,590,381,2959,-209,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.00-0.00,11.35,25.0,0.0,0.0,590,380,2958,-210,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.00-0.25,11.35,25.0,0.0,0.25,590,378,2956,-212,11.34999999999991,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.00-0.50,11.35,25.0,0.0,0.5,590,380,2958,-210,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.00-0.75,11.35,25.0,0.0,0.75,590,386,2964,-204,11.349999999999945,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.25-0.00,11.35,25.0,0.25,0.0,590,382,2960,-208,11.349999999999904,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.25-0.25,11.35,25.0,0.25,0.25,590,387,2965,-203,11.349999999999904,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.25-0.50,11.35,25.0,0.25,0.5,590,385,2963,-205,11.34999999999992,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.25-0.75,11.35,25.0,0.25,0.75,590,384,2962,-206,11.349999999999904,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.50-0.00,11.35,25.0,0.5,0.0,590,386,2964,-204,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.50-0.25,11.35,25.0,0.5,0.25,590,384,2962,-206,11.349999999999904,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.50-0.50,11.35,25.0,0.5,0.5,590,382,2960,-208,11.349999999999904,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.50-0.75,11.35,25.0,0.5,0.75,590,383,2961,-207,11.349999999999904,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.75-0.00,11.35,25.0,0.75,0.0,590,388,2966,-202,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.75-0.25,11.35,25.0,0.75,0.25,590,386,2964,-204,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.75-0.50,11.35,25.0,0.75,0.5,590,376,2954,-214,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m11.35-r25.0-p0.75-0.75,11.35,25.0,0.75,0.75,590,387,2965,-203,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.00-0.00,11.35,30.0,0.0,0.0,590,379,2957,-211,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.00-0.25,11.35,30.0,0.0,0.25,590,364,2942,-226,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.00-0.50,11.35,30.0,0.0,0.5,590,386,2964,-204,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.00-0.75,11.35,30.0,0.0,0.75,590,382,2960,-208,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.25-0.00,11.35,30.0,0.25,0.0,590,376,2954,-214,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.25-0.25,11.35,30.0,0.25,0.25,590,377,2955,-213,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.25-0.50,11.35,30.0,0.25,0.5,590,387,2965,-203,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.25-0.75,11.35,30.0,0.25,0.75,590,392,2970,-198,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.50-0.00,11.35,30.0,0.5,0.0,590,388,2966,-202,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.50-0.25,11.35,30.0,0.5,0.25,590,392,2970,-198,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.50-0.50,11.35,30.0,0.5,0.5,590,387,2965,-203,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.50-0.75,11.35,30.0,0.5,0.75,590,388,2966,-202,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.75-0.00,11.35,30.0,0.75,0.0,590,385,2963,-205,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.75-0.25,11.35,30.0,0.75,0.25,590,374,2952,-216,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.75-0.50,11.35,30.0,0.75,0.5,590,375,2953,-215,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m11.35-r30.0-p0.75-0.75,11.35,30.0,0.75,0.75,590,385,2963,-205,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.00-0.00,17.025,0.0,0.0,0.0,427,427,3168,0,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.00-0.25,17.025,0.0,0.0,0.25,427,227,2968,-200,11.349999999999948,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.00-0.50,17.025,0.0,0.0,0.5,427,227,2968,-200,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.00-0.75,17.025,0.0,0.0,0.75,427,227,2968,-200,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.25-0.00,17.025,0.0,0.25,0.0,427,219,2960,-208,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.25-0.25,17.025,0.0,0.25,0.25,427,274,3015,-153,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.25-0.50,17.025,0.0,0.25,0.5,427,274,3015,-153,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.25-0.75,17.025,0.0,0.25,0.75,427,230,2971,-197,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.50-0.00,17.025,0.0,0.5,0.0,427,219,2960,-208,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.50-0.25,17.025,0.0,0.5,0.25,427,274,3015,-153,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.50-0.50,17.025,0.0,0.5,0.5,427,230,2971,-197,11.349999999999937,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.50-0.75,17.025,0.0,0.5,0.75,427,272,3013,-155,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.75-0.00,17.025,0.0,0.75,0.0,427,219,2960,-208,11.349999999999937,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.75-0.25,17.025,0.0,0.75,0.25,427,230,2971,-197,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.75-0.50,17.025,0.0,0.75,0.5,427,272,3013,-155,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r0.0-p0.75-0.75,17.025,0.0,0.75,0.75,427,272,3013,-155,11.349999999999909,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.00-0.00,17.025,5.0,0.0,0.0,427,244,2985,-183,11.349999999999936,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.00-0.25,17.025,5.0,0.0,0.25,427,244,2985,-183,11.34999999999993,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.00-0.50,17.025,5.0,0.0,0.5,427,241,2982,-186,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.00-0.75,17.025,5.0,0.0,0.75,427,244,2985,-183,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.25-0.00,17.025,5.0,0.25,0.0,427,245,2986,-182,11.34999999999992,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.25-0.25,17.025,5.0,0.25,0.25,427,241,2982,-186,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.25-0.50,17.025,5.0,0.25,0.5,427,242,2983,-185,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.25-0.75,17.025,5.0,0.25,0.75,427,243,2984,-184,11.34999999999993,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.50-0.00,17.025,5.0,0.5,0.0,427,244,2985,-183,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.50-0.25,17.025,5.0,0.5,0.25,427,243,2984,-184,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.50-0.50,17.025,5.0,0.5,0.5,427,242,2983,-185,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.50-0.75,17.025,5.0,0.5,0.75,427,239,2980,-188,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.75-0.00,17.025,5.0,0.75,0.0,427,242,2983,-185,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.75-0.25,17.025,5.0,0.75,0.25,427,241,2982,-186,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.75-0.50,17.025,5.0,0.75,0.5,427,245,2986,-182,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r5.0-p0.75-0.75,17.025,5.0,0.75,0.75,427,246,2987,-181,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.00-0.00,17.025,10.0,0.0,0.0,427,245,2986,-182,11.349999999999946,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.00-0.25,17.025,10.0,0.0,0.25,427,241,2982,-186,11.349999999999937,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.00-0.50,17.025,10.0,0.0,0.5,427,243,2984,-184,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.00-0.75,17.025,10.0,0.0,0.75,427,242,2983,-185,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.25-0.00,17.025,10.0,0.25,0.0,427,242,2983,-185,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.25-0.25,17.025,10.0,0.25,0.25,427,244,2985,-183,11.349999999999932,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.25-0.50,17.025,10.0,0.25,0.5,427,243,2984,-184,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.25-0.75,17.025,10.0,0.25,0.75,427,244,2985,-183,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.50-0.00,17.025,10.0,0.5,0.0,427,246,2987,-181,11.349999999999932,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.50-0.25,17.025,10.0,0.5,0.25,427,248,2989,-179,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.50-0.50,17.025,10.0,0.5,0.5,427,247,2988,-180,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.50-0.75,17.025,10.0,0.5,0.75,427,245,2986,-182,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.75-0.00,17.025,10.0,0.75,0.0,427,242,2983,-185,11.349999999999943,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.75-0.25,17.025,10.0,0.75,0.25,427,247,2988,-180,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.75-0.50,17.025,10.0,0.75,0.5,427,244,2985,-183,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r10.0-p0.75-0.75,17.025,10.0,0.75,0.75,427,244,2985,-183,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.00-0.00,17.025,15.0,0.0,0.0,427,249,2990,-178,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.00-0.25,17.025,15.0,0.0,0.25,427,242,2983,-185,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.00-0.50,17.025,15.0,0.0,0.5,427,241,2982,-186,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.00-0.75,17.025,15.0,0.0,0.75,427,242,2983,-185,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.25-0.00,17.025,15.0,0.25,0.0,427,244,2985,-183,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.25-0.25,17.025,15.0,0.25,0.25,427,243,2984,-184,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.25-0.50,17.025,15.0,0.25,0.5,427,247,2988,-180,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.25-0.75,17.025,15.0,0.25,0.75,427,247,2988,-180,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.50-0.00,17.025,15.0,0.5,0.0,427,238,2979,-189,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.50-0.25,17.025,15.0,0.5,0.25,427,242,2983,-185,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.50-0.50,17.025,15.0,0.5,0.5,427,243,2984,-184,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.50-0.75,17.025,15.0,0.5,0.75,427,238,2979,-189,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.75-0.00,17.025,15.0,0.75,0.0,427,244,2985,-183,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.75-0.25,17.025,15.0,0.75,0.25,427,244,2985,-183,11.349999999999925,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.75-0.50,17.025,15.0,0.75,0.5,427,241,2982,-186,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r15.0-p0.75-0.75,17.025,15.0,0.75,0.75,427,241,2982,-186,11.349999999999934,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.00-0.00,17.025,20.0,0.0,0.0,427,242,2983,-185,11.349999999999927,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.00-0.25,17.025,20.0,0.0,0.25,427,248,2989,-179,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.00-0.50,17.025,20.0,0.0,0.5,427,235,2976,-192,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.00-0.75,17.025,20.0,0.0,0.75,427,241,2982,-186,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.25-0.00,17.025,20.0,0.25,0.0,427,248,2989,-179,11.349999999999946,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.25-0.25,17.025,20.0,0.25,0.25,427,242,2983,-185,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
m17.02-r20.0-p0.25-0.50,17.025,20.0,0.25,0.5,427,238,2979,-189,11.349999999999921,349.99298507216747,100.88100663653194,True,True,True
