year,evidence_grade,domain,pre_date,post_date,distance_m,pre_bed_elevation_m,post_bed_elevation_m,bed_change_m
2016,B,full_common,2016-06-08,2016-10-20,200.0,44.184999999999995,43.995,-0.18999999999999773
2016,B,full_common,2016-06-08,2016-10-20,205.0,44.17861538461538,43.99731936507936,-0.18129601953601338
2016,B,full_common,2016-06-08,2016-10-20,210.0,44.17192307692307,44.004062857142856,-0.16786021978021637
2016,B,full_common,2016-06-08,2016-10-20,215.0,44.16515384615384,44.01490857142857,-0.15024527472527183
2016,B,full_common,2016-06-08,2016-10-20,220.0,44.158538461538456,44.029534603174596,-0.12900385836385908
2016,B,full_common,2016-06-08,2016-10-20,225.0,44.15230769230769,44.04761904761905,-0.10468864468863615
2016,B,full_common,2016-06-08,2016-10-20,230.0,44.146692307692305,44.06884,-0.07785230769230367
2016,B,full_common,2016-06-08,2016-10-20,235.0,44.14192307692307,44.09287555555556,-0.04904752136751256
2016,B,full_common,2016-06-08,2016-10-20,240.0,44.138230769230766,44.1194038095238,-0.018826959706963464
2016,B,full_common,2016-06-08,2016-10-20,245.0,44.135846153846146,44.14810285714285,0.012256703296706917
2016,B,full_common,2016-06-08,2016-10-20,250.0,44.135,44.17865079365079,0.04365079365079083
2016,B,full_common,2016-06-08,2016-10-20,255.0,44.86832386551352,44.210725714285715,-0.657598151227802
2016,B,full_common,2016-06-08,2016-10-20,260.0,44.91744117277724,44.24400571428571,-0.6734354584915252
2016,B,full_common,2016-06-08,2016-10-20,265.0,44.95496817430409,44.27816888888889,-0.6767992854151998
2016,B,full_common,2016-06-08,2016-10-20,270.0,44.98283191028027,44.31289333333333,-0.6699385769469401
2016,B,full_common,2016-06-08,2016-10-20,275.0,45.002959420891955,44.347857142857144,-0.6551022780348106
2016,B,full_common,2016-06-08,2016-10-20,280.0,45.01727774632537,44.38273841269841,-0.6345393336269609
2016,B,full_common,2016-06-08,2016-10-20,285.0,45.02771392676668,44.41721523809524,-0.6104986886714414
2016,B,full_common,2016-06-08,2016-10-20,290.0,45.03619500240209,44.450965714285715,-0.5852292881163734
2016,B,full_common,2016-06-08,2016-10-20,295.0,45.044648013417806,44.483667936507935,-0.5609800769098712
2016,B,full_common,2016-06-08,2016-10-20,300.0,45.055,44.515,-0.5399999999999991
2016,B,full_common,2016-06-08,2016-10-20,305.0,45.06686679853749,44.54792706349207,-0.5189397350454215
2016,B,full_common,2016-06-08,2016-10-20,310.0,45.078548990172564,44.58519428571429,-0.49335470445827667
2016,B,full_common,2016-06-08,2016-10-20,315.0,45.09000073222162,44.62614976190476,-0.4638509703168552
2016,B,full_common,2016-06-08,2016-10-20,320.0,45.10117618200108,44.67014158730159,-0.43103459469949
2016,B,full_common,2016-06-08,2016-10-20,325.0,45.11202949682736,44.71651785714286,-0.3955116396845
2016,B,full_common,2016-06-08,2016-10-20,330.0,45.12251483401687,44.764626666666665,-0.3578881673502039
2016,B,full_common,2016-06-08,2016-10-20,335.0,45.132586350886015,44.813816111111116,-0.31877023977489927
2016,B,full_common,2016-06-08,2016-10-20,340.0,45.14219820475122,44.86343428571429,-0.2787639190369262
2016,B,full_common,2016-06-08,2016-10-20,345.0,45.15130455292889,44.91282928571429,-0.23847526721460355
2016,B,full_common,2016-06-08,2016-10-20,350.0,45.15985955273543,44.961349206349205,-0.19851034638622878
2016,B,full_common,2016-06-08,2016-10-20,355.0,45.167817361487266,45.008342142857146,-0.1594752186301207
2016,B,full_common,2016-06-08,2016-10-20,360.0,45.175132136500814,45.05315619047619,-0.12197594602462658
2016,B,full_common,2016-06-08,2016-10-20,365.0,45.18175803509247,45.09513944444445,-0.08661859064802258
2016,B,full_common,2016-06-08,2016-10-20,370.0,45.187649214578656,45.13364,-0.05400921457865593
2016,B,full_common,2016-06-08,2016-10-20,375.0,45.19275983227579,45.16800595238095,-0.02475387989483835
2016,B,full_common,2016-06-08,2016-10-20,380.0,45.19704404550027,45.197585396825396,0.0005413513251255608
2016,B,full_common,2016-06-08,2016-10-20,385.0,45.20045601156852,45.22172642857143,0.02127041700290988
2016,B,full_common,2016-06-08,2016-10-20,390.0,45.202949887796954,45.23977714285714,0.03682725506018869
2016,B,full_common,2016-06-08,2016-10-20,395.0,45.20447983150197,45.251085634920635,0.04660580341866449
2016,B,full_common,2016-06-08,2016-10-20,400.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,405.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,410.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,415.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,420.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,425.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,430.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,435.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,440.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,445.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,450.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,455.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,460.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,465.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,470.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,475.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,480.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,485.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,490.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,495.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,500.0,45.205,45.254999999999995,0.04999999999999716
2016,B,full_common,2016-06-08,2016-10-20,505.0,45.2055075,45.25521749999999,0.04970999999999037
2016,B,full_common,2016-06-08,2016-10-20,510.0,45.206959999999995,45.25584,0.04888000000000403
2016,B,full_common,2016-06-08,2016-10-20,515.0,45.2092525,45.2568225,0.047570000000000334
2016,B,full_common,2016-06-08,2016-10-20,520.0,45.21228,45.25811999999999,0.04583999999999122
2016,B,full_common,2016-06-08,2016-10-20,525.0,45.2159375,45.2596875,0.04374999999999574
2016,B,full_common,2016-06-08,2016-10-20,530.0,45.22012,45.26147999999999,0.04135999999999029
2016,B,full_common,2016-06-08,2016-10-20,535.0,45.2247225,45.2634525,0.03873000000000104
2016,B,full_common,2016-06-08,2016-10-20,540.0,45.229639999999996,45.26556,0.03592000000000439
2016,B,full_common,2016-06-08,2016-10-20,545.0,45.2347675,45.267757499999995,0.032989999999998076
2016,B,full_common,2016-06-08,2016-10-20,550.0,45.24,45.269999999999996,0.02999999999999403
2016,B,full_common,2016-06-08,2016-10-20,555.0,45.2452325,45.2722425,0.027009999999997092
2016,B,full_common,2016-06-08,2016-10-20,560.0,45.25036,45.27444,0.02407999999999788
2016,B,full_common,2016-06-08,2016-10-20,565.0,45.255277500000005,45.2765475,0.021269999999994127
2016,B,full_common,2016-06-08,2016-10-20,570.0,45.259879999999995,45.27851999999999,0.01863999999999777
2016,B,full_common,2016-06-08,2016-10-20,575.0,45.264062499999994,45.2803125,0.016250000000006537
2016,B,full_common,2016-06-08,2016-10-20,580.0,45.26772,45.281879999999994,0.014159999999996842
2016,B,full_common,2016-06-08,2016-10-20,585.0,45.2707475,45.2831775,0.01243000000000194
2016,B,full_common,2016-06-08,2016-10-20,590.0,45.273039999999995,45.28416,0.011120000000005348
2016,B,full_common,2016-06-08,2016-10-20,595.0,45.2744925,45.2847825,0.01028999999999769
2016,B,full_common,2016-06-08,2016-10-20,600.0,45.275,45.285,0.00999999999999801
2016,B,full_common,2016-06-08,2016-10-20,605.0,45.274492499999994,45.284927499999995,0.010435000000001082
2016,B,full_common,2016-06-08,2016-10-20,610.0,45.27304,45.28471999999999,0.011679999999991253
2016,B,full_common,2016-06-08,2016-10-20,615.0,45.2707475,45.284392499999996,0.013644999999996799
2016,B,full_common,2016-06-08,2016-10-20,620.0,45.26772,45.28396,0.016240000000003363
2016,B,full_common,2016-06-08,2016-10-20,625.0,45.264062499999994,45.2834375,0.019375000000003695
2016,B,full_common,2016-06-08,2016-10-20,630.0,45.259879999999995,45.28284,0.022960000000004754
2016,B,full_common,2016-06-08,2016-10-20,635.0,45.2552775,45.2821825,0.02690499999999929
2016,B,full_common,2016-06-08,2016-10-20,640.0,45.25036,45.28148,0.03112000000000137
2016,B,full_common,2016-06-08,2016-10-20,645.0,45.2452325,45.280747500000004,0.03551500000000374
2016,B,full_common,2016-06-08,2016-10-20,650.0,45.239999999999995,45.279999999999994,0.03999999999999915
2016,B,full_common,2016-06-08,2016-10-20,655.0,45.2347675,45.2792525,0.04448500000000166
2016,B,full_common,2016-06-08,2016-10-20,660.0,45.229639999999996,45.27852,0.04888000000000403
2016,B,full_common,2016-06-08,2016-10-20,665.0,45.22472249999999,45.2778175,0.05309500000000611
2016,B,full_common,2016-06-08,2016-10-20,670.0,45.22012,45.277159999999995,0.05703999999999354
2016,B,full_common,2016-06-08,2016-10-20,675.0,45.2159375,45.2765625,0.0606249999999946
2016,B,full_common,2016-06-08,2016-10-20,680.0,45.21228,45.276039999999995,0.06375999999999493
2016,B,full_common,2016-06-08,2016-10-20,685.0,45.2092525,45.2756075,0.0663550000000015
2016,B,full_common,2016-06-08,2016-10-20,690.0,45.20696,45.275279999999995,0.06831999999999283
2016,B,full_common,2016-06-08,2016-10-20,695.0,45.205507499999996,45.2750725,0.06956500000000432
2016,B,full_common,2016-06-08,2016-10-20,700.0,45.205,45.275,0.07000000000000028
2016,B,full_common,2016-06-08,2016-10-20,705.0,45.22186098640045,45.27584098484848,0.053979998448028255
2016,B,full_common,2016-06-08,2016-10-20,710.0,45.26465629363852,45.278276363636365,0.013620069997848816
2016,B,full_common,2016-06-08,2016-10-20,715.0,45.321704443769235,45.28217477272727,-0.039529671041968584
2016,B,full_common,2016-06-08,2016-10-20,720.0,45.381323958847666,45.28740484848485,-0.09391911036281897
2016,B,full_common,2016-06-08,2016-10-20,725.0,45.43183336092887,45.29383522727273,-0.13799813365614
2016,B,full_common,2016-06-08,2016-10-20,730.0,45.46155117206787,45.301334545454544,-0.1602166266133267
2016,B,full_common,2016-06-08,2016-10-20,735.0,45.465877375533,45.309771439393934,-0.15610593613906332
2016,B,full_common,2016-06-08,2016-10-20,740.0,45.46723061520639,45.31901454545454,-0.14821606975184665
2016,B,full_common,2016-06-08,2016-10-20,745.0,45.468454344874694,45.32893249999999,-0.1395218448747002
2016,B,full_common,2016-06-08,2016-10-20,750.0,45.46955641772669,45.339393939393936,-0.13016247833275685
2016,B,full_common,2016-06-08,2016-10-20,755.0,45.470544686951136,45.350267499999994,-0.12027718695114231
2016,B,full_common,2016-06-08,2016-10-20,760.0,45.471427005736814,45.36142181818182,-0.11000518755499655
2016,B,full_common,2016-06-08,2016-10-20,765.0,45.47221122727249,45.37272553030303,-0.09948569696945953
2016,B,full_common,2016-06-08,2016-10-20,770.0,45.47290520474692,45.38404727272727,-0.08885793201964987
2016,B,full_common,2016-06-08,2016-10-20,775.0,45.47351679134889,45.39525568181818,-0.07826110953071463
2016,B,full_common,2016-06-08,2016-10-20,780.0,45.47405384026717,45.406219393939395,-0.06783444632777247
2016,B,full_common,2016-06-08,2016-10-20,785.0,45.47452420469053,45.41680704545455,-0.05771715923598464
2016,B,full_common,2016-06-08,2016-10-20,790.0,45.47493573780773,45.42688727272727,-0.04804846508046268
2016,B,full_common,2016-06-08,2016-10-20,795.0,45.47529629280755,45.43632871212121,-0.03896758068633943
2016,B,full_common,2016-06-08,2016-10-20,800.0,45.475613722878755,45.445,-0.030613722878754857
2016,B,full_common,2016-06-08,2016-10-20,805.0,45.475895881210114,45.45359878787879,-0.022297093331324902
2016,B,full_common,2016-06-08,2016-10-20,810.0,45.4761506209904,45.462832727272726,-0.013317893717676554
2016,B,full_common,2016-06-08,2016-10-20,815.0,45.47638579540839,45.47258545454545,-0.003800340862937901
2016,B,full_common,2016-06-08,2016-10-20,820.0,45.47660925765284,45.4827406060606,0.006131348407762971
2016,B,full_common,2016-06-08,2016-10-20,825.0,45.47682886091253,45.49318181818182,0.016352957269283763
2016,B,full_common,2016-06-08,2016-10-20,830.0,45.47705245837622,45.503792727272725,0.026740268896503494
2016,B,full_common,2016-06-08,2016-10-20,835.0,45.47728790323271,45.51445696969697,0.037169066464265654
2016,B,full_common,2016-06-08,2016-10-20,840.0,45.477543048670725,45.52505818181818,0.04751513314745637
2016,B,full_common,2016-06-08,2016-10-20,845.0,45.47782574787906,45.53548,0.05765425212094044
2016,B,full_common,2016-06-08,2016-10-20,850.0,45.478143854046486,45.54560606060606,0.06746220655957558
2016,B,full_common,2016-06-08,2016-10-20,855.0,45.47850522036177,45.555319999999995,0.07681477963822658
2016,B,full_common,2016-06-08,2016-10-20,860.0,45.47891770001368,45.56450545454545,0.08558775453176537
2016,B,full_common,2016-06-08,2016-10-20,865.0,45.47938914619099,45.57304606060605,0.09365691441506385
2016,B,full_common,2016-06-08,2016-10-20,870.0,45.479927412082475,45.580825454545455,0.10089804246297973
2016,B,full_common,2016-06-08,2016-10-20,875.0,45.48054035087689,45.58772727272727,0.10718692185037781
2016,B,full_common,2016-06-08,2016-10-20,880.0,45.481235815763014,45.59363515151515,0.11239933575213712
2016,B,full_common,2016-06-08,2016-10-20,885.0,45.48202165992962,45.59843272727272,0.11641106734310114
2016,B,full_common,2016-06-08,2016-10-20,890.0,45.48290573656547,45.602003636363634,0.1190978997981631
2016,B,full_common,2016-06-08,2016-10-20,895.0,45.48389589885934,45.60423151515151,0.1203356162921736
2016,B,full_common,2016-06-08,2016-10-20,900.0,45.485,45.605,0.11999999999999744
2016,B,full_common,2016-06-08,2016-10-20,905.0,45.486920228685015,45.604930950817604,0.11801072213258834
2016,B,full_common,2016-06-08,2016-10-20,910.0,45.4902451750357,45.60471004735147,0.11446487231576441
2016,B,full_common,2016-06-08,2016-10-20,915.0,45.49481229437647,45.60431665572321,0.1095043613467368
2016,B,full_common,2016-06-08,2016-10-20,920.0,45.50045904203172,45.603730142054424,0.10327110002270246
2016,B,full_common,2016-06-08,2016-10-20,925.0,45.507022873325866,45.602929872466696,0.0959069991408299
2016,B,full_common,2016-06-08,2016-10-20,930.0,45.5143412435833,45.60189521308163,0.08755396949833028
2016,B,full_common,2016-06-08,2016-10-20,935.0,45.52225160812845,45.600605530020836,0.07835392189238632
2016,B,full_common,2016-06-08,2016-10-20,940.0,45.53059142228569,45.5990401894059,0.0684487671202092
2016,B,full_common,2016-06-08,2016-10-20,945.0,45.539198141379444,45.59717855735842,0.05798041597897452
2016,B,full_common,2016-06-08,2016-10-20,950.0,45.54790922073411,45.595,0.04709077926588634
2016,B,full_common,2016-06-08,2016-10-20,955.0,45.55656211567408,45.559102102911034,0.0025399872369504806
2016,B,full_common,2016-06-08,2016-10-20,960.0,45.564994281523795,45.49180171619499,-0.07319256532880303
2016,B,full_common,2016-06-08,2016-10-20,965.0,45.57304317360762,45.446657102758124,-0.12638607084949882
2016,B,full_common,2016-06-08,2016-10-20,970.0,45.58054624724999,45.705,0.12445375275000714
2016,B,full_common,2016-06-08,2016-10-20,975.0,45.58734095777529,45.857187499999995,0.2698465422247054
2016,B,full_common,2016-06-08,2016-10-20,980.0,45.59326476050793,45.27539236311826,-0.3178723973896709
2016,B,full_common,2016-06-08,2016-10-20,985.0,45.59815511077232,45.27961495623855,-0.31854015453377116
2016,B,full_common,2016-06-08,2016-10-20,990.0,45.60184946389285,45.28799956849175,-0.3138498954010984
2016,B,full_common,2016-06-08,2016-10-20,995.0,45.60418527519394,45.29996,-0.30422527519394293
2016,B,full_common,2016-06-08,2016-10-20,1000.0,45.605,45.3149100508854,-0.29008994911459496
2016,B,full_common,2016-06-08,2016-10-20,1005.0,45.600069999999995,45.3322635212701,-0.26780647872989505
2016,B,full_common,2016-06-08,2016-10-20,1010.0,45.58595999999999,45.35143421127621,-0.23452578872378638
2016,B,full_common,2016-06-08,2016-10-20,1015.0,45.563689999999994,45.37183592102585,-0.19185407897414564
2016,B,full_common,2016-06-08,2016-10-20,1020.0,45.534279999999995,45.39288245064115,-0.1413975493588424
2016,B,full_common,2016-06-08,2016-10-20,1025.0,45.49875,45.41398760024425,-0.08476239975575339
2016,B,full_common,2016-06-08,2016-10-20,1030.0,45.45812,45.43456516995725,-0.023554830042748165
2016,B,full_common,2016-06-08,2016-10-20,1035.0,45.41341,45.4540289599023,0.040618959902303686
2016,B,full_common,2016-06-08,2016-10-20,1040.0,45.36564,45.4717927702015,0.10615277020150415
2016,B,full_common,2016-06-08,2016-10-20,1045.0,45.31583,45.487270400976996,0.17144040097699786
2016,B,full_common,2016-06-08,2016-10-20,1050.0,45.265,45.4998756523509,0.23487565235090102
2016,B,full_common,2016-06-08,2016-10-20,1055.0,45.214169999999996,45.50902232444535,0.29485232444535114
2016,B,full_common,2016-06-08,2016-10-20,1060.0,45.164359999999995,45.51412421738245,0.34976421738245733
2016,B,full_common,2016-06-08,2016-10-20,1065.0,45.116589999999995,45.51446868326842,0.39787868326842357
2016,B,full_common,2016-06-08,2016-10-20,1070.0,45.07187999999999,45.508757028403934,0.4368770284039414
2016,B,full_common,2016-06-08,2016-10-20,1075.0,45.03124999999999,45.49743401826205,0.46618401826205513
2016,B,full_common,2016-06-08,2016-10-20,1080.0,44.99572,45.48131289273803,0.4855928927380333
2016,B,full_common,2016-06-08,2016-10-20,1085.0,44.96630999999999,45.461206891727166,0.49489689172717277
2016,B,full_common,2016-06-08,2016-10-20,1090.0,44.944039999999994,45.43792925512472,0.4938892551247278
2016,B,full_common,2016-06-08,2016-10-20,1095.0,44.92993,45.41229322282598,0.4823632228259811
2016,B,full_common,2016-06-08,2016-10-20,1100.0,44.925,45.38511203472622,0.4601120347262224
2016,B,full_common,2016-06-08,2016-10-20,1105.0,44.9279725,45.357198930720706,0.42922643072070343
2016,B,full_common,2016-06-08,2016-10-20,1110.0,44.93648,45.32936715070472,0.39288715070471625
2016,B,full_common,2016-06-08,2016-10-20,1115.0,44.9499075,45.30242993457354,0.3525224345735367
2016,B,full_common,2016-06-08,2016-10-20,1120.0,44.967639999999996,45.27720052222243,0.3095605222224336
2016,B,full_common,2016-06-08,2016-10-20,1125.0,44.989062499999996,45.254492153546686,0.2654296535466898
2016,B,full_common,2016-06-08,2016-10-20,1130.0,45.01356,45.235118068441565,0.221558068441567
2016,B,full_common,2016-06-08,2016-10-20,1135.0,45.0405175,45.219891506802355,0.17937400680235527
2016,B,full_common,2016-06-08,2016-10-20,1140.0,45.06932,45.20962570852433,0.14030570852433044
2016,B,full_common,2016-06-08,2016-10-20,1145.0,45.0993525,45.205133913502756,0.10578141350275416
2016,B,full_common,2016-06-08,2016-10-20,1150.0,45.13,45.207675325886996,0.07767532588699311
2016,B,full_common,2016-06-08,2016-10-20,1155.0,45.160647499999996,45.21795240335957,0.05730490335957228
2016,B,full_common,2016-06-08,2016-10-20,1160.0,45.19068,45.23491049389602,0.0442304938960163
2016,B,full_common,2016-06-08,2016-10-20,1165.0,45.219482500000005,45.257454349453084,0.03797184945307919
2016,B,full_common,2016-06-08,2016-10-20,1170.0,45.24644,45.28448872198751,0.03804872198750786
2016,B,full_common,2016-06-08,2016-10-20,1175.0,45.270937499999995,45.31491836345603,0.043980863456035024
2016,B,full_common,2016-06-08,2016-10-20,1180.0,45.29236,45.3476480258154,0.05528802581540049
2016,B,full_common,2016-06-08,2016-10-20,1185.0,45.310092499999996,45.381582461022354,0.07148996102235827
2016,B,full_common,2016-06-08,2016-10-20,1190.0,45.32352,45.41562642103363,0.09210642103362687
2016,B,full_common,2016-06-08,2016-10-20,1195.0,45.3320275,45.44868465780597,0.11665715780596742
2016,B,full_common,2016-06-08,2016-10-20,1200.0,45.335,45.47966192329613,0.14466192329612682
2016,B,full_common,2016-06-08,2016-10-20,1205.0,45.335,45.50746296946083,0.17246296946083106
2016,B,full_common,2016-06-08,2016-10-20,1210.0,45.335,45.53099254825683,0.19599254825683232
2016,B,full_common,2016-06-08,2016-10-20,1215.0,45.335,45.54915541164086,0.21415541164085994
2016,B,full_common,2016-06-08,2016-10-20,1220.0,45.335,45.56085631156967,0.22585631156967167
2016,B,full_common,2016-06-08,2016-10-20,1225.0,45.335,45.565,0.22999999999999687
2016,B,full_common,2016-06-08,2016-10-20,1230.0,45.335,45.563833819241985,0.22883381924198432
2016,B,full_common,2016-06-08,2016-10-20,1235.0,45.335,45.560568513119534,0.22556851311953352
2016,B,full_common,2016-06-08,2016-10-20,1240.0,45.335,45.55555393586006,0.22055393586006034
2016,B,full_common,2016-06-08,2016-10-20,1245.0,45.335,45.54913994169096,0.2141399416909593
2016,B,full_common,2016-06-08,2016-10-20,1250.0,45.335,45.54167638483965,0.20667638483964623
2016,B,full_common,2016-06-08,2016-10-20,1255.0,45.335,45.533513119533524,0.1985131195335228
2016,B,full_common,2016-06-08,2016-10-20,1260.0,45.335,45.525,0.18999999999999773
2016,B,full_common,2016-06-08,2016-10-20,1265.0,45.335,45.516486880466466,0.18148688046646555
2016,B,full_common,2016-06-08,2016-10-20,1270.0,45.335,45.50832361516035,0.17332361516034922
2016,B,full_common,2016-06-08,2016-10-20,1275.0,45.335,45.50086005830904,0.16586005830903616
2016,B,full_common,2016-06-08,2016-10-20,1280.0,45.335,45.49444606413994,0.15944606413994222
2016,B,full_common,2016-06-08,2016-10-20,1285.0,45.335,45.48943148688046,0.15443148688046193
2016,B,full_common,2016-06-08,2016-10-20,1290.0,45.335,45.48616618075801,0.15116618075801114
2016,B,full_common,2016-06-08,2016-10-20,1295.0,45.335,45.485,0.14999999999999858
2016,B,full_common,2016-06-08,2016-10-20,1300.0,45.335,45.49053858547884,0.15553858547883692
2016,B,full_common,2016-06-08,2016-10-20,1305.0,45.33847745325147,45.505895572488335,0.16741811923686356
2016,B,full_common,2016-06-08,2016-10-20,1310.0,45.34804584946515,45.52918280688799,0.18113695742283653
2016,B,full_common,2016-06-08,2016-10-20,1315.0,45.362409243329935,45.558512134537274,0.19610289120733881
2016,B,full_common,2016-06-08,2016-10-20,1320.0,45.3802716895347,45.59199540129569,0.21172371176098892
2016,B,full_common,2016-06-08,2016-10-20,1325.0,45.40033724276836,45.62774445302273,0.22740721025436983
2016,B,full_common,2016-06-08,2016-10-20,1330.0,45.42130995771978,45.66387113557786,0.24256117785807874
2016,B,full_common,2016-06-08,2016-10-20,1335.0,45.44189388907788,45.69848729482058,0.2565934057426986
2016,B,full_common,2016-06-08,2016-10-20,1340.0,45.460793091531535,45.72970477661038,0.268911685078848
2016,B,full_common,2016-06-08,2016-10-20,1345.0,45.47671161976964,45.755635426806755,0.27892380703711694
2016,B,full_common,2016-06-08,2016-10-20,1350.0,45.4883535284811,45.77439109126917,0.28603756278807424
2016,B,full_common,2016-06-08,2016-10-20,1355.0,45.49442287235478,45.784083615857135,0.2896607435023526
2016,B,full_common,2016-06-08,2016-10-20,1360.0,45.4949906993707,45.63052329176169,0.13553259239098736
