chain_type,links,chain_length_m,ballast_mass_kg,ballast_above_minimum_kg,worst_draft_m,worst_excursion_m,worst_barrel_angle_deg,worst_anchor_angle_deg,ideal_distance
III,254,30.48,4101.731559944824,200.0,1.7252472923827156,28.560021415431585,4.782074681127696,1.9826071126702483,
III,254,30.48,4301.731559944824,400.0,1.7870539091506386,28.567612217905054,4.582718919402289,1.8354572681229335,
III,258,30.959999999999997,3901.73155994396,0.0,1.6633635649653897,29.033783857421348,4.999999999999979,1.197830694275011,
III,258,30.959999999999997,4101.73155994396,200.0,1.725176052335708,29.040021415419623,4.782074681127928,1.0540653522638008,
III,258,30.959999999999997,4301.73155994396,400.0,1.7869895944806058,29.04761221791181,4.582718919403464,0.9111026004297744,
III,262,31.439999999999998,3901.731559942664,0.0,1.6633294786414075,29.5137838573963,4.999999999999931,0.2856596228946997,
III,262,31.439999999999998,4101.731559942664,200.0,1.7251485278512126,29.520021415393103,4.782074681127793,0.1459652178976127,
III,262,31.439999999999998,4301.731559942664,400.0,1.7869685722828403,29.52761221789924,4.582718919404054,0.007044231581164177,
III,266,31.919999999999998,3901.731559944176,0.0,1.6633274233746542,29.993783857424486,4.999999999999922,0.0,
III,266,31.919999999999998,4101.731559944175,200.0,1.7251479897634572,30.00002141536812,4.782074681124818,0.0,
III,266,31.919999999999998,4301.731559944175,400.0,1.786968571027818,30.007612217956265,4.582718919405556,0.0,
IV,147,22.05,3806.9131601714957,0.0,1.677156083862306,19.605763257427945,4.999999999999957,15.200949291537752,1.0230058111415867
IV,147,22.05,4006.9131601714957,200.0,1.7386629249513712,19.61688583853278,4.78250683318057,14.915803118050732,0.7356053242371512
IV,147,22.05,4206.913160171496,400.0,1.8001748253152892,19.62933132866006,4.583510541457416,14.63282919795334,0.9553519821274855
IV,150,22.5,3806.9131601712797,0.0,1.67597196292695,20.055763257423795,4.999999999999918,13.437063430817522,1.0287768232035526
IV,150,22.5,4006.9131601712797,200.0,1.7375084350619312,20.066885838484346,4.782506833177728,13.16280942849786,0.7394165320004655
IV,150,22.5,4206.91316017128,400.0,1.7990494160134898,20.07933132858254,4.583510541453096,12.890624934484654,0.9552088244023373
IV,153,22.95,3806.913160169228,0.0,1.6749769481075332,20.505763257390303,4.999999999999953,11.73392093704028,1.035838536687803
IV,153,22.95,4006.913160169228,200.0,1.7365397555540847,20.516885838501718,4.7825068331809675,11.46999848639474,0.7457243968942147
IV,153,22.95,4206.913160169228,400.0,1.7981066042859923,20.529331328679575,4.583510541460726,11.208049304573096,0.9575331148055927
IV,156,23.4,3806.913160174844,0.0,1.6741500961389164,20.955763257483873,4.999999999999994,10.087787054073793,1.0441277291571314
IV,156,23.4,4006.913160174844,200.0,1.7357364347135136,20.96688583846816,4.782506833172985,9.833680959025422,0.7543426016697089
IV,156,23.4,4206.913160174844,400.0,1.7973264146537389,20.979331328658866,4.583510541454145,9.581457698717776,0.9621558525602416
IV,159,23.849999999999998,3806.9131601706317,0.0,1.6734735580399358,21.40576325741278,4.999999999999899,8.49528823606197,1.0535873620638951
IV,159,23.849999999999998,4006.9131601706317,200.0,1.7350810244788129,21.416885838492448,4.782506833178917,8.250523009382151,0.7650933199040997
IV,159,23.849999999999998,4206.913160170632,400.0,1.796691787978491,21.429331328563368,4.583510541452597,8.00755540452465,0.968919259287945
IV,162,24.3,3806.9131601678237,0.0,1.672932014451247,21.85576325736726,4.999999999999965,6.953364469154315,1.0641649347267836
IV,162,24.3,4006.9131601678237,200.0,1.7345585354252153,21.866885838478858,4.782506833180984,6.717499593152831,0.7778072279633146
IV,162,24.3,4206.913160167824,400.0,1.796188055278261,21.879331328644298,4.583510541460008,6.483351857185399,0.9776751077652338
IV,165,24.75,3806.9131601689037,0.0,1.6725122320271557,22.305763257385355,4.99999999999998,5.459229453473876,1.075811341711782
IV,165,24.75,4006.9131601689037,200.0,1.7341560079398928,22.316885838509535,4.782506833181802,5.231855404942777,0.7923238732407877
IV,165,24.75,4206.913160168904,400.0,1.7958025231002146,22.329331328660146,4.583510541459899,5.006122335530993,0.9882836964718006
IV,168,25.2,3806.913160170092,0.0,1.6722027113709503,22.755763257403625,4.9999999999998845,4.010337088076013,1.0884800896216842
IV,168,25.2,4006.913160170092,200.0,1.7338621714623488,22.766885838464397,4.782506833177703,3.791071991339648,0.8084921285972572
IV,168,25.2,4206.913160170092,400.0,1.7955241436057323,22.779331328621588,4.583510541456514,3.5733756777945223,1.000613242517484
IV,171,25.65,3806.913160175708,0.0,1.6719934050251106,23.205763257498177,4.999999999999994,2.6043530851023284,
IV,171,25.65,4006.913160175708,200.0,1.733667171166402,23.216885838463476,4.782506833171787,2.3928398619400655,
IV,171,25.65,4206.913160175708,400.0,1.7953432496347272,23.229331328648005,4.583510541452684,2.182826885758722,
IV,174,26.099999999999998,3806.913160175816,0.0,1.6718754896178032,23.655763257499885,4.999999999999988,1.239130784151092,
IV,174,26.099999999999998,4006.913160175816,200.0,1.73356234688236,23.666885838517963,4.782506833175126,1.0350347127405588,
IV,174,26.099999999999998,4206.913160175816,400.0,1.7952513401497125,23.679331328632934,4.583510541451701,0.8323737441151773,
IV,177,26.55,3806.913160170092,0.0,1.6718410091240468,24.1057632574045,4.999999999999945,0.0,
IV,177,26.55,4006.913160170092,200.0,1.733538233714441,24.116885838488546,4.782506833179233,0.0,
IV,177,26.55,4206.913160170092,400.0,1.7952357090467224,24.129331328601566,4.583510541455344,0.0,
IV,180,27.0,3806.91316017452,0.0,1.6718410091238176,24.55576325747839,4.999999999999985,0.0,
IV,180,27.0,4006.91316017452,200.0,1.733538233716313,24.566885838538838,4.7825068331778,0.0,
IV,180,27.0,4206.913160174519,400.0,1.7952357090487923,24.579331328678904,4.583510541455626,0.0,
IV,183,27.45,3806.9131601719278,0.0,1.6718410091226736,25.005763257434033,4.999999999999885,0.0,1.1655885559950747
IV,183,27.45,4006.9131601719278,200.0,1.7335382337144951,25.016885838465175,4.782506833175838,0.0,
IV,183,27.45,4206.913160171927,400.0,1.7952357090478068,25.02933132855108,4.5835105414506385,0.0,
IV,186,27.9,3806.9131601677154,0.0,1.6718410091221343,25.455763257364442,4.999999999999894,0.0,1.183431369885554
IV,186,27.9,4006.9131601677154,200.0,1.7335382337142329,25.466885838476188,4.782506833180928,0.0,
IV,186,27.9,4206.913160167715,400.0,1.7952357090475841,25.479331328591407,4.583510541457023,0.0,
IV,189,28.349999999999998,3806.9131601699837,0.0,1.6718410091231677,25.905763257402796,4.999999999999949,0.0,
IV,189,28.349999999999998,4006.9131601699837,200.0,1.733538233714592,25.91688583841936,4.7825068331749625,0.0,
IV,189,28.349999999999998,4206.913160169984,400.0,1.795235709046833,25.929331328547526,4.5835105414522905,0.0,
IV,192,28.799999999999997,3806.9131601710637,0.0,1.6718410091248608,26.355763257420136,4.999999999999912,0.0,
IV,192,28.799999999999997,4006.9131601710637,200.0,1.7335382337165623,26.366885838531605,4.782506833180946,0.0,
IV,192,28.799999999999997,4206.913160171063,400.0,1.7952357090471374,26.379331328671746,4.583510541458512,0.0,
IV,195,29.25,3806.9131601663116,0.0,1.6718410091221225,26.80576325734247,4.999999999999983,0.0,
IV,195,29.25,4006.9131601663116,200.0,1.7335382337134275,26.816885838519806,4.782506833185155,0.0,
IV,195,29.25,4206.913160166312,400.0,1.7952357090461042,26.829331328628513,4.583510541460532,0.0,
IV,198,29.7,3806.913160173116,0.0,1.6718410091239222,27.255763257455154,4.999999999999987,0.0,
IV,198,29.7,4006.913160173116,200.0,1.7335382337137992,27.266885838579142,4.782506833181817,0.0,
IV,198,29.7,4206.913160173116,400.0,1.7952357090500841,27.279331328567924,4.583510541450486,0.0,
IV,201,30.15,3806.9131601746276,0.0,1.6718410091246707,27.705763257479173,4.999999999999916,0.0,
IV,201,30.15,4006.9131601746276,200.0,1.7335382337174818,27.716885838421497,4.782506833170256,0.0,
IV,201,30.15,4206.913160174628,400.0,1.7952357090486115,27.72933132865887,4.583510541454352,0.0,
IV,204,30.599999999999998,3806.9131601711715,0.0,1.6718410091247464,28.155763257422958,4.999999999999985,0.0,
IV,204,30.599999999999998,4006.9131601711715,200.0,1.7335382337153369,28.16688583853447,4.782506833181015,0.0,
IV,204,30.599999999999998,4206.9131601711715,400.0,1.7952357090492421,28.17933132864106,4.583510541456617,0.0,
IV,207,31.049999999999997,3806.9131601767876,0.0,1.6718410091255356,28.605763257514806,4.999999999999907,0.0,
IV,207,31.049999999999997,4006.9131601767876,200.0,1.7335382337148173,28.616885838587848,4.782506833178538,0.0,
IV,207,31.049999999999997,4206.913160176788,400.0,1.7952357090491982,28.629331328652206,4.583510541451895,0.0,
IV,210,31.5,3806.9131601684717,0.0,1.6718410091215992,29.05576325737847,4.999999999999999,0.0,
IV,210,31.5,4006.9131601684717,200.0,1.7335382337132996,29.066885838439575,4.782506833177821,0.0,
IV,210,31.5,4206.913160168471,400.0,1.7952357090477595,29.079331328538313,4.5835105414532,0.0,
IV,213,31.95,3806.9131601654476,0.0,1.671841009122556,29.505763257326755,4.999999999999885,0.0,
IV,213,31.95,4006.9131601654476,200.0,1.7335382337138199,29.51688583852536,4.7825068331864085,0.0,
IV,213,31.95,4206.913160165448,400.0,1.7952357090485973,29.529331328596317,4.583510541459479,0.0,
V,112,20.16,3702.348973171678,0.0,1.6868933481595683,17.229533868298514,4.999999999999957,15.058754937298376,1.0164102484168638
V,112,20.16,3902.348973171678,200.0,1.7482036673892696,17.24499458782909,4.783028599544745,14.685225997099874,0.7617841249098215
V,112,20.16,4102.348973171678,400.0,1.8095224891760597,17.261753249875554,4.584466222100746,14.31508546547002,1.000018468209099
V,115,20.7,3702.3489731697337,0.0,1.6851599504224135,17.769533868270596,4.999999999999976,12.13140153460892,1.0152406714729487
V,115,20.7,3902.3489731697337,200.0,1.7465291180011562,17.784994587771465,4.7830285995426065,11.778840020494087,0.7543416683407461
V,115,20.7,4102.348973169734,400.0,1.8079054156461274,17.801753249909535,4.5844662221048695,11.429444112305168,0.9901904617840841
V,118,21.24,3702.348973173298,0.0,1.6838799510572222,18.309533868322145,4.999999999999969,9.350427471475012,1.016350834580969
V,118,21.24,3902.348973173298,200.0,1.7452982544665354,18.324994587726792,4.78302859953566,9.017386718247163,0.7515094201602364
V,118,21.24,4102.348973173298,400.0,1.8067226139338926,18.341753249901238,4.584466222100908,8.687305622774538,0.9849986013536498
V,121,21.779999999999998,3702.348973167358,0.0,1.6829805310545758,18.849533868235426,4.9999999999999165,6.704659202921831,1.01958295392109
V,121,21.779999999999998,3902.348973167358,200.0,1.7444403337939378,18.864994587858146,4.783028599551351,6.389831039598307,0.752887835659672
V,121,21.779999999999998,4102.348973167358,400.0,1.8059053391578022,18.88175324988013,4.584466222105182,6.077771452749365,0.9839917396890975
V,124,22.32,3702.348973173298,0.0,1.682404083375919,19.389533868322015,4.999999999999958,4.184219353060669,1.0248153060727587
V,124,22.32,3902.348973173298,200.0,1.743899289557771,19.404994587741665,4.783028599536735,3.8864128497751036,0.7581202111715742
V,124,22.32,4102.348973173298,400.0,1.8053990110507376,19.421753249865148,4.584466222098504,3.5911971832375897,0.9867834281335026
V,127,22.86,3702.3489731684376,0.0,1.6821043652717576,19.929533868251056,4.999999999999916,1.780306514740568,1.0319485062297733
V,127,22.86,3902.3489731684376,200.0,1.7436300435175947,19.944994587831093,4.783028599548269,1.4984316817881362,
V,127,22.86,4102.348973168438,400.0,1.8051596769574865,19.961753249816137,4.584466222099886,1.2189820651012893,
V,130,23.4,3702.34897316941,0.0,1.6820382445993702,20.469533868265845,4.999999999999972,0.0,
V,130,23.4,3902.34897316941,200.0,1.7435831115173595,20.4849945877669,4.783028599542614,0.0,
V,130,23.4,4102.34897316941,400.0,1.805128556618508,20.501753249852076,4.5844662221013515,0.0,
V,133,23.939999999999998,3702.3489731671416,0.0,1.6820382446002113,21.009533868231884,4.9999999999998845,0.0,1.0514365967546677
V,133,23.939999999999998,3902.3489731671416,200.0,1.7435831115177425,21.0249945878078,4.783028599547936,0.0,
V,133,23.939999999999998,4102.348973167142,400.0,1.8051285566180897,21.0417532499363,4.584466222109134,0.0,
V,136,24.48,3702.34897317481,0.0,1.6820382445997837,21.549533868343378,4.999999999999916,0.0,
V,136,24.48,3902.34897317481,200.0,1.7435831115180005,21.56499458778011,4.783028599537938,0.0,
V,136,24.48,4102.34897317481,400.0,1.8051285566202462,21.581753249895034,4.5844662220990475,0.0,
V,139,25.02,3702.34897316995,0.0,1.6820382446000088,22.08953386827376,4.999999999999978,0.0,
V,139,25.02,3902.34897316995,200.0,1.7435831115158695,22.104994587818595,4.783028599545788,0.0,
V,139,25.02,4102.34897316995,400.0,1.8051285566203104,22.12175324992588,4.584466222105752,0.0,
V,142,25.56,3702.348973171138,0.0,1.6820382446012356,22.629533868289787,4.999999999999885,0.0,
V,142,25.56,3902.348973171138,200.0,1.7435831115183995,22.644994587880444,4.783028599549022,0.0,
V,142,25.56,4102.348973171138,400.0,1.805128556620781,22.66175324993969,4.584466222105536,0.0,
V,145,26.099999999999998,3702.348973170814,0.0,1.6820382445978455,23.169533868285804,4.999999999999942,0.0,
V,145,26.099999999999998,3902.348973170814,200.0,1.7435831115158322,23.184994587818906,4.783028599544909,0.0,
V,145,26.099999999999998,4102.348973170814,400.0,1.8051285566189226,23.201753249803115,4.584466222096745,0.0,
V,148,26.64,3702.3489731680056,0.0,1.682038244600448,23.7095338682458,4.999999999999994,0.0,
V,148,26.64,3902.3489731680056,200.0,1.7435831115164675,23.724994587870846,4.783028599551594,0.0,
V,148,26.64,4102.348973168006,400.0,1.8051285566198088,23.74175324997686,4.5844662221110095,0.0,
V,151,27.18,3702.34897317211,0.0,1.682038244599747,24.249533868304187,4.99999999999991,0.0,
V,151,27.18,3902.34897317211,200.0,1.743583111518648,24.26499458773376,4.783028599537401,0.0,
V,151,27.18,4102.34897317211,400.0,1.8051285566223092,24.281753249923305,4.584466222103515,0.0,
V,154,27.72,3702.3489731759983,0.0,1.682038244601077,24.789533868360667,4.999999999999921,0.0,
V,154,27.72,3902.3489731759983,200.0,1.7435831115214875,24.80499458777186,4.783028599536103,0.0,
V,154,27.72,4102.348973175998,400.0,1.8051285566232727,24.821753249923056,4.58446622209978,0.0,
V,157,28.259999999999998,3702.348973176538,0.0,1.6820382446028717,25.329533868369335,4.9999999999999885,0.0,
V,157,28.259999999999998,3902.348973176538,200.0,1.7435831115174716,25.344994587874385,4.783028599542953,0.0,
V,157,28.259999999999998,4102.3489731765385,400.0,1.8051285566220472,25.361753249936985,4.5844662221001915,0.0,
V,160,28.799999999999997,3702.348973173406,0.0,1.6820382446004098,25.869533868322694,4.999999999999889,0.0,
V,160,28.799999999999997,3902.348973173406,200.0,1.7435831115204532,25.884994587717035,4.783028599534841,0.0,
V,160,28.799999999999997,4102.348973173406,400.0,1.8051285566188526,25.90175324986641,4.584466222098484,0.0,
V,163,29.34,3702.348973168654,0.0,1.6820382445988353,26.409533868254922,4.999999999999973,0.0,
V,163,29.34,3902.348973168654,200.0,1.7435831115174145,26.424994587784013,4.783028599544639,0.0,
V,163,29.34,4102.348973168654,400.0,1.8051285566167512,26.441753249885274,4.584466222104286,0.0,
V,166,29.88,3702.348973169518,0.0,1.682038244598497,26.94953386826627,4.999999999999881,0.0,1.2538957794888623
V,166,29.88,3902.348973169518,200.0,1.7435831115166642,26.96499458768011,4.783028599536225,0.0,
V,166,29.88,4102.348973169518,400.0,1.805128556621513,26.981753249925198,4.58446622210612,0.0,
V,169,30.419999999999998,3702.3489731614177,0.0,1.682038244595622,27.489533868149742,4.999999999999948,0.0,
V,169,30.419999999999998,3902.3489731614177,200.0,1.7435831115136053,27.50499458776257,4.783028599550634,0.0,
V,169,30.419999999999998,4102.348973161417,400.0,1.8051285566147484,27.521753249847997,4.584466222108723,0.0,
V,172,30.959999999999997,3702.3489731688696,0.0,1.6820382445995852,28.029533868257452,4.999999999999927,0.0,
V,172,30.959999999999997,3902.3489731688696,200.0,1.74358311151734,28.044994587703368,4.783028599538584,0.0,
V,172,30.959999999999997,4102.34897316887,400.0,1.8051285566213187,28.06175324993352,4.584466222107295,0.0,
V,175,31.5,3702.348973172218,0.0,1.6820382446011033,28.56953386830556,4.999999999999894,0.0,
V,175,31.5,3902.348973172218,200.0,1.7435831115162275,28.584994587769412,4.783028599539867,0.0,
V,175,31.5,4102.348973172218,400.0,1.805128556618971,28.601753249987585,4.584466222107694,0.0,
