wind_speed_m_s,x_from_anchor_m,height_above_seabed_m
24.0,5.810748512344618,1.1646301785469588
24.0,6.0096947896606965,1.2519501290155495
24.0,6.207416962145752,1.3420076440620023
24.0,6.403893258665572,1.4347518993810409
24.0,6.5991036923095905,1.5301318606174055
24.0,6.793030021796115,1.62809638207186
24.0,6.985655709014199,1.7285943001959512
24.0,7.1769658731961155,1.831574521757558
24.0,7.366947242199424,1.9369861066080898
24.0,7.555588101359178,2.044778345027212
24.0,7.742878240349474,2.154900829661896
24.0,7.928808898470077,2.2673035221132194
24.0,8.113372708748592,2.381936814256897
24.0,8.29656364122221,2.4987515844119583
24.0,8.478376945735953,2.6176992484964003
24.0,8.658809094566864,2.7387318063293002
24.0,8.837857725156145,2.861801883255944
24.0,9.015521583204238,2.9868627672860986
24.0,9.191800466357483,3.113868441946217
24.0,9.366695168689327,3.2427736150539506
24.0,9.540207426154739,3.373533743628481
24.0,9.71233986317295,3.506105055152916
24.0,9.8830959404719,3.6404445654056845
24.0,10.05247990430686,3.776510093076708
24.0,10.220496737146629,3.9142602713814374
24.0,10.387152109902852,4.053654556881764
24.0,10.552452335761606,4.1946532357175865
24.0,10.716404325661502,4.3372174274467525
24.0,10.8790155454489,4.481309086684035
24.0,11.040293974728666,4.6268910027224806
24.0,11.200248067417851,4.773926797312415
24.0,11.358886713999988,4.922380920765084
24.0,11.516219205469024,5.0722186465396
24.0,11.672255198944516,5.223406064463126
24.0,11.827004684932911,5.375910072725735
24.0,11.980477956204513,5.52969836878294
24.0,12.132685578250646,5.684739439290347
24.0,12.283638361281751,5.8410025491868165
24.0,12.433347333723908,5.998457730034565
24.0,12.581823717168554,6.157075767716768
24.0,12.7290789027283,6.316828189586012
24.0,12.875124428750144,6.477687251149666
24.0,13.019971959836424,6.639625922371547
24.0,13.163633267123165,6.802617873662798
24.0,13.306120209765348,6.966637461628643
24.0,13.447444717578511,7.131659714632157
24.0,13.587618774786666,7.297660318230469
24.0,13.726654404826833,7.464615600533881
24.0,13.864563656161545,7.632502517533525
24.0,14.001358589051428,7.801298638438707
24.0,14.137051263241105,7.970982131060926
24.0,14.271653726512998,8.141531747277659
24.0,14.405178004064735,8.312926808605413
24.0,14.537636088667341,8.485147191908181
24.0,14.669039931562851,8.658173315264422
24.0,14.799401434061362,8.831986124012735
24.0,14.92873243979911,9.006567076993957
24.0,15.057044727620642,9.181898133004786
24.0,15.18435000504963,9.357961737476028
24.0,15.310659902314447,9.534740809386525
24.0,15.435985966895991,9.712218728421812
24.0,15.560339658566873,9.89037932238522
24.0,15.683732344892316,10.069206854867206
24.0,15.806175297164698,10.248686013177764
24.0,15.927679686744932,10.428801896545146
24.0,16.04825658178522,10.609540004583254
24.0,16.16791694430901,10.790886226028952
24.0,16.286671627625267,10.9728268277497
24.0,16.40453137405531,11.155348444021048
24.0,16.52150681295158,11.338438066072866
24.0,16.637608458989,11.522083031902561
24.0,16.752846710710408,11.706271016352904
24.0,16.867231849308745,11.890990021451705
24.0,16.980774037629544,12.07622836701003
24.0,17.093483319378276,12.261974681475383
