interval,start_date,end_date,days,distance_m,raw_change_m,annualized_change_m_per_year
g1,2016-10-20,2017-05-11,203,2040.0,0.760639553600619,1.3685891475498821
g1,2016-10-20,2017-05-11,203,2045.0,0.7631832521009727,1.373165925270346
g1,2016-10-20,2017-05-11,203,2050.0,0.7466005261975752,1.3433292718899723
g2,2018-09-13,2019-04-13,212,1820.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1825.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1830.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1835.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1840.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1845.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1850.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1855.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1860.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1865.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1870.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1875.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1880.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1885.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1890.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1895.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1900.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1905.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1910.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1915.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1920.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1925.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1930.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1935.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1940.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1945.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1950.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1955.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1960.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1965.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1970.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1975.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1980.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1985.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1990.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,1995.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,2000.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,2005.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,2010.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,2015.0,-0.7984697900487561,-1.3756655227137176
g2,2018-09-13,2019-04-13,212,2020.0,-0.7875032853982091,-1.3567715801495088
g2,2018-09-13,2019-04-13,212,2025.0,-0.7816374805851325,-1.3466655178477343
g2,2018-09-13,2019-04-13,212,2030.0,-0.7999999999999972,-1.378301886792448
g2,2018-09-13,2019-04-13,212,2035.0,-0.8355289084561193,-1.4395138387433846
g2,2018-09-13,2019-04-13,212,2040.0,-0.8721849076229162,-1.5026676297607082
g2,2018-09-13,2019-04-13,212,2045.0,-0.9156295771750464,-1.5775174672791779
g2,2018-09-13,2019-04-13,212,2050.0,-0.9715244967871968,-1.673817558733602
g3,2019-10-15,2020-03-19,156,1820.0,-0.4891275232097243,-1.1452168452073834
g3,2019-10-15,2020-03-19,156,1825.0,-0.3743114489275783,-0.8763926712871665
g3,2019-10-15,2020-03-19,156,1830.0,-0.22040661646821746,-0.5160481837501053
g3,2019-10-15,2020-03-19,156,1835.0,-0.19222889146563915,-0.45007437569118397
g3,2019-10-15,2020-03-19,156,1840.0,-0.1817527272727233,-0.42554604895103965
g3,2019-10-15,2020-03-19,156,1845.0,-0.10853818181819008,-0.25412545454547386
g3,2019-10-15,2020-03-19,156,1850.0,-0.10591999999999757,-0.24799538461537893
g3,2019-10-15,2020-03-19,156,1855.0,-0.10711538461537629,-0.25079419378696277
g3,2019-10-15,2020-03-19,156,1860.0,-0.0844492307692235,-0.19772488165678773
g3,2019-10-15,2020-03-19,156,1865.0,-0.06260045516613388,-0.14656933493224616
g3,2019-10-15,2020-03-19,156,1870.0,-0.11111843422849432,-0.260166718602292
g3,2019-10-15,2020-03-19,156,1875.0,-0.057126772166341766,-0.13375354829330982
g3,2019-10-15,2020-03-19,156,1880.0,0.07126290708151117,0.16685113340719204
g3,2019-10-15,2020-03-19,156,1885.0,0.04694666661756486,0.10991839732093311
g3,2019-10-15,2020-03-19,156,1890.0,0.026608485048640773,0.06229967412830796
g3,2019-10-15,2020-03-19,156,1895.0,-0.020443615585612918,-0.04786558072208409
g3,2019-10-15,2020-03-19,156,1900.0,-0.04961208509198656,-0.11615906461441082
g3,2019-10-15,2020-03-19,156,1905.0,-0.007914559745785255,-0.018530724020179898
g3,2019-10-15,2020-03-19,156,1910.0,0.05544682111634103,0.12982020136374076
g3,2019-10-15,2020-03-19,156,1915.0,0.12944708328140564,0.3030804305675219
g3,2019-10-15,2020-03-19,156,1920.0,0.21994249582716208,0.5149615166722497
g3,2019-10-15,2020-03-19,156,1925.0,0.27058388364071817,0.6335305352549507
g3,2019-10-15,2020-03-19,156,1930.0,0.28096854998918275,0.6578446338689039
g3,2019-10-15,2020-03-19,156,1935.0,0.26500054186931266,0.6204579994728618
g3,2019-10-15,2020-03-19,156,1940.0,0.2901760158242581,0.6794024985885274
g3,2019-10-15,2020-03-19,156,1945.0,0.30566976895271125,0.715678737884473
g3,2019-10-15,2020-03-19,156,1950.0,0.3468155321136521,0.8120152122084067
g3,2019-10-15,2020-03-19,156,1955.0,0.36083496897143164,0.8448395667744577
g3,2019-10-15,2020-03-19,156,1960.0,0.42236232074260727,0.9888963952002391
g3,2019-10-15,2020-03-19,156,1965.0,0.5034654334301152,1.178786856156087
g3,2019-10-15,2020-03-19,156,1970.0,0.6035015904235479,1.4130061275782106
g3,2019-10-15,2020-03-19,156,1975.0,0.6624610815400658,1.5510507053365963
g3,2019-10-15,2020-03-19,156,1980.0,0.6853473557995926,1.6046353955500077
g3,2019-10-15,2020-03-19,156,1985.0,0.7116959999999963,1.6663266923076838
g3,2019-10-15,2020-03-19,156,1990.0,0.7559199999999962,1.7698703846153756
g3,2019-10-15,2020-03-19,156,1995.0,0.7812933163913556,1.8292781013586064
g3,2019-10-15,2020-03-19,156,2000.0,0.8198309722212471,1.91950809361417
g3,2019-10-15,2020-03-19,156,2005.0,0.8843982232529228,2.070682378481603
g3,2019-10-15,2020-03-19,156,2010.0,0.9008504801097459,2.1092028067954147
g3,2019-10-15,2020-03-19,156,2015.0,0.8760237037037015,2.0510747293447245
g3,2019-10-15,2020-03-19,156,2020.0,0.8123520623756022,1.901997376812107
g3,2019-10-15,2020-03-19,156,2025.0,0.8362733234937352,1.9580053295261972
g3,2019-10-15,2020-03-19,156,2030.0,0.9331769149809048,2.184890180748561
g3,2019-10-15,2020-03-19,156,2035.0,1.00001848372861,2.3413894306530434
g3,2019-10-15,2020-03-19,156,2040.0,1.0213473724211894,2.391327742159227
g3,2019-10-15,2020-03-19,156,2045.0,0.2969330080301944,0.6952229563014648
g3,2019-10-15,2020-03-19,156,2050.0,-1.0083065735400538,-2.360794717855799
g4,2020-03-19,2021-03-14,360,1820.0,0.7120282639504723,0.7224120094664166
g4,2020-03-19,2021-03-14,360,1825.0,0.6611715162676433,0.6708136008798797
g4,2020-03-19,2021-03-14,360,1830.0,0.605097525559124,0.6139218644735279
g4,2020-03-19,2021-03-14,360,1835.0,0.5647918544286057,0.5730284023056895
g4,2020-03-19,2021-03-14,360,1840.0,0.5408592592592569,0.5487467901234544
g4,2020-03-19,2021-03-14,360,1845.0,0.5235999999999947,0.531235833333328
g4,2020-03-19,2021-03-14,360,1850.0,0.519999999999996,0.5275833333333293
g4,2020-03-19,2021-03-14,360,1855.0,0.519999999999996,0.5275833333333293
g4,2020-03-19,2021-03-14,360,1860.0,0.519999999999996,0.5275833333333293
g4,2020-03-19,2021-03-14,360,1865.0,0.48700045516613244,0.4941025451373052
g4,2020-03-19,2021-03-14,360,1870.0,0.433518434228489,0.4398405780609878
g4,2020-03-19,2021-03-14,360,1875.0,0.42446524474451053,0.43065536289703465
g4,2020-03-19,2021-03-14,360,1880.0,0.45276187918776856,0.45936465659259024
g4,2020-03-19,2021-03-14,360,1885.0,0.47141245972073165,0.47828722475832564
g4,2020-03-19,2021-03-14,360,1890.0,0.4719915149513625,0.47887472454440316
g4,2020-03-19,2021-03-14,360,1895.0,0.4746234260812443,0.48154501771159575
g4,2020-03-19,2021-03-14,360,1900.0,0.47751964081474085,0.4844834689099558
g4,2020-03-19,2021-03-14,360,1905.0,0.48461907271753546,0.4916864341946662
g4,2020-03-19,2021-03-14,360,1910.0,0.49459194292438724,0.5018047420920346
g4,2020-03-19,2021-03-14,360,1915.0,0.504448944443233,0.5118054915496968
g4,2020-03-19,2021-03-14,360,1920.0,0.5099202499059672,0.5173565868837625
g4,2020-03-19,2021-03-14,360,1925.0,0.5012173022956645,0.5085267212874763
g4,2020-03-19,2021-03-14,360,1930.0,0.49506193417306577,0.5022815873797563
g4,2020-03-19,2021-03-14,360,1935.0,0.49899064590019293,0.5062675928195708
g4,2020-03-19,2021-03-14,360,1940.0,0.4952604323369485,0.502482980308529
g4,2020-03-19,2021-03-14,360,1945.0,0.48482917031584805,0.49189959571628755
g4,2020-03-19,2021-03-14,360,1950.0,0.4752644678863476,0.4821954080430234
g4,2020-03-19,2021-03-14,360,1955.0,0.47016354954708817,0.4770201013113165
g4,2020-03-19,2021-03-14,360,1960.0,0.4640784049577036,0.4708462150300034
g4,2020-03-19,2021-03-14,360,1965.0,0.4515733753685325,0.4581588204259902
g4,2020-03-19,2021-03-14,360,1970.0,0.4344681039206151,0.44080409710279067
g4,2020-03-19,2021-03-14,360,1975.0,0.4187132770002435,0.4248195122898304
g4,2020-03-19,2021-03-14,360,1980.0,0.41305040989708175,0.4190740617080808
g4,2020-03-19,2021-03-14,360,1985.0,0.42500000000000426,0.43119791666667096
g4,2020-03-19,2021-03-14,360,1990.0,0.4372314453125057,0.44360773722331304
g4,2020-03-19,2021-03-14,360,1995.0,0.4326953125000017,0.43900545247396006
g4,2020-03-19,2021-03-14,360,2000.0,0.37085449218750455,0.376262786865239
g4,2020-03-19,2021-03-14,360,2005.0,0.305993227023329,0.3104556282507525
g4,2020-03-19,2021-03-14,360,2010.0,0.29914951989025695,0.3035121170553232
g4,2020-03-19,2021-03-14,360,2015.0,0.31629629629630074,0.32090895061728847
g4,2020-03-19,2021-03-14,360,2020.0,0.28935228545048375,0.29357200627996993
g4,2020-03-19,2021-03-14,360,2025.0,0.021954835618203106,0.0222750103043019
g4,2020-03-19,2021-03-14,360,2030.0,-0.2819107697519172,-0.28602196847746597
g4,2020-03-19,2021-03-14,360,2035.0,-0.3838884954094226,-0.38948686930081006
g4,2020-03-19,2021-03-14,360,2040.0,-0.3693930395320777,-0.3747800213585872
g4,2020-03-19,2021-03-14,360,2045.0,-0.32391666456550894,-0.3286404492570893
g4,2020-03-19,2021-03-14,360,2050.0,-0.2738960492874014,-0.27789036667284267
