task_id,original_price,original_probability,cost-neutral_price,cost-neutral_probability,balanced-5_price,balanced-5_probability,enhanced-10_price,enhanced-10_probability,enhanced-15_price,enhanced-15_probability,wide-10_price,wide-10_probability,wide-15_price,wide-15_probability,completion-first-20_price,completion-first-20_probability
A0032,65.5,0.3172393822953606,70.5,0.3782326448556758,70.5,0.3782326448556758,70.5,0.3782326448556758,70.5,0.3782326448556758,73.5,0.4169278283940281,73.5,0.4169278283940281,75.5,0.44333809738315794
A0033,65.5,0.29643694837648693,70.5,0.35551323509798594,70.5,0.35551323509798594,70.5,0.35551323509798594,70.5,0.35551323509798594,73.5,0.3933545570748389,73.5,0.3933545570748389,75.5,0.4193455222085729
A0034,66.0,0.28606231427712586,71.0,0.344082205905634,71.0,0.344082205905634,71.0,0.344082205905634,71.0,0.344082205905634,74.0,0.38142689386905976,74.0,0.38142689386905976,76.0,0.4071586961829125
A0035,66.5,0.18857924564830555,71.5,0.23328804254253652,71.5,0.23328804254253652,71.5,0.23328804254253652,71.5,0.23328804254253652,74.5,0.26343737788549837,74.5,0.26343737788549837,76.5,0.2848751526783135
A0036,65.5,0.30537769569979883,70.5,0.3653106110647808,70.5,0.3653106110647808,70.5,0.3653106110647808,70.5,0.3653106110647808,73.5,0.40354180692168345,73.5,0.40354180692168345,75.5,0.42972907564987367
A0037,70.0,0.37897222081013954,75.0,0.44411404695698065,75.0,0.44411404695698065,75.0,0.44411404695698065,75.0,0.44411404695698065,78.0,0.4842993953128824,78.0,0.4842993953128824,80.0,0.5112354548202219
A0038,75.0,0.6362347546913619,70.5,0.5784883142830197,77.5,0.6668060454418957,80.0,0.6960355587095493,80.0,0.6960355587095493,79.0,0.6845159445038651,83.0,0.7291172947610015,85.0,0.7498703929985615
A0039,66.5,0.3142545645009321,71.5,0.3749891413150365,71.5,0.3749891413150365,71.5,0.3749891413150365,71.5,0.3749891413150365,74.5,0.41357321492618265,74.5,0.41357321492618265,76.5,0.43993131693253357
A0040,66.0,0.16361321684058475,71.0,0.20389031235318728,71.0,0.20389031235318728,71.0,0.20389031235318728,71.0,0.20389031235318728,74.0,0.23138697088321858,74.0,0.23138697088321858,76.0,0.2511057418527486
A0041,65.0,0.34921094147976967,70.0,0.41263615070258786,70.0,0.41263615070258786,70.0,0.41263615070258786,70.0,0.41263615070258786,73.0,0.4522906963890357,73.0,0.4522906963890357,75.0,0.47910040627156003
A0042,66.5,0.3542144556570546,71.5,0.41796478004192034,71.5,0.41796478004192034,71.5,0.41796478004192034,71.5,0.41796478004192034,74.5,0.4577323429355893,74.5,0.4577323429355893,76.5,0.4845792312406149
A0043,67.0,0.35342663101020555,72.0,0.41712675059172416,72.0,0.41712675059172416,72.0,0.41712675059172416,72.0,0.41712675059172416,75.0,0.45687716767167896,75.0,0.45687716767167896,77.0,0.48371864041648954
A0044,69.0,0.2540922299490726,74.0,0.3084291382483886,74.0,0.3084291382483886,74.0,0.3084291382483886,74.0,0.3084291382483886,77.0,0.34393327819579717,77.0,0.34393327819579717,79.0,0.36864309770648845
A0045,66.0,0.16211980819224617,71.0,0.20211810899762314,71.0,0.20211810899762314,71.0,0.20211810899762314,71.0,0.20211810899762314,74.0,0.22944464947859392,74.0,0.22944464947859392,76.0,0.24905153045247774
A0046,66.0,0.22187517934076026,71.0,0.27183333183068903,71.0,0.27183333183068903,71.0,0.27183333183068903,71.0,0.27183333183068903,74.0,0.30498260202164656,74.0,0.30498260202164656,76.0,0.3282943328097574
A0047,67.0,0.23200306350382158,72.0,0.2834110593934173,72.0,0.2834110593934173,72.0,0.2834110593934173,72.0,0.2834110593934173,75.0,0.3173568640890148,75.0,0.3173568640890148,77.0,0.3411501693210586
A0048,67.0,0.21804730338103784,72.0,0.2674397907998206,72.0,0.2674397907998206,72.0,0.2674397907998206,72.0,0.2674397907998206,75.0,0.3002742210839268,75.0,0.3002742210839268,77.0,0.32339351912380926
A0049,68.5,0.26410070112183537,73.5,0.3196606689319103,73.5,0.3196606689319103,73.5,0.3196606689319103,73.5,0.3196606689319103,76.5,0.3557925469996345,76.5,0.3557925469996345,78.5,0.38085977484024053
A0050,70.0,0.34821253315383494,75.0,0.41157108690269206,75.0,0.41157108690269206,75.0,0.41157108690269206,75.0,0.41157108690269206,78.0,0.45120190520512043,78.0,0.45120190520512043,80.0,0.4780034013941931
A0051,66.5,0.28336969029677,71.5,0.34110438399824,71.5,0.34110438399824,71.5,0.34110438399824,71.5,0.34110438399824,74.5,0.3783122852185615,74.5,0.3783122852185615,76.5,0.40397119132412623
A0052,65.5,0.3573140191915043,70.5,0.4212582969748071,70.5,0.4212582969748071,70.5,0.4212582969748071,70.5,0.4212582969748071,73.5,0.46109097548103106,73.5,0.46109097548103106,75.5,0.48795759307620884
A0053,70.0,0.39208653734566445,75.0,0.4578207783899891,75.0,0.4578207783899891,75.0,0.4578207783899891,75.0,0.4578207783899891,78.0,0.49813497566211323,78.0,0.49813497566211323,80.0,0.5250570736765864
A0054,67.0,0.4291243120165214,72.0,0.4960016648893455,72.0,0.4960016648893455,72.0,0.4960016648893455,72.0,0.4960016648893455,75.0,0.5363519971070972,75.0,0.5363519971070972,77.0,0.5630223966443318
A0055,67.0,0.36147931830333213,72.0,0.42567529429176004,72.0,0.42567529429176004,72.0,0.42567529429176004,72.0,0.42567529429176004,75.0,0.4655896302670061,75.0,0.4655896302670061,77.0,0.4924788315089452
A0056,73.0,0.5600612303460075,72.5,0.5534122876155934,78.0,0.6250037695078015,78.0,0.6250037695078015,78.0,0.6250037695078015,81.0,0.6620628131972078,81.0,0.6620628131972078,83.0,0.6857389171908389
A0057,66.0,0.3492715004496424,71.0,0.41270073360231885,71.0,0.41270073360231885,71.0,0.41270073360231885,71.0,0.41270073360231885,74.0,0.45235670585776144,74.0,0.45235670585776144,76.0,0.47916690539492673
A0058,69.0,0.4668250229441031,74.0,0.5340810696636942,74.0,0.5340810696636942,74.0,0.5340810696636942,74.0,0.5340810696636942,77.0,0.5740011325167572,77.0,0.5740011325167572,79.0,0.6001204816649802
A0059,66.0,0.18311325835559086,71.0,0.22688852142262456,71.0,0.22688852142262456,71.0,0.22688852142262456,71.0,0.22688852142262456,74.0,0.25648747784152387,74.0,0.25648747784152387,76.0,0.27757282153342594
A0060,65.5,0.2511663052790674,70.5,0.30513347240859306,70.5,0.30513347240859306,70.5,0.30513347240859306,70.5,0.30513347240859306,73.5,0.3404449961150665,73.5,0.3404449961150665,75.5,0.36504364593738614
A0061,65.5,0.342939686282654,70.5,0.40593635369196307,70.5,0.40593635369196307,70.5,0.40593635369196307,70.5,0.40593635369196307,73.5,0.4454353207864541,73.5,0.4454353207864541,75.5,0.47218900083716187
A0062,67.5,0.2412103013481761,72.5,0.29387778608408544,72.5,0.29387778608408544,72.5,0.29387778608408544,72.5,0.29387778608408544,75.5,0.3285025419162345,75.5,0.3285025419162345,77.5,0.35269973341507177
A0063,75.0,0.6362347546913619,70.5,0.5784883142830197,77.5,0.6668060454418957,80.0,0.6960355587095493,80.0,0.6960355587095493,79.0,0.6845159445038651,83.0,0.7291172947610015,85.0,0.7498703929985615
A0064,73.0,0.6134845029217783,70.0,0.5745218055677119,77.5,0.6691783200030623,78.0,0.6751155294995371,78.0,0.6751155294995371,79.0,0.6868213492229663,81.0,0.7095238988794779,83.0,0.7312247489190692
A0065,67.0,0.38418339099345467,72.0,0.4495725191211751,72.0,0.4495725191211751,72.0,0.4495725191211751,72.0,0.4495725191211751,75.0,0.48981657028527986,75.0,0.48981657028527986,77.0,0.516752004177818
A0066,67.0,0.31507648444236924,72.0,0.37588283905975606,72.0,0.37588283905975606,72.0,0.37588283905975606,72.0,0.37588283905975606,75.0,0.4144978848207188,75.0,0.4144978848207188,77.0,0.4408706141642394
A0067,65.0,0.16830278079226316,70.0,0.20944522694713083,70.0,0.20944522694713083,70.0,0.20944522694713083,70.0,0.20944522694713083,73.0,0.23746756551485737,73.0,0.23746756551485737,75.0,0.2575309005209875
A0068,65.5,0.35866017932934485,70.5,0.42268692224352195,70.5,0.42268692224352195,70.5,0.42268692224352195,70.5,0.42268692224352195,73.5,0.462546722140862,73.5,0.462546722140862,75.5,0.4894211289871249
A0069,66.0,0.31792539382127305,71.0,0.37897734063470834,71.0,0.37897734063470834,71.0,0.37897734063470834,71.0,0.37897734063470834,74.0,0.41769752921982994,74.0,0.41769752921982994,76.0,0.44411941747614186
A0070,66.5,0.27542653783411436,71.5,0.3322932841059656,71.5,0.3322932841059656,71.5,0.3322932841059656,71.5,0.3322932841059656,74.5,0.3690784334834348,74.5,0.3690784334834348,76.5,0.39450848114829085
A0071,70.0,0.47199727969547367,74.5,0.5325438809704127,75.0,0.5392448430798085,75.0,0.5392448430798085,75.0,0.5392448430798085,78.0,0.5790711704525835,78.0,0.5790711704525835,80.0,0.6050935278042969
A0072,66.5,0.27194359953242203,71.5,0.32841717387048547,71.5,0.32841717387048547,71.5,0.32841717387048547,71.5,0.32841717387048547,74.5,0.3650077996914159,74.5,0.3650077996914159,76.5,0.390330894114643
A0073,66.0,0.31329166660769076,71.0,0.3739416272951397,71.0,0.3739416272951397,71.0,0.3739416272951397,71.0,0.3739416272951397,74.0,0.4124890516499065,74.0,0.4124890516499065,76.0,0.43882976282984903
A0074,66.5,0.1831959069773866,71.5,0.22698543801149554,71.5,0.22698543801149554,71.5,0.22698543801149554,71.5,0.22698543801149554,74.5,0.25659284149604267,74.5,0.25659284149604267,76.5,0.2776836119839166
A0075,66.5,0.1714237570551179,71.5,0.2131336281070874,71.5,0.2131336281070874,71.5,0.2131336281070874,71.5,0.2131336281070874,74.5,0.24149870036137913,74.5,0.24149870036137913,76.5,0.2617856941521558
A0076,68.5,0.3210909729524561,73.5,0.38240999342272364,73.5,0.38240999342272364,73.5,0.38240999342272364,73.5,0.38240999342272364,76.5,0.421243005076388,76.5,0.421243005076388,78.5,0.44771672878564783
A0077,65.5,0.38068887316689853,70.5,0.44591390335868286,70.5,0.44591390335868286,70.5,0.44591390335868286,70.5,0.44591390335868286,73.5,0.4861196912414419,73.5,0.4861196912414419,75.5,0.5130562698845273
A0078,66.5,0.27542653783411436,71.5,0.3322932841059656,71.5,0.3322932841059656,71.5,0.3322932841059656,71.5,0.3322932841059656,74.5,0.3690784334834348,74.5,0.3690784334834348,76.5,0.39450848114829085
A0079,71.0,0.6018657863993655,69.5,0.582347101165284,76.0,0.6643357918359845,76.0,0.6643357918359845,76.0,0.6643357918359845,78.0,0.6879277123831807,79.0,0.6993774603959946,81.0,0.7215388356538496
A0080,66.0,0.1573267970865545,71.0,0.19641977848028191,71.0,0.19641977848028191,71.0,0.19641977848028191,71.0,0.19641977848028191,74.0,0.2231914090787271,74.0,0.2231914090787271,76.0,0.24243204885786243
A0081,70.0,0.3040328115335603,75.0,0.36384003523668396,75.0,0.36384003523668396,75.0,0.36384003523668396,75.0,0.36384003523668396,78.0,0.40201481140103934,78.0,0.40201481140103934,80.0,0.4281741223652655
A0082,67.0,0.22425059405349143,72.0,0.27455488321764704,72.0,0.27455488321764704,72.0,0.27455488321764704,72.0,0.27455488321764704,75.0,0.30789570527675947,75.0,0.30789570527675947,77.0,0.3313239546299564
A0083,66.0,0.13192477859790244,71.0,0.16594882222640955,71.0,0.16594882222640955,71.0,0.16594882222640955,71.0,0.16594882222640955,74.0,0.18954695391816448,74.0,0.18954695391816448,76.0,0.2066588152113862
A0084,65.5,0.1593970224064326,70.5,0.1988830095287984,70.5,0.1988830095287984,70.5,0.1988830095287984,70.5,0.1988830095287984,73.5,0.225895994975713,73.5,0.225895994975713,75.5,0.24529616470017288
A0085,66.0,0.21492980281686525,71.0,0.2638543952345199,71.0,0.2638543952345199,71.0,0.2638543952345199,71.0,0.2638543952345199,74.0,0.29642675593829454,74.0,0.29642675593829454,76.0,0.3193850352967751
A0086,66.5,0.27971076199582023,71.5,0.33705059383118086,71.5,0.33705059383118086,71.5,0.33705059383118086,71.5,0.33705059383118086,74.5,0.3740673444743194,74.5,0.3740673444743194,76.5,0.39962340969736937
A0087,66.0,0.2682750281359248,71.0,0.32432613849090935,71.0,0.32432613849090935,71.0,0.32432613849090935,71.0,0.32432613849090935,74.0,0.36070577216108046,74.0,0.36070577216108046,76.0,0.38591179297939915
A0088,70.0,0.2780193209042142,75.0,0.3351737619470547,75.0,0.3351737619470547,75.0,0.3351737619470547,75.0,0.3351737619470547,78.0,0.37210008181726506,78.0,0.37210008181726506,80.0,0.39760712025537653
A0089,66.5,0.18681407796985353,71.5,0.23122363840325727,71.5,0.23122363840325727,71.5,0.23122363840325727,71.5,0.23122363840325727,74.5,0.2611970673220209,74.5,0.2611970673220209,76.5,0.2825224605359629
A0090,70.0,0.42878784171094086,75.0,0.4956582855155502,75.0,0.4956582855155502,75.0,0.4956582855155502,75.0,0.4956582855155502,78.0,0.5360103920153695,78.0,0.5360103920153695,80.0,0.5626844199135307
A0091,65.5,0.1545187350229853,70.5,0.19307383169796474,70.5,0.19307383169796474,70.5,0.19307383169796474,70.5,0.19307383169796474,73.5,0.21951399438511585,73.5,0.21951399438511585,75.5,0.23853496265957336
A0092,67.0,0.43707132078004485,72.0,0.504093556966988,72.0,0.504093556966988,72.0,0.504093556966988,72.0,0.504093556966988,75.0,0.5443911311175218,75.0,0.5443911311175218,77.0,0.5709690000940457
A0093,70.0,0.38592624733982633,75.0,0.45139457765289254,75.0,0.45139457765289254,75.0,0.45139457765289254,75.0,0.45139457765289254,78.0,0.4916560440969293,78.0,0.4916560440969293,80.0,0.5185898112532968
A0094,66.0,0.203666331902746,71.0,0.2508462366591816,71.0,0.2508462366591816,71.0,0.2508462366591816,71.0,0.2508462366591816,74.0,0.2824288557888601,74.0,0.2824288557888601,76.0,0.3047726217748604
A0095,65.5,0.30687230611320443,70.5,0.36694359582787905,70.5,0.36694359582787905,70.5,0.36694359582787905,70.5,0.36694359582787905,73.5,0.40523657481087877,73.5,0.40523657481087877,75.5,0.4314542682291854
A0096,67.0,0.44212263313020755,72.0,0.5092187739797797,72.0,0.5092187739797797,72.0,0.5092187739797797,72.0,0.5092187739797797,75.0,0.5494720926925267,75.0,0.5494720926925267,77.0,0.5759844224664332
A0097,65.5,0.3441379556959603,70.5,0.40721832099367317,70.5,0.40721832099367317,70.5,0.40721832099367317,70.5,0.40721832099367317,73.5,0.4467482209419058,73.5,0.4467482209419058,75.5,0.4735134259175802
A0098,65.5,0.3532673263033104,70.5,0.4169572493138885,70.5,0.4169572493138885,70.5,0.4169572493138885,70.5,0.4169572493138885,73.5,0.4567041699590409,73.5,0.4567041699590409,75.5,0.4835445278002285
A0099,66.0,0.2682750281359248,71.0,0.32432613849090935,71.0,0.32432613849090935,71.0,0.32432613849090935,71.0,0.32432613849090935,74.0,0.36070577216108046,74.0,0.36070577216108046,76.0,0.38591179297939915
A0100,66.0,0.14634825543612826,71.0,0.18330667638268597,71.0,0.18330667638268597,71.0,0.18330667638268597,71.0,0.18330667638268597,74.0,0.20875532188845086,74.0,0.20875532188845086,76.0,0.22711532263693895
A0101,66.5,0.43177728743312455,71.5,0.49870690843961596,71.5,0.49870690843961596,71.5,0.49870690843961596,71.5,0.49870690843961596,74.5,0.5390419385936284,74.5,0.5390419385936284,76.5,0.5656829018594913
A0102,70.0,0.3034001307596933,75.0,0.3631478379293676,75.0,0.3631478379293676,75.0,0.3631478379293676,75.0,0.3631478379293676,78.0,0.4012958010361129,78.0,0.4012958010361129,80.0,0.4274417686792155
A0103,66.0,0.4194513844926117,71.0,0.4861048865766162,71.0,0.4861048865766162,71.0,0.4861048865766162,71.0,0.4861048865766162,74.0,0.5264911500613463,74.0,0.5264911500613463,76.0,0.5532563158604008
A0104,70.0,0.41116594391149625,75.0,0.4775859399259605,75.0,0.4775859399259605,75.0,0.4775859399259605,75.0,0.4775859399259605,78.0,0.5179778263570761,78.0,0.5179778263570761,80.0,0.5448081602830018
A0105,65.0,0.35003292772986316,70.0,0.4135125688013976,70.0,0.4135125688013976,70.0,0.4135125688013976,70.0,0.4135125688013976,73.0,0.4531863546845487,73.0,0.4531863546845487,75.0,0.4800026275033611
A0106,67.5,0.21526292588488677,72.5,0.26423782487895464,72.5,0.26423782487895464,72.5,0.26423782487895464,72.5,0.26423782487895464,75.5,0.29683843276676214,75.5,0.29683843276676214,77.5,0.3198141032542102
A0107,70.0,0.25694538673339096,75.0,0.31163752052407945,75.0,0.31163752052407945,75.0,0.31163752052407945,75.0,0.31163752052407945,78.0,0.34732550093839765,78.0,0.34732550093839765,80.0,0.3721407923521926
A0108,66.0,0.2152456812450045,71.0,0.2642179778577359,71.0,0.2642179778577359,71.0,0.2642179778577359,71.0,0.2642179778577359,74.0,0.2968171249186847,74.0,0.2968171249186847,76.0,0.3197918962185883
A0109,65.5,0.27441375043997424,70.5,0.33116696165222514,70.5,0.33116696165222514,70.5,0.33116696165222514,70.5,0.33116696165222514,73.5,0.367896125611438,73.5,0.367896125611438,75.5,0.39329549169011224
A0110,68.5,0.25398896338708526,73.5,0.30831291630113566,73.5,0.30831291630113566,73.5,0.30831291630113566,73.5,0.30831291630113566,76.5,0.34381032872308315,76.5,0.34381032872308315,78.5,0.3685162766551843
A0111,70.5,0.42341031988182004,75.5,0.4901617678973328,75.5,0.4901617678973328,75.5,0.4901617678973328,75.5,0.4901617678973328,78.5,0.5305371162977371,78.5,0.5305371162977371,80.5,0.5572658994419336
A0112,65.5,0.3073771089076671,70.5,0.3674948229899317,70.5,0.3674948229899317,70.5,0.3674948229899317,70.5,0.3674948229899317,73.5,0.4058084514008051,73.5,0.4058084514008051,75.5,0.4320362676958347
A0113,66.5,0.19630592578653921,71.5,0.24229956746230366,71.5,0.24229956746230366,71.5,0.24229956746230366,71.5,0.24229956746230366,74.5,0.2731985385395398,74.5,0.2731985385395398,76.5,0.2951123888457163
A0114,66.5,0.3407442277525731,71.5,0.4035853147343376,71.5,0.4035853147343376,71.5,0.4035853147343376,71.5,0.4035853147343376,74.5,0.4430261198054987,74.5,0.4430261198054987,76.5,0.4697576713833032
A0115,67.0,0.23834736500424775,72.0,0.29062916559038776,72.0,0.29062916559038776,72.0,0.29062916559038776,72.0,0.29062916559038776,75.0,0.32504735993262357,75.0,0.32504735993262357,77.0,0.3491223674542231
A0116,66.0,0.2433546266188059,71.0,0.29630748311960287,71.0,0.29630748311960287,71.0,0.29630748311960287,71.0,0.29630748311960287,74.0,0.33108428229285064,74.0,0.33108428229285064,76.0,0.35537100104591296
A0117,67.0,0.4399848538143606,72.0,0.5070514373985054,72.0,0.5070514373985054,72.0,0.5070514373985054,72.0,0.5070514373985054,75.0,0.5473244947235136,75.0,0.5473244947235136,77.0,0.5738651924455789
A0118,65.5,0.30716710979143497,70.5,0.3672655303212563,70.5,0.3672655303212563,70.5,0.3672655303212563,70.5,0.3672655303212563,73.5,0.40557058186170464,73.5,0.40557058186170464,75.5,0.4317941963860136
A0119,66.0,0.28065005710136054,71.0,0.3380920604550977,71.0,0.3380920604550977,71.0,0.3380920604550977,71.0,0.3380920604550977,74.0,0.3751584640747875,74.0,0.3751584640747875,76.0,0.40074134817314866
A0120,65.5,0.3359776924317627,70.5,0.39847104617353873,70.5,0.39847104617353873,70.5,0.39847104617353873,70.5,0.39847104617353873,73.5,0.4377789139788899,73.5,0.4377789139788899,75.5,0.4644578753380244
A0121,65.0,0.3469024743054677,70.0,0.41017266531064406,70.0,0.41017266531064406,70.0,0.41017266531064406,70.0,0.41017266531064406,73.0,0.4497717532823302,73.0,0.4497717532823302,75.0,0.476562067675885
A0122,66.5,0.3252199156114404,71.5,0.3868781105963999,71.5,0.3868781105963999,71.5,0.3868781105963999,71.5,0.3868781105963999,74.5,0.42585198766200805,74.5,0.42585198766200805,76.5,0.4523889566902706
A0123,65.5,0.28951613711033986,70.5,0.34789518837616873,70.5,0.34789518837616873,70.5,0.34789518837616873,70.5,0.34789518837616873,73.5,0.38541054780618894,73.5,0.38541054780618894,75.5,0.4112324312805423
A0124,66.0,0.2826125332949368,71.0,0.3402662088257545,71.0,0.3402662088257545,71.0,0.3402662088257545,71.0,0.3402662088257545,74.0,0.3774350544206587,74.0,0.3774350544206587,76.0,0.403073038266326
A0125,66.0,0.3513136233018622,71.0,0.41487727106918715,71.0,0.41487727106918715,71.0,0.41487727106918715,71.0,0.41487727106918715,74.0,0.45458050535436867,74.0,0.45458050535436867,76.0,0.48140664587880116
A0126,75.0,0.9784688125315553,70.0,0.9719973873796012,70.0,0.9719973873796012,70.0,0.9719973873796012,80.0,0.9834701198787095,67.0,0.9672450130769978,67.0,0.9672450130769978,65.0,0.9636531595242478
A0127,65.5,0.4020942651284212,70.5,0.46821407148763483,70.5,0.46821407148763483,70.5,0.46821407148763483,70.5,0.46821407148763483,73.5,0.508584975896147,73.5,0.508584975896147,75.5,0.5354692570721176
