task_id,original_price,recommended_price,price_change,original_probability,recommended_probability,probability_change
A0073,66.0,74.0,8.0,0.31329166660769076,0.4124890516499065,0.09919738504221576
A0074,66.5,74.5,8.0,0.1831959069773866,0.25659284149604267,0.07339693451865606
A0075,66.5,74.5,8.0,0.1714237570551179,0.24149870036137913,0.07007494330626124
A0076,68.5,76.5,8.0,0.3210909729524561,0.421243005076388,0.10015203212393192
A0077,65.5,73.5,8.0,0.38068887316689853,0.4861196912414419,0.10543081807454335
A0078,66.5,74.5,8.0,0.27542653783411436,0.3690784334834348,0.09365189564932042
A0079,71.0,79.0,8.0,0.6018657863993655,0.6993774603959946,0.09751167399662908
A0080,66.0,74.0,8.0,0.1573267970865545,0.2231914090787271,0.06586461199217258
A0081,70.0,78.0,8.0,0.3040328115335603,0.40201481140103934,0.09798199986747902
A0082,67.0,75.0,8.0,0.22425059405349143,0.30789570527675947,0.08364511122326804
A0083,66.0,74.0,8.0,0.13192477859790244,0.18954695391816448,0.05762217532026204
A0084,65.5,73.5,8.0,0.1593970224064326,0.225895994975713,0.06649897256928039
A0085,66.0,74.0,8.0,0.21492980281686525,0.29642675593829454,0.0814969531214293
A0086,66.5,74.5,8.0,0.27971076199582023,0.3740673444743194,0.09435658247849915
A0087,66.0,74.0,8.0,0.2682750281359248,0.36070577216108046,0.09243074402515566
A0088,70.0,78.0,8.0,0.2780193209042142,0.37210008181726506,0.09408076091305084
A0089,66.5,74.5,8.0,0.18681407796985353,0.2611970673220209,0.07438298935216739
A0090,70.0,78.0,8.0,0.42878784171094086,0.5360103920153695,0.10722255030442862
A0091,65.5,73.5,8.0,0.1545187350229853,0.21951399438511585,0.06499525936213055
A0092,67.0,75.0,8.0,0.43707132078004485,0.5443911311175218,0.10731981033747695
A0093,70.0,78.0,8.0,0.38592624733982633,0.4916560440969293,0.10572979675710298
A0094,66.0,74.0,8.0,0.203666331902746,0.2824288557888601,0.07876252388611413
A0095,65.5,73.5,8.0,0.30687230611320443,0.40523657481087877,0.09836426869767434
A0096,67.0,75.0,8.0,0.44212263313020755,0.5494720926925267,0.10734945956231917
A0097,65.5,73.5,8.0,0.3441379556959603,0.4467482209419058,0.10261026524594552
A0098,65.5,73.5,8.0,0.3532673263033104,0.4567041699590409,0.10343684365573047
A0099,66.0,74.0,8.0,0.2682750281359248,0.36070577216108046,0.09243074402515566
A0100,66.0,74.0,8.0,0.14634825543612826,0.20875532188845086,0.06240706645232261
A0101,66.5,74.5,8.0,0.43177728743312455,0.5390419385936284,0.10726465116050382
A0102,70.0,78.0,8.0,0.3034001307596933,0.4012958010361129,0.0978956702764196
A0103,66.0,74.0,8.0,0.4194513844926117,0.5264911500613463,0.10703976556873457
A0104,70.0,78.0,8.0,0.41116594391149625,0.5179778263570761,0.10681188244557988
A0105,65.0,73.0,8.0,0.35003292772986316,0.4531863546845487,0.10315342695468555
A0106,67.5,75.5,8.0,0.21526292588488677,0.29683843276676214,0.08157550688187537
A0107,70.0,78.0,8.0,0.25694538673339096,0.34732550093839765,0.09038011420500669
A0108,66.0,74.0,8.0,0.2152456812450045,0.2968171249186847,0.08157144367368022
A0109,65.5,73.5,8.0,0.27441375043997424,0.367896125611438,0.09348237517146374
A0110,68.5,76.5,8.0,0.25398896338708526,0.34381032872308315,0.08982136533599788
A0111,70.5,78.5,8.0,0.42341031988182004,0.5305371162977371,0.1071267964159171
A0112,65.5,73.5,8.0,0.3073771089076671,0.4058084514008051,0.09843134249313801
A0113,66.5,74.5,8.0,0.19630592578653921,0.2731985385395398,0.07689261275300058
A0114,66.5,74.5,8.0,0.3407442277525731,0.4430261198054987,0.1022818920529256
A0115,67.0,75.0,8.0,0.23834736500424775,0.32504735993262357,0.08669999492837582
A0116,66.0,74.0,8.0,0.2433546266188059,0.33108428229285064,0.08772965567404473
A0117,67.0,75.0,8.0,0.4399848538143606,0.5473244947235136,0.10733964090915304
A0118,65.5,73.5,8.0,0.30716710979143497,0.40557058186170464,0.09840347207026967
A0119,66.0,74.0,8.0,0.28065005710136054,0.3751584640747875,0.09450840697342694
A0120,65.5,73.5,8.0,0.3359776924317627,0.4377789139788899,0.10180122154712723
A0121,65.0,73.0,8.0,0.3469024743054677,0.4497717532823302,0.10286927897686249
A0122,66.5,74.5,8.0,0.3252199156114404,0.42585198766200805,0.10063207205056762
A0123,65.5,73.5,8.0,0.28951613711033986,0.38541054780618894,0.09589441069584909
A0124,66.0,74.0,8.0,0.2826125332949368,0.3774350544206587,0.09482252112572193
A0125,66.0,74.0,8.0,0.3513136233018622,0.45458050535436867,0.10326688205250645
A0126,75.0,67.0,-8.0,0.9784688125315553,0.9672450130769978,-0.011223799454557426
A0127,65.5,73.5,8.0,0.4020942651284212,0.508584975896147,0.10649071076772582
A0128,65.5,73.5,8.0,0.5057327559014118,0.6115950413777212,0.10586228547630949
A0129,66.5,72.5,6.0,0.7558177535250576,0.8104908583989304,0.05467310487387278
A0130,65.0,73.0,8.0,0.5082343732937712,0.6139698402124293,0.1057354669186581
A0131,65.5,73.5,8.0,0.404755326944641,0.5113480638986766,0.1065927369540356
A0132,65.0,73.0,8.0,0.3559048164516772,0.4595651553659033,0.1036603389142261
A0133,75.0,72.0,-3.0,0.8331527771759966,0.8094560778742608,-0.02369669930173579
A0134,65.0,73.0,8.0,0.3793585232328466,0.48470926473585646,0.10535074150300988
A0135,65.5,73.5,8.0,0.3889136647270611,0.49480242757504656,0.10588876284798543
A0136,68.5,76.5,8.0,0.5507384146661829,0.6535644768555402,0.1028260621893573
A0137,65.5,73.5,8.0,0.4731902293941825,0.5802373476738695,0.10704711827968699
A0138,65.5,73.5,8.0,0.4463585836433216,0.5537157156708481,0.1073571320275265
A0139,68.0,76.0,8.0,0.49224657926127313,0.5987053589305004,0.10645877966922723
A0140,69.0,77.0,8.0,0.5485330393213662,0.6515444974686883,0.10301145814732204
A0141,66.5,74.5,8.0,0.6060829322167278,0.7030712994841519,0.0969883672674241
A0142,65.0,73.0,8.0,0.38833146432850324,0.49418990447792466,0.10585844014942142
A0143,66.0,74.0,8.0,0.5801984601805974,0.6801971514571017,0.09999869127650429
A0144,65.0,73.0,8.0,0.33596493804452554,0.43776484278384836,0.10179990473932282
A0145,65.0,73.0,8.0,0.4959342506398927,0.6022446113257179,0.10631036068582522
A0146,66.0,74.0,8.0,0.4413963501165255,0.5487429222824846,0.10734657216595905
A0147,66.0,74.0,8.0,0.5376140340488659,0.6414885558061209,0.10387452175725498
A0148,66.0,74.0,8.0,0.4621593070682689,0.5694082112959464,0.10724890422767752
A0149,66.0,74.0,8.0,0.46210870399836745,0.5693582963672348,0.10724959236886733
A0150,73.0,81.0,8.0,0.7008769654085474,0.7828864567985505,0.08200949139000313
A0151,66.5,74.5,8.0,0.6060829322167278,0.7030712994841519,0.0969883672674241
A0152,65.5,73.5,8.0,0.5890740467341055,0.688095093382138,0.09902104664803257
A0153,70.5,72.5,2.0,0.7910976022096391,0.8083503597037994,0.01725275749416033
A0154,67.0,75.0,8.0,0.5462033824414392,0.6494066551740966,0.10320327273265739
A0155,66.5,74.5,8.0,0.6060829322167278,0.7030712994841519,0.0969883672674241
A0156,65.5,73.5,8.0,0.588140613559886,0.6872671773356213,0.09912656377573525
A0157,73.5,81.5,8.0,0.6735870366655204,0.7605220417490073,0.08693500508348684
A0158,69.0,77.0,8.0,0.5638868225343464,0.6655311307155957,0.10164430818124925
A0159,66.0,74.0,8.0,0.37603209886959127,0.4811752564859976,0.10514315761640636
A0160,70.0,65.0,-5.0,0.9576578967106328,0.9452813251292579,-0.012376571581374951
A0161,75.0,79.5,4.5,0.754635507958852,0.7967295724131307,0.04209406445427866
A0162,70.0,78.0,8.0,0.5564890287157306,0.658814288923702,0.10232526020797139
A0163,66.0,74.0,8.0,0.5366622423923179,0.6406076461920274,0.10394540379970951
A0164,66.5,65.0,-1.5,0.9675319539143257,0.9648945590658814,-0.0026373948484442744
A0165,65.5,73.5,8.0,0.6036912976785431,0.7009779985497696,0.09728670087122648
A0166,69.0,73.0,4.0,0.7730226265689021,0.8086099083077486,0.03558728173884651
A0167,70.0,78.0,8.0,0.7077694755991975,0.788459624401757,0.08069014880255954
A0168,74.5,82.5,8.0,0.6283678658452875,0.722382623343752,0.09401475749846455
A0169,74.0,80.5,6.5,0.7285944773510937,0.792121942095416,0.06352746474432225
A0170,65.5,73.5,8.0,0.48733495499357715,0.5939741122432076,0.10663915724963047
A0171,67.5,75.5,8.0,0.3598976843665047,0.4638834077481384,0.1039857233816337
A0172,65.5,73.5,8.0,0.6036912976785431,0.7009779985497696,0.09728670087122648
A0173,66.5,74.5,8.0,0.5875112226769804,0.6867085769271476,0.09919735425016718
A0174,65.5,73.5,8.0,0.5655556441152435,0.6670406663539887,0.10148502223874523
A0175,65.0,73.0,8.0,0.5487046329151206,0.6517017989152087,0.10299716600008813
A0176,67.5,75.5,8.0,0.684773415294618,0.7697475238907282,0.08497410859611021
A0177,66.0,74.0,8.0,0.34031133459456475,0.4425505130178502,0.10223917842328545
A0178,70.0,65.0,-5.0,0.9754960870364047,0.968160252237406,-0.007335834798998686
A0179,67.0,75.0,8.0,0.5795971200632288,0.6796599663678462,0.10006284630461737
A0180,65.0,73.0,8.0,0.3546043370879838,0.458155329559706,0.10355099247172223
A0181,65.5,73.5,8.0,0.4341988130192278,0.5414917638696318,0.10729295085040402
A0182,65.5,73.5,8.0,0.42174765618907595,0.528839615007663,0.10709195881858702
A0183,65.5,73.5,8.0,0.3889136647270611,0.49480242757504656,0.10588876284798543
A0184,65.0,73.0,8.0,0.43912431226825327,0.5464588711751724,0.10733455890691918
A0185,65.5,73.5,8.0,0.4364681912443851,0.5437829647623906,0.10731477351800556
A0186,65.0,73.0,8.0,0.49432574084783687,0.6007022057262733,0.10637646487843644
A0187,65.5,73.5,8.0,0.49825169770452216,0.6044631128030615,0.10621141509853937
A0188,65.5,73.5,8.0,0.5025509405628664,0.6085672469064487,0.10601630634358228
A0189,69.5,65.0,-4.5,0.9795457038516386,0.974078216392834,-0.005467487458804654
A0190,65.5,73.5,8.0,0.5285373582664735,0.6330592105139387,0.10452185224746513
A0191,65.0,73.0,8.0,0.34982397089020745,0.4529587329905204,0.10313476210031297
A0192,65.0,73.0,8.0,0.5186106349709045,0.6237666509112081,0.10515601594030355
A0193,65.5,73.5,8.0,0.42380162520834563,0.5309362605921594,0.10713463538381374
A0194,66.0,72.5,6.5,0.749037735401631,0.8090342664800763,0.05999653107844527
A0195,65.5,73.5,8.0,0.5590156013835254,0.6611129237323168,0.10209732234879143
A0196,66.5,74.5,8.0,0.5248258912731641,0.6295939205393997,0.10476802926623552
A0197,65.0,73.0,8.0,0.3816172894883315,0.4871029970835749,0.1054857075952434
A0198,75.0,67.0,-8.0,0.9834592686343051,0.9747698204131585,-0.00868944822114659
A0199,74.5,66.5,-8.0,0.9819708070143846,0.9725212639207788,-0.009449543093605794
A0200,75.0,67.0,-8.0,0.9837468194471634,0.975204623524761,-0.008542195922402351
A0201,67.0,75.0,8.0,0.6084635627422167,0.7051509333745353,0.09668737063231858
A0202,70.0,78.0,8.0,0.6172489962898585,0.712790918911407,0.09554192262154848
A0203,67.0,75.0,8.0,0.6083000876390459,0.7050082558661758,0.09670816822712991
A0204,66.5,65.0,-1.5,0.9803244647321775,0.978703338742931,-0.0016211259892464636
A0205,66.5,65.0,-1.5,0.9804099959152424,0.9787957646661224,-0.0016142312491199684
A0206,70.0,65.0,-5.0,0.9835788062693257,0.9786096680234402,-0.004969138245885518
A0207,70.0,65.0,-5.0,0.9778088302244182,0.9711448902254749,-0.0066639399989433246
A0208,75.0,67.0,-8.0,0.9822665312996938,0.9729677177381081,-0.009298813561585684
A0209,70.0,65.0,-5.0,0.9778796120640827,0.971236302369696,-0.006643309694386645
A0210,67.0,75.0,8.0,0.6124967840616828,0.7086650553518454,0.09616827129016259
A0211,66.0,74.0,8.0,0.654229179103142,0.7443631929014788,0.09013401379833674
A0212,70.0,77.5,7.5,0.7276974450354555,0.8001317979369368,0.07243435290148126
A0213,68.0,76.0,8.0,0.4584974796047211,0.5657905434057585,0.10729306380103742
A0214,70.0,77.0,7.0,0.731859457249962,0.7991966310092766,0.06733717375931458
A0215,66.0,74.0,8.0,0.6559773337778253,0.7458326857549737,0.08985535197714845
A0216,70.5,78.5,8.0,0.6660807590212887,0.7542856736202935,0.08820491459900481
A0217,70.0,77.5,7.5,0.7296003253161628,0.8016664578498083,0.07206613253364547
A0218,66.0,74.0,8.0,0.36386535054066904,0.4681590136025107,0.10429366306184168
A0219,70.5,78.5,8.0,0.6214789789487072,0.7164500662732501,0.09497108732454296
A0220,65.0,73.0,8.0,0.5555901493817009,0.6579953412674284,0.1024051918857275
A0221,70.0,78.0,8.0,0.7106917099674073,0.7908134568161881,0.08012174684878082
A0222,75.0,67.0,-8.0,0.9796140814056744,0.9689683551090051,-0.010645726296669267
A0223,70.0,77.0,7.0,0.731144500859188,0.7986118132189141,0.06746731235972603
A0224,70.0,78.0,8.0,0.6052672537107124,0.702357826315615,0.09709057260490261
A0225,75.0,79.5,4.5,0.7562747181697101,0.7981627797632826,0.0418880615935725
A0226,75.0,83.0,8.0,0.6667868128986423,0.7548738590479243,0.08808704614928198
A0227,70.0,77.0,7.0,0.7356227717028505,0.8022702110076069,0.06664743930475636
A0228,65.5,73.5,8.0,0.5685868701825403,0.6697772512610329,0.10119038107849265
A0229,70.0,78.0,8.0,0.6267007901438842,0.7209499947700553,0.09424920462617103
A0230,66.0,74.0,8.0,0.4483559853084443,0.5557113212205901,0.1073553359121458
A0231,70.0,78.0,8.0,0.6149130257100552,0.7107648163442827,0.09585179063422744
A0232,70.0,74.5,4.5,0.7658656825189857,0.8065270738189689,0.04066139129998325
A0233,70.0,78.0,8.0,0.6772878798222239,0.7635831724535818,0.08629529263135782
A0234,70.0,78.0,8.0,0.6347951043442944,0.7278880224340958,0.09309291808980136
A0235,70.0,78.0,8.0,0.6718617997868761,0.7590919584879952,0.08723015870111905
A0236,70.0,78.0,8.0,0.6543265763344065,0.7444451185298752,0.09011854219546866
A0237,66.0,74.0,8.0,0.40366916814094117,0.5102210475309895,0.10655187939004834
A0238,70.0,78.0,8.0,0.6934506112756973,0.7768478997640262,0.08339728848832895
A0239,65.0,73.0,8.0,0.49505600067305866,0.6014027160325155,0.10634671535945683
A0240,70.0,78.0,8.0,0.6052672537107124,0.702357826315615,0.09709057260490261
A0241,65.5,73.5,8.0,0.5049864740846183,0.6108856172575615,0.10589914317294324
A0242,71.5,79.5,8.0,0.6773285587986994,0.7636167701263435,0.0862882113276442
A0243,65.5,73.5,8.0,0.3957283847903399,0.5019485208310844,0.10622013604074454
A0244,66.0,74.0,8.0,0.3639424186607445,0.4682419118070177,0.10429949314627318
A0245,70.0,77.0,7.0,0.736163148299151,0.8027108974348892,0.06654774913573824
A0246,66.5,74.5,8.0,0.5562879424340529,0.6586311369841713,0.10234319455011842
A0247,66.0,74.0,8.0,0.6055964621844436,0.7026458415549818,0.09704937937053815
A0248,65.0,73.0,8.0,0.41564736553806386,0.5225902176762146,0.10694285213815075
A0249,66.5,74.5,8.0,0.5555690218526292,0.6579760851316135,0.1024070632789843
A0250,65.5,73.5,8.0,0.4684731919639984,0.5756191788142826,0.1071459868502842
A0251,66.5,74.5,8.0,0.6442949448608289,0.7359734841689355,0.09167853930810654
A0252,67.0,75.0,8.0,0.6437588074057241,0.7355188058417577,0.09175999843603355
A0253,65.0,73.0,8.0,0.5158051630776811,0.6211263042199745,0.1053211411422934
A0254,65.5,73.5,8.0,0.42012592302520196,0.5271815121947182,0.10705558916951624
A0255,65.0,73.0,8.0,0.5121125160142763,0.6176414617347223,0.10552894572044602
A0256,65.5,73.5,8.0,0.5426129305159215,0.6461036928952163,0.10349076237929478
A0257,65.0,73.0,8.0,0.524855970974639,0.6296220485258953,0.10476607755125633
A0258,66.5,74.5,8.0,0.5884810421954295,0.6875691965098463,0.09908815431441675
A0259,68.0,76.0,8.0,0.7244770202941252,0.8018454881636594,0.07736846786953422
A0260,65.5,73.5,8.0,0.5449437347094614,0.6482489933561765,0.10330525864671503
A0261,69.0,77.0,8.0,0.5638868225343464,0.6655311307155957,0.10164430818124925
A0262,65.0,73.0,8.0,0.49466032604862736,0.6010232145419814,0.10636288849335401
A0263,65.0,73.0,8.0,0.4100795414037215,0.5168569257792048,0.10677738437548334
A0264,65.5,73.5,8.0,0.4963800997466278,0.6026717641350527,0.10629166438842497
A0265,65.5,73.5,8.0,0.48539479172247485,0.592099730490423,0.10670493876794812
A0266,75.0,67.0,-8.0,0.9834087819580556,0.9746934937285527,-0.008715288229502849
A0267,67.0,65.0,-2.0,0.9486544081787986,0.9431437749349406,-0.005510633243858032
A0268,70.0,65.0,-5.0,0.9576578967106328,0.9452813251292579,-0.012376571581374951
A0269,70.5,72.5,2.0,0.7925523198885513,0.8097138338834998,0.017161513994948474
A0270,66.0,65.0,-1.0,0.9572857924571223,0.9550272943969522,-0.002258498060170089
A0271,72.0,65.0,-7.0,0.9819161390310488,0.9738467992878401,-0.00806933974320867
A0272,68.0,76.0,8.0,0.5235213095243354,0.628373301903268,0.10485199237893261
A0273,75.0,67.0,-8.0,0.9828932757822821,0.9739143775781056,-0.008978898204176522
A0274,67.0,75.0,8.0,0.6071503926041456,0.7040042920290411,0.09685389942489553
A0275,65.5,73.5,8.0,0.3905782070031856,0.4965519123359681,0.10597370533278255
A0276,65.0,65.0,0.0,0.942036504942803,0.942036504942803,0.0
A0277,66.5,74.5,8.0,0.3958489968194788,0.502074608139269,0.10622561131979014
A0278,70.0,65.0,-5.0,0.9576578967106328,0.9452813251292579,-0.012376571581374951
A0279,66.0,74.0,8.0,0.4281876770469476,0.5354008184867762,0.10721314143982863
A0280,67.0,65.0,-2.0,0.9590263357110732,0.954575561554339,-0.004450774156734227
A0281,65.5,65.0,-0.5,0.9460036285325168,0.9446106994836342,-0.0013929290488826629
A0282,66.5,74.5,8.0,0.4275141503816201,0.5347163512024795,0.1072022008208594
A0283,68.0,65.0,-3.0,0.9365066877234575,0.9261885110419636,-0.010318176681493818
A0284,65.0,73.0,8.0,0.39746099283075015,0.503758486041897,0.10629749321114684
A0285,65.5,73.5,8.0,0.3865217257577025,0.49228387813694896,0.10576215237924647
A0286,65.5,73.5,8.0,0.38811354096305795,0.4939605492630258,0.10584700829996785
A0287,65.5,65.0,-0.5,0.9451411010945514,0.9437272452276758,-0.0014138558668755907
A0288,65.5,73.5,8.0,0.4731619609554232,0.5802097274636089,0.1070477665081857
A0289,65.0,73.0,8.0,0.3962982305801081,0.502544116379754,0.10624588579964594
A0290,69.0,77.0,8.0,0.6673903006616915,0.7553763397680378,0.08798603910634628
A0291,65.0,73.0,8.0,0.39820797292781857,0.5045379586365213,0.10632998570870272
A0292,70.0,73.0,3.0,0.7804617333834923,0.8069040963261562,0.02644236294266389
A0293,65.0,65.0,0.0,0.9443466182955337,0.9443466182955337,0.0
A0294,67.5,75.5,8.0,0.608986505127991,0.7056072189744298,0.09662071384643878
A0295,70.0,71.5,1.5,0.7997189748378779,0.8123523576219767,0.012633382784098757
A0296,70.0,78.0,8.0,0.5448840416506392,0.6481941031235023,0.10331006147286315
A0297,70.0,75.5,5.5,0.7536090152542927,0.8044477333868515,0.0508387181325588
A0298,75.0,75.5,0.5,0.8001744754631022,0.8044477333868515,0.0042732579237493296
A0299,70.0,74.0,4.0,0.7714501706235704,0.8072225112901151,0.03577234066654478
A0300,70.0,73.5,3.5,0.7759861426782223,0.8070615255531812,0.031075382874958923
A0301,70.0,73.0,3.0,0.7813505089085488,0.807712197352563,0.02636168844401421
A0302,70.0,72.0,2.0,0.7921951636856385,0.8093791177552805,0.017183954069642016
A0303,75.0,75.5,0.5,0.8001744754631022,0.8044477333868515,0.0042732579237493296
A0304,70.0,71.5,1.5,0.7970182775351786,0.8097814955053454,0.012763217970166774
A0305,66.5,74.5,8.0,0.6554613966643626,0.7453992036063208,0.08993780694195819
A0306,70.0,70.0,0.0,0.8131711386666713,0.8131711386666713,0.0
A0307,70.0,74.5,4.5,0.7659625390083366,0.8066113569483953,0.0406488179400587
A0308,70.0,78.0,8.0,0.5581034677043979,0.6602836343867177,0.10218016668231977
A0309,65.5,73.5,8.0,0.5634231247193792,0.6651113222277423,0.10168819750836311
A0310,66.5,74.5,8.0,0.456133701482531,0.5634491839319878,0.10731548244945682
A0311,70.0,70.5,0.5,0.810300896135883,0.8144078283185708,0.004106932182687872
A0312,65.5,73.5,8.0,0.4483730410792541,0.5557283467547166,0.10735530567546253
A0313,67.5,75.5,8.0,0.5376733656000579,0.6415434456039166,0.10387008000385878
A0314,65.5,73.5,8.0,0.41728283437164887,0.524268952886994,0.10698611851534517
A0315,66.0,74.0,8.0,0.6457230794604234,0.737183681112962,0.09146060165253855
A0316,65.5,73.5,8.0,0.5118816612725433,0.6174232373313925,0.10554157605884917
A0317,65.5,73.5,8.0,0.5208723090872345,0.6258906681212625,0.10501835903402801
A0318,65.5,73.5,8.0,0.5124396166551177,0.617950593452062,0.10551097679694432
A0319,65.5,73.5,8.0,0.6955984418806753,0.7785979689438737,0.08299952706319835
A0320,65.0,73.0,8.0,0.5395820069050258,0.6433077489347511,0.10372574202972529
A0321,69.0,73.0,4.0,0.7730226265689021,0.8086099083077486,0.03558728173884651
A0322,66.0,74.0,8.0,0.5878367138935413,0.6869974945868146,0.09916078069327328
A0323,65.5,73.5,8.0,0.4753667597564615,0.5823619560532651,0.10699519629680365
A0324,65.0,73.0,8.0,0.5961698776623,0.694368185714718,0.09819830805241803
