task_id,latitude,longitude,region,original_price,original_probability,greedy_price,greedy_probability,exact_milp_price,exact_milp_probability,practical_milp_price,practical_milp_probability,practical_price_change,practical_probability_change
A0020,22.497728920198,113.937337700868,2,66.0,0.33034377042066937,74.0,0.43154734200101935,74.0,0.43154734200101935,74.0,0.43154734200101935,8.0,0.10120357158034998
A0021,22.4941624669753,113.927139030908,2,66.0,0.4819434102540008,74.0,0.5887576776284094,74.0,0.5887576776284094,74.0,0.5887576776284094,8.0,0.10681426737440858
A0022,22.5159201164617,113.93567688759,2,65.0,0.3275887572736143,73.0,0.4284883657174973,73.0,0.4284883657174973,73.0,0.4284883657174973,8.0,0.10089960844388302
A0023,22.5157856773782,113.94205574693,2,65.5,0.3309005731411602,73.5,0.43216464082266554,73.5,0.43216464082266554,73.5,0.43216464082266554,8.0,0.10126406768150531
A0024,22.5422096257037,114.019649276618,2,66.5,0.2869924158129957,74.5,0.3825009405959868,74.5,0.3825009405959868,74.5,0.3825009405959868,8.0,0.0955085247829911
A0025,22.5445896135667,113.99866008452,2,67.5,0.31678504272222335,75.5,0.4164177945102531,75.5,0.4164177945102531,75.5,0.4164177945102531,8.0,0.09963275178802977
A0026,22.4930831267728,113.935839142226,2,66.0,0.33571165737841074,74.0,0.43748537860540726,74.0,0.43748537860540726,74.0,0.43748537860540726,8.0,0.10177372122699652
A0027,22.5248894876791,113.919142922515,2,65.5,0.30914305311687196,73.5,0.407806940249612,73.5,0.407806940249612,73.5,0.407806940249612,8.0,0.09866388713274005
A0028,22.5480858154297,113.945311875335,2,66.5,0.2971875028109323,74.5,0.39421300610988097,74.5,0.39421300610988097,74.5,0.39421300610988097,8.0,0.09702550329894866
A0029,22.5647073449243,113.982009250796,2,66.0,0.38249502440983746,74.0,0.48803187491518546,74.0,0.48803187491518546,74.0,0.48803187491518546,8.0,0.105536850505348
A0030,22.5819344788478,114.156395293242,2,68.0,0.46558912694938065,76.0,0.5727863167623747,76.0,0.5727863167623747,76.0,0.5727863167623747,8.0,0.10719718981299403
A0031,22.5429361050784,114.131407227026,2,67.0,0.18878610481896674,75.0,0.2636996655685478,75.0,0.2636996655685478,75.0,0.2636996655685478,8.0,0.07491356074958105
A0032,22.5239495360594,113.943441614942,2,65.5,0.3172393822953606,73.5,0.4169278283940281,73.5,0.4169278283940281,73.5,0.4169278283940281,8.0,0.0996884460986675
A0033,22.5510130545882,113.956744570929,2,65.5,0.29643694837648693,73.5,0.3933545570748389,73.5,0.3933545570748389,73.5,0.3933545570748389,8.0,0.09691760869835198
A0034,22.5829932950536,114.147122731579,2,66.0,0.28606231427712586,74.0,0.38142689386905976,74.0,0.38142689386905976,74.0,0.38142689386905976,8.0,0.0953645795919339
A0035,22.549270134625,114.131744697949,2,66.5,0.18857924564830555,74.5,0.26343737788549837,74.5,0.26343737788549837,74.5,0.26343737788549837,8.0,0.07485813223719281
A0036,22.5259613413852,113.935399270764,2,65.5,0.30537769569979883,73.5,0.40354180692168345,73.5,0.40354180692168345,73.5,0.40354180692168345,8.0,0.09816411122188462
A0037,22.7563792952752,114.04213561073,2,70.0,0.37897222081013954,78.0,0.4842993953128824,78.0,0.4842993953128824,78.0,0.4842993953128824,8.0,0.10532717450274287
A0038,22.6414407060529,114.422742132399,2,75.0,0.6362347546913619,83.0,0.7291172947610015,83.0,0.7291172947610015,82.0,0.7183440784815746,7.0,0.08210932379021263
A0039,22.711660071995,114.072883627376,2,66.5,0.3142545645009321,74.5,0.41357321492618265,74.5,0.41357321492618265,74.5,0.41357321492618265,8.0,0.09931865042525057
A0040,22.6064932325456,114.124153601375,2,66.0,0.16361321684058475,74.0,0.23138697088321858,74.0,0.23138697088321858,74.0,0.23138697088321858,8.0,0.06777375404263383
A0041,22.6622997110033,114.072996896515,2,65.0,0.34921094147976967,73.0,0.4522906963890357,73.0,0.4522906963890357,73.0,0.4522906963890357,8.0,0.10307975490926602
A0042,22.635398280659,114.226377185934,2,66.5,0.3542144556570546,74.5,0.4577323429355893,74.5,0.4577323429355893,74.5,0.4577323429355893,8.0,0.10351788727853467
A0043,22.7380284355305,114.264097001048,2,67.0,0.35342663101020555,75.0,0.45687716767167896,75.0,0.45687716767167896,75.0,0.45687716767167896,8.0,0.10345053666147341
A0044,22.6255834838843,114.154966375968,2,69.0,0.2540922299490726,77.0,0.34393327819579717,77.0,0.34393327819579717,77.0,0.34393327819579717,8.0,0.08984104824672456
A0045,22.6526549643723,114.027229172221,2,66.0,0.16211980819224617,74.0,0.22944464947859392,74.0,0.22944464947859392,74.0,0.22944464947859392,8.0,0.06732484128634775
A0046,22.7889219689206,113.896632665629,2,66.0,0.22187517934076026,74.0,0.30498260202164656,74.0,0.30498260202164656,74.0,0.30498260202164656,8.0,0.0831074226808863
A0047,22.7010356427446,114.244292079239,2,67.0,0.23200306350382158,75.0,0.3173568640890148,75.0,0.3173568640890148,75.0,0.3173568640890148,8.0,0.08535380058519323
A0048,22.6315405076403,114.12149281776,2,67.0,0.21804730338103784,75.0,0.3002742210839268,75.0,0.3002742210839268,75.0,0.3002742210839268,8.0,0.08222691770288898
A0049,22.6417147970367,114.195532954479,2,68.5,0.26410070112183537,76.5,0.3557925469996345,76.5,0.3557925469996345,76.5,0.3557925469996345,8.0,0.0916918458777991
A0050,22.689403355188,114.345418821992,2,70.0,0.34821253315383494,78.0,0.45120190520512043,78.0,0.45120190520512043,78.0,0.45120190520512043,8.0,0.1029893720512855
A0051,22.6301004227929,114.063832661281,2,66.5,0.28336969029677,74.5,0.3783122852185615,74.5,0.3783122852185615,74.5,0.3783122852185615,8.0,0.09494259492179147
A0052,22.6639167291901,114.071717684316,2,65.5,0.3573140191915043,73.5,0.46109097548103106,73.5,0.46109097548103106,73.5,0.46109097548103106,8.0,0.10377695628952677
A0053,22.7506640039026,114.378843000345,2,70.0,0.39208653734566445,78.0,0.49813497566211323,78.0,0.49813497566211323,78.0,0.49813497566211323,8.0,0.10604843831644878
A0054,22.7227256081329,114.073801635421,2,67.0,0.4291243120165214,75.0,0.5363519971070972,75.0,0.5363519971070972,75.0,0.5363519971070972,8.0,0.10722768509057584
A0055,22.6413803215711,114.229981802978,2,67.0,0.36147931830333213,75.0,0.4655896302670061,75.0,0.4655896302670061,75.0,0.4655896302670061,8.0,0.10411031196367398
A0056,22.7764075422069,114.309587840635,2,73.0,0.5600612303460075,81.0,0.6620628131972078,81.0,0.6620628131972078,81.0,0.6620628131972078,8.0,0.10200158285120031
A0057,22.5870653356629,113.905761364795,2,66.0,0.3492715004496424,74.0,0.45235670585776144,74.0,0.45235670585776144,74.0,0.45235670585776144,8.0,0.10308520540811905
A0058,22.6933957055509,114.147487353786,2,69.0,0.4668250229441031,77.0,0.5740011325167572,77.0,0.5740011325167572,77.0,0.5740011325167572,8.0,0.10717610957265411
A0059,22.6040496991942,114.058613751507,2,66.0,0.18311325835559086,74.0,0.25648747784152387,74.0,0.25648747784152387,74.0,0.25648747784152387,8.0,0.073374219485933
A0060,22.6376363999893,114.06791620901,2,65.5,0.2511663052790674,73.5,0.3404449961150665,73.5,0.3404449961150665,73.5,0.3404449961150665,8.0,0.0892786908359991
A0061,22.6578852114526,114.07477225632,2,65.5,0.342939686282654,73.5,0.4454353207864541,73.5,0.4454353207864541,73.5,0.4454353207864541,8.0,0.10249563450380011
A0062,22.6178181688603,114.157260801849,2,67.5,0.2412103013481761,75.5,0.3285025419162345,75.5,0.3285025419162345,75.5,0.3285025419162345,8.0,0.08729224056805843
A0063,22.6414407060529,114.422742132399,2,75.0,0.6362347546913619,83.0,0.7291172947610015,83.0,0.7291172947610015,82.0,0.7183440784815746,7.0,0.08210932379021263
A0064,22.7813987573364,114.300806526091,2,73.0,0.6134845029217783,81.0,0.7095238988794779,81.0,0.7095238988794779,80.5,0.7039397440507609,7.5,0.09045524112898262
A0065,22.7229412237494,114.27771560183,2,67.0,0.38418339099345467,75.0,0.48981657028527986,75.0,0.48981657028527986,75.0,0.48981657028527986,8.0,0.1056331792918252
A0066,22.6747071093467,114.22093326141,2,67.0,0.31507648444236924,75.0,0.4144978848207188,75.0,0.4144978848207188,75.0,0.4144978848207188,8.0,0.09942140037834957
A0067,22.6628381443602,114.026397428454,2,65.0,0.16830278079226316,73.0,0.23746756551485737,73.0,0.23746756551485737,73.0,0.23746756551485737,8.0,0.06916478472259421
A0068,22.6577697242095,114.079493396147,2,65.5,0.35866017932934485,73.5,0.462546722140862,73.5,0.462546722140862,73.5,0.462546722140862,8.0,0.10388654281151716
A0069,22.6569132739748,114.210092791689,2,66.0,0.31792539382127305,74.0,0.41769752921982994,74.0,0.41769752921982994,74.0,0.41769752921982994,8.0,0.0997721353985569
A0070,22.7385903883485,113.818449251052,2,66.5,0.27542653783411436,74.5,0.3690784334834348,74.5,0.3690784334834348,74.5,0.3690784334834348,8.0,0.09365189564932042
A0071,22.7163633127048,114.32225700256,2,70.0,0.47199727969547367,78.0,0.5790711704525835,78.0,0.5790711704525835,78.0,0.5790711704525835,8.0,0.10707389075710982
A0072,22.5233140084978,114.04663858269,2,66.5,0.27194359953242203,74.5,0.3650077996914159,74.5,0.3650077996914159,74.5,0.3650077996914159,8.0,0.09306420015899386
A0073,22.6530142206891,114.212454874348,2,66.0,0.31329166660769076,74.0,0.4124890516499065,74.0,0.4124890516499065,74.0,0.4124890516499065,8.0,0.09919738504221576
A0074,22.5331754025637,114.083134154717,2,66.5,0.1831959069773866,74.5,0.25659284149604267,74.5,0.25659284149604267,74.5,0.25659284149604267,8.0,0.07339693451865606
A0075,22.5995590515513,114.130362976515,2,66.5,0.1714237570551179,74.5,0.24149870036137913,74.5,0.24149870036137913,74.5,0.24149870036137913,8.0,0.07007494330626124
A0076,22.6502783683962,113.936624148954,2,68.5,0.3210909729524561,76.5,0.421243005076388,76.5,0.421243005076388,76.5,0.421243005076388,8.0,0.10015203212393192
A0077,22.7378203776219,114.285890066086,2,65.5,0.38068887316689853,73.5,0.4861196912414419,73.5,0.4861196912414419,73.5,0.4861196912414419,8.0,0.10543081807454335
A0078,22.7385903883485,113.818449251052,2,66.5,0.27542653783411436,74.5,0.3690784334834348,74.5,0.3690784334834348,74.5,0.3690784334834348,8.0,0.09365189564932042
A0079,22.7430010931667,113.995040147773,2,71.0,0.6018657863993655,79.0,0.6993774603959946,79.0,0.6993774603959946,79.0,0.6993774603959946,8.0,0.09751167399662908
A0080,22.6349541735094,114.044819584999,2,66.0,0.1573267970865545,74.0,0.2231914090787271,74.0,0.2231914090787271,74.0,0.2231914090787271,8.0,0.06586461199217258
A0081,22.7513933784059,114.026239909685,2,70.0,0.3040328115335603,78.0,0.40201481140103934,78.0,0.40201481140103934,78.0,0.40201481140103934,8.0,0.09798199986747902
A0082,22.6155646326245,114.152415879117,2,67.0,0.22425059405349143,75.0,0.30789570527675947,75.0,0.30789570527675947,75.0,0.30789570527675947,8.0,0.08364511122326804
A0083,22.6844700633893,114.000085031516,2,66.0,0.13192477859790244,74.0,0.18954695391816448,74.0,0.18954695391816448,74.0,0.18954695391816448,8.0,0.05762217532026204
A0084,22.6651428008973,114.020001901954,2,65.5,0.1593970224064326,73.5,0.225895994975713,73.5,0.225895994975713,73.5,0.225895994975713,8.0,0.06649897256928039
A0085,22.6933155162664,113.81707837037,2,66.0,0.21492980281686525,74.0,0.29642675593829454,74.0,0.29642675593829454,74.0,0.29642675593829454,8.0,0.0814969531214293
A0086,22.7560020308019,113.851361212011,2,66.5,0.27971076199582023,74.5,0.3740673444743194,74.5,0.3740673444743194,74.5,0.3740673444743194,8.0,0.09435658247849915
A0087,22.7333561925431,113.831291899127,2,66.0,0.2682750281359248,74.0,0.36070577216108046,74.0,0.36070577216108046,74.0,0.36070577216108046,8.0,0.09243074402515566
A0088,22.7778578024144,113.917004348147,2,70.0,0.2780193209042142,78.0,0.37210008181726506,78.0,0.37210008181726506,78.0,0.37210008181726506,8.0,0.09408076091305084
A0089,22.7059717485156,113.8079954237,2,66.5,0.18681407796985353,74.5,0.2611970673220209,74.5,0.2611970673220209,74.5,0.2611970673220209,8.0,0.07438298935216739
A0090,22.7046649683488,113.972689897065,2,70.0,0.42878784171094086,78.0,0.5360103920153695,78.0,0.5360103920153695,78.0,0.5360103920153695,8.0,0.10722255030442862
A0091,22.6520496098925,114.053593678065,2,65.5,0.1545187350229853,73.5,0.21951399438511585,73.5,0.21951399438511585,73.5,0.21951399438511585,8.0,0.06499525936213055
A0092,22.7213341121282,114.061619587743,2,67.0,0.43707132078004485,75.0,0.5443911311175218,75.0,0.5443911311175218,75.0,0.5443911311175218,8.0,0.10731981033747695
A0093,22.6800886065083,113.834786135085,2,70.0,0.38592624733982633,78.0,0.4916560440969293,78.0,0.4916560440969293,78.0,0.4916560440969293,8.0,0.10572979675710298
A0094,22.7087497447993,113.816054302089,2,66.0,0.203666331902746,74.0,0.2824288557888601,74.0,0.2824288557888601,74.0,0.2824288557888601,8.0,0.07876252388611413
A0095,22.607669788426,113.868531174692,2,65.5,0.30687230611320443,73.5,0.40523657481087877,73.5,0.40523657481087877,73.5,0.40523657481087877,8.0,0.09836426869767434
A0096,22.7271036717407,114.061381858376,2,67.0,0.44212263313020755,75.0,0.5494720926925267,75.0,0.5494720926925267,75.0,0.5494720926925267,8.0,0.10734945956231917
A0097,22.6795558910636,113.832938493127,2,65.5,0.3441379556959603,73.5,0.4467482209419058,73.5,0.4467482209419058,73.5,0.4467482209419058,8.0,0.10261026524594552
A0098,22.675097731447,113.822362023717,2,65.5,0.3532673263033104,73.5,0.4567041699590409,73.5,0.4567041699590409,73.5,0.4567041699590409,8.0,0.10343684365573047
A0099,22.7333561925431,113.831291899127,2,66.0,0.2682750281359248,74.0,0.36070577216108046,74.0,0.36070577216108046,74.0,0.36070577216108046,8.0,0.09243074402515566
A0100,22.611775078928,114.038058741903,2,66.0,0.14634825543612826,74.0,0.20875532188845086,74.0,0.20875532188845086,74.0,0.20875532188845086,8.0,0.06240706645232261
A0101,22.7300665719473,114.066647673172,2,66.5,0.43177728743312455,74.5,0.5390419385936284,74.5,0.5390419385936284,74.5,0.5390419385936284,8.0,0.10726465116050382
A0102,22.6523537636241,113.929912549169,2,70.0,0.3034001307596933,78.0,0.4012958010361129,78.0,0.4012958010361129,78.0,0.4012958010361129,8.0,0.0978956702764196
A0103,22.7136525650851,114.065237460183,2,66.0,0.4194513844926117,74.0,0.5264911500613463,74.0,0.5264911500613463,74.0,0.5264911500613463,8.0,0.10703976556873457
A0104,22.5607343074643,113.89007789741,2,70.0,0.41116594391149625,78.0,0.5179778263570761,78.0,0.5179778263570761,78.0,0.5179778263570761,8.0,0.10681188244557988
A0105,22.6734335276973,113.825705157502,2,65.0,0.35003292772986316,73.0,0.4531863546845487,73.0,0.4531863546845487,73.0,0.4531863546845487,8.0,0.10315342695468555
A0106,22.5915549765801,114.125910235104,2,67.5,0.21526292588488677,75.5,0.29683843276676214,75.5,0.29683843276676214,75.5,0.29683843276676214,8.0,0.08157550688187537
A0107,22.6705219973773,113.923561080063,2,70.0,0.25694538673339096,78.0,0.34732550093839765,78.0,0.34732550093839765,78.0,0.34732550093839765,8.0,0.09038011420500669
A0108,22.7003870654451,113.844902563379,2,66.0,0.2152456812450045,74.0,0.2968171249186847,74.0,0.2968171249186847,74.0,0.2968171249186847,8.0,0.08157144367368022
A0109,22.5635036060249,113.906894768535,2,65.5,0.27441375043997424,73.5,0.367896125611438,73.5,0.367896125611438,73.5,0.367896125611438,8.0,0.09348237517146374
A0110,22.7074327930824,113.930013135693,2,68.5,0.25398896338708526,76.5,0.34381032872308315,76.5,0.34381032872308315,76.5,0.34381032872308315,8.0,0.08982136533599788
A0111,22.6335574972806,113.851360434976,2,70.5,0.42341031988182004,78.5,0.5305371162977371,78.5,0.5305371162977371,78.5,0.5305371162977371,8.0,0.1071267964159171
A0112,22.5641925131759,113.896166355239,2,65.5,0.3073771089076671,73.5,0.4058084514008051,73.5,0.4058084514008051,73.5,0.4058084514008051,8.0,0.09843134249313801
A0113,22.6691926689555,114.038411728358,2,66.5,0.19630592578653921,74.5,0.2731985385395398,74.5,0.2731985385395398,74.5,0.2731985385395398,8.0,0.07689261275300058
A0114,22.5962807681237,113.855062769694,2,66.5,0.3407442277525731,74.5,0.4430261198054987,74.5,0.4430261198054987,74.5,0.4430261198054987,8.0,0.1022818920529256
A0115,22.6851882278014,113.81156753556,2,67.0,0.23834736500424775,75.0,0.32504735993262357,75.0,0.32504735993262357,75.0,0.32504735993262357,8.0,0.08669999492837582
A0116,22.7070081399144,114.096776550712,2,66.0,0.2433546266188059,74.0,0.33108428229285064,74.0,0.33108428229285064,74.0,0.33108428229285064,8.0,0.08772965567404473
A0117,22.7303490034601,114.068783000165,2,67.0,0.4399848538143606,75.0,0.5473244947235136,75.0,0.5473244947235136,75.0,0.5473244947235136,8.0,0.10733964090915304
A0118,22.6076110049139,113.869894332642,2,65.5,0.30716710979143497,73.5,0.40557058186170464,73.5,0.40557058186170464,73.5,0.40557058186170464,8.0,0.09840347207026967
A0119,22.5848807593367,113.91327495018,2,66.0,0.28065005710136054,74.0,0.3751584640747875,74.0,0.3751584640747875,74.0,0.3751584640747875,8.0,0.09450840697342694
A0120,22.5609901044042,113.894562979616,2,65.5,0.3359776924317627,73.5,0.4377789139788899,73.5,0.4377789139788899,73.5,0.4377789139788899,8.0,0.10180122154712723
A0121,22.7356517809663,114.280464023231,2,65.0,0.3469024743054677,73.0,0.4497717532823302,73.0,0.4497717532823302,73.0,0.4497717532823302,8.0,0.10286927897686249
A0122,22.5819431420697,113.888016568333,2,66.5,0.3252199156114404,74.5,0.42585198766200805,74.5,0.42585198766200805,74.5,0.42585198766200805,8.0,0.10063207205056762
A0123,22.5829728906449,113.907183429129,2,65.5,0.28951613711033986,73.5,0.38541054780618894,73.5,0.38541054780618894,73.5,0.38541054780618894,8.0,0.09589441069584909
A0124,22.5413895409741,113.919110416432,2,66.0,0.2826125332949368,74.0,0.3774350544206587,74.0,0.3774350544206587,74.0,0.3774350544206587,8.0,0.09482252112572193
A0125,22.7704017692631,113.855116111075,2,66.0,0.3513136233018622,74.0,0.45458050535436867,74.0,0.45458050535436867,74.0,0.45458050535436867,8.0,0.10326688205250645
A0126,23.1676903546272,113.665172812936,1,75.0,0.9784688125315553,67.0,0.9672450130769978,67.0,0.9672450130769978,67.5,0.9680879645305779,-7.5,-0.010380848000977383
A0127,23.1654980452292,113.387590060323,0,65.5,0.4020942651284212,73.5,0.508584975896147,73.5,0.508584975896147,73.5,0.508584975896147,8.0,0.10649071076772582
A0128,23.1593359975333,113.338711283964,0,65.5,0.5057327559014118,73.5,0.6115950413777212,73.5,0.6115950413777212,73.5,0.6115950413777212,8.0,0.10586228547630949
A0129,23.1687891455769,113.419959772635,0,66.5,0.7558177535250576,72.5,0.8104908583989304,72.5,0.8104908583989304,71.0,0.79776335014364,4.5,0.041945596618582326
A0130,23.1284929476215,113.350618568732,0,65.0,0.5082343732937712,73.0,0.6139698402124293,73.0,0.6139698402124293,73.0,0.6139698402124293,8.0,0.1057354669186581
A0131,23.1307022473192,113.416260868546,0,65.5,0.404755326944641,73.5,0.5113480638986766,73.5,0.5113480638986766,73.5,0.5113480638986766,8.0,0.1065927369540356
A0132,23.1382207893585,113.389486698559,0,65.0,0.3559048164516772,73.0,0.4595651553659033,73.0,0.4595651553659033,73.0,0.4595651553659033,8.0,0.1036603389142261
A0133,23.1861168487634,113.597485671544,0,75.0,0.8331527771759966,72.0,0.8094560778742608,72.0,0.8094560778742608,76.0,0.840509607792049,1.0,0.007356830616052412
A0134,23.1240189591638,113.411547026554,0,65.0,0.3793585232328466,73.0,0.48470926473585646,73.0,0.48470926473585646,73.0,0.48470926473585646,8.0,0.10535074150300988
A0135,23.1381658955335,113.372836112767,0,65.5,0.3889136647270611,73.5,0.49480242757504656,73.5,0.49480242757504656,73.5,0.49480242757504656,8.0,0.10588876284798543
A0136,23.1996730122491,113.406846999602,0,68.5,0.5507384146661829,76.5,0.6535644768555402,76.5,0.6535644768555402,76.5,0.6535644768555402,8.0,0.1028260621893573
A0137,23.1224808721127,113.361124926295,0,65.5,0.4731902293941825,73.5,0.5802373476738695,73.5,0.5802373476738695,73.5,0.5802373476738695,8.0,0.10704711827968699
A0138,23.2001391478776,113.374908952731,0,65.5,0.4463585836433216,73.5,0.5537157156708481,73.5,0.5537157156708481,73.5,0.5537157156708481,8.0,0.1073571320275265
A0139,23.1012502166771,113.548436650122,0,68.0,0.49224657926127313,76.0,0.5987053589305004,76.0,0.5987053589305004,76.0,0.5987053589305004,8.0,0.10645877966922723
A0140,23.1248664643703,113.561445341886,0,69.0,0.5485330393213662,77.0,0.6515444974686883,77.0,0.6515444974686883,77.0,0.6515444974686883,8.0,0.10301145814732204
A0141,23.1087118142391,113.492884574249,0,66.5,0.6060829322167278,74.5,0.7030712994841519,74.5,0.7030712994841519,74.5,0.7030712994841519,8.0,0.0969883672674241
A0142,23.1243156395216,113.408115078202,0,65.0,0.38833146432850324,73.0,0.49418990447792466,73.0,0.49418990447792466,73.0,0.49418990447792466,8.0,0.10585844014942142
A0143,23.1675143840217,113.337954403182,0,66.0,0.5801984601805974,74.0,0.6801971514571017,74.0,0.6801971514571017,74.0,0.6801971514571017,8.0,0.09999869127650429
A0144,23.1354420411307,113.390007969091,0,65.0,0.33596493804452554,73.0,0.43776484278384836,73.0,0.43776484278384836,73.0,0.43776484278384836,8.0,0.10179990473932282
A0145,23.1368057684525,113.331549452559,0,65.0,0.4959342506398927,73.0,0.6022446113257179,73.0,0.6022446113257179,73.0,0.6022446113257179,8.0,0.10631036068582522
A0146,23.1159303246968,113.42048908658,0,66.0,0.4413963501165255,74.0,0.5487429222824846,74.0,0.5487429222824846,74.0,0.5487429222824846,8.0,0.10734657216595905
A0147,23.1618940670467,113.343334634253,0,66.0,0.5376140340488659,74.0,0.6414885558061209,74.0,0.6414885558061209,74.0,0.6414885558061209,8.0,0.10387452175725498
A0148,23.1097973945641,113.453448444076,0,66.0,0.4621593070682689,74.0,0.5694082112959464,74.0,0.5694082112959464,74.0,0.5694082112959464,8.0,0.10724890422767752
A0149,23.1097580892894,113.453481189203,0,66.0,0.46210870399836745,74.0,0.5693582963672348,74.0,0.5693582963672348,74.0,0.5693582963672348,8.0,0.10724959236886733
A0150,23.1909047341958,113.449201701942,0,73.0,0.7008769654085474,81.0,0.7828864567985505,81.0,0.7828864567985505,78.5,0.7591182922755172,5.5,0.05824132686696981
A0151,23.1087118142391,113.492884574249,0,66.5,0.6060829322167278,74.5,0.7030712994841519,74.5,0.7030712994841519,74.5,0.7030712994841519,8.0,0.0969883672674241
A0152,23.0998282189715,113.484963504791,0,65.5,0.5890740467341055,73.5,0.688095093382138,73.5,0.688095093382138,73.5,0.688095093382138,8.0,0.09902104664803257
A0153,23.0797894313979,113.429744979892,0,70.5,0.7910976022096391,72.5,0.8083503597037994,72.5,0.8083503597037994,73.5,0.8165600205041952,3.0,0.02546241829455609
A0154,23.1181011943149,113.544217136668,0,67.0,0.5462033824414392,75.0,0.6494066551740966,75.0,0.6494066551740966,75.0,0.6494066551740966,8.0,0.10320327273265739
A0155,23.1087118142391,113.492884574249,0,66.5,0.6060829322167278,74.5,0.7030712994841519,74.5,0.7030712994841519,74.5,0.7030712994841519,8.0,0.0969883672674241
A0156,23.1011247274453,113.487241158411,0,65.5,0.588140613559886,73.5,0.6872671773356213,73.5,0.6872671773356213,73.5,0.6872671773356213,8.0,0.09912656377573525
A0157,23.1487229407005,113.515291376765,0,73.5,0.6735870366655204,81.5,0.7605220417490073,81.5,0.7605220417490073,79.5,0.7403466894643651,6.0,0.06675965279884466
A0158,23.0479763966089,113.289293329367,0,69.0,0.5638868225343464,77.0,0.6655311307155957,77.0,0.6655311307155957,77.0,0.6655311307155957,8.0,0.10164430818124925
A0159,23.1111406826233,113.278240859545,0,66.0,0.37603209886959127,74.0,0.4811752564859976,74.0,0.4811752564859976,74.0,0.4811752564859976,8.0,0.10514315761640636
A0160,22.9345907957979,113.416799529649,1,70.0,0.9576578967106328,65.0,0.9452813251292579,65.0,0.9452813251292579,65.0,0.9452813251292579,-5.0,-0.012376571581374951
A0161,23.3969086250469,113.347511423398,4,75.0,0.754635507958852,79.5,0.7967295724131307,79.5,0.7967295724131307,79.0,0.7923311947784384,4.0,0.03769568681958635
