task_id,latitude,longitude,actual_completed,original_price,threshold_price,threshold_price_change,predicted_probability_original,threshold_probability,threshold_probability_change,target_unreachable_at_85,nearest_member_km,members_2km,tasks_2km,region,improved_price,improved_price_change,improved_probability,improved_probability_change
A0036,22.5259613413852,113.935399270764,1,65.5,85.0,19.5,0.30537769569979883,0.5569918840004862,0.2516141883006873,1,0.2715193555589743,23,10,2,70.5,5.0,0.3653106110647808,0.059932915364981965
A0037,22.7563792952752,114.04213561073,0,70.0,85.0,15.0,0.37897222081013954,0.5779541377530242,0.19898191694288464,1,0.668541191550366,6,2,2,75.0,5.0,0.44411404695698065,0.06514182614684111
A0038,22.6414407060529,114.422742132399,0,75.0,85.0,10.0,0.6362347546913619,0.7498703929985615,0.11363563830719958,1,0.7002963612571562,1,1,2,77.5,2.5,0.6668060454418957,0.030571290750533775
A0039,22.711660071995,114.072883627376,0,66.5,85.0,18.5,0.3142545645009321,0.5539373403727309,0.23968277587179881,1,0.9578603546932933,8,3,2,71.5,5.0,0.3749891413150365,0.060734576814104435
A0040,22.6064932325456,114.124153601375,0,66.0,85.0,19.0,0.16361321684058475,0.35257317200386884,0.1889599551632841,1,0.26592648956360665,30,2,2,71.0,5.0,0.20389031235318728,0.04027709551260253
A0041,22.6622997110033,114.072996896515,0,65.0,85.0,20.0,0.34921094147976967,0.6118784719926562,0.26266753051288655,1,0.1660901285923242,5,3,2,70.0,5.0,0.41263615070258786,0.06342520922281819
A0042,22.635398280659,114.226377185934,1,66.5,85.0,18.5,0.3542144556570546,0.5978056581625582,0.24359120250550353,1,0.4698432436430151,5,1,2,71.5,5.0,0.41796478004192034,0.06375032438486572
A0043,22.7380284355305,114.264097001048,0,67.0,85.0,18.0,0.35342663101020555,0.5904779059659918,0.23705127495578626,1,0.47803942737652033,8,2,2,72.0,5.0,0.41712675059172416,0.06370011958151861
A0044,22.6255834838843,114.154966375968,0,69.0,85.0,16.0,0.2540922299490726,0.44652406456677035,0.19243183461769775,1,0.260031364558319,17,2,2,74.0,5.0,0.3084291382483886,0.05433690829931598
A0045,22.6526549643723,114.027229172221,0,66.0,85.0,19.0,0.16211980819224617,0.350076913357076,0.18795710516482986,1,0.2449045841603797,32,3,2,71.0,5.0,0.20211810899762314,0.039998300805376974
A0046,22.7889219689206,113.896632665629,0,66.0,85.0,19.0,0.22187517934076026,0.4425218117364158,0.22064663239565555,1,0.44817593970936426,9,1,2,71.0,5.0,0.27183333183068903,0.04995815248992877
A0047,22.7010356427446,114.244292079239,0,67.0,85.0,18.0,0.23200306350382158,0.4434719453752108,0.2114688818713892,1,0.8777665413931655,10,0,2,72.0,5.0,0.2834110593934173,0.05140799588959574
A0048,22.6315405076403,114.12149281776,0,67.0,85.0,18.0,0.21804730338103784,0.42381540473497203,0.2057681013539342,1,0.18663135815434986,15,1,2,72.0,5.0,0.2674397907998206,0.04939248741878277
A0049,22.6417147970367,114.195532954479,0,68.5,85.0,16.5,0.26410070112183537,0.466141887598934,0.20204118647709862,1,0.2001723179397615,8,0,2,73.5,5.0,0.3196606689319103,0.05555996781007494
A0050,22.689403355188,114.345418821992,0,70.0,85.0,15.0,0.34821253315383494,0.5452230562688763,0.1970105231150414,1,0.541468530723705,5,0,2,75.0,5.0,0.41157108690269206,0.06335855374885713
A0051,22.6301004227929,114.063832661281,0,66.5,85.0,18.5,0.28336969029677,0.5172650116786652,0.23389532138189523,1,0.5379156776629476,9,3,2,71.5,5.0,0.34110438399824,0.05773469370147
A0052,22.6639167291901,114.071717684316,0,65.5,85.0,19.5,0.3573140191915043,0.6139010876275042,0.2565870684359999,1,0.356426763577305,5,3,2,70.5,5.0,0.4212582969748071,0.0639442777833028
A0053,22.7506640039026,114.378843000345,0,70.0,85.0,15.0,0.39208653734566445,0.5913969911248513,0.19931045377918688,1,0.907102953642667,3,0,2,75.0,5.0,0.4578207783899891,0.06573424104432463
A0054,22.7227256081329,114.073801635421,0,67.0,85.0,18.0,0.4291243120165214,0.6647483936788701,0.23562408166234866,1,0.30533345082984986,5,6,2,72.0,5.0,0.4960016648893455,0.06687735287282409
A0055,22.6413803215711,114.229981802978,0,67.0,85.0,18.0,0.36147931830333213,0.5989285916788408,0.2374492733755087,1,0.49357506073747875,5,1,2,72.0,5.0,0.42567529429176004,0.06419597598842791
A0056,22.7764075422069,114.309587840635,0,73.0,85.0,12.0,0.5600612303460075,0.7084866290291235,0.148425398683116,1,1.3566389476814436,2,1,2,78.0,5.0,0.6250037695078015,0.06494253916179393
A0057,22.5870653356629,113.905761364795,0,66.0,85.0,19.0,0.3492715004496424,0.5990709145041062,0.24979941405446382,1,0.16876175032592877,8,4,2,71.0,5.0,0.41270073360231885,0.06342923315267646
A0058,22.6933957055509,114.147487353786,0,69.0,85.0,16.0,0.4668250229441031,0.6746482449833405,0.20782322203923742,1,1.6613120714462362,2,1,2,74.0,5.0,0.5340810696636942,0.06725604671959107
A0059,22.6040496991942,114.058613751507,0,66.0,85.0,19.0,0.18311325835559086,0.3842477318262783,0.20113447347068744,1,0.21589436587596822,9,0,2,71.0,5.0,0.22688852142262456,0.04377526306703369
A0060,22.6376363999893,114.06791620901,0,65.5,85.0,19.5,0.2511663052790674,0.48959646182894123,0.23843015654987382,1,0.2099415226240624,11,3,2,70.5,5.0,0.30513347240859306,0.05396716712952565
A0061,22.6578852114526,114.07477225632,0,65.5,85.0,19.5,0.342939686282654,0.5988222578435158,0.25588257156086186,1,0.41241921059910325,7,4,2,70.5,5.0,0.40593635369196307,0.06299666740930909
A0062,22.6178181688603,114.157260801849,0,67.5,85.0,17.5,0.2412103013481761,0.44941206445835874,0.20820176311018265,1,0.5207742547868089,17,2,2,72.5,5.0,0.29387778608408544,0.05266748473590935
A0063,22.6414407060529,114.422742132399,0,75.0,85.0,10.0,0.6362347546913619,0.7498703929985615,0.11363563830719958,1,0.7002963612571562,1,1,2,77.5,2.5,0.6668060454418957,0.030571290750533775
A0064,22.7813987573364,114.300806526091,0,73.0,85.0,12.0,0.6134845029217783,0.7518713354824682,0.13838683256068995,0,0.38751581050628875,1,1,2,77.5,4.5,0.6691783200030623,0.05569381708128407
A0065,22.7229412237494,114.27771560183,0,67.0,85.0,18.0,0.38418339099345467,0.6220181140684817,0.23783472307502707,1,0.3832641808804919,10,3,2,72.0,5.0,0.4495725191211751,0.06538912812772041
A0066,22.6747071093467,114.22093326141,0,67.0,85.0,18.0,0.31507648444236924,0.5482148084472694,0.2331383240049002,1,0.7047978490012519,5,0,2,72.0,5.0,0.37588283905975606,0.060806354617386815
A0067,22.6628381443602,114.026397428454,0,65.0,85.0,20.0,0.16830278079226316,0.3728570870143939,0.20455430622213075,1,0.16290230890525312,31,4,2,70.0,5.0,0.20944522694713083,0.04114244615486767
A0068,22.6577697242095,114.079493396147,0,65.5,85.0,19.5,0.35866017932934485,0.615288456940561,0.25662827761121615,1,0.6690949497018731,6,4,2,70.5,5.0,0.42268692224352195,0.06402674291417709
A0069,22.6569132739748,114.210092791689,0,66.0,85.0,19.0,0.31792539382127305,0.5647631458369456,0.2468377520156726,1,0.25095509378222636,7,1,2,71.0,5.0,0.37897734063470834,0.06105194681343529
A0070,22.7385903883485,113.818449251052,0,66.5,85.0,18.5,0.27542653783411436,0.5074077159186149,0.23198117808450053,1,0.37802775489813967,11,4,2,71.5,5.0,0.3322932841059656,0.05686674627185123
A0071,22.7163633127048,114.32225700256,0,70.0,85.0,15.0,0.47199727969547367,0.6673370058719068,0.19533972617643314,1,0.5535816419372672,2,0,2,75.0,5.0,0.5392448430798085,0.0672475633843348
A0072,22.5233140084978,114.04663858269,0,66.5,85.0,18.5,0.27194359953242203,0.5030278166536268,0.2310842171212048,1,0.12780309134238424,8,2,2,71.5,5.0,0.32841717387048547,0.05647357433806344
A0073,22.6530142206891,114.212454874348,0,66.0,85.0,19.0,0.31329166660769076,0.5594828027209375,0.24619113611324678,1,0.7009284371016029,8,1,2,71.0,5.0,0.3739416272951397,0.060649960687448934
A0074,22.5331754025637,114.083134154717,0,66.5,85.0,18.5,0.1831959069773866,0.3780230351284074,0.1948271281510208,1,0.5378761505413066,18,1,2,71.5,5.0,0.22698543801149554,0.04378953103410893
A0075,22.5995590515513,114.130362976515,0,66.5,85.0,18.5,0.1714237570551179,0.3592375302140863,0.18781377315896838,1,0.5180657429202986,27,2,2,71.5,5.0,0.2131336281070874,0.041709871051969494
A0076,22.6502783683962,113.936624148954,0,68.5,85.0,16.5,0.3210909729524561,0.5350325378567394,0.21394156490428334,1,0.35391634694188995,6,1,2,73.5,5.0,0.38240999342272364,0.06131902047026755
A0077,22.7378203776219,114.285890066086,1,65.5,85.0,19.5,0.38068887316689853,0.6374136428982445,0.256724769731346,1,0.2890933107692763,8,3,2,70.5,5.0,0.44591390335868286,0.06522503019178433
A0078,22.7385903883485,113.818449251052,1,66.5,85.0,18.5,0.27542653783411436,0.5074077159186149,0.23198117808450053,1,0.37802775489813967,11,4,2,71.5,5.0,0.3322932841059656,0.05686674627185123
A0079,22.7430010931667,113.995040147773,0,71.0,84.0,13.0,0.6018657863993655,0.7528305968450252,0.15096481044565968,0,2.109081824933631,0,0,2,76.0,5.0,0.6643357918359845,0.06247000543661896
A0080,22.6349541735094,114.044819584999,0,66.0,85.0,19.0,0.1573267970865545,0.34199515741037284,0.18466836032381834,1,0.4282427558026429,21,1,2,71.0,5.0,0.19641977848028191,0.03909298139372741
A0081,22.7513933784059,114.026239909685,1,70.0,85.0,15.0,0.3040328115335603,0.4950318015726523,0.190998990039092,1,0.1302684040209385,8,1,2,75.0,5.0,0.36384003523668396,0.059807223703123635
A0082,22.6155646326245,114.152415879117,0,67.0,85.0,18.0,0.22425059405349143,0.4326338119330931,0.20838321787960165,1,0.28275999524492806,19,2,2,72.0,5.0,0.27455488321764704,0.05030428916415561
A0083,22.6844700633893,114.000085031516,0,66.0,85.0,19.0,0.13192477859790244,0.297295866741135,0.16537108814323256,1,0.20836221433278682,18,0,2,71.0,5.0,0.16594882222640955,0.03402404362850711
A0084,22.6651428008973,114.020001901954,0,65.5,85.0,19.5,0.1593970224064326,0.3516168061496007,0.19221978374316812,1,0.2460361275940109,29,4,2,70.5,5.0,0.1988830095287984,0.039485987122365784
A0085,22.6933155162664,113.81707837037,0,66.0,85.0,19.0,0.21492980281686525,0.43250861997775625,0.217578817160891,1,0.26213063913945694,15,3,2,71.0,5.0,0.2638543952345199,0.04892459241765468
A0086,22.7560020308019,113.851361212011,0,66.5,85.0,18.5,0.27971076199582023,0.512746854527705,0.23303609253188473,1,0.14362979900174422,7,2,2,71.5,5.0,0.33705059383118086,0.05733983183536062
A0087,22.7333561925431,113.831291899127,0,66.0,85.0,19.0,0.2682750281359248,0.5051114005298925,0.23683637239396765,1,0.6821880501465626,12,4,2,71.0,5.0,0.32432613849090935,0.05605111035498456
A0088,22.7778578024144,113.917004348147,0,70.0,85.0,15.0,0.2780193209042142,0.46356113548938455,0.18554181458517033,1,0.26964284999867927,8,1,2,75.0,5.0,0.3351737619470547,0.05715444104284051
A0089,22.7059717485156,113.8079954237,0,66.5,85.0,18.5,0.18681407796985353,0.3836816073456482,0.1968675293757947,1,0.5885023339038339,16,2,2,71.5,5.0,0.23122363840325727,0.044409560433403744
A0090,22.7046649683488,113.972689897065,0,70.0,85.0,15.0,0.42878784171094086,0.6274972805773861,0.1987094388664452,1,0.5175544190620182,1,0,2,75.0,5.0,0.4956582855155502,0.06687044380460933
A0091,22.6520496098925,114.053593678065,0,65.5,85.0,19.5,0.1545187350229853,0.34325793467425525,0.18873919965126995,1,0.2033501508217825,20,1,2,70.5,5.0,0.19307383169796474,0.038555096674979444
A0092,22.7213341121282,114.061619587743,0,67.0,85.0,18.0,0.43707132078004485,0.6719230356077424,0.2348517148276975,1,1.0280114643366889,5,6,2,72.0,5.0,0.504093556966988,0.06702223618694314
A0093,22.6800886065083,113.834786135085,0,70.0,85.0,15.0,0.38592624733982633,0.5851192839805774,0.1991930366407511,1,0.1781877593486054,8,4,2,75.0,5.0,0.45139457765289254,0.0654683303130662
A0094,22.7087497447993,113.816054302089,0,66.0,85.0,19.0,0.203666331902746,0.41588310685430635,0.21221677495156036,1,0.11151438095659735,13,2,2,71.0,5.0,0.2508462366591816,0.0471799047564356
A0095,22.607669788426,113.868531174692,0,65.5,85.0,19.5,0.30687230611320443,0.5587274184919226,0.2518551123787182,1,0.06354954971979503,7,3,2,70.5,5.0,0.36694359582787905,0.060071289714674625
A0096,22.7271036717407,114.061381858376,1,67.0,85.0,18.0,0.44212263313020755,0.6764271025788982,0.2343044694486906,1,0.4980804847140127,4,5,2,72.0,5.0,0.5092187739797797,0.0670961408495721
A0097,22.6795558910636,113.832938493127,0,65.5,85.0,19.5,0.3441379556959603,0.6000980375772565,0.25596008188129626,1,0.31174513993612885,7,4,2,70.5,5.0,0.40721832099367317,0.06308036529771288
A0098,22.675097731447,113.822362023717,0,65.5,85.0,19.5,0.3532673263033104,0.609705271227139,0.2564379449238286,1,0.16382454414675637,8,5,2,70.5,5.0,0.4169572493138885,0.06368992301057808
A0099,22.7333561925431,113.831291899127,0,66.0,85.0,19.0,0.2682750281359248,0.5051114005298925,0.23683637239396765,1,0.6821880501465626,12,4,2,71.0,5.0,0.32432613849090935,0.05605111035498456
A0100,22.611775078928,114.038058741903,0,66.0,85.0,19.0,0.14634825543612826,0.3230706528047302,0.17672239736860193,1,0.34332522637203144,14,0,2,71.0,5.0,0.18330667638268597,0.03695842094655771
A0101,22.7300665719473,114.066647673172,0,66.5,85.0,18.5,0.43177728743312455,0.6731114693162982,0.24133418188317363,1,0.1607560999344536,4,5,2,71.5,5.0,0.49870690843961596,0.06692962100649141
A0102,22.6523537636241,113.929912549169,0,70.0,85.0,15.0,0.3034001307596933,0.49428394100071854,0.19088381024102524,1,0.4182503994487078,7,1,2,75.0,5.0,0.3631478379293676,0.05974770716967431
A0103,22.7136525650851,114.065237460183,0,66.0,85.0,19.0,0.4194513844926117,0.6679244227717407,0.24847303827912898,1,0.6242740846383232,5,6,2,71.0,5.0,0.4861048865766162,0.0666535020840045
A0104,22.5607343074643,113.89007789741,1,70.0,85.0,15.0,0.41116594391149625,0.610436150573701,0.1992702066622048,1,1.067933969541159,8,4,2,75.0,5.0,0.4775859399259605,0.06641999601446424
A0105,22.6734335276973,113.825705157502,0,65.0,85.0,20.0,0.35003292772986316,0.6127366096718053,0.26270368194194216,1,0.44863787598707067,8,5,2,70.0,5.0,0.4135125688013976,0.06347964107153442
A0106,22.5915549765801,114.125910235104,0,67.5,85.0,17.5,0.21526292588488677,0.4132661438967582,0.19800321801187143,1,0.15149618025520306,16,2,2,72.5,5.0,0.26423782487895464,0.04897489899406787
A0107,22.6705219973773,113.923561080063,0,70.0,85.0,15.0,0.25694538673339096,0.43693452900537816,0.1799891422719872,1,0.1537846942309935,7,0,2,75.0,5.0,0.31163752052407945,0.05469213379068849
A0108,22.7003870654451,113.844902563379,0,66.0,85.0,19.0,0.2152456812450045,0.43296791529176115,0.21772223404675664,1,0.3691826119103055,6,0,2,71.0,5.0,0.2642179778577359,0.048972296612731364
A0109,22.5635036060249,113.906894768535,1,65.5,85.0,19.5,0.27441375043997424,0.5195995843883333,0.24518583394835908,1,0.5612137755194926,14,4,2,70.5,5.0,0.33116696165222514,0.05675321121225091
A0110,22.7074327930824,113.930013135693,0,68.5,85.0,16.5,0.25398896338708526,0.4530569631820368,0.19906799979495154,1,1.530935777265884,7,0,2,73.5,5.0,0.30831291630113566,0.0543239529140504
A0111,22.6335574972806,113.851360434976,0,70.5,85.0,14.5,0.42341031988182004,0.6159897716859244,0.19257945180410435,1,1.5326629416709052,3,0,2,75.5,5.0,0.4901617678973328,0.06675144801551275
A0112,22.5641925131759,113.896166355239,0,65.5,85.0,19.5,0.3073771089076671,0.5593122061768165,0.2519350972691494,1,0.37917852459866386,12,4,2,70.5,5.0,0.3674948229899317,0.06011771408226457
A0113,22.6691926689555,114.038411728358,0,66.5,85.0,18.5,0.19630592578653921,0.39827707249036665,0.20197114670382743,1,0.7001943857540617,24,3,2,71.5,5.0,0.24229956746230366,0.045993641675764446
A0114,22.5962807681237,113.855062769694,0,66.5,85.0,18.5,0.3407442277525731,0.5834411380719858,0.2426969103194127,1,0.6917167630376851,10,3,2,71.5,5.0,0.4035853147343376,0.0628410869817645
A0115,22.6851882278014,113.81156753556,0,67.0,85.0,18.0,0.23834736500424775,0.4521941438901424,0.21384677888589465,1,0.8444107123048801,13,3,2,72.0,5.0,0.29062916559038776,0.052281800586140015
A0116,22.7070081399144,114.096776550712,0,66.0,85.0,19.0,0.2433546266188059,0.4723939589369304,0.2290393323181245,1,0.391208932264718,5,0,2,71.0,5.0,0.29630748311960287,0.05295285650079695
A0117,22.7303490034601,114.068783000165,0,67.0,85.0,18.0,0.4399848538143606,0.6745262108984353,0.23454135708407475,1,0.30447070059404185,4,5,2,72.0,5.0,0.5070514373985054,0.06706658358414486
A0118,22.6076110049139,113.869894332642,0,65.5,85.0,19.5,0.30716710979143497,0.5590690180530745,0.25190190826163955,1,0.09448604205794656,7,3,2,70.5,5.0,0.3672655303212563,0.06009842052982134
A0119,22.5848807593367,113.91327495018,1,66.0,85.0,19.0,0.28065005710136054,0.5206380064444547,0.23998794934309414,1,0.7530749120658214,9,2,2,71.0,5.0,0.3380920604550977,0.05744200335373717
A0120,22.5609901044042,113.894562979616,0,65.5,85.0,19.5,0.3359776924317627,0.5913406911781718,0.2553629987464091,1,0.6422839127382225,9,4,2,70.5,5.0,0.39847104617353873,0.06249335374177606
A0121,22.7356517809663,114.280464023231,1,65.0,85.0,20.0,0.3469024743054677,0.6094597340715707,0.262557259766103,1,0.4339100461040726,11,4,2,70.0,5.0,0.41017266531064406,0.06327019100517633
A0122,22.5819431420697,113.888016568333,1,66.5,85.0,18.5,0.3252199156114404,0.5663587232182273,0.2411388076067869,1,0.1903820749108138,10,4,2,71.5,5.0,0.3868781105963999,0.0616581949849595
A0123,22.5829728906449,113.907183429129,1,65.5,85.0,19.5,0.28951613711033986,0.5381870591250516,0.24867092201471175,1,0.23324199225541253,12,5,2,70.5,5.0,0.34789518837616873,0.058379051265828874
A0124,22.5413895409741,113.919110416432,1,66.0,85.0,19.0,0.2826125332949368,0.5230584031158969,0.2404458698209601,1,0.3660068661588561,14,4,2,71.0,5.0,0.3402662088257545,0.05765367553081768
A0125,22.7704017692631,113.855116111075,0,66.0,85.0,19.0,0.3513136233018622,0.6012241474934625,0.24991052419160031,1,0.4631576623279717,5,2,2,71.0,5.0,0.41487727106918715,0.06356364776732493
A0126,23.1676903546272,113.665172812936,1,75.0,65.0,-10.0,0.9784688125315553,0.9636531595242478,-0.014815653007307472,0,0.9283743041847441,1,0,1,70.0,-5.0,0.9719973873796012,-0.006471425151954091
A0127,23.1654980452292,113.387590060323,1,65.5,85.0,19.5,0.4020942651284212,0.6579191449141484,0.25582487978572716,1,0.38372403971777075,9,0,0,70.5,5.0,0.46821407148763483,0.0661198063592136
A0128,23.1593359975333,113.338711283964,0,65.5,85.0,19.5,0.5057327559014118,0.7453024793042725,0.23956972340286076,1,0.7793958425948828,12,4,0,70.5,5.0,0.5725745786699081,0.06684182276849637
A0129,23.1687891455769,113.419959772635,1,66.5,66.0,-0.5,0.7558177535250576,0.7508109993352347,-0.005006754189822993,0,1.8034770173829315,1,1,0,65.0,-1.5,0.740593599069542,-0.015224154455515615
A0130,23.1284929476215,113.350618568732,0,65.0,85.0,20.0,0.5082343732937712,0.7522530780793955,0.24401870478562426,0,0.7147255236573447,17,6,0,70.0,5.0,0.5750221759709714,0.06678780267720019
A0131,23.1307022473192,113.416260868546,0,65.5,85.0,19.5,0.404755326944641,0.660403236668923,0.255647909724282,1,0.2888304834919975,23,6,0,70.5,5.0,0.4709680334865385,0.06621270654189748
A0132,23.1382207893585,113.389486698559,0,65.0,85.0,20.0,0.3559048164516772,0.618819684503253,0.26291486805157577,1,0.3144428451116377,26,5,0,70.0,5.0,0.4197616192625296,0.06385680281085238
A0133,23.1861168487634,113.597485671544,1,75.0,66.0,-9.0,0.8331527771759966,0.7545748391860084,-0.07857793798998813,0,3.252701243891225,0,0,0,70.0,-5.0,0.7922772810156511,-0.04087549616034547
