scenario,run,before_edge_overload_rows,after_edge_overload_rows,before_edge_overload_total_amount,after_edge_overload_total_amount,before_edge_load_rate_std,after_edge_load_rate_std,before_edge_load_rate_cv,after_edge_load_rate_cv,new_site_max_load,new_site_capacity,new_site_max_load_rate
random_10pct,16,16,9,61624.35216394179,20753.947710861896,0.1288615974714803,0.11944247900121216,1.0592899758158851,1.0227405772406801,460856.1677326883,800000,0.5760702096658604
random_10pct,17,16,9,76527.69448881163,35960.94329335748,0.13081133819587049,0.12129715771857975,1.0728053598781149,1.036090415473326,421747.63522265526,800000,0.527184544028319
random_10pct,18,17,11,55895.52309712377,20654.89498852566,0.12911605332409776,0.11998496335888839,1.0591305216739413,1.0251901294130816,410529.01534335926,800000,0.5131612691791991
random_10pct,19,17,8,65934.40854849847,22196.55875029172,0.13007583678569007,0.12068799980896333,1.06483456629815,1.029045413381985,447282.07126581547,800000,0.5591025890822693
random_10pct,20,16,8,57354.24572217337,23686.010258130384,0.1300705273553495,0.12068223842762446,1.0647537208270381,1.0291134579982673,419973.8828798557,800000,0.5249673535998196
random_10pct,21,22,12,68109.13723807501,32012.550303659522,0.13059093967424265,0.12110665295521722,1.0686604693636286,1.0324258711043754,480494.7255013785,800000,0.6006184068767231
random_10pct,22,20,10,77816.17426613093,26215.92687698784,0.13021826319871016,0.12071274169451394,1.0655301325860722,1.0289425816234343,422854.58040600095,800000,0.5285682255075012
random_10pct,23,16,10,53972.69890332435,18360.35351667386,0.13023223495221778,0.12086165034087944,1.0643378088257436,1.0291428657508077,427877.2870110486,800000,0.5348466087638107
random_10pct,24,19,8,64448.35301667979,23503.106659174475,0.12977362138979998,0.12056782805187809,1.0633525117493263,1.0288293597602307,417032.0912271365,800000,0.5212901140339207
random_10pct,25,17,10,53288.68702429374,26515.785695454095,0.12998544317767688,0.12079343001828952,1.0635843485334333,1.029330696413632,433706.0741319699,800000,0.5421325926649624
random_10pct,26,13,8,32660.893663045994,16798.89153556859,0.1293138383183071,0.12024506551790827,1.0601002112336262,1.0265514518594663,423432.1873039847,800000,0.5292902341299809
random_10pct,27,17,10,42733.08707892491,23950.43502987901,0.12966762149586705,0.12064891566373484,1.0635830974464178,1.030690716262571,411141.8461083887,800000,0.5139273076354859
random_10pct,28,16,9,48889.88695278627,26006.816342734026,0.1295246706115534,0.12041647950335382,1.0617780203381677,1.0280522008920894,421769.1311022652,800000,0.5272114138778315
random_10pct,29,16,7,42599.823591244945,21551.10590683815,0.12943890977509853,0.12033973036304627,1.061583085567263,1.0279825707283663,418628.72584998613,800000,0.5232859073124827
random_10pct,30,15,9,41660.81795507077,18735.059745876624,0.12962072821570345,0.1201613008956166,1.061826805925849,1.0251144859805892,430193.16933462955,800000,0.537741461668287
random_10pct,31,18,12,61402.9001725306,34479.86392763858,0.13120511654860598,0.1217942533091192,1.0719633895186602,1.0364853732829407,425468.7307765843,800000,0.5318359134707303
random_10pct,32,14,8,47467.70235099225,22464.62308862145,0.1283890969304259,0.1192285710837577,1.0543795608982103,1.0199130274626618,422245.8436635617,800000,0.5278073045794521
random_10pct,33,13,7,39047.44425613887,9167.243012532068,0.12929981877295754,0.11998554201214993,1.0615438426412362,1.0259092445921225,428159.6535471264,800000,0.535199566933908
random_10pct,34,16,8,55065.2506633696,15855.864327140176,0.13045153209431487,0.12103224626990941,1.0680779550944202,1.0322067294307224,423237.7823171111,800000,0.5290472278963889
random_10pct,35,17,11,56055.91117069185,26994.089197122266,0.12979845010140184,0.12063968907477335,1.062390602017922,1.0282069930675595,425552.63825253124,800000,0.5319407978156641
random_10pct,36,17,9,34979.411511561826,12931.24269033702,0.12932622593239998,0.12007514070457,1.0601509581823783,1.0253234041613257,420666.1482646926,800000,0.5258326853308657
random_10pct,37,16,11,55742.93498450956,23800.876963567058,0.1294988849289054,0.12025534669310581,1.0600789377605533,1.0256028193975353,445618.4068493894,800000,0.5570230085617367
random_10pct,38,16,9,60507.67602752214,30397.232407758314,0.13045922434764806,0.12119631138588582,1.0671211839955994,1.032661629505916,431175.07239201234,800000,0.5389688404900155
random_10pct,39,17,9,49242.255266817185,16818.567382147216,0.13049065459232484,0.1210920801192375,1.0671223056825665,1.0314855693914866,440626.45328948105,800000,0.5507830666118513
random_10pct,40,16,10,60591.36013927658,25929.790215355977,0.13011217712190348,0.12080249754330738,1.0636067605842185,1.0285759468045474,435176.83484754333,800000,0.5439710435594292
random_10pct,41,14,7,43945.48841735013,14193.04201995381,0.12891709062067197,0.1197336256310199,1.0594569560807854,1.0248592291079963,433408.1705567542,800000,0.5417602131959428
random_10pct,42,19,9,73549.6930007925,24144.69848322384,0.1297489120179622,0.12024591397810962,1.0639846559425508,1.0272523256463948,439407.0452111465,800000,0.5492588065139331
random_10pct,43,15,8,40555.040108155474,15580.248835583949,0.12920281201783682,0.12002086144974096,1.0599182177292792,1.025469324108511,456186.7978470371,800000,0.5702334973087964
random_10pct,44,13,7,51946.84216683342,24764.330829052135,0.12937106060306094,0.12001022530798205,1.0604567071980047,1.0245928984809896,431984.3692405065,800000,0.5399804615506332
random_10pct,45,16,9,54087.994844053195,25251.248929077352,0.12973025841452795,0.12047119959854186,1.0623822380216805,1.0275561784341025,412851.95618090284,800000,0.5160649452261286
random_10pct,46,16,9,48553.4755421367,23364.269859023236,0.12961241909979107,0.1202108968625056,1.0624561929138152,1.0265448210901533,432909.23995993537,800000,0.5411365499499192
random_10pct,47,16,9,50358.5776611388,19089.02015439856,0.13017925996467553,0.12068796367181313,1.0668898677288798,1.0304323016517294,430912.67875335505,800000,0.5386408484416938
random_10pct,48,22,13,57619.308411452585,17954.542720606158,0.13026946427557515,0.1209207984172854,1.0660286468930924,1.0306308282095407,442439.10465242,800000,0.553048880815525
random_10pct,49,16,12,58427.85765206866,26574.65236318478,0.13041201487216972,0.12104353811058642,1.0665657293195612,1.0312671692079385,422374.1147503371,800000,0.5279676434379214
random_10pct,50,17,10,73347.50569566879,28335.297562829473,0.1298606907183549,0.12035036537161137,1.0657009162551565,1.0287610801942835,433848.51312946295,800000,0.5423106414118287
random_10pct,51,18,11,59503.77065675324,26649.350400516392,0.1305778691691861,0.12132777451036612,1.0689431827321094,1.0346509682171785,413725.9963258186,800000,0.5171574954072732
random_10pct,52,16,9,54961.38052915659,27520.493072624005,0.12948886809535975,0.12030675984895689,1.0608231997374644,1.0266728788768908,423590.17828422424,800000,0.5294877228552803
random_10pct,53,14,8,35650.92013955195,17185.904539734714,0.13034416229920137,0.12105012239153481,1.067292965576635,1.0323098041103074,441862.32483103214,800000,0.5523279060387901
random_10pct,54,18,9,47276.57000985962,19088.005626740098,0.1300075417610562,0.12067907107693421,1.0644154081928197,1.0292813583012976,416545.167809587,800000,0.5206814597619838
random_10pct,55,17,8,45553.08912217754,17407.04025069555,0.1294656063203472,0.12009404899759056,1.0604460213408198,1.024702421938989,438989.29516705463,800000,0.5487366189588183
random_10pct,56,14,7,39968.17325179978,16844.871645874497,0.12878064951436036,0.11953762475903189,1.0550414284169338,1.0198318161772326,424428.9470297711,800000,0.5305361837872139
random_10pct,57,18,10,57894.53048539767,29250.82622278041,0.13035621692808846,0.12097026347606474,1.0675826633968681,1.03187386848674,443699.5720329107,800000,0.5546244650411384
random_10pct,58,18,10,79895.69723505434,32444.240415256918,0.13048422057372563,0.12101132533011569,1.067823180728787,1.0317059954570962,418130.0203537218,800000,0.5226625254421523
random_10pct,59,16,12,62381.6107454851,27355.966856985804,0.13089010809906648,0.12140453485364375,1.071286804936647,1.0352394755197705,450135.6512443781,800000,0.5626695640554726
random_10pct,60,17,10,50354.56500158817,20410.42230432962,0.1298224520143467,0.1205573360153139,1.0639876064936138,1.0289442580778883,432766.81830460444,800000,0.5409585228807555
random_10pct,61,15,8,51292.55559006483,26423.697084523523,0.1292704025132035,0.12001312145222638,1.0616462715458768,1.0267606745912246,428766.9297251157,800000,0.5359586621563946
random_10pct,62,16,11,67602.29125686278,27870.054921347626,0.13069336079637797,0.12118537099143965,1.0700961591021452,1.0334794185930607,432819.9085601264,800000,0.5410248857001579
random_10pct,63,19,11,52127.173930290825,17419.96149486662,0.12967602447981819,0.12049834329263716,1.0626976875233665,1.028491510461424,435992.0255215786,800000,0.5449900319019733
random_10pct,64,15,9,51544.54502391072,24845.928001065244,0.12964834160427904,0.120401524072777,1.0622826738486486,1.0273656403228102,427402.46908004046,800000,0.5342530863500505
random_10pct,65,13,6,29841.313329627825,12502.49463228032,0.12849358370267214,0.11938410205532829,1.0559857730392594,1.0218982002012995,410038.4048208867,800000,0.5125480060261084
random_10pct,66,17,8,49299.95702374245,24684.61830618042,0.12937629979818616,0.12014687751538913,1.0601096968394794,1.0253178494840192,420082.0342408132,800000,0.5251025428010165
random_10pct,67,15,7,40892.54380345147,12933.737833721452,0.13022822050920127,0.12089217037302714,1.066028742779258,1.0308791996766313,423209.65359162004,800000,0.5290120669895251
random_10pct,68,15,9,37566.641396164196,19173.940477016593,0.129406819132176,0.12028418799218792,1.059970109900643,1.0261673357129701,422637.60174088995,800000,0.5282970021761124
random_10pct,69,18,10,53420.9531256117,25978.153928604966,0.1301311939178838,0.12079807133241151,1.0679971652906055,1.032569877503341,423085.93829981104,800000,0.5288574228747638
random_10pct,70,16,11,51191.60074781732,23028.00506880588,0.1301791024298312,0.12083524910216256,1.0658720173451854,1.0305980863817668,427588.9142131047,800000,0.5344861427663808
random_10pct,71,17,10,66113.36417338258,33840.18905887848,0.1307758061268913,0.12126111847508085,1.0704777068592024,1.0339801131818327,459532.96931927145,800000,0.5744162116490893
random_10pct,72,14,10,32289.629078461025,8460.534409305488,0.1286321115804535,0.11945296611512152,1.0569030679045823,1.0222861983546285,424861.8041141555,800000,0.5310772551426943
random_10pct,73,16,11,51531.15920753411,22872.249270706918,0.1297826912118021,0.1205957133684427,1.0632735990730613,1.0292121815536253,442854.7093512021,800000,0.5535683866890027
random_10pct,74,15,8,87058.9170652279,29328.508415473567,0.13058361879466693,0.12102738195333215,1.069005046682799,1.032149431285771,414474.247801912,800000,0.51809280975239
random_10pct,75,17,9,61915.20650259024,26775.424770215755,0.13032473649653156,0.12091483725816987,1.0681141387406523,1.0324264696565169,414883.75233562116,800000,0.5186046904195265
random_10pct,76,17,12,57441.66407852795,21916.56936328354,0.13041220597734565,0.12119109768385508,1.066668080002927,1.0323638989799888,417435.97970640153,800000,0.521794974633002
random_10pct,77,18,11,54002.12114616815,24477.85737322313,0.13066733816903664,0.12135470524705014,1.0675293443588942,1.0327217910098103,426630.52360385953,800000,0.5332881545048244
random_10pct,78,13,6,35810.677240296754,16818.61367886459,0.1286763705859008,0.1195407071317047,1.056918473056404,1.022549935519508,435731.134188945,800000,0.5446639177361813
random_10pct,79,17,10,50013.149664206896,24248.533305224228,0.13041010806870595,0.12110188054257792,1.0672102745815317,1.0323195245561438,432888.7963009247,800000,0.5411109953761558
random_10pct,80,18,9,57342.48576384518,27424.026025803756,0.12984790243505948,0.12063750774592522,1.0637951249639828,1.029445271226274,422534.7671460452,800000,0.5281684589325565
random_10pct,81,18,11,46986.810268103356,19022.169545559693,0.12949112253991235,0.12037296664690442,1.06223208641745,1.0284299884333648,431139.2781402793,800000,0.5389240976753491
random_10pct,82,16,11,55855.923334833526,19044.58128488915,0.12982270477000982,0.12042085101574919,1.0637942593406038,1.0278944650724884,437148.8180219111,800000,0.5464360225273889
random_10pct,83,15,8,51583.38766032938,27639.95365449787,0.1295247423966754,0.1201481887183554,1.0628495325593683,1.0268517476395125,442751.3615626552,800000,0.553439201953319
random_10pct,84,16,8,52776.70645395549,16518.59596836679,0.12984376400505784,0.12038627478839088,1.0634362696245678,1.026903715877744,432197.9884925386,800000,0.5402474856156733
random_10pct,85,14,10,41417.59629802667,20250.84743078414,0.12875884629403744,0.11961084058015299,1.0572452248139872,1.022692654641972,412892.28629628336,800000,0.5161153578703542
random_10pct,86,19,11,53377.86749517431,23309.631020636327,0.12922638144210677,0.12005638494896854,1.0604287218314852,1.026047738846397,412666.8246520753,800000,0.5158335308150941
random_10pct,87,16,10,66319.70878328472,27214.86521959483,0.13063397342138383,0.12125417220249454,1.0689143932222775,1.0335119307426592,434419.9962685044,800000,0.5430249953356305
random_10pct,88,16,8,57533.20797309216,25393.314900646757,0.12968318679197038,0.12049828524595418,1.0633384529606085,1.0292183087043356,418858.77323389077,800000,0.5235734665423635
random_10pct,89,15,13,48790.26442625672,19646.21842961898,0.12969141553828586,0.12045162467463301,1.0621756481982008,1.0277077672431794,405018.7493738772,800000,0.5062734367173465
random_10pct,90,15,10,29269.13656136694,11314.184625267591,0.12934648252246664,0.12015653363504679,1.0622745165413996,1.027952047721766,429296.40511594847,800000,0.5366205063949356
random_10pct,91,18,12,63876.7928855034,29728.469638183487,0.13057249968246784,0.12102056588733665,1.0673673700413204,1.030288555233069,448548.36369945505,800000,0.5606854546243188
random_10pct,92,16,9,60862.04106317881,28895.19684186463,0.13025141943718374,0.12088716050584875,1.0673525530792094,1.0317939334763597,416045.39667546225,800000,0.5200567458443278
random_10pct,93,17,11,63259.26323414881,32862.74535446531,0.1306800363534859,0.1213785456689475,1.0695525582076417,1.0346726855448403,415670.885317589,800000,0.5195886066469863
random_10pct,94,17,9,42978.421996624595,12110.82425682613,0.13001854110283498,0.12078317743878021,1.0638725618989233,1.029491858569669,441517.8390921845,800000,0.5518972988652306
random_10pct,95,16,9,65489.58271960902,24626.031057659122,0.13030785395164662,0.12072825597470674,1.0672854197963477,1.0299845379690025,423759.6103677817,800000,0.5296995129597272
random_10pct,96,17,9,52330.940472986505,17407.028693924833,0.1298574561346447,0.12049780422955395,1.0637247039386164,1.0280825734938743,430814.0800953092,800000,0.5385176001191365
random_10pct,97,15,8,43058.410932734725,14185.333630690398,0.12951093940984312,0.1203247534615388,1.059823513571198,1.0255991601244308,431989.69857064524,800000,0.5399871232133066
random_10pct,98,17,9,56270.07465443879,24853.492318215744,0.13055622741185421,0.12116694773562062,1.0668496487254044,1.0313143870309125,428012.8627987308,800000,0.5350160784984135
random_10pct,99,20,12,53224.13058024463,17163.121995510726,0.13020589736351984,0.12084332030132089,1.0647510108234308,1.029354748320557,418991.1147332715,800000,0.5237388934165893
random_10pct,100,20,10,57261.933297297175,32828.69539322458,0.13015451154568478,0.1210407304668103,1.066054890209224,1.0326836576608007,440859.53219959926,800000,0.5510744152494991
random_10pct,101,13,7,50687.48241975658,17776.127667750858,0.12910461317835661,0.11979693055859972,1.0578383964852678,1.0223700465512815,431999.35144170426,800000,0.5399991893021303
random_10pct,102,12,5,48884.26067978337,21637.584248160783,0.12968615871513411,0.12048764308967247,1.0625001857186158,1.028210398968394,432181.84153789555,800000,0.5402273019223695
random_10pct,103,18,11,31199.213523688348,16980.92608413875,0.12939617175187423,0.12029693472907534,1.0587435071253442,1.0248964454690426,439245.63454129145,800000,0.5490570431766143
random_10pct,104,17,10,58146.00465882919,28112.694772163344,0.13017369079092322,0.12091620307252775,1.0654514643906297,1.030763045086634,450011.2851556029,800000,0.5625141064445036
random_10pct,105,13,6,35346.1720258243,14077.39866194397,0.12827306974470834,0.1190893158085954,1.0549230522043165,1.0200541264831318,421371.25756691286,800000,0.5267140719586411
random_10pct,106,12,5,45300.40849766485,19294.934773353263,0.12910341787806526,0.11986510298310483,1.060515881478044,1.0256264456269397,445317.7109932293,800000,0.5566471387415366
random_10pct,107,13,8,52120.43343634944,30352.08504528163,0.12888196037035882,0.11974214126368897,1.0575498547485573,1.0232982451246795,430327.5219613041,800000,0.5379094024516301
random_10pct,108,20,10,59126.07672193018,21952.449658918424,0.12945591132969875,0.12001307138968444,1.061437667290478,1.0250029524237434,427229.83708200045,800000,0.5340372963525005
random_10pct,109,16,9,46107.74983126957,18273.080961973537,0.12958959558547412,0.1202654704724309,1.0613284323046135,1.0258779570747933,416274.8263566062,800000,0.5203435329457577
random_10pct,110,18,10,61075.830635469734,30949.618578727666,0.13010022373889993,0.12078719297386911,1.0660510226375601,1.0309260359700716,453631.63872321136,800000,0.5670395484040142
random_10pct,111,20,14,91636.18053131351,45860.93143830657,0.1309283574302987,0.12149005859654328,1.0719455831044593,1.0360664036682814,435786.9720650656,800000,0.544733715081332
random_10pct,112,17,8,54103.56333631936,21564.728946272553,0.1294908239528024,0.12015630620135802,1.059076047239201,1.0234116108818125,447935.0039654258,800000,0.5599187549567823
random_10pct,113,15,7,56184.41484942677,14531.646709270031,0.12935221845294098,0.12004611875054712,1.0625541453953773,1.0273262432094687,457727.3271566734,800000,0.5721591589458418
random_10pct,114,21,14,73267.6663292559,32364.223043949183,0.13029375227540532,0.12099466723373348,1.066212527167696,1.0312895973343195,436470.1938112415,800000,0.5455877422640518
random_10pct,115,15,8,67794.41718545023,33489.61371617868,0.13035895941461825,0.12098935467944659,1.0673276299170602,1.0318969906706268,428264.43163608277,800000,0.5353305395451035
random_10pct,116,13,5,45446.864990464586,27687.49511506201,0.12901158835993334,0.11993693657036086,1.0594038377653205,1.0259105887406792,411817.485093778,800000,0.5147718563672224
random_10pct,117,14,6,33613.72701418654,11339.111462343542,0.12905917897516547,0.11986065184371186,1.0590267559683813,1.0243981984783044,419587.52039431623,800000,0.5244844004928952
random_10pct,118,13,8,32674.349037009204,14416.471890411833,0.12903148897398664,0.1199109807232111,1.0581568462148963,1.0240395130284181,437569.8425865049,800000,0.5469623032331311
random_10pct,119,17,11,63373.803936772514,24301.49912538585,0.13036584795660294,0.12101334509443834,1.0667857791451065,1.0315470256305403,430704.8458542522,800000,0.5383810573178153
random_10pct,120,18,9,52056.84129798558,23257.820953973925,0.13008858520344585,0.12074461257163503,1.0641609202126654,1.0289743212757767,415323.0457836978,800000,0.5191538072296222
random_10pct,121,14,9,59957.80056031334,27422.986105562646,0.1301163581011677,0.12086162403557091,1.0639364358276615,1.0293372367214852,430583.2533156452,800000,0.5382290666445565
random_10pct,122,21,15,57643.34960523668,26031.797446695753,0.12977626275492826,0.12052468056863017,1.0639211269078437,1.0291328711260828,418764.2574114904,800000,0.523455321764363
random_10pct,123,17,9,53781.790291854515,22971.744875835513,0.1295140230847507,0.12026066540699692,1.0622843412669738,1.027167590082141,433650.4858861854,800000,0.5420631073577317
random_10pct,124,18,11,54183.45453778449,23639.871059701276,0.1293571171155291,0.12006444410972768,1.062293350324501,1.0271113664618028,424992.9120869687,800000,0.5312411401087109
random_10pct,125,19,10,70100.01123637894,34222.13710303148,0.13046469608234568,0.12112516918808777,1.0677133937517929,1.0322544126248063,436107.60161313665,800000,0.5451345020164208
random_10pct,126,12,5,48381.4404394505,25597.077426471595,0.12881411005922078,0.11967422489754713,1.0556734831529897,1.021496623841568,427217.66464508226,800000,0.5340220808063528
random_10pct,127,16,9,62575.827576135336,28249.340981647765,0.13007071054282923,0.12070222677863394,1.0644946512868687,1.0291097083004528,456077.86366219074,800000,0.5700973295777384
random_10pct,128,17,7,56246.58422659335,21819.896864814804,0.12974931634382708,0.12035325084683793,1.0631973109278436,1.0273214048085864,431242.4924710257,800000,0.5390531155887821
random_10pct,129,18,12,74329.98627689407,33300.014410938005,0.1308885031849321,0.12145693512823268,1.0716263180906815,1.0357844601849209,427195.5777994239,800000,0.5339944722492799
random_10pct,130,19,13,60189.727625939384,29755.652165556814,0.12980932270833465,0.12056647758930701,1.0634343150633963,1.0284480832555392,421358.50487395463,800000,0.5266981310924433
random_10pct,131,21,13,67644.79422726034,28897.409542131456,0.13040211091524473,0.12088578281578696,1.0694453987429335,1.0325543345536758,443362.5985003469,800000,0.5542032481254336
random_10pct,132,11,7,39793.78217462347,20686.769061024956,0.1290468351638178,0.11995269556310177,1.0581394640157,1.024310579478298,426918.8602759353,800000,0.5336485753449192
random_10pct,133,20,11,50103.85081812979,32531.056170973046,0.12993481481931385,0.1208693140494385,1.0652129741768925,1.0321334413622925,427087.51637081476,800000,0.5338593954635185
random_10pct,134,13,10,29545.78471865121,14844.566415410505,0.12903034315750764,0.1198873775224376,1.057937507997705,1.0236168596391482,421888.7363996342,800000,0.5273609204995428
random_10pct,135,17,9,42701.0043158032,13311.292355136196,0.1286756896302181,0.11941026280011491,1.0555569214725287,1.0201769116039971,423576.55876660306,800000,0.5294706984582538
random_10pct,136,16,9,44550.12690423921,15790.143467725284,0.12919103200494514,0.1199339831027561,1.0589941586880325,1.0240267669902694,428235.41194660735,800000,0.5352942649332592
random_10pct,137,17,9,51798.80284975723,23412.483575012786,0.12914028567627256,0.11999556840300704,1.0586330034585945,1.0243045194469353,431509.18531710317,800000,0.5393864816463789
random_10pct,138,16,11,56310.3511632968,28536.60060775968,0.1296276415441298,0.12047477020096962,1.0616415890434183,1.027532076002006,422397.642573424,800000,0.5279970532167799
random_10pct,139,19,14,57779.14215038324,23771.05818931759,0.12985054904136975,0.12060443736240507,1.0650114726743376,1.030469193290089,436086.30765143636,800000,0.5451078845642955
random_10pct,140,16,9,46834.114860401794,21089.680807668017,0.12930364132999617,0.12000494553875424,1.0585640789218513,1.0233468459285597,441468.42353913386,800000,0.5518355294239173
random_10pct,141,16,8,41479.45184178876,12753.083507640096,0.1284658015119115,0.11936949673779956,1.056017531355816,1.021966029089247,412514.5721007687,800000,0.5156432151259609
random_10pct,142,18,13,56267.104029362075,19121.616144706626,0.13005288664541273,0.12068801002456053,1.065939337200988,1.0305229183859554,424450.5049736022,800000,0.5305631312170027
random_10pct,143,16,9,34652.30873000247,15317.760339311657,0.12872357158519987,0.11956363373656093,1.0566202952448098,1.0221899178621194,433486.9993904763,800000,0.5418587492380954
random_10pct,144,16,9,42362.82326199165,15354.209889441174,0.12904959328685975,0.11975958581111369,1.0580934362884193,1.0229055055121181,424327.40099026036,800000,0.5304092512378255
random_10pct,145,12,6,34591.91106965727,8212.163642209003,0.12827041093901456,0.11904114368259577,1.0553241412338945,1.02005647970472,423389.83130100527,800000,0.5292372891262566
random_10pct,146,19,10,37875.727432248794,16628.996456750217,0.1295498870073675,0.12033619365058987,1.0605983430924355,1.0263560993115695,425916.01648720057,800000,0.5323950206090007
random_10pct,147,20,10,58222.73320403248,23553.520885854487,0.12943721693736407,0.11999974784948533,1.0627728453267111,1.026292844930733,432636.338821181,800000,0.5407954235264762
random_10pct,148,18,11,60969.80072194962,22580.77147898214,0.1301759481263051,0.12083691989456553,1.066626725172257,1.031321658464327,417137.8069695255,800000,0.521422258711907
random_10pct,149,18,11,71958.05476422556,30454.396697684286,0.13045865416259927,0.12097481716543103,1.0672437329011386,1.0308600979058118,436897.7308742413,800000,0.5461221635928016
random_10pct,150,18,8,54321.9379128379,26539.359788238442,0.12992971265726666,0.12059268011324213,1.0657257544958587,1.0303842181303564,421295.7051479016,800000,0.526619631434877
random_10pct,151,17,9,39816.15849285851,13270.09130355624,0.12958737682774638,0.12035721780603091,1.0608200642249155,1.0260642324739055,433322.0373213027,800000,0.5416525466516283
random_10pct,152,12,5,33810.17997447051,12897.334360282175,0.12879572787223253,0.11957150159202132,1.0556109500553337,1.0209132639873437,430471.258811629,800000,0.5380890735145363
random_10pct,153,19,13,58355.08607187406,31067.80293262037,0.13007662526733166,0.12091453981286122,1.0650098881223176,1.0309865810989476,431249.0406967361,800000,0.5390613008709201
random_10pct,154,18,10,49105.295458022905,16451.461058992893,0.12910922400648414,0.11978323128745266,1.0576735842078455,1.022047703947049,426172.17478402605,800000,0.5327152184800326
random_10pct,155,16,8,59364.255288437365,18804.77369274105,0.13011280742140482,0.12070182339135842,1.0667267348556995,1.030763025462568,421957.9513571955,800000,0.5274474391964944
random_10pct,156,19,11,75337.52451508216,34814.51175066004,0.13053817599367198,0.12113488291385177,1.0687686627998187,1.0330275136963707,421967.6362099907,800000,0.5274595452624884
random_10pct,157,17,10,53187.330806005004,19228.496719954623,0.13002148692118923,0.12063744090096885,1.064750001422725,1.0290805385519421,435806.2379446764,800000,0.5447577974308455
random_10pct,158,20,13,72896.59560339591,29775.19051484917,0.13040974721618406,0.12097676513394821,1.067427499656802,1.0313382595179106,437113.4120067003,800000,0.5463917650083754
random_10pct,159,14,6,53234.74234889096,24502.255945375175,0.12945836014471102,0.12019219297801428,1.0615532985118945,1.0266632740242756,424395.0440982636,800000,0.5304938051228295
random_10pct,160,15,9,49107.29946871028,20982.849557301608,0.12942677076746884,0.12028884044793604,1.0603941939785093,1.0262335864790306,431959.9884263608,800000,0.539949985532951
random_10pct,161,17,9,47481.14401345256,11711.191236915398,0.1292576258961819,0.1198767096264128,1.058149398315641,1.0219618626203546,428831.23451267387,800000,0.5360390431408424
random_10pct,162,20,12,55048.81466860135,25048.0783559958,0.1303563351251342,0.1209237708631715,1.065989193453656,1.0300566095408563,435364.7746747637,800000,0.5442059683434547
