date,origin,dest,edge,base_volume,diverted_to_new_site,adjusted_volume,line_type
2023-01-01,DC14,DC64,DC14->DC64,0.0,0.0,0.0,existing
2023-01-01,DC14,DC65,DC14->DC65,0.0,0.0,0.0,existing
2023-01-01,DC14,DC67,DC14->DC67,0.0,0.0,0.0,existing
2023-01-01,DC14,DC70,DC14->DC70,275.0,0.0,275.0,existing
2023-01-01,DC14,DC76,DC14->DC76,0.0,0.0,0.0,existing
2023-01-01,DC14,DC78,DC14->DC78,0.0,0.0,0.0,existing
2023-01-01,DC14,DC8,DC14->DC8,102508.0,20501.600000000002,82006.4,existing
2023-01-01,DC14,DC81,DC14->DC81,0.0,0.0,0.0,existing
2023-01-01,DC14,DC9,DC14->DC9,168355.0,33671.0,134684.0,existing
2023-01-01,DC15,DC10,DC15->DC10,6782.0,0.0,6782.0,existing
2023-01-01,DC15,DC12,DC15->DC12,0.0,0.0,0.0,existing
2023-01-01,DC15,DC13,DC15->DC13,0.0,0.0,0.0,existing
2023-01-01,DC15,DC14,DC15->DC14,5466.0,1093.2,4372.8,existing
2023-01-01,DC15,DC3,DC15->DC3,6475.0,0.0,6475.0,existing
2023-01-01,DC15,DC32,DC15->DC32,0.0,0.0,0.0,existing
2023-01-01,DC15,DC33,DC15->DC33,0.0,0.0,0.0,existing
2023-01-01,DC15,DC34,DC15->DC34,0.0,0.0,0.0,existing
2023-01-01,DC15,DC35,DC15->DC35,3.0,0.0,3.0,existing
2023-01-01,DC15,DC4,DC15->DC4,48.0,0.0,48.0,existing
2023-01-01,DC15,DC40,DC15->DC40,0.0,0.0,0.0,existing
2023-01-01,DC15,DC5,DC15->DC5,2766.0,0.0,2766.0,existing
2023-01-01,DC15,DC62,DC15->DC62,6628.0,1325.6000000000001,5302.4,existing
2023-01-01,DC15,DC64,DC15->DC64,0.0,0.0,0.0,existing
2023-01-01,DC15,DC65,DC15->DC65,0.0,0.0,0.0,existing
2023-01-01,DC15,DC70,DC15->DC70,6.0,0.0,6.0,existing
2023-01-01,DC15,DC8,DC15->DC8,15445.0,3089.0,12356.0,existing
2023-01-01,DC15,DC81,DC15->DC81,0.0,0.0,0.0,existing
2023-01-01,DC15,DC9,DC15->DC9,35501.0,7100.200000000001,28400.8,existing
2023-01-01,DC16,DC10,DC16->DC10,0.0,0.0,0.0,existing
2023-01-01,DC16,DC14,DC16->DC14,0.0,0.0,0.0,existing
2023-01-01,DC16,DC35,DC16->DC35,0.0,0.0,0.0,existing
2023-01-01,DC16,DC4,DC16->DC4,0.0,0.0,0.0,existing
2023-01-01,DC16,DC5,DC16->DC5,0.0,0.0,0.0,existing
2023-01-01,DC16,DC62,DC16->DC62,0.0,0.0,0.0,existing
2023-01-01,DC16,DC70,DC16->DC70,0.0,0.0,0.0,existing
2023-01-01,DC16,DC8,DC16->DC8,0.0,0.0,0.0,existing
2023-01-01,DC17,DC10,DC17->DC10,13847.0,0.0,13847.0,existing
2023-01-01,DC17,DC12,DC17->DC12,0.0,0.0,0.0,existing
2023-01-01,DC17,DC14,DC17->DC14,10293.0,0.0,10293.0,existing
2023-01-01,DC17,DC20,DC17->DC20,0.0,0.0,0.0,existing
2023-01-01,DC17,DC29,DC17->DC29,0.0,0.0,0.0,existing
2023-01-01,DC17,DC3,DC17->DC3,13927.0,0.0,13927.0,existing
2023-01-01,DC17,DC32,DC17->DC32,0.0,0.0,0.0,existing
2023-01-01,DC17,DC34,DC17->DC34,0.0,0.0,0.0,existing
2023-01-01,DC17,DC35,DC17->DC35,93.0,0.0,93.0,existing
2023-01-01,DC17,DC4,DC17->DC4,29846.0,0.0,29846.0,existing
2023-01-01,DC17,DC40,DC17->DC40,0.0,0.0,0.0,existing
2023-01-01,DC17,DC5,DC17->DC5,8372.0,0.0,8372.0,existing
2023-01-01,DC17,DC61,DC17->DC61,0.0,0.0,0.0,existing
2023-01-01,DC17,DC62,DC17->DC62,13450.0,0.0,13450.0,existing
2023-01-01,DC17,DC64,DC17->DC64,0.0,0.0,0.0,existing
2023-01-01,DC17,DC65,DC17->DC65,0.0,0.0,0.0,existing
2023-01-01,DC17,DC70,DC17->DC70,120.0,0.0,120.0,existing
2023-01-01,DC17,DC8,DC17->DC8,151.0,0.0,151.0,existing
2023-01-01,DC17,DC81,DC17->DC81,0.0,0.0,0.0,existing
2023-01-01,DC17,DC9,DC17->DC9,0.0,0.0,0.0,existing
2023-01-01,DC18,DC10,DC18->DC10,0.0,0.0,0.0,existing
2023-01-01,DC18,DC14,DC18->DC14,0.0,0.0,0.0,existing
2023-01-01,DC18,DC23,DC18->DC23,0.0,0.0,0.0,existing
2023-01-01,DC18,DC4,DC18->DC4,0.0,0.0,0.0,existing
2023-01-01,DC18,DC62,DC18->DC62,0.0,0.0,0.0,existing
2023-01-01,DC18,DC8,DC18->DC8,0.0,0.0,0.0,existing
2023-01-01,DC19,DC10,DC19->DC10,11346.0,0.0,11346.0,existing
2023-01-01,DC19,DC12,DC19->DC12,0.0,0.0,0.0,existing
2023-01-01,DC19,DC14,DC19->DC14,8671.0,0.0,8671.0,existing
2023-01-01,DC19,DC20,DC19->DC20,0.0,0.0,0.0,existing
2023-01-01,DC19,DC3,DC19->DC3,13074.0,0.0,13074.0,existing
2023-01-01,DC19,DC32,DC19->DC32,0.0,0.0,0.0,existing
2023-01-01,DC19,DC34,DC19->DC34,0.0,0.0,0.0,existing
2023-01-01,DC19,DC35,DC19->DC35,179.0,0.0,179.0,existing
2023-01-01,DC19,DC36,DC19->DC36,0.0,0.0,0.0,existing
2023-01-01,DC19,DC4,DC19->DC4,34200.0,0.0,34200.0,existing
2023-01-01,DC19,DC40,DC19->DC40,0.0,0.0,0.0,existing
2023-01-01,DC19,DC5,DC19->DC5,4987.0,0.0,4987.0,existing
2023-01-01,DC19,DC62,DC19->DC62,11876.0,0.0,11876.0,existing
2023-01-01,DC19,DC64,DC19->DC64,0.0,0.0,0.0,existing
2023-01-01,DC19,DC65,DC19->DC65,0.0,0.0,0.0,existing
2023-01-01,DC19,DC70,DC19->DC70,414.0,0.0,414.0,existing
2023-01-01,DC19,DC8,DC19->DC8,132.0,0.0,132.0,existing
2023-01-01,DC19,DC81,DC19->DC81,0.0,0.0,0.0,existing
2023-01-01,DC19,DC9,DC19->DC9,0.0,0.0,0.0,existing
2023-01-01,DC2,DC10,DC2->DC10,0.0,0.0,0.0,existing
2023-01-01,DC2,DC14,DC2->DC14,0.0,0.0,0.0,existing
2023-01-01,DC2,DC3,DC2->DC3,0.0,0.0,0.0,existing
2023-01-01,DC2,DC4,DC2->DC4,0.0,0.0,0.0,existing
2023-01-01,DC2,DC5,DC2->DC5,0.0,0.0,0.0,existing
2023-01-01,DC2,DC62,DC2->DC62,0.0,0.0,0.0,existing
2023-01-01,DC2,DC8,DC2->DC8,0.0,0.0,0.0,existing
2023-01-01,DC2,DC9,DC2->DC9,0.0,0.0,0.0,existing
2023-01-01,DC20,DC10,DC20->DC10,8242.0,0.0,8242.0,existing
2023-01-01,DC20,DC12,DC20->DC12,0.0,0.0,0.0,existing
2023-01-01,DC20,DC14,DC20->DC14,7499.0,0.0,7499.0,existing
2023-01-01,DC20,DC3,DC20->DC3,7018.0,0.0,7018.0,existing
2023-01-01,DC20,DC32,DC20->DC32,0.0,0.0,0.0,existing
2023-01-01,DC20,DC33,DC20->DC33,0.0,0.0,0.0,existing
2023-01-01,DC20,DC34,DC20->DC34,0.0,0.0,0.0,existing
2023-01-01,DC20,DC35,DC20->DC35,8.0,0.0,8.0,existing
2023-01-01,DC20,DC4,DC20->DC4,24590.0,0.0,24590.0,existing
2023-01-01,DC20,DC40,DC20->DC40,0.0,0.0,0.0,existing
2023-01-01,DC20,DC5,DC20->DC5,4506.0,0.0,4506.0,existing
2023-01-01,DC20,DC62,DC20->DC62,8579.0,0.0,8579.0,existing
2023-01-01,DC20,DC64,DC20->DC64,0.0,0.0,0.0,existing
2023-01-01,DC20,DC65,DC20->DC65,0.0,0.0,0.0,existing
2023-01-01,DC20,DC70,DC20->DC70,14.0,0.0,14.0,existing
2023-01-01,DC20,DC76,DC20->DC76,0.0,0.0,0.0,existing
2023-01-01,DC20,DC8,DC20->DC8,111.0,0.0,111.0,existing
2023-01-01,DC20,DC81,DC20->DC81,0.0,0.0,0.0,existing
2023-01-01,DC20,DC9,DC20->DC9,0.0,0.0,0.0,existing
2023-01-01,DC21,DC10,DC21->DC10,0.0,0.0,0.0,existing
2023-01-01,DC21,DC12,DC21->DC12,0.0,0.0,0.0,existing
2023-01-01,DC21,DC14,DC21->DC14,0.0,0.0,0.0,existing
2023-01-01,DC21,DC20,DC21->DC20,0.0,0.0,0.0,existing
2023-01-01,DC21,DC3,DC21->DC3,16946.0,0.0,16946.0,existing
2023-01-01,DC21,DC32,DC21->DC32,0.0,0.0,0.0,existing
2023-01-01,DC21,DC33,DC21->DC33,0.0,0.0,0.0,existing
2023-01-01,DC21,DC34,DC21->DC34,0.0,0.0,0.0,existing
2023-01-01,DC21,DC35,DC21->DC35,0.0,0.0,0.0,existing
2023-01-01,DC21,DC4,DC21->DC4,0.0,0.0,0.0,existing
2023-01-01,DC21,DC40,DC21->DC40,0.0,0.0,0.0,existing
2023-01-01,DC21,DC5,DC21->DC5,7993.0,0.0,7993.0,existing
2023-01-01,DC21,DC62,DC21->DC62,0.0,0.0,0.0,existing
2023-01-01,DC21,DC70,DC21->DC70,0.0,0.0,0.0,existing
2023-01-01,DC21,DC76,DC21->DC76,0.0,0.0,0.0,existing
2023-01-01,DC21,DC8,DC21->DC8,0.0,0.0,0.0,existing
2023-01-01,DC21,DC81,DC21->DC81,0.0,0.0,0.0,existing
2023-01-01,DC21,DC9,DC21->DC9,0.0,0.0,0.0,existing
2023-01-01,DC22,DC10,DC22->DC10,9066.0,0.0,9066.0,existing
2023-01-01,DC22,DC12,DC22->DC12,0.0,0.0,0.0,existing
2023-01-01,DC22,DC13,DC22->DC13,0.0,0.0,0.0,existing
2023-01-01,DC22,DC14,DC22->DC14,9451.0,0.0,9451.0,existing
2023-01-01,DC22,DC20,DC22->DC20,0.0,0.0,0.0,existing
2023-01-01,DC22,DC21,DC22->DC21,0.0,0.0,0.0,existing
2023-01-01,DC22,DC3,DC22->DC3,5399.0,0.0,5399.0,existing
2023-01-01,DC22,DC32,DC22->DC32,0.0,0.0,0.0,existing
2023-01-01,DC22,DC34,DC22->DC34,0.0,0.0,0.0,existing
2023-01-01,DC22,DC35,DC22->DC35,1259.0,0.0,1259.0,existing
2023-01-01,DC22,DC4,DC22->DC4,35116.0,0.0,35116.0,existing
2023-01-01,DC22,DC40,DC22->DC40,0.0,0.0,0.0,existing
2023-01-01,DC22,DC5,DC22->DC5,4971.0,0.0,4971.0,existing
2023-01-01,DC22,DC62,DC22->DC62,10353.0,0.0,10353.0,existing
2023-01-01,DC22,DC64,DC22->DC64,0.0,0.0,0.0,existing
2023-01-01,DC22,DC65,DC22->DC65,0.0,0.0,0.0,existing
2023-01-01,DC22,DC70,DC22->DC70,1363.0,0.0,1363.0,existing
2023-01-01,DC22,DC76,DC22->DC76,0.0,0.0,0.0,existing
2023-01-01,DC22,DC8,DC22->DC8,136.0,0.0,136.0,existing
2023-01-01,DC22,DC81,DC22->DC81,0.0,0.0,0.0,existing
2023-01-01,DC22,DC9,DC22->DC9,0.0,0.0,0.0,existing
2023-01-01,DC23,DC10,DC23->DC10,12138.0,2427.6,9710.4,existing
2023-01-01,DC23,DC12,DC23->DC12,4784.0,0.0,4784.0,existing
2023-01-01,DC23,DC14,DC23->DC14,10346.0,2069.2000000000003,8276.8,existing
2023-01-01,DC23,DC18,DC23->DC18,0.0,0.0,0.0,existing
2023-01-01,DC23,DC20,DC23->DC20,0.0,0.0,0.0,existing
2023-01-01,DC23,DC29,DC23->DC29,0.0,0.0,0.0,existing
2023-01-01,DC23,DC3,DC23->DC3,11312.0,2262.4,9049.6,existing
2023-01-01,DC23,DC32,DC23->DC32,0.0,0.0,0.0,existing
2023-01-01,DC23,DC34,DC23->DC34,0.0,0.0,0.0,existing
2023-01-01,DC23,DC35,DC23->DC35,1716.0,0.0,1716.0,existing
2023-01-01,DC23,DC36,DC23->DC36,0.0,0.0,0.0,existing
2023-01-01,DC23,DC4,DC23->DC4,45168.0,9033.6,36134.4,existing
2023-01-01,DC23,DC40,DC23->DC40,0.0,0.0,0.0,existing
2023-01-01,DC23,DC5,DC23->DC5,6221.0,1244.2,4976.8,existing
2023-01-01,DC23,DC6,DC23->DC6,0.0,0.0,0.0,existing
2023-01-01,DC23,DC62,DC23->DC62,11508.0,2301.6,9206.4,existing
2023-01-01,DC23,DC64,DC23->DC64,0.0,0.0,0.0,existing
2023-01-01,DC23,DC65,DC23->DC65,0.0,0.0,0.0,existing
2023-01-01,DC23,DC70,DC23->DC70,2985.0,0.0,2985.0,existing
2023-01-01,DC23,DC8,DC23->DC8,126.0,0.0,126.0,existing
2023-01-01,DC23,DC81,DC23->DC81,0.0,0.0,0.0,existing
2023-01-01,DC23,DC9,DC23->DC9,0.0,0.0,0.0,existing
2023-01-01,DC24,DC10,DC24->DC10,0.0,0.0,0.0,existing
2023-01-01,DC24,DC14,DC24->DC14,0.0,0.0,0.0,existing
2023-01-01,DC24,DC3,DC24->DC3,0.0,0.0,0.0,existing
2023-01-01,DC24,DC4,DC24->DC4,0.0,0.0,0.0,existing
2023-01-01,DC24,DC5,DC24->DC5,0.0,0.0,0.0,existing
2023-01-01,DC24,DC62,DC24->DC62,0.0,0.0,0.0,existing
2023-01-01,DC24,DC8,DC24->DC8,0.0,0.0,0.0,existing
2023-01-01,DC24,DC9,DC24->DC9,0.0,0.0,0.0,existing
2023-01-01,DC25,DC10,DC25->DC10,7103.0,1420.6000000000001,5682.4,existing
2023-01-01,DC25,DC12,DC25->DC12,0.0,0.0,0.0,existing
2023-01-01,DC25,DC14,DC25->DC14,6095.0,1219.0,4876.0,existing
2023-01-01,DC25,DC3,DC25->DC3,19900.0,3980.0,15920.0,existing
2023-01-01,DC25,DC32,DC25->DC32,0.0,0.0,0.0,existing
2023-01-01,DC25,DC33,DC25->DC33,0.0,0.0,0.0,existing
2023-01-01,DC25,DC34,DC25->DC34,0.0,0.0,0.0,existing
2023-01-01,DC25,DC35,DC25->DC35,29.0,0.0,29.0,existing
2023-01-01,DC25,DC4,DC25->DC4,38.0,0.0,38.0,existing
2023-01-01,DC25,DC40,DC25->DC40,0.0,0.0,0.0,existing
2023-01-01,DC25,DC5,DC25->DC5,3310.0,0.0,3310.0,existing
2023-01-01,DC25,DC62,DC25->DC62,7197.0,1439.4,5757.6,existing
2023-01-01,DC25,DC64,DC25->DC64,0.0,0.0,0.0,existing
2023-01-01,DC25,DC65,DC25->DC65,0.0,0.0,0.0,existing
2023-01-01,DC25,DC70,DC25->DC70,58.0,0.0,58.0,existing
2023-01-01,DC25,DC76,DC25->DC76,0.0,0.0,0.0,existing
2023-01-01,DC25,DC8,DC25->DC8,19068.0,3813.6000000000004,15254.4,existing
2023-01-01,DC25,DC81,DC25->DC81,0.0,0.0,0.0,existing
2023-01-01,DC25,DC9,DC25->DC9,58430.0,11686.0,46744.0,existing
2023-01-01,DC26,DC10,DC26->DC10,2523.0,0.0,2523.0,existing
2023-01-01,DC26,DC12,DC26->DC12,0.0,0.0,0.0,existing
2023-01-01,DC26,DC14,DC26->DC14,2319.0,0.0,2319.0,existing
2023-01-01,DC26,DC3,DC26->DC3,0.0,0.0,0.0,existing
2023-01-01,DC26,DC32,DC26->DC32,0.0,0.0,0.0,existing
2023-01-01,DC26,DC34,DC26->DC34,0.0,0.0,0.0,existing
2023-01-01,DC26,DC35,DC26->DC35,0.0,0.0,0.0,existing
2023-01-01,DC26,DC4,DC26->DC4,15.0,0.0,15.0,existing
2023-01-01,DC26,DC40,DC26->DC40,0.0,0.0,0.0,existing
2023-01-01,DC26,DC5,DC26->DC5,1140.0,0.0,1140.0,existing
2023-01-01,DC26,DC62,DC26->DC62,2203.0,0.0,2203.0,existing
2023-01-01,DC26,DC64,DC26->DC64,0.0,0.0,0.0,existing
2023-01-01,DC26,DC65,DC26->DC65,0.0,0.0,0.0,existing
2023-01-01,DC26,DC70,DC26->DC70,0.0,0.0,0.0,existing
2023-01-01,DC26,DC8,DC26->DC8,6317.0,0.0,6317.0,existing
2023-01-01,DC26,DC81,DC26->DC81,0.0,0.0,0.0,existing
2023-01-01,DC26,DC9,DC26->DC9,13019.0,0.0,13019.0,existing
2023-01-01,DC27,DC10,DC27->DC10,6366.0,0.0,6366.0,existing
2023-01-01,DC27,DC14,DC27->DC14,4473.0,0.0,4473.0,existing
2023-01-01,DC27,DC3,DC27->DC3,0.0,0.0,0.0,existing
2023-01-01,DC27,DC32,DC27->DC32,0.0,0.0,0.0,existing
2023-01-01,DC27,DC34,DC27->DC34,0.0,0.0,0.0,existing
2023-01-01,DC27,DC35,DC27->DC35,12.0,0.0,12.0,existing
2023-01-01,DC27,DC4,DC27->DC4,49.0,0.0,49.0,existing
2023-01-01,DC27,DC40,DC27->DC40,0.0,0.0,0.0,existing
2023-01-01,DC27,DC5,DC27->DC5,1754.0,0.0,1754.0,existing
2023-01-01,DC27,DC62,DC27->DC62,4318.0,0.0,4318.0,existing
2023-01-01,DC27,DC64,DC27->DC64,0.0,0.0,0.0,existing
2023-01-01,DC27,DC65,DC27->DC65,0.0,0.0,0.0,existing
2023-01-01,DC27,DC70,DC27->DC70,5.0,0.0,5.0,existing
2023-01-01,DC27,DC8,DC27->DC8,19476.0,0.0,19476.0,existing
2023-01-01,DC27,DC9,DC27->DC9,0.0,0.0,0.0,existing
2023-01-01,DC28,DC10,DC28->DC10,4603.0,0.0,4603.0,existing
2023-01-01,DC28,DC12,DC28->DC12,0.0,0.0,0.0,existing
2023-01-01,DC28,DC14,DC28->DC14,3374.0,0.0,3374.0,existing
2023-01-01,DC28,DC20,DC28->DC20,0.0,0.0,0.0,existing
2023-01-01,DC28,DC23,DC28->DC23,0.0,0.0,0.0,existing
2023-01-01,DC28,DC3,DC28->DC3,3281.0,0.0,3281.0,existing
2023-01-01,DC28,DC32,DC28->DC32,0.0,0.0,0.0,existing
2023-01-01,DC28,DC34,DC28->DC34,0.0,0.0,0.0,existing
2023-01-01,DC28,DC35,DC28->DC35,26.0,0.0,26.0,existing
2023-01-01,DC28,DC4,DC28->DC4,12934.0,0.0,12934.0,existing
2023-01-01,DC28,DC40,DC28->DC40,0.0,0.0,0.0,existing
2023-01-01,DC28,DC5,DC28->DC5,1937.0,0.0,1937.0,existing
2023-01-01,DC28,DC62,DC28->DC62,3199.0,0.0,3199.0,existing
2023-01-01,DC28,DC64,DC28->DC64,0.0,0.0,0.0,existing
2023-01-01,DC28,DC65,DC28->DC65,0.0,0.0,0.0,existing
2023-01-01,DC28,DC70,DC28->DC70,14.0,0.0,14.0,existing
2023-01-01,DC28,DC8,DC28->DC8,74.0,0.0,74.0,existing
2023-01-01,DC28,DC81,DC28->DC81,0.0,0.0,0.0,existing
2023-01-01,DC28,DC9,DC28->DC9,0.0,0.0,0.0,existing
2023-01-01,DC29,DC36,DC29->DC36,0.0,0.0,0.0,existing
2023-01-01,DC29,DC9,DC29->DC9,0.0,0.0,0.0,existing
2023-01-01,DC3,DC10,DC3->DC10,0.0,0.0,0.0,existing
2023-01-01,DC3,DC12,DC3->DC12,0.0,0.0,0.0,existing
2023-01-01,DC3,DC14,DC3->DC14,0.0,0.0,0.0,existing
2023-01-01,DC3,DC19,DC3->DC19,0.0,0.0,0.0,existing
2023-01-01,DC3,DC21,DC3->DC21,0.0,0.0,0.0,existing
2023-01-01,DC3,DC22,DC3->DC22,0.0,0.0,0.0,existing
2023-01-01,DC3,DC23,DC3->DC23,0.0,0.0,0.0,existing
2023-01-01,DC3,DC28,DC3->DC28,0.0,0.0,0.0,existing
2023-01-01,DC3,DC30,DC3->DC30,0.0,0.0,0.0,existing
2023-01-01,DC3,DC35,DC3->DC35,0.0,0.0,0.0,existing
2023-01-01,DC3,DC36,DC3->DC36,0.0,0.0,0.0,existing
2023-01-01,DC3,DC38,DC3->DC38,0.0,0.0,0.0,existing
2023-01-01,DC3,DC4,DC3->DC4,0.0,0.0,0.0,existing
2023-01-01,DC3,DC40,DC3->DC40,0.0,0.0,0.0,existing
2023-01-01,DC3,DC5,DC3->DC5,0.0,0.0,0.0,existing
2023-01-01,DC3,DC8,DC3->DC8,0.0,0.0,0.0,existing
2023-01-01,DC3,DC9,DC3->DC9,0.0,0.0,0.0,existing
2023-01-01,DC30,DC10,DC30->DC10,2966.0,0.0,2966.0,existing
2023-01-01,DC30,DC12,DC30->DC12,0.0,0.0,0.0,existing
