design_id,tower_y_m,width_m,height_m,mirror_count,total_area_m2,avg_optical_efficiency,avg_cosine_efficiency,avg_shadow_blocking_efficiency,avg_truncation_efficiency,field_power_mw,unit_area_power_kw_m2,check_minimum_center_distance_m,check_required_minimum_center_distance_m,check_spacing_constraint_satisfied,check_maximum_site_radius_m,check_minimum_tower_distance_m,check_site_constraint_satisfied,check_tower_exclusion_satisfied
19,-80.0,7.2,7.2,2730,141523.2,0.45631710512624474,0.7887796474612383,0.7272989163614163,0.9296326884433571,61.90607910816774,0.4374270727920775,12.19999999999996,12.2,True,349.97590345739115,104.23684569287386,True,True
20,-80.0,7.2,6.6000000000000005,2730,129729.6,0.46243667439499353,0.7890004328514784,0.7574175824175824,0.9032745573599512,57.54268860848649,0.4435586682490849,12.19999999999996,12.2,True,349.97590345739115,104.23684569287386,True,True
21,-80.0,7.6,7.6,2579,148963.04,0.40070880844365325,0.7888658919613941,0.7079920350264962,0.8357846062734101,57.210677030131144,0.3840595427572581,12.59999999999994,12.6,True,349.73068650164396,100.00939955824151,True,True
22,-80.0,7.6,7.0,2579,137202.8,0.45648590916267257,0.7890873034889266,0.7345830102106761,0.9213707047569496,60.016402330973,0.43742840766349533,12.59999999999994,12.6,True,349.73068650164396,100.00939955824151,True,True
23,-80.0,8.0,8.0,2420,154880.0,0.41257979755017726,0.7887141598338167,0.6963756887052343,0.8779596144691704,61.27196624002571,0.3956092861571909,12.999999999999984,13.0,True,349.99621724366955,101.5332457867865,True,True
24,-80.0,8.0,7.4,2420,143264.0,0.42586102776563345,0.7889358269958987,0.729575585399449,0.8621731687924868,58.58229722621565,0.40891150062971615,12.999999999999984,13.0,True,349.99621724366955,101.5332457867865,True,True
25,-100.0,6.0,6.0,3368,121248.0,0.5127753459752751,0.7990795036299215,0.7747689652612827,0.9616802936976261,59.6296817972327,0.49179930223370866,10.999999999999968,11.0,True,349.8599337573382,100.81666528902846,True,True
26,-100.0,6.0,5.4,3368,109123.20000000003,0.5430697693578568,0.7990795036299215,0.8034921194576405,0.9787329246902806,56.82423683979616,0.5207347002268642,10.999999999999968,11.0,True,349.8599337573382,100.81666528902846,True,True
27,-100.0,6.4,6.4,3140,128614.40000000002,0.4595769962230181,0.7987068782606733,0.7468418259023356,0.8962521749673421,56.710916380123145,0.4409375340562421,11.399999999999977,11.4,True,349.93404174460727,101.3254163573977,True,True
28,-100.0,6.4,5.800000000000001,3140,116556.80000000002,0.5045186148311812,0.7988489463415482,0.7870073646496816,0.9307467797226954,56.27965013528215,0.48285170951229045,11.399999999999977,11.4,True,349.93404174460727,101.3254163573977,True,True
29,-100.0,6.8,6.8,2942,136038.08,0.4493416378930746,0.7985270580929696,0.7254454169499208,0.907522005573926,58.58671062030735,0.4306640509797503,11.799999999999953,11.8,True,349.8394518504508,100.81924419474687,True,True
30,-100.0,6.8,6.2,2942,124034.71999999999,0.5064873764835587,0.7987408013858812,0.7663065799909359,0.9625865994779573,60.21388682668655,0.485459932724374,11.799999999999953,11.8,True,349.8394518504508,100.81924419474687,True,True
31,-100.0,7.2,7.2,2736,141834.24000000002,0.4218956624923855,0.7984099444578737,0.708634106968811,0.8727015441950566,57.42338222564252,0.40486262150551605,12.19999999999996,12.2,True,349.75462323250423,104.23684569287386,True,True
32,-100.0,7.2,6.6000000000000005,2736,130014.72000000002,0.4740529202070469,0.798623291236794,0.7467276589912281,0.9276761098729759,59.06380286700358,0.4542855060334982,12.19999999999996,12.2,True,349.75462323250423,104.23684569287386,True,True
33,-100.0,7.6,7.6,2577,148847.52,0.40906981356863126,0.7987030669711513,0.6982865250291036,0.8602121125112977,58.38024335503251,0.39221508934131055,12.59999999999994,12.6,True,349.51796525368127,100.00939955824151,True,True
34,-100.0,7.6,7.0,2577,137096.4,0.41132282748836646,0.7989169774281225,0.730696627215108,0.8253364798548151,54.06286265810022,0.3943419568865428,12.59999999999994,12.6,True,349.51796525368127,100.00939955824151,True,True
35,-100.0,8.0,8.0,2418,154752.0,0.39971142998701636,0.7982489723848688,0.6823024365867107,0.8596590631265465,59.29098393922505,0.38313549381736617,12.999999999999984,13.0,True,349.9924090678749,101.5332457867865,True,True
36,-100.0,8.0,7.4,2418,143145.6,0.4093418734750029,0.7984634209115478,0.716210452853598,0.8452376085414754,56.00898399923776,0.39127282989653733,12.999999999999984,13.0,True,349.9924090678749,101.5332457867865,True,True
37,-120.0,6.0,6.0,3372,121392.0,0.48211828170410764,0.8082996778190203,0.7531772068999604,0.915716512169841,56.11284464906597,0.4622449967795734,10.999999999999968,11.0,True,349.831298602925,100.81666528902846,True,True
38,-120.0,6.0,5.4,3372,109252.80000000002,0.5071301600612843,0.8082996778190203,0.7922149935745354,0.9137935983975057,53.10799075191906,0.48610187337916333,10.999999999999968,11.0,True,349.831298602925,100.81666528902846,True,True
39,-120.0,6.4,6.4,3146,128860.16000000002,0.48056107119308006,0.8079582316638203,0.7400717180546726,0.9319869955895862,59.359043263467896,0.4606469778049933,11.39999999999996,11.4,True,349.98534227854606,101.3254163573977,True,True
40,-120.0,6.4,5.800000000000001,3146,116779.52000000002,0.5006325856501083,0.8080950178493224,0.7759439897223989,0.9230913703726401,56.02117018324404,0.4797174211988886,11.39999999999996,11.4,True,349.98534227854606,101.3254163573977,True,True
41,-120.0,6.8,6.8,2943,136084.31999999998,0.4474181938977082,0.8074565566189865,0.717541270245781,0.8981008522898176,58.40128445659951,0.42915513305720693,11.799999999999953,11.8,True,349.9255224554618,100.81924419474687,True,True
42,-120.0,6.8,6.2,2943,124076.87999999999,0.49704756490332325,0.8076627393394632,0.7558879119945633,0.944768625013061,59.03541921533688,0.4757970962465922,11.799999999999953,11.8,True,349.9255224554618,100.81924419474687,True,True
43,-120.0,7.2,7.2,2730,141523.2,0.4426928849520267,0.8078509206859309,0.6999656593406595,0.9120813960832276,60.047817214708914,0.42429663274084334,12.19999999999996,12.2,True,349.8231042481149,104.23684569287386,True,True
44,-120.0,7.2,6.6000000000000005,2730,129729.6,0.46183973926358957,0.8080563842733786,0.7414873321123321,0.899055533989142,57.40192055155871,0.4424735800585118,12.19999999999996,12.2,True,349.8231042481149,104.23684569287386,True,True
45,-120.0,7.6,7.6,2577,148847.52,0.40573507684161814,0.8077099234926135,0.6852424492303713,0.8569915439785928,57.98135686910182,0.3895352564093901,12.59999999999994,12.6,True,349.72364045786475,100.00939955824151,True,True
46,-120.0,7.6,7.0,2577,137096.4,0.45233481947783094,0.8079162236870473,0.7157365638339154,0.9158393849822836,59.35183339792627,0.4329204369912432,12.59999999999994,12.6,True,349.72364045786475,100.00939955824151,True,True
47,-120.0,8.0,8.0,2414,154496.0,0.4010932798635247,0.8076803322455501,0.6647486019055509,0.8809428033226707,59.36003215920488,0.38421727526411603,12.999999999999984,13.0,True,349.2048427581962,101.5332457867865,True,True
48,-120.0,8.0,7.4,2414,142908.80000000002,0.4007311498589034,0.8078868967299119,0.7083764843965755,0.8147548689879883,54.9150544615321,0.38426643048945963,12.999999999999984,13.0,True,349.2048427581962,101.5332457867865,True,True
