option_type,task_id,task_ids,task_count,price,expected_completions,expected_payout,single_probability,region,route_length_km,compactness,price_multiplier,bundle_probability
single,A0003,A0003,1,66.5,0.2435170129275564,16.1938813596825,0.2435170129275564,,,,,
single,A0003,A0003,1,67.0,0.24851461193942775,16.650478999941658,0.24851461193942775,,,,,
single,A0003,A0003,1,67.5,0.2535803942824999,17.116676614068744,0.2535803942824999,,,,,
single,A0003,A0003,1,68.0,0.2587138887069453,17.59254443207228,0.2587138887069453,,,,,
single,A0003,A0003,1,68.5,0.2639145614819401,18.078147461512895,0.2639145614819401,,,,,
single,A0003,A0003,1,69.0,0.2691818154239408,18.573545264251916,0.2691818154239408,,,,,
single,A0003,A0003,1,69.5,0.27451498902172566,19.078791737009933,0.27451498902172566,,,,,
single,A0003,A0003,1,70.0,0.27991335566421316,19.593934896494922,0.27991335566421316,,,,,
single,A0003,A0003,1,70.5,0.2853761229769267,20.119016669873332,0.2853761229769267,,,,,
single,A0003,A0003,1,71.0,0.29090243227279794,20.654072691368654,0.29090243227279794,,,,,
single,A0003,A0003,1,71.5,0.2964913581227883,21.199132105779366,0.2964913581227883,,,,,
single,A0003,A0003,1,72.0,0.3021419080515588,21.754217379712237,0.3021419080515588,,,,,
single,A0003,A0003,1,72.5,0.30785302236313244,22.319344121327102,0.30785302236313244,,,,,
single,A0003,A0003,1,73.0,0.31362357410116976,22.894520909385392,0.31362357410116976,,,,,
single,A0003,A0003,1,73.5,0.31945236914812036,23.479749132386846,0.31945236914812036,,,,,
single,A0004,A0004,1,67.0,0.5364330435704633,35.94101391922104,0.5364330435704633,,,,,
single,A0004,A0004,1,67.5,0.5431260839405299,36.66101066598576,0.5431260839405299,,,,,
single,A0004,A0004,1,68.0,0.5498035893310114,37.38664407450877,0.5498035893310114,,,,,
single,A0004,A0004,1,68.5,0.556463199211631,38.11772914599673,0.556463199211631,,,,,
single,A0004,A0004,1,69.0,0.5631025786374249,38.85407792598232,0.5631025786374249,,,,,
single,A0004,A0004,1,69.5,0.5697194214624275,39.59549979163871,0.5697194214624275,,,,,
single,A0004,A0004,1,70.0,0.576311453466878,40.341801742681454,0.576311453466878,,,,,
single,A0004,A0004,1,70.5,0.5828764353891946,41.09278869493822,0.5828764353891946,,,,,
single,A0004,A0004,1,71.0,0.5894121658544498,41.848263775665934,0.5894121658544498,,,,,
single,A0004,A0004,1,71.5,0.5959164841915887,42.608028619698594,0.5959164841915887,,,,,
single,A0004,A0004,1,72.0,0.6023872731322006,43.371883665518446,0.6023872731322006,,,,,
single,A0004,A0004,1,72.5,0.6088224613842205,44.139628450355985,0.6088224613842205,,,,,
single,A0004,A0004,1,73.0,0.6152200260745528,44.91106190344236,0.6152200260745528,,,,,
single,A0004,A0004,1,73.5,0.6215779950552348,45.68598263655976,0.6215779950552348,,,,,
single,A0004,A0004,1,74.0,0.6278944490683912,46.46418923106095,0.6278944490683912,,,,,
single,A0004,A0004,1,74.5,0.6341675237658974,47.245480520559354,0.6341675237658974,,,,,
single,A0004,A0004,1,75.0,0.6403954115803158,48.02965586852368,0.6403954115803158,,,,,
single,A0004,A0004,1,75.5,0.6465763634443419,48.81651544004781,0.6465763634443419,,,,,
single,A0004,A0004,1,76.0,0.6527086903566512,49.605860467105494,0.6527086903566512,,,,,
single,A0004,A0004,1,76.5,0.6587907647926953,50.39749350664119,0.6587907647926953,,,,,
single,A0004,A0004,1,77.0,0.6648210219596379,51.191218690892114,0.6648210219596379,,,,,
single,A0004,A0004,1,77.5,0.6707979608952557,51.98684196938231,0.6707979608952557,,,,,
single,A0004,A0004,1,78.0,0.676720145411238,52.78417134207657,0.676720145411238,,,,,
single,A0004,A0004,1,78.5,0.6825862048819167,53.58301708323046,0.6825862048819167,,,,,
single,A0004,A0004,1,79.0,0.6883948348800218,54.383191955521724,0.6883948348800218,,,,,
single,A0004,A0004,1,79.5,0.694144797661609,55.18451141409791,0.694144797661609,,,,,
single,A0004,A0004,1,80.0,0.6998349225028104,55.98679380022483,0.6998349225028104,,,,,
single,A0004,A0004,1,80.5,0.7054641058915552,56.78986052427019,0.7054641058915552,,,,,
single,A0004,A0004,1,81.0,0.7110313115778438,57.59353623780535,0.7110313115778438,,,,,
single,A0004,A0004,1,81.5,0.7165355704865932,58.397648994657345,0.7165355704865932,,,,,
single,A0004,A0004,1,82.0,0.721975980497439,59.20203040079,0.721975980497439,,,,,
single,A0004,A0004,1,82.5,0.7273517060962329,60.006515752939215,0.7273517060962329,,,,,
single,A0004,A0004,1,83.0,0.7326619779032874,60.81094416597285,0.7326619779032874,,,,,
single,A0005,A0005,1,65.0,0.2825145150184943,18.36344347620213,0.2825145150184943,,,,,
single,A0005,A0005,1,65.5,0.2880077426430243,18.864507143118093,0.2880077426430243,,,,,
single,A0005,A0005,1,66.0,0.29356407859244066,19.375229187101084,0.29356407859244066,,,,,
single,A0005,A0005,1,66.5,0.29918256544495425,19.895640602089458,0.29918256544495425,,,,,
single,A0005,A0005,1,67.0,0.30486217863269954,20.42576596839087,0.30486217863269954,,,,,
single,A0005,A0005,1,67.5,0.31060182633113603,20.965623277351682,0.31060182633113603,,,,,
single,A0005,A0005,1,68.0,0.3164003494851457,21.51522376498991,0.3164003494851457,,,,,
single,A0005,A0005,1,68.5,0.3222565219759053,22.074571755349513,0.3222565219759053,,,,,
single,A0005,A0005,1,69.0,0.3281690509321995,22.643664514321767,0.3281690509321995,,,,,
single,A0005,A0005,1,69.5,0.33413657718939616,23.222492114663034,0.33413657718939616,,,,,
single,A0005,A0005,1,70.0,0.34015767589882684,23.81103731291788,0.34015767589882684,,,,,
single,A0005,A0005,1,70.5,0.3462308572898056,24.409275438931296,0.3462308572898056,,,,,
single,A0005,A0005,1,71.0,0.35235456758598127,25.01717429860467,0.35235456758598127,,,,,
single,A0005,A0005,1,71.5,0.35852719007715267,25.634694090516415,0.35852719007715267,,,,,
single,A0005,A0005,1,72.0,0.3647470463470884,26.261787336990363,0.3647470463470884,,,,,
single,A0005,A0005,1,72.5,0.3710123976572813,26.898398830152892,0.3710123976572813,,,,,
single,A0005,A0005,1,73.0,0.3773214464859399,27.544465593473614,0.3773214464859399,,,,,
single,A0005,A0005,1,73.5,0.3836723382208787,28.199916859234584,0.3836723382208787,,,,,
single,A0006,A0006,1,67.0,0.5288413527018564,35.43237063102438,0.5288413527018564,,,,,
single,A0006,A0006,1,67.5,0.5355491012456031,36.14956433407821,0.5355491012456031,,,,,
single,A0006,A0006,1,68.0,0.542244013450339,36.872592914623056,0.542244013450339,,,,,
single,A0006,A0006,1,68.5,0.5489237037998966,37.60127371029292,0.5489237037998966,,,,,
single,A0006,A0006,1,69.0,0.5555858086330631,38.33542079568135,0.5555858086330631,,,,,
single,A0006,A0006,1,69.5,0.5622279894440336,39.074845266360335,0.5622279894440336,,,,,
single,A0006,A0006,1,70.0,0.5688479361068275,39.819355527477924,0.5688479361068275,,,,,
single,A0006,A0006,1,70.5,0.5754433700144126,40.56875758601609,0.5754433700144126,,,,,
single,A0006,A0006,1,71.0,0.5820120471237284,41.32285534578472,0.5820120471237284,,,,,
single,A0006,A0006,1,71.5,0.5885517608982674,42.081450904226124,0.5885517608982674,,,,,
single,A0006,A0006,1,72.0,0.5950603451403959,42.8443448501085,0.5950603451403959,,,,,
single,A0006,A0006,1,72.5,0.6015356767061405,43.61133656119519,0.6015356767061405,,,,,
single,A0006,A0006,1,73.0,0.6079756780957475,44.382224500989565,0.6079756780957475,,,,,
single,A0006,A0006,1,73.5,0.6143783199139188,45.15680651367303,0.6143783199139188,,,,,
single,A0006,A0006,1,74.0,0.620741623194261,45.93488011637531,0.620741623194261,,,,,
single,A0006,A0006,1,74.5,0.6270636615831175,46.71624278794226,0.6270636615831175,,,,,
single,A0006,A0006,1,75.0,0.6333425633786072,47.500692253395535,0.6333425633786072,,,,,
single,A0006,A0006,1,75.5,0.6395765134213537,48.2880267633122,0.6395765134213537,,,,,
single,A0006,A0006,1,76.0,0.6457637548340492,49.078045367387745,0.6457637548340492,,,,,
single,A0006,A0006,1,76.5,0.6519025906076612,49.87054818148608,0.6519025906076612,,,,,
single,A0006,A0006,1,77.0,0.6579913850327417,50.66533664752111,0.6579913850327417,,,,,
single,A0006,A0006,1,77.5,0.6640285649749468,51.462213785558376,0.6640285649749468,,,,,
single,A0006,A0006,1,78.0,0.6700126209945101,52.260984437571786,0.6700126209945101,,,,,
single,A0006,A0006,1,78.5,0.6759421083100208,53.06145550233663,0.6759421083100208,,,,,
single,A0006,A0006,1,79.0,0.6818156476074644,53.863436160989686,0.6818156476074644,,,,,
single,A0006,A0006,1,79.5,0.6876319256960474,54.666738092835764,0.6876319256960474,,,,,
single,A0006,A0006,1,80.0,0.6933896960128784,55.47117568103027,0.6933896960128784,,,,,
single,A0006,A0006,1,80.5,0.6990877789790979,56.27656620781738,0.6990877789790979,,,,,
single,A0006,A0006,1,81.0,0.7047250622105327,57.082730039053146,0.7047250622105327,,,,,
single,A0006,A0006,1,81.5,0.7103005005864081,57.88949079779226,0.7103005005864081,,,,,
single,A0006,A0006,1,82.0,0.7158131161800798,58.69667552676655,0.7158131161800798,,,,,
single,A0006,A0006,1,82.5,0.7212619980561201,59.50411483962991,0.7212619980561201,,,,,
single,A0006,A0006,1,83.0,0.7266463019384604,60.31164306089221,0.7266463019384604,,,,,
single,A0007,A0007,1,65.0,0.24445269487667792,15.889425166984065,0.24445269487667792,,,,,
single,A0007,A0007,1,65.5,0.24946316411310276,16.33983724940823,0.24946316411310276,,,,,
single,A0007,A0007,1,66.0,0.2545417326837545,16.7997543571278,0.2545417326837545,,,,,
single,A0007,A0007,1,66.5,0.25968791765385546,17.269246523981387,0.25968791765385546,,,,,
single,A0007,A0007,1,67.0,0.26490117341756964,17.748378618977167,0.26490117341756964,,,,,
single,A0007,A0007,1,67.5,0.27018089074403284,18.237210125222216,0.27018089074403284,,,,,
single,A0007,A0007,1,68.0,0.2755263959212886,18.735794922647624,0.2755263959212886,,,,,
single,A0007,A0007,1,68.5,0.2809369500041179,19.244181075282075,0.2809369500041179,,,,,
single,A0007,A0007,1,69.0,0.28641174817160225,19.762410623840555,0.28641174817160225,,,,,
single,A0007,A0007,1,69.5,0.29194991920007324,20.29051938440509,0.29194991920007324,,,,,
single,A0007,A0007,1,70.0,0.29755052505688623,20.828536753982036,0.29755052505688623,,,,,
single,A0007,A0007,1,70.5,0.30321256062019547,21.37648552372378,0.30321256062019547,,,,,
single,A0007,A0007,1,71.0,0.3089349535296177,21.934381700602856,0.3089349535296177,,,,,
single,A0007,A0007,1,71.5,0.3147165641723402,22.50223433832232,0.3147165641723402,,,,,
single,A0007,A0007,1,72.0,0.3205561858088639,23.080045378238204,0.3205561858088639,,,,,
single,A0007,A0007,1,72.5,0.32645254484217123,23.667809501057416,0.32645254484217123,,,,,
single,A0007,A0007,1,73.0,0.3324043012336713,24.265513990058007,0.3324043012336713,,,,,
single,A0007,A0007,1,73.5,0.33841004906880834,24.87313860655741,0.33841004906880834,,,,,
single,A0008,A0008,1,65.0,0.292222684729279,18.994474507403133,0.292222684729279,,,,,
single,A0008,A0008,1,65.5,0.2978263221935654,19.507624103678534,0.2978263221935654,,,,,
single,A0008,A0008,1,66.0,0.3034913384266199,20.030428336156913,0.3034913384266199,,,,,
single,A0008,A0008,1,66.5,0.30921665777451635,20.562907742005336,0.30921665777451635,,,,,
single,A0008,A0008,1,67.0,0.31500113733377205,21.105076201362728,0.31500113733377205,,,,,
single,A0008,A0008,1,67.5,0.32084356708402867,21.656940778171936,0.32084356708402867,,,,,
single,A0008,A0008,1,68.0,0.32674267016433145,22.21850157117454,0.32674267016433145,,,,,
single,A0008,A0008,1,68.5,0.33269710329633967,22.78975157579927,0.33269710329633967,,,,,
single,A0008,A0008,1,69.0,0.33870545735732704,23.370676557655568,0.33870545735732704,,,,,
single,A0008,A0008,1,69.5,0.34476625810533323,23.96125493832066,0.34476625810533323,,,,,
single,A0008,A0008,1,70.0,0.35087796705829044,24.56145769408033,0.35087796705829044,,,,,
single,A0008,A0008,1,70.5,0.35703898252839544,25.17124826825188,0.35703898252839544,,,,,
single,A0008,A0008,1,71.0,0.3632476408124105,25.790582497681147,0.3632476408124105,,,,,
single,A0008,A0008,1,71.5,0.3695022175379725,26.419408553965035,0.3695022175379725,,,,,
single,A0008,A0008,1,72.0,0.37580092916536484,27.05766689990627,0.37580092916536484,,,,,
single,A0008,A0008,1,72.5,0.3821419346435694,27.70529026165878,0.3821419346435694,,,,,
single,A0008,A0008,1,73.0,0.38852333721876187,28.362203616969616,0.38852333721876187,,,,,
single,A0008,A0008,1,73.5,0.3949431863927579,29.028324199867704,0.3949431863927579,,,,,
single,A0009,A0009,1,65.0,0.4722190981773542,30.694241381528023,0.4722190981773542,,,,,
single,A0009,A0009,1,65.5,0.4789387058892058,31.37048523574298,0.4789387058892058,,,,,
single,A0009,A0009,1,66.0,0.4856659436442267,32.05395228051896,0.4856659436442267,,,,,
single,A0009,A0009,1,66.5,0.4923983792661774,32.7444922212008,0.4923983792661774,,,,,
single,A0009,A0009,1,67.0,0.49913357304449,33.441949393980835,0.49913357304449,,,,,
single,A0009,A0009,1,67.5,0.5058690812670922,34.146162985528726,0.5058690812670922,,,,,
single,A0009,A0009,1,68.0,0.5126024597655634,34.85696726405831,0.5126024597655634,,,,,
single,A0009,A0009,1,68.5,0.5193312674616968,35.57419182112623,0.5193312674616968,,,,,
single,A0009,A0009,1,69.0,0.5260530699045372,36.297661823413065,0.5260530699045372,,,,,
single,A0009,A0009,1,69.5,0.5327654427870163,37.027198273697635,0.5327654427870163,,,,,
single,A0009,A0009,1,70.0,0.5394659754314117,37.76261828019882,0.5394659754314117,,,,,
single,A0009,A0009,1,70.5,0.5461522742330213,38.503735333428,0.5461522742330213,,,,,
single,A0009,A0009,1,71.0,0.5528219660516658,39.25035958966827,0.5528219660516658,,,,,
single,A0009,A0009,1,71.5,0.5594727015409028,40.00229816017455,0.5594727015409028,,,,,
single,A0009,A0009,1,72.0,0.5661021584051595,40.75935540517149,0.5661021584051595,,,,,
single,A0009,A0009,1,72.5,0.5727080445753672,41.52133323171412,0.5727080445753672,,,,,
single,A0009,A0009,1,73.0,0.5792881012940956,42.28803139446898,0.5792881012940956,,,,,
single,A0009,A0009,1,73.5,0.5858401061016482,43.05924779847114,0.5858401061016482,,,,,
single,A0009,A0009,1,74.0,0.5923618757150785,43.83477880291581,0.5923618757150785,,,,,
single,A0010,A0010,1,65.0,0.2355672044331472,15.311868288154567,0.2355672044331472,,,,,
single,A0010,A0010,1,65.5,0.2404535114032744,15.749704996914472,0.2404535114032744,,,,,
single,A0010,A0010,1,66.0,0.2454086352456056,16.19696992620997,0.2454086352456056,,,,,
single,A0010,A0010,1,66.5,0.2504322036305024,16.65374154142841,0.2504322036305024,,,,,
single,A0010,A0010,1,67.0,0.25552378351104277,17.120093495239864,0.25552378351104277,,,,,
single,A0010,A0010,1,67.5,0.2606828800075655,17.596094400510673,0.2606828800075655,,,,,
single,A0010,A0010,1,68.0,0.2659089353790298,18.081807605774028,0.2659089353790298,,,,,
single,A0010,A0010,1,68.5,0.2712013280873575,18.577290973983988,0.2712013280873575,,,,,
single,A0010,A0010,1,69.0,0.2765593719608411,19.082596665298038,0.2765593719608411,,,,,
single,A0010,A0010,1,69.5,0.28198231546257846,19.597770924649204,0.28198231546257846,,,,,
single,A0010,A0010,1,70.0,0.287469341069739,20.122853874881727,0.287469341069739,,,,,
single,A0010,A0010,1,70.5,0.29301956476928004,20.657879316234244,0.29301956476928004,,,,,
single,A0010,A0010,1,71.0,0.2986320356754998,21.202874532960486,0.2986320356754998,,,,,
single,A0010,A0010,1,71.5,0.3043057357745543,21.75786010788063,0.3043057357745543,,,,,
single,A0010,A0010,1,72.0,0.3100395798007626,22.322849745654906,0.3100395798007626,,,,,
single,A0010,A0010,1,72.5,0.31583241524919065,22.89785010556632,0.31583241524919065,,,,,
single,A0010,A0010,1,73.0,0.32168302252862907,23.482860644589923,0.32168302252862907,,,,,
single,A0010,A0010,1,73.5,0.3275901152586733,24.07787347151249,0.3275901152586733,,,,,
single,A0010,A0010,1,74.0,0.3335523407141734,24.682873212848833,0.3335523407141734,,,,,
single,A0011,A0011,1,65.0,0.2951139716374457,19.18240815643397,0.2951139716374457,,,,,
single,A0011,A0011,1,65.5,0.30074949324489186,19.699091807540416,0.30074949324489186,,,,,
single,A0011,A0011,1,66.0,0.30644584553579085,20.225425805362196,0.30644584553579085,,,,,
single,A0011,A0011,1,66.5,0.3122019180571507,20.761427550800523,0.3122019180571507,,,,,
single,A0011,A0011,1,67.0,0.31801653315735917,21.307107721543066,0.31801653315735917,,,,,
single,A0011,A0011,1,67.5,0.32388844619271057,21.862470118007963,0.32388844619271057,,,,,
single,A0011,A0011,1,68.0,0.3298163458793126,22.427511519793256,0.3298163458793126,,,,,
single,A0011,A0011,1,68.5,0.3357988547934632,23.002221553352232,0.3357988547934632,,,,,
single,A0011,A0011,1,69.0,0.34183453002310477,23.586582571594228,0.34183453002310477,,,,,
single,A0011,A0011,1,69.5,0.34792186397243957,24.18056954608455,0.34792186397243957,,,,,
single,A0011,A0011,1,70.0,0.35405928532125036,24.784149972487526,0.35405928532125036,,,,,
single,A0011,A0011,1,70.5,0.3602451601398937,25.397283789862506,0.3602451601398937,,,,,
single,A0011,A0011,1,71.0,0.36647779316034007,26.019923314384144,0.36647779316034007,,,,,
single,A0011,A0011,1,71.5,0.37275542920301863,26.652013188015832,0.37275542920301863,,,,,
single,A0011,A0011,1,72.0,0.3790762547585942,27.29349034261878,0.3790762547585942,,,,,
single,A0011,A0011,1,72.5,0.38543839972315574,27.94428397992879,0.38543839972315574,,,,,
single,A0011,A0011,1,73.0,0.3918399392846405,28.604315567778755,0.3918399392846405,,,,,
single,A0011,A0011,1,73.5,0.3982788959576605,29.273498852888046,0.3982788959576605,,,,,
single,A0012,A0012,1,65.0,0.3224516254078896,20.959355651512823,0.3224516254078896,,,,,
single,A0012,A0012,1,65.5,0.32836599966015273,21.507972977740003,0.32836599966015273,,,,,
single,A0012,A0012,1,66.0,0.3343353250286742,22.066131451892495,0.3343353250286742,,,,,
single,A0012,A0012,1,66.5,0.3403581744995732,22.633818604221617,0.3403581744995732,,,,,
single,A0012,A0012,1,67.0,0.34643305616484715,23.21101476304476,0.34643305616484715,,,,,
single,A0012,A0012,1,67.5,0.35255841414386285,23.797692954710744,0.35255841414386285,,,,,
single,A0012,A0012,1,68.0,0.35873262966033775,24.393818816902968,0.35873262966033775,,,,,
single,A0012,A0012,1,68.5,0.3649540222753335,24.999350525860347,0.3649540222753335,,,,,
single,A0012,A0012,1,69.0,0.3712208512761711,25.614238738055807,0.3712208512761711,,,,,
single,A0012,A0012,1,69.5,0.37753131722054933,26.23842654682818,0.37753131722054933,,,,,
single,A0012,A0012,1,70.0,0.3838835636345056,26.871849454415393,0.3838835636345056,,,,,
single,A0012,A0012,1,70.5,0.3902756788622046,27.514435359785423,0.3902756788622046,,,,,
single,A0012,A0012,1,71.0,0.39670569806488043,28.16610456260651,0.39670569806488043,,,,,
single,A0012,A0012,1,71.5,0.40317160536559526,28.82676978364006,0.40317160536559526,,,,,
single,A0012,A0012,1,72.0,0.40967133613581896,29.496336201778966,0.40967133613581896,,,,,
single,A0012,A0012,1,72.5,0.41620277941917594,30.174701507890255,0.41620277941917594,,,,,
single,A0012,A0012,1,73.0,0.42276378048706614,30.861755975555827,0.42276378048706614,,,,,
single,A0012,A0012,1,73.5,0.42935214352023593,31.55738254873734,0.42935214352023593,,,,,
single,A0013,A0013,1,65.0,0.298971236865373,19.433130396249247,0.298971236865373,,,,,
single,A0013,A0013,1,65.5,0.30464858219364105,19.954482133683488,0.30464858219364105,,,,,
single,A0013,A0013,1,66.0,0.3103860040955698,20.485476270307608,0.3103860040955698,,,,,
single,A0013,A0013,1,66.5,0.3161823460294233,21.02612601095665,0.3161823460294233,,,,,
single,A0013,A0013,1,67.0,0.3220363843809365,21.576437753522747,0.3220363843809365,,,,,
single,A0013,A0013,1,67.5,0.32794682876916414,22.13641094191858,0.32794682876916414,,,,,
single,A0013,A0013,1,68.0,0.33391232249987796,22.7060379299917,0.33391232249987796,,,,,
single,A0013,A0013,1,68.5,0.33993144316927654,23.285303857095442,0.33993144316927654,,,,,
single,A0013,A0013,1,69.0,0.3460027034202589,23.874186535997865,0.3460027034202589,,,,,
single,A0013,A0013,1,69.5,0.3521245518529781,24.47265635378198,0.3521245518529781,,,,,
single,A0013,A0013,1,70.0,0.3582953740908266,25.080676186357863,0.3582953740908266,,,,,
single,A0013,A0013,1,70.5,0.36451349400241606,25.69820132717033,0.36451349400241606,,,,,
single,A0013,A0013,1,71.0,0.37077717507950586,26.325179430644916,0.37077717507950586,,,,,
single,A0013,A0013,1,71.5,0.3770846219702071,26.961550470869806,0.3770846219702071,,,,,
single,A0013,A0013,1,72.0,0.3834339821661447,27.607246715962418,0.3834339821661447,,,,,
single,A0013,A0013,1,72.5,0.38982334784161327,28.26219271851696,0.38982334784161327,,,,,
single,A0013,A0013,1,73.0,0.3962507578420949,28.926305322472928,0.3962507578420949,,,,,
single,A0013,A0013,1,73.5,0.4027141998188525,29.59949368668566,0.4027141998188525,,,,,
single,A0014,A0014,1,65.0,0.3416726137939681,22.208719896607928,0.3416726137939681,,,,,
single,A0014,A0014,1,65.5,0.3477585878719464,22.77818750561249,0.3477585878719464,,,,,
single,A0014,A0014,1,66.0,0.3538946921450922,23.357049681576086,0.3538946921450922,,,,,
single,A0014,A0014,1,66.5,0.36007929434048885,23.945273073642507,0.36007929434048885,,,,,
single,A0014,A0014,1,67.0,0.3663107008108506,24.54281695432699,0.3663107008108506,,,,,
single,A0014,A0014,1,67.5,0.37258715795721464,25.14963316211199,0.37258715795721464,,,,,
single,A0014,A0014,1,68.0,0.37890685380659506,25.765666058848463,0.37890685380659506,,,,,
single,A0014,A0014,1,68.5,0.3852679197430987,26.39085250240226,0.3852679197430987,,,,,
single,A0014,A0014,1,69.0,0.39166843239034355,27.025121834933703,0.39166843239034355,,,,,
single,A0014,A0014,1,69.5,0.39810641564236265,27.668395887144204,0.39810641564236265,,,,,
single,A0014,A0014,1,70.0,0.4045798428395142,28.320588998765995,0.4045798428395142,,,,,
single,A0014,A0014,1,70.5,0.4110866390852557,28.981608055510527,0.4110866390852557,,,,,
single,A0014,A0014,1,71.0,0.4176246836989923,29.651352542628455,0.4176246836989923,,,,,
single,A0014,A0014,1,71.5,0.42419181279956497,30.329714615168896,0.42419181279956497,,,,,
single,A0014,A0014,1,72.0,0.4307858220133212,31.016579184959127,0.4307858220133212,,,,,
single,A0014,A0014,1,72.5,0.43740446930010646,31.71182402425772,0.43740446930010646,,,,,
single,A0014,A0014,1,73.0,0.4440454778899339,32.415319885965175,0.4440454778899339,,,,,
single,A0014,A0014,1,73.5,0.4507065393225424,33.126930640206865,0.4507065393225424,,,,,
single,A0014,A0014,1,74.0,0.45738531658153186,33.84651342703336,0.45738531658153186,,,,,
single,A0015,A0015,1,65.0,0.3452778080557986,22.44305752362691,0.3452778080557986,,,,,
single,A0015,A0015,1,65.5,0.35139372209277914,23.016288797077035,0.35139372209277914,,,,,
single,A0015,A0015,1,66.0,0.3575588052362898,23.598881145595126,0.3575588052362898,,,,,
single,A0015,A0015,1,66.5,0.3637713886318879,24.190797344020545,0.3637713886318879,,,,,
single,A0015,A0015,1,67.0,0.3700297428762093,24.791992772706024,0.3700297428762093,,,,,
single,A0015,A0015,1,67.5,0.37633207953175823,25.40241536839368,0.37633207953175823,,,,,
single,A0015,A0015,1,68.0,0.38267655279584534,26.022005590117484,0.38267655279584534,,,,,
single,A0015,A0015,1,68.5,0.3890612613217872,26.650696400542422,0.3890612613217872,,,,,
single,A0015,A0015,1,69.0,0.39548425018981703,27.288413263097375,0.39548425018981703,,,,,
