task_id,latitude,longitude,region,original_price,original_probability,greedy_price,greedy_probability,exact_milp_price,exact_milp_probability,practical_milp_price,practical_milp_probability,practical_price_change,practical_probability_change
A0019,22.5460394638191,113.974968421143,2,65.5,0.3054903846974125,73.5,0.4036696688862485,73.5,0.4036696688862485,73.5,0.4036696688862485,8.0,0.0981792841888359
A0020,22.497728920198,113.937337700868,2,66.0,0.3303437704206693,74.0,0.4315473420010193,74.0,0.4315473420010193,74.0,0.4315473420010193,8.0,0.1012035715803499
A0022,22.5159201164617,113.93567688759,2,65.0,0.3275887572736143,73.0,0.4284883657174973,73.0,0.4284883657174973,73.0,0.4284883657174973,8.0,0.100899608443883
A0023,22.5157856773782,113.94205574693,2,65.5,0.3309005731411602,73.5,0.4321646408226655,73.5,0.4321646408226655,73.5,0.4321646408226655,8.0,0.1012640676815053
A0024,22.5422096257037,114.019649276618,2,66.5,0.2869924158129957,74.5,0.3825009405959868,74.5,0.3825009405959868,74.5,0.3825009405959868,8.0,0.0955085247829911
A0025,22.5445896135667,113.99866008452,2,67.5,0.3167850427222233,75.5,0.4164177945102531,75.5,0.4164177945102531,75.5,0.4164177945102531,8.0,0.0996327517880297
A0026,22.4930831267728,113.935839142226,2,66.0,0.3357116573784107,74.0,0.4374853786054072,74.0,0.4374853786054072,74.0,0.4374853786054072,8.0,0.1017737212269965
A0027,22.5248894876791,113.919142922515,2,65.5,0.3091430531168719,73.5,0.407806940249612,73.5,0.407806940249612,73.5,0.407806940249612,8.0,0.09866388713274
A0028,22.5480858154297,113.945311875335,2,66.5,0.2971875028109323,74.5,0.3942130061098809,74.5,0.3942130061098809,74.5,0.3942130061098809,8.0,0.0970255032989486
A0029,22.5647073449243,113.982009250796,2,66.0,0.3824950244098374,74.0,0.4880318749151854,74.0,0.4880318749151854,74.0,0.4880318749151854,8.0,0.105536850505348
A0031,22.5429361050784,114.131407227026,2,67.0,0.1887861048189667,75.0,0.2636996655685478,75.0,0.2636996655685478,75.0,0.2636996655685478,8.0,0.074913560749581
A0032,22.5239495360594,113.943441614942,2,65.5,0.3172393822953606,73.5,0.4169278283940281,73.5,0.4169278283940281,73.5,0.4169278283940281,8.0,0.0996884460986675
A0033,22.5510130545882,113.956744570929,2,65.5,0.2964369483764869,73.5,0.3933545570748389,73.5,0.3933545570748389,73.5,0.3933545570748389,8.0,0.0969176086983519
A0034,22.5829932950536,114.147122731579,2,66.0,0.2860623142771258,74.0,0.3814268938690597,74.0,0.3814268938690597,74.0,0.3814268938690597,8.0,0.0953645795919339
A0035,22.549270134625,114.131744697949,2,66.5,0.1885792456483055,74.5,0.2634373778854983,74.5,0.2634373778854983,74.5,0.2634373778854983,8.0,0.0748581322371928
A0036,22.5259613413852,113.935399270764,2,65.5,0.3053776956997988,73.5,0.4035418069216834,73.5,0.4035418069216834,73.5,0.4035418069216834,8.0,0.0981641112218846
A0037,22.7563792952752,114.04213561073,2,70.0,0.3789722208101395,78.0,0.4842993953128824,78.0,0.4842993953128824,78.0,0.4842993953128824,8.0,0.1053271745027428
A0039,22.711660071995,114.072883627376,2,66.5,0.3142545645009321,74.5,0.4135732149261826,74.5,0.4135732149261826,74.5,0.4135732149261826,8.0,0.0993186504252505
A0040,22.6064932325456,114.124153601375,2,66.0,0.1636132168405847,74.0,0.2313869708832185,74.0,0.2313869708832185,74.0,0.2313869708832185,8.0,0.0677737540426338
A0041,22.6622997110033,114.072996896515,2,65.0,0.3492109414797696,73.0,0.4522906963890357,73.0,0.4522906963890357,73.0,0.4522906963890357,8.0,0.103079754909266
A0042,22.635398280659,114.226377185934,2,66.5,0.3542144556570546,74.5,0.4577323429355893,74.5,0.4577323429355893,74.5,0.4577323429355893,8.0,0.1035178872785346
A0043,22.7380284355305,114.264097001048,2,67.0,0.3534266310102055,75.0,0.4568771676716789,75.0,0.4568771676716789,75.0,0.4568771676716789,8.0,0.1034505366614734
A0044,22.6255834838843,114.154966375968,2,69.0,0.2540922299490726,77.0,0.3439332781957971,77.0,0.3439332781957971,77.0,0.3439332781957971,8.0,0.0898410482467245
A0045,22.6526549643723,114.027229172221,2,66.0,0.1621198081922461,74.0,0.2294446494785939,74.0,0.2294446494785939,74.0,0.2294446494785939,8.0,0.0673248412863477
A0046,22.7889219689206,113.896632665629,2,66.0,0.2218751793407602,74.0,0.3049826020216465,74.0,0.3049826020216465,74.0,0.3049826020216465,8.0,0.0831074226808863
A0047,22.7010356427446,114.244292079239,2,67.0,0.2320030635038215,75.0,0.3173568640890148,75.0,0.3173568640890148,75.0,0.3173568640890148,8.0,0.0853538005851932
A0048,22.6315405076403,114.12149281776,2,67.0,0.2180473033810378,75.0,0.3002742210839268,75.0,0.3002742210839268,75.0,0.3002742210839268,8.0,0.0822269177028889
A0049,22.6417147970367,114.195532954479,2,68.5,0.2641007011218353,76.5,0.3557925469996345,76.5,0.3557925469996345,76.5,0.3557925469996345,8.0,0.0916918458777991
A0050,22.689403355188,114.345418821992,2,70.0,0.3482125331538349,78.0,0.4512019052051204,78.0,0.4512019052051204,78.0,0.4512019052051204,8.0,0.1029893720512855
A0051,22.6301004227929,114.063832661281,2,66.5,0.28336969029677,74.5,0.3783122852185615,74.5,0.3783122852185615,74.5,0.3783122852185615,8.0,0.0949425949217914
A0052,22.6639167291901,114.071717684316,2,65.5,0.3573140191915043,73.5,0.461090975481031,73.5,0.461090975481031,73.5,0.461090975481031,8.0,0.1037769562895267
A0053,22.7506640039026,114.378843000345,2,70.0,0.3920865373456644,78.0,0.4981349756621132,78.0,0.4981349756621132,78.0,0.4981349756621132,8.0,0.1060484383164487
A0055,22.6413803215711,114.229981802978,2,67.0,0.3614793183033321,75.0,0.4655896302670061,75.0,0.4655896302670061,75.0,0.4655896302670061,8.0,0.1041103119636739
A0057,22.5870653356629,113.905761364795,2,66.0,0.3492715004496424,74.0,0.4523567058577614,74.0,0.4523567058577614,74.0,0.4523567058577614,8.0,0.103085205408119
A0059,22.6040496991942,114.058613751507,2,66.0,0.1831132583555908,74.0,0.2564874778415238,74.0,0.2564874778415238,74.0,0.2564874778415238,8.0,0.073374219485933
A0060,22.6376363999893,114.06791620901,2,65.5,0.2511663052790674,73.5,0.3404449961150665,73.5,0.3404449961150665,73.5,0.3404449961150665,8.0,0.0892786908359991
A0061,22.6578852114526,114.07477225632,2,65.5,0.342939686282654,73.5,0.4454353207864541,73.5,0.4454353207864541,73.5,0.4454353207864541,8.0,0.1024956345038001
A0062,22.6178181688603,114.157260801849,2,67.5,0.2412103013481761,75.5,0.3285025419162345,75.5,0.3285025419162345,75.5,0.3285025419162345,8.0,0.0872922405680584
A0065,22.7229412237494,114.27771560183,2,67.0,0.3841833909934546,75.0,0.4898165702852798,75.0,0.4898165702852798,75.0,0.4898165702852798,8.0,0.1056331792918252
A0066,22.6747071093467,114.22093326141,2,67.0,0.3150764844423692,75.0,0.4144978848207188,75.0,0.4144978848207188,75.0,0.4144978848207188,8.0,0.0994214003783495
A0067,22.6628381443602,114.026397428454,2,65.0,0.1683027807922631,73.0,0.2374675655148573,73.0,0.2374675655148573,73.0,0.2374675655148573,8.0,0.0691647847225942
A0068,22.6577697242095,114.079493396147,2,65.5,0.3586601793293448,73.5,0.462546722140862,73.5,0.462546722140862,73.5,0.462546722140862,8.0,0.1038865428115171
A0069,22.6569132739748,114.210092791689,2,66.0,0.317925393821273,74.0,0.4176975292198299,74.0,0.4176975292198299,74.0,0.4176975292198299,8.0,0.0997721353985569
A0070,22.7385903883485,113.818449251052,2,66.5,0.2754265378341143,74.5,0.3690784334834348,74.5,0.3690784334834348,74.5,0.3690784334834348,8.0,0.0936518956493204
A0072,22.5233140084978,114.04663858269,2,66.5,0.271943599532422,74.5,0.3650077996914159,74.5,0.3650077996914159,74.5,0.3650077996914159,8.0,0.0930642001589938
A0073,22.6530142206891,114.212454874348,2,66.0,0.3132916666076907,74.0,0.4124890516499065,74.0,0.4124890516499065,74.0,0.4124890516499065,8.0,0.0991973850422157
A0074,22.5331754025637,114.083134154717,2,66.5,0.1831959069773866,74.5,0.2565928414960426,74.5,0.2565928414960426,74.5,0.2565928414960426,8.0,0.073396934518656
A0075,22.5995590515513,114.130362976515,2,66.5,0.1714237570551179,74.5,0.2414987003613791,74.5,0.2414987003613791,74.5,0.2414987003613791,8.0,0.0700749433062612
A0076,22.6502783683962,113.936624148954,2,68.5,0.3210909729524561,76.5,0.421243005076388,76.5,0.421243005076388,76.5,0.421243005076388,8.0,0.1001520321239319
A0077,22.7378203776219,114.285890066086,2,65.5,0.3806888731668985,73.5,0.4861196912414419,73.5,0.4861196912414419,73.5,0.4861196912414419,8.0,0.1054308180745433
A0078,22.7385903883485,113.818449251052,2,66.5,0.2754265378341143,74.5,0.3690784334834348,74.5,0.3690784334834348,74.5,0.3690784334834348,8.0,0.0936518956493204
A0080,22.6349541735094,114.044819584999,2,66.0,0.1573267970865545,74.0,0.2231914090787271,74.0,0.2231914090787271,74.0,0.2231914090787271,8.0,0.0658646119921725
A0081,22.7513933784059,114.026239909685,2,70.0,0.3040328115335603,78.0,0.4020148114010393,78.0,0.4020148114010393,78.0,0.4020148114010393,8.0,0.097981999867479
A0082,22.6155646326245,114.152415879117,2,67.0,0.2242505940534914,75.0,0.3078957052767594,75.0,0.3078957052767594,75.0,0.3078957052767594,8.0,0.083645111223268
A0083,22.6844700633893,114.000085031516,2,66.0,0.1319247785979024,74.0,0.1895469539181644,74.0,0.1895469539181644,74.0,0.1895469539181644,8.0,0.057622175320262
A0084,22.6651428008973,114.020001901954,2,65.5,0.1593970224064326,73.5,0.225895994975713,73.5,0.225895994975713,73.5,0.225895994975713,8.0,0.0664989725692803
A0085,22.6933155162664,113.81707837037,2,66.0,0.2149298028168652,74.0,0.2964267559382945,74.0,0.2964267559382945,74.0,0.2964267559382945,8.0,0.0814969531214293
A0086,22.7560020308019,113.851361212011,2,66.5,0.2797107619958202,74.5,0.3740673444743194,74.5,0.3740673444743194,74.5,0.3740673444743194,8.0,0.0943565824784991
A0087,22.7333561925431,113.831291899127,2,66.0,0.2682750281359248,74.0,0.3607057721610804,74.0,0.3607057721610804,74.0,0.3607057721610804,8.0,0.0924307440251556
A0088,22.7778578024144,113.917004348147,2,70.0,0.2780193209042142,78.0,0.372100081817265,78.0,0.372100081817265,78.0,0.372100081817265,8.0,0.0940807609130508
A0089,22.7059717485156,113.8079954237,2,66.5,0.1868140779698535,74.5,0.2611970673220209,74.5,0.2611970673220209,74.5,0.2611970673220209,8.0,0.0743829893521673
A0091,22.6520496098925,114.053593678065,2,65.5,0.1545187350229853,73.5,0.2195139943851158,73.5,0.2195139943851158,73.5,0.2195139943851158,8.0,0.0649952593621305
A0093,22.6800886065083,113.834786135085,2,70.0,0.3859262473398263,78.0,0.4916560440969293,78.0,0.4916560440969293,78.0,0.4916560440969293,8.0,0.1057297967571029
A0094,22.7087497447993,113.816054302089,2,66.0,0.203666331902746,74.0,0.2824288557888601,74.0,0.2824288557888601,74.0,0.2824288557888601,8.0,0.0787625238861141
A0095,22.607669788426,113.868531174692,2,65.5,0.3068723061132044,73.5,0.4052365748108787,73.5,0.4052365748108787,73.5,0.4052365748108787,8.0,0.0983642686976743
A0097,22.6795558910636,113.832938493127,2,65.5,0.3441379556959603,73.5,0.4467482209419058,73.5,0.4467482209419058,73.5,0.4467482209419058,8.0,0.1026102652459455
A0098,22.675097731447,113.822362023717,2,65.5,0.3532673263033104,73.5,0.4567041699590409,73.5,0.4567041699590409,73.5,0.4567041699590409,8.0,0.1034368436557304
A0099,22.7333561925431,113.831291899127,2,66.0,0.2682750281359248,74.0,0.3607057721610804,74.0,0.3607057721610804,74.0,0.3607057721610804,8.0,0.0924307440251556
A0100,22.611775078928,114.038058741903,2,66.0,0.1463482554361282,74.0,0.2087553218884508,74.0,0.2087553218884508,74.0,0.2087553218884508,8.0,0.0624070664523226
A0102,22.6523537636241,113.929912549169,2,70.0,0.3034001307596933,78.0,0.4012958010361129,78.0,0.4012958010361129,78.0,0.4012958010361129,8.0,0.0978956702764196
A0105,22.6734335276973,113.825705157502,2,65.0,0.3500329277298631,73.0,0.4531863546845487,73.0,0.4531863546845487,73.0,0.4531863546845487,8.0,0.1031534269546855
A0106,22.5915549765801,114.125910235104,2,67.5,0.2152629258848867,75.5,0.2968384327667621,75.5,0.2968384327667621,75.5,0.2968384327667621,8.0,0.0815755068818753
A0107,22.6705219973773,113.923561080063,2,70.0,0.2569453867333909,78.0,0.3473255009383976,78.0,0.3473255009383976,78.0,0.3473255009383976,8.0,0.0903801142050066
A0108,22.7003870654451,113.844902563379,2,66.0,0.2152456812450045,74.0,0.2968171249186847,74.0,0.2968171249186847,74.0,0.2968171249186847,8.0,0.0815714436736802
A0109,22.5635036060249,113.906894768535,2,65.5,0.2744137504399742,73.5,0.367896125611438,73.5,0.367896125611438,73.5,0.367896125611438,8.0,0.0934823751714637
A0110,22.7074327930824,113.930013135693,2,68.5,0.2539889633870852,76.5,0.3438103287230831,76.5,0.3438103287230831,76.5,0.3438103287230831,8.0,0.0898213653359978
A0112,22.5641925131759,113.896166355239,2,65.5,0.3073771089076671,73.5,0.4058084514008051,73.5,0.4058084514008051,73.5,0.4058084514008051,8.0,0.098431342493138
A0113,22.6691926689555,114.038411728358,2,66.5,0.1963059257865392,74.5,0.2731985385395398,74.5,0.2731985385395398,74.5,0.2731985385395398,8.0,0.0768926127530005
A0114,22.5962807681237,113.855062769694,2,66.5,0.3407442277525731,74.5,0.4430261198054987,74.5,0.4430261198054987,74.5,0.4430261198054987,8.0,0.1022818920529256
A0115,22.6851882278014,113.81156753556,2,67.0,0.2383473650042477,75.0,0.3250473599326235,75.0,0.3250473599326235,75.0,0.3250473599326235,8.0,0.0866999949283758
A0116,22.7070081399144,114.096776550712,2,66.0,0.2433546266188059,74.0,0.3310842822928506,74.0,0.3310842822928506,74.0,0.3310842822928506,8.0,0.0877296556740447
A0118,22.6076110049139,113.869894332642,2,65.5,0.3071671097914349,73.5,0.4055705818617046,73.5,0.4055705818617046,73.5,0.4055705818617046,8.0,0.0984034720702696
A0119,22.5848807593367,113.91327495018,2,66.0,0.2806500571013605,74.0,0.3751584640747875,74.0,0.3751584640747875,74.0,0.3751584640747875,8.0,0.0945084069734269
A0120,22.5609901044042,113.894562979616,2,65.5,0.3359776924317627,73.5,0.4377789139788899,73.5,0.4377789139788899,73.5,0.4377789139788899,8.0,0.1018012215471272
A0121,22.7356517809663,114.280464023231,2,65.0,0.3469024743054677,73.0,0.4497717532823302,73.0,0.4497717532823302,73.0,0.4497717532823302,8.0,0.1028692789768624
A0122,22.5819431420697,113.888016568333,2,66.5,0.3252199156114404,74.5,0.425851987662008,74.5,0.425851987662008,74.5,0.425851987662008,8.0,0.1006320720505676
A0123,22.5829728906449,113.907183429129,2,65.5,0.2895161371103398,73.5,0.3854105478061889,73.5,0.3854105478061889,73.5,0.3854105478061889,8.0,0.095894410695849
A0124,22.5413895409741,113.919110416432,2,66.0,0.2826125332949368,74.0,0.3774350544206587,74.0,0.3774350544206587,74.0,0.3774350544206587,8.0,0.0948225211257219
A0125,22.7704017692631,113.855116111075,2,66.0,0.3513136233018622,74.0,0.4545805053543686,74.0,0.4545805053543686,74.0,0.4545805053543686,8.0,0.1032668820525064
A0132,23.1382207893585,113.389486698559,0,65.0,0.3559048164516772,73.0,0.4595651553659033,73.0,0.4595651553659033,73.0,0.4595651553659033,8.0,0.1036603389142261
A0134,23.1240189591638,113.411547026554,0,65.0,0.3793585232328466,73.0,0.4847092647358564,73.0,0.4847092647358564,73.0,0.4847092647358564,8.0,0.1053507415030098
A0135,23.1381658955335,113.372836112767,0,65.5,0.3889136647270611,73.5,0.4948024275750465,73.5,0.4948024275750465,73.5,0.4948024275750465,8.0,0.1058887628479854
A0142,23.1243156395216,113.408115078202,0,65.0,0.3883314643285032,73.0,0.4941899044779246,73.0,0.4941899044779246,73.0,0.4941899044779246,8.0,0.1058584401494214
A0144,23.1354420411307,113.390007969091,0,65.0,0.3359649380445255,73.0,0.4377648427838483,73.0,0.4377648427838483,73.0,0.4377648427838483,8.0,0.1017999047393228
A0159,23.1111406826233,113.278240859545,0,66.0,0.3760320988695912,74.0,0.4811752564859976,74.0,0.4811752564859976,74.0,0.4811752564859976,8.0,0.1051431576164063
A0171,23.0802913180246,113.204206100083,3,67.5,0.3598976843665047,75.5,0.4638834077481384,75.5,0.4638834077481384,75.5,0.4638834077481384,8.0,0.1039857233816337
A0177,22.604959707051,113.857589590804,2,66.0,0.3403113345945647,74.0,0.4425505130178502,74.0,0.4425505130178502,74.0,0.4425505130178502,8.0,0.1022391784232854
A0180,23.1317590111482,113.27575799971,0,65.0,0.3546043370879838,73.0,0.458155329559706,73.0,0.458155329559706,73.0,0.458155329559706,8.0,0.1035509924717222
A0183,23.1381658955335,113.372836112767,0,65.5,0.3889136647270611,73.5,0.4948024275750465,73.5,0.4948024275750465,73.5,0.4948024275750465,8.0,0.1058887628479854
A0191,23.1378221906984,113.391320724901,0,65.0,0.3498239708902074,73.0,0.4529587329905204,73.0,0.4529587329905204,73.0,0.4529587329905204,8.0,0.1031347621003129
A0197,23.1396300112367,113.373441000257,0,65.0,0.3816172894883315,73.0,0.4871029970835749,73.0,0.4871029970835749,73.0,0.4871029970835749,8.0,0.1054857075952434
A0218,23.1369726166487,113.251180512779,0,66.0,0.363865350540669,74.0,0.4681590136025107,74.0,0.4681590136025107,74.0,0.4681590136025107,8.0,0.1042936630618416
A0244,23.1140539351209,113.268162269676,0,66.0,0.3639424186607445,74.0,0.4682419118070177,74.0,0.4682419118070177,74.0,0.4682419118070177,8.0,0.1042994931462731
A0275,22.9419492749117,113.371203549402,3,65.5,0.3905782070031856,73.5,0.4965519123359681,73.5,0.4965519123359681,73.5,0.4965519123359681,8.0,0.1059737053327825
A0285,22.9532139767131,113.365905849252,3,65.5,0.3865217257577025,73.5,0.4922838781369489,73.5,0.4922838781369489,73.5,0.4922838781369489,8.0,0.1057621523792464
A0286,22.9543575536001,113.368049181045,3,65.5,0.3881135409630579,73.5,0.4939605492630258,73.5,0.4939605492630258,73.5,0.4939605492630258,8.0,0.1058470082999678
A0355,22.6389990620084,114.067579305816,2,65.5,0.2352545705721394,73.5,0.3213041373309557,73.5,0.3213041373309557,73.5,0.3213041373309557,8.0,0.0860495667588163
A0356,22.5192435219873,113.919528084477,2,65.5,0.3345633746807564,73.5,0.4362175785345849,73.5,0.4362175785345849,73.5,0.4362175785345849,8.0,0.1016542038538285
A0358,22.5878132063265,113.972902100183,2,66.5,0.2238841915336971,74.5,0.3074467996059618,74.5,0.3074467996059618,74.5,0.3074467996059618,8.0,0.0835626080722647
A0359,22.5720465259862,114.118813432035,2,66.0,0.1776503690232499,74.0,0.2495041801708017,74.0,0.2495041801708017,74.0,0.2495041801708017,8.0,0.0718538111475518
A0360,22.5824326423416,113.959148610744,2,65.5,0.2212465969399472,73.5,0.3042106214001432,73.5,0.3042106214001432,73.5,0.3042106214001432,8.0,0.0829640244601959
A0361,22.6800886065083,113.834786135085,2,65.5,0.3302716269011269,73.5,0.4314673371404676,73.5,0.4314673371404676,73.5,0.4314673371404676,8.0,0.1011957102393407
A0364,22.6873086955968,113.945959701828,2,65.0,0.1982511086360487,73.0,0.2756443270001678,73.0,0.2756443270001678,73.0,0.2756443270001678,8.0,0.0773932183641191
A0369,22.5460535462053,114.025973657322,2,66.5,0.348408909234829,74.5,0.4514161365460369,74.5,0.4514161365460369,74.5,0.4514161365460369,8.0,0.1030072273112078
A0375,22.6415353446723,114.071911743459,2,65.5,0.2729751362152041,73.5,0.3662147817707775,73.5,0.3662147817707775,73.5,0.3662147817707775,8.0,0.0932396455555734
A0378,23.1320667530002,113.274983579513,0,65.0,0.3572045285597771,73.0,0.4609724936801024,73.0,0.4609724936801024,73.0,0.4609724936801024,8.0,0.1037679651203252
A0379,23.129749076947,113.27520379821,0,65.0,0.3557153436669583,73.0,0.4593598546007836,73.0,0.4593598546007836,73.0,0.4593598546007836,8.0,0.1036445109338253
A0396,23.120114010906,113.253472000303,0,65.5,0.3880696453177202,73.5,0.4939143455435856,73.5,0.4939143455435856,73.5,0.4939143455435856,8.0,0.1058447002258654
A0423,22.9564903004594,113.37569955141,3,65.5,0.37297588178616,73.5,0.4779190180835836,73.5,0.4779190180835836,73.5,0.4779190180835836,8.0,0.1049431362974236
A0441,22.5552812580573,114.116091331883,2,67.0,0.2132108648052846,75.0,0.2943003679357324,75.0,0.2943003679357324,75.0,0.2943003679357324,8.0,0.0810895031304477
A0442,22.7228646081948,114.244500689134,2,69.0,0.3785776403349844,77.0,0.483880596489897,77.0,0.483880596489897,77.0,0.483880596489897,8.0,0.1053029561549125
A0443,22.5677825311535,114.178127474059,2,73.0,0.3817526346625214,81.0,0.4872462759324094,81.0,0.4872462759324094,81.0,0.4872462759324094,8.0,0.105493641269888
A0445,22.6315777017323,114.123302633871,2,72.0,0.282001055679845,80.0,0.3767261519711482,80.0,0.3767261519711482,80.0,0.3767261519711482,8.0,0.0947250962913032
A0446,22.6815574126063,113.946203836112,2,72.0,0.2692932673201868,80.0,0.3619013211740742,80.0,0.3619013211740742,80.0,0.3619013211740742,8.0,0.0926080538538874
A0447,22.5470051749444,114.111156285752,2,66.5,0.2307894858902456,74.5,0.315880448835902,74.5,0.315880448835902,74.5,0.315880448835902,8.0,0.0850909629456564
A0448,22.5493806296082,114.0502176654,2,67.0,0.1880149033316611,75.0,0.262721548372011,75.0,0.262721548372011,75.0,0.262721548372011,8.0,0.0747066450403498
A0449,22.5342988046997,114.031744934255,2,66.0,0.3803466350574648,74.0,0.4857570134494384,74.0,0.4857570134494384,74.0,0.4857570134494384,8.0,0.1054103783919735
A0451,22.6404087152961,114.043871991263,2,66.0,0.1659358544902559,74.0,0.2344020816427051,74.0,0.2344020816427051,74.0,0.2344020816427051,8.0,0.0684662271524491
A0452,22.7338322090264,113.831527301883,2,65.5,0.2483267456003896,73.5,0.3370504009098737,73.5,0.3370504009098737,73.5,0.3370504009098737,8.0,0.0887236553094841
A0453,22.7856717283286,113.900408872501,2,65.5,0.2275697066641516,73.5,0.3119549904998643,73.5,0.3119549904998643,73.5,0.3119549904998643,8.0,0.0843852838357127
A0454,22.7724830477487,113.853852033528,2,66.0,0.3716178007159728,74.0,0.4764691862415283,74.0,0.4764691862415283,74.0,0.4764691862415283,8.0,0.1048513855255555
A0455,22.7404093434381,113.789079515329,2,72.0,0.31533475326066,80.0,0.4147882957942018,80.0,0.4147882957942018,80.0,0.4147882957942018,8.0,0.0994535425335418
A0456,22.6614932964768,114.027289854554,2,65.0,0.1709766853784915,73.0,0.2409220127809703,73.0,0.2409220127809703,73.0,0.2409220127809703,8.0,0.0699453274024788
A0458,22.5819774592918,113.887926800664,2,66.5,0.3253015483422664,74.5,0.4259429352578999,74.5,0.4259429352578999,74.5,0.4259429352578999,8.0,0.1006413869156335
A0462,22.5239495360594,113.943441614942,2,65.5,0.3172393822953606,73.5,0.4169278283940281,73.5,0.4169278283940281,73.5,0.4169278283940281,8.0,0.0996884460986675
A0464,22.5271284915562,114.053908802739,2,65.5,0.224780741634903,73.5,0.3085449466910899,73.5,0.3085449466910899,73.5,0.3085449466910899,8.0,0.0837642050561869
A0465,22.5466030450199,114.104955103158,2,67.0,0.1927598211606709,75.0,0.2687278670236355,75.0,0.2687278670236355,75.0,0.2687278670236355,8.0,0.0759680458629646
A0466,22.5751764354803,114.144938591563,2,67.0,0.2873689170372395,75.0,0.3829354451369564,75.0,0.3829354451369564,75.0,0.3829354451369564,8.0,0.0955665280997168
A0467,22.5684783990602,113.900111175851,2,65.5,0.3343310994474245,73.5,0.4359609655875047,73.5,0.4359609655875047,73.5,0.4359609655875047,8.0,0.1016298661400801
A0474,23.1258531131285,113.412053885556,0,65.0,0.3843834539406738,73.0,0.4900278694152838,73.0,0.4900278694152838,73.0,0.4900278694152838,8.0,0.10564441547461
A0582,23.0437280570501,113.147041134516,3,66.0,0.3813279545860319,74.0,0.4867966437717406,74.0,0.4867966437717406,74.0,0.4867966437717406,8.0,0.1054686891857087
A0723,22.7359118422042,114.275790353461,2,65.5,0.3486801826187772,73.5,0.4517120123501448,73.5,0.4517120123501448,73.5,0.4517120123501448,8.0,0.1030318297313675
