package_id,region,task_count,task_ids,baseline_completions,baseline_expected_payout,route_length_km,compactness,same_average_reward,same_reward_probability,same_reward_expected_completions,same_reward_expected_payout,cost_neutral_average_reward,cost_neutral_total_reward,cost_neutral_probability,cost_neutral_expected_completions,cost_neutral_expected_payout
package-017,2,3,A0355;A0060;A0375,1.0279639152167996,75.55534776843479,0.6805999566273753,0.6597000216863124,73.5,0.4672595021145951,1.4017785063437853,103.03072021626822,66.67149580348612,200.01448741045837,0.37774937579088647,1.1332481273726593,75.55534776843477
package-018,2,3,A0010;A0016;A0124,1.105605819832681,81.81483066761841,0.8654166562411849,0.5672916718794075,74.0,0.48490756395355367,1.454722691860661,107.64947919768892,67.77869637476913,203.33608912430736,0.402362566428637,1.207087699285911,81.81483066761837
package-019,2,3,A0452;A0087;A0099,1.0584619452320345,78.15765874671561,0.05807747894247024,0.9709612605287649,73.83333333333333,0.5136024508323999,1.5408073524971995,113.76294285937657,65.2450173745618,195.7350521236854,0.399303333249313,1.197909999747939,78.1576587467156
package-020,2,3,A0007;A0019;A0013,1.1447939177739093,84.14235295638234,0.8001218239797592,0.5999390880101204,73.5,0.502392196330837,1.507176588992511,110.77747929094956,67.15401208229899,201.46203624689696,0.41765860468750393,1.2529758140625118,84.14235295638233
package-021,2,2,A0109;A0467,0.8038570911989427,59.08349620312229,0.8874289985895909,0.1125710014104091,73.5,0.4535955614693748,0.9071911229387496,66.67854753599809,70.76927792756767,141.53855585513534,0.4174374667464758,0.8348749334929516,59.083496203122266
package-022,2,2,A0070;A0078,0.7381568669668696,54.992686589031784,0.0,1.0,74.5,0.519097988549424,1.038195977098848,77.34560029386418,66.56362348380814,133.1272469676163,0.4130836311999221,0.8261672623998442,54.99268658903175
package-023,2,3,A0119;A0123;A0057,1.2129257177387378,89.56379783876349,1.1358231539064396,0.4320884230467802,73.83333333333333,0.5033347752892683,1.5100043258678049,111.48865272657292,68.70032528037382,206.10097584112145,0.43456270632995997,1.30368811898988,89.56379783876343
package-024,2,2,A0034;A0466,0.7643623390060161,56.94574853158214,0.8960378362484641,0.10396216375153589,74.5,0.43268193433587837,0.8653638686717567,64.46960821604588,71.7556106969447,143.5112213938894,0.3968034553568843,0.7936069107137687,56.94574853158213
package-025,2,2,A0024;A0369,0.8339170771420237,62.12682224708077,0.77558187122923,0.22441812877077005,74.5,0.481668514801972,0.963337029603944,71.76860870549382,71.1356220377758,142.2712440755516,0.4366787023672118,0.8733574047344236,62.126822247080746
package-026,2,2,A0005;A0008,0.7786155246136366,57.22824105910229,0.7382753332318769,0.2617246667681231,73.5,0.4576250119050461,0.9152500238100922,67.27087675004178,69.86515175243704,139.7303035048741,0.4095621323624051,0.8191242647248101,57.228241059102274
package-027,2,4,A0011;A0036;A0017;A0012,1.6480756962260705,121.13356367261619,1.8734749397810404,0.37550835340631983,73.5,0.48838290940411966,1.9535316376164786,143.58457536481117,69.54435730884441,278.17742923537764,0.4354543213860817,1.7418172855443268,121.13356367261613
package-028,2,2,A0102;A0076,0.822538806112501,63.52616236916049,0.7249026018863092,0.2750973981136908,77.25,0.48188905590187975,0.9637781118037595,74.45185913684043,73.51885151597178,147.03770303194355,0.4320399534217397,0.8640799068434794,63.52616236916048
package-029,2,2,A0095;A0118,0.8108071566725833,59.59432601543487,0.13975114661678661,0.8602488533832133,73.5,0.5415821403828825,1.083164280765765,79.61257463628374,66.52525949956464,133.05051899912928,0.44790750508703286,0.8958150101740657,59.59432601543486
package-030,2,2,A0112;A0120,0.843587365379695,62.00367135540758,0.3915589041479578,0.6084410958520422,73.5,0.5301257636010327,1.0602515272020654,77.9284872493518,67.98644566843731,135.97289133687462,0.4560002420025964,0.9120004840051928,62.003671355407576
package-031,2,2,A0027;A0356,0.8440245187841969,62.03580213063847,0.6279422347871558,0.37205776521284417,73.5,0.5038110447399824,1.0076220894799648,74.06022357677742,69.30824676045732,138.61649352091464,0.4475355028460478,0.8950710056920956,62.035802130638466
package-032,2,2,A0073;A0069,0.8301865808697364,61.433806984360494,0.4958080028354725,0.5041919971645275,74.0,0.5116301694413631,1.0232603388827262,75.72126507732173,69.03383583469423,138.06767166938846,0.44495432016458925,0.8899086403291785,61.43380698436046
package-033,2,3,A0032;A0462;A0023,1.2660202976107215,93.05249187438804,0.9172348695066964,0.5413825652466517,73.5,0.5383071836811613,1.6149215510434838,118.69673400169606,67.59237384177861,202.77712152533582,0.45889048613781425,1.3766714584134427,93.052491874388
package-034,2,2,A0122;A0458,0.8517949229199079,63.45872175753314,0.009950907706274732,0.9900490922937253,74.5,0.5767666783689411,1.1535333567378823,85.93823507697223,66.86419426158277,133.72838852316553,0.4745344085750371,0.9490688171500742,63.458721757533134
package-035,2,3,A0361;A0093;A0097,1.3698716021793027,102.89801495861494,0.19823833930822182,0.9008808303458891,75.0,0.611959417663987,1.8358782529919608,137.69086897439706,67.27584761460797,201.8275428438239,0.5098313813305371,1.5294941439916112,102.89801495861488
package-036,2,3,A0020;A0015;A0026,1.3303885411076992,98.44875204196975,0.7648232221388522,0.6175883889305739,74.0,0.5683598051739222,1.7050794155217663,126.17587674861072,67.73905747968661,203.21717243905982,0.4844509490037917,1.453352847011375,98.44875204196971
package-037,2,2,A0177;A0114,0.885576632823349,65.75418388883057,0.9975106075295916,0.002489392470408358,74.25,0.48347309563695673,0.9669461912739135,71.79575470208808,72.16933374086838,144.33866748173676,0.45555487684650026,0.9111097536930005,65.75418388883054
package-038,2,4,A0061;A0068;A0041;A0052,1.821363714797383,133.6440876894131,1.228516857068096,0.5904943809773013,73.375,0.5755066196014178,2.302026478405671,168.91119285301613,67.40558725596503,269.6223490238601,0.4956714017708757,1.9826856070835028,133.64408768941306
package-039,2,2,A0001;A0029,0.9344941675310969,69.15256839730117,0.19946319903218218,0.8005368009678178,74.0,0.5966232337270335,1.193246467454067,88.30023859160096,67.59286138528287,135.18572277056575,0.5115375128382854,1.0230750256765708,69.15256839730117
package-040,2,3,A0121;A0723;A0077,1.3876034568739168,101.76396820359173,1.0850622306357125,0.45746888468214375,73.33333333333333,0.5670617431912506,1.7011852295737517,124.75358350207513,68.15502070016896,204.46506210050688,0.49770834761769017,1.4931250428530705,101.76396820359169
package-041,2,2,A0105;A0098,0.9098905246435895,66.65036038396156,0.3890212831278917,0.6109787168721084,73.25,0.563857012359065,1.12771402471813,82.60505231060303,67.83539507386247,135.67079014772494,0.491265366048133,0.982530732096266,66.65036038396153
package-042,2,2,A0125;A0454,0.9310496915958969,68.89767717809636,0.2648187390590238,0.7351812609409762,74.0,0.5878892775983117,1.1757785551966233,87.00761308455013,67.9340021920512,135.8680043841024,0.5070927293766737,1.0141854587533474,68.89767717809634
package-043,2,2,A0042;A0055,0.9233219732025955,69.02028181872686,0.7597177898309037,0.24028221016909634,74.75,0.5292319402246367,1.0584638804492734,79.12017506358319,71.36017880660893,142.72035761321786,0.48360502294827923,0.9672100458965585,69.02028181872684
package-044,3,2,A0423;A0286,0.9718795673466094,71.43314819997579,0.8184471001814174,0.18155289981858258,73.5,0.5468695212717707,1.0937390425435414,80.38981962695028,70.50123919836506,141.0024783967301,0.5066091675281669,1.0132183350563337,71.43314819997578
