candidate_id,task_ids,region,task_count,core_tasks,ride_along_tasks,core_share,route_length_km,compactness,price_multiplier,average_reward,total_reward,bundle_probability,expected_completions,expected_payout,baseline_completions,baseline_expected_payout,completion_gain,payout_change
enhanced-00016,A0002;A0364,2,2,2,0,1.0,0.5686927327006693,0.43130726729933067,0.9,65.925,131.85,0.2918247676964826,0.5836495353929652,38.47709562078123,0.5577271857685586,40.85512599048898,0.025922349624406538,-2.3780303697077514
enhanced-00017,A0002;A0364,2,2,2,0,1.0,0.5686927327006693,0.43130726729933067,0.95,69.58749999999999,139.17499999999998,0.33421556903811167,0.6684311380762233,46.51445182087919,0.5577271857685586,40.85512599048898,0.11070395230766472,5.659325830390209
enhanced-00018,A0002;A0364,2,2,2,0,1.0,0.5686927327006693,0.43130726729933067,1.0,73.25,146.5,0.37946458047096887,0.7589291609419377,55.59156103899694,0.5577271857685586,40.85512599048898,0.20120197517337912,14.736435048507964
enhanced-00019,A0002;A0364,2,2,2,0,1.0,0.5686927327006693,0.43130726729933067,1.05,76.91250000000001,153.82500000000002,0.4269115766678974,0.8538231533357948,65.66967328093932,0.5577271857685586,40.85512599048898,0.2960959675672362,24.814547290450342
enhanced-00020,A0002;A0364,2,2,2,0,1.0,0.5686927327006693,0.43130726729933067,1.1,80.575,161.15,0.47574285901569446,0.9514857180313889,76.66596173037917,0.5577271857685586,40.85512599048898,0.3937585322628303,35.81083573989019
enhanced-00021,A0002;A0364,2,2,2,0,1.0,0.5686927327006693,0.43130726729933067,1.15,84.2375,168.475,0.5250424089086543,1.0500848178173086,88.45651984088552,0.5577271857685586,40.85512599048898,0.49235763204874994,47.60139385039654
enhanced-00022,A0002;A0446,2,2,2,0,1.0,0.776470092313645,0.22352990768635495,0.85,65.2375,130.475,0.26367791805811613,0.5273558361162323,34.4033763586327,0.643984179942465,49.68519581340267,-0.11662834382623277,-15.281819454769973
enhanced-00023,A0002;A0446,2,2,2,0,1.0,0.776470092313645,0.22352990768635495,0.9,69.075,138.15,0.30573163356589045,0.6114632671317809,42.23682517712777,0.643984179942465,49.68519581340267,-0.032520912810684144,-7.448370636274902
enhanced-00024,A0002;A0446,2,2,2,0,1.0,0.776470092313645,0.22352990768635495,0.95,72.9125,145.825,0.35129255442614665,0.7025851088522933,51.22723674919283,0.643984179942465,49.68519581340267,0.058600928909828265,1.5420409357901619
enhanced-00025,A0002;A0446,2,2,2,0,1.0,0.776470092313645,0.22352990768635495,1.0,76.75,153.5,0.3997338791593596,0.7994677583187192,61.3591504509617,0.643984179942465,49.68519581340267,0.15548357837625415,11.673954637559028
enhanced-00026,A0002;A0446,2,2,2,0,1.0,0.776470092313645,0.22352990768635495,1.05,80.5875,161.175,0.45021905523588635,0.9004381104717727,72.56405622764399,0.643984179942465,49.68519581340267,0.25645393052930765,22.878860414241316
enhanced-00027,A0002;A0446,2,2,2,0,1.0,0.776470092313645,0.22352990768635495,1.1,84.42500000000001,168.85000000000002,0.5017506783965943,1.0035013567931885,84.72060204726495,0.643984179942465,49.68519581340267,0.3595171768507235,35.035406233862275
enhanced-00028,A0002;A0446,2,2,2,0,1.0,0.776470092313645,0.22352990768635495,1.15,88.26249999999999,176.52499999999998,0.5532451363981035,1.106490272796207,97.6615977026752,0.643984179942465,49.68519581340267,0.4625060928537419,47.97640188927252
enhanced-00029,A0002;A0364;A0446,2,3,3,0,1.0,1.2075724313136806,0.3962137843431597,0.85,64.175,192.52499999999998,0.28614810330714124,0.8584443099214237,55.09066358920736,0.9196285069426329,69.80723168441492,-0.06118419702120914,-14.716568095207556
enhanced-00030,A0002;A0364;A0446,2,3,3,0,1.0,1.2075724313136806,0.3962137843431597,0.9,67.95,203.85000000000002,0.32943413797115007,0.9883024139134502,67.15514902541895,0.9196285069426329,69.80723168441492,0.06867390697081732,-2.6520826589959654
enhanced-00031,A0002;A0364;A0446,2,3,3,0,1.0,1.2075724313136806,0.3962137843431597,0.95,71.725,215.17499999999998,0.37582082614232065,1.127462478426962,80.86724626517383,0.9196285069426329,69.80723168441492,0.20783397148432914,11.060014580758917
enhanced-00032,A0002;A0364;A0446,2,3,3,0,1.0,1.2075724313136806,0.3962137843431597,1.0,75.5,226.5,0.4246032876210149,1.2738098628630448,96.17264464615988,0.9196285069426329,69.80723168441492,0.3541813559204119,26.365412961744966
enhanced-00033,A0002;A0364;A0446,2,3,3,0,1.0,1.2075724313136806,0.3962137843431597,1.05,79.275,237.82500000000002,0.4749001335374568,1.4247004006123705,112.94312425854567,0.9196285069426329,69.80723168441492,0.5050718936697376,43.13589257413075
enhanced-00034,A0002;A0364;A0446,2,3,3,0,1.0,1.2075724313136806,0.3962137843431597,1.1,83.05000000000001,249.15000000000003,0.5257114474745389,1.5771343424236166,130.9810071382814,0.9196285069426329,69.80723168441492,0.6575058354809837,61.17377545386648
enhanced-00035,A0002;A0364;A0446,2,3,3,0,1.0,1.2075724313136806,0.3962137843431597,1.15,86.82499999999999,260.47499999999997,0.5759958229106028,1.7279874687318084,150.03251197263924,0.9196285069426329,69.80723168441492,0.8083589617891755,80.22528028822433
enhanced-00036,A0003;A0360,2,2,2,0,1.0,0.686773840803786,0.313226159196214,0.85,62.475,124.95,0.2704170561369851,0.5408341122739702,33.788611164316286,0.6236629905482636,45.839229805297364,-0.08282887827429342,-12.050618640981078
enhanced-00037,A0003;A0360,2,2,2,0,1.0,0.686773840803786,0.313226159196214,0.9,66.15,132.3,0.3112084482384291,0.6224168964768582,41.172877701944174,0.6236629905482636,45.839229805297364,-0.0012460940714054125,-4.666352103353191
enhanced-00038,A0003;A0360,2,2,2,0,1.0,0.686773840803786,0.313226159196214,0.95,69.825,139.65,0.35515770430131843,0.7103154086026369,49.59777340567912,0.6236629905482636,45.839229805297364,0.08665241805437329,3.7585436003817563
enhanced-00039,A0003;A0360,2,2,2,0,1.0,0.686773840803786,0.313226159196214,1.0,73.5,147.0,0.4016939425747573,0.8033878851495146,59.049009558489324,0.6236629905482636,45.839229805297364,0.17972489460125107,13.20977975319196
enhanced-00040,A0003;A0360,2,2,2,0,1.0,0.686773840803786,0.313226159196214,1.05,77.175,154.35,0.4500719308173119,0.9001438616346238,69.46860252165209,0.6236629905482636,45.839229805297364,0.2764808710863602,23.629372716354723
enhanced-00041,A0003;A0360,2,2,2,0,1.0,0.686773840803786,0.313226159196214,1.1,80.85000000000001,161.70000000000002,0.49941295595129476,0.9988259119025895,80.75507497732437,0.6236629905482636,45.839229805297364,0.37516292135432594,34.915845172027005
enhanced-00042,A0003;A0360,2,2,2,0,1.0,0.686773840803786,0.313226159196214,1.15,84.52499999999999,169.04999999999998,0.5487654171935857,1.0975308343871715,92.76879377657566,0.6236629905482636,45.839229805297364,0.4738678438389079,46.9295639712783
enhanced-00043,A0005;A0008,2,2,2,0,1.0,0.7372353707325641,0.26276462926743593,0.85,62.475,124.95,0.33654292460325413,0.6730858492065083,42.05103842917661,0.7786155246136366,57.22824105910229,-0.10552967540712832,-15.17720262992568
enhanced-00044,A0005;A0008,2,2,2,0,1.0,0.7372353707325641,0.26276462926743593,0.9,66.15,132.3,0.38208529485799525,0.7641705897159905,50.549884509712776,0.7786155246136366,57.22824105910229,-0.014444934897646089,-6.6783565493895125
enhanced-00045,A0005;A0008,2,2,2,0,1.0,0.7372353707325641,0.26276462926743593,0.95,69.825,139.65,0.42979816769661777,0.8595963353932355,60.02131411883268,0.7786155246136366,57.22824105910229,0.08098081077959896,2.793073059730389
enhanced-00046,A0005;A0008,2,2,2,0,1.0,0.7372353707325641,0.26276462926743593,1.0,73.5,147.0,0.4788519305884701,0.9577038611769402,70.3912337965051,0.7786155246136366,57.22824105910229,0.17908833656330359,13.162992737402817
enhanced-00047,A0005;A0008,2,2,2,0,1.0,0.7372353707325641,0.26276462926743593,1.05,77.175,154.35,0.5283169462399507,1.0566338924799015,81.5457206521364,0.7786155246136366,57.22824105910229,0.2780183678662649,24.317479593034108
enhanced-00048,A0005;A0008,2,2,2,0,1.0,0.7372353707325641,0.26276462926743593,1.1,80.85000000000001,161.70000000000002,0.5772320755231181,1.1544641510462361,93.3384266120882,0.7786155246136366,57.22824105910229,0.37584862643259953,36.11018555298591
enhanced-00049,A0005;A0008,2,2,2,0,1.0,0.7372353707325641,0.26276462926743593,1.15,84.52499999999999,169.04999999999998,0.6246782132909824,1.2493564265819648,105.60185195684056,0.7786155246136366,57.22824105910229,0.4707409019683282,48.373610897738274
enhanced-00050,A0007;A0019,2,2,2,0,1.0,0.42997844060117796,0.570021559398822,0.85,62.475,124.95,0.3566911269179209,0.7133822538358418,44.568556308394214,0.7420797179550568,54.54285926969668,-0.028697464119215033,-9.974302961302463
enhanced-00051,A0007;A0019,2,2,2,0,1.0,0.42997844060117796,0.570021559398822,0.9,66.15,132.3,0.4033026256485185,0.806605251297037,53.356937373299,0.7420797179550568,54.54285926969668,0.06452553334198019,-1.18592189639768
enhanced-00052,A0007;A0019,2,2,2,0,1.0,0.42997844060117796,0.570021559398822,0.95,69.825,139.65,0.45172807832918876,0.9034561566583775,63.08382613867121,0.7420797179550568,54.54285926969668,0.16137643870332075,8.540966868974536
enhanced-00053,A0007;A0019,2,2,2,0,1.0,0.42997844060117796,0.570021559398822,1.0,73.5,147.0,0.5010852292263283,1.0021704584526565,73.65952869627026,0.7420797179550568,54.54285926969668,0.2600907404975997,19.11666942657358
enhanced-00054,A0007;A0019,2,2,2,0,1.0,0.42997844060117796,0.570021559398822,1.05,77.175,154.35,0.5504212390216303,1.1008424780432606,84.95751824298864,0.7420797179550568,54.54285926969668,0.35876276008820385,30.414658973291964
enhanced-00055,A0007;A0019,2,2,2,0,1.0,0.42997844060117796,0.570021559398822,1.1,80.85000000000001,161.70000000000002,0.5987848920126236,1.1975697840252473,96.82351703844125,0.7420797179550568,54.54285926969668,0.4554900660701905,42.280657768744575
enhanced-00056,A0007;A0019,2,2,2,0,1.0,0.42997844060117796,0.570021559398822,1.15,84.52499999999999,169.04999999999998,0.6452985440640663,1.2905970881281326,109.0877188740304,0.7420797179550568,54.54285926969668,0.5485173701730758,54.54485960433372
enhanced-00057,A0007;A0013,2,2,2,0,1.0,0.5885418451239991,0.4114581548760009,0.85,62.475,124.95,0.33649569379987543,0.6729913875997509,42.045136940294434,0.7411242488876608,54.472632293243066,-0.06813286128790996,-12.427495352948633
enhanced-00058,A0007;A0013,2,2,2,0,1.0,0.5885418451239991,0.4114581548760009,0.9,66.15,132.3,0.3820353529561902,0.7640707059123804,50.543277196103965,0.7411242488876608,54.472632293243066,0.022946457024719535,-3.9293550971391014
enhanced-00059,A0007;A0013,2,2,2,0,1.0,0.5885418451239991,0.4114581548760009,0.95,69.825,139.65,0.42974632664847073,0.8594926532969415,60.01407451645894,0.7411242488876608,54.472632293243066,0.11836840440928065,5.541442223215874
enhanced-00060,A0007;A0013,2,2,2,0,1.0,0.5885418451239991,0.4114581548760009,1.0,73.5,147.0,0.47879914109583704,0.9575982821916741,70.38347374108804,0.7411242488876608,54.472632293243066,0.21647403330401327,15.910841447844973
enhanced-00061,A0007;A0013,2,2,2,0,1.0,0.5885418451239991,0.4114581548760009,1.05,77.175,154.35,0.5282642312083541,1.0565284624167082,81.53758408700945,0.7411242488876608,54.472632293243066,0.31540421352904735,27.064951793766383
enhanced-00062,A0007;A0013,2,2,2,0,1.0,0.5885418451239991,0.4114581548760009,1.1,80.85000000000001,161.70000000000002,0.5771804521193835,1.154360904238767,93.33007910770432,0.7411242488876608,54.472632293243066,0.4132366553511062,38.857446814461255
enhanced-00063,A0007;A0013,2,2,2,0,1.0,0.5885418451239991,0.4114581548760009,1.15,84.52499999999999,169.04999999999998,0.6246286159214487,1.2492572318428974,105.59346752152089,0.7411242488876608,54.472632293243066,0.5081329829552366,51.120835228277826
enhanced-00064,A0007;A0013;A0019,2,3,3,0,1.0,0.7992150376750224,0.6003924811624888,0.85,62.475,187.425,0.3947519729576463,1.184255918872939,73.98638853158687,1.1447939177739093,84.14235295638233,0.03946200109902964,-10.155964424795457
enhanced-00065,A0007;A0013;A0019,2,3,3,0,1.0,0.7992150376750224,0.6003924811624888,0.9,66.15,198.45000000000002,0.442912819143093,1.3287384574292789,87.8960489589468,1.1447939177739093,84.14235295638233,0.1839445396553696,3.7536960025644817
enhanced-00066,A0007;A0013;A0019,2,3,3,0,1.0,0.7992150376750224,0.6003924811624888,0.95,69.825,209.47500000000002,0.4921714149951965,1.4765142449855895,103.0976071561188,1.1447939177739093,84.14235295638233,0.3317203272116802,18.955254199736473
enhanced-00067,A0007;A0013;A0019,2,3,3,0,1.0,0.7992150376750224,0.6003924811624888,1.0,73.5,220.5,0.5415824814063184,1.6247474442189551,119.4189371500932,1.1447939177739093,84.14235295638233,0.47995352644504585,35.276584193710875
enhanced-00068,A0007;A0013;A0019,2,3,3,0,1.0,0.7992150376750224,0.6003924811624888,1.05,77.175,231.52499999999998,0.590189033774922,1.7705671013247661,136.64351604473882,1.1447939177739093,84.14235295638233,0.6257731835508569,52.50116308835649
enhanced-00069,A0007;A0013;A0019,2,3,3,0,1.0,0.7992150376750224,0.6003924811624888,1.1,80.85000000000001,242.55,0.6370952520736176,1.911285756220853,154.52745339045595,1.1447939177739093,84.14235295638233,0.7664918384469437,70.38510043407362
enhanced-00070,A0007;A0013;A0019,2,3,3,0,1.0,0.7992150376750224,0.6003924811624888,1.15,84.52499999999999,253.575,0.6815297135965065,2.0445891407895194,172.81889712523412,1.1447939177739093,84.14235295638233,0.8997952230156101,88.67654416885179
enhanced-00071,A0010;A0016,2,2,2,0,1.0,0.3860753843607622,0.6139246156392377,0.85,62.9,125.8,0.35447925220021054,0.7089585044004211,44.59348992678648,0.7281707654120224,53.88463664048966,-0.01921226101160134,-9.291146713703178
enhanced-00072,A0010;A0016,2,2,2,0,1.0,0.3860753843607622,0.6139246156392377,0.9,66.60000000000001,133.20000000000002,0.40130549581846653,0.8026109916369331,53.45389204301975,0.7281707654120224,53.88463664048966,0.07444022622491064,-0.4307445974699107
enhanced-00073,A0010;A0016,2,2,2,0,1.0,0.3860753843607622,0.6139246156392377,0.95,70.3,140.6,0.45000526134925195,0.9000105226985039,63.27073974570482,0.7281707654120224,53.88463664048966,0.1718397572864815,9.386103105215163
enhanced-00074,A0010;A0016,2,2,2,0,1.0,0.3860753843607622,0.6139246156392377,1.0,74.0,148.0,0.49968240281028786,0.9993648056205757,73.9529956159226,0.7281707654120224,53.88463664048966,0.2711940402085533,20.068358975432943
enhanced-00075,A0010;A0016,2,2,2,0,1.0,0.3860753843607622,0.6139246156392377,1.05,77.7,155.4,0.5493658152428341,1.0987316304856682,85.37144768873642,0.7281707654120224,53.88463664048966,0.37056086507364583,31.486811048246764
enhanced-00076,A0010;A0016,2,2,2,0,1.0,0.3860753843607622,0.6139246156392377,1.1,81.4,162.8,0.5980839056448932,1.1961678112897864,97.36805983898863,0.7281707654120224,53.88463664048966,0.46799704587776403,43.48342319849897
enhanced-00077,A0010;A0016,2,2,2,0,1.0,0.3860753843607622,0.6139246156392377,1.15,85.1,170.2,0.6449391428513905,1.289878285702781,109.76864211330665,0.7281707654120224,53.88463664048966,0.5617075202907587,55.884005472816995
enhanced-00078,A0010;A0124,2,2,2,0,1.0,0.564062980630333,0.435937019369667,0.85,62.9,125.8,0.32441496224762717,0.6488299244952543,40.8114022507515,0.7109873951348321,52.61306723997758,-0.06215747063957777,-11.801664989226083
enhanced-00079,A0010;A0124,2,2,2,0,1.0,0.564062980630333,0.435937019369667,0.9,66.60000000000001,133.20000000000002,0.36954330302723154,0.7390866060544631,49.22316796322725,0.7109873951348321,52.61306723997758,0.028099210919630968,-3.3898992767503344
enhanced-00080,A0010;A0124,2,2,2,0,1.0,0.564062980630333,0.435937019369667,0.95,70.3,140.6,0.4170737781789817,0.8341475563579634,58.64057321196483,0.7109873951348321,52.61306723997758,0.12316016122313134,6.027505971987246
enhanced-00081,A0010;A0124,2,2,2,0,1.0,0.564062980630333,0.435937019369667,1.0,74.0,148.0,0.46619702914824696,0.9323940582964939,68.99716031394055,0.7109873951348321,52.61306723997758,0.2214066631616618,16.384093073962973
enhanced-00082,A0010;A0124,2,2,2,0,1.0,0.564062980630333,0.435937019369667,1.05,77.7,155.4,0.5159847010369719,1.0319694020739438,80.18402254114544,0.7109873951348321,52.61306723997758,0.3209820069391117,27.570955301167857
enhanced-00083,A0010;A0124,2,2,2,0,1.0,0.564062980630333,0.435937019369667,1.1,81.4,162.8,0.5654570735171776,1.130914147034355,92.05641156859652,0.7109873951348321,52.61306723997758,0.419926751899523,39.443344328618934
enhanced-00084,A0010;A0124,2,2,2,0,1.0,0.564062980630333,0.435937019369667,1.15,85.1,170.2,0.6136589282335645,1.227317856467129,104.44474958535267,0.7109873951348321,52.61306723997758,0.5163304613322969,51.831682345375086
enhanced-00085,A0010;A0016;A0124,2,3,3,0,1.0,0.8644475836399657,0.5677762081800172,0.85,62.9,188.7,0.3764539918377399,1.1293619755132198,71.03686825978151,1.105605819832681,81.81483066761841,0.023756155680538793,-10.777962407836895
enhanced-00086,A0010;A0016;A0124,2,3,3,0,1.0,0.8644475836399657,0.5677762081800172,0.9,66.60000000000001,199.8,0.4242751520310191,1.2728254560930574,84.77017537579762,1.105605819832681,81.81483066761841,0.1672196362603764,2.9553447081792115
enhanced-00087,A0010;A0016;A0124,2,3,3,0,1.0,0.8644475836399657,0.5677762081800172,0.95,70.3,210.89999999999998,0.4735575391921591,1.4206726175764772,99.87328501562634,1.105605819832681,81.81483066761841,0.3150667977437962,18.058454348007928
enhanced-00088,A0010;A0016;A0124,2,3,3,0,1.0,0.8644475836399657,0.5677762081800172,1.0,74.0,222.0,0.5233605883366569,1.5700817650099705,116.18605061073782,1.105605819832681,81.81483066761841,0.4644759451772895,34.371219943119414
enhanced-00089,A0010;A0016;A0124,2,3,3,0,1.0,0.8644475836399657,0.5677762081800172,1.05,77.7,233.10000000000002,0.5727033783194762,1.7181101349584285,133.4971574862699,1.105605819832681,81.81483066761841,0.6125043151257474,51.682326818651504
enhanced-00090,A0010;A0016;A0124,2,3,3,0,1.0,0.8644475836399657,0.5677762081800172,1.1,81.4,244.20000000000002,0.6206406943539595,1.8619220830618786,151.56045756123692,1.105605819832681,81.81483066761841,0.7563162632291975,69.7456268936185
enhanced-00091,A0010;A0016;A0124,2,3,3,0,1.0,0.8644475836399657,0.5677762081800172,1.15,85.1,255.29999999999998,0.6663333386403163,1.999000015920949,170.11490135487273,1.105605819832681,81.81483066761841,0.8933941960882679,88.30007068725432
enhanced-00092,A0011;A0036,2,2,2,0,1.0,0.4796430612865822,0.5203569387134178,0.85,62.475,124.95,0.3802557472449522,0.7605114944899044,47.512955618256775,0.8018207028793438,58.933821661631775,-0.04130920838943941,-11.420866043375
enhanced-00093,A0011;A0036,2,2,2,0,1.0,0.4796430612865822,0.5203569387134178,0.9,66.15,132.3,0.4278983644137023,0.8557967288274047,56.61095361193282,0.8018207028793438,58.933821661631775,0.053976025948060835,-2.322868049698954
enhanced-00094,A0011;A0036,2,2,2,0,1.0,0.4796430612865822,0.5203569387134178,0.95,69.825,139.65,0.47691665409974543,0.9538333081994909,66.60141074502945,0.8018207028793438,58.933821661631775,0.15201260532014704,7.667589083397679
enhanced-00095,A0011;A0036,2,2,2,0,1.0,0.4796430612865822,0.5203569387134178,1.0,73.5,147.0,0.5263836781316416,1.052767356263283,77.37840068535131,0.8018207028793438,58.933821661631775,0.2509466533839393,18.444579023719534
enhanced-00096,A0011;A0036,2,2,2,0,1.0,0.4796430612865822,0.5203569387134178,1.05,77.175,154.35,0.575338142591541,1.150676285183082,88.80344230900435,0.8018207028793438,58.933821661631775,0.34885558230373825,29.869620647372578
enhanced-00097,A0011;A0036,2,2,2,0,1.0,0.4796430612865822,0.5203569387134178,1.1,80.85000000000001,161.70000000000002,0.622857958462054,1.245715916924108,100.71613188331415,0.8018207028793438,58.933821661631775,0.4438952140447643,41.78231022168237
enhanced-00098,A0011;A0036,2,2,2,0,1.0,0.4796430612865822,0.5203569387134178,1.15,84.52499999999999,169.04999999999998,0.6681275755043636,1.3362551510087273,112.94696663901266,0.8018207028793438,58.933821661631775,0.5344344481293835,54.01314497738088
enhanced-00099,A0011;A0017,2,2,2,0,1.0,0.6271219342997589,0.37287806570024107,0.85,62.475,124.95,0.36773128973340674,0.7354625794668135,45.948024652189176,0.8151817457841513,59.91585831513512,-0.07971916631733778,-13.967833662945942
enhanced-00100,A0011;A0017,2,2,2,0,1.0,0.6271219342997589,0.37287806570024107,0.9,66.15,132.3,0.41485512459747215,0.8297102491949443,54.88533298424557,0.8151817457841513,59.91585831513512,0.014528503410793037,-5.030525330889546
enhanced-00101,A0011;A0017,2,2,2,0,1.0,0.6271219342997589,0.37287806570024107,0.95,69.825,139.65,0.46359001021125373,0.9271800204225075,64.74034492600158,0.8151817457841513,59.91585831513512,0.11199827463835621,4.824486610866465
enhanced-00102,A0011;A0017,2,2,2,0,1.0,0.6271219342997589,0.37287806570024107,1.0,73.5,147.0,0.5130304690144594,1.0260609380289187,75.41547894512553,0.8151817457841513,59.91585831513512,0.21087919224476748,15.49962062999041
enhanced-00103,A0011;A0017,2,2,2,0,1.0,0.6271219342997589,0.37287806570024107,1.05,77.175,154.35,0.5622172537792417,1.1244345075584834,86.77823312082596,0.8151817457841513,59.91585831513512,0.30925276177433214,26.86237480569084
enhanced-00104,A0011;A0017,2,2,2,0,1.0,0.6271219342997589,0.37287806570024107,1.1,80.85000000000001,161.70000000000002,0.6102105800817981,1.2204211601635961,98.67105079922676,0.8151817457841513,59.91585831513512,0.4052394143794449,38.755192484091644
enhanced-00105,A0011;A0017,2,2,2,0,1.0,0.6271219342997589,0.37287806570024107,1.15,84.52499999999999,169.04999999999998,0.6561602550719431,1.3123205101438862,110.92389111991197,0.8151817457841513,59.91585831513512,0.4971387643597349,51.00803280477685
enhanced-00106,A0011;A0012,2,2,2,0,1.0,0.8188756963842141,0.1811243036157859,0.85,62.475,124.95,0.3493440601853692,0.6986881203707384,43.65054032016188,0.8276310394778963,60.83088140162538,-0.12894291910715794,-17.180341081463503
enhanced-00107,A0011;A0012,2,2,2,0,1.0,0.8188756963842141,0.1811243036157859,0.9,66.15,132.3,0.39558584859213397,0.7911716971842679,52.33600776873933,0.8276310394778963,60.83088140162538,-0.03645934229362835,-8.494873632886055
enhanced-00108,A0011;A0012,2,2,2,0,1.0,0.8188756963842141,0.1811243036157859,0.95,69.825,139.65,0.4437738367132515,0.887547673426503,61.97301629700557,0.8276310394778963,60.83088140162538,0.05991663394860669,1.1421348953801882
enhanced-00109,A0011;A0012,2,2,2,0,1.0,0.8188756963842141,0.1811243036157859,1.0,73.5,147.0,0.49304344109485726,0.9860868821897145,72.47738584094402,0.8276310394778963,60.83088140162538,0.15845584271181823,11.64650443931864
enhanced-00110,A0011;A0012,2,2,2,0,1.0,0.8188756963842141,0.1811243036157859,1.05,77.175,154.35,0.5424485392605969,1.0848970785211938,83.72693203487313,0.8276310394778963,60.83088140162538,0.2572660390432975,22.896050633247746
enhanced-00111,A0011;A0012,2,2,2,0,1.0,0.8188756963842141,0.1811243036157859,1.1,80.85000000000001,161.70000000000002,0.591032605803284,1.182065211606568,95.56997235839103,0.8276310394778963,60.83088140162538,0.3544341721286717,34.739090956765644
enhanced-00112,A0011;A0012,2,2,2,0,1.0,0.8188756963842141,0.1811243036157859,1.15,84.52499999999999,169.04999999999998,0.6379015089548401,1.2758030179096802,107.83725008881571,0.8276310394778963,60.83088140162538,0.4481719784317839,47.006368687190324
enhanced-00113,A0011;A0017;A0036,2,3,3,0,1.0,1.106764995586341,0.4466175022068295,0.85,62.475,187.425,0.39715364928832747,1.1914609478649825,74.43652271786478,1.2187235527058347,89.57618112387885,-0.02726260484085219,-15.139658406014078
