candidate_id,task_ids,region,task_count,route_length_km,compactness,price_multiplier,average_reward,total_reward,bundle_probability,expected_completions,expected_payout,baseline_completions,baseline_expected_payout,completion_gain,payout_change
candidate-00014,A0002;A0446,2,2,0.7774003223413861,0.22259967765861388,1.05,80.5875,161.175,0.45009241971853814,0.9001848394370763,72.54364574813539,0.643984179942465,49.68519581340267,0.25620065949461124,22.858449934732718
candidate-00015,A0002;A0446,2,2,0.7774003223413861,0.22259967765861388,1.1,84.42500000000001,168.85000000000002,0.5016227732240773,1.0032455464481547,84.69900525888546,0.643984179942465,49.68519581340267,0.3592613665056896,35.01380944548279
candidate-00016,A0002;A0364;A0446,2,3,1.2087372686974263,0.39563136565128687,0.9,67.95,203.85000000000002,0.32933764976187907,0.9880129492856372,67.13547990395905,0.9196285069426329,69.80723168441492,0.06838444234300434,-2.671751780455864
candidate-00017,A0002;A0364;A0446,2,3,1.2087372686974263,0.39563136565128687,0.95,71.725,215.17499999999998,0.3757183640733544,1.1271550922200633,80.84519898948403,0.9196285069426329,69.80723168441492,0.2075265852774304,11.037967305069117
candidate-00018,A0002;A0364;A0446,2,3,1.2087372686974263,0.39563136565128687,1.0,75.5,226.5,0.42449657077366637,1.2734897123209992,96.14847328023544,0.9196285069426329,69.80723168441492,0.3538612053783663,26.34124159582052
candidate-00019,A0002;A0364;A0446,2,3,1.2087372686974263,0.39563136565128687,1.05,79.275,237.82500000000002,0.4747912064230085,1.4243736192690255,112.917218667552,0.9196285069426329,69.80723168441492,0.5047451123263926,43.10998698313709
candidate-00020,A0002;A0364;A0446,2,3,1.2087372686974263,0.39563136565128687,1.1,83.05000000000001,249.15000000000003,0.5256025315166664,1.576807594549999,130.95387072737745,0.9196285069426329,69.80723168441492,0.6571790876073662,61.14663904296253
candidate-00021,A0003;A0360,2,2,0.6868979989446738,0.31310200105532615,0.9,66.15,132.3,0.3111938105842959,0.6223876211685918,41.170941140302354,0.6236629905482636,45.839229805297364,-0.0012753693796717647,-4.668288664995011
candidate-00022,A0003;A0360,2,2,0.6868979989446738,0.31310200105532615,0.95,69.825,139.65,0.3551420653239816,0.7102841306479633,49.59558942249404,0.6236629905482636,45.839229805297364,0.08662114009969968,3.756359617196672
candidate-00023,A0003;A0360,2,2,0.6868979989446738,0.31310200105532615,1.0,73.5,147.0,0.4016775308714404,0.8033550617428808,59.046597038101744,0.6236629905482636,45.839229805297364,0.17969207119461728,13.20736723280438
candidate-00024,A0003;A0360,2,2,0.6868979989446738,0.31310200105532615,1.05,77.175,154.35,0.4500550293571742,0.9001100587143483,69.46599378127983,0.6236629905482636,45.839229805297364,0.2764470681660848,23.62676397598247
candidate-00025,A0003;A0360,2,2,0.6868979989446738,0.31310200105532615,1.1,80.85000000000001,161.70000000000002,0.4993958842311468,0.9987917684622936,80.75231448017644,0.6236629905482636,45.839229805297364,0.37512877791403,34.91308467487907
candidate-00026,A0005;A0008,2,2,0.7382753332318769,0.2617246667681231,0.9,66.15,132.3,0.38195026185655745,0.7639005237131149,50.532019643622554,0.7786155246136366,57.22824105910229,-0.01471500090052169,-6.696221415479734
candidate-00027,A0005;A0008,2,2,0.7382753332318769,0.2617246667681231,0.95,69.825,139.65,0.4296579973695671,0.8593159947391342,60.00173933266005,0.7786155246136366,57.22824105910229,0.08070047012549764,2.773498273557763
candidate-00028,A0005;A0008,2,2,0.7382753332318769,0.2617246667681231,1.0,73.5,147.0,0.4787091932878293,0.9574183865756586,70.37025141331091,0.7786155246136366,57.22824105910229,0.178802861962022,13.142010354208622
candidate-00029,A0005;A0008,2,2,0.7382753332318769,0.2617246667681231,1.05,77.175,154.35,0.5281744077328703,1.0563488154657406,81.52371983356852,0.7786155246136366,57.22824105910229,0.27773329085210396,24.295478774466233
candidate-00030,A0005;A0008,2,2,0.7382753332318769,0.2617246667681231,1.1,80.85000000000001,161.70000000000002,0.5770924862557408,1.1541849725114817,93.3158550275533,0.7786155246136366,57.22824105910229,0.3755694478978451,36.08761396845101
candidate-00031,A0007;A0019,2,2,0.4303607181088833,0.5696392818911167,0.9,66.15,132.3,0.40325202946250344,0.8065040589250069,53.35024349788921,0.7420797179550568,54.54285926969668,0.06442434096995009,-1.1926157718074677
candidate-00032,A0007;A0019,2,2,0.4303607181088833,0.5696392818911167,0.95,69.825,139.65,0.4516760056267124,0.9033520112534248,63.07655418577039,0.7420797179550568,54.54285926969668,0.161272293298368,8.533694916073713
candidate-00033,A0007;A0019,2,2,0.4303607181088833,0.5696392818911167,1.0,73.5,147.0,0.5010326663048382,1.0020653326096765,73.65180194681122,0.7420797179550568,54.54285926969668,0.25998561465461967,19.10894267711454
candidate-00034,A0007;A0019,2,2,0.4303607181088833,0.5696392818911167,1.05,77.175,154.35,0.5503692098384828,1.1007384196769656,84.94948753856981,0.7420797179550568,54.54285926969668,0.35865870172190883,30.406628268873135
candidate-00035,A0007;A0019,2,2,0.4303607181088833,0.5696392818911167,1.1,80.85000000000001,161.70000000000002,0.5987343795471651,1.1974687590943303,96.8153491727766,0.7420797179550568,54.54285926969668,0.4553890411392735,42.27248990307993
candidate-00036,A0007;A0013,2,2,0.5897559590575939,0.4102440409424061,0.9,66.15,132.3,0.3818777170703517,0.7637554341407033,50.52242196840753,0.7411242488876608,54.472632293243066,0.02263118525304253,-3.9502103248355382
candidate-00037,A0007;A0013,2,2,0.5897559590575939,0.4102440409424061,0.95,69.825,139.65,0.4295826894604821,0.8591653789209642,59.99122258315633,0.7411242488876608,54.472632293243066,0.11804113003330341,5.518590289913263
candidate-00038,A0007;A0013,2,2,0.5897559590575939,0.4102440409424061,1.0,73.5,147.0,0.4786325029388502,0.9572650058777004,70.35897793201097,0.7411242488876608,54.472632293243066,0.21614075699003954,15.886345638767907
candidate-00039,A0007;A0013,2,2,0.5897559590575939,0.4102440409424061,1.05,77.175,154.35,0.5280978208612724,1.0561956417225449,81.5118986499374,0.7411242488876608,54.472632293243066,0.31507139283488406,27.039266356694327
candidate-00040,A0007;A0013,2,2,0.5897559590575939,0.4102440409424061,1.1,80.85000000000001,161.70000000000002,0.5770174808037689,1.1540349616075378,93.30372664596945,0.7411242488876608,54.472632293243066,0.412910712719877,38.83109435272638
candidate-00041,A0007;A0013;A0019,2,3,0.8001218239797592,0.5999390880101204,0.9,66.15,198.45000000000002,0.44285129113199495,1.3285538733959847,87.8838387251444,1.1447939177739093,84.14235295638233,0.18375995562207548,3.7414857687620753
candidate-00042,A0007;A0013;A0019,2,3,0.8001218239797592,0.5999390880101204,0.95,69.825,209.47500000000002,0.4921090888415853,1.4763272665247558,103.08455138509109,1.1447939177739093,84.14235295638233,0.3315333487508465,18.942198428708764
candidate-00043,A0007;A0013;A0019,2,3,0.8001218239797592,0.5999390880101204,1.0,73.5,220.5,0.5415205703860598,1.6245617111581794,119.4052857701262,1.1447939177739093,84.14235295638233,0.4797677933842701,35.26293281374387
candidate-00044,A0007;A0013;A0019,2,3,0.8001218239797592,0.5999390880101204,1.05,77.175,231.52499999999998,0.5901287192206635,1.7703861576619904,136.62955171756408,1.1447939177739093,84.14235295638233,0.6255922398880811,52.48719876118176
candidate-00045,A0007;A0013;A0019,2,3,0.8001218239797592,0.5999390880101204,1.1,80.85000000000001,242.55,0.6370375954096926,1.911112786229078,154.51346876662095,1.1447939177739093,84.14235295638233,0.7663188684551687,70.37111581023862
candidate-00046,A0010;A0016,2,2,0.38608179093073297,0.613918209069267,0.9,66.60000000000001,133.20000000000002,0.4013046492375177,0.8026092984750354,53.45377927843736,0.7281707654120224,53.88463664048966,0.07443853306301296,-0.43085736205230063
candidate-00047,A0010;A0016,2,2,0.38608179093073297,0.613918209069267,0.95,70.3,140.6,0.4500043892532145,0.900008778506429,63.270617129001955,0.7281707654120224,53.88463664048966,0.1718380130944066,9.385980488512295
candidate-00048,A0010;A0016,2,2,0.38608179093073297,0.613918209069267,1.0,74.0,148.0,0.49968152190727333,0.9993630438145467,73.95286524227646,0.7281707654120224,53.88463664048966,0.27119227840252424,20.0682286017868
candidate-00049,A0010;A0016,2,2,0.38608179093073297,0.613918209069267,1.05,77.7,155.4,0.5493649429263001,1.0987298858526002,85.37131213074704,0.7281707654120224,53.88463664048966,0.3705591204405778,31.486675490257383
candidate-00050,A0010;A0016,2,2,0.38608179093073297,0.613918209069267,1.1,81.4,162.8,0.5980830586399858,1.1961661172799716,97.36792194658969,0.7281707654120224,53.88463664048966,0.46799535186794916,43.48328530610003
candidate-00051,A0010;A0124,2,2,0.5650035506328661,0.4349964493671339,0.9,66.60000000000001,133.20000000000002,0.369422786920346,0.738845573840692,49.2071152177901,0.7109873951348321,52.61306723997758,0.027858178705859937,-3.405952022187485
candidate-00052,A0010;A0124,2,2,0.5650035506328661,0.4349964493671339,0.95,70.3,140.6,0.4169480126415321,0.8338960252830642,58.62289057739941,0.7109873951348321,52.61306723997758,0.12290863014823206,6.009823337421828
candidate-00053,A0010;A0124,2,2,0.5650035506328661,0.4349964493671339,1.0,74.0,148.0,0.4660682941304574,0.9321365882609148,68.9781075313077,0.7109873951348321,52.61306723997758,0.22114919312608272,16.365040291330118
candidate-00054,A0010;A0124,2,2,0.5650035506328661,0.4349964493671339,1.05,77.7,155.4,0.5158555037752776,1.0317110075505551,80.16394528667813,0.7109873951348321,52.61306723997758,0.320723612415723,27.550878046700547
candidate-00055,A0010;A0124,2,2,0.5650035506328661,0.4349964493671339,1.1,81.4,162.8,0.5653299573364357,1.1306599146728713,92.03571705437173,0.7109873951348321,52.61306723997758,0.4196725195380392,39.42264981439415
candidate-00056,A0010;A0016;A0124,2,3,0.8654166562411849,0.5672916718794075,0.9,66.60000000000001,199.8,0.4242100577531398,1.2726301732594194,84.75716953907734,1.105605819832681,81.81483066761841,0.16702435342673838,2.9423388714589294
candidate-00057,A0010;A0016;A0124,2,3,0.8654166562411849,0.5672916718794075,0.95,70.3,210.89999999999998,0.4734911022536598,1.4204733067609794,99.85927346529684,1.105605819832681,81.81483066761841,0.31486748692829836,18.04444279767843
candidate-00058,A0010;A0016;A0124,2,3,0.8654166562411849,0.5672916718794075,1.0,74.0,222.0,0.5232941096127108,1.5698823288381325,116.1712923340218,1.105605819832681,81.81483066761841,0.4642765090054515,34.35646166640339
candidate-00059,A0010;A0016;A0124,2,3,0.8654166562411849,0.5672916718794075,1.05,77.7,233.10000000000002,0.5726381619490384,1.7179144858471151,133.48195555032086,1.105605819832681,81.81483066761841,0.6123086660144341,51.66712488270245
candidate-00060,A0010;A0016;A0124,2,3,0.8654166562411849,0.5672916718794075,1.1,81.4,244.20000000000002,0.6205779472105987,1.861733841631796,151.54513470882821,1.105605819832681,81.81483066761841,0.7561280217991149,69.7303040412098
candidate-00061,A0011;A0036,2,2,0.4806051004142348,0.5193948995857651,0.9,66.15,132.3,0.4277688396935057,0.8555376793870114,56.59381749145081,0.8018207028793438,58.933821661631775,0.0537169765076676,-2.3400041701809684
candidate-00062,A0011;A0036,2,2,0.4806051004142348,0.5193948995857651,0.95,69.825,139.65,0.476784657272533,0.953569314545066,66.58297738810924,0.8018207028793438,58.933821661631775,0.15174861166572218,7.649155726477467
candidate-00063,A0011;A0036,2,2,0.4806051004142348,0.5193948995857651,1.0,73.5,147.0,0.5262517642338078,1.0525035284676156,77.35900934236975,0.8018207028793438,58.933821661631775,0.2506828255882718,18.42518768073797
candidate-00064,A0011;A0036,2,2,0.4806051004142348,0.5193948995857651,1.05,77.175,154.35,0.575208860267749,1.150417720535498,88.78348758232706,0.8018207028793438,58.933821661631775,0.34859701765615414,29.84966592069528
candidate-00065,A0011;A0036,2,2,0.4806051004142348,0.5193948995857651,1.1,80.85000000000001,161.70000000000002,0.6227336566059122,1.2454673132118244,100.69603227317602,0.8018207028793438,58.933821661631775,0.44364661033248054,41.76221061154424
candidate-00066,A0011;A0017,2,2,0.6284624169332029,0.3715375830667971,0.9,66.15,132.3,0.4146761643939107,0.8293523287878214,54.86165654931439,0.8151817457841513,59.91585831513512,0.014170583003670134,-5.0542017658207286
candidate-00067,A0011;A0017,2,2,0.6284624169332029,0.3715375830667971,0.95,69.825,139.65,0.4634066761623304,0.9268133523246608,64.71474232606944,0.8151817457841513,59.91585831513512,0.11163160654050952,4.798884010934323
candidate-00068,A0011;A0017,2,2,0.6284624169332029,0.3715375830667971,1.0,73.5,147.0,0.5128462760737811,1.0256925521475622,75.38840258284581,0.8151817457841513,59.91585831513512,0.2105108063634109,15.472544267710695
candidate-00069,A0011;A0017,2,2,0.6284624169332029,0.3715375830667971,1.05,77.175,154.35,0.5620357830459074,1.1240715660918148,86.7502231131358,0.8151817457841513,59.91585831513512,0.30888982030766354,26.834364798000685
candidate-00070,A0011;A0017,2,2,0.6284624169332029,0.3715375830667971,1.1,80.85000000000001,161.70000000000002,0.6100352045779738,1.2200704091559476,98.64269258025837,0.8151817457841513,59.91585831513512,0.4048886633717963,38.72683426512325
candidate-00071,A0011;A0012,2,2,0.8195553014533795,0.18044469854662049,0.9,66.15,132.3,0.39549648148170485,0.7909929629634097,52.32418450002956,0.8276310394778963,60.83088140162538,-0.036638076514486584,-8.506696901595824
candidate-00072,A0011;A0012,2,2,0.8195553014533795,0.18044469854662049,0.95,69.825,139.65,0.4436815746262976,0.8873631492525952,61.96013189656246,0.8276310394778963,60.83088140162538,0.059732109774698894,1.1292504949370752
candidate-00073,A0011;A0012,2,2,0.8195553014533795,0.18044469854662049,1.0,73.5,147.0,0.492950013730605,0.98590002746121,72.46365201839893,0.8276310394778963,60.83088140162538,0.15826898798331368,11.632770616773549
candidate-00074,A0011;A0012,2,2,0.8195553014533795,0.18044469854662049,1.05,77.175,154.35,0.5423557656038345,1.084711531207669,83.71261242095184,0.8276310394778963,60.83088140162538,0.25708049172977265,22.88173101932646
candidate-00075,A0011;A0012,2,2,0.8195553014533795,0.18044469854662049,1.1,80.85000000000001,161.70000000000002,0.5909422545467837,1.1818845090935675,95.55536256021495,0.8276310394778963,60.83088140162538,0.35425346961567117,34.72448115858956
candidate-00076,A0011;A0017;A0036,2,3,1.1090675173474378,0.4454662413262811,0.9,66.15,198.45000000000002,0.4451786081392484,1.3355358244177453,88.34569478523386,1.2187235527058347,89.57618112387885,0.11681227171191066,-1.2304863386449938
candidate-00077,A0011;A0017;A0036,2,3,1.1090675173474378,0.4454662413262811,0.95,69.825,209.47500000000002,0.4944655299481728,1.4833965898445183,103.57816688589351,1.2187235527058347,89.57618112387885,0.2646730371386836,14.001985762014655
candidate-00078,A0011;A0017;A0036,2,3,1.1090675173474378,0.4454662413262811,1.0,73.5,220.5,0.5438602549215626,1.631580764764688,119.92118621020457,1.2187235527058347,89.57618112387885,0.4128572120588534,30.345005086325713
candidate-00079,A0011;A0017;A0036,2,3,1.1090675173474378,0.4454662413262811,1.05,77.175,231.52499999999998,0.5924070555676753,1.7772211667030258,137.157043540306,1.2187235527058347,89.57618112387885,0.5584976139971911,47.58086241642715
candidate-00080,A0011;A0017;A0036,2,3,1.1090675173474378,0.4454662413262811,1.1,80.85000000000001,242.55,0.6392145955337686,1.9176437866013059,155.04150014671558,1.2187235527058347,89.57618112387885,0.6989202338954712,65.46531902283672
candidate-00081,A0011;A0012;A0036,2,3,1.2450125228478373,0.3774937385760814,0.9,66.15,198.45000000000002,0.4368027628455981,1.3104082885367943,86.68350828670896,1.2311728463995797,90.49120421036912,0.07923544213721456,-3.8076959236601624
candidate-00082,A0011;A0012;A0036,2,3,1.2450125228478373,0.3774937385760814,0.95,69.825,209.47500000000002,0.48597461615143667,1.45792384845431,101.79953271832221,1.2311728463995797,90.49120421036912,0.2267510020547303,11.308328507953092
candidate-00083,A0011;A0012;A0036,2,3,1.2450125228478373,0.3774937385760814,1.0,73.5,220.5,0.5354194831255188,1.6062584493765564,118.05999602917689,1.2311728463995797,90.49120421036912,0.3750856029769767,27.568791818807767
candidate-00084,A0011;A0012;A0036,2,3,1.2450125228478373,0.3774937385760814,1.05,77.175,231.52499999999998,0.5841777770287387,1.7525333310862163,135.25175982657873,1.2311728463995797,90.49120421036912,0.5213604846866366,44.760555616209615
candidate-00085,A0011;A0012;A0036,2,3,1.2450125228478373,0.3774937385760814,1.1,80.85000000000001,242.55,0.631342254681234,1.8940267640437018,153.13206387293332,1.2311728463995797,90.49120421036912,0.6628539176441222,62.640859662564196
candidate-00086,A0012;A0022,2,2,0.35193855242732913,0.6480614475726709,0.9,65.925,131.85,0.47416824878171593,0.9483364975634319,62.51908360186924,0.8578405092377333,62.83703324611464,0.0904959883256986,-0.3179496442454024
candidate-00087,A0012;A0022,2,2,0.35193855242732913,0.6480614475726709,0.95,69.58749999999999,139.17499999999998,0.5234675529210324,1.0469351058420648,72.85359667778468,0.8578405092377333,62.83703324611464,0.1890945966043316,10.016563431670036
candidate-00088,A0012;A0022,2,2,0.35193855242732913,0.6480614475726709,1.0,73.25,146.5,0.5723137641882091,1.1446275283764182,83.84396645357263,0.8578405092377333,62.83703324611464,0.286787019138685,21.00693320745799
candidate-00089,A0012;A0022,2,2,0.35193855242732913,0.6480614475726709,1.05,76.91250000000001,153.82500000000002,0.6197897366806139,1.2395794733612278,95.33915624489543,0.8578405092377333,62.83703324611464,0.3817389641234945,32.50212299878079
candidate-00090,A0012;A0022,2,2,0.35193855242732913,0.6480614475726709,1.1,80.575,161.15,0.6650796747999521,1.3301593495999042,107.17758959401229,0.8578405092377333,62.83703324611464,0.472318840362171,44.340556347897646
candidate-00091,A0012;A0023,2,2,0.7341670700377315,0.2658329299622685,0.9,66.15,132.3,0.42372660604783075,0.8474532120956615,56.05902998012801,0.8615167843429014,63.321483649203245,-0.014063572247239864,-7.262453669075235
candidate-00092,A0012;A0023,2,2,0.7341670700377315,0.2658329299622685,0.95,69.825,139.65,0.47266182964701664,0.9453236592940333,66.00722451020587,0.8615167843429014,63.321483649203245,0.08380687495113193,2.6857408610026283
candidate-00093,A0012;A0023,2,2,0.7341670700377315,0.2658329299622685,1.0,73.5,147.0,0.5221280477012462,1.0442560954024924,76.7528230120832,0.8615167843429014,63.321483649203245,0.18273931105959107,13.431339362879953
candidate-00094,A0012;A0023,2,2,0.7341670700377315,0.2658329299622685,1.05,77.175,154.35,0.5711640284120931,1.1423280568241863,88.15916778540657,0.8615167843429014,63.321483649203245,0.2808112724812849,24.837684136203322
candidate-00095,A0012;A0023,2,2,0.7341670700377315,0.2658329299622685,1.1,80.85000000000001,161.70000000000002,0.6188414878746922,1.2376829757493844,100.06666858933774,0.8615167843429014,63.321483649203245,0.376166191406483,36.74518494013449
candidate-00096,A0012;A0036,2,2,0.7644074224336025,0.2355925775663975,0.9,66.15,132.3,0.4054088361820903,0.8108176723641806,53.63558902689055,0.8328939504419193,61.217705357481066,-0.02207627807773871,-7.582116330590516
candidate-00097,A0012;A0036,2,2,0.7644074224336025,0.2355925775663975,0.95,69.825,139.65,0.45389481267725656,0.9077896253545131,63.38641059037888,0.8328939504419193,61.217705357481066,0.07489567491259386,2.168705232897814
candidate-00098,A0012;A0036,2,2,0.7644074224336025,0.2355925775663975,1.0,73.5,147.0,0.503271394802845,1.00654278960569,73.98089503601821,0.8328939504419193,61.217705357481066,0.17364883916377072,12.763189678537145
candidate-00099,A0012;A0036,2,2,0.7644074224336025,0.2355925775663975,1.05,77.175,154.35,0.5525842500403125,1.105168500080625,85.29137899372223,0.8328939504419193,61.217705357481066,0.2722745496387058,24.073673636241168
candidate-00100,A0012;A0036,2,2,0.7644074224336025,0.2355925775663975,1.1,80.85000000000001,161.70000000000002,0.6008839397622644,1.2017678795245288,97.16293305955816,0.8328939504419193,61.217705357481066,0.3688739290826095,35.94522770207709
candidate-00101,A0012;A0022;A0023,2,3,1.005357352145999,0.49732132392700046,0.9,66.0,198.0,0.47936060137466746,1.4380818041240024,94.91339907218416,1.2900051500603986,94.60113434658055,0.14807665406360382,0.31226472560361174
candidate-00102,A0012;A0022;A0023,2,3,1.005357352145999,0.49732132392700046,0.95,69.66666666666666,208.99999999999997,0.528712951687956,1.5861388550638678,110.50100690278278,1.2900051500603986,94.60113434658055,0.29613370500346914,15.899872556202226
candidate-00103,A0012;A0022;A0023,2,3,1.005357352145999,0.49732132392700046,1.0,73.33333333333333,220.0,0.5775102849692717,1.732530854907815,127.05226269323977,1.2900051500603986,94.60113434658055,0.4425257048474165,32.45112834665922
candidate-00104,A0012;A0022;A0023,2,3,1.005357352145999,0.49732132392700046,1.05,77.0,231.0,0.6248402283063069,1.8745206849189207,144.3380927387569,1.2900051500603986,94.60113434658055,0.584515534858522,49.73695839217635
candidate-00105,A0012;A0022;A0023,2,3,1.005357352145999,0.49732132392700046,1.1,80.66666666666667,242.0,0.669898677958237,2.009696033874711,162.11548006589334,1.2900051500603986,94.60113434658055,0.7196908838143123,67.51434571931279
candidate-00106,A0012;A0022;A0036,2,3,1.1163459748609317,0.44182701256953416,0.9,66.0,198.0,0.45922574970978897,1.377677249129367,90.92669844253821,1.2613823161594166,92.49735605485837,0.1162949329699503,-1.5706576123201614
candidate-00107,A0012;A0022;A0036,2,3,1.1163459748609317,0.44182701256953416,0.95,69.66666666666666,208.99999999999997,0.5085298848629534,1.52558965458886,106.28274593635724,1.2613823161594166,92.49735605485837,0.26420733842944344,13.785389881498872
candidate-00108,A0012;A0022;A0036,2,3,1.1163459748609317,0.44182701256953416,1.0,73.33333333333333,220.0,0.5576686460589944,1.673005938176983,122.68710213297877,1.2613823161594166,92.49735605485837,0.4116236220175664,30.189746078120393
candidate-00109,A0012;A0022;A0036,2,3,1.1163459748609317,0.44182701256953416,1.05,77.0,231.0,0.6057037636275691,1.8171112908827072,139.91756939796846,1.2613823161594166,92.49735605485837,0.5557289747232905,47.42021334311009
candidate-00110,A0012;A0022;A0036,2,3,1.1163459748609317,0.44182701256953416,1.1,80.66666666666667,242.0,0.6517797174531819,1.9553391523595456,157.73069162367,1.2613823161594166,92.49735605485837,0.6939568362001289,65.23333556881163
candidate-00111,A0011;A0012;A0022,2,3,1.1714938538807087,0.41425307305964565,0.9,66.0,198.0,0.4522844938131905,1.3568534814395716,89.55232977501173,1.2561194051953937,92.11053209900268,0.10073407624417796,-2.5582023239909546
candidate-00112,A0011;A0012;A0022,2,3,1.1714938538807087,0.41425307305964565,0.95,69.66666666666666,208.99999999999997,0.5015345529346461,1.5046036588039384,104.82072156334102,1.2561194051953937,92.11053209900268,0.24848425360854476,12.710189464338342
candidate-00113,A0011;A0012;A0022,2,3,1.1714938538807087,0.41425307305964565,1.0,73.33333333333333,220.0,0.550754852464955,1.652264557394865,121.16606754229011,1.2561194051953937,92.11053209900268,0.39614515219947144,29.055535443287425
candidate-00114,A0011;A0012;A0022,2,3,1.1714938538807087,0.41425307305964565,1.05,77.0,231.0,0.599000898841001,1.7970026965230033,138.36920763227124,1.2561194051953937,92.11053209900268,0.5408832913276096,46.25867553326856
candidate-00115,A0011;A0012;A0022,2,3,1.1714938538807087,0.41425307305964565,1.1,80.66666666666667,242.0,0.6454015717629459,1.9362047152888375,156.1871803666329,1.2561194051953937,92.11053209900268,0.6800853100934439,64.07664826763022
candidate-00116,A0012;A0022;A0032,2,3,1.2989120108999181,0.3505439945500409,0.9,66.0,198.0,0.44683213680319206,1.3404964104095762,88.47276308703202,1.2747683376317613,93.48122863307572,0.0657280727778149,-5.008465546043695
candidate-00117,A0012;A0022;A0032,2,3,1.2989120108999181,0.3505439945500409,0.95,69.66666666666666,208.99999999999997,0.4960261653211334,1.4880784959634004,103.66946855211687,1.2747683376317613,93.48122863307572,0.21331015833163902,10.188239919041152
candidate-00118,A0012;A0022;A0032,2,3,1.2989120108999181,0.3505439945500409,1.0,73.33333333333333,220.0,0.545297254328965,1.635891762986895,119.9653959523723,1.2747683376317613,93.48122863307572,0.36112342535513364,26.48416731929659
candidate-00119,A0012;A0022;A0032,2,3,1.2989120108999181,0.3505439945500409,1.05,77.0,231.0,0.5936970257928382,1.7810910773785147,137.14401295814562,1.2747683376317613,93.48122863307572,0.5063227397467533,43.66278432506991
candidate-00120,A0012;A0022;A0032,2,3,1.2989120108999181,0.3505439945500409,1.1,80.66666666666667,242.0,0.6403429259789551,1.9210287779368653,154.96298808690713,1.2747683376317613,93.48122863307572,0.646260440305104,61.481759453831415
candidate-00121,A0012;A0022;A0462,2,3,1.2989120108999181,0.3505439945500409,0.9,66.0,198.0,0.44683213680319206,1.3404964104095762,88.47276308703202,1.2747683376317613,93.48122863307572,0.0657280727778149,-5.008465546043695
candidate-00122,A0012;A0022;A0462,2,3,1.2989120108999181,0.3505439945500409,0.95,69.66666666666666,208.99999999999997,0.4960261653211334,1.4880784959634004,103.66946855211687,1.2747683376317613,93.48122863307572,0.21331015833163902,10.188239919041152
