design_id,tower_y_m,width_m,height_m,center_z_m,clearance_m,rotation_deg,offset_u,offset_v,mirror_count,total_area_m2,proxy_avg_optical_efficiency,proxy_avg_cosine_efficiency,proxy_avg_shadow_blocking_efficiency,proxy_avg_truncation_efficiency,proxy_field_power_mw,proxy_unit_area_power_kw_m2
24,-45.0,6.3,6.050000000000002,3.1,0.05,45.0,0.75,0.5,3163,120557.74500000002,0.5672462310171354,0.7717011183393417,0.9560090078646089,0.867744859664962,61.40369179043618,0.5093301288145043
25,-45.0,6.3,6.080000000000002,3.1,0.05,0.0,0,0,3165,121232.16000000003,0.5665257307771738,0.7718855622523851,0.9557903932557008,0.8666658698178177,61.66898992089057,0.5086850710314041
26,-45.0,6.3,6.080000000000002,3.1,0.05,14.999999999999998,0.25,0.5,3168,121347.07200000003,0.5664284544026903,0.7719621986479634,0.9557875316713158,0.8664679706768603,61.71638911671102,0.5085939701677433
27,-45.0,6.3,6.080000000000002,3.1,0.05,29.999999999999996,0.5,0.25,3162,121117.24800000004,0.5667346796255174,0.7719918624164737,0.9557929005950699,0.8668287204144328,61.633028557272105,0.5088707807931045
28,-45.0,6.3,6.080000000000002,3.1,0.05,45.0,0.75,0.5,3163,121155.55200000003,0.5664336524230029,0.7717011183393417,0.955790870713524,0.8667159569694654,61.62039485838841,0.5086056217909716
29,-60.0,6.3,5.9,3.1,0.05,0.0,0,0,3168,117754.56000000001,0.573808658609099,0.7794201953251719,0.9570654036973401,0.8689385709598236,60.645349811303035,0.5150148734053529
30,-60.0,6.3,5.9,3.1,0.05,14.999999999999998,0.25,0.5,3165,117643.05,0.5737616920744938,0.7793098026613329,0.9570660560682079,0.8689877319988369,60.58328805631615,0.5149754962687226
31,-60.0,6.3,5.9,3.1,0.05,29.999999999999996,0.5,0.25,3163,117568.71,0.5741140868609765,0.7797112242867952,0.9570677107846599,0.869066180932354,60.58132917577481,0.5152844594090962
32,-60.0,6.3,5.9,3.1,0.05,45.0,0.75,0.5,3163,117568.71,0.5739480917798837,0.7796557447399056,0.9570653418880034,0.8689185489846282,60.56378548133196,0.5151352386305162
33,-60.0,6.3,5.930000000000001,3.1,0.05,0.0,0,0,3168,118353.312,0.5731744385637233,0.7794201953251719,0.9568470921907163,0.8682185895263608,60.886998453314014,0.514451158353
34,-60.0,6.3,5.930000000000001,3.1,0.05,14.999999999999998,0.25,0.5,3165,118241.235,0.5731306985317379,0.7793098026613329,0.9568477478787243,0.8682729521019303,60.825026737767,0.5144146772297075
35,-60.0,6.3,5.930000000000001,3.1,0.05,29.999999999999996,0.5,0.25,3163,118166.517,0.5734827090554356,0.7797112242867952,0.9568494110089887,0.8683510101864181,60.82305961655634,0.5147233003115116
36,-60.0,6.3,5.930000000000001,3.1,0.05,45.0,0.75,0.5,3163,118166.517,0.5733158127055774,0.7796557447399056,0.9568470300670948,0.8682023176517604,60.80533222797526,0.5145732799078376
37,-60.0,6.3,5.960000000000001,3.1,0.05,0.0,0,0,3168,118952.06400000001,0.5725072282583508,0.7794201953251719,0.9566287806840924,0.8674486610777061,61.12445518889121,0.5138578779842878
38,-60.0,6.3,5.960000000000001,3.1,0.05,14.999999999999998,0.25,0.5,3165,118839.42000000001,0.5724652498514758,0.7793098026613329,0.9566294396892405,0.8675062037233467,61.06242540116547,0.513822983999463
39,-60.0,6.3,5.960000000000001,3.1,0.05,29.999999999999996,0.5,0.25,3163,118764.32400000001,0.572814994180004,0.7797112242867952,0.9566311112333175,0.8675806631893375,61.060251216562506,0.5141295732594117
40,-60.0,6.3,5.960000000000001,3.1,0.05,45.0,0.75,0.5,3163,118764.32400000001,0.5726484063249976,0.7796557447399056,0.9566287182461863,0.8674327155352077,61.042467937193365,0.5139798373894956
41,-60.0,6.3,5.990000000000001,3.1,0.05,0.0,0,0,3168,119550.81600000004,0.5718017204100806,0.7794201953251719,0.9564104691774689,0.8666198042100006,61.35709546516455,0.5132302523569937
42,-60.0,6.3,5.990000000000001,3.1,0.05,14.999999999999998,0.25,0.5,3165,119437.60500000003,0.5717637616013608,0.7793098026613329,0.9564111314997569,0.8666836225145111,61.29525502812908,0.5131989629910032
43,-60.0,6.3,5.990000000000001,3.1,0.05,29.999999999999996,0.5,0.25,3163,119362.13100000002,0.5721133837540369,0.7797112242867952,0.9564128114576462,0.8667580620148427,61.293104320061325,0.5135054460452061
44,-60.0,6.3,5.990000000000001,3.1,0.05,45.0,0.75,0.5,3163,119362.13100000002,0.571945883855338,0.7796557447399056,0.956410406425278,0.8666092297968974,61.27513540418194,0.513354904866619
45,-60.0,6.3,6.020000000000001,3.1,0.05,0.0,0,0,3168,120149.56800000003,0.5710636672832629,0.7794201953251719,0.956192157670845,0.8657400563315341,61.5854748761743,0.5125734191251881
46,-60.0,6.3,6.020000000000001,3.1,0.05,14.999999999999998,0.25,0.5,3165,120035.79000000002,0.5710238604024933,0.7793098026613329,0.9561928233102732,0.8658012945266047,61.523200792866,0.5125404747439576
47,-60.0,6.3,6.020000000000001,3.1,0.05,29.999999999999996,0.5,0.25,3163,119959.93800000002,0.57137351132245,0.7797112242867952,0.9561945116819748,0.8658762231061268,61.52109368549006,0.5128469946815915
48,-60.0,6.3,6.020000000000001,3.1,0.05,45.0,0.75,0.5,3163,119959.93800000002,0.5712039943451431,0.7796557447399056,0.9561920946043695,0.8657240078927284,61.50281721316089,0.5126946398818651
49,-60.0,6.3,6.050000000000002,3.1,0.05,0.0,0,0,3168,120748.32000000004,0.5702823908139839,0.7794201953251719,0.9559738461642215,0.8647921316194244,61.80838193711634,0.5118777796421211
50,-60.0,6.3,6.050000000000002,3.1,0.05,14.999999999999998,0.25,0.5,3165,120633.97500000003,0.5702462473414547,0.7793098026613329,0.9559745151207895,0.8648588028242815,61.746272655264825,0.5118481145569879
51,-60.0,6.3,6.050000000000002,3.1,0.05,29.999999999999996,0.5,0.25,3163,120557.74500000002,0.5705964647186783,0.7797112242867952,0.9559762119063038,0.8649353326460457,61.74427097296512,0.5121551582850618
52,-60.0,6.3,6.050000000000002,3.1,0.05,45.0,0.75,0.5,3163,120557.74500000002,0.5704261793407766,0.7796557447399056,0.9559737827834609,0.8647823128085272,61.72582146840232,0.5120021236993303
53,-60.0,6.3,6.080000000000002,3.1,0.05,0.0,0,0,3168,121347.07200000003,0.5694628265147526,0.7794201953251719,0.9557555346575977,0.8637816184593071,62.02627855242609,0.5111477148161109
54,-60.0,6.3,6.080000000000002,3.1,0.05,14.999999999999998,0.25,0.5,3165,121232.16000000003,0.5694242822885083,0.7793098026613329,0.9557562069313056,0.863844000892756,61.963682154665875,0.5111158800986955
55,-60.0,6.3,6.080000000000002,3.1,0.05,29.999999999999996,0.5,0.25,3163,121155.55200000003,0.5697755356598044,0.7797112242867952,0.9557579121306328,0.8639234752800433,61.96184288600701,0.5114238832901937
56,-60.0,6.3,6.080000000000002,3.1,0.05,45.0,0.75,0.5,3163,121155.55200000003,0.5696045129019113,0.7796557447399056,0.9557554709625526,0.863769338374465,61.94322202903508,0.5112701894918944
57,-63.40247638415907,6.204054643037805,5.751632164357334,3.1,0.05,8.827455502600051,0.5642769372841904,0.038246930067683094,3225,115079.0947557036,0.584045731025361,0.7810750243536583,0.9580678283915363,0.8816860598862021,60.31758790746815,0.5241402709633207
58,-55.24747926225872,6.165468811385291,5.734272700091243,3.1,0.05,19.77581210230572,0.3451974002560557,0.20988722968723572,3236,114407.09562443224,0.5857036642493232,0.7771382076237543,0.9581910833830977,0.8879934139452553,60.14628151562489,0.5257216013337929
59,-74.23478680880696,6.176132414301388,5.712621385201139,3.1,0.05,22.739782299753404,0.05484976131117825,0.3130453643147766,3234,114101.68435253482,0.589038372279707,0.7864343310211868,0.9583073823378206,0.8834853913255284,60.301128784709995,0.528485877547612
60,-60.41045419467875,6.26234647935631,5.771140065870173,3.1,0.05,15.26220960419128,0.3798360913930723,0.5720587679712575,3186,115144.83945337028,0.5790230627517996,0.7795259016503451,0.9579783051059366,0.8757195304708707,59.83772654599581,0.5196735418631422
61,-68.04059269071566,6.270226900000495,5.9492648375432235,3.1,0.05,59.895354192578225,0.19844912400831005,0.14462682206559518,3176,118475.09157261973,0.5765155278571407,0.7835523901964973,0.956664974586408,0.869347136231745,61.294007295142336,0.5173577541197506
62,-43.34378682946603,6.419472958185279,5.943424141287628,3.1,0.05,39.581355416021296,0.8157076121698208,0.30253127951191916,3105,118467.08497023674,0.5611292696444415,0.7712973154149215,0.9568763309634429,0.8579116534560248,59.68671413714,0.5038252958797415
63,-62.582420512432165,6.219466627683287,5.865356915824547,3.1,0.05,16.520723296001226,0.46393134806486147,0.2126906266538232,3203,116843.49128654313,0.581344244333289,0.78095551054319,0.9572595603722722,0.8784985154929597,60.96224232223753,0.5217427316745932
64,-68.64358507297455,6.211585698873947,5.875398726936208,3.1,0.05,18.988823670559736,0.25278587808741715,0.3141175086849527,3219,117479.15197518222,0.582557556310651,0.7840135891256143,0.9571581785590659,0.8774240812403545,61.41309692220443,0.5227574075030615
65,-44.36698711180293,6.328611221017781,5.8853917736591335,3.1,0.05,16.209105617673977,0.03488546268842907,0.3940152494309156,3162,117772.97899645093,0.5688787067231272,0.7716120250225439,0.9572279181421938,0.8689992845575969,60.15486237452727,0.5107696424690084
66,-49.323759738644256,6.411694500641417,5.99325961670914,3.1,0.05,46.69797982818073,0.2663046720107922,0.5909666361732616,3106,119354.10584700009,0.5620824908534071,0.7743935936423485,0.9565006840649013,0.8566786466167122,60.22880145685477,0.5046227863669978
67,-48.429601239354675,6.345436779162165,5.930661221267075,3.1,0.05,1.0285127763165147,0.9233108199219874,0.8306937980281592,3151,118580.4355261017,0.5674451383279626,0.7734231573036268,0.9569027371563809,0.865437150888946,60.41059294484996,0.5094482296074253
68,-67.30950421006777,6.296274975672241,6.009464253647928,3.1,0.05,52.01077537330199,0.5787055904042347,0.7201806106085116,3170,119944.04888988577,0.5728122943825197,0.7829146469845337,0.9562472807036266,0.8648998953483839,61.65855863645639,0.5140610076708502
69,-41.782966779766454,6.430289993554845,6.1517364548003215,3.1,0.05,12.056883819629919,0.9006485836482038,0.866493887240539,3089,122192.96109864491,0.5547433229612004,0.7702952207212694,0.9553813954753435,0.8505757261802056,60.87055351460869,0.49815106342720195
70,-51.86845774595741,6.185765617761071,5.696463796860817,3.1,0.05,22.779503749390795,0.9881359076088297,0.26707839768805997,3231,113850.71435863616,0.5837061546051655,0.7752541900888655,0.958485421555772,0.8865950089439545,59.653803362265734,0.5239651213285574
71,-73.31142889529366,6.403696069269876,6.054365633243972,3.1,0.05,8.701432201572704,0.14686444642066676,0.6597077846755817,3107,120459.37618518653,0.5651263785477245,0.7859702682374965,0.9559884961072466,0.8506081633201228,61.084796778707265,0.5070987308185907
72,-43.26457251616088,6.4243264578402375,6.01984003284521,3.1,0.05,57.43924194360249,0.40988619449283614,0.9092862458898928,3100,119887.59454441733,0.5590073748767046,0.7709015566066693,0.9563302233740116,0.8556083272049845,60.17696859761153,0.501944916204958
73,-67.83543319067606,6.230488617924531,5.895711339406117,3.1,0.05,37.87954930388135,0.046846385718665284,0.5326206204618464,3200,117546.1196631629,0.5808246325776402,0.7835275565276496,0.95703137505163,0.8754006291805564,61.26741786270418,0.5212202498752873
74,-58.99657571533787,6.415543704512306,5.932811299915412,3.1,0.05,26.436819331990165,0.054155088819764385,0.6025844247964032,3102,118068.97599458901,0.5646047146047186,0.7785508158165755,0.9569197680259818,0.8560398065351534,59.83461577790534,0.5067767825872184
75,-68.25928353120625,6.151296857577907,5.869505077876052,3.1,0.05,35.77740512062943,0.7688330254810903,0.0715040152098535,3255,117521.99679920408,0.5866202209603933,0.7833238056528518,0.9571584704220073,0.8843100645957803,61.865643999892605,0.5264175701983272
76,-74.61887304702019,6.4442586827435075,6.024271015291719,3.1,0.05,36.09138422092019,0.7641082720031638,0.5300445462969582,3088,119882.21494266055,0.5632249293329326,0.7863853688800506,0.9562375181835701,0.8470882437461491,60.5857543081224,0.5053773350542485
77,-59.93379327655917,6.3898993944600795,5.945013756364941,3.1,0.05,18.885259765668327,0.49390587978443123,0.2616705317931113,3115,118332.74398277265,0.5664498754018845,0.7793182663297662,0.956807720506651,0.8582019554483679,60.162634489327615,0.5084191616319346
78,-42.02825010092505,6.298414423373168,5.959940624709522,3.1,0.05,57.46555043497436,0.913761549308902,0.9176948161020476,3169,118958.47972219138,0.5688587034446138,0.7701944491134538,0.9566680837694184,0.8710246460806753,60.763765369851086,0.5107980995701626
79,-62.09862496923728,6.20576501369814,5.855494759415202,3.1,0.05,42.18686711142812,0.29055632741115434,0.7751058218798148,3221,117044.13276562263,0.5819249051852807,0.7804642862352822,0.9573162097524001,0.8799129021793498,61.12866849562593,0.5222702501289344
80,-66.40550074114826,6.403288290790679,5.9386451614510705,3.1,0.05,50.96555451821741,0.27719549711621283,0.12442922273083801,3114,118415.63277734585,0.5671175118870974,0.782864309733593,0.9568490185395339,0.8556128279939922,60.26596066728986,0.5089358495478932
81,-74.69685400779862,6.441732084855867,5.9694274353245245,3.1,0.05,5.496474198935286,0.942587184702226,0.5511015740996618,3090,118821.16741649798,0.5647285671327744,0.7866569851632114,0.9566295278020678,0.8486760512427423,60.20756457836951,0.5067073980793919
82,-71.1281975257193,6.360300232298153,6.069205046069315,3.1,0.05,29.977646826318267,0.7404243597013629,0.7436935282896944,3132,120901.35834003748,0.5675586401320895,0.7850188541473263,0.9558536519859105,0.8553107066484447,61.576131913171594,0.5093088511047783
83,-44.590680031054795,6.286844310629883,5.8953741820236285,3.1,0.05,3.8527154155421424,0.8933224220024514,0.3801203638438644,3179,117824.22954058547,0.5716831906521137,0.771761456677488,0.9571226989574446,0.8732735860930868,60.47750601805577,0.513285817814101
84,-40.73736524295295,6.34411165509697,5.9148586637233675,3.1,0.05,19.132918745918246,0.75081038836245,0.05469314083221821,3140,117827.00469048515,0.566366559161664,0.769595062317787,0.9570348672672543,0.8674367572057465,59.92303081803808,0.5085678870938576
85,-65.87909401496638,6.30104107683654,6.015644586504196,3.1,0.05,49.71742118219894,0.3601344183149038,0.36948770518634333,3170,120158.290948983,0.5723018852101611,0.782481346192258,0.95621087799744,0.8645519982574026,61.71515233595759,0.5136154305170727
86,-43.0807717412768,6.251583769484592,5.80171169986586,3.1,0.05,48.083421842449084,0.49199817224278586,0.22374737564845915,3198,115991.09766055667,0.575565373362541,0.7710002860127815,0.9577833275736664,0.8792334866412848,59.94139522809894,0.516775825361314
87,-50.48458076074138,6.158752952432181,5.786075147931227,3.1,0.05,1.573877533511816,0.40236081806490154,0.5519589214371342,3248,115742.50403622609,0.5841678064005126,0.7745948712907952,0.9578173389999124,0.8886900295154153,60.696788368029814,0.5244122621455676
88,-67.05816508274414,6.363108550159097,6.036597983357512,3.1,0.05,55.760750724426764,0.6015962495237472,0.637497995590842,3133,120343.31798148218,0.5673851183134845,0.7828577850980581,0.9561028194794551,0.8569318054932894,61.278379339134595,0.5091963589417055
89,-44.098312964995614,6.252869136536341,5.769746051852163,3.1,0.05,40.25881552473614,0.806667272757866,0.14990214540151037,3196,115303.58457443904,0.5757833534698733,0.7712577895497607,0.958010600828999,0.87914949932873,59.60693610596427,0.5169564877445986
90,-64.32375176613549,6.214070956462878,5.888675013760901,3.1,0.05,55.867853829170514,0.27744380297198346,0.1876857077935592,3217,117718.53695456883,0.5810320786208536,0.7815814739814047,0.9570729003139847,0.877699905830584,61.38388009242067,0.5214461688061123
91,-67.24759879014746,6.246940159529019,5.845722746769592,3.1,0.05,45.463613789412314,0.4729188777895982,0.16106221783230723,3202,116930.25236283173,0.5801975852255306,0.7830769943241204,0.9574046800178357,0.8745421593908937,60.88046585408829,0.5206562427076415
92,-72.97816224092973,6.431517589910527,6.062748298479295,3.1,0.05,49.77530327530137,0.737783863281339,0.3256062830166332,3100,120877.28420709608,0.5628211825512709,0.785963629560385,0.9559478696885192,0.8472269737081285,61.0468575503195,0.505031676966943
93,-50.26721325053718,6.182674105052757,5.85328457562902,3.1,0.05,39.921666806729014,0.12698037720093813,0.6030060886548534,3235,117071.25640492166,0.5813869414559671,0.7746556837377491,0.957345259293311,0.8849000860642406,61.10272930838419,0.5219276804978019
94,-66.72874754401522,6.20222339639026,5.819289146502245,3.1,0.05,29.080386850340698,0.15003510800514108,0.14825967278923313,3223,116326.22836312793,0.5837112261243654,0.7828620837563556,0.957563184123984,0.8799297943470257,60.93257005106547,0.5238076649477217
95,-73.7139573220283,6.395752803544148,5.929932415132929,3.1,0.05,24.606904005175263,0.04758324145558901,0.12616854295519842,3113,118064.8267579285,0.5689414185693105,0.7861454402797917,0.956888087182628,0.855160516163753,60.27173241000316,0.5104969368530047
96,-68.80262326815294,6.363740922183288,5.982179413985349,3.1,0.05,55.41841646499347,0.7611227611749631,0.9829959917897927,3132,119232.23309402498,0.5691740487379549,0.7839775057148471,0.9564937005710402,0.8580509598438065,60.89950726055392,0.5107637899604661
97,-64.88551912281248,6.305646918138551,5.949248417259756,3.1,0.05,17.000906673807187,0.9876092214482214,0.11928486515556547,3162,118618.82515410452,0.5732810234227463,0.7818498082210218,0.9566996194741108,0.8661397328663357,61.028748706941506,0.5144946312497664
98,-60.73034760135245,6.334634052617863,5.89572856289854,3.1,0.05,13.38850544156426,0.7283039489140661,0.22724403036804008,3153,117755.98304527454,0.5716673773493259,0.7796547601463434,0.9571246156379273,0.8653633223590932,60.41937386962901,0.5130896308376884
99,-47.395222349088854,6.249878398276924,5.876759097282232,3.1,0.05,57.44819856411514,0.02663341870042435,0.36882084087681377,3196,117385.97902980525,0.5751828299181025,0.7728958211612936,0.9572267635973577,0.877379662936,60.618036878727786,0.5163992955524643
100,-55.62249869768351,6.161382936815685,5.745814076594926,3.1,0.05,5.164854691554354,0.9034281075148931,0.1194206353429228,3248,114986.21830973458,0.5855799477539537,0.7772307304935828,0.9580974230808922,0.887871713989342,60.43744453559116,0.525605984995461
101,-40.4660953426839,6.300424137870192,5.87309098789464,3.1,0.05,34.54547880760992,0.42131183870037403,0.673717315290007,3169,117262.39362598049,0.5701189399042939,0.7695952799837998,0.9573031176819286,0.8729143431852046,60.03011468121786,0.5119298082272616
102,-73.57096654720779,6.301153277233112,5.929236592523949,3.1,0.05,32.4688973402131,0.7671244683013209,0.5392578288453387,3165,118247.65547618634,0.5756121616381766,0.7864597409488421,0.9568150725735595,0.8649800112517589,61.07185607984012,0.5164741392453168
103,-67.418613715418,6.1944402669790914,5.721959765663786,3.1,0.05,56.70732522807139,0.7998542156044758,0.7871798021825621,3222,114201.65696660457,0.5862304045259259,0.7831364149863661,0.9582701984370292,0.8826405928542898,60.07544898190604,0.5260470870354675
104,-49.124811267223336,6.378770274448783,6.071315790849927,3.1,0.05,12.279580655876753,0.6628090515614771,0.5683650195895636,3125,121023.52716707818,0.5621802890015456,0.7738901360507083,0.955909679055315,0.8579274299238325,61.084998787409305,0.5047365600498392
105,-48.129913140599626,6.189919772413146,5.85533500618042,3.1,0.05,19.41390356005018,0.4991548460885413,0.4263687655539288,3231,117104.53824414354,0.5805756183637281,0.7737032096270346,0.9573430098549702,0.8845972282056478,61.03779306180237,0.5212248301987127
106,-60.02098821125655,6.413590557965532,6.157373845081268,3.1,0.05,39.24809081633779,0.4925596387975303,0.2478101756060812,3104,122579.67523851783,0.5591258118872757,0.7793245916431382,0.955283214064656,0.8487075146569046,61.52061195935447,0.5018826476709659
107,-60.8087523219625,6.176401449817395,5.818460427975338,3.1,0.05,49.65188606391515,0.6337933167188129,0.035225648827057476,3236,116292.60906099633,0.5845792282847295,0.7798152270411112,0.9575703354056034,0.8842901290320497,61.01441193780014,0.5246628520114949
108,-46.637733420646285,6.335384921417165,5.9949977310922415,3.1,0.05,58.72823214668,0.553497357978481,0.9330798149905515,3145,119449.04433175204,0.5666479343182353,0.7728247818607429,0.9564326689704248,0.8652740817416269,60.77064998255048,0.5087579421210687
109,-45.02880705981927,6.284264946889115,5.916279735263128,3.1,0.05,5.010909769300988,0.5167427416275926,0.9594859360694558,3179,118193.53308369196,0.5715047445963725,0.7719398509606523,0.9569675347815596,0.873010151663771,60.64809547130463,0.5131253283405969
110,-60.75625855882751,6.365188074989058,6.078787751342106,3.1,0.05,23.197202349734148,0.6544723977384014,0.963749369601017,3132,121185.30871998765,0.5650917837401526,0.779799059301344,0.955814637936051,0.8567120552769797,61.4669944312393,0.5072149015460755
111,-40.627014195624945,6.3357079846608135,5.956932580341245,3.1,0.05,31.493159607711863,0.9599006175559373,0.40919540221941497,3146,118734.39819581223,0.5663479816716719,0.7697395210036168,0.9567250835194243,0.8674935503450237,60.38299838400069,0.508555223267476
112,-49.16208715566869,6.379325792630414,5.913267802335072,3.1,0.05,57.88905102623449,0.4418508229371091,0.8692923245936257,3127,117958.76348039252,0.5657240889550289,0.7739086413873889,0.957055426411346,0.8621540057069285,59.9099512280408,0.5078889389850142
113,-60.18825310630899,6.344457525399171,6.0490586526712855,3.1,0.05,43.274568282942525,0.6101968423020246,0.9197344541598161,3142,120583.66245961793,0.5672735748857517,0.7794884932313123,0.9560166077917983,0.8601051056491242,61.39827389166297,0.5091757261247936
114,-66.13650996945803,6.371380779106537,6.026653564337631,3.1,0.05,33.807892222950336,0.5506986862125981,0.8859989817398646,3126,120032.47523641556,0.5670521990258445,0.7825077757793168,0.9561857385243115,0.8566563716061328,61.085067145901526,0.5089045029321322
115,-72.59751733915054,6.376720196703086,5.938963194274115,3.1,0.05,17.13461120769165,0.8527122807128358,0.7192799681423833,3131,118574.43460305301,0.5696705226023964,0.7858071226043061,0.9568038092657001,0.8567355223041109,60.61027021998656,0.5111579947472589
116,-70.17654757758761,6.382440424678709,6.076369528920541,3.1,0.05,42.84723101518322,0.7342903032457658,0.5648311989197401,3124,121155.17579807204,0.565517642520539,0.7844617863633252,0.9558204020790951,0.8528360644937599,61.48507701297147,0.5074903041323464
117,-42.026120598800766,6.2891933664922135,5.998035230713462,3.1,0.05,46.469760417782936,0.6682054286135495,0.5868143511231788,3172,119656.73233718734,0.5685187951923214,0.7700411261311778,0.9563836738552397,0.8709757379001093,61.08502217354381,0.5105021755182896
118,-45.083381428253375,6.222840501456998,5.734616219363552,3.1,0.05,36.416138331225596,0.2793954802440275,0.12994131147136678,3210,114550.7826452384,0.5790006745516858,0.7720886185130721,0.9582453287199473,0.8829120490827974,59.54595440121188,0.5198214540849063
119,-54.63153539566569,6.217229004957875,5.745439216915253,3.1,0.05,20.241503260367356,0.022539113139533273,0.17672908218409777,3203,114413.43844004639,0.5814665892550712,0.7767181181442518,0.9581454871353472,0.8820681956986811,59.71550405929021,0.5219273616235355
120,-53.99785362266547,6.392274519147781,5.899608396460795,3.1,0.05,57.41841949047497,0.627228914202047,0.17089367268316213,3121,117698.89116444316,0.5660263110408814,0.7762587827378582,0.9571536956473875,0.8601835637084835,59.80304809702396,0.50810205181517
