distance_m,2016-06-08,2016-10-20,2017-05-11,2017-09-05,2018-09-13,2019-04-13,2019-10-15,2020-03-19,2021-03-14
95.0,46.2345652173913,46.12921052631579,46.15369565217391,46.15369565217391,45.174564356435646,45.09726478616925,44.98833333333334,44.82333333333333,44.82333333333333
100.0,46.63891304347826,46.56605263157895,46.345,46.345,45.16590099009901,45.04539945404914,44.89666666666667,44.753461538461536,44.753461538461536
105.0,47.043260869565216,47.00289473684211,46.781363636363636,46.781363636363636,45.15723762376238,44.993534121929024,44.805,44.68358974358974,44.68358974358974
110.0,47.12863636363636,47.251666666666665,47.217727272727274,47.217727272727274,45.14857425742574,44.941668789808915,44.71333333333333,44.61371794871795,44.61371794871795
115.0,47.001363636363635,47.218333333333334,47.269444444444446,47.269444444444446,45.13991089108911,44.88980345768881,44.62166666666667,44.543846153846154,44.543846153846154
120.0,46.8740909090909,47.185,47.225,47.225,45.131247524752474,44.8379381255687,44.53,44.47397435897436,44.47397435897436
125.0,46.74681818181818,47.151666666666664,47.18055555555556,47.18055555555556,45.12258415841585,44.78607279344859,44.52333333333333,44.46645161290323,44.46645161290323
130.0,46.61954545454545,47.11833333333333,47.13611111111111,47.13611111111111,45.11392079207921,44.73420746132848,44.516666666666666,44.47451612903226,44.47451612903226
135.0,46.49227272727272,47.085,47.09166666666666,47.09166666666666,45.10525742574258,44.68234212920837,44.510000000000005,44.48258064516129,44.48258064516129
140.0,46.364999999999995,46.42785714285714,46.58833333333333,46.58833333333333,45.096594059405945,44.630476797088264,44.50333333333334,44.490645161290324,44.490645161290324
145.0,45.315,44.835,45.39666666666666,45.39666666666666,45.08793069306931,44.578611464968155,44.49666666666667,44.498709677419356,44.498709677419356
150.0,44.265,44.75863636363636,44.205,44.205,45.079267326732676,44.52674613284805,44.49,44.50677419354839,44.50677419354839
155.0,44.257,44.682272727272725,44.222,44.222,45.07060396039604,44.514155339805825,44.483333333333334,44.5204854368932,44.5204854368932
160.0,44.249,44.605909090909094,44.239,44.239,45.06194059405941,44.527747572815535,44.47666666666667,44.53796116504854,44.53796116504854
165.0,44.241,44.529545454545456,44.256,44.256,45.05327722772277,44.541339805825245,44.47,44.55543689320388,44.55543689320388
170.0,44.233,44.45318181818182,44.272999999999996,44.272999999999996,45.04461386138614,44.55493203883495,44.46333333333334,44.57291262135922,44.57291262135922
175.0,44.224999999999994,44.37681818181818,44.29,44.29,45.03595049504951,44.56852427184466,44.45666666666667,44.59038834951456,44.59038834951456
180.0,44.217,44.30045454545454,44.307,44.307,45.02728712871288,44.58211650485437,44.45,44.6078640776699,44.6078640776699
185.0,44.208999999999996,44.224090909090904,44.324,44.324,45.018623762376244,44.59570873786408,44.45875,44.62533980582524,44.62533980582524
190.0,44.20099999999999,44.14772727272727,44.341,44.341,45.00996039603961,44.60930097087379,44.4675,44.64281553398058,44.64281553398058
195.0,44.193,44.071363636363635,44.358,44.358,45.001297029702975,44.62289320388349,44.47625,44.66029126213592,44.66029126213592
200.0,44.184999999999995,43.995,44.375,44.375,44.99263366336634,44.6364854368932,44.485,44.67776699029126,44.67776699029126
205.0,44.17999999999999,44.021,44.383,44.383,44.98397029702971,44.65007766990291,44.493750000000006,44.6952427184466,44.6952427184466
210.0,44.175,44.047,44.391,44.391,44.97530693069307,44.66366990291262,44.502500000000005,44.71271844660194,44.71271844660194
215.0,44.169999999999995,44.073,44.399,44.399,44.96664356435644,44.677262135922334,44.511250000000004,44.73019417475728,44.73019417475728
220.0,44.165,44.099,44.407,44.407,44.957980198019804,44.69085436893204,44.52,44.74766990291262,44.74766990291262
225.0,44.16,44.125,44.415,44.415,44.94931683168318,44.70444660194175,44.52875,44.76514563106796,44.76514563106796
230.0,44.154999999999994,44.150999999999996,44.423,44.423,44.94065346534654,44.71803883495146,44.5375,44.7826213592233,44.7826213592233
235.0,44.15,44.177,44.431,44.431,44.93199009900991,44.73163106796117,44.54625,44.80009708737864,44.80009708737864
240.0,44.144999999999996,44.202999999999996,44.439,44.439,44.923326732673274,44.74522330097088,44.55500000000001,44.81757281553398,44.81757281553398
245.0,44.14,44.229,44.446999999999996,44.446999999999996,44.91466336633664,44.75881553398058,44.563750000000006,44.83504854368932,44.83504854368932
250.0,44.135,44.254999999999995,44.455,44.455,44.906000000000006,44.77240776699029,44.572500000000005,44.85252427184466,44.85252427184466
255.0,44.85393617021276,44.281,44.463,44.463,44.89300000000001,44.786,44.581250000000004,44.87,44.87
260.0,44.87627659574468,44.307,44.471,44.471,44.88,44.78033962264151,44.59,44.85981481481481,44.85981481481481
265.0,44.89861702127659,44.333,44.479,44.479,44.867000000000004,44.77467924528302,44.595555555555556,44.849629629629625,44.849629629629625
270.0,44.92095744680851,44.359,44.486999999999995,44.486999999999995,44.854000000000006,44.76901886792453,44.601111111111116,44.83944444444444,44.83944444444444
275.0,44.94329787234042,44.385,44.495,44.495,44.84100000000001,44.76335849056604,44.60666666666667,44.82925925925926,44.82925925925926
280.0,44.96563829787234,44.411,44.503,44.503,44.828,44.75769811320755,44.61222222222222,44.819074074074074,44.819074074074074
285.0,44.987978723404254,44.437,44.510999999999996,44.510999999999996,44.815000000000005,44.75203773584906,44.61777777777778,44.80888888888889,44.80888888888889
290.0,45.01031914893617,44.463,44.519,44.519,44.80200000000001,44.74637735849057,44.623333333333335,44.7987037037037,44.7987037037037
295.0,45.032659574468084,44.489,44.526999999999994,44.526999999999994,44.789,44.74071698113208,44.62888888888889,44.788518518518515,44.788518518518515
300.0,45.055,44.515,44.535,44.535,44.776,44.73505660377359,44.63444444444445,44.77833333333333,44.77833333333333
305.0,45.0625,44.552,44.5605,44.5605,44.763000000000005,44.7293962264151,44.64,44.76814814814814,44.76814814814814
310.0,45.07,44.589,44.586,44.586,44.75,44.731373134328365,44.64555555555555,44.763057851239665,44.763057851239665
315.0,45.0775,44.626,44.6115,44.6115,44.737,44.74480597014926,44.65111111111111,44.778347107438016,44.778347107438016
320.0,45.085,44.663,44.63699999999999,44.63699999999999,44.724000000000004,44.75823880597016,44.656666666666666,44.79363636363636,44.79363636363636
325.0,45.0925,44.7,44.662499999999994,44.662499999999994,44.711,44.77167164179105,44.66222222222222,44.80892561983471,44.80892561983471
330.0,45.1,44.737,44.687999999999995,44.687999999999995,44.698,44.785104477611945,44.66777777777778,44.824214876033054,44.824214876033054
335.0,45.1075,44.774,44.713499999999996,44.713499999999996,44.685,44.79853731343284,44.67333333333333,44.839504132231404,44.839504132231404
340.0,45.115,44.811,44.739,44.739,44.672000000000004,44.81197014925374,44.67888888888889,44.85479338842975,44.85479338842975
345.0,45.1225,44.848,44.7645,44.7645,44.659,44.82540298507463,44.688421052631575,44.8700826446281,44.8700826446281
350.0,45.129999999999995,44.885,44.78999999999999,44.78999999999999,44.646,44.838835820895525,44.69894736842105,44.88537190082645,44.88537190082645
355.0,45.137499999999996,44.922,44.81549999999999,44.81549999999999,44.6805,44.852268656716426,44.70947368421053,44.90066115702479,44.90066115702479
360.0,45.144999999999996,44.958999999999996,44.840999999999994,44.840999999999994,44.715,44.86570149253732,44.72,44.91595041322314,44.91595041322314
365.0,45.152499999999996,44.995999999999995,44.866499999999995,44.866499999999995,44.749500000000005,44.87913432835821,44.730526315789476,44.93123966942149,44.93123966942149
370.0,45.16,45.032999999999994,44.891999999999996,44.891999999999996,44.784,44.89256716417911,44.741052631578945,44.94652892561984,44.94652892561984
375.0,45.1675,45.06999999999999,44.9175,44.9175,44.8185,44.906000000000006,44.75157894736842,44.96181818181818,44.96181818181818
380.0,45.175,45.107,44.943,44.943,44.853,44.92742857142858,44.7621052631579,44.97710743801653,44.97710743801653
385.0,45.1825,45.144,44.96849999999999,44.96849999999999,44.8875,44.94885714285715,44.77263157894737,44.992396694214875,44.992396694214875
390.0,45.19,45.181,44.99399999999999,44.99399999999999,44.922000000000004,44.97028571428572,44.783157894736846,45.007685950413226,45.007685950413226
395.0,45.1975,45.217999999999996,45.019499999999994,45.019499999999994,44.956500000000005,44.99171428571429,44.793684210526315,45.02297520661157,45.02297520661157
400.0,45.205,45.254999999999995,45.044999999999995,45.044999999999995,44.991,45.01314285714286,44.80421052631579,45.03826446280992,45.03826446280992
405.0,45.205,45.254999999999995,45.10690476190476,45.10690476190476,45.0255,45.03457142857143,44.81473684210526,45.053553719008264,45.053553719008264
410.0,45.205,45.254999999999995,45.16880952380952,45.16880952380952,45.06,45.056000000000004,44.82526315789474,45.068842975206614,45.068842975206614
415.0,45.205,45.254999999999995,45.230714285714285,45.230714285714285,45.094500000000004,45.07742857142858,44.835789473684216,45.08413223140496,45.08413223140496
420.0,45.205,45.254999999999995,45.29261904761905,45.29261904761905,45.129000000000005,45.09885714285715,44.846315789473685,45.09942148760331,45.09942148760331
425.0,45.205,45.254999999999995,45.31310126582279,45.31310126582279,45.163500000000006,45.12028571428572,44.85684210526316,45.11471074380165,45.11471074380165
430.0,45.205,45.254999999999995,45.32322784810127,45.32322784810127,45.19800000000001,45.14171428571429,44.86736842105263,45.13,45.13
435.0,45.205,45.254999999999995,45.33335443037974,45.33335443037974,45.2325,45.16314285714286,44.87789473684211,45.15857142857143,45.15857142857143
440.0,45.205,45.254999999999995,45.34348101265822,45.34348101265822,45.267,45.18457142857143,44.06727272727273,45.18714285714286,45.18714285714286
445.0,45.205,45.254999999999995,45.353607594936705,45.353607594936705,45.301500000000004,45.206,44.06272727272727,45.215714285714284,45.215714285714284
450.0,45.205,45.254999999999995,45.363734177215186,45.363734177215186,45.336000000000006,45.227428571428575,44.05818181818182,45.244285714285716,45.244285714285716
455.0,45.205,45.254999999999995,45.37386075949367,45.37386075949367,45.344928571428575,45.251000000000005,44.053636363636365,43.778,43.778
460.0,45.205,45.254999999999995,45.38398734177215,45.38398734177215,45.35385714285715,45.276,44.04909090909091,43.461999999999996,43.461999999999996
465.0,45.205,45.254999999999995,45.39411392405063,45.39411392405063,45.36278571428572,45.301,44.04454545454546,43.526999999999994,43.526999999999994
470.0,45.205,45.254999999999995,45.40424050632911,45.40424050632911,45.37171428571429,45.32600000000001,44.04,43.592,43.592
475.0,45.205,45.254999999999995,45.41436708860759,45.41436708860759,45.38064285714286,45.351000000000006,44.03545454545455,43.657,43.657
480.0,45.205,45.254999999999995,45.42449367088607,45.42449367088607,45.389571428571436,45.376000000000005,44.03090909090909,43.722,43.722
485.0,45.205,45.254999999999995,45.43462025316455,45.43462025316455,45.398500000000006,45.401,45.357058823529414,43.787,43.787
490.0,45.205,45.254999999999995,45.444746835443034,45.444746835443034,45.407428571428575,43.926,45.37470588235294,43.852,43.852
495.0,45.205,45.254999999999995,45.454873417721515,45.454873417721515,45.41635714285715,43.97761290322581,45.39235294117647,43.917,43.917
500.0,45.205,45.254999999999995,45.464999999999996,45.464999999999996,45.42528571428572,44.02922580645161,45.41,43.982,43.982
505.0,45.2085,45.256499999999996,45.464499999999994,45.464499999999994,45.43421428571429,44.08083870967742,45.413124999999994,44.047,44.047
510.0,45.211999999999996,45.257999999999996,45.464,45.464,45.44314285714286,44.132451612903225,45.41625,44.112,44.112
515.0,45.2155,45.259499999999996,45.463499999999996,45.463499999999996,45.452071428571436,44.184064516129034,45.419374999999995,44.177,44.177
520.0,45.219,45.260999999999996,45.462999999999994,45.462999999999994,45.461000000000006,44.23567741935484,45.4225,44.242,44.242
525.0,45.2225,45.262499999999996,45.4625,45.4625,45.469928571428575,44.24933333333333,45.425625,44.307,44.307
530.0,45.226,45.263999999999996,45.461999999999996,45.461999999999996,45.47885714285715,44.2535,45.42875,44.32170212765958,44.32170212765958
535.0,45.2295,45.265499999999996,45.461499999999994,45.461499999999994,45.48778571428572,44.25766666666667,45.431875,44.32382978723405,44.32382978723405
540.0,45.233,45.266999999999996,45.461,45.461,45.49671428571429,44.261833333333335,45.435,44.32595744680851,44.32595744680851
545.0,45.2365,45.268499999999996,45.460499999999996,45.460499999999996,45.50564285714286,44.266000000000005,45.438125,44.32808510638298,44.32808510638298
550.0,45.239999999999995,45.269999999999996,45.459999999999994,45.459999999999994,45.514571428571436,44.27016666666667,45.44125,44.33021276595745,44.33021276595745
555.0,45.2435,45.271499999999996,45.4595,45.4595,45.523500000000006,44.27433333333334,45.444375,44.33234042553192,44.33234042553192
560.0,45.247,45.272999999999996,45.458999999999996,45.458999999999996,45.532428571428575,44.27850000000001,45.4475,44.33446808510639,44.33446808510639
565.0,45.250499999999995,45.274499999999996,45.4585,45.4585,45.54135714285715,44.28266666666667,45.450625,44.33659574468086,44.33659574468086
570.0,45.254,45.275999999999996,45.458,45.458,45.55028571428572,44.28683333333334,45.45375,44.33872340425532,44.33872340425532
575.0,45.2575,45.277499999999996,45.457499999999996,45.457499999999996,45.55921428571429,44.291000000000004,45.456875000000004,44.340934579439256,44.340934579439256
580.0,45.260999999999996,45.278999999999996,45.457,45.457,45.56814285714286,44.295166666666674,45.46,44.343271028037385,44.343271028037385
585.0,45.2645,45.280499999999996,45.4565,45.4565,45.577071428571436,44.29188235294118,44.15851851851851,44.345607476635514,44.345607476635514
590.0,45.268,45.282,45.455999999999996,45.455999999999996,45.586000000000006,44.286735294117655,44.15481481481481,44.34794392523365,44.34794392523365
595.0,45.271499999999996,45.2835,45.4555,45.4555,45.58027083333334,44.28158823529412,44.151111111111106,44.35028037383178,44.35028037383178
600.0,45.275,45.285,45.455,45.455,45.574541666666676,44.27644117647059,44.14740740740741,44.35261682242991,44.35261682242991
605.0,45.271499999999996,45.284499999999994,45.455,45.455,45.56881250000001,44.27129411764707,44.1437037037037,44.35495327102804,44.35495327102804
610.0,45.268,45.284,45.455,45.455,45.56308333333334,44.266147058823535,44.14,44.35728971962617,44.35728971962617
615.0,45.2645,45.2835,45.455,45.455,45.55735416666667,44.26100000000001,44.1485,44.3596261682243,44.3596261682243
620.0,45.260999999999996,45.282999999999994,45.455,45.455,45.55162500000001,44.25585294117648,44.157000000000004,44.36196261682243,44.36196261682243
625.0,45.2575,45.2825,45.455,45.455,45.54589583333334,44.250705882352946,44.1655,44.36429906542056,44.36429906542056
630.0,45.254,45.282,45.455,45.455,45.54016666666667,44.24555882352942,44.174,44.3666355140187,44.3666355140187
635.0,45.250499999999995,45.281499999999994,45.455,45.455,45.5344375,44.24041176470589,44.182500000000005,44.368971962616826,44.368971962616826
640.0,45.247,45.281,45.455,45.455,45.52870833333334,44.23526470588236,44.191,44.371308411214955,44.371308411214955
645.0,45.2435,45.280499999999996,45.455,45.455,45.52297916666667,44.23011764705883,44.1995,44.37364485981308,44.37364485981308
650.0,45.239999999999995,45.28,45.455,45.455,45.517250000000004,44.23026666666667,44.208,44.37598130841122,44.37598130841122
655.0,45.2365,45.2795,45.455,45.455,45.51152083333334,44.2516,44.2165,44.37831775700935,44.37831775700935
660.0,45.233,45.278999999999996,45.455,45.455,45.505791666666674,44.27293333333334,44.225,44.38065420560748,44.38065420560748
665.0,45.2295,45.2785,45.455,45.455,45.500062500000006,44.29426666666667,44.2335,44.38299065420561,44.38299065420561
670.0,45.226,45.278,45.455,45.455,45.49433333333334,44.3156,44.242000000000004,44.38532710280374,44.38532710280374
675.0,45.2225,45.277499999999996,45.455,45.455,45.488604166666676,44.33693333333334,44.2505,44.38766355140187,44.38766355140187
680.0,45.219,45.277,45.455,45.455,45.48287500000001,44.35826666666667,44.259,44.39,44.39
685.0,45.2155,45.2765,45.455,45.455,45.47714583333334,44.3796,44.2675,44.3975,44.3975
690.0,45.211999999999996,45.275999999999996,45.455,45.455,45.48205405405406,44.40093333333334,44.276,44.405,44.405
695.0,45.2085,45.2755,45.455,45.455,45.48962162162163,44.42226666666667,44.2845,44.4125,44.4125
700.0,45.205,45.275,45.455,45.455,45.49718918918919,44.4436,44.293,44.42,44.42
705.0,45.245625,45.2835,45.461999999999996,45.461999999999996,45.50475675675676,44.46493333333334,44.301500000000004,44.4275,44.4275
710.0,45.286249999999995,45.292,45.469,45.469,45.51232432432433,44.48626666666667,44.31,44.435,44.435
715.0,45.326874999999994,45.3005,45.476,45.476,45.519891891891895,44.507600000000004,44.3065,44.4425,44.4425
720.0,45.3675,45.309,45.483,45.483,45.527459459459465,44.52893333333334,44.303000000000004,44.45,44.45
725.0,45.408125,45.317499999999995,45.489999999999995,45.489999999999995,45.535027027027034,44.5434647887324,44.2995,44.4575,44.4575
730.0,45.44875,45.326,45.497,45.497,45.5425945945946,44.53078873239437,44.296,44.465,44.465
735.0,45.46535714285714,45.3345,45.504,45.504,45.55016216216217,44.51811267605635,44.292500000000004,44.472500000000004,44.472500000000004
740.0,45.46595238095238,45.342999999999996,45.510999999999996,45.510999999999996,45.557729729729736,44.50543661971832,44.289,44.480000000000004,44.480000000000004
745.0,45.46654761904762,45.3515,45.518,45.518,45.5652972972973,44.49276056338029,44.2855,44.487500000000004,44.487500000000004
750.0,45.46714285714285,45.36,45.525,45.525,45.57286486486487,44.48008450704226,44.282000000000004,44.495000000000005,44.495000000000005
755.0,45.46773809523809,45.3685,45.532,45.532,45.58043243243244,44.467408450704234,44.2785,44.502500000000005,44.502500000000005
760.0,45.468333333333334,45.377,45.539,45.539,45.588,44.454732394366204,44.275000000000006,44.510000000000005,44.510000000000005
765.0,45.46892857142857,45.3855,45.546,45.546,45.59556756756757,44.44205633802817,44.2715,44.5175,44.5175
770.0,45.46952380952381,45.394,45.553,45.553,45.60313513513514,44.42938028169015,44.268,44.525,44.525
775.0,45.47011904761904,45.4025,45.56,45.56,45.6107027027027,44.41670422535212,44.264500000000005,44.5325,44.5325
780.0,45.47071428571428,45.411,45.567,45.567,45.61827027027027,44.40402816901409,44.261,44.54,44.54
785.0,45.47130952380952,45.4195,45.574,45.574,45.62583783783784,44.39135211267606,44.2575,44.5475,44.5475
790.0,45.47190476190476,45.428,45.580999999999996,45.580999999999996,45.633405405405405,44.37867605633804,44.254000000000005,44.555,44.555
795.0,45.4725,45.4365,45.588,45.588,45.640972972972975,44.36600000000001,44.2505,44.5625,44.5625
800.0,45.47309523809523,45.445,45.595,45.595,45.648540540540544,44.36919148936171,44.247,44.57,44.57
805.0,45.47369047619048,45.453,45.6,45.6,45.65610810810811,44.37238297872341,44.243500000000004,44.5775,44.5775
810.0,45.47428571428571,45.461,45.605,45.605,45.66367567567568,44.37557446808511,44.24,44.585,44.585
815.0,45.47488095238095,45.469,45.61,45.61,45.67124324324325,44.37876595744681,44.2415,44.5925,44.5925
820.0,45.475476190476186,45.477,45.615,45.615,45.678810810810816,44.381957446808514,44.243,44.6,44.6
825.0,45.47607142857143,45.485,45.62,45.62,45.68637837837838,44.38514893617022,44.2445,44.6075,44.6075
830.0,45.47666666666667,45.493,45.625,45.625,45.69394594594595,44.388340425531915,44.246,44.615,44.615
835.0,45.4772619047619,45.501,45.63,45.63,45.70151351351352,44.39153191489362,44.2475,44.6225,44.6225
840.0,45.47785714285714,45.509,45.635,45.635,45.70908108108108,44.39472340425532,44.249,44.63,44.63
845.0,45.478452380952376,45.516999999999996,45.64,45.64,45.71664864864865,44.404709677419355,44.2505,44.28761904761905,44.28761904761905
850.0,45.47904761904762,45.525,45.644999999999996,45.644999999999996,45.72421621621622,44.419225806451614,44.252,44.31698412698413,44.31698412698413
855.0,45.479642857142856,45.533,45.65,45.65,45.73178378378378,44.43374193548387,44.2535,44.34634920634921,44.34634920634921
860.0,45.48023809523809,45.541,45.655,45.655,45.73935135135135,44.44825806451613,44.255,44.37571428571429,44.37571428571429
865.0,45.48083333333333,45.549,45.66,45.66,45.74691891891892,44.46277419354839,44.2565,44.40507936507937,44.40507936507937
870.0,45.48142857142857,45.556999999999995,45.665,45.665,45.754486486486485,44.47729032258064,44.258,44.434444444444445,44.434444444444445
875.0,45.48202380952381,45.565,45.67,45.67,45.75216,44.4918064516129,44.2595,44.46380952380952,44.46380952380952
880.0,45.482619047619046,45.573,45.675,45.675,45.74736,44.50632258064516,44.261,44.4931746031746,44.4931746031746
885.0,45.48321428571428,45.580999999999996,45.68,45.68,45.74256,44.52083870967742,44.2625,44.52253968253969,44.52253968253969
890.0,45.483809523809526,45.589,45.685,45.685,45.73776,44.53535483870968,44.264,44.551904761904765,44.551904761904765
895.0,45.48440476190476,45.596999999999994,45.69,45.69,45.73296,44.54987096774194,44.2655,44.581269841269844,44.581269841269844
900.0,45.485,45.605,45.695,45.695,45.72816,44.5643870967742,44.267,44.61063492063492,44.61063492063492
905.0,45.491,45.604,45.69,45.69,45.72336,44.57051612903226,44.2685,44.64,44.64
910.0,45.497,45.602999999999994,45.685,45.685,45.718560000000004,44.54309677419355,44.27,44.61258064516129,44.61258064516129
915.0,45.503,45.602,45.68,45.68,45.71376,44.51567741935484,44.268888888888895,44.58516129032258,44.58516129032258
920.0,45.509,45.601,45.675,45.675,45.708960000000005,44.48825806451613,44.26777777777778,44.55774193548387,44.55774193548387
925.0,45.515,45.599999999999994,45.67,45.67,45.70416,44.46083870967742,44.266666666666666,44.53032258064516,44.53032258064516
930.0,45.521,45.599,45.665,45.665,45.69936,44.43341935483871,44.26555555555556,44.50290322580645,44.50290322580645
935.0,45.527,45.598,45.66,45.66,45.69456,44.406000000000006,44.26444444444445,44.47548387096774,44.47548387096774
940.0,45.533,45.597,45.654999999999994,45.654999999999994,45.68976,44.37858064516129,44.263333333333335,44.44806451612903,44.44806451612903
945.0,45.539,45.596,45.65,45.65,45.684960000000004,44.35116129032259,44.26222222222222,44.420645161290324,44.420645161290324
950.0,45.545,45.595,45.644999999999996,45.644999999999996,45.68016,44.32374193548387,44.26111111111111,44.39322580645161,44.39322580645161
955.0,45.550999999999995,45.548125,45.601,45.601,45.675360000000005,44.29632258064517,44.260000000000005,44.365806451612904,44.365806451612904
960.0,45.556999999999995,45.50125,45.556999999999995,45.556999999999995,45.67056,44.268903225806454,44.25888888888889,44.33838709677419,44.33838709677419
965.0,45.562999999999995,45.454375,45.513,45.513,45.66576,44.24148387096775,44.257777777777775,44.31096774193548,44.31096774193548
970.0,45.568999999999996,45.705,45.468999999999994,45.468999999999994,45.66096,44.84171428571429,44.25666666666667,44.81,44.81
975.0,45.574999999999996,45.7925,45.425,45.425,45.65616,45.59885714285714,44.25555555555556,45.660000000000004,45.660000000000004
980.0,45.580999999999996,45.280647058823526,45.381,45.381,45.651360000000004,46.356,44.254444444444445,46.335,46.335
985.0,45.586999999999996,45.29476470588235,45.336999999999996,45.336999999999996,45.64656,46.32564285714286,44.25333333333333,46.31,46.31
990.0,45.592999999999996,45.308882352941175,45.293,45.293,45.641760000000005,46.29528571428572,44.25222222222222,46.285000000000004,46.285000000000004
995.0,45.599,45.323,45.248999999999995,45.248999999999995,45.63696,46.26492857142857,44.251111111111115,46.260000000000005,46.260000000000005
1000.0,45.605,45.337117647058825,45.205,45.205,45.66493617021277,46.23457142857143,44.25,46.235,46.235
1005.0,45.571,45.35123529411764,45.195,45.195,45.70110638297873,46.204214285714286,44.285,46.21,46.21
1010.0,45.537,45.36535294117647,45.184999999999995,45.184999999999995,45.73727659574468,46.163333333333334,44.32,46.10166666666667,46.10166666666667
1015.0,45.503,45.37947058823529,45.175,45.175,45.77344680851064,46.10666666666667,44.355000000000004,45.93777777777778,45.93777777777778
1020.0,45.468999999999994,45.39358823529412,45.165,45.165,45.8096170212766,46.05,44.39,45.77388888888889,45.77388888888889
1025.0,45.434999999999995,45.40770588235294,45.155,45.155,45.84578723404256,45.99333333333333,44.425,45.61,45.61
1030.0,45.400999999999996,45.42182352941177,45.144999999999996,45.144999999999996,45.881957446808514,45.93666666666667,44.46,45.61892857142857,45.61892857142857
1035.0,45.367,45.435941176470585,45.135,45.135,45.91812765957447,45.88,44.495000000000005,45.62785714285714,45.62785714285714
1040.0,45.333,45.45005882352941,45.125,45.125,45.95429787234043,45.82333333333334,44.53,45.636785714285715,45.636785714285715
1045.0,45.299,45.464176470588235,45.114999999999995,45.114999999999995,45.967588785046736,45.766666666666666,44.565,45.645714285714284,45.645714285714284
1050.0,45.265,45.47829411764706,45.105,45.105,45.946560747663554,45.71,44.6,45.65464285714285,45.65464285714285
1055.0,45.230999999999995,45.492411764705885,45.095,45.095,45.92553271028038,45.676,44.635000000000005,45.666999999999994,45.666999999999994
1060.0,45.196999999999996,45.50652941176471,45.084999999999994,45.084999999999994,45.904504672897204,45.676,44.67,45.6845,45.6845
1065.0,45.163,45.50753012048193,45.074999999999996,45.074999999999996,45.88347663551402,45.676,44.705,45.702,45.702
1070.0,45.129,45.48885542168675,45.065,45.065,45.86244859813085,45.676,44.74,45.7195,45.7195
1075.0,45.095,45.47018072289157,45.055,45.055,45.84142056074767,45.676,44.80830985915493,44.49,44.49
1080.0,45.061,45.45150602409639,45.044999999999995,45.044999999999995,45.82039252336449,45.676,44.87661971830986,44.478235294117646,44.478235294117646
1085.0,45.026999999999994,45.4328313253012,45.035,45.035,45.799364485981314,45.676,44.94492957746479,44.466470588235296,44.466470588235296
1090.0,44.992999999999995,45.41415662650602,45.025,45.025,45.77833644859813,45.676,45.01323943661972,44.45470588235294,44.45470588235294
