mirror_id,x_m,y_m,annual_avg_power_kw,annual_unit_area_power_kw_m2,zone_id
51,-136.20000000000002,-315.56409665678785,13.620865062891147,0.3431812815039342,R5-S09
52,-124.85000000000002,-315.56409665678785,13.585490938792155,0.3422900211335892,R5-S09
53,-113.50000000000001,-315.56409665678785,13.746009767802276,0.34633433529358215,R5-S09
54,-102.15,-315.56409665678785,14.224347230418912,0.3583861736059187,R5-S09
55,-90.80000000000001,-315.56409665678785,14.768747458045182,0.3721024806763714,R5-S09
56,-79.45000000000002,-315.56409665678785,15.40032645677822,0.3880152798382016,R5-S09
57,-68.10000000000001,-315.56409665678785,16.031617697245437,0.4039208288547603,R5-S09
58,-56.75000000000001,-315.56409665678785,16.631246037124676,0.419028622754464,R5-S09
59,-45.400000000000006,-315.56409665678785,17.12102069324826,0.43136862416851246,R5-S09
60,-34.050000000000004,-315.56409665678785,17.483131322127363,0.44049209680341056,R5-S09
61,-22.700000000000003,-315.56409665678785,17.71691708971021,0.4463823907712324,R5-S09
62,-11.350000000000001,-315.56409665678785,17.93344369057239,0.45183783548935225,R5-S09
63,0.0,-315.56409665678785,17.97966087348797,0.45300228958145555,R5-S10
64,11.350000000000001,-315.56409665678785,17.885517897633957,0.4506303325178624,R5-S10
65,22.700000000000003,-315.56409665678785,17.70993853094321,0.44620656414570947,R5-S10
66,34.050000000000004,-315.56409665678785,17.407463064430313,0.4385856151279999,R5-S10
67,45.400000000000006,-315.56409665678785,17.073554169558196,0.4301726926066565,R5-S10
68,56.75000000000001,-315.56409665678785,16.594405584869328,0.4181004178601494,R5-S10
69,68.10000000000001,-315.56409665678785,16.01646385208996,0.4035390237362046,R5-S10
70,79.45000000000002,-315.56409665678785,15.378243949851226,0.38745890526206167,R5-S10
71,90.80000000000001,-315.56409665678785,14.782023224508317,0.37243696710779334,R5-S10
72,102.15,-315.56409665678785,14.232053863482504,0.35858034425503915,R5-S10
73,113.50000000000001,-315.56409665678785,13.765221581908362,0.3468183820082732,R5-S10
74,124.85000000000002,-315.56409665678785,13.560119569247986,0.34165078279788325,R5-S10
75,136.20000000000002,-315.56409665678785,13.605257445434145,0.3427880434727676,R5-S10
76,147.55,-315.56409665678785,13.629160754641312,0.34339029364175644,R5-S10
77,-164.57500000000002,-305.73470832383447,14.252837987076164,0.3591040057212438,R5-S09
78,-153.22500000000002,-305.73470832383447,13.994987638779952,0.3526073983063732,R5-S09
79,-141.875,-305.73470832383447,13.956840337193961,0.351646266999092,R5-S09
80,-130.525,-305.73470832383447,13.958385030600116,0.35168518595616316,R5-S09
81,-119.17500000000003,-305.73470832383447,14.038187592189322,0.3536958325066597,R5-S09
82,-107.82500000000002,-305.73470832383447,14.229829266435742,0.3585242949467307,R5-S09
83,-96.47500000000001,-305.73470832383447,14.689564853361103,0.3701074541033284,R5-S09
84,-85.12500000000001,-305.73470832383447,15.239880674300535,0.3839728061048258,R5-S09
85,-73.77500000000002,-305.73470832383447,15.90727952483626,0.4007880958638514,R5-S09
86,-62.42500000000001,-305.73470832383447,16.54447045575254,0.4168422891346067,R5-S09
87,-51.075,-305.73470832383447,17.058350962628957,0.42978964380521434,R5-S09
88,-39.72500000000001,-305.73470832383447,17.5095992293453,0.44115896269451504,R5-S09
89,-28.375000000000004,-305.73470832383447,17.831519728302442,0.4492698344243498,R5-S09
90,-17.025000000000002,-305.73470832383447,18.035727082207497,0.45441489247184425,R5-S09
91,-5.675000000000001,-305.73470832383447,18.19335445760447,0.4583863556967617,R5-S09
92,5.675000000000001,-305.73470832383447,18.156385548504943,0.4574549142984365,R5-S10
93,17.025000000000002,-305.73470832383447,18.001001759372112,0.45353997882015906,R5-S10
94,28.375000000000004,-305.73470832383447,17.741461468687373,0.4470007928618638,R5-S10
95,39.72500000000001,-305.73470832383447,17.413646217316792,0.4387414012929401,R5-S10
96,51.075,-305.73470832383447,17.006728325584096,0.42848899787311906,R5-S10
97,62.42500000000001,-305.73470832383447,16.466068527200385,0.4148669319022521,R5-S10
98,73.775,-305.73470832383447,15.825260356136706,0.3987216013135981,R5-S10
99,85.12500000000001,-305.73470832383447,15.253294440554892,0.38431076947732157,R5-S10
100,96.47500000000001,-305.73470832383447,14.727714809144313,0.37106865228380737,R5-S10
101,107.825,-305.73470832383447,14.25343112854155,0.3591189500766327,R5-S10
102,119.17500000000001,-305.73470832383447,14.050231470162784,0.3539992811832397,R5-S10
103,130.52500000000003,-305.73470832383447,13.950760586118891,0.3514930860700149,R5-S10
104,141.87500000000003,-305.73470832383447,13.917745520278654,0.3506612627936169,R5-S10
105,153.22500000000002,-305.73470832383447,13.938289922723728,0.35117888442236656,R5-S10
106,164.57500000000005,-305.73470832383447,14.243975276326863,0.35888070739044753,R5-S10
107,-181.60000000000002,-295.9053199908811,15.017473776760117,0.3783692057636714,R5-S08
108,-170.25000000000003,-295.9053199908811,14.591305926910708,0.36763179458076867,R5-S09
109,-158.90000000000003,-295.9053199908811,14.515209356432868,0.3657145214520753,R5-S09
110,-147.55,-295.9053199908811,14.451410522987521,0.3641070930457929,R5-S09
111,-136.20000000000002,-295.9053199908811,14.443537682839931,0.3639087347654304,R5-S09
112,-124.85000000000002,-295.9053199908811,14.418043907767448,0.36326641239021035,R5-S09
113,-113.50000000000001,-295.9053199908811,14.51080493010212,0.3656035507710285,R5-S09
114,-102.15,-295.9053199908811,14.775021544384193,0.3722605579335902,R5-S09
115,-90.80000000000001,-295.9053199908811,15.198327621870886,0.3829258660083368,R5-S09
116,-79.45000000000002,-295.9053199908811,15.788852922197725,0.3978043064297739,R5-S09
117,-68.10000000000001,-295.9053199908811,16.428826632314156,0.4139286125551564,R5-S09
118,-56.75000000000001,-295.9053199908811,17.035499811555283,0.42921390303742213,R5-S09
119,-45.400000000000006,-295.9053199908811,17.480921123402833,0.44043641026462166,R5-S09
120,-34.050000000000004,-295.9053199908811,17.918573349852007,0.4514631733396827,R5-S09
121,-22.700000000000003,-295.9053199908811,18.167595215534046,0.4577373448106336,R5-S09
122,-11.350000000000001,-295.9053199908811,18.34750095926109,0.4622701173913099,R5-S09
123,0.0,-295.9053199908811,18.408785352060708,0.4638141938034948,R5-S10
124,11.350000000000001,-295.9053199908811,18.26913614251971,0.46029569520079894,R5-S10
125,22.700000000000003,-295.9053199908811,18.077773522917223,0.4554742636159542,R5-S10
126,34.050000000000004,-295.9053199908811,17.7440393000647,0.44706574200213406,R5-S10
127,45.400000000000006,-295.9053199908811,17.395769441425614,0.4382909912175766,R5-S10
128,56.75000000000001,-295.9053199908811,16.93026571626872,0.42656250229953946,R5-S10
129,68.10000000000001,-295.9053199908811,16.33591489569959,0.4115876768883747,R5-S10
130,79.45000000000002,-295.9053199908811,15.78125804330182,0.3976129514563321,R5-S10
131,90.80000000000001,-295.9053199908811,15.20725355334421,0.38315075720192016,R5-S10
132,102.15,-295.9053199908811,14.764780486664343,0.37200253178796533,R5-S10
133,113.50000000000001,-295.9053199908811,14.542304282915337,0.3663971852586379,R5-S10
134,124.85000000000002,-295.9053199908811,14.421723298785425,0.363359115615657,R5-S10
135,136.20000000000002,-295.9053199908811,14.392248853417488,0.3626164992042703,R5-S10
136,147.55,-295.9053199908811,14.416153501794577,0.3632187831139979,R5-S10
137,158.90000000000003,-295.9053199908811,14.461618455807546,0.36436428460084525,R5-S10
138,170.25000000000003,-295.9053199908811,14.599830203708844,0.36784656597905885,R5-S10
139,181.60000000000002,-295.9053199908811,15.07039695986371,0.37970261929613786,R5-S11
140,-198.625,-286.0759316579277,15.896024902528998,0.40050453269158476,R5-S08
141,-187.275,-286.0759316579277,15.426425832793178,0.38867286048861627,R5-S08
142,-175.925,-286.0759316579277,15.250788892420426,0.38424764153238666,R5-S08
143,-164.57500000000002,-286.0759316579277,15.077902881179314,0.3798917329599223,R5-S09
144,-153.22500000000002,-286.0759316579277,14.99402374633634,0.3777783760729741,R5-S09
145,-141.875,-286.0759316579277,14.957183854158805,0.3768501852899674,R5-S09
146,-130.525,-286.0759316579277,14.951031310012185,0.3766951703202869,R5-S09
147,-119.17500000000003,-286.0759316579277,14.96691951176066,0.3770954777465523,R5-S09
148,-107.82500000000002,-286.0759316579277,15.08027491855255,0.3799514970660759,R5-S09
149,-96.47500000000001,-286.0759316579277,15.310007482737634,0.3857396695071211,R5-S09
150,-85.12500000000001,-286.0759316579277,15.757213787344702,0.39700715009686827,R5-S09
151,-73.77500000000002,-286.0759316579277,16.383713990160587,0.41279198765836705,R5-S09
152,-62.42500000000001,-286.0759316579277,16.984580029778048,0.4279309657288498,R5-S09
153,-51.075,-286.0759316579277,17.523496571839132,0.4415091098976854,R5-S09
154,-39.72500000000001,-286.0759316579277,17.92870973124373,0.4517185621376601,R5-S09
155,-28.375000000000004,-286.0759316579277,18.233955704017283,0.45940931479005503,R5-S09
156,-17.025000000000002,-286.0759316579277,18.453773695342115,0.4649476869574733,R5-S09
157,-5.675000000000001,-286.0759316579277,18.610058283893945,0.46888531831428437,R5-S09
158,5.675000000000001,-286.0759316579277,18.597326443863192,0.46856453625253697,R5-S10
159,17.025000000000002,-286.0759316579277,18.41002310076452,0.4638453792079748,R5-S10
160,28.375000000000004,-286.0759316579277,18.133730026818732,0.45688410246456873,R5-S10
161,39.72500000000001,-286.0759316579277,17.79760735525389,0.44841540325658585,R5-S10
162,51.075,-286.0759316579277,17.387514455091264,0.43808300466342315,R5-S10
163,62.42500000000001,-286.0759316579277,16.885601477501627,0.42543717504413275,R5-S10
164,73.775,-286.0759316579277,16.29152010201267,0.4104691383727052,R5-S10
165,85.12500000000001,-286.0759316579277,15.720649504694396,0.39608590336846555,R5-S10
166,96.47500000000001,-286.0759316579277,15.299405561346518,0.3854725513062867,R5-S10
167,107.825,-286.0759316579277,15.065401574147973,0.3795767592377922,R5-S10
168,119.17500000000001,-286.0759316579277,14.925183703443523,0.3760439330673601,R5-S10
169,130.52500000000003,-286.0759316579277,14.881006452673272,0.3749308756027532,R5-S10
170,141.87500000000003,-286.0759316579277,14.89260346809271,0.3752230654596299,R5-S10
171,153.22500000000002,-286.0759316579277,14.938454923860837,0.37637830495996066,R5-S10
172,164.57500000000005,-286.0759316579277,15.061762222157801,0.37948506480619304,R5-S10
173,175.92500000000004,-286.0759316579277,15.2522683499521,0.38428491685442434,R5-S11
174,187.27500000000003,-286.0759316579277,15.448425227319538,0.38922714102593947,R5-S11
175,198.62500000000003,-286.0759316579277,15.971017102165472,0.4023939809061596,R5-S11
176,-204.3,-276.2465433249743,16.192244414462024,0.4079678612865212,R5-S08
177,-192.95000000000002,-276.2465433249743,16.04611751938034,0.40428615569111465,R5-S08
178,-181.60000000000002,-276.2465433249743,15.867880486248527,0.3997954267132408,R5-S08
179,-170.25000000000003,-276.2465433249743,15.724248127104566,0.39617657160757286,R5-S08
180,-158.90000000000003,-276.2465433249743,15.559805731225905,0.39203340214728916,R5-S09
181,-147.55,-276.2465433249743,15.498887913984786,0.3904985617028165,R5-S09
182,-136.20000000000002,-276.2465433249743,15.456878239620018,0.3894401168964479,R5-S09
183,-124.85000000000002,-276.2465433249743,15.476324574286949,0.3899300724184165,R5-S09
184,-113.50000000000001,-276.2465433249743,15.482410876957402,0.3900834184166642,R5-S09
185,-102.15,-276.2465433249743,15.627055292558278,0.393727772551229,R5-S09
186,-90.80000000000001,-276.2465433249743,15.85896420536268,0.39957077866874985,R5-S09
187,-79.45000000000002,-276.2465433249743,16.3633626129601,0.41227922935147643,R5-S09
188,-68.10000000000001,-276.2465433249743,16.956958281784246,0.4272350285156021,R5-S09
189,-56.75000000000001,-276.2465433249743,17.497910429852602,0.4408644603137466,R5-S09
190,-45.400000000000006,-276.2465433249743,17.96525853132865,0.45263941877875163,R4-S09
191,-34.050000000000004,-276.2465433249743,18.3328222907796,0.4619002844741648,R4-S09
192,-22.700000000000003,-276.2465433249743,18.58977515229345,0.46837427947325394,R4-S09
193,-11.350000000000001,-276.2465433249743,18.758002722338794,0.4726128173932677,R4-S09
194,0.0,-276.2465433249743,18.81185871127004,0.4739697332141608,R4-S10
195,11.350000000000001,-276.2465433249743,18.738816934315555,0.47212942641258643,R4-S10
196,22.700000000000003,-276.2465433249743,18.501275883509237,0.4661445170952189,R4-S10
197,34.050000000000004,-276.2465433249743,18.212415937186556,0.45886661469353884,R4-S10
198,45.400000000000006,-276.2465433249743,17.838366884435125,0.4494423503259039,R4-S10
199,56.75000000000001,-276.2465433249743,17.395753225427832,0.43829058265124293,R5-S10
200,68.10000000000001,-276.2465433249743,16.84217815299711,0.42434311295029253,R5-S10
201,79.45000000000002,-276.2465433249743,16.287191359430636,0.4103600745636341,R5-S10
202,90.80000000000001,-276.2465433249743,15.853686968468276,0.39943781729574895,R5-S10
203,102.15,-276.2465433249743,15.617783216755878,0.39349416016013805,R5-S10
204,113.50000000000001,-276.2465433249743,15.489313501290907,0.3902573318541423,R5-S10
205,124.85000000000002,-276.2465433249743,15.419922247087946,0.3885090009344406,R5-S10
206,136.20000000000002,-276.2465433249743,15.419813594249796,0.3885062633975761,R5-S10
207,147.55,-276.2465433249743,15.42867291869261,0.38872947640948885,R5-S10
208,158.90000000000003,-276.2465433249743,15.561854367069568,0.3920850180667566,R5-S10
209,170.25000000000003,-276.2465433249743,15.729569925610885,0.3963106557221186,R5-S11
210,181.60000000000002,-276.2465433249743,15.9025836567583,0.4006697822312497,R5-S11
211,192.95000000000002,-276.2465433249743,16.090966994084365,0.40541615001472325,R5-S11
212,204.3,-276.2465433249743,16.29312177053772,0.410509492832898,R5-S11
213,-221.32500000000002,-266.417154992021,17.328972337146233,0.4366080205882145,R5-S08
214,-209.97500000000002,-266.417154992021,16.868608646403334,0.42500903619056024,R5-S08
215,-198.625,-266.417154992021,16.687799301968848,0.4204534971521504,R5-S08
216,-187.275,-266.417154992021,16.529217376527104,0.41645798378753096,R5-S08
217,-175.925,-266.417154992021,16.347053395367897,0.41186831432017884,R5-S08
218,-164.57500000000002,-266.417154992021,16.200563955374143,0.4081774743102581,R5-S08
219,-153.22500000000002,-266.417154992021,16.08524075619882,0.4052718759435329,R5-S09
220,-141.875,-266.417154992021,16.010364290360194,0.4033853436724665,R5-S09
221,-130.525,-266.417154992021,15.997194097364128,0.4030535171923439,R5-S09
222,-119.17500000000003,-266.417154992021,16.004945239084453,0.4032488092487895,R5-S09
223,-107.82500000000002,-266.417154992021,16.077343636010404,0.40507290592114903,R5-S09
224,-96.47500000000001,-266.417154992021,16.211938125374683,0.40846404951813264,R5-S09
225,-85.12500000000001,-266.417154992021,16.47761101662469,0.41515774796232524,R4-S09
226,-73.77500000000002,-266.417154992021,16.937649405255808,0.4267485362876243,R4-S09
227,-62.42500000000001,-266.417154992021,17.523897653044497,0.4415192152442554,R4-S09
228,-51.075,-266.417154992021,17.95953770188764,0.45249528097474534,R4-S09
229,-39.72500000000001,-266.417154992021,18.368045556417766,0.46278774392586963,R4-S09
230,-28.375000000000004,-266.417154992021,18.65844940325392,0.47010454530748097,R4-S09
231,-17.025000000000002,-266.417154992021,18.860060337415213,0.4751841858759187,R4-S09
232,-5.675000000000001,-266.417154992021,18.99028799864105,0.4784653060882099,R4-S09
233,5.675000000000001,-266.417154992021,18.981834923582042,0.4782523286364838,R4-S10
234,17.025000000000002,-266.417154992021,18.802284072112776,0.47372849765968195,R4-S10
235,28.375000000000004,-266.417154992021,18.607337607083306,0.46881677014571194,R4-S10
236,39.72500000000001,-266.417154992021,18.295198549943017,0.4609523444178135,R4-S10
237,51.075,-266.417154992021,17.872863232312984,0.4503114948932473,R4-S10
238,62.42500000000001,-266.417154992021,17.380340681863334,0.4379022595581591,R4-S10
239,73.775,-266.417154992021,16.86921114855461,0.42502421639089466,R4-S10
240,85.12500000000001,-266.417154992021,16.439093186790146,0.41418728109826525,R4-S10
241,96.47500000000001,-266.417154992021,16.180697292548743,0.4076769285096685,R5-S10
242,107.825,-266.417154992021,16.039036489255967,0.4041077472727631,R5-S10
243,119.17500000000001,-266.417154992021,15.966200675119035,0.4022726297586051,R5-S10
244,130.52500000000003,-266.417154992021,15.957050922967923,0.402042099344115,R5-S10
245,141.87500000000003,-266.417154992021,15.980798584666623,0.40264042793314747,R5-S10
246,153.22500000000002,-266.417154992021,16.095396347091835,0.40552774872995306,R5-S10
247,164.57500000000005,-266.417154992021,16.225223546141372,0.4087987791922744,R5-S11
248,175.92500000000004,-266.417154992021,16.370394939881432,0.4124564106798043,R5-S11
249,187.27500000000003,-266.417154992021,16.552206158081653,0.4170371921915257,R5-S11
250,198.62500000000003,-266.417154992021,16.728989144674934,0.42149128608402453,R5-S11
251,209.97500000000002,-266.417154992021,16.95704700856174,0.42723726401012196,R5-S11
252,221.32500000000005,-266.417154992021,17.38251366675459,0.4379570084846206,R5-S11
253,-227.00000000000003,-256.5877666590676,17.61744046218786,0.4438760509495556,R5-S08
254,-215.65000000000003,-256.5877666590676,17.535920969026332,0.4418221458560427,R5-S08
255,-204.3,-256.5877666590676,17.39932467145624,0.4383805661742566,R5-S08
256,-192.95000000000002,-256.5877666590676,17.212547994532457,0.43367467862263687,R5-S08
257,-181.60000000000002,-256.5877666590676,16.993260281633088,0.4281496669597654,R5-S08
258,-170.25000000000003,-256.5877666590676,16.811726498564838,0.4235758754992401,R5-S08
259,-158.90000000000003,-256.5877666590676,16.673710330634606,0.4200985218098918,R5-S08
260,-147.55,-256.5877666590676,16.58830870690332,0.41794680541454576,R5-S09
261,-136.20000000000002,-256.5877666590676,16.543860198597077,0.4168269135448999,R5-S09
262,-124.85000000000002,-256.5877666590676,16.515391299453483,0.4161096321353864,R5-S09
263,-113.50000000000001,-256.5877666590676,16.569438010185273,0.41747135324225937,R5-S09
264,-102.15,-256.5877666590676,16.652834161496592,0.4195725412319625,R4-S09
265,-90.80000000000001,-256.5877666590676,16.817111347472057,0.42371154818523704,R4-S09
266,-79.45000000000002,-256.5877666590676,17.064956207440606,0.42995606468734204,R4-S09
267,-68.10000000000001,-256.5877666590676,17.556110825978415,0.44233083461774797,R4-S09
268,-56.75000000000001,-256.5877666590676,18.044133972615928,0.45462670628913904,R4-S09
269,-45.400000000000006,-256.5877666590676,18.47031644317373,0.4653644858446392,R4-S09
270,-34.050000000000004,-256.5877666590676,18.756479954397527,0.47257445085405714,R4-S09
271,-22.700000000000003,-256.5877666590676,18.9841995053768,0.4783119048973747,R4-S09
272,-11.350000000000001,-256.5877666590676,19.150669253946784,0.482506154042499,R4-S09
273,0.0,-256.5877666590676,19.178996076603266,0.48321985579751237,R4-S10
274,11.350000000000001,-256.5877666590676,19.123182370479345,0.48181361477650153,R4-S10
275,22.700000000000003,-256.5877666590676,18.93999953847291,0.47719827509379975,R4-S10
276,34.050000000000004,-256.5877666590676,18.70732889865788,0.47133607706369063,R4-S10
277,45.400000000000006,-256.5877666590676,18.340996969533585,0.4621062476576867,R4-S10
278,56.75000000000001,-256.5877666590676,17.94597769907142,0.4521536331335707,R4-S10
279,68.10000000000001,-256.5877666590676,17.456397769161075,0.43981853789773434,R4-S10
280,79.45000000000002,-256.5877666590676,17.07820580979935,0.4302898919072651,R4-S10
281,90.80000000000001,-256.5877666590676,16.795101262978015,0.4231569983113635,R4-S10
282,102.15,-256.5877666590676,16.619216866431227,0.41872554463167616,R4-S10
283,113.50000000000001,-256.5877666590676,16.524938435077214,0.41635017473109637,R5-S10
284,124.85000000000002,-256.5877666590676,16.50733930141832,0.4159067599248758,R5-S10
285,136.20000000000002,-256.5877666590676,16.529322495902527,0.41646063229787167,R5-S10
286,147.55,-256.5877666590676,16.606693059077873,0.41841000400800893,R5-S10
287,158.90000000000003,-256.5877666590676,16.70540227909599,0.42089700879556535,R5-S11
288,170.25000000000003,-256.5877666590676,16.873405329839407,0.42512988989265327,R5-S11
289,181.60000000000002,-256.5877666590676,17.018088436820623,0.42877521886673275,R5-S11
290,192.95000000000002,-256.5877666590676,17.19863346351859,0.43332409835017865,R5-S11
291,204.3,-256.5877666590676,17.430168731618817,0.4391576903910007,R5-S11
292,215.65000000000003,-256.5877666590676,17.598764501689754,0.4434055052076028,R5-S11
293,227.00000000000003,-256.5877666590676,17.619582381461573,0.4439300171696038,R5-S11
294,-244.02500000000003,-246.75837832611418,18.12876634899375,0.4567590412948791,R5-S08
295,-232.675,-246.75837832611418,18.061940156596886,0.4550753377827384,R5-S08
296,-221.32500000000002,-246.75837832611418,18.104238317056492,0.456141051072222,R5-S08
297,-209.97500000000002,-246.75837832611418,18.076306700159577,0.45543730663037485,R5-S08
298,-198.625,-246.75837832611418,17.952410735501708,0.4523157151801892,R5-S08
299,-187.275,-246.75837832611418,17.733417148067435,0.44679811408585124,R5-S08
300,-175.925,-246.75837832611418,17.51245198038307,0.44123083850801387,R5-S08
301,-164.57500000000002,-246.75837832611418,17.31378306441316,0.4362253228625135,R5-S08
302,-153.22500000000002,-246.75837832611418,17.178507664384007,0.4328170235420511,R5-S08
303,-141.875,-246.75837832611418,17.08798377694179,0.4305362503638647,R5-S09
304,-130.525,-246.75837832611418,17.051982167209744,0.42962918032778397,R4-S09
305,-119.17500000000003,-246.75837832611418,17.082719882301912,0.43040362515247954,R4-S09
306,-107.82500000000002,-246.75837832611418,17.18114103865592,0.43288337210017436,R4-S09
307,-96.47500000000001,-246.75837832611418,17.246675523560867,0.4345345307019619,R4-S09
308,-85.12500000000001,-246.75837832611418,17.40911152363556,0.4386271484916997,R4-S09
309,-73.77500000000002,-246.75837832611418,17.73238849838257,0.44677219698620735,R4-S09
310,-62.42500000000001,-246.75837832611418,18.154803025029647,0.457415042202813,R4-S09
311,-51.075,-246.75837832611418,18.602191696925527,0.46868711758441745,R4-S09
312,-39.72500000000001,-246.75837832611418,18.910683125574472,0.47645964035209054,R4-S09
313,-28.375000000000004,-246.75837832611418,19.17650825391314,0.4831571744498146,R4-S09
314,-17.025000000000002,-246.75837832611418,19.317425577140643,0.4867076235107242,R4-S09
315,-5.675000000000001,-246.75837832611418,19.39879569334841,0.48875776501255763,R4-S09
316,5.675000000000001,-246.75837832611418,19.337081179591827,0.48720285158961524,R4-S10
317,17.025000000000002,-246.75837832611418,19.24719889709565,0.4849382438169728,R4-S10
318,28.375000000000004,-246.75837832611418,19.085292124386886,0.4808589600500601,R4-S10
319,39.72500000000001,-246.75837832611418,18.784463797382063,0.4732795111459326,R4-S10
320,51.075,-246.75837832611418,18.48449456313736,0.4657217073100872,R4-S10
321,62.42500000000001,-246.75837832611418,18.048730099246903,0.45474250690972295,R4-S10
322,73.775,-246.75837832611418,17.654289384855762,0.4448044692581447,R4-S10
323,85.12500000000001,-246.75837832611418,17.450823504982903,0.4396780928441145,R4-S10
324,96.47500000000001,-246.75837832611418,17.242647838984077,0.43443305212859856,R4-S10
325,107.825,-246.75837832611418,17.114061297620317,0.4311932803633237,R4-S10
326,119.17500000000001,-246.75837832611418,17.050913390731647,0.4296022522230196,R4-S10
327,130.52500000000003,-246.75837832611418,17.09616345922788,0.4307423396126954,R4-S10
328,141.87500000000003,-246.75837832611418,17.148768526102913,0.4320677381230263,R5-S10
329,153.22500000000002,-246.75837832611418,17.2089029212295,0.43358284004105574,R5-S11
330,164.57500000000005,-246.75837832611418,17.352626592282782,0.43720399577432056,R5-S11
331,175.92500000000004,-246.75837832611418,17.507588011582158,0.4411082895334381,R5-S11
332,187.27500000000003,-246.75837832611418,17.719249150888132,0.44644114766661963,R5-S11
333,198.62500000000003,-246.75837832611418,17.907736942597243,0.4511901472057759,R5-S11
334,209.97500000000002,-246.75837832611418,18.06465860226067,0.45514382973697837,R5-S11
