scheme,date,original_edge,demand_type,alternative_origin,alternative_dest,alternative_edge,is_new_opened_line,allocated_volume,unserved_volume
min_changed_plus_2,2023-01-04,DC45->DC9,inbound_to_closed_site,DC45,DC22,DC45->DC22,True,11886,0
min_changed_plus_2,2023-01-04,DC46->DC9,inbound_to_closed_site,DC46,DC10,DC46->DC10,False,14835,0
min_changed_plus_2,2023-01-04,DC47->DC9,inbound_to_closed_site,DC47,DC22,DC47->DC22,True,12322,0
min_changed_plus_2,2023-01-04,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,2036,0
min_changed_plus_2,2023-01-04,DC50->DC9,inbound_to_closed_site,DC50,DC14,DC50->DC14,False,1381,0
min_changed_plus_2,2023-01-04,DC51->DC9,inbound_to_closed_site,DC51,DC5,DC51->DC5,False,37260,0
min_changed_plus_2,2023-01-04,DC58->DC9,inbound_to_closed_site,DC58,DC3,DC58->DC3,False,11,0
min_changed_plus_2,2023-01-04,DC7->DC9,inbound_to_closed_site,DC7,DC4,DC7->DC4,False,1852,0
min_changed_plus_2,2023-01-04,DC9->DC14,outbound_from_closed_site,DC36,DC14,DC36->DC14,False,29580,0
min_changed_plus_2,2023-01-04,DC9->DC3,outbound_from_closed_site,DC64,DC3,DC64->DC3,True,23067,0
min_changed_plus_2,2023-01-04,DC9->DC5,outbound_from_closed_site,DC51,DC5,DC51->DC5,False,11327,0
min_changed_plus_2,2023-01-05,DC14->DC9,inbound_to_closed_site,DC14,DC3,DC14->DC3,False,7075,0
min_changed_plus_2,2023-01-05,DC14->DC9,inbound_to_closed_site,DC14,DC4,DC14->DC4,False,170437,0
min_changed_plus_2,2023-01-05,DC15->DC9,inbound_to_closed_site,DC15,DC19,DC15->DC19,True,32912,0
min_changed_plus_2,2023-01-05,DC25->DC9,inbound_to_closed_site,DC25,DC14,DC25->DC14,False,111,0
min_changed_plus_2,2023-01-05,DC26->DC9,inbound_to_closed_site,DC26,DC19,DC26->DC19,True,13172,0
min_changed_plus_2,2023-01-05,DC41->DC9,inbound_to_closed_site,DC41,DC22,DC41->DC22,True,8016,0
min_changed_plus_2,2023-01-05,DC42->DC9,inbound_to_closed_site,DC42,DC71,DC42->DC71,True,1551,0
min_changed_plus_2,2023-01-05,DC43->DC9,inbound_to_closed_site,DC43,DC22,DC43->DC22,True,3667,0
min_changed_plus_2,2023-01-05,DC44->DC9,inbound_to_closed_site,DC44,DC19,DC44->DC19,True,31213,0
min_changed_plus_2,2023-01-05,DC45->DC9,inbound_to_closed_site,DC45,DC22,DC45->DC22,True,5043,0
min_changed_plus_2,2023-01-05,DC46->DC9,inbound_to_closed_site,DC46,DC36,DC46->DC36,True,18135,0
min_changed_plus_2,2023-01-05,DC47->DC9,inbound_to_closed_site,DC47,DC22,DC47->DC22,True,7611,0
min_changed_plus_2,2023-01-05,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,18431,0
min_changed_plus_2,2023-01-05,DC50->DC9,inbound_to_closed_site,DC50,DC17,DC50->DC17,True,3177,0
min_changed_plus_2,2023-01-05,DC51->DC9,inbound_to_closed_site,DC51,DC5,DC51->DC5,False,20622,0
min_changed_plus_2,2023-01-05,DC58->DC9,inbound_to_closed_site,DC58,DC3,DC58->DC3,False,23,0
min_changed_plus_2,2023-01-05,DC7->DC9,inbound_to_closed_site,DC7,DC4,DC7->DC4,False,2986,0
min_changed_plus_2,2023-01-05,DC9->DC14,outbound_from_closed_site,DC25,DC14,DC25->DC14,False,17664,0
min_changed_plus_2,2023-01-05,DC9->DC3,outbound_from_closed_site,DC14,DC3,DC14->DC3,False,24093,0
min_changed_plus_2,2023-01-05,DC9->DC5,outbound_from_closed_site,DC51,DC5,DC51->DC5,False,131,0
min_changed_plus_2,2023-01-05,DC9->DC5,outbound_from_closed_site,DC62,DC5,DC62->DC5,False,12887,0
min_changed_plus_2,2023-01-06,DC14->DC9,inbound_to_closed_site,DC14,DC4,DC14->DC4,False,79500,0
min_changed_plus_2,2023-01-06,DC15->DC9,inbound_to_closed_site,DC15,DC17,DC15->DC17,True,16894,0
min_changed_plus_2,2023-01-06,DC25->DC9,inbound_to_closed_site,DC25,DC3,DC25->DC3,False,82,0
min_changed_plus_2,2023-01-06,DC26->DC9,inbound_to_closed_site,DC26,DC36,DC26->DC36,True,11403,0
min_changed_plus_2,2023-01-06,DC41->DC9,inbound_to_closed_site,DC41,DC17,DC41->DC17,True,7446,0
min_changed_plus_2,2023-01-06,DC42->DC9,inbound_to_closed_site,DC42,DC17,DC42->DC17,True,3802,0
min_changed_plus_2,2023-01-06,DC43->DC9,inbound_to_closed_site,DC43,DC62,DC43->DC62,False,3002,0
min_changed_plus_2,2023-01-06,DC44->DC9,inbound_to_closed_site,DC44,DC8,DC44->DC8,False,22453,0
min_changed_plus_2,2023-01-06,DC45->DC9,inbound_to_closed_site,DC45,DC22,DC45->DC22,True,4649,0
min_changed_plus_2,2023-01-06,DC46->DC9,inbound_to_closed_site,DC46,DC10,DC46->DC10,False,10013,0
min_changed_plus_2,2023-01-06,DC47->DC9,inbound_to_closed_site,DC47,DC22,DC47->DC22,True,15028,0
min_changed_plus_2,2023-01-06,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,7847,0
min_changed_plus_2,2023-01-06,DC50->DC9,inbound_to_closed_site,DC50,DC17,DC50->DC17,True,4644,0
min_changed_plus_2,2023-01-06,DC51->DC9,inbound_to_closed_site,DC51,DC8,DC51->DC8,False,74935,0
min_changed_plus_2,2023-01-06,DC58->DC9,inbound_to_closed_site,DC58,DC14,DC58->DC14,False,27,0
min_changed_plus_2,2023-01-06,DC7->DC9,inbound_to_closed_site,DC7,DC4,DC7->DC4,False,3140,0
min_changed_plus_2,2023-01-06,DC9->DC14,outbound_from_closed_site,DC58,DC14,DC58->DC14,False,14307,0
min_changed_plus_2,2023-01-06,DC9->DC3,outbound_from_closed_site,DC64,DC3,DC64->DC3,True,26191,0
min_changed_plus_2,2023-01-06,DC9->DC5,outbound_from_closed_site,DC8,DC5,DC8->DC5,False,13124,0
min_changed_plus_2,2023-01-07,DC14->DC9,inbound_to_closed_site,DC14,DC28,DC14->DC28,True,56062,0
min_changed_plus_2,2023-01-07,DC14->DC9,inbound_to_closed_site,DC14,DC8,DC14->DC8,False,209102,0
min_changed_plus_2,2023-01-07,DC15->DC9,inbound_to_closed_site,DC15,DC17,DC15->DC17,True,13309,0
min_changed_plus_2,2023-01-07,DC25->DC9,inbound_to_closed_site,DC25,DC3,DC25->DC3,False,149,0
min_changed_plus_2,2023-01-07,DC26->DC9,inbound_to_closed_site,DC26,DC42,DC26->DC42,True,9623,0
min_changed_plus_2,2023-01-07,DC41->DC9,inbound_to_closed_site,DC41,DC48,DC41->DC48,True,17218,0
min_changed_plus_2,2023-01-07,DC42->DC9,inbound_to_closed_site,DC42,DC16,DC42->DC16,True,5235,0
min_changed_plus_2,2023-01-07,DC43->DC9,inbound_to_closed_site,DC43,DC14,DC43->DC14,False,3771,0
min_changed_plus_2,2023-01-07,DC44->DC9,inbound_to_closed_site,DC44,DC73,DC44->DC73,True,34159,0
min_changed_plus_2,2023-01-07,DC45->DC9,inbound_to_closed_site,DC45,DC27,DC45->DC27,True,4008,0
min_changed_plus_2,2023-01-07,DC46->DC9,inbound_to_closed_site,DC46,DC53,DC46->DC53,True,12687,0
min_changed_plus_2,2023-01-07,DC47->DC9,inbound_to_closed_site,DC47,DC25,DC47->DC25,True,31871,0
min_changed_plus_2,2023-01-07,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,8852,0
min_changed_plus_2,2023-01-07,DC50->DC9,inbound_to_closed_site,DC50,DC3,DC50->DC3,False,3914,0
min_changed_plus_2,2023-01-07,DC51->DC9,inbound_to_closed_site,DC51,DC5,DC51->DC5,False,25704,0
min_changed_plus_2,2023-01-07,DC58->DC9,inbound_to_closed_site,DC58,DC14,DC58->DC14,False,44,0
min_changed_plus_2,2023-01-07,DC7->DC9,inbound_to_closed_site,DC7,DC67,DC7->DC67,True,3490,0
min_changed_plus_2,2023-01-07,DC9->DC14,outbound_from_closed_site,DC43,DC14,DC43->DC14,False,5915,0
min_changed_plus_2,2023-01-07,DC9->DC14,outbound_from_closed_site,DC58,DC14,DC58->DC14,False,9603,0
min_changed_plus_2,2023-01-07,DC9->DC3,outbound_from_closed_site,DC14,DC3,DC14->DC3,False,10942,0
min_changed_plus_2,2023-01-07,DC9->DC3,outbound_from_closed_site,DC50,DC3,DC50->DC3,False,1039,0
min_changed_plus_2,2023-01-07,DC9->DC5,outbound_from_closed_site,DC51,DC5,DC51->DC5,False,15383,0
min_changed_plus_2,2023-01-08,DC14->DC9,inbound_to_closed_site,DC14,DC8,DC14->DC8,False,221090,0
min_changed_plus_2,2023-01-08,DC15->DC9,inbound_to_closed_site,DC15,DC17,DC15->DC17,True,20290,0
min_changed_plus_2,2023-01-08,DC25->DC9,inbound_to_closed_site,DC25,DC14,DC25->DC14,False,120,0
min_changed_plus_2,2023-01-08,DC26->DC9,inbound_to_closed_site,DC26,DC22,DC26->DC22,True,18046,0
min_changed_plus_2,2023-01-08,DC41->DC9,inbound_to_closed_site,DC41,DC17,DC41->DC17,True,17095,0
min_changed_plus_2,2023-01-08,DC42->DC9,inbound_to_closed_site,DC42,DC17,DC42->DC17,True,9702,0
min_changed_plus_2,2023-01-08,DC43->DC9,inbound_to_closed_site,DC43,DC62,DC43->DC62,False,5199,0
min_changed_plus_2,2023-01-08,DC44->DC9,inbound_to_closed_site,DC44,DC8,DC44->DC8,False,19828,0
min_changed_plus_2,2023-01-08,DC45->DC9,inbound_to_closed_site,DC45,DC22,DC45->DC22,True,5270,0
min_changed_plus_2,2023-01-08,DC46->DC9,inbound_to_closed_site,DC46,DC17,DC46->DC17,True,36722,0
min_changed_plus_2,2023-01-08,DC47->DC9,inbound_to_closed_site,DC47,DC14,DC47->DC14,False,11152,0
min_changed_plus_2,2023-01-08,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,11226,0
min_changed_plus_2,2023-01-08,DC50->DC9,inbound_to_closed_site,DC50,DC17,DC50->DC17,True,8378,0
min_changed_plus_2,2023-01-08,DC51->DC9,inbound_to_closed_site,DC51,DC22,DC51->DC22,True,63354,0
min_changed_plus_2,2023-01-08,DC58->DC9,inbound_to_closed_site,DC58,DC40,DC58->DC40,False,37,0
min_changed_plus_2,2023-01-08,DC7->DC9,inbound_to_closed_site,DC7,DC64,DC7->DC64,True,4557,0
min_changed_plus_2,2023-01-08,DC9->DC14,outbound_from_closed_site,DC25,DC14,DC25->DC14,False,13108,0
min_changed_plus_2,2023-01-08,DC9->DC14,outbound_from_closed_site,DC47,DC14,DC47->DC14,False,2106,0
min_changed_plus_2,2023-01-08,DC9->DC3,outbound_from_closed_site,DC64,DC3,DC64->DC3,True,13896,0
min_changed_plus_2,2023-01-08,DC9->DC5,outbound_from_closed_site,DC8,DC5,DC8->DC5,False,26492,0
min_changed_plus_2,2023-01-09,DC14->DC9,inbound_to_closed_site,DC14,DC8,DC14->DC8,False,159302,0
min_changed_plus_2,2023-01-09,DC15->DC9,inbound_to_closed_site,DC15,DC17,DC15->DC17,True,33209,0
min_changed_plus_2,2023-01-09,DC25->DC9,inbound_to_closed_site,DC25,DC8,DC25->DC8,False,101,0
min_changed_plus_2,2023-01-09,DC26->DC9,inbound_to_closed_site,DC26,DC19,DC26->DC19,True,13456,0
min_changed_plus_2,2023-01-09,DC41->DC9,inbound_to_closed_site,DC41,DC17,DC41->DC17,True,7609,0
min_changed_plus_2,2023-01-09,DC42->DC9,inbound_to_closed_site,DC42,DC19,DC42->DC19,True,3910,0
min_changed_plus_2,2023-01-09,DC43->DC9,inbound_to_closed_site,DC43,DC14,DC43->DC14,False,9246,0
min_changed_plus_2,2023-01-09,DC44->DC9,inbound_to_closed_site,DC44,DC8,DC44->DC8,False,22598,0
min_changed_plus_2,2023-01-09,DC45->DC9,inbound_to_closed_site,DC45,DC22,DC45->DC22,True,8828,0
min_changed_plus_2,2023-01-09,DC46->DC9,inbound_to_closed_site,DC46,DC10,DC46->DC10,False,10029,0
min_changed_plus_2,2023-01-09,DC47->DC9,inbound_to_closed_site,DC47,DC14,DC47->DC14,False,24684,0
min_changed_plus_2,2023-01-09,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,13199,0
min_changed_plus_2,2023-01-09,DC50->DC9,inbound_to_closed_site,DC50,DC17,DC50->DC17,True,2907,0
min_changed_plus_2,2023-01-09,DC51->DC9,inbound_to_closed_site,DC51,DC19,DC51->DC19,True,21146,0
min_changed_plus_2,2023-01-09,DC58->DC9,inbound_to_closed_site,DC58,DC31,DC58->DC31,True,23,0
min_changed_plus_2,2023-01-09,DC7->DC9,inbound_to_closed_site,DC7,DC36,DC7->DC36,True,3645,0
min_changed_plus_2,2023-01-09,DC9->DC14,outbound_from_closed_site,DC47,DC14,DC47->DC14,False,10210,0
min_changed_plus_2,2023-01-09,DC9->DC3,outbound_from_closed_site,DC51,DC3,DC51->DC3,False,17390,0
min_changed_plus_2,2023-01-09,DC9->DC5,outbound_from_closed_site,DC8,DC5,DC8->DC5,False,15496,0
min_changed_plus_2,2023-01-10,DC14->DC9,inbound_to_closed_site,DC14,DC73,DC14->DC73,True,243464,0
min_changed_plus_2,2023-01-10,DC15->DC9,inbound_to_closed_site,DC15,DC17,DC15->DC17,True,29109,0
min_changed_plus_2,2023-01-10,DC25->DC9,inbound_to_closed_site,DC25,DC3,DC25->DC3,False,130,0
min_changed_plus_2,2023-01-10,DC26->DC9,inbound_to_closed_site,DC26,DC42,DC26->DC42,True,12658,0
min_changed_plus_2,2023-01-10,DC41->DC9,inbound_to_closed_site,DC41,DC17,DC41->DC17,True,5043,0
min_changed_plus_2,2023-01-10,DC42->DC9,inbound_to_closed_site,DC42,DC16,DC42->DC16,True,7267,0
min_changed_plus_2,2023-01-10,DC43->DC9,inbound_to_closed_site,DC43,DC14,DC43->DC14,False,4934,0
min_changed_plus_2,2023-01-10,DC44->DC9,inbound_to_closed_site,DC44,DC69,DC44->DC69,True,29711,0
min_changed_plus_2,2023-01-10,DC45->DC9,inbound_to_closed_site,DC45,DC5,DC45->DC5,False,3204,0
min_changed_plus_2,2023-01-10,DC46->DC9,inbound_to_closed_site,DC46,DC53,DC46->DC53,True,18013,0
min_changed_plus_2,2023-01-10,DC47->DC9,inbound_to_closed_site,DC47,DC14,DC47->DC14,False,10708,0
min_changed_plus_2,2023-01-10,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,8026,0
min_changed_plus_2,2023-01-10,DC50->DC9,inbound_to_closed_site,DC50,DC14,DC50->DC14,False,4300,0
min_changed_plus_2,2023-01-10,DC51->DC9,inbound_to_closed_site,DC51,DC19,DC51->DC19,True,25614,0
min_changed_plus_2,2023-01-10,DC58->DC9,inbound_to_closed_site,DC58,DC14,DC58->DC14,False,81,0
min_changed_plus_2,2023-01-10,DC7->DC9,inbound_to_closed_site,DC7,DC14,DC7->DC14,False,2621,0
min_changed_plus_2,2023-01-10,DC9->DC14,outbound_from_closed_site,DC47,DC14,DC47->DC14,False,25762,0
min_changed_plus_2,2023-01-10,DC9->DC3,outbound_from_closed_site,DC25,DC3,DC25->DC3,False,7659,0
min_changed_plus_2,2023-01-10,DC9->DC3,outbound_from_closed_site,DC51,DC3,DC51->DC3,False,6052,0
min_changed_plus_2,2023-01-10,DC9->DC5,outbound_from_closed_site,DC44,DC5,DC44->DC5,False,13919,0
min_changed_plus_2,2023-01-10,DC9->DC5,outbound_from_closed_site,DC45,DC5,DC45->DC5,False,220,0
min_changed_plus_2,2023-01-11,DC14->DC9,inbound_to_closed_site,DC14,DC4,DC14->DC4,False,133300,0
min_changed_plus_2,2023-01-11,DC15->DC9,inbound_to_closed_site,DC15,DC17,DC15->DC17,True,20102,0
min_changed_plus_2,2023-01-11,DC25->DC9,inbound_to_closed_site,DC25,DC8,DC25->DC8,False,115,0
min_changed_plus_2,2023-01-11,DC26->DC9,inbound_to_closed_site,DC26,DC19,DC26->DC19,True,12748,0
min_changed_plus_2,2023-01-11,DC41->DC9,inbound_to_closed_site,DC41,DC17,DC41->DC17,True,5051,0
min_changed_plus_2,2023-01-11,DC42->DC9,inbound_to_closed_site,DC42,DC19,DC42->DC19,True,3697,0
min_changed_plus_2,2023-01-11,DC43->DC9,inbound_to_closed_site,DC43,DC62,DC43->DC62,False,6139,0
min_changed_plus_2,2023-01-11,DC44->DC9,inbound_to_closed_site,DC44,DC8,DC44->DC8,False,21669,0
min_changed_plus_2,2023-01-11,DC45->DC9,inbound_to_closed_site,DC45,DC22,DC45->DC22,True,7118,0
min_changed_plus_2,2023-01-11,DC46->DC9,inbound_to_closed_site,DC46,DC10,DC46->DC10,False,11486,0
min_changed_plus_2,2023-01-11,DC47->DC9,inbound_to_closed_site,DC47,DC14,DC47->DC14,False,17824,0
min_changed_plus_2,2023-01-11,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,15945,0
min_changed_plus_2,2023-01-11,DC50->DC9,inbound_to_closed_site,DC50,DC17,DC50->DC17,True,6667,0
min_changed_plus_2,2023-01-11,DC51->DC9,inbound_to_closed_site,DC51,DC19,DC51->DC19,True,48150,0
min_changed_plus_2,2023-01-11,DC58->DC9,inbound_to_closed_site,DC58,DC3,DC58->DC3,False,71,0
min_changed_plus_2,2023-01-11,DC7->DC9,inbound_to_closed_site,DC7,DC4,DC7->DC4,False,2803,0
min_changed_plus_2,2023-01-11,DC9->DC14,outbound_from_closed_site,DC47,DC14,DC47->DC14,False,14035,0
min_changed_plus_2,2023-01-11,DC9->DC3,outbound_from_closed_site,DC64,DC3,DC64->DC3,True,14911,0
min_changed_plus_2,2023-01-11,DC9->DC5,outbound_from_closed_site,DC8,DC5,DC8->DC5,False,11144,0
min_changed_plus_2,2023-01-12,DC14->DC9,inbound_to_closed_site,DC14,DC8,DC14->DC8,False,173311,0
min_changed_plus_2,2023-01-12,DC15->DC9,inbound_to_closed_site,DC15,DC17,DC15->DC17,True,25341,0
min_changed_plus_2,2023-01-12,DC25->DC9,inbound_to_closed_site,DC25,DC55,DC25->DC55,True,83,0
min_changed_plus_2,2023-01-12,DC26->DC9,inbound_to_closed_site,DC26,DC22,DC26->DC22,True,14148,0
min_changed_plus_2,2023-01-12,DC41->DC9,inbound_to_closed_site,DC41,DC17,DC41->DC17,True,18773,0
min_changed_plus_2,2023-01-12,DC42->DC9,inbound_to_closed_site,DC42,DC17,DC42->DC17,True,3807,0
min_changed_plus_2,2023-01-12,DC43->DC9,inbound_to_closed_site,DC43,DC17,DC43->DC17,True,9118,0
min_changed_plus_2,2023-01-12,DC44->DC9,inbound_to_closed_site,DC44,DC8,DC44->DC8,False,38921,0
min_changed_plus_2,2023-01-12,DC45->DC9,inbound_to_closed_site,DC45,DC22,DC45->DC22,True,7663,0
min_changed_plus_2,2023-01-12,DC46->DC9,inbound_to_closed_site,DC46,DC10,DC46->DC10,False,10314,0
min_changed_plus_2,2023-01-12,DC47->DC9,inbound_to_closed_site,DC47,DC14,DC47->DC14,False,9947,0
min_changed_plus_2,2023-01-12,DC48->DC9,inbound_to_closed_site,DC48,DC22,DC48->DC22,True,10042,0
min_changed_plus_2,2023-01-12,DC50->DC9,inbound_to_closed_site,DC50,DC17,DC50->DC17,True,9318,0
min_changed_plus_2,2023-01-12,DC51->DC9,inbound_to_closed_site,DC51,DC8,DC51->DC8,False,35385,0
min_changed_plus_2,2023-01-12,DC58->DC9,inbound_to_closed_site,DC58,DC5,DC58->DC5,False,76,0
min_changed_plus_2,2023-01-12,DC7->DC9,inbound_to_closed_site,DC7,DC64,DC7->DC64,True,6311,0
