year,start_date,end_date,method,distance_m,elevation_change_m
2020,2020-07-10,2020-07-29,linear,1955.0,-0.09874999999999545
2020,2020-07-10,2020-07-29,linear,1960.0,-0.13000000000000256
2020,2020-07-10,2020-07-29,linear,1965.0,-0.16125000000000256
2020,2020-07-10,2020-07-29,linear,1970.0,-0.16823529411765037
2020,2020-07-10,2020-07-29,linear,1975.0,-0.13882352941176634
2020,2020-07-10,2020-07-29,linear,1980.0,-0.10941176470588232
2020,2020-07-10,2020-07-29,linear,1985.0,-0.0800000000000054
2020,2020-07-10,2020-07-29,linear,1990.0,-0.02117647058823735
2020,2020-07-10,2020-07-29,linear,1995.0,0.0376470588235307
2020,2020-07-10,2020-07-29,linear,2000.0,0.09647058823528454
2020,2020-07-10,2020-07-29,linear,2005.0,0.17294117647058016
2020,2020-07-10,2020-07-29,linear,2010.0,0.26117647058823223
2020,2020-07-10,2020-07-29,linear,2015.0,0.3494117647058772
2020,2020-07-10,2020-07-29,linear,2020.0,0.4118300653594744
2020,2020-07-10,2020-07-29,linear,2025.0,0.3709803921568593
2020,2020-07-10,2020-07-29,linear,2030.0,0.3301307189542442
2020,2020-07-10,2020-07-29,linear,2035.0,0.28928104575162905
2020,2020-07-10,2020-07-29,linear,2040.0,0.13315789473683992
2020,2020-07-10,2020-07-29,linear,2045.0,-0.0378947368421052
2020,2020-07-10,2020-07-29,linear,2050.0,-0.20894736842105743
2020,2020-07-10,2020-07-29,linear,2055.0,-0.38000000000000256
2020,2020-07-10,2020-07-29,linear,2060.0,-0.34521739130435236
2020,2020-07-10,2020-07-29,linear,2065.0,-0.31043478260869506
2020,2020-07-10,2020-07-29,linear,2070.0,-0.27565217391305197
2020,2020-07-10,2020-07-29,linear,2075.0,-0.24086956521739467
2020,2020-07-10,2020-07-29,pchip,1680.0,1.0160916542714986
2020,2020-07-10,2020-07-29,pchip,1685.0,0.8241333842187402
2020,2020-07-10,2020-07-29,pchip,1690.0,0.49127406409996155
2020,2020-07-10,2020-07-29,pchip,1695.0,0.14185358572494522
2020,2020-07-10,2020-07-29,pchip,1700.0,0.0838577922518482
2020,2020-07-10,2020-07-29,pchip,1705.0,0.05631182576836835
2020,2020-07-10,2020-07-29,pchip,1710.0,0.03529615306329248
2020,2020-07-10,2020-07-29,pchip,1715.0,0.01573415099920794
2020,2020-07-10,2020-07-29,pchip,1720.0,0.012156862745094088
2020,2020-07-10,2020-07-29,pchip,1725.0,0.018867640334590874
2020,2020-07-10,2020-07-29,pchip,1730.0,0.027988059798197185
2020,2020-07-10,2020-07-29,pchip,1735.0,0.04586048217897343
2020,2020-07-10,2020-07-29,pchip,1740.0,0.07198555416075436
2020,2020-07-10,2020-07-29,pchip,1745.0,0.10508958547834624
2020,2020-07-10,2020-07-29,pchip,1750.0,0.14384849188144955
2020,2020-07-10,2020-07-29,pchip,1755.0,0.18279073259670042
2020,2020-07-10,2020-07-29,pchip,1760.0,0.21151649214967705
2020,2020-07-10,2020-07-29,pchip,1765.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1770.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1775.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1780.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1785.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1790.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1795.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1800.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1805.0,0.21999999999999176
2020,2020-07-10,2020-07-29,pchip,1810.0,0.21999999999999176
2020,2020-07-10,2020-07-29,pchip,1815.0,0.21999999999999176
2020,2020-07-10,2020-07-29,pchip,1820.0,0.21999999999999176
2020,2020-07-10,2020-07-29,pchip,1825.0,0.21999999999999176
2020,2020-07-10,2020-07-29,pchip,1830.0,0.21999999999999176
2020,2020-07-10,2020-07-29,pchip,1835.0,0.22740740740740506
2020,2020-07-10,2020-07-29,pchip,1840.0,0.23481481481481126
2020,2020-07-10,2020-07-29,pchip,1845.0,0.21999999999999886
2020,2020-07-10,2020-07-29,pchip,1850.0,0.18666666666666742
2020,2020-07-10,2020-07-29,pchip,1855.0,0.15333333333333599
2020,2020-07-10,2020-07-29,pchip,1860.0,0.11999999999999744
2020,2020-07-10,2020-07-29,pchip,1865.0,0.10518518518518505
2020,2020-07-10,2020-07-29,pchip,1870.0,0.11259259259259125
2020,2020-07-10,2020-07-29,pchip,1875.0,0.11999999999999744
2020,2020-07-10,2020-07-29,pchip,1880.0,0.11999999999999744
2020,2020-07-10,2020-07-29,pchip,1885.0,0.11999999999999744
2020,2020-07-10,2020-07-29,pchip,1890.0,0.11999999999999744
2020,2020-07-10,2020-07-29,pchip,1895.0,0.1014814814814784
2020,2020-07-10,2020-07-29,pchip,1900.0,0.06074074074074076
2020,2020-07-10,2020-07-29,pchip,1905.0,0.01999999999999602
2020,2020-07-10,2020-07-29,pchip,1910.0,-0.020740740740741614
2020,2020-07-10,2020-07-29,pchip,1915.0,-0.061481481481486355
2020,2020-07-10,2020-07-29,pchip,1920.0,-0.0800000000000054
2020,2020-07-10,2020-07-29,pchip,1925.0,-0.0568066406250054
2020,2020-07-10,2020-07-29,pchip,1930.0,-0.0116406250000054
2020,2020-07-10,2020-07-29,pchip,1935.0,0.018876953125001705
2020,2020-07-10,2020-07-29,pchip,1940.0,0.009062499999998863
2020,2020-07-10,2020-07-29,pchip,1945.0,-0.025483398437501137
2020,2020-07-10,2020-07-29,pchip,1950.0,-0.06613281250000114
2020,2020-07-10,2020-07-29,pchip,1955.0,-0.09883571085138243
2020,2020-07-10,2020-07-29,pchip,1960.0,-0.1303750765462297
2020,2020-07-10,2020-07-29,pchip,1965.0,-0.16162141368933192
2020,2020-07-10,2020-07-29,pchip,1970.0,-0.18724156975588357
2020,2020-07-10,2020-07-29,pchip,1975.0,-0.1710801196587184
2020,2020-07-10,2020-07-29,pchip,1980.0,-0.12669622528132152
2020,2020-07-10,2020-07-29,pchip,1985.0,-0.0800000000000054
2020,2020-07-10,2020-07-29,pchip,1990.0,-0.03298188479544706
2020,2020-07-10,2020-07-29,pchip,1995.0,0.02624872786483934
2020,2020-07-10,2020-07-29,pchip,2000.0,0.0926032973743105
2020,2020-07-10,2020-07-29,pchip,2005.0,0.16426290176341496
2020,2020-07-10,2020-07-29,pchip,2010.0,0.24918601854079014
2020,2020-07-10,2020-07-29,pchip,2015.0,0.34283675344941145
2020,2020-07-10,2020-07-29,pchip,2020.0,0.4377468274202343
2020,2020-07-10,2020-07-29,pchip,2025.0,0.48003760919915095
2020,2020-07-10,2020-07-29,pchip,2030.0,0.440925915230892
2020,2020-07-10,2020-07-29,pchip,2035.0,0.31496144977457874
2020,2020-07-10,2020-07-29,pchip,2040.0,0.14223442826528299
2020,2020-07-10,2020-07-29,pchip,2045.0,-0.030309475947404962
2020,2020-07-10,2020-07-29,pchip,2050.0,-0.20547018634730563
2020,2020-07-10,2020-07-29,pchip,2055.0,-0.38000000000000256
2020,2020-07-10,2020-07-29,pchip,2060.0,-0.4891135348328888
2020,2020-07-10,2020-07-29,pchip,2065.0,-0.489402107886761
2020,2020-07-10,2020-07-29,pchip,2070.0,-0.4096830648972798
2020,2020-07-10,2020-07-29,pchip,2075.0,-0.27877375160007745
2021,2021-07-07,2021-07-22,linear,1680.0,0.2773913043478231
2021,2021-07-07,2021-07-22,linear,1685.0,0.2252173913043478
2021,2021-07-07,2021-07-22,linear,1690.0,0.1730434782608654
2021,2021-07-07,2021-07-22,linear,1695.0,0.12086956521738301
2021,2021-07-07,2021-07-22,linear,1700.0,0.11499999999999488
2021,2021-07-07,2021-07-22,linear,1705.0,0.13999999999999346
2021,2021-07-07,2021-07-22,linear,1710.0,0.16499999999999915
2021,2021-07-07,2021-07-22,linear,1715.0,0.18999999999999062
2021,2021-07-07,2021-07-22,linear,1720.0,0.18499999999999517
2021,2021-07-07,2021-07-22,linear,1725.0,0.1599999999999966
2021,2021-07-07,2021-07-22,linear,1730.0,0.1349999999999909
2021,2021-07-07,2021-07-22,linear,1735.0,0.10999999999999233
2021,2021-07-07,2021-07-22,linear,1740.0,0.11578947368420245
2021,2021-07-07,2021-07-22,linear,1745.0,0.1421052631578874
2021,2021-07-07,2021-07-22,linear,1750.0,0.16842105263157237
2021,2021-07-07,2021-07-22,linear,1755.0,0.19473684210525732
2021,2021-07-07,2021-07-22,linear,1760.0,0.17777777777777004
2021,2021-07-07,2021-07-22,linear,1765.0,0.14999999999999147
2021,2021-07-07,2021-07-22,linear,1770.0,0.12222222222222001
2021,2021-07-07,2021-07-22,linear,1775.0,0.11111111111110716
2021,2021-07-07,2021-07-22,linear,1780.0,0.1666666666666643
2021,2021-07-07,2021-07-22,linear,1785.0,0.22222222222222143
2021,2021-07-07,2021-07-22,linear,1790.0,0.27777777777777146
2021,2021-07-07,2021-07-22,linear,1795.0,0.3166666666666629
2021,2021-07-07,2021-07-22,linear,1800.0,0.34444444444444144
2021,2021-07-07,2021-07-22,linear,1805.0,0.3722222222222129
2021,2021-07-07,2021-07-22,linear,1810.0,0.3999999999999915
2021,2021-07-07,2021-07-22,linear,1815.0,0.42777777777777004
2021,2021-07-07,2021-07-22,linear,1820.0,0.4555555555555486
2021,2021-07-07,2021-07-22,linear,1825.0,0.4833333333333272
2021,2021-07-07,2021-07-22,linear,1830.0,0.5124999999999957
2021,2021-07-07,2021-07-22,linear,1835.0,0.5437499999999957
2021,2021-07-07,2021-07-22,linear,1840.0,0.5749999999999957
2021,2021-07-07,2021-07-22,linear,1845.0,0.5933333333333266
2021,2021-07-07,2021-07-22,linear,1850.0,0.5599999999999952
2021,2021-07-07,2021-07-22,linear,1855.0,0.5266666666666708
2021,2021-07-07,2021-07-22,linear,1860.0,0.5071428571428598
2021,2021-07-07,2021-07-22,linear,1865.0,0.5428571428571445
2021,2021-07-07,2021-07-22,linear,1870.0,0.5785714285714292
2021,2021-07-07,2021-07-22,linear,1875.0,0.5714285714285694
2021,2021-07-07,2021-07-22,linear,1880.0,0.5
2021,2021-07-07,2021-07-22,linear,1885.0,0.4285714285714306
2021,2021-07-07,2021-07-22,linear,1890.0,0.3571428571428541
2021,2021-07-07,2021-07-22,linear,1895.0,0.2857142857142847
2021,2021-07-07,2021-07-22,linear,1900.0,0.2142857142857082
2021,2021-07-07,2021-07-22,linear,1905.0,0.19999999999999574
2021,2021-07-07,2021-07-22,linear,1910.0,0.19999999999999574
2021,2021-07-07,2021-07-22,linear,1915.0,0.19999999999999574
2021,2021-07-07,2021-07-22,linear,1920.0,0.23333333333332718
2021,2021-07-07,2021-07-22,linear,1925.0,0.2666666666666657
2021,2021-07-07,2021-07-22,linear,1930.0,0.29999999999999716
2021,2021-07-07,2021-07-22,linear,1935.0,0.29999999999999716
2021,2021-07-07,2021-07-22,linear,1940.0,0.29999999999999716
2021,2021-07-07,2021-07-22,linear,1945.0,0.29999999999999716
2021,2021-07-07,2021-07-22,linear,1950.0,0.24374999999999858
2021,2021-07-07,2021-07-22,linear,1955.0,0.14999999999999147
2021,2021-07-07,2021-07-22,linear,1960.0,0.056249999999991473
2021,2021-07-07,2021-07-22,linear,1965.0,-7.105427357601002e-15
2021,2021-07-07,2021-07-22,linear,1970.0,-7.105427357601002e-15
2021,2021-07-07,2021-07-22,linear,1975.0,-7.105427357601002e-15
2021,2021-07-07,2021-07-22,linear,1980.0,0.011764705882349347
2021,2021-07-07,2021-07-22,linear,1985.0,0.0705882352941174
2021,2021-07-07,2021-07-22,linear,1990.0,0.12941176470587124
2021,2021-07-07,2021-07-22,linear,1995.0,0.18823529411763928
2021,2021-07-07,2021-07-22,linear,2000.0,0.24705882352940733
2021,2021-07-07,2021-07-22,linear,2005.0,0.3058823529411683
2021,2021-07-07,2021-07-22,linear,2010.0,0.3647058823529292
2021,2021-07-07,2021-07-22,linear,2015.0,0.45647058823528397
2021,2021-07-07,2021-07-22,linear,2020.0,0.5976470588235259
2021,2021-07-07,2021-07-22,linear,2025.0,0.7388235294117607
2021,2021-07-07,2021-07-22,linear,2030.0,0.8624999999999972
2021,2021-07-07,2021-07-22,linear,2035.0,0.6576388888888829
2021,2021-07-07,2021-07-22,linear,2040.0,0.4527777777777757
2021,2021-07-07,2021-07-22,linear,2045.0,0.24166666666666003
2021,2021-07-07,2021-07-22,linear,2050.0,0.05999999999998806
2021,2021-07-07,2021-07-22,linear,2055.0,-0.04000000000000625
2021,2021-07-07,2021-07-22,linear,2060.0,-0.14000000000000767
2021,2021-07-07,2021-07-22,linear,2065.0,0.4787499999999909
2021,2021-07-07,2021-07-22,linear,2070.0,1.0208333333333286
2021,2021-07-07,2021-07-22,linear,2075.0,1.4479166666666572
2021,2021-07-07,2021-07-22,pchip,1680.0,0.0755261941381491
2021,2021-07-07,2021-07-22,pchip,1685.0,0.04553239073189275
2021,2021-07-07,2021-07-22,pchip,1690.0,0.05158216919388536
2021,2021-07-07,2021-07-22,pchip,1695.0,0.08285353552236074
2021,2021-07-07,2021-07-22,pchip,1700.0,0.12469947116438362
2021,2021-07-07,2021-07-22,pchip,1705.0,0.15641729040527252
2021,2021-07-07,2021-07-22,pchip,1710.0,0.17881754686471396
2021,2021-07-07,2021-07-22,pchip,1715.0,0.19477608065032115
2021,2021-07-07,2021-07-22,pchip,1720.0,0.1967127976190426
2021,2021-07-07,2021-07-22,pchip,1725.0,0.1587936507936405
2021,2021-07-07,2021-07-22,pchip,1730.0,0.1118136574074029
2021,2021-07-07,2021-07-22,pchip,1735.0,0.09210714285713806
2021,2021-07-07,2021-07-22,pchip,1740.0,0.12132501151307906
2021,2021-07-07,2021-07-22,pchip,1745.0,0.1567000758282262
2021,2021-07-07,2021-07-22,pchip,1750.0,0.18529842612069558
2021,2021-07-07,2021-07-22,pchip,1755.0,0.19954109650858243
2021,2021-07-07,2021-07-22,pchip,1760.0,0.1873799725651537
2021,2021-07-07,2021-07-22,pchip,1765.0,0.14999999999999147
2021,2021-07-07,2021-07-22,pchip,1770.0,0.11262002743483635
2021,2021-07-07,2021-07-22,pchip,1775.0,0.10120027434841461
2021,2021-07-07,2021-07-22,pchip,1780.0,0.1370370370370324
2021,2021-07-07,2021-07-22,pchip,1785.0,0.20373799725651054
2021,2021-07-07,2021-07-22,pchip,1790.0,0.2755829903978082
2021,2021-07-07,2021-07-22,pchip,1795.0,0.32746913580246684
2021,2021-07-07,2021-07-22,pchip,1800.0,0.3545038866026573
2021,2021-07-07,2021-07-22,pchip,1805.0,0.3729652491998081
2021,2021-07-07,2021-07-22,pchip,1810.0,0.3999999999999915
2021,2021-07-07,2021-07-22,pchip,1815.0,0.4322728335925703
2021,2021-07-07,2021-07-22,pchip,1820.0,0.4583898556555539
2021,2021-07-07,2021-07-22,pchip,1825.0,0.48340995922789176
2021,2021-07-07,2021-07-22,pchip,1830.0,0.5119028490276847
2021,2021-07-07,2021-07-22,pchip,1835.0,0.5425995976115345
2021,2021-07-07,2021-07-22,pchip,1840.0,0.5742706932653547
2021,2021-07-07,2021-07-22,pchip,1845.0,0.6039186587459398
2021,2021-07-07,2021-07-22,pchip,1850.0,0.5688053469785075
2021,2021-07-07,2021-07-22,pchip,1855.0,0.5077479554194966
2021,2021-07-07,2021-07-22,pchip,1860.0,0.507406600342641
2021,2021-07-07,2021-07-22,pchip,1865.0,0.5528755696228913
2021,2021-07-07,2021-07-22,pchip,1870.0,0.59167726340565
2021,2021-07-07,2021-07-22,pchip,1875.0,0.5931195335276982
2021,2021-07-07,2021-07-22,pchip,1880.0,0.5300000000000011
2021,2021-07-07,2021-07-22,pchip,1885.0,0.43626822157434475
2021,2021-07-07,2021-07-22,pchip,1890.0,0.3446355685131195
2021,2021-07-07,2021-07-22,pchip,1895.0,0.25352769679300025
2021,2021-07-07,2021-07-22,pchip,1900.0,0.2017784256559665
2021,2021-07-07,2021-07-22,pchip,1905.0,0.19999999999999574
2021,2021-07-07,2021-07-22,pchip,1910.0,0.19999999999999574
2021,2021-07-07,2021-07-22,pchip,1915.0,0.19999999999999574
2021,2021-07-07,2021-07-22,pchip,1920.0,0.22592592592592098
2021,2021-07-07,2021-07-22,pchip,1925.0,0.2740740740740719
2021,2021-07-07,2021-07-22,pchip,1930.0,0.29999999999999716
2021,2021-07-07,2021-07-22,pchip,1935.0,0.29999999999999716
2021,2021-07-07,2021-07-22,pchip,1940.0,0.29999999999999716
2021,2021-07-07,2021-07-22,pchip,1945.0,0.29999999999999716
2021,2021-07-07,2021-07-22,pchip,1950.0,0.2723144531249986
2021,2021-07-07,2021-07-22,pchip,1955.0,0.14999999999999858
2021,2021-07-07,2021-07-22,pchip,1960.0,0.027685546874991473
2021,2021-07-07,2021-07-22,pchip,1965.0,-7.105427357601002e-15
2021,2021-07-07,2021-07-22,pchip,1970.0,-7.105427357601002e-15
2021,2021-07-07,2021-07-22,pchip,1975.0,-7.105427357601002e-15
2021,2021-07-07,2021-07-22,pchip,1980.0,0.001506208019534938
2021,2021-07-07,2021-07-22,pchip,1985.0,0.04506411561163759
2021,2021-07-07,2021-07-22,pchip,1990.0,0.12067982902502905
2021,2021-07-07,2021-07-22,pchip,1995.0,0.19018929371055293
2021,2021-07-07,2021-07-22,pchip,2000.0,0.23652191655305188
2021,2021-07-07,2021-07-22,pchip,2005.0,0.2886267693093316
2021,2021-07-07,2021-07-22,pchip,2010.0,0.3530849468274724
2021,2021-07-07,2021-07-22,pchip,2015.0,0.44243085219866884
2021,2021-07-07,2021-07-22,pchip,2020.0,0.5992629051833305
2021,2021-07-07,2021-07-22,pchip,2025.0,0.765643101049676
2021,2021-07-07,2021-07-22,pchip,2030.0,0.8692070983135949
2021,2021-07-07,2021-07-22,pchip,2035.0,0.7915741004176908
2021,2021-07-07,2021-07-22,pchip,2040.0,0.5256171291944014
2021,2021-07-07,2021-07-22,pchip,2045.0,0.23027158274161508
2021,2021-07-07,2021-07-22,pchip,2050.0,0.02560478333097649
2021,2021-07-07,2021-07-22,pchip,2055.0,-0.09053259958562876
2021,2021-07-07,2021-07-22,pchip,2060.0,-0.12090163240946339
2021,2021-07-07,2021-07-22,pchip,2065.0,0.13137180592660513
2021,2021-07-07,2021-07-22,pchip,2070.0,0.7187469200627277
2021,2021-07-07,2021-07-22,pchip,2075.0,1.4718835491585267
2022,2022-07-07,2022-07-23,linear,1675.0,-0.7958333333333414
2022,2022-07-07,2022-07-23,linear,1680.0,-0.6083333333333343
2022,2022-07-07,2022-07-23,linear,1685.0,-0.4208333333333343
2022,2022-07-07,2022-07-23,linear,1690.0,-0.2333333333333414
2022,2022-07-07,2022-07-23,linear,1695.0,-0.18257575757576205
2022,2022-07-07,2022-07-23,linear,1700.0,-0.2740259740259745
2022,2022-07-07,2022-07-23,linear,1705.0,-0.26428571428571956
2022,2022-07-07,2022-07-23,linear,1710.0,-0.2545454545454575
2022,2022-07-07,2022-07-23,linear,1715.0,-0.24480519480519547
2022,2022-07-07,2022-07-23,linear,1720.0,-0.24428571428571644
2022,2022-07-07,2022-07-23,linear,1725.0,-0.24309523809524336
2022,2022-07-07,2022-07-23,linear,1730.0,-0.24190476190477028
2022,2022-07-07,2022-07-23,linear,1735.0,-0.2407142857142972
2022,2022-07-07,2022-07-23,linear,1740.0,-0.2552631578947455
2022,2022-07-07,2022-07-23,linear,1745.0,-0.268421052631588
2022,2022-07-07,2022-07-23,linear,1750.0,-0.28157894736842337
2022,2022-07-07,2022-07-23,linear,1755.0,-0.29473684210526585
2022,2022-07-07,2022-07-23,linear,1760.0,-0.31666666666667
2022,2022-07-07,2022-07-23,linear,1765.0,-0.34444444444444855
2022,2022-07-07,2022-07-23,linear,1770.0,-0.3722222222222271
2022,2022-07-07,2022-07-23,linear,1775.0,-0.4299999999999997
2022,2022-07-07,2022-07-23,linear,1780.0,-0.41954248366013047
2022,2022-07-07,2022-07-23,linear,1785.0,-0.40908496732026833
2022,2022-07-07,2022-07-23,linear,1790.0,-0.3986274509803991
2022,2022-07-07,2022-07-23,linear,1795.0,-0.3898529411764784
2022,2022-07-07,2022-07-23,linear,1800.0,-0.37919117647059153
2022,2022-07-07,2022-07-23,linear,1805.0,-0.36852941176470466
2022,2022-07-07,2022-07-23,linear,1810.0,-0.36529411764706055
2022,2022-07-07,2022-07-23,linear,1815.0,-0.3917647058823519
2022,2022-07-07,2022-07-23,linear,1820.0,-0.41823529411765037
2022,2022-07-07,2022-07-23,linear,1825.0,-0.44470588235294173
2022,2022-07-07,2022-07-23,linear,1830.0,-0.4625000000000057
2022,2022-07-07,2022-07-23,linear,1835.0,-0.4781249999999986
2022,2022-07-07,2022-07-23,linear,1840.0,-0.4937499999999986
2022,2022-07-07,2022-07-23,linear,1845.0,-0.5074999999999932
2022,2022-07-07,2022-07-23,linear,1850.0,-0.519999999999996
2022,2022-07-07,2022-07-23,linear,1855.0,-0.532500000000006
2022,2022-07-07,2022-07-23,linear,1860.0,-0.5346666666666664
2022,2022-07-07,2022-07-23,linear,1865.0,-0.521333333333331
2022,2022-07-07,2022-07-23,linear,1870.0,-0.5080000000000027
2022,2022-07-07,2022-07-23,linear,1875.0,-0.5080000000000027
2022,2022-07-07,2022-07-23,linear,1880.0,-0.5279999999999987
2022,2022-07-07,2022-07-23,linear,1885.0,-0.5480000000000018
2022,2022-07-07,2022-07-23,linear,1890.0,-0.565333333333335
2022,2022-07-07,2022-07-23,linear,1895.0,-0.5786666666666633
2022,2022-07-07,2022-07-23,linear,1900.0,-0.5920000000000059
2022,2022-07-07,2022-07-23,linear,1905.0,-0.5933333333333337
2022,2022-07-07,2022-07-23,linear,1910.0,-0.576666666666668
2022,2022-07-07,2022-07-23,linear,1915.0,-0.5600000000000023
2022,2022-07-07,2022-07-23,linear,1920.0,-0.5700000000000074
2022,2022-07-07,2022-07-23,linear,1925.0,-0.6200000000000045
2022,2022-07-07,2022-07-23,linear,1930.0,-0.6700000000000088
2022,2022-07-07,2022-07-23,linear,1935.0,-0.69733333333334
2022,2022-07-07,2022-07-23,linear,1940.0,-0.6906666666666723
2022,2022-07-07,2022-07-23,linear,1945.0,-0.6840000000000046
2022,2022-07-07,2022-07-23,linear,1950.0,-0.6662500000000051
2022,2022-07-07,2022-07-23,linear,1955.0,-0.631875000000008
2022,2022-07-07,2022-07-23,linear,1960.0,-0.5975000000000108
2022,2022-07-07,2022-07-23,linear,1965.0,-0.55937500000001
2022,2022-07-07,2022-07-23,linear,1970.0,-0.5062500000000085
2022,2022-07-07,2022-07-23,linear,1975.0,-0.4531250000000071
2022,2022-07-07,2022-07-23,linear,1980.0,-0.37333333333334195
2022,2022-07-07,2022-07-23,linear,1985.0,-0.4025000000000034
2022,2022-07-07,2022-07-23,linear,1990.0,-0.43166666666667197
2022,2022-07-07,2022-07-23,linear,1995.0,-0.48750000000000426
2022,2022-07-07,2022-07-23,linear,2000.0,-0.57500000000001
2022,2022-07-07,2022-07-23,linear,2005.0,-0.6687500000000028
2022,2022-07-07,2022-07-23,linear,2010.0,-0.7891666666666666
2022,2022-07-07,2022-07-23,linear,2015.0,-0.8776470588235341
2022,2022-07-07,2022-07-23,linear,2020.0,-0.9403921568627496
2022,2022-07-07,2022-07-23,linear,2025.0,-0.9014705882352985
2022,2022-07-07,2022-07-23,linear,2030.0,-0.8606617647058883
2022,2022-07-07,2022-07-23,linear,2035.0,-0.9139705882353013
2022,2022-07-07,2022-07-23,linear,2040.0,-0.7764705882352914
2022,2022-07-07,2022-07-23,linear,2045.0,-0.5117647058823565
2022,2022-07-07,2022-07-23,linear,2050.0,-0.31764705882353184
2022,2022-07-07,2022-07-23,linear,2055.0,-0.13262032085561515
2022,2022-07-07,2022-07-23,linear,2060.0,0.08663101604278012
2022,2022-07-07,2022-07-23,linear,2065.0,0.14000000000000057
2022,2022-07-07,2022-07-23,linear,2070.0,-0.05545454545455186
2022,2022-07-07,2022-07-23,linear,2075.0,-0.2509090909090972
