chain_type,links,chain_length_m,ballast_mass_kg,ballast_above_minimum_kg,worst_draft_m,worst_excursion_m,worst_barrel_angle_deg,worst_anchor_angle_deg,ideal_distance
IV,150,22.5,4006.9131601712797,200.0,1.7375084350619312,20.066885838484346,4.782506833177728,13.16280942849786,0.7394165320004655
IV,150,22.5,4206.91316017128,400.0,1.7990494160134898,20.07933132858254,4.583510541453096,12.890624934484654,0.9552088244023373
IV,153,22.95,3806.913160169228,0.0,1.6749769481075332,20.505763257390303,4.999999999999953,11.73392093704028,1.035838536687803
IV,153,22.95,4006.913160169228,200.0,1.7365397555540847,20.516885838501718,4.7825068331809675,11.46999848639474,0.7457243968942147
IV,153,22.95,4206.913160169228,400.0,1.7981066042859923,20.529331328679575,4.583510541460726,11.208049304573096,0.9575331148055927
IV,156,23.4,3806.913160174844,0.0,1.6741500961389164,20.955763257483873,4.999999999999994,10.087787054073793,1.0441277291571314
IV,156,23.4,4006.913160174844,200.0,1.7357364347135136,20.96688583846816,4.782506833172985,9.833680959025422,0.7543426016697089
IV,156,23.4,4206.913160174844,400.0,1.7973264146537389,20.979331328658866,4.583510541454145,9.581457698717776,0.9621558525602416
IV,159,23.849999999999998,3806.9131601706317,0.0,1.6734735580399358,21.40576325741278,4.999999999999899,8.49528823606197,1.0535873620638951
IV,159,23.849999999999998,4006.9131601706317,200.0,1.7350810244788129,21.416885838492448,4.782506833178917,8.250523009382151,0.7650933199040997
IV,159,23.849999999999998,4206.913160170632,400.0,1.796691787978491,21.429331328563368,4.583510541452597,8.00755540452465,0.968919259287945
IV,162,24.3,3806.9131601678237,0.0,1.672932014451247,21.85576325736726,4.999999999999965,6.953364469154315,1.0641649347267836
IV,162,24.3,4006.9131601678237,200.0,1.7345585354252153,21.866885838478858,4.782506833180984,6.717499593152831,0.7778072279633146
IV,162,24.3,4206.913160167824,400.0,1.796188055278261,21.879331328644298,4.583510541460008,6.483351857185399,0.9776751077652338
IV,165,24.75,3806.9131601689037,0.0,1.6725122320271557,22.305763257385355,4.99999999999998,5.459229453473876,1.075811341711782
IV,165,24.75,4006.9131601689037,200.0,1.7341560079398928,22.316885838509535,4.782506833181802,5.231855404942777,0.7923238732407877
IV,165,24.75,4206.913160168904,400.0,1.7958025231002146,22.329331328660146,4.583510541459899,5.006122335530993,0.9882836964718006
IV,168,25.2,3806.913160170092,0.0,1.6722027113709503,22.755763257403625,4.9999999999998845,4.010337088076013,1.0884800896216842
IV,168,25.2,4006.913160170092,200.0,1.7338621714623488,22.766885838464397,4.782506833177703,3.791071991339648,0.8084921285972572
IV,168,25.2,4206.913160170092,400.0,1.7955241436057323,22.779331328621588,4.583510541456514,3.5733756777945223,1.000613242517484
IV,183,27.45,3806.9131601719278,0.0,1.6718410091226736,25.005763257434033,4.999999999999885,0.0,1.1655885559950747
IV,186,27.9,3806.9131601677154,0.0,1.6718410091221343,25.455763257364442,4.999999999999894,0.0,1.183431369885554
V,112,20.16,3702.348973171678,0.0,1.6868933481595683,17.229533868298514,4.999999999999957,15.058754937298376,1.0164102484168638
V,112,20.16,3902.348973171678,200.0,1.7482036673892696,17.24499458782909,4.783028599544745,14.685225997099874,0.7617841249098215
V,112,20.16,4102.348973171678,400.0,1.8095224891760597,17.261753249875554,4.584466222100746,14.31508546547002,1.000018468209099
V,115,20.7,3702.3489731697337,0.0,1.6851599504224135,17.769533868270596,4.999999999999976,12.13140153460892,1.0152406714729487
V,115,20.7,3902.3489731697337,200.0,1.7465291180011562,17.784994587771465,4.7830285995426065,11.778840020494087,0.7543416683407461
V,115,20.7,4102.348973169734,400.0,1.8079054156461274,17.801753249909535,4.5844662221048695,11.429444112305168,0.9901904617840841
V,118,21.24,3702.348973173298,0.0,1.6838799510572222,18.309533868322145,4.999999999999969,9.350427471475012,1.016350834580969
V,118,21.24,3902.348973173298,200.0,1.7452982544665354,18.324994587726792,4.78302859953566,9.017386718247163,0.7515094201602364
V,118,21.24,4102.348973173298,400.0,1.8067226139338926,18.341753249901238,4.584466222100908,8.687305622774538,0.9849986013536498
V,121,21.779999999999998,3702.348973167358,0.0,1.6829805310545758,18.849533868235426,4.9999999999999165,6.704659202921831,1.01958295392109
V,121,21.779999999999998,3902.348973167358,200.0,1.7444403337939378,18.864994587858146,4.783028599551351,6.389831039598307,0.752887835659672
V,121,21.779999999999998,4102.348973167358,400.0,1.8059053391578022,18.88175324988013,4.584466222105182,6.077771452749365,0.9839917396890975
V,124,22.32,3702.348973173298,0.0,1.682404083375919,19.389533868322015,4.999999999999958,4.184219353060669,1.0248153060727587
V,124,22.32,3902.348973173298,200.0,1.743899289557771,19.404994587741665,4.783028599536735,3.8864128497751036,0.7581202111715742
V,124,22.32,4102.348973173298,400.0,1.8053990110507376,19.421753249865148,4.584466222098504,3.5911971832375897,0.9867834281335026
V,127,22.86,3702.3489731684376,0.0,1.6821043652717576,19.929533868251056,4.999999999999916,1.780306514740568,1.0319485062297733
V,133,23.939999999999998,3702.3489731671416,0.0,1.6820382446002113,21.009533868231884,4.9999999999998845,0.0,1.0514365967546677
V,166,29.88,3702.348973169518,0.0,1.682038244598497,26.94953386826627,4.999999999999881,0.0,1.2538957794888623
