window,year,pre_date,post_date,distance_m,pre_bed_elevation_m,post_bed_elevation_m,elevation_change_m,is_top_quartile_change
april_to_late_july,2020,2020-04-17,2020-07-29,2055.0,41.744850687679914,42.18,0.43514931232008536,False
april_to_late_july,2020,2020-04-17,2020-07-29,2060.0,42.31024570381786,42.395420609303855,0.08517490548599227,False
april_to_late_july,2020,2020-04-17,2020-07-29,2065.0,43.010850513215665,42.759536013569395,-0.25131449964626995,False
april_to_late_july,2021,2021-04-16,2021-07-22,1690.0,42.31078260869566,42.62369466919389,0.3129120604982276,False
april_to_late_july,2021,2021-04-16,2021-07-22,1695.0,41.85823165760869,42.26846122783006,0.4102295702213681,False
april_to_late_july,2021,2021-04-16,2021-07-22,1700.0,41.49640760869565,42.196359086549,0.6999514778533538,True
april_to_late_july,2021,2021-04-16,2021-07-22,1705.0,41.25231453804348,42.17204805963604,0.9197335215925619,True
april_to_late_july,2021,2021-04-16,2021-07-22,1710.0,41.12363716299836,42.155342546864716,1.0317053838663597,True
april_to_late_july,2021,2021-04-16,2021-07-22,1715.0,41.04032404725127,42.13325300372725,1.0929289564759799,True
april_to_late_july,2021,2021-04-16,2021-07-22,1720.0,40.96024969691875,42.08551875,1.1252690530812473,True
april_to_late_july,2021,2021-04-16,2021-07-22,1725.0,40.83604538446333,41.992799999999995,1.1567546155366628,True
april_to_late_july,2021,2021-04-16,2021-07-22,1730.0,40.66159673775377,41.89258125,1.2309845122462306,True
april_to_late_july,2021,2021-04-16,2021-07-22,1735.0,40.53433879627799,41.82705000000001,1.292711203722014,True
april_to_late_july,2021,2021-04-16,2021-07-22,1740.0,40.5333330359632,41.82,1.2866669640367974,True
april_to_late_july,2021,2021-04-16,2021-07-22,1745.0,40.59901111214364,41.82,1.2209888878563575,True
april_to_late_july,2021,2021-04-16,2021-07-22,1750.0,40.686912649588535,41.82,1.133087350411465,True
april_to_late_july,2021,2021-04-16,2021-07-22,1755.0,40.77849406548386,41.82,1.0415059345161382,True
april_to_late_july,2021,2021-04-16,2021-07-22,1760.0,40.90111235015333,41.80737997256516,0.9062676224118249,True
april_to_late_july,2021,2021-04-16,2021-07-22,1765.0,40.999424111265505,41.769999999999996,0.7705758887344913,True
april_to_late_july,2021,2021-04-16,2021-07-22,1770.0,41.019999999999996,41.73262002743484,0.7126200274348449,True
april_to_late_july,2021,2021-04-16,2021-07-22,1775.0,41.019999999999996,41.72,0.7000000000000028,True
april_to_late_july,2021,2021-04-16,2021-07-22,1780.0,41.019999999999996,41.72,0.7000000000000028,True
april_to_late_july,2021,2021-04-16,2021-07-22,1785.0,41.019999999999996,41.72,0.7000000000000028,True
april_to_late_july,2021,2021-04-16,2021-07-22,1790.0,41.019999999999996,41.72,0.7000000000000028,True
april_to_late_july,2021,2021-04-16,2021-07-22,1795.0,41.019999999999996,41.71259259259259,0.6925925925925966,False
april_to_late_july,2021,2021-04-16,2021-07-22,1800.0,41.019999999999996,41.678299039780526,0.6582990397805304,False
april_to_late_july,2021,2021-04-16,2021-07-22,1805.0,41.019999999999996,41.63886145404663,0.6188614540466375,False
april_to_late_july,2021,2021-04-16,2021-07-22,1810.0,41.019999999999996,41.62,0.6000000000000014,False
april_to_late_july,2021,2021-04-16,2021-07-22,1815.0,41.01514074074074,41.62,0.604859259259257,False
april_to_late_july,2021,2021-04-16,2021-07-22,1820.0,40.97499259259259,41.62,0.6450074074074053,False
april_to_late_july,2021,2021-04-16,2021-07-22,1825.0,40.930400000000006,41.62,0.6895999999999916,False
april_to_late_july,2021,2021-04-16,2021-07-22,1830.0,40.922148437500006,41.62,0.6978515624999915,False
april_to_late_july,2021,2021-04-16,2021-07-22,1835.0,40.940336914062506,41.62,0.6796630859374915,False
april_to_late_july,2021,2021-04-16,2021-07-22,1840.0,40.9621875,41.62,0.6578124999999986,False
april_to_late_july,2021,2021-04-16,2021-07-22,1845.0,40.97,41.61745185185185,0.647451851851848,False
april_to_late_july,2021,2021-04-16,2021-07-22,1850.0,40.97,41.5496,0.5795999999999992,False
april_to_late_july,2021,2021-04-16,2021-07-22,1855.0,40.97,41.45508148148148,0.48508148148147967,False
april_to_late_july,2021,2021-04-16,2021-07-22,1860.0,40.97,41.42,0.45000000000000284,False
april_to_late_july,2021,2021-04-16,2021-07-22,1865.0,40.97,41.42,0.45000000000000284,False
april_to_late_july,2021,2021-04-16,2021-07-22,1870.0,40.97,41.42,0.45000000000000284,False
april_to_late_july,2021,2021-04-16,2021-07-22,1875.0,40.971889191399875,41.4131195335277,0.44123034212782386,False
april_to_late_july,2021,2021-04-16,2021-07-22,1880.0,40.989212797726516,41.35,0.36078720227348526,False
april_to_late_july,2021,2021-04-16,2021-07-22,1885.0,41.01491330848675,41.256268221574345,0.24135491308759782,False
april_to_late_july,2021,2021-04-16,2021-07-22,1890.0,41.04999150108119,41.15282798833819,0.1028364872570009,False
april_to_late_july,2021,2021-04-16,2021-07-22,1895.0,41.096564096909184,41.01288629737609,-0.08367779953309196,False
april_to_late_july,2021,2021-04-16,2021-07-22,1900.0,41.12,40.9232361516035,-0.1967638483965004,False
april_to_late_july,2021,2021-04-16,2021-07-22,1905.0,41.12,40.92,-0.19999999999999574,False
april_to_late_july,2021,2021-04-16,2021-07-22,1910.0,41.12,40.92,-0.19999999999999574,False
april_to_late_july,2021,2021-04-16,2021-07-22,1915.0,41.12553935860058,40.92,-0.20553935860057493,False
april_to_late_july,2021,2021-04-16,2021-07-22,1920.0,41.17,40.92,-0.25,False
april_to_late_july,2021,2021-04-16,2021-07-22,1925.0,41.21446064139942,40.92,-0.29446064139941797,False
april_to_late_july,2021,2021-04-16,2021-07-22,1930.0,41.215782381413774,40.92,-0.29578238141377255,False
april_to_late_july,2021,2021-04-16,2021-07-22,1935.0,41.19621960187212,40.92,-0.27621960187212125,False
april_to_late_july,2021,2021-04-16,2021-07-22,1940.0,41.173607276950634,40.92,-0.2536072769506319,False
april_to_late_july,2021,2021-04-16,2021-07-22,1945.0,41.154676372403564,40.92,-0.23467637240356254,False
april_to_late_july,2021,2021-04-16,2021-07-22,1950.0,41.134586206996474,40.892314453125,-0.2422717538714707,False
april_to_late_july,2021,2021-04-16,2021-07-22,1955.0,41.121418188983675,40.77,-0.35141818898367205,False
april_to_late_july,2021,2021-04-16,2021-07-22,1960.0,41.12,40.647685546874996,-0.4723144531250014,False
april_to_late_july,2021,2021-04-16,2021-07-22,1965.0,41.12,40.62,-0.5,False
april_to_late_july,2021,2021-04-16,2021-07-22,1970.0,41.12,40.62,-0.5,False
april_to_late_july,2021,2021-04-16,2021-07-22,1975.0,41.12,40.62,-0.5,False
april_to_late_july,2021,2021-04-16,2021-07-22,1980.0,41.12,40.62050885406065,-0.49949114593934496,False
april_to_late_july,2021,2021-04-16,2021-07-22,1985.0,41.12,40.63648687156523,-0.48351312843476535,False
april_to_late_july,2021,2021-04-16,2021-07-22,1990.0,41.12,40.66925707307144,-0.4507429269285552,False
april_to_late_july,2021,2021-04-16,2021-07-22,1995.0,41.12,40.71118664766944,-0.4088133523305544,False
april_to_late_july,2021,2021-04-16,2021-07-22,2000.0,41.12,40.76488069258942,-0.3551193074105754,False
april_to_late_july,2021,2021-04-16,2021-07-22,2005.0,41.12,40.84544744913836,-0.2745525508616353,False
april_to_late_july,2021,2021-04-16,2021-07-22,2010.0,41.124396499084064,40.9488838477027,-0.17551265138136074,False
april_to_late_july,2021,2021-04-16,2021-07-22,2015.0,41.148007327498476,41.078124398370974,-0.06988292912750182,False
april_to_late_july,2021,2021-04-16,2021-07-22,2020.0,41.18535721555058,41.277992032833794,0.0926348172832121,False
april_to_late_july,2021,2021-04-16,2021-07-22,2025.0,41.229420075792,41.50199333677815,0.27257326098614953,False
april_to_late_july,2021,2021-04-16,2021-07-22,2030.0,41.2935447997275,41.689207098313595,0.39566229858609603,False
april_to_late_july,2021,2021-04-16,2021-07-22,2035.0,41.38337884563651,41.853334151132174,0.46995530549566666,False
april_to_late_july,2021,2021-04-16,2021-07-22,2040.0,41.49528868672048,42.00572558556856,0.5104368988480843,False
april_to_late_july,2021,2021-04-16,2021-07-22,2045.0,41.63757075121285,42.14635458669355,0.508783835480699,False
april_to_late_july,2021,2021-04-16,2021-07-22,2050.0,41.83000837613395,42.25042674731182,0.42041837117787395,False
april_to_late_july,2021,2021-04-16,2021-07-22,2055.0,42.06752709395183,42.35414888552867,0.28662179157684164,False
april_to_late_july,2021,2021-04-16,2021-07-22,2060.0,42.344292140026106,42.519999999999996,0.17570785997389038,False
april_to_late_july,2021,2021-04-16,2021-07-22,2065.0,42.65446874971637,42.9906539030998,0.3361851533834255,False
april_to_late_july,2022,2022-04-18,2022-07-23,1705.0,42.86,41.61492351033511,-1.2450764896648892,True
april_to_late_july,2022,2022-04-18,2022-07-23,1710.0,42.69942928739008,41.58621722846441,-1.1132120589256687,True
april_to_late_july,2022,2022-04-18,2022-07-23,1715.0,42.54773982925387,41.56091230713794,-0.9868275221159308,True
april_to_late_july,2022,2022-04-18,2022-07-23,1720.0,42.40477779726525,41.53310518166863,-0.8716726155966157,True
april_to_late_july,2022,2022-04-18,2022-07-23,1725.0,42.27038936309812,41.50636584105151,-0.7640235220466067,True
april_to_late_july,2022,2022-04-18,2022-07-23,1730.0,42.144420698426366,41.4820423375137,-0.662378360912669,True
april_to_late_july,2022,2022-04-18,2022-07-23,1735.0,42.0267179749239,41.46087598797099,-0.5658419869529112,True
april_to_late_july,2022,2022-04-18,2022-07-23,1740.0,41.918885696618524,41.443727945961975,-0.47515775065654964,True
april_to_late_july,2022,2022-04-18,2022-07-23,1745.0,41.829880528883926,41.43105657403317,-0.39882395485075506,True
april_to_late_july,2022,2022-04-18,2022-07-23,1750.0,41.74291865933423,41.41986887290333,-0.3230497864309001,False
april_to_late_july,2022,2022-04-18,2022-07-23,1755.0,41.63406793849288,41.40664663970279,-0.227421298790091,False
april_to_late_july,2022,2022-04-18,2022-07-23,1760.0,41.48169365497905,41.387442914185975,-0.09425074079307194,False
april_to_late_july,2022,2022-04-18,2022-07-23,1765.0,41.39908210441815,41.36042616989942,-0.038655934518729396,False
april_to_late_july,2022,2022-04-18,2022-07-23,1770.0,41.34393634533694,41.329756464854974,-0.01417988048196861,False
april_to_late_july,2022,2022-04-18,2022-07-23,1775.0,41.288201079388905,41.3,0.011798920611092,False
april_to_late_july,2022,2022-04-18,2022-07-23,1780.0,41.19918805970149,41.2711239287014,0.07193586899990834,False
april_to_late_july,2022,2022-04-18,2022-07-23,1785.0,41.068152128247654,41.24174095270089,0.17358882445323331,False
april_to_late_july,2022,2022-04-18,2022-07-23,1790.0,40.97101337755666,41.21438559550804,0.2433722179513822,False
april_to_late_july,2022,2022-04-18,2022-07-23,1795.0,40.96,41.19155023035099,0.2315502303509902,False
april_to_late_july,2022,2022-04-18,2022-07-23,1800.0,40.96,41.17326594028959,0.21326594028958823,False
april_to_late_july,2022,2022-04-18,2022-07-23,1805.0,40.96,41.15589056174434,0.19589056174434205,False
april_to_late_july,2022,2022-04-18,2022-07-23,1810.0,40.9401749271137,41.13543716115352,0.19526223403981646,False
april_to_late_july,2022,2022-04-18,2022-07-23,1815.0,40.889154518950434,41.10864194166197,0.21948742271153776,False
april_to_late_july,2022,2022-04-18,2022-07-23,1820.0,40.86,41.0795614759186,0.21956147591860287,False
april_to_late_july,2022,2022-04-18,2022-07-23,1825.0,40.86,41.054127303714495,0.19412730371449527,False
april_to_late_july,2022,2022-04-18,2022-07-23,1830.0,40.86,41.036492658380986,0.1764926583809867,False
april_to_late_july,2022,2022-04-18,2022-07-23,1835.0,40.86637232589895,41.022812738447946,0.15644041254899577,False
april_to_late_july,2022,2022-04-18,2022-07-23,1840.0,40.915757851615844,41.007671161231485,0.09191330961564148,False
april_to_late_july,2022,2022-04-18,2022-07-23,1845.0,40.958315885298134,40.98251953125,0.024203645951864416,False
april_to_late_july,2022,2022-04-18,2022-07-23,1850.0,40.943978152025494,40.94166666666666,-0.002311485358831078,False
april_to_late_july,2022,2022-04-18,2022-07-23,1855.0,40.89732362312244,40.90732421875,0.010000595627559505,False
april_to_late_july,2022,2022-04-18,2022-07-23,1860.0,40.85176149294492,40.9,0.048238507055081925,False
april_to_late_july,2022,2022-04-18,2022-07-23,1865.0,40.80237596722803,40.9,0.09762403277196796,False
april_to_late_july,2022,2022-04-18,2022-07-23,1870.0,40.76436959490214,40.9,0.1356304050978565,False
april_to_late_july,2022,2022-04-18,2022-07-23,1875.0,40.76,40.89386666666667,0.1338666666666697,False
april_to_late_july,2022,2022-04-18,2022-07-23,1880.0,40.76,40.8412,0.0812000000000026,False
april_to_late_july,2022,2022-04-18,2022-07-23,1885.0,40.76,40.7752,0.015200000000000102,False
april_to_late_july,2022,2022-04-18,2022-07-23,1890.0,40.727000455166134,40.74082962962963,0.01382917446349552,False
april_to_late_july,2022,2022-04-18,2022-07-23,1895.0,40.67351843422849,40.72334814814814,0.04982971391964952,False
april_to_late_july,2022,2022-04-18,2022-07-23,1900.0,40.66,40.709199999999996,0.04919999999999902,False
april_to_late_july,2022,2022-04-18,2022-07-23,1905.0,40.66,40.69333333333333,0.03333333333333144,False
april_to_late_july,2022,2022-04-18,2022-07-23,1910.0,40.66,40.67666666666666,0.01666666666666572,False
april_to_late_july,2022,2022-04-18,2022-07-23,1915.0,40.648192419825065,40.66,0.011807580174931331,False
april_to_late_july,2022,2022-04-18,2022-07-23,1920.0,40.59935860058309,40.64256296296296,0.043204362379874794,False
april_to_late_july,2022,2022-04-18,2022-07-23,1925.0,40.56145772594753,40.620859259259255,0.05940153331172837,False
april_to_late_july,2022,2022-04-18,2022-07-23,1930.0,40.56,40.60359999999999,0.04359999999999076,False
april_to_late_july,2022,2022-04-18,2022-07-23,1935.0,40.56,40.599999999999994,0.03999999999999204,False
april_to_late_july,2022,2022-04-18,2022-07-23,1940.0,40.56,40.599999999999994,0.03999999999999204,False
april_to_late_july,2022,2022-04-18,2022-07-23,1945.0,40.547674074074074,40.599999999999994,0.05232592592592056,False
april_to_late_july,2022,2022-04-18,2022-07-23,1950.0,40.5096,40.599999999999994,0.09039999999999537,False
april_to_late_july,2022,2022-04-18,2022-07-23,1955.0,40.46708148148148,40.599999999999994,0.13291851851851533,False
april_to_late_july,2022,2022-04-18,2022-07-23,1960.0,40.43333333333334,40.599999999999994,0.1666666666666572,False
april_to_late_july,2022,2022-04-18,2022-07-23,1965.0,40.4,40.599999999999994,0.19999999999999574,False
april_to_late_july,2022,2022-04-18,2022-07-23,1970.0,40.36666666666667,40.599999999999994,0.23333333333332718,False
april_to_late_july,2022,2022-04-18,2022-07-23,1975.0,40.32811851851852,40.599999999999994,0.27188148148147206,False
april_to_late_july,2022,2022-04-18,2022-07-23,1980.0,40.285599999999995,40.61754074074073,0.331940740740734,False
april_to_late_july,2022,2022-04-18,2022-07-23,1985.0,40.260859259259256,40.6648,0.4039407407407438,True
april_to_late_july,2022,2022-04-18,2022-07-23,1990.0,40.2709375,40.69872592592593,0.42778842592592525,True
april_to_late_july,2022,2022-04-18,2022-07-23,1995.0,40.3054833984375,40.699999999999996,0.39451660156249346,True
april_to_late_july,2022,2022-04-18,2022-07-23,2000.0,40.3461328125,40.699999999999996,0.35386718749999346,False
april_to_late_july,2022,2022-04-18,2022-07-23,2005.0,40.37875,40.699999999999996,0.32124999999999915,False
april_to_late_july,2022,2022-04-18,2022-07-23,2010.0,40.41,40.68245925925926,0.2724592592592643,False
april_to_late_july,2022,2022-04-18,2022-07-23,2015.0,40.441250000000004,40.63519999999999,0.19394999999998674,False
april_to_late_july,2022,2022-04-18,2022-07-23,2020.0,40.471662395009886,40.60127407407406,0.12961167906417614,False
april_to_late_july,2022,2022-04-18,2022-07-23,2025.0,40.49715386070282,40.62411056463975,0.12695670393693348,False
april_to_late_july,2022,2022-04-18,2022-07-23,2030.0,40.526384634387355,40.71075229245177,0.18436765806441713,False
april_to_late_july,2022,2022-04-18,2022-07-23,2035.0,40.57133791728381,40.8406319861395,0.26929406885568596,False
april_to_late_july,2022,2022-04-18,2022-07-23,2040.0,40.66287532788405,41.039565054768374,0.37668972688432234,False
april_to_late_july,2022,2022-04-18,2022-07-23,2045.0,40.80357586735757,41.43448481326685,0.630908945909276,True
april_to_late_july,2022,2022-04-18,2022-07-23,2050.0,40.98128056557433,41.924075390757196,0.9427948251828653,True
april_to_late_july,2022,2022-04-18,2022-07-23,2055.0,41.198861985703786,42.38644335803921,1.1875813723354227,True
april_to_late_july,2022,2022-04-18,2022-07-23,2060.0,41.5052671743846,42.82488583499801,1.3196186606134077,True
april_to_late_july,2022,2022-04-18,2022-07-23,2065.0,41.89344312619973,43.273880836545814,1.3804377103460865,True
april_to_late_july,2022,2022-04-18,2022-07-23,2070.0,42.34961301134094,43.733668880843304,1.3840558695023617,True
april_to_late_july,2022,2022-04-18,2022-07-23,2075.0,42.86,44.20449048605107,1.3444904860510718,True
july_first_to_last,2020,2020-07-10,2020-07-29,1680.0,42.96443076923077,43.98052242350227,1.0160916542714986,True
july_first_to_last,2020,2020-07-10,2020-07-29,1685.0,42.21161666666667,43.03575005088541,0.8241333842187402,True
july_first_to_last,2020,2020-07-10,2020-07-29,1690.0,41.80027692307692,42.29155098717688,0.49127406409996155,True
july_first_to_last,2020,2020-07-10,2020-07-29,1695.0,41.760000000000005,41.90185358572495,0.14185358572494522,False
july_first_to_last,2020,2020-07-10,2020-07-29,1700.0,41.760000000000005,41.84385779225185,0.0838577922518482,False
july_first_to_last,2020,2020-07-10,2020-07-29,1705.0,41.760000000000005,41.81631182576837,0.05631182576836835,False
july_first_to_last,2020,2020-07-10,2020-07-29,1710.0,41.760000000000005,41.7952961530633,0.03529615306329248,False
july_first_to_last,2020,2020-07-10,2020-07-29,1715.0,41.75250114311844,41.768235294117645,0.01573415099920794,False
july_first_to_last,2020,2020-07-10,2020-07-29,1720.0,41.726666666666674,41.73882352941177,0.012156862745094088,False
july_first_to_last,2020,2020-07-10,2020-07-29,1725.0,41.69054412437129,41.709411764705884,0.018867640334590874,False
july_first_to_last,2020,2020-07-10,2020-07-29,1730.0,41.6520119402018,41.68,0.027988059798197185,False
july_first_to_last,2020,2020-07-10,2020-07-29,1735.0,41.598621504387275,41.64448198656625,0.04586048217897343,False
july_first_to_last,2020,2020-07-10,2020-07-29,1740.0,41.53494300272912,41.606928556889876,0.07198555416075436,False
july_first_to_last,2020,2020-07-10,2020-07-29,1745.0,41.47751574731221,41.58260533279056,0.10508958547834624,False
july_first_to_last,2020,2020-07-10,2020-07-29,1750.0,41.43615150811855,41.58,0.14384849188144955,False
july_first_to_last,2020,2020-07-10,2020-07-29,1755.0,41.3972092674033,41.58,0.18279073259670042,False
july_first_to_last,2020,2020-07-10,2020-07-29,1760.0,41.36848350785032,41.58,0.21151649214967705,False
july_first_to_last,2020,2020-07-10,2020-07-29,1765.0,41.36,41.58,0.21999999999999886,True
july_first_to_last,2020,2020-07-10,2020-07-29,1770.0,41.36,41.58,0.21999999999999886,True
july_first_to_last,2020,2020-07-10,2020-07-29,1775.0,41.36,41.58,0.21999999999999886,True
july_first_to_last,2020,2020-07-10,2020-07-29,1780.0,41.36,41.58,0.21999999999999886,True
july_first_to_last,2020,2020-07-10,2020-07-29,1785.0,41.36,41.58,0.21999999999999886,True
july_first_to_last,2020,2020-07-10,2020-07-29,1790.0,41.36,41.58,0.21999999999999886,True
july_first_to_last,2020,2020-07-10,2020-07-29,1795.0,41.36,41.58,0.21999999999999886,True
july_first_to_last,2020,2020-07-10,2020-07-29,1800.0,41.355703125,41.575703125,0.21999999999999886,True
july_first_to_last,2020,2020-07-10,2020-07-29,1805.0,41.319326171875005,41.539326171875,0.21999999999999176,False
july_first_to_last,2020,2020-07-10,2020-07-29,1810.0,41.275625000000005,41.495625,0.21999999999999176,False
