sample_datetime,date,year,month,sample_time,risk_level,monthly_risk_score,reason
2022-04-21 20:00,2022-04-21,2022,4,20:00,medium,0.23921681156853958,过渡月份，五日一次并覆盖早晚变化
2022-04-26 08:00,2022-04-26,2022,4,08:00,medium,0.23921681156853958,过渡月份，五日一次并覆盖早晚变化
2022-04-26 20:00,2022-04-26,2022,4,20:00,medium,0.23921681156853958,过渡月份，五日一次并覆盖早晚变化
2022-05-01 08:00,2022-05-01,2022,5,08:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-01 20:00,2022-05-01,2022,5,20:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-06 08:00,2022-05-06,2022,5,08:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-06 20:00,2022-05-06,2022,5,20:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-11 08:00,2022-05-11,2022,5,08:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-11 20:00,2022-05-11,2022,5,20:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-16 08:00,2022-05-16,2022,5,08:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-16 20:00,2022-05-16,2022,5,20:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-21 08:00,2022-05-21,2022,5,08:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-21 20:00,2022-05-21,2022,5,20:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-26 08:00,2022-05-26,2022,5,08:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-26 20:00,2022-05-26,2022,5,20:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-31 08:00,2022-05-31,2022,5,08:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-05-31 20:00,2022-05-31,2022,5,20:00,medium,0.26942229559486247,过渡月份，五日一次并覆盖早晚变化
2022-06-01 08:00,2022-06-01,2022,6,08:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-01 20:00,2022-06-01,2022,6,20:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-06 08:00,2022-06-06,2022,6,08:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-06 20:00,2022-06-06,2022,6,20:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-11 08:00,2022-06-11,2022,6,08:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-11 20:00,2022-06-11,2022,6,20:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-16 08:00,2022-06-16,2022,6,08:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-16 20:00,2022-06-16,2022,6,20:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-21 08:00,2022-06-21,2022,6,08:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-21 20:00,2022-06-21,2022,6,20:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-26 08:00,2022-06-26,2022,6,08:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-06-26 20:00,2022-06-26,2022,6,20:00,medium,0.5744490538172237,过渡月份，五日一次并覆盖早晚变化
2022-07-01 08:00,2022-07-01,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-01 14:00,2022-07-01,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-01 20:00,2022-07-01,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-03 08:00,2022-07-03,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-03 14:00,2022-07-03,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-03 20:00,2022-07-03,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-05 08:00,2022-07-05,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-05 14:00,2022-07-05,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-05 20:00,2022-07-05,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-07 08:00,2022-07-07,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-07 14:00,2022-07-07,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-07 20:00,2022-07-07,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-09 08:00,2022-07-09,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-09 14:00,2022-07-09,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-09 20:00,2022-07-09,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-11 08:00,2022-07-11,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-11 14:00,2022-07-11,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-11 20:00,2022-07-11,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-13 08:00,2022-07-13,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-13 14:00,2022-07-13,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-13 20:00,2022-07-13,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-15 08:00,2022-07-15,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-15 14:00,2022-07-15,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-15 20:00,2022-07-15,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-17 08:00,2022-07-17,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-17 14:00,2022-07-17,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-17 20:00,2022-07-17,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-19 08:00,2022-07-19,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-19 14:00,2022-07-19,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-19 20:00,2022-07-19,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-21 08:00,2022-07-21,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-21 14:00,2022-07-21,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-21 20:00,2022-07-21,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-23 08:00,2022-07-23,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-23 14:00,2022-07-23,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-23 20:00,2022-07-23,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-25 08:00,2022-07-25,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-25 14:00,2022-07-25,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-25 20:00,2022-07-25,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-27 08:00,2022-07-27,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-27 14:00,2022-07-27,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-27 20:00,2022-07-27,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-29 08:00,2022-07-29,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-29 14:00,2022-07-29,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-29 20:00,2022-07-29,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-31 08:00,2022-07-31,2022,7,08:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-31 14:00,2022-07-31,2022,7,14:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-07-31 20:00,2022-07-31,2022,7,20:00,high,0.7459552953877358,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-08-01 08:00,2022-08-01,2022,8,08:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-01 20:00,2022-08-01,2022,8,20:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-06 08:00,2022-08-06,2022,8,08:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-06 20:00,2022-08-06,2022,8,20:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-11 08:00,2022-08-11,2022,8,08:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-11 20:00,2022-08-11,2022,8,20:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-16 08:00,2022-08-16,2022,8,08:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-16 20:00,2022-08-16,2022,8,20:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-21 08:00,2022-08-21,2022,8,08:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-21 20:00,2022-08-21,2022,8,20:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-26 08:00,2022-08-26,2022,8,08:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-26 20:00,2022-08-26,2022,8,20:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-31 08:00,2022-08-31,2022,8,08:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-08-31 20:00,2022-08-31,2022,8,20:00,medium,0.6821252671768345,过渡月份，五日一次并覆盖早晚变化
2022-09-01 08:00,2022-09-01,2022,9,08:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-01 20:00,2022-09-01,2022,9,20:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-06 08:00,2022-09-06,2022,9,08:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-06 20:00,2022-09-06,2022,9,20:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-11 08:00,2022-09-11,2022,9,08:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-11 20:00,2022-09-11,2022,9,20:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-16 08:00,2022-09-16,2022,9,08:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-16 20:00,2022-09-16,2022,9,20:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-21 08:00,2022-09-21,2022,9,08:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-21 20:00,2022-09-21,2022,9,20:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-26 08:00,2022-09-26,2022,9,08:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-09-26 20:00,2022-09-26,2022,9,20:00,medium,0.6767758306927338,过渡月份，五日一次并覆盖早晚变化
2022-10-01 08:00,2022-10-01,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-01 14:00,2022-10-01,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-01 20:00,2022-10-01,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-03 08:00,2022-10-03,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-03 14:00,2022-10-03,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-03 20:00,2022-10-03,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-05 08:00,2022-10-05,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-05 14:00,2022-10-05,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-05 20:00,2022-10-05,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-07 08:00,2022-10-07,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-07 14:00,2022-10-07,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-07 20:00,2022-10-07,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-09 08:00,2022-10-09,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-09 14:00,2022-10-09,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-09 20:00,2022-10-09,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-11 08:00,2022-10-11,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-11 14:00,2022-10-11,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-11 20:00,2022-10-11,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-13 08:00,2022-10-13,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-13 14:00,2022-10-13,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-13 20:00,2022-10-13,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-15 08:00,2022-10-15,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-15 14:00,2022-10-15,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-15 20:00,2022-10-15,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-17 08:00,2022-10-17,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-17 14:00,2022-10-17,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-17 20:00,2022-10-17,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-19 08:00,2022-10-19,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-19 14:00,2022-10-19,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-19 20:00,2022-10-19,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-21 08:00,2022-10-21,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-21 14:00,2022-10-21,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-21 20:00,2022-10-21,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-23 08:00,2022-10-23,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-23 14:00,2022-10-23,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-23 20:00,2022-10-23,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-25 08:00,2022-10-25,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-25 14:00,2022-10-25,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-25 20:00,2022-10-25,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-27 08:00,2022-10-27,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-27 14:00,2022-10-27,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-27 20:00,2022-10-27,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-29 08:00,2022-10-29,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-29 14:00,2022-10-29,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-29 20:00,2022-10-29,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-31 08:00,2022-10-31,2022,10,08:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-31 14:00,2022-10-31,2022,10,14:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-10-31 20:00,2022-10-31,2022,10,20:00,high,0.699834154282436,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2022-11-01 08:00,2022-11-01,2022,11,08:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-01 20:00,2022-11-01,2022,11,20:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-06 08:00,2022-11-06,2022,11,08:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-06 20:00,2022-11-06,2022,11,20:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-11 08:00,2022-11-11,2022,11,08:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-11 20:00,2022-11-11,2022,11,20:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-16 08:00,2022-11-16,2022,11,08:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-16 20:00,2022-11-16,2022,11,20:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-21 08:00,2022-11-21,2022,11,08:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-21 20:00,2022-11-21,2022,11,20:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-26 08:00,2022-11-26,2022,11,08:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-11-26 20:00,2022-11-26,2022,11,20:00,medium,0.17696922310371127,过渡月份，五日一次并覆盖早晚变化
2022-12-01 09:00,2022-12-01,2022,12,09:00,low,0.07211968280882163,低风险月份，十日一次常规监测
2022-12-11 09:00,2022-12-11,2022,12,09:00,low,0.07211968280882163,低风险月份，十日一次常规监测
2022-12-21 09:00,2022-12-21,2022,12,09:00,low,0.07211968280882163,低风险月份，十日一次常规监测
2022-12-31 09:00,2022-12-31,2022,12,09:00,low,0.07211968280882163,低风险月份，十日一次常规监测
2023-01-01 09:00,2023-01-01,2023,1,09:00,low,0.25404470461226414,低风险月份，十日一次常规监测
2023-01-11 09:00,2023-01-11,2023,1,09:00,low,0.25404470461226414,低风险月份，十日一次常规监测
2023-01-21 09:00,2023-01-21,2023,1,09:00,low,0.25404470461226414,低风险月份，十日一次常规监测
2023-01-31 09:00,2023-01-31,2023,1,09:00,low,0.25404470461226414,低风险月份，十日一次常规监测
2023-02-01 09:00,2023-02-01,2023,2,09:00,low,0.30923154856399365,低风险月份，十日一次常规监测
2023-02-11 09:00,2023-02-11,2023,2,09:00,low,0.30923154856399365,低风险月份，十日一次常规监测
2023-02-21 09:00,2023-02-21,2023,2,09:00,low,0.30923154856399365,低风险月份，十日一次常规监测
2023-03-01 09:00,2023-03-01,2023,3,09:00,low,0.41728626925567214,低风险月份，十日一次常规监测
2023-03-11 09:00,2023-03-11,2023,3,09:00,low,0.41728626925567214,低风险月份，十日一次常规监测
2023-03-21 09:00,2023-03-21,2023,3,09:00,low,0.41728626925567214,低风险月份，十日一次常规监测
2023-03-31 09:00,2023-03-31,2023,3,09:00,low,0.41728626925567214,低风险月份，十日一次常规监测
2023-04-01 08:00,2023-04-01,2023,4,08:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-01 20:00,2023-04-01,2023,4,20:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-06 08:00,2023-04-06,2023,4,08:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-06 20:00,2023-04-06,2023,4,20:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-11 08:00,2023-04-11,2023,4,08:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-11 20:00,2023-04-11,2023,4,20:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-16 08:00,2023-04-16,2023,4,08:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-16 20:00,2023-04-16,2023,4,20:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-21 08:00,2023-04-21,2023,4,08:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-21 20:00,2023-04-21,2023,4,20:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-26 08:00,2023-04-26,2023,4,08:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-04-26 20:00,2023-04-26,2023,4,20:00,medium,0.4899991815699437,过渡月份，五日一次并覆盖早晚变化
2023-05-01 08:00,2023-05-01,2023,5,08:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-01 20:00,2023-05-01,2023,5,20:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-06 08:00,2023-05-06,2023,5,08:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-06 20:00,2023-05-06,2023,5,20:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-11 08:00,2023-05-11,2023,5,08:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-11 20:00,2023-05-11,2023,5,20:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-16 08:00,2023-05-16,2023,5,08:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-16 20:00,2023-05-16,2023,5,20:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-21 08:00,2023-05-21,2023,5,08:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-21 20:00,2023-05-21,2023,5,20:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-26 08:00,2023-05-26,2023,5,08:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-26 20:00,2023-05-26,2023,5,20:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-31 08:00,2023-05-31,2023,5,08:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-05-31 20:00,2023-05-31,2023,5,20:00,medium,0.5201805106932917,过渡月份，五日一次并覆盖早晚变化
2023-06-01 08:00,2023-06-01,2023,6,08:00,high,0.8251725804973834,汛期或高不确定月份，两日一次并进行日内三时段跟踪
2023-06-01 14:00,2023-06-01,2023,6,14:00,high,0.8251725804973834,汛期或高不确定月份，两日一次并进行日内三时段跟踪
