design_id,tower_x_m,tower_y_m,width_m,height_m,center_z_m,ground_clearance_m,spacing_clearance_m,rotation_deg,offset_u,offset_v,mirror_count,minimum_center_distance_m,required_problem_distance_m,configured_safe_distance_m,spacing_constraint_satisfied,maximum_site_radius_m,site_constraint_satisfied,minimum_tower_distance_m,tower_exclusion_satisfied,proxy_avg_optical_efficiency,proxy_avg_cosine_efficiency,proxy_avg_shadow_blocking_efficiency,proxy_avg_truncation_efficiency,proxy_field_power_mw,proxy_unit_area_power_kw_m2,proxy_total_area_m2,proxy_mirror_count
d011,0.0,-40.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3170,11.349999999999934,11.3,11.350000000000001,True,349.96144568508964,True,100.88100663653194,True,0.5579788440967243,0.7691056930970405,0.954197816900773,0.8577373961121101,60.021885768577704,0.47705590382703894,125817.29999999999,3170.0
d012,0.0,-40.0,6.4,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3120,11.449999999999957,11.4,11.450000000000001,True,349.6995708688573,True,101.76982607826348,True,0.5539409103150739,0.7686465155291367,0.9549986676927483,0.8513846579010864,58.63142194756433,0.4735917948359659,123801.60000000002,3120.0
d013,0.0,-80.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3213,11.249999999999988,11.2,11.25,True,349.95416747011353,True,101.24999999999999,True,0.5757791922690008,0.789382954958687,0.9547392657009893,0.8647674719620246,60.74265587610302,0.4918126241509682,123507.72000000002,3213.0
d014,0.0,-80.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3166,11.349999999999934,11.3,11.350000000000001,True,349.84078678762205,True,100.88100663653194,True,0.5651196488684684,0.788976524937742,0.9540943284387229,0.8497370623280316,60.65986047607877,0.4827356777826543,125658.54,3166.0
d015,0.0,-80.0,6.4,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3120,11.449999999999957,11.4,11.450000000000001,True,349.9572315496011,True,101.76982607826348,True,0.561130885719677,0.7889160718898939,0.9548931213655266,0.8430950080054577,59.338628478204086,0.4793042131782148,123801.60000000002,3120.0
d016,-32.2131348028779,-70.92431017197669,5.869730361597612,5.616714091645553,4.30389116256139,1.4955341167386136,0.05,31.031277012079954,0.2281104875728488,0.9918137053027749,3424,10.919730361597486,10.869730361597611,10.919730361597612,True,349.972425884041,True,101.01932019740681,True,0.6096913602889553,0.7836991051979045,0.9588081647048272,0.917074911013138,58.787780296975356,0.5207782495197562,112884.47693656068,3424.0
d017,17.397062396630645,-42.098553869873285,6.664754577819258,6.483709819521755,3.9485071880717397,0.7066522783108624,0.05,11.556801069527863,0.9285039771348238,0.2182771423831582,2975,11.71475457781916,11.664754577819258,11.714754577819258,True,349.88049899112826,True,100.02896876070278,True,0.526595052301239,0.7696071218185099,0.9531844038458311,0.8098237606404158,57.87887989943312,0.4502206560959628,128556.69573520514,2975.0
d018,30.80436830408871,-94.43829623050988,6.171452193660661,5.8128372563049195,3.0804022202307944,0.17398359207833458,0.05,15.074408613145351,0.4832439823076129,0.44577173236757517,3239,11.221452193660557,11.171452193660661,11.221452193660662,True,349.9989883903376,True,100.14082645503255,True,0.589452519257915,0.7958298383578688,0.9574882695528366,0.8756893541281093,58.478516280998264,0.5032802222357294,116194.74340004513,3239.0
d019,-21.53840946033597,-52.49073592945933,6.3556208614259955,6.290487747685983,4.71761126415222,1.5723673903092283,0.05,57.53191016614437,0.6733854729682207,0.719125428237021,3137,11.405620861425904,11.355620861425995,11.405620861425996,True,349.99901364017427,True,100.19962923859372,True,0.5561442991409282,0.7741909790997872,0.9542792358211911,0.8501120117439933,59.61621564667811,0.4753435253914489,125417.11932982302,3137.0
d020,-5.448159361258149,-83.79430170170963,6.718226612871512,6.681899910559877,5.110153934900994,1.769203979621056,0.05,39.40555242821574,0.27304445393383503,0.35690962243825197,2942,11.76822661287141,11.718226612871511,11.768226612871512,True,349.9869933309383,True,100.27850271877183,True,0.5209101955728965,0.7896727680969785,0.9516901068489668,0.7847770962579619,58.76561111211639,0.4449651248248153,132067.90337838873,2942.0
d021,35.73302384465933,-46.46420381963253,6.054706923477351,5.608848624676465,3.430041934531292,0.6256176221930594,0.05,6.804346460849047,0.5710621429607272,0.5677633183076978,3308,11.104706923477266,11.054706923477351,11.104706923477352,True,349.9417403685549,True,100.2929907525659,True,0.591396600163324,0.7719694661988916,0.9590271269806411,0.901233731919207,56.78158959809313,0.505446507832881,112339.46365866906,3308.0
d022,1.1437339894473553,-63.5604156460613,6.5410567375365645,6.3875139494426545,4.021040249947559,0.8272832752262316,0.05,25.333059243857857,0.01645943708717823,0.8306878628209233,3033,11.591056737536473,11.541056737536564,11.591056737536565,True,349.8462724393601,True,100.03560370959026,True,0.543016308547124,0.7806632563092711,0.9537192724142248,0.8244458505143765,58.801866120344584,0.46402237309667305,126722.04947345065,3033.0
d023,-37.128400756046176,-30.604257993400097,6.224452181067317,5.889864051295444,4.474803093999203,1.529871068351481,0.05,50.91706372797489,0.8276626272127032,0.11965129990130663,3199,11.274452181067243,11.224452181067317,11.274452181067318,True,349.96929260646687,True,100.53609451264735,True,0.5703840077134246,0.7630833659678294,0.9571127683426681,0.8802496786034825,57.19648616559099,0.4876954495686607,117279.10567174264,3199.0
d024,-44.13640849292278,-88.64863047376275,6.445475368853658,6.032378288032486,3.706324493792267,0.6901353497760239,0.05,54.85578501597047,0.37489176727831364,0.25572376884520054,3085,11.495475368853565,11.445475368853657,11.495475368853658,True,349.83162977151596,True,100.62462005360506,True,0.5621726224637422,0.7924849477435987,0.9560894898676744,0.8398812134930369,57.58377538105654,0.48006654922870806,119949.56839540825,3085.0
d025,8.206627098843455,-56.101561868563294,6.320014552259817,6.316394404508173,4.229533687623123,1.0713364853690366,0.05,22.298880871385332,0.5319817690178752,0.5447024647146463,3162,11.370014552259729,11.320014552259817,11.370014552259818,True,349.9593628038576,True,100.10710074252859,True,0.5589077888780527,0.7762750467841404,0.9540631837003269,0.8525225925811505,60.29619622036651,0.47768404038039736,126226.10580070967,3162.0
d026,39.97484461404383,-73.8812997750938,6.754445550404489,6.45746705411002,4.931161485712048,1.7024279586570379,0.05,10.834403783082962,0.11780514754354954,0.8068621475249529,2928,11.804445550404369,11.754445550404489,11.80444555040449,True,349.9721708184051,True,100.03013381348396,True,0.5259522428582587,0.7847704603613254,0.9533486841692385,0.7952688348570122,57.383827279252074,0.4493311571306911,127709.43293959378,2928.0
d027,-9.63509475812316,-36.962427170947194,6.018477991735562,5.90248963725753,3.213142037872785,0.26189721924401965,0.05,36.345952190458775,0.7890533981844783,0.01770058460533619,3327,11.06847799173546,11.018477991735562,11.068477991735563,True,349.9730276146063,True,100.06160074826562,True,0.5887838945915429,0.7674904985761576,0.9568990636072388,0.9041187623307329,59.49305694466298,0.5033749205304219,118188.36123574311,3327.0
d028,-14.530791314318776,-66.61688886582851,6.135057916864753,5.937552904104814,3.347352935919454,0.3785764838670467,0.05,46.474084351211786,0.12688678782433271,0.9055014830082655,3263,11.18505791686466,11.135057916864753,11.185057916864753,True,349.98842786032895,True,100.06337493682035,True,0.5858244730889411,0.7823523740528263,0.9566529842632266,0.8846581956292559,59.491557175426315,0.5005092447616035,118862.05459354224,3263.0
d029,23.74177224934101,-25.35185511223972,6.392026887787505,6.122495163511484,5.017055015504527,1.9558074337487845,0.05,27.044112291187044,0.967479357495904,0.1788399200886488,3119,11.442026887787414,11.392026887787505,11.442026887787506,True,349.8438972869402,True,100.0588923245884,True,0.5526195011610019,0.7600872184497426,0.9555731217742436,0.8571959268930064,57.68595361839929,0.47259340609694167,122062.5444074993,3119.0
d030,13.154852036386728,-78.10168605297804,5.965483442042022,5.874674594588577,4.5426871159649345,1.6053498186706459,0.05,0.5834054946899414,0.3815186796709895,0.40709552727639675,3370,11.015483442041907,10.965483442042022,11.015483442042022,True,349.97962356003694,True,100.44002239299517,True,0.60077246433541,0.787172160620115,0.956968545289906,0.9020578379775487,60.60127728643998,0.51312410487824,118102.5734521284,3370.0
d031,-28.025902351364493,-49.96059252880514,6.569018739508465,6.184673405019566,4.1510842182493315,1.0587475157395483,0.05,42.967794723808765,0.712831998243928,0.6335742231458426,3029,11.619018739508354,11.569018739508465,11.619018739508466,True,349.986579429725,True,100.14203169688771,True,0.5445246944607889,0.773195676438814,0.9552265331577416,0.8324146263858881,57.27504448982503,0.46542412438797404,123059.89631530356,3029.0
d032,-24.959423979744315,-80.91916607692838,6.284861115412786,6.125393062736839,4.801397656106277,1.7387011247378572,0.05,28.807578384876248,0.8815368777140975,0.38744105119258165,3173,11.3348611154127,11.284861115412786,11.334861115412787,True,349.9826358293957,True,100.07796729444587,True,0.5711883788881766,0.7883729452398298,0.9553403583816363,0.8582049156614671,59.59320971278991,0.4878620742041236,122151.75735889618,3173.0
d033,15.51561975851655,-48.50988329388201,6.488050652388483,6.172148644691333,3.2300993148370725,0.14402499249140588,0.05,48.692296631634235,0.2128217052668333,0.6607945086434484,3066,11.538050652388392,11.488050652388484,11.538050652388485,True,349.94242020015844,True,100.05633603656572,True,0.5511247941519645,0.7731791296580284,0.9552648896366538,0.8423679094654868,57.84015636806748,0.4710930524263403,122778.62318317954,3066.0
d034,26.280713751912117,-66.15303492173553,5.994283438427374,5.94982292051427,3.8608808367705088,0.8859693765133736,0.05,44.73508754745126,0.6269066845998168,0.9251526789739728,3345,11.044283438427279,10.994283438427374,11.044283438427374,True,349.95501542340736,True,100.09323671820573,True,0.5944928168062701,0.7816906570683702,0.9564576929595943,0.8987701016526796,60.59357268155506,0.5079127591297112,119299.17410497776,3345.0
d035,-11.290924223139882,-29.369811909273267,6.771218257024884,6.348864755965769,4.409269353899896,1.2348369759170117,0.05,2.8050153516232963,0.4674669485539198,0.151615877635777,2919,11.821218257024798,11.771218257024884,11.821218257024885,True,349.85604723707405,True,100.00410313791471,True,0.5221517189467217,0.7623529423407097,0.9542836433595172,0.8088059583594348,56.033881414588855,0.44653316788916236,125486.4933762266,2919.0
d036,-6.373769994825125,-76.53268814086914,6.419756644731387,6.07894422262907,4.4665517306342135,1.4270796193196786,0.05,20.316224545240402,0.6179071497172117,0.7718312228098512,3103,11.469756644731286,11.419756644731386,11.469756644731387,True,349.97863439870616,True,100.00533819264236,True,0.563290894302287,0.7867401136424387,0.9558103947554757,0.8474259490468878,58.26563047966699,0.48115383386413907,121095.6379828393,3103.0
d037,42.5362737569958,-35.132002709433436,6.114750063233077,6.042811511317268,4.002918722375938,0.9815129667173039,0.05,53.327443934977055,0.28894356545060873,0.06079442147165537,3273,11.164750063232987,11.114750063233078,11.164750063233079,True,349.9792909478119,True,100.07539825979681,True,0.5754722922380898,0.7653626261497429,0.9559040729472557,0.8868971499448797,59.505099288333085,0.4920286829380353,120938.27321816314,3273.0
d038,10.589195815846324,-88.01868487149477,6.600633348757401,6.371998643735424,3.7020945637795917,0.5160952419118798,0.05,34.35936922207475,0.8749959450215101,0.2907583275809884,3010,11.650633348757266,11.600633348757402,11.650633348757403,True,349.99173954973,True,100.36981085606959,True,0.5427659947909885,0.7925816812859935,0.9538019016157134,0.8131331305785029,58.686596400378626,0.46356553876151957,126598.27250569167,3010.0
d039,-41.04778580367565,-59.73980343900621,5.92644692948088,5.7381416895426804,5.198582979885648,2.329512135114308,0.05,9.302565213292837,0.03187029715627432,0.5016117850318551,3379,10.976446929480785,10.92644692948088,10.97644692948088,True,349.42948385955964,True,100.15582679601711,True,0.6007929928924117,0.7772982624244203,0.9579730663886082,0.9112703203055077,58.98546221128394,0.513323477270396,114908.95083338069,3379.0
d040,-34.04268558137119,-61.015856275334954,6.622007212694734,6.512518076971173,3.5755631415518137,0.31930410306622736,0.05,4.807226769626141,0.5163877215236425,0.8740202244371176,3002,11.672007212694647,11.622007212694733,11.672007212694734,True,349.8568613614437,True,100.052819369254,True,0.530888153796594,0.7793132897652292,0.9528732134628951,0.807866784750479,58.738842537606274,0.45370765339338615,129464.07691888085,3002.0
d041,3.5292102210223675,-32.32788788154721,5.905055880034342,5.526637674262747,4.816721068685526,2.0534022315541525,0.05,37.89156027138233,0.3277417114004493,0.08485842309892178,3405,10.955055880034257,10.905055880034343,10.955055880034344,True,349.9822431946414,True,100.05705482384562,True,0.5988341565324512,0.7636945746293411,0.9595878102820321,0.9210004592995022,56.89008107607307,0.5119581151721045,111122.53012523962,3405.0
d042,38.291202150285244,-84.53104187734425,6.339023973606526,6.118015168933197,4.284778049333893,1.2257704648672942,0.05,48.91656098887324,0.7729710396379232,0.3135730307549238,3143,11.389023973606443,11.339023973606526,11.389023973606527,True,349.7937693874345,True,100.23320767377464,True,0.5669784685069476,0.7902721935714319,0.9554041779106416,0.8499923826907166,59.02394558293511,0.4842291309445312,121892.59549049384,3143.0
d043,-2.1835837606340647,-42.719133254140615,6.195470928167924,5.934077994991093,3.6441909633747205,0.6771519658791738,0.05,23.815254885703325,0.07114334311336279,0.6025514882057905,3226,11.245470928167835,11.195470928167925,11.245470928167926,True,349.905792796134,True,100.45456944818257,True,0.5770047324389371,0.7702092793531068,0.9567833066612251,0.8833606913480071,58.49928149276483,0.49324034777532294,118601.97925132429,3226.0
d044,-18.296321500092745,-91.5140216331929,6.075190482661128,5.785015023965388,4.022778490244301,1.1302709782616067,0.05,13.30623473972082,0.9831955125555396,0.4727501291781664,3284,11.125190482661043,11.075190482661128,11.125190482661129,True,349.3305176503032,True,100.04350112330906,True,0.5973421990478077,0.7942531359922497,0.9576507107233962,0.8888615059210585,58.86573943183019,0.5100292279209876,115416.404020182,3284.0
d045,33.34108893759549,-54.04827415943146,6.69032115037553,6.556524983281269,4.73777709098348,1.459514599342845,0.05,33.26340727508068,0.17342652939260006,0.6992285866290331,2957,11.740321150375431,11.69032115037553,11.74032115037553,True,349.99673690318207,True,100.14015698572788,True,0.5229303197825307,0.774804091554374,0.9526382002349764,0.8000786360635509,57.97616149645138,0.44696904583236885,129709.5672217864,2957.0
d046,19.760394310578704,-71.28133512102067,6.263316498789936,5.857475460553542,4.964565617702252,2.0358278874254814,0.05,59.2848558537662,0.7280598422512412,0.9648398999124765,3193,11.313316498789836,11.263316498789937,11.313316498789938,True,349.8846223126156,True,100.05100507533248,True,0.5782022281070501,0.7836198949362753,0.9573090933882763,0.8712881637500622,57.85741295861398,0.4939070851540701,117142.30205984158,3193.0
d047,-29.149220623075962,-38.18739164620638,6.509614323126152,6.481611068174242,3.662530129717289,0.42172459563016806,0.05,17.310480047017336,0.42854667268693447,0.23817809857428074,3056,11.559614323126048,11.50961432312615,11.559614323126151,True,349.94517324874596,True,100.64025182363908,True,0.5347299327613391,0.7676884937092053,0.9530390762674035,0.8242783069706607,58.95370183849363,0.45721398377213734,128941.16088075405,3056.0
d048,-30.583755103871226,-93.03608916699886,6.756786328414455,6.5656710453797125,4.61415084692841,1.3313153242385534,0.05,23.266520239412785,0.6541247377172112,0.06828734278678894,2923,11.806786328414361,11.756786328414455,11.806786328414455,True,349.8563335632116,True,100.11114660988147,True,0.5239211256740182,0.7943485157191009,0.9525086198648941,0.784551321692037,58.01950352032173,0.44743081147229385,129672.57066943066,2923.0
d049,21.141374465078115,-51.70590872876346,6.007800971250981,5.772751656081527,3.8599307235900637,0.9735548955493001,0.05,50.25538668036461,0.43999702483415604,0.8573878705501556,3335,11.05780097125088,11.00780097125098,11.05780097125098,True,349.9402679999002,True,100.19301787141933,True,0.594569917379014,0.7745181799042911,0.9578038287791562,0.9047417805913844,58.77025807035822,0.5081165588513328,115662.94592566803,3335.0
d050,31.906382627785206,-69.52004354447126,6.471879692515358,6.3887539150193335,3.757297345985721,0.5629203884760541,0.05,39.24507116898895,0.9009424606338143,0.6191844865679741,3074,11.521879692515258,11.471879692515358,11.521879692515359,True,349.9560482413836,True,100.18334513291221,True,0.546986294520181,0.7834643239187516,0.9536026524784411,0.8280155505059742,59.40137431272454,0.4673540754745326,127101.43642678362,3074.0
d051,-16.915169516578317,-41.31592287681997,6.3001195410266515,5.951600864203646,5.119141632304167,2.143341200202344,0.05,4.302418772131205,0.19316431134939194,0.3301447555422783,3166,11.35011954102657,11.300119541026652,11.350119541026652,True,349.9943151203513,True,100.01130092087972,True,0.5677002434131383,0.7682511337211054,0.9567271458330369,0.8712902461858688,57.60936760361551,0.48528806343516045,118711.69300110494,3166.0
d052,-0.7493885792791843,-62.22817847505212,5.942732297210022,5.506990871718153,4.654577282784695,1.9010818469256185,0.05,18.517500646412373,0.8475336506962776,0.7178141213953495,3381,10.992732297209905,10.942732297210021,10.992732297210022,True,349.9922755481874,True,100.196985044954,True,0.6050825266278863,0.779285100346677,0.9596981648415481,0.9137127250621507,57.197668264162644,0.5169310629975119,110648.54166915861,3381.0
d053,36.91056934185326,-29.74839278496802,6.58526192381978,6.53089445233345,3.4518798205194345,0.18643259435270965,0.05,58.63355487585068,0.059095979668200016,0.4912743903696537,3015,11.635261923819685,11.585261923819779,11.63526192381978,True,349.9146682080221,True,100.10412803251127,True,0.5254138763120831,0.7632994145141194,0.9527588675807208,0.8140281991031783,58.265510578231655,0.4493435598389594,129668.06645479347,3015.0
d054,4.963577231392264,-82.464260738343,6.1290635105688125,5.812545292172581,3.753726341251832,0.8474536951655414,0.05,32.62678971514105,0.5982573851943016,0.21965330466628075,3267,11.179063510568707,11.129063510568812,11.179063510568813,True,349.953253220798,True,100.17330924551953,True,0.5917758322481103,0.7901864197503344,0.9575166264743871,0.8847807642827014,58.820563742847376,0.5053817750246585,116388.37538211071,3267.0
d055,-35.42349021881819,-45.606279047206044,6.406355278659611,6.242666448233648,4.452467535127948,1.3311343110111236,0.05,14.557176623493433,0.3083567777648568,0.9462538324296474,3107,11.456355278659515,11.40635527865961,11.456355278659611,True,349.97731558452085,True,100.01615284629834,True,0.5520341565556779,0.7706008959308634,0.954667881068331,0.8468903354319742,58.63710935050873,0.4719001863463606,124257.44055008881,3107.0
d056,-39.66843626461923,-75.28616721741855,6.152397492248564,6.137836449639871,4.175957275117451,1.1070390502975154,0.05,3.0894123762845993,0.7613698691129684,0.679380158893764,3254,11.20239749224847,11.152397492248564,11.202397492248565,True,349.96231464023947,True,100.16892287671216,True,0.5781781657310765,0.7854535662803819,0.9551471016532425,0.8717811298583977,60.691094950088164,0.49390989376839695,122878.88077525997,3254.0
d057,9.153545368462801,-37.74565897881985,6.383040351094678,5.98705026190728,4.596137348935567,1.6026122179819273,0.05,43.131410144269466,0.0829811030998826,0.4059654278680682,3136,11.433040351094578,11.383040351094678,11.433040351094679,True,349.8774507219749,True,100.279245782914,True,0.5603043879844739,0.7667350530520878,0.9565369960428804,0.8616463396455359,57.406959872691814,0.4790137725061963,119844.0695605453,3136.0
d058,43.9154514670372,-90.0513048376888,5.8600105166435235,5.726886135619133,5.039834138377778,2.176391070568211,0.05,47.132597733289,0.5125990211963654,0.13309119921177626,3427,10.910010516643407,10.860010516643523,10.910010516643524,True,349.9631814600319,True,100.04705854884395,True,0.6104366245176194,0.7920625475887562,0.9579188978292422,0.9105782036853053,59.94342194060645,0.5212072922172932,115008.79369050697,3427.0
d059,-7.809248613193631,-56.886856369674206,6.6679936419706785,6.381985102267935,3.5733023811961417,0.38230983006217434,0.05,29.106601607054472,0.3317669415846467,0.906566726975143,2974,11.717993641970603,11.667993641970678,11.71799364197068,True,349.83444804515545,True,100.00790129908158,True,0.5340057770540977,0.7775032077204521,0.9538972343341565,0.8133884094185513,57.760784906316935,0.4563952952955947,126558.6773170106,2974.0
d060,-12.670613061636686,-79.43125971592963,6.554544818587601,6.296017503878102,3.4301803735681045,0.2821716216290535,0.05,7.830751016736031,0.7399052316322923,0.04422323312610388,3036,11.604544818587499,11.554544818587601,11.604544818587602,True,349.93509047462845,True,100.02334484035174,True,0.5477747870433111,0.7886083789375642,0.9543424856430539,0.8237370311970784,58.62529964886106,0.4679234863032381,125288.21776402328,3036.0
d061,27.71671154536307,-50.818050000816584,6.217442608764395,6.002794555481523,4.934258874625276,1.9328615968845146,0.05,34.74627446383238,0.4169531315565109,0.7551987608894706,3214,11.267442608764316,11.217442608764394,11.267442608764394,True,349.9618997228696,True,100.05171807817283,True,0.5737966285453271,0.7729853561560296,0.9562623639310492,0.8763849366632314,58.8254687880349,0.49040428843190276,119953.00647988392,3214.0
d062,14.136102749034762,-67.94852522201836,6.733512621652334,6.366335929371416,4.2763113111140525,1.0931433464283447,0.05,53.758333045989275,0.9872283721342683,0.51824467536062,2936,11.783512621652276,11.733512621652334,11.783512621652335,True,349.8693430938664,True,100.13012486071678,True,0.5317002473185595,0.78243371968962,0.954035610283448,0.8054509462511018,57.17832053062605,0.4543014406663409,125859.87058892103,2936.0
d063,-23.52359801530838,-26.20711950585246,6.031057492503896,5.929218606976792,3.705402328376973,0.740793024888577,0.05,18.859038334339857,0.16964545845985413,0.3073299443349242,3315,11.081057492503813,11.031057492503896,11.081057492503897,True,349.99401090497764,True,100.32365609200701,True,0.5836663126829503,0.7614880964556678,0.9567172865578973,0.9027391934973564,59.16733850699974,0.4991229850819329,118542.60427875746,3315.0
d064,-26.58751219511032,-65.37040340714157,6.340379883209243,6.0135283707641065,5.163065252689014,2.156301067306961,0.05,36.98260428383947,0.48726919014006853,0.561333741992712,3147,11.390379883209167,11.340379883209243,11.390379883209244,True,349.9650877755771,True,100.20097744660481,True,0.5677544804308846,0.7803199666379862,0.9562451788945493,0.8599399550598947,58.20378587703653,0.4850760671921859,119988.9869107402,3147.0
d065,11.772770835086703,-27.96554684638977,6.187636056821793,6.045256139850244,3.5368205818469978,0.514192511921876,0.05,9.583438318222761,0.6695967502892017,0.2722942493855953,3234,11.2376360568217,11.187636056821793,11.237636056821794,True,349.9816424496594,True,100.00237840972659,True,0.5709965354579563,0.7627528444443228,0.9559837806800697,0.8824651989398765,59.06798439949877,0.4882841955830374,120970.5022890787,3234.0
d066,25.179990911856294,-80.13433731161058,6.651251760264858,6.211784575460478,4.017847918164121,0.9119556304338823,0.05,21.091884747147564,0.23994816560298204,0.001129690557718277,2983,11.70125176026477,11.65125176026486,11.70125176026486,True,349.9908023679242,True,101.14780396738216,True,0.5434932967492743,0.7883039282626013,0.9550250320642486,0.8169664377228657,57.214985517179635,0.4642338092685891,123246.05484319021,2983.0
d067,-15.912701021879911,-47.10767675191164,5.884174301661551,5.850688863359391,4.387080500759105,1.46173606907941,0.05,55.507050566375256,0.9169027246534824,0.7902304567396641,3414,10.93417430166147,10.88417430166155,10.934174301661551,True,349.97062696590586,True,100.08741538506156,True,0.6007151239700818,0.7716823525194657,0.9571778390312551,0.9178612812311496,60.34525799751819,0.5134369258714891,117531.97901590413,3414.0
d068,-11.073824213817716,-87.16075957752764,6.237839284865185,6.176896586269139,4.3391675311902045,1.250719238055635,0.05,41.614320147782564,0.012678343802690506,0.16031625121831894,3199,11.287839284865115,11.237839284865185,11.287839284865186,True,349.88837018013874,True,100.01913906506846,True,0.5741713569312186,0.7917829682711307,0.9549125799615035,0.8598935906531845,60.44108417862243,0.4903582588968643,123259.03170182934,3199.0
d069,41.357273161411285,-58.40976404026151,6.526726295799016,6.168751923600211,3.8930968026239063,0.8087208408238009,0.05,1.088195275515318,0.8316954644396901,0.8869170174002647,3036,11.576726295798933,11.526726295799016,11.576726295799016,True,349.94081418799817,True,100.31056079237216,True,0.5487814570625962,0.7776695507693796,0.9552702403537351,0.8345669851762373,57.324247951531106,0.46896873749094625,122234.68937017958,3036.0
d070,6.768069136887789,-75.67682136781514,6.070066789956763,5.898952481383457,3.0596277294542578,0.11015148876252923,0.05,27.592866048216823,0.2614508308470249,0.6521589756011963,3303,11.120066789956676,11.070066789956762,11.120066789956763,True,349.9790705021983,True,100.01148936362222,True,0.5932467899366373,0.786986882737247,0.9568695278560361,0.8908934303104343,59.93329641676142,0.5067470439995468,118270.63843082826,3303.0
d071,-42.75415143929422,-33.799766059964895,6.701925170887261,6.462265604455023,4.800431801738671,1.569298999511159,0.05,45.13522144407034,0.5829074503853917,0.4256194829940796,2947,11.751925170887183,11.701925170887261,11.751925170887262,True,349.9830811940217,True,100.20640806656131,True,0.5211411978292873,0.7642948582067765,0.9533524844011667,0.8062101015595213,56.876668093399914,0.44562508773433607,127633.45165904914,2947.0
