design_id,tower_x_m,tower_y_m,width_m,height_m,center_z_m,ground_clearance_m,spacing_clearance_m,rotation_deg,offset_u,offset_v,mirror_count,minimum_center_distance_m,required_problem_distance_m,configured_safe_distance_m,spacing_constraint_satisfied,maximum_site_radius_m,site_constraint_satisfied,minimum_tower_distance_m,tower_exclusion_satisfied,proxy_avg_optical_efficiency,proxy_avg_cosine_efficiency,proxy_avg_shadow_blocking_efficiency,proxy_avg_truncation_efficiency,proxy_field_power_mw,proxy_unit_area_power_kw_m2,proxy_total_area_m2,proxy_mirror_count,screen16_avg_optical_efficiency,screen16_avg_cosine_efficiency,screen16_avg_shadow_blocking_efficiency,screen16_avg_truncation_efficiency,screen16_field_power_mw,screen16_unit_area_power_kw_m2,screen16_total_area_m2,estimated_full_power_mw,estimated_full_unit_area_power_kw_m2
d034,26.280713751912117,-66.15303492173553,5.994283438427374,5.94982292051427,3.8608808367705088,0.8859693765133736,0.05,44.73508754745126,0.6269066845998168,0.9251526789739728,3345,11.044283438427279,10.994283438427374,11.044283438427374,True,349.95501542340736,True,100.09323671820573,True,0.5944928168062701,0.7816906570683702,0.9564576929595943,0.8987701016526796,60.59357268155506,0.5079127591297112,119299.17410497776,3345.0,0.4975864126398369,0.7817524394397487,0.7787665047334329,0.9508108036499293,56.94166994377471,0.47730145972065713,119299.17410497776,58.64325375893821,0.4915646248090104
d119,-34.611860644072294,-41.82612685486674,5.8570898763369765,5.453280488215387,3.740805641680491,1.0141653975727976,0.05,29.865951016545296,0.6585533432662487,0.7780558681115508,3432,10.907089876336851,10.857089876336977,10.907089876336977,True,349.9888192759108,True,100.45351201193873,True,0.6049284252321016,0.7694553851079788,0.9600612396134169,0.9236840276951302,56.677594092449304,0.5170403096965729,109619.29472328912,3432.0,0.5243235277433772,0.7695349010432545,0.8177356497668997,0.9644953017876969,55.141716379108594,0.5030292935044169,109619.29472328912,56.78951231174764,0.518061281593727
d124,-12.21058588474989,-73.60905477777123,6.005373642826452,5.928543693013489,5.01828480245831,2.0540129559515656,0.05,22.522430811077356,0.35566556826233864,0.2431820072233677,3335,11.055373642826376,11.005373642826452,11.055373642826453,True,349.9383507537417,True,100.31172316196864,True,0.5960094775340491,0.7844135608245089,0.9566186770485966,0.8981276376517253,60.4510125282242,0.5091194429210324,118736.40531461795,3335.0,0.4985627789396805,0.7844699959820218,0.773397676161919,0.956141569782874,56.77234165375935,0.47813761502488367,118736.40531461795,58.46886544384764,0.49242576688187295
d052,-0.7493885792791843,-62.22817847505212,5.942732297210022,5.506990871718153,4.654577282784695,1.9010818469256185,0.05,18.517500646412373,0.8475336506962776,0.7178141213953495,3381,10.992732297209905,10.942732297210021,10.992732297210022,True,349.9922755481874,True,100.196985044954,True,0.6050825266278863,0.779285100346677,0.9596981648415481,0.9137127250621507,57.197668264162644,0.5169310629975119,110648.54166915861,3381.0,0.5214281860855553,0.7793497478235993,0.8061424751059844,0.9622238432104228,55.34463114254109,0.5001840088233849,110648.54166915861,56.99849076241754,0.5151309714758301
d004,-20.0,-60.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3217,11.249999999999988,11.2,11.25,True,349.91396149780866,True,101.24999999999999,True,0.5719893819207168,0.7789922409513474,0.9547925438773108,0.8691015380998914,60.445703861008774,0.4887997771093211,123661.48000000001,3217.0,0.49067167684975915,0.7790588521167473,0.7741539089213553,0.947781393116721,58.215884027507315,0.47076813270799706,123661.48000000001,59.95554509021332,0.48483606285654446
d093,24.336371552199125,-57.70607493817806,5.872419103700667,5.812745752977207,3.1848779824367064,0.27850510594810274,0.05,11.735820583999157,0.0694914972409606,0.09709789324551821,3419,10.922419103700543,10.872419103700668,10.922419103700669,True,349.9882488666261,True,100.3099038782329,True,0.6047549900894306,0.7782251961958936,0.95741583796197,0.916783255463276,60.30936316344509,0.516758074628779,116707.15200100017,3419.0,0.5074306262729469,0.7782935197720066,0.7932174368723798,0.9550225420682792,56.814151612659764,0.48680951114438026,116707.15200100017,58.51192480673371,0.5013568046475186
d007,20.0,-60.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3217,11.249999999999988,11.2,11.25,True,349.91396149780866,True,101.24999999999999,True,0.5719893819207167,0.7789922409513474,0.9547925438773108,0.8691015380998914,60.445703861008774,0.4887997771093211,123661.48000000001,3217.0,0.4891480524811726,0.7790588521167473,0.7737394440990571,0.94479211957064,58.028881320842,0.4692559180178177,123661.48000000001,59.762954195155075,0.4832786587638695
d086,2.0899350196123123,-93.8554261252284,6.021601156331599,5.599735522689298,4.30572271355623,1.5058549522115814,0.05,10.64180513843894,0.8840353777632117,0.881667023524642,3330,11.071601156331521,11.021601156331599,11.0716011563316,True,349.9797555111564,True,100.00821929697017,True,0.6048415148303801,0.7952084325827468,0.9589674655581474,0.8976595234222934,57.98085336312506,0.5163698391608903,112285.51508226142,3330.0,0.5184746104406331,0.7952501997186547,0.7882929804804805,0.9596206276067387,55.809720914437584,0.49703401969123845,112285.51508226142,57.47747877841609,0.5118868514456878
d068,-11.073824213817716,-87.16075957752764,6.237839284865185,6.176896586269139,4.3391675311902045,1.250719238055635,0.05,41.614320147782564,0.012678343802690506,0.16031625121831894,3199,11.287839284865115,11.237839284865185,11.287839284865186,True,349.88837018013874,True,100.01913906506846,True,0.5741713569312186,0.7917829682711307,0.9549125799615035,0.8598935906531845,60.44108417862243,0.4903582588968643,123259.03170182934,3199.0,0.4867289000132644,0.7918295383618391,0.7568608679795771,0.9474530114710641,57.53745792504153,0.4668011514501261,123259.03170182934,59.25684562946914,0.48075053658392225
d067,-15.912701021879911,-47.10767675191164,5.884174301661551,5.850688863359391,4.387080500759105,1.46173606907941,0.05,55.507050566375256,0.9169027246534824,0.7902304567396641,3414,10.93417430166147,10.88417430166155,10.934174301661551,True,349.97062696590586,True,100.08741538506156,True,0.6007151239700818,0.7716823525194657,0.9571778390312551,0.9178612812311496,60.34525799751819,0.5134369258714891,117531.97901590413,3414.0,0.5049558403383609,0.7717582489291862,0.7938055311462605,0.9579162180994709,56.9471741786972,0.48452493232494004,117531.97901590413,58.648922476515814,0.49900395592402635
d002,0.0,-60.0,6.3,6.3,3.4,0.25,0.05,0.0,0.0,0.0,3168,11.349999999999934,11.3,11.350000000000001,True,349.99298507216747,True,100.88100663653194,True,0.5620846038585081,0.7791930476682336,0.9541545836090238,0.8543935885241076,60.398518170579564,0.48035245191410486,125737.92,3168.0,0.48573944901290367,0.7792599581398995,0.7704321864478114,0.9428128021582093,58.59520520051885,0.4660106131906656,125737.92,60.34620149047377,0.4799363747266836
d039,-41.04778580367565,-59.73980343900621,5.92644692948088,5.7381416895426804,5.198582979885648,2.329512135114308,0.05,9.302565213292837,0.03187029715627432,0.5016117850318551,3379,10.976446929480785,10.92644692948088,10.97644692948088,True,349.42948385955964,True,100.15582679601711,True,0.6007929928924117,0.7772982624244203,0.9579730663886082,0.9112703203055077,58.98546221128394,0.513323477270396,114908.95083338069,3379.0,0.50823989627578,0.7773637019950285,0.7897214412548093,0.9614881678297259,56.03398917859965,0.48763815849167025,114908.95083338069,57.708448834937414,0.5022102144037094
d001,0.0,-60.0,6.2,6.2,3.4,0.2999999999999998,0.05,0.0,0.0,0.0,3209,11.249999999999988,11.2,11.25,True,349.9711979826114,True,101.24999999999999,True,0.5728872395837853,0.779534609187345,0.9548028070198643,0.8699074584973563,60.38918007632565,0.4895601249957897,123353.96000000002,3209.0,0.4906517599726338,0.7796009129922187,0.774496533187909,0.946398582582947,58.06621536625719,0.4707284254697392,123353.96000000002,59.801403891156134,0.48479516904975023
d077,29.3674411252141,-39.519027480855584,5.922279506316408,5.614082134375348,4.139508613256131,1.3324675460684574,0.05,25.034014228731394,0.6931822709739208,0.3734799800440669,3391,10.972279506316314,10.922279506316407,10.972279506316408,True,349.9235596557159,True,100.04770361882834,True,0.5989312585241576,0.7681062016004704,0.9589323301400225,0.9170214083592328,57.72107570036452,0.5119634580330263,112744.52266989919,3391.0,0.5129637625823961,0.7681874243329451,0.8083990710704807,0.9571863783204465,55.47972725042144,0.49208357032880984,112744.52266989919,57.13762393754386,0.5067884681620867
