heliostat_id,x_m,y_m
89,312.12500000000006,-69.82938833295339
90,164.57500000000005,303.687368319275
91,164.57500000000005,284.02859165336827
92,346.17500000000007,-50.17061166704662
93,-346.175,-50.17061166704662
94,221.32500000000005,244.71103832155472
95,-215.65000000000003,234.88164998860134
96,312.12500000000006,-89.48816499886013
97,164.57500000000005,225.05226165564795
98,-312.12500000000006,-69.82938833295339
99,-312.12500000000006,-89.48816499886013
100,-198.625,225.05226165564795
101,306.45000000000005,-79.65877666590676
102,-164.57500000000002,264.3698149874615
103,-306.45000000000005,-79.65877666590676
104,-164.57500000000002,225.05226165564795
105,-164.57500000000002,284.02859165336827
106,-334.82500000000005,-50.17061166704662
107,334.82500000000005,-50.17061166704662
108,-170.25000000000003,215.22287332269457
109,317.80000000000007,-99.31755333181351
110,-317.80000000000007,-99.31755333181351
111,198.62500000000003,225.05226165564795
112,-317.80000000000007,-60.0
113,181.60000000000002,215.22287332269457
114,-232.675,244.71103832155472
115,-181.60000000000002,215.22287332269457
116,317.80000000000007,-60.0
117,170.25000000000003,215.22287332269457
118,-164.57500000000002,303.687368319275
119,158.90000000000003,254.5404266545081
120,215.65000000000003,234.88164998860134
121,158.90000000000003,274.1992033204149
122,-158.90000000000003,234.88164998860134
123,158.90000000000003,293.85797998632165
124,232.67500000000004,244.71103832155472
125,158.90000000000003,234.88164998860134
126,-119.17500000000003,-325.39348498974124
127,119.17500000000001,-325.39348498974124
128,300.77500000000003,-89.48816499886013
129,300.77500000000003,-69.82938833295339
130,323.4750000000001,-109.1469416647669
131,-209.97500000000002,225.05226165564795
132,-158.90000000000003,254.5404266545081
133,-300.77500000000003,-69.82938833295339
134,-300.77500000000003,-89.48816499886013
135,-340.50000000000006,-40.34122333409324
136,-158.90000000000003,215.22287332269457
137,323.4750000000001,-50.17061166704662
138,-158.90000000000003,274.1992033204149
139,295.1,-79.65877666590676
140,-192.95000000000002,215.22287332269457
141,-323.475,-50.17061166704662
142,158.90000000000003,215.22287332269457
143,-323.475,-109.1469416647669
144,-295.1,-79.65877666590676
145,306.45000000000005,-99.31755333181351
146,-124.85000000000002,-315.56409665678785
147,192.95000000000002,215.22287332269457
148,-158.90000000000003,293.85797998632165
149,340.50000000000006,-40.34122333409324
150,-227.00000000000003,234.88164998860134
151,-136.20000000000002,-315.56409665678785
152,209.97500000000002,225.05226165564795
153,-306.45000000000005,-60.0
154,124.85000000000002,-315.56409665678785
155,306.45000000000005,-60.0
156,-147.55,-315.56409665678785
157,-306.45000000000005,-99.31755333181351
158,153.22500000000002,244.71103832155472
159,-164.57500000000002,205.39348498974124
160,-153.22500000000002,225.05226165564795
161,153.22500000000002,264.3698149874615
162,175.92500000000004,205.39348498974124
163,-175.925,205.39348498974124
164,136.20000000000002,-315.56409665678785
165,-113.50000000000001,-315.56409665678785
166,329.15000000000003,-118.97632999772027
167,244.02500000000003,244.71103832155472
168,153.22500000000002,284.02859165336827
169,164.57500000000005,205.39348498974124
170,147.55,-315.56409665678785
171,-244.02500000000003,244.71103832155472
172,113.50000000000001,-315.56409665678785
173,227.00000000000003,234.88164998860134
174,-153.22500000000002,244.71103832155472
175,-107.82500000000002,-325.39348498974124
176,289.42500000000007,-89.48816499886013
177,-153.22500000000002,264.3698149874615
178,312.12500000000006,-109.1469416647669
179,-289.425,-69.82938833295339
180,289.42500000000007,-69.82938833295339
181,153.22500000000002,303.687368319275
182,-329.15000000000003,-118.97632999772027
183,-329.15000000000003,-40.34122333409324
184,312.12500000000006,-50.17061166704662
185,153.22500000000002,225.05226165564795
186,-204.3,215.22287332269457
187,-130.525,-305.73470832383447
188,107.825,-325.39348498974124
189,-289.425,-89.48816499886013
190,295.1,-99.31755333181351
191,-153.22500000000002,284.02859165336827
192,-141.875,-305.73470832383447
193,329.15000000000003,-40.34122333409324
194,-312.12500000000006,-50.17061166704662
195,-312.12500000000006,-109.1469416647669
196,283.75000000000006,-79.65877666590676
197,-153.22500000000002,303.687368319275
198,-187.275,205.39348498974124
199,-153.22500000000002,-305.73470832383447
200,153.22500000000002,205.39348498974124
201,187.27500000000003,205.39348498974124
202,130.52500000000003,-305.73470832383447
203,141.87500000000003,-305.73470832383447
204,-346.175,-30.511835001139865
205,-283.75000000000006,-79.65877666590676
206,-119.17500000000003,-305.73470832383447
207,-153.22500000000002,205.39348498974124
208,221.32500000000005,225.05226165564795
209,204.3,215.22287332269457
210,295.1,-60.0
211,-221.32500000000002,225.05226165564795
212,153.22500000000002,-305.73470832383447
213,-295.1,-99.31755333181351
214,147.55,274.1992033204149
215,-295.1,-60.0
216,238.35000000000002,234.88164998860134
217,119.17500000000001,-305.73470832383447
218,147.55,254.5404266545081
219,346.17500000000007,-30.511835001139865
220,-107.82500000000002,-305.73470832383447
221,-147.55,234.88164998860134
222,317.80000000000007,-118.97632999772027
223,300.77500000000003,-109.1469416647669
224,170.25000000000003,195.56409665678785
225,-147.55,215.22287332269457
226,147.55,234.88164998860134
227,-102.15,-315.56409665678785
228,-238.35000000000002,234.88164998860134
229,-170.25000000000003,195.56409665678785
230,-317.80000000000007,-40.34122333409324
231,158.90000000000003,195.56409665678785
232,107.825,-305.73470832383447
233,-334.82500000000005,-30.511835001139865
234,102.15,-315.56409665678785
235,147.55,313.51675665222837
236,-147.55,254.5404266545081
237,-164.57500000000002,-305.73470832383447
238,-278.07500000000005,-69.82938833295339
239,-158.90000000000003,195.56409665678785
240,147.55,215.22287332269457
241,317.80000000000007,-40.34122333409324
242,147.55,293.85797998632165
243,-147.55,313.51675665222837
244,-317.80000000000007,-118.97632999772027
245,-147.55,274.1992033204149
246,164.57500000000005,-305.73470832383447
247,300.77500000000003,-50.17061166704662
248,-124.85000000000002,-295.9053199908811
249,278.07500000000005,-69.82938833295339
250,-96.47500000000001,-325.39348498974124
251,-300.77500000000003,-109.1469416647669
252,-136.20000000000002,-295.9053199908811
253,-147.55,293.85797998632165
254,198.62500000000003,205.39348498974124
255,278.07500000000005,-89.48816499886013
256,-278.07500000000005,-89.48816499886013
257,283.75000000000006,-99.31755333181351
258,136.20000000000002,-295.9053199908811
259,-147.55,-295.9053199908811
260,124.85000000000002,-295.9053199908811
261,-198.625,205.39348498974124
262,96.47500000000001,-325.39348498974124
263,-300.77500000000003,-50.17061166704662
264,334.82500000000005,-30.511835001139865
265,215.65000000000003,215.22287332269457
266,272.40000000000003,-79.65877666590676
267,-113.50000000000001,-295.9053199908811
268,181.60000000000002,195.56409665678785
269,-283.75000000000006,-60.0
270,-283.75000000000006,-99.31755333181351
271,147.55,-295.9053199908811
272,-215.65000000000003,215.22287332269457
273,-272.40000000000003,-79.65877666590676
274,-158.90000000000003,-295.9053199908811
275,283.75000000000006,-60.0
276,141.87500000000003,264.3698149874615
277,249.70000000000005,234.88164998860134
278,158.90000000000003,-295.9053199908811
279,-181.60000000000002,195.56409665678785
280,323.4750000000001,-128.80571833067364
281,113.50000000000001,-295.9053199908811
282,232.67500000000004,225.05226165564795
283,-232.675,225.05226165564795
284,289.42500000000007,-109.1469416647669
285,90.80000000000001,-335.22287332269457
286,-90.80000000000001,-335.22287332269457
287,-147.55,195.56409665678785
288,-170.25000000000003,-295.9053199908811
289,-102.15,-295.9053199908811
290,147.55,195.56409665678785
291,-306.45000000000005,-118.97632999772027
292,-96.47500000000001,-305.73470832383447
293,306.45000000000005,-118.97632999772027
294,-141.875,225.05226165564795
295,-323.475,-128.80571833067364
296,-249.70000000000005,234.88164998860134
297,-340.50000000000006,-20.682446668186486
298,-141.875,244.71103832155472
299,-323.475,-30.511835001139865
300,96.47500000000001,-305.73470832383447
301,141.87500000000003,225.05226165564795
302,-141.875,284.02859165336827
303,102.15,-295.9053199908811
304,170.25000000000003,-295.9053199908811
305,-141.875,264.3698149874615
306,306.45000000000005,-40.34122333409324
307,-141.875,303.687368319275
308,-306.45000000000005,-40.34122333409324
309,90.80000000000001,-315.56409665678785
310,164.57500000000005,185.73470832383447
311,340.50000000000006,-20.682446668186486
312,141.87500000000003,284.02859165336827
313,141.87500000000003,244.71103832155472
314,-266.725,-69.82938833295339
315,-90.80000000000001,-315.56409665678785
316,323.4750000000001,-30.511835001139865
317,-141.875,205.39348498974124
318,-164.57500000000002,185.73470832383447
319,-289.425,-109.1469416647669
320,141.87500000000003,205.39348498974124
321,141.87500000000003,303.687368319275
322,-119.17500000000003,-286.0759316579277
323,-130.525,-286.0759316579277
324,-153.22500000000002,185.73470832383447
325,153.22500000000002,185.73470832383447
326,-141.875,-286.0759316579277
327,289.42500000000007,-50.17061166704662
328,209.97500000000002,205.39348498974124
329,-289.425,-50.17061166704662
330,266.725,-69.82938833295339
331,-266.725,-89.48816499886013
332,-153.22500000000002,-286.0759316579277
333,227.00000000000003,215.22287332269457
334,119.17500000000001,-286.0759316579277
335,266.725,-89.48816499886013
336,141.87500000000003,-286.0759316579277
337,130.52500000000003,-286.0759316579277
338,192.95000000000002,195.56409665678785
339,-107.82500000000002,-286.0759316579277
340,153.22500000000002,-286.0759316579277
341,-192.95000000000002,195.56409665678785
342,-85.12500000000001,-325.39348498974124
343,272.40000000000003,-99.31755333181351
344,85.12500000000001,-325.39348498974124
345,-181.60000000000002,-295.9053199908811
346,-164.57500000000002,-286.0759316579277
347,-312.12500000000006,-128.80571833067364
348,-272.40000000000003,-60.0
349,-227.00000000000003,215.22287332269457
350,-209.97500000000002,205.39348498974124
351,175.92500000000004,185.73470832383447
352,312.12500000000006,-128.80571833067364
353,295.1,-118.97632999772027
354,-244.02500000000003,225.05226165564795
355,-261.05,-79.65877666590676
356,79.45000000000002,-335.22287332269457
357,-272.40000000000003,-99.31755333181351
358,-295.1,-118.97632999772027
359,-136.20000000000002,313.51675665222837
360,107.825,-286.0759316579277
361,-266.725,225.05226165564795
362,90.80000000000001,-295.9053199908811
363,244.02500000000003,225.05226165564795
364,-329.15000000000003,-20.682446668186486
365,-136.20000000000002,234.88164998860134
366,272.40000000000003,-60.0
367,164.57500000000005,-286.0759316579277
368,-136.20000000000002,215.22287332269457
369,-175.925,185.73470832383447
370,85.12500000000001,-305.73470832383447
371,136.20000000000002,313.51675665222837
372,-136.20000000000002,254.5404266545081
373,-96.47500000000001,-286.0759316579277
374,-136.20000000000002,274.1992033204149
375,-312.12500000000006,-30.511835001139865
376,-90.80000000000001,-295.9053199908811
377,261.05,-79.65877666590676
378,136.20000000000002,274.1992033204149
379,136.20000000000002,254.5404266545081
380,-255.375,225.05226165564795
381,-136.20000000000002,293.85797998632165
382,-141.875,185.73470832383447
383,136.20000000000002,234.88164998860134
384,278.07500000000005,-109.1469416647669
385,181.60000000000002,-295.9053199908811
386,317.80000000000007,-138.63510666362703
387,-79.45000000000002,-335.22287332269457
388,295.1,-40.34122333409324
389,136.20000000000002,293.85797998632165
390,136.20000000000002,215.22287332269457
391,96.47500000000001,-286.0759316579277
392,141.87500000000003,185.73470832383447
393,312.12500000000006,-30.511835001139865
394,-295.1,-40.34122333409324
395,-175.925,-286.0759316579277
396,-317.80000000000007,-138.63510666362703
397,102.15,333.17553331813514
398,329.15000000000003,-20.682446668186486
399,-124.85000000000002,-276.2465433249743
400,-85.12500000000001,-305.73470832383447
401,-261.05,215.22287332269457
402,-136.20000000000002,-276.2465433249743
403,130.52500000000003,323.34614498518175
404,79.45000000000002,-315.56409665678785
405,119.17500000000001,323.34614498518175
406,-346.175,-10.853058335233108
407,204.3,195.56409665678785
408,300.77500000000003,-128.80571833067364
409,175.92500000000004,-286.0759316579277
410,-255.375,-69.82938833295339
411,136.20000000000002,-276.2465433249743
412,-278.07500000000005,-50.17061166704662
413,266.725,225.05226165564795
414,221.32500000000005,205.39348498974124
415,158.90000000000003,175.90531999088108
416,-187.275,-286.0759316579277
417,-113.50000000000001,-276.2465433249743
418,278.07500000000005,-50.17061166704662
419,255.37500000000006,225.05226165564795
420,-158.90000000000003,175.90531999088108
421,-272.40000000000003,215.22287332269457
422,-147.55,-276.2465433249743
423,-278.07500000000005,-109.1469416647669
424,187.27500000000003,185.73470832383447
425,-238.35000000000002,215.22287332269457
426,-147.55,175.90531999088108
427,-130.525,323.34614498518175
428,-136.20000000000002,195.56409665678785
429,-102.15,-276.2465433249743
430,-300.77500000000003,-128.80571833067364
431,147.55,-276.2465433249743
432,124.85000000000002,-276.2465433249743
433,113.50000000000001,-276.2465433249743
434,136.20000000000002,195.56409665678785
435,73.775,-325.39348498974124
436,346.17500000000007,-10.853058335233108
437,-221.32500000000002,205.39348498974124
438,-158.90000000000003,-276.2465433249743
439,283.75000000000006,-118.97632999772027
440,-249.70000000000005,215.22287332269457
441,147.55,175.90531999088108
442,-130.525,303.687368319275
443,-334.82500000000005,-10.853058335233108
444,-130.525,284.02859165336827
445,90.80000000000001,333.17553331813514
446,-79.45000000000002,-315.56409665678785
447,187.27500000000003,-286.0759316579277
448,107.825,323.34614498518175
449,-283.75000000000006,-118.97632999772027
450,238.35000000000002,215.22287332269457
451,130.52500000000003,303.687368319275
452,306.45000000000005,-138.63510666362703
453,300.77500000000003,-30.511835001139865
454,102.15,-276.2465433249743
455,-317.80000000000007,-20.682446668186486
456,130.52500000000003,264.3698149874615
457,85.12500000000001,-286.0759316579277
458,-204.3,195.56409665678785
459,-261.05,-60.0
460,-187.275,185.73470832383447
461,62.42500000000001,343.0049216510885
462,170.25000000000003,175.90531999088108
463,158.90000000000003,-276.2465433249743
464,-255.375,-89.48816499886013
465,130.52500000000003,284.02859165336827
466,-130.525,244.71103832155472
467,-306.45000000000005,-138.63510666362703
468,-130.525,264.3698149874615
469,255.37500000000006,-69.82938833295339
470,-249.70000000000005,-79.65877666590676
471,272.40000000000003,215.22287332269457
472,-85.12500000000001,-286.0759316579277
473,-170.25000000000003,-276.2465433249743
474,255.37500000000006,-89.48816499886013
475,-130.525,225.05226165564795
476,79.45000000000002,-295.9053199908811
477,261.05,-99.31755333181351
478,-130.525,205.39348498974124
479,-261.05,-99.31755333181351
480,68.10000000000001,-335.22287332269457
481,266.725,-109.1469416647669
482,-300.77500000000003,-30.511835001139865
483,130.52500000000003,244.71103832155472
484,124.85000000000002,313.51675665222837
485,317.80000000000007,-20.682446668186486
486,-73.77500000000002,-325.39348498974124
487,289.42500000000007,-128.80571833067364
488,261.05,-60.0
489,-170.25000000000003,175.90531999088108
490,90.80000000000001,-276.2465433249743
491,-90.80000000000001,-276.2465433249743
492,249.70000000000005,215.22287332269457
493,-312.12500000000006,-148.4644949965804
494,312.12500000000006,-148.4644949965804
495,334.82500000000005,-10.853058335233108
496,113.50000000000001,313.51675665222837
497,130.52500000000003,205.39348498974124
498,130.52500000000003,225.05226165564795
499,-283.75000000000006,-40.34122333409324
500,73.775,-305.73470832383447
501,170.25000000000003,-276.2465433249743
502,261.05,215.22287332269457
503,-102.15,333.17553331813514
504,283.75000000000006,-40.34122333409324
505,-278.07500000000005,205.39348498974124
506,-79.45000000000002,-295.9053199908811
507,-181.60000000000002,-276.2465433249743
508,295.1,-138.63510666362703
509,-136.20000000000002,175.90531999088108
510,249.70000000000005,-79.65877666590676
511,-119.17500000000003,323.34614498518175
512,-119.17500000000003,-266.417154992021
513,-141.875,-266.417154992021
514,-289.425,-128.80571833067364
515,-198.625,-286.0759316579277
516,-68.10000000000001,-335.22287332269457
517,-130.525,-266.417154992021
518,-232.675,205.39348498974124
519,136.20000000000002,175.90531999088108
520,-266.725,205.39348498974124
521,-323.475,-10.853058335233108
522,-255.375,205.39348498974124
523,-124.85000000000002,313.51675665222837
524,96.47500000000001,323.34614498518175
525,-107.82500000000002,323.34614498518175
526,68.10000000000001,333.17553331813514
527,-244.02500000000003,205.39348498974124
528,79.45000000000002,333.17553331813514
529,-107.82500000000002,-266.417154992021
530,-340.50000000000006,-1.0236700022797294
531,-266.725,-50.17061166704662
532,-153.22500000000002,-266.417154992021
533,-192.95000000000002,-276.2465433249743
534,68.10000000000001,-315.56409665678785
535,-90.80000000000001,333.17553331813514
536,181.60000000000002,-276.2465433249743
537,130.52500000000003,-266.417154992021
538,266.725,-50.17061166704662
539,272.40000000000003,-118.97632999772027
540,51.075,343.0049216510885
541,232.67500000000004,205.39348498974124
542,-266.725,-109.1469416647669
543,119.17500000000001,-266.417154992021
544,-141.875,166.0759316579277
545,141.87500000000003,-266.417154992021
546,198.62500000000003,185.73470832383447
547,-124.85000000000002,274.1992033204149
548,266.725,205.39348498974124
549,-62.42500000000001,343.0049216510885
550,215.65000000000003,195.56409665678785
551,-295.1,-138.63510666362703
552,-96.47500000000001,-266.417154992021
553,102.15,313.51675665222837
554,124.85000000000002,293.85797998632165
555,340.50000000000006,-1.0236700022797294
556,153.22500000000002,-266.417154992021
557,-124.85000000000002,293.85797998632165
558,-73.77500000000002,-305.73470832383447
559,-215.65000000000003,195.56409665678785
560,306.45000000000005,-158.2938833295338
561,181.60000000000002,175.90531999088108
562,130.52500000000003,185.73470832383447
563,-153.22500000000002,166.0759316579277
564,124.85000000000002,274.1992033204149
565,153.22500000000002,166.0759316579277
566,107.825,-266.417154992021
567,-306.45000000000005,-20.682446668186486
568,-130.525,185.73470832383447
569,198.62500000000003,-286.0759316579277
570,85.12500000000001,323.34614498518175
571,300.77500000000003,-148.4644949965804
572,-244.02500000000003,-69.82938833295339
573,-300.77500000000003,-148.4644949965804
574,96.47500000000001,-266.417154992021
575,-124.85000000000002,254.5404266545081
576,323.4750000000001,-10.853058335233108
577,107.825,303.687368319275
578,62.42500000000001,-325.39348498974124
579,278.07500000000005,205.39348498974124
580,-272.40000000000003,-118.97632999772027
581,-306.45000000000005,-158.2938833295338
582,278.07500000000005,-128.80571833067364
583,-124.85000000000002,234.88164998860134
584,192.95000000000002,-276.2465433249743
585,-51.075,343.0049216510885
586,-113.50000000000001,313.51675665222837
587,119.17500000000001,303.687368319275
588,-181.60000000000002,175.90531999088108
589,-164.57500000000002,-266.417154992021
590,244.02500000000003,205.39348498974124
591,-204.3,-276.2465433249743
592,164.57500000000005,166.0759316579277
593,141.87500000000003,166.0759316579277
594,255.37500000000006,205.39348498974124
595,-79.45000000000002,-276.2465433249743
596,56.75000000000001,333.17553331813514
597,-68.10000000000001,-315.56409665678785
598,73.775,-286.0759316579277
599,306.45000000000005,-20.682446668186486
600,289.42500000000007,-30.511835001139865
601,-249.70000000000005,-60.0
602,-283.75000000000006,195.56409665678785
603,-198.625,185.73470832383447
604,79.45000000000002,-276.2465433249743
605,-62.42500000000001,-325.39348498974124
606,-102.15,313.51675665222837
607,164.57500000000005,-266.417154992021
608,-68.10000000000001,333.17553331813514
609,124.85000000000002,254.5404266545081
610,-238.35000000000002,195.56409665678785
611,-272.40000000000003,195.56409665678785
612,-249.70000000000005,195.56409665678785
613,249.70000000000005,-99.31755333181351
614,-227.00000000000003,195.56409665678785
615,244.02500000000003,-89.48816499886013
616,-96.47500000000001,323.34614498518175
617,56.75000000000001,-335.22287332269457
618,-289.425,-30.511835001139865
619,-175.925,-266.417154992021
620,28.375000000000004,343.0049216510885
621,272.40000000000003,-40.34122333409324
622,68.10000000000001,-295.9053199908811
623,244.02500000000003,-69.82938833295339
624,-244.02500000000003,-89.48816499886013
625,-85.12500000000001,-266.417154992021
626,17.025000000000002,343.0049216510885
627,-124.85000000000002,215.22287332269457
628,-73.77500000000002,-286.0759316579277
629,-119.17500000000003,303.687368319275
630,-56.75000000000001,333.17553331813514
631,124.85000000000002,234.88164998860134
632,119.17500000000001,284.02859165336827
633,255.37500000000006,-109.1469416647669
634,-329.15000000000003,-1.0236700022797294
635,-272.40000000000003,-40.34122333409324
636,-238.35000000000002,-79.65877666590676
637,-261.05,195.56409665678785
638,39.72500000000001,343.0049216510885
639,-164.57500000000002,166.0759316579277
640,283.75000000000006,-138.63510666362703
641,85.12500000000001,-266.417154992021
642,-113.50000000000001,-256.5877666590676
643,-136.20000000000002,-256.5877666590676
644,-124.85000000000002,-256.5877666590676
645,51.075,-345.05226165564795
646,249.70000000000005,-60.0
647,289.42500000000007,-148.4644949965804
648,295.1,-158.2938833295338
649,-249.70000000000005,-99.31755333181351
650,-56.75000000000001,-335.22287332269457
651,113.50000000000001,293.85797998632165
652,-124.85000000000002,195.56409665678785
653,73.775,323.34614498518175
654,-278.07500000000005,-128.80571833067364
655,62.42500000000001,-305.73470832383447
656,329.15000000000003,-1.0236700022797294
657,-289.425,185.73470832383447
658,124.85000000000002,215.22287332269457
659,-79.45000000000002,333.17553331813514
660,-119.17500000000003,284.02859165336827
661,124.85000000000002,195.56409665678785
662,-346.175,8.805718330673642
663,62.42500000000001,323.34614498518175
664,-295.1,175.90531999088108
665,-85.12500000000001,323.34614498518175
666,261.05,195.56409665678785
667,-130.525,166.0759316579277
668,227.00000000000003,195.56409665678785
669,175.92500000000004,-266.417154992021
670,-187.275,-266.417154992021
671,-283.75000000000006,-138.63510666362703
672,238.35000000000002,-79.65877666590676
673,204.3,-276.2465433249743
674,-312.12500000000006,-10.853058335233108
675,124.85000000000002,-256.5877666590676
676,261.05,-118.97632999772027
677,-119.17500000000003,264.3698149874615
678,238.35000000000002,195.56409665678785
679,283.75000000000006,195.56409665678785
680,272.40000000000003,195.56409665678785
681,-68.10000000000001,-295.9053199908811
682,-147.55,-256.5877666590676
683,-51.075,-345.05226165564795
684,-102.15,-256.5877666590676
685,209.97500000000002,185.73470832383447
686,-45.400000000000006,333.17553331813514
687,192.95000000000002,175.90531999088108
688,-300.77500000000003,-168.12327166248716
689,90.80000000000001,313.51675665222837
690,102.15,-256.5877666590676
691,266.725,-128.80571833067364
692,-255.375,-50.17061166704662
693,300.77500000000003,166.0759316579277
694,-107.82500000000002,303.687368319275
695,300.77500000000003,-168.12327166248716
696,-39.72500000000001,343.0049216510885
697,-295.1,-158.2938833295338
698,136.20000000000002,-256.5877666590676
699,102.15,293.85797998632165
700,34.050000000000004,333.17553331813514
701,312.12500000000006,-10.853058335233108
702,56.75000000000001,-315.56409665678785
703,-289.425,-148.4644949965804
704,113.50000000000001,-256.5877666590676
705,295.1,175.90531999088108
706,-255.375,-109.1469416647669
707,249.70000000000005,195.56409665678785
708,45.400000000000006,333.17553331813514
709,346.17500000000007,8.805718330673642
710,187.27500000000003,-266.417154992021
711,-209.97500000000002,185.73470832383447
712,-113.50000000000001,293.85797998632165
713,-334.82500000000005,8.805718330673642
714,175.92500000000004,166.0759316579277
715,147.55,-256.5877666590676
716,96.47500000000001,303.687368319275
717,-119.17500000000003,244.71103832155472
718,-62.42500000000001,-305.73470832383447
719,-295.1,-20.682446668186486
720,5.675000000000001,343.0049216510885
721,130.52500000000003,166.0759316579277
722,-119.17500000000003,225.05226165564795
723,-198.625,-266.417154992021
724,-158.90000000000003,-256.5877666590676
725,-90.80000000000001,313.51675665222837
726,-300.77500000000003,166.0759316579277
727,-56.75000000000001,-315.56409665678785
728,-62.42500000000001,323.34614498518175
729,295.1,-20.682446668186486
730,-90.80000000000001,-256.5877666590676
731,22.700000000000003,333.17553331813514
732,51.075,323.34614498518175
733,255.37500000000006,-50.17061166704662
734,-51.075,323.34614498518175
735,334.82500000000005,8.805718330673642
736,-232.675,185.73470832383447
737,119.17500000000001,264.3698149874615
738,-261.05,-118.97632999772027
739,-192.95000000000002,175.90531999088108
740,-124.85000000000002,175.90531999088108
741,147.55,156.2465433249743
742,289.42500000000007,185.73470832383447
743,51.075,-325.39348498974124
744,278.07500000000005,-30.511835001139865
745,-147.55,156.2465433249743
746,-136.20000000000002,156.2465433249743
747,-28.375000000000004,343.0049216510885
748,-317.80000000000007,-1.0236700022797294
749,90.80000000000001,-256.5877666590676
750,-255.375,185.73470832383447
751,-170.25000000000003,-256.5877666590676
752,-96.47500000000001,303.687368319275
753,-221.32500000000002,185.73470832383447
754,39.72500000000001,-345.05226165564795
755,-51.075,-325.39348498974124
756,158.90000000000003,-256.5877666590676
757,-266.725,-128.80571833067364
758,-73.77500000000002,323.34614498518175
759,-278.07500000000005,-30.511835001139865
760,124.85000000000002,175.90531999088108
761,107.825,284.02859165336827
762,45.400000000000006,-335.22287332269457
763,-278.07500000000005,185.73470832383447
764,-261.05,-40.34122333409324
765,272.40000000000003,-138.63510666362703
766,-175.925,166.0759316579277
767,79.45000000000002,313.51675665222837
768,56.75000000000001,-295.9053199908811
769,85.12500000000001,303.687368319275
770,340.50000000000006,18.635106663627028
771,62.42500000000001,-286.0759316579277
772,73.775,-266.417154992021
773,68.10000000000001,-276.2465433249743
774,-119.17500000000003,-246.75837832611418
775,278.07500000000005,-148.4644949965804
776,295.1,-177.95265999544054
777,-289.425,166.0759316579277
778,-39.72500000000001,-345.05226165564795
779,-340.50000000000006,18.635106663627028
780,119.17500000000001,244.71103832155472
781,-283.75000000000006,175.90531999088108
