option_type,task_ids,task_count,price,expected_completions,expected_payout,single_probability,region,route_length_km,compactness,price_multiplier,bundle_probability,core_tasks,ride_along_tasks,scheme,budget_relaxation
single,A0058,1,77.0,0.5740011325167572,44.19808720379031,0.5740011325167572,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0059,1,74.0,0.25648747784152387,18.980073360272765,0.25648747784152387,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0063,1,77.0,0.6607932796292929,50.881082531455554,0.6607932796292929,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0064,1,77.0,0.6631867400966291,51.06537898744045,0.6631867400966291,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0065,1,75.0,0.48981657028527986,36.73624277139599,0.48981657028527986,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0066,1,75.0,0.4144978848207188,31.08734136155391,0.4144978848207188,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0071,1,78.0,0.5790711704525835,45.167551295301514,0.5790711704525835,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0074,1,74.5,0.25659284149604267,19.116166691455177,0.25659284149604267,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0075,1,74.5,0.24149870036137913,17.991653176922746,0.24149870036137913,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0079,1,76.5,0.6703170926030502,51.27925758413334,0.6703170926030502,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0081,1,78.0,0.40201481140103934,31.357155289281067,0.40201481140103934,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0083,1,74.0,0.18954695391816448,14.026474589944172,0.18954695391816448,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0085,1,74.0,0.29642675593829454,21.935579939433797,0.29642675593829454,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0086,1,74.5,0.3740673444743194,27.868017163336795,0.3740673444743194,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0088,1,78.0,0.37210008181726506,29.023806381746674,0.37210008181726506,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0090,1,78.0,0.5360103920153695,41.80881057719882,0.5360103920153695,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0091,1,73.5,0.21951399438511585,16.134278587306014,0.21951399438511585,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0092,1,75.0,0.5443911311175218,40.82933483381414,0.5443911311175218,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0096,1,75.0,0.5494720926925267,41.210406951939504,0.5494720926925267,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0100,1,74.0,0.20875532188845086,15.447893819745364,0.20875532188845086,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0101,1,74.5,0.5390419385936284,40.15862442522531,0.5390419385936284,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0106,1,75.5,0.29683843276676214,22.41130167389054,0.29683843276676214,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0107,1,78.0,0.34732550093839765,27.091389073195018,0.34732550093839765,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0108,1,74.0,0.2968171249186847,21.96446724398267,0.2968171249186847,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0110,1,76.5,0.34381032872308315,26.30149014731586,0.34381032872308315,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0111,1,78.5,0.5305371162977371,41.647163629372365,0.5305371162977371,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0113,1,74.5,0.2731985385395398,20.353291121195713,0.2731985385395398,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0114,1,74.5,0.4430261198054987,33.005445925509655,0.4430261198054987,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0115,1,75.0,0.32504735993262357,24.37855199494677,0.32504735993262357,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0116,1,74.0,0.33108428229285064,24.500236889670948,0.33108428229285064,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0117,1,75.0,0.5473244947235136,41.04933710426352,0.5473244947235136,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0126,1,67.0,0.9672450130769978,64.80541587615886,0.9672450130769978,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0127,1,73.5,0.508584975896147,37.380995728366806,0.508584975896147,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0128,1,73.5,0.6115950413777212,44.95223554126251,0.6115950413777212,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0129,1,65.0,0.740593599069542,48.13858393952023,0.740593599069542,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0130,1,73.0,0.6139698402124293,44.819798335507336,0.6139698402124293,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0133,1,67.0,0.7644167258118852,51.21592062939631,0.7644167258118852,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0136,1,76.5,0.6535644768555402,49.99768247944883,0.6535644768555402,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0137,1,73.5,0.5802373476738695,42.647445054029404,0.5802373476738695,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0138,1,73.5,0.5537157156708481,40.698105101807336,0.5537157156708481,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0139,1,76.0,0.5987053589305004,45.501607278718026,0.5987053589305004,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0140,1,77.0,0.6515444974686883,50.168926305088995,0.6515444974686883,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0141,1,73.0,0.6859250944882839,50.07253189764472,0.6859250944882839,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0143,1,74.0,0.6801971514571017,50.33458920782552,0.6801971514571017,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0145,1,73.0,0.6022446113257179,43.96385662677741,0.6022446113257179,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0146,1,74.0,0.5487429222824846,40.606976248903855,0.5487429222824846,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0147,1,74.0,0.6414885558061209,47.47015312965294,0.6414885558061209,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0148,1,74.0,0.5694082112959464,42.136207635900035,0.5694082112959464,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0149,1,74.0,0.5693582963672348,42.132513931175374,0.5693582963672348,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0150,1,72.0,0.68945896987397,49.64104583092584,0.68945896987397,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0151,1,73.0,0.6859250944882839,50.07253189764472,0.6859250944882839,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0152,1,73.0,0.6822834547075868,49.80669219365384,0.6822834547075868,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0153,1,65.0,0.7379189026843351,47.96472867448178,0.7379189026843351,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0154,1,75.0,0.6494066551740966,48.70549913805724,0.6494066551740966,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0155,1,73.0,0.6859250944882839,50.07253189764472,0.6859250944882839,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0156,1,73.5,0.6872671773356213,50.514137534168164,0.6872671773356213,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0157,1,74.0,0.6794830209845916,50.28174355285977,0.6794830209845916,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0158,1,77.0,0.6655311307155957,51.24589706510086,0.6655311307155957,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0159,1,74.0,0.4811752564859976,35.606968979963824,0.4811752564859976,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0160,1,65.0,0.9452813251292579,61.44328613340176,0.9452813251292579,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0161,1,70.0,0.7014178929965192,49.09925250975635,0.7014178929965192,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0162,1,78.0,0.658814288923702,51.387514536048755,0.658814288923702,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0163,1,74.0,0.6406076461920274,47.40496581821002,0.6406076461920274,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0164,1,65.0,0.9648945590658814,62.71814633928229,0.9648945590658814,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0165,1,72.5,0.6895621514164669,49.99325597769385,0.6895621514164669,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0166,1,65.0,0.7330031357488984,47.6452038236784,0.7330031357488984,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0167,1,69.5,0.7021657510624386,48.80051969883949,0.7021657510624386,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0168,1,77.0,0.6592462056038129,50.76195783149359,0.6592462056038129,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0169,1,71.0,0.695475559334763,49.378764712768174,0.695475559334763,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0170,1,73.5,0.5939741122432076,43.65709724987576,0.5939741122432076,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0171,1,75.5,0.4638834077481384,35.02319728498445,0.4638834077481384,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0172,1,72.5,0.6895621514164669,49.99325597769385,0.6895621514164669,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0173,1,74.0,0.6808830849395594,50.38534828552739,0.6808830849395594,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0174,1,73.5,0.6670406663539887,49.02748897701817,0.6670406663539887,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0175,1,73.0,0.6517017989152087,47.57423132081024,0.6517017989152087,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0176,1,69.0,0.7019551741941125,48.43490701939376,0.7019551741941125,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0177,1,74.0,0.4425505130178502,32.74873796332091,0.4425505130178502,2,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0178,1,65.0,0.968160252237406,62.930416395431386,0.968160252237406,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0179,1,75.0,0.6796599663678462,50.974497477588464,0.6796599663678462,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0181,1,73.5,0.5414917638696318,39.79964464441794,0.5414917638696318,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0182,1,73.5,0.528839615007663,38.86971170306323,0.528839615007663,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0184,1,73.0,0.5464588711751724,39.89149759578759,0.5464588711751724,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0185,1,73.5,0.5437829647623906,39.968047910035715,0.5437829647623906,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0186,1,73.0,0.6007022057262733,43.85126101801795,0.6007022057262733,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0187,1,73.5,0.6044631128030615,44.428038791025024,0.6044631128030615,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0188,1,73.5,0.6085672469064487,44.72969264762398,0.6085672469064487,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0189,1,65.0,0.974078216392834,63.31508406553421,0.974078216392834,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0190,1,73.5,0.6330592105139387,46.52985197277449,0.6330592105139387,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0192,1,73.0,0.6237666509112081,45.53496551651819,0.6237666509112081,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0193,1,73.5,0.5309362605921594,39.023815153523714,0.5309362605921594,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0194,1,65.0,0.7387729238820192,48.020240052331246,0.7387729238820192,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0195,1,73.5,0.6611129237323168,48.591799894325284,0.6611129237323168,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0196,1,74.5,0.6295939205393997,46.904747080185274,0.6295939205393997,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0198,1,67.0,0.9747698204131585,65.30957796768162,0.9747698204131585,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0199,1,66.5,0.9725212639207788,64.67266405073178,0.9725212639207788,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0200,1,67.0,0.975204623524761,65.33870977615899,0.975204623524761,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0201,1,73.0,0.6822596630517749,49.80495540277957,0.6822596630517749,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0202,1,75.0,0.678594240531673,50.89456803987548,0.678594240531673,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0203,1,73.0,0.6821109021168833,49.79409585453248,0.6821109021168833,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0204,1,65.0,0.978703338742931,63.61571701829052,0.978703338742931,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0205,1,65.0,0.9787957646661224,63.62172470329796,0.9787957646661224,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0206,1,65.0,0.9786096680234402,63.60962842152361,0.9786096680234402,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0207,1,65.0,0.9711448902254749,63.12441786465587,0.9711448902254749,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0208,1,67.0,0.9729677177381081,65.18883708845324,0.9729677177381081,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0209,1,65.0,0.971236302369696,63.130359654030244,0.971236302369696,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0210,1,73.0,0.6859250944882839,50.07253189764472,0.6859250944882839,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0211,1,70.0,0.7012435248617495,49.087046740322464,0.7012435248617495,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0212,1,68.5,0.7113895341261441,48.730183087640874,0.7113895341261441,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0213,1,76.0,0.5657905434057585,43.00008129883765,0.5657905434057585,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0214,1,68.0,0.7101895427129831,48.29288890448285,0.7101895427129831,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0215,1,70.0,0.7028619403854467,49.20033582698127,0.7028619403854467,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0216,1,72.5,0.6896073377282055,49.9965319852949,0.6896073377282055,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0217,1,68.0,0.7078207262155051,48.131809382654346,0.7078207262155051,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0218,1,74.0,0.4681590136025107,34.64376700658579,0.4681590136025107,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0219,1,75.0,0.6766280513426379,50.74710385069785,0.6766280513426379,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0220,1,73.0,0.6579953412674284,48.033659912522275,0.6579953412674284,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0221,1,69.5,0.7051206749804516,49.00588691114139,0.7051206749804516,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0222,1,67.0,0.9689683551090051,64.92087979230334,0.9689683551090051,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0223,1,68.0,0.7094397461958669,48.24190274131895,0.7094397461958669,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0224,1,75.5,0.6734510427550098,50.84555372800324,0.6734510427550098,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0225,1,70.0,0.7032728377391173,49.22909864173821,0.7032728377391173,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0226,1,75.5,0.6727459528760487,50.792319442141675,0.6727459528760487,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0227,1,68.0,0.7141381975712624,48.561397434845844,0.7141381975712624,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0228,1,73.5,0.6697772512610329,49.228627967685924,0.6697772512610329,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0229,1,74.5,0.6814789894583648,50.77018471464818,0.6814789894583648,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0230,1,74.0,0.5557113212205901,41.122637770323664,0.5557113212205901,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0231,1,75.0,0.676436406855708,50.7327305141781,0.676436406855708,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0232,1,65.5,0.7196293512312173,47.135722505644736,0.7196293512312173,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0233,1,71.5,0.6946957369931998,49.67074519501378,0.6946957369931998,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0234,1,74.0,0.6831722211417771,50.554744364491505,0.6831722211417771,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0235,1,72.0,0.6951674751919078,50.05205821381736,0.6951674751919078,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0236,1,73.0,0.6899254508800179,50.3645579142413,0.6899254508800179,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0237,1,74.0,0.5102210475309895,37.756357517293225,0.5102210475309895,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0238,1,70.5,0.6991480533686005,49.28993776248634,0.6991480533686005,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0239,1,73.0,0.6014027160325155,43.90239827037363,0.6014027160325155,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0240,1,75.5,0.6734510427550098,50.84555372800324,0.6734510427550098,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0241,1,73.5,0.6108856172575615,44.900092868430775,0.6108856172575615,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0242,1,72.5,0.688991374323585,49.95187463845991,0.688991374323585,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0243,1,73.5,0.5019485208310844,36.893216281084705,0.5019485208310844,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0244,1,74.0,0.4682419118070177,34.64990147371931,0.4682419118070177,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0245,1,67.5,0.7091800844825594,47.869655702572764,0.7091800844825594,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0246,1,74.5,0.6586311369841713,49.068019705320765,0.6586311369841713,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0247,1,72.5,0.6854860587961027,49.69773926271745,0.6854860587961027,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0248,1,73.0,0.5225902176762146,38.149085890363665,0.5225902176762146,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0249,1,74.5,0.6579760851316135,49.01921834230521,0.6579760851316135,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0250,1,73.5,0.5756191788142826,42.30800964284977,0.5756191788142826,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0251,1,71.0,0.6977365803011601,49.53929720138237,0.6977365803011601,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0252,1,71.5,0.6972431420982352,49.85288466002382,0.6972431420982352,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0253,1,73.0,0.6211263042199745,45.34222020805814,0.6211263042199745,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0254,1,73.5,0.5271815121947182,38.747841146311785,0.5271815121947182,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0255,1,73.0,0.6176414617347223,45.08782670663473,0.6176414617347223,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0256,1,73.5,0.6461036928952163,47.4886214277984,0.6461036928952163,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0257,1,73.0,0.6296220485258953,45.96240954239036,0.6296220485258953,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0258,1,74.0,0.6817522909837532,50.44966953279774,0.6817522909837532,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0259,1,67.0,0.713591749653339,47.81064722677372,0.713591749653339,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0260,1,73.5,0.6482489933561765,47.64630101167897,0.6482489933561765,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0261,1,77.0,0.6655311307155957,51.24589706510086,0.6655311307155957,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0262,1,73.0,0.6010232145419814,43.87469466156464,0.6010232145419814,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0264,1,73.5,0.6026717641350527,44.29637466392638,0.6026717641350527,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0265,1,73.5,0.592099730490423,43.51933019104609,0.592099730490423,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0266,1,67.0,0.9746934937285527,65.30446407981303,0.9746934937285527,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0267,1,65.0,0.9431437749349406,61.30434537077114,0.9431437749349406,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0268,1,65.0,0.9452813251292579,61.44328613340176,0.9452813251292579,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0269,1,65.0,0.7396220526906693,48.075433424893504,0.7396220526906693,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0270,1,65.0,0.9550272943969522,62.07677413580189,0.9550272943969522,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0271,1,65.0,0.9738467992878401,63.30004195370961,0.9738467992878401,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0272,1,76.0,0.628373301903268,47.75637094464837,0.628373301903268,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0273,1,67.0,0.9739143775781056,65.25226329773308,0.9739143775781056,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0274,1,73.5,0.6868879693238046,50.48626574529964,0.6868879693238046,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0276,1,65.0,0.942036504942803,61.2323728212822,0.942036504942803,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0277,1,74.5,0.502074608139269,37.404558306375534,0.502074608139269,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0278,1,65.0,0.9452813251292579,61.44328613340176,0.9452813251292579,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0279,1,74.0,0.5354008184867762,39.619660568021445,0.5354008184867762,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0280,1,65.0,0.954575561554339,62.04741150103203,0.954575561554339,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0281,1,65.0,0.9446106994836342,61.39969546643622,0.9446106994836342,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0282,1,74.5,0.5347163512024795,39.83636816458473,0.5347163512024795,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0283,1,65.0,0.9261885110419636,60.20225321772764,0.9261885110419636,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0284,1,73.0,0.503758486041897,36.77436948105848,0.503758486041897,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0287,1,65.0,0.9437272452276758,61.34227093979893,0.9437272452276758,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0289,1,73.0,0.502544116379754,36.685720495722045,0.502544116379754,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0290,1,71.5,0.6965918814177064,49.806319521366014,0.6965918814177064,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0291,1,73.0,0.5045379586365213,36.83127098046605,0.5045379586365213,3,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0292,1,65.0,0.7308477605998491,47.505104438990195,0.7308477605998491,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0293,1,65.0,0.9443466182955337,61.38253018920969,0.9443466182955337,1,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0294,1,73.5,0.6827354349493052,50.18105446877394,0.6827354349493052,0,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0295,1,65.0,0.753080123722179,48.950208041941636,0.753080123722179,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0296,1,78.0,0.6481941031235023,50.559140043633185,0.6481941031235023,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0297,1,66.5,0.7169438506143931,47.676766065857144,0.7169438506143931,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0298,1,67.0,0.7223794607051925,48.3994238672479,0.7223794607051925,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0299,1,65.0,0.7205289080059744,46.83437902038833,0.7205289080059744,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0300,1,65.0,0.7257161821657575,47.171551840774235,0.7257161821657575,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0301,1,65.0,0.731868387339602,47.57144517707413,0.731868387339602,4,,,,,,,enhanced-joint-0pct-extra,0.0
single,A0302,1,65.0,0.7443643189947852,48.383680734661034,0.7443643189947852,4,,,,,,,enhanced-joint-0pct-extra,0.0
