task_id,latitude,longitude,city,region,nearest_member_km,members_2km,tasks_2km,quota_2km,task_member_pressure,congestion_logit_penalty,package_id,package_size,package_spread_km,bundle_logit_bonus,uniform_price,uniform_probability,individual_price,individual_probability,bundled_price,bundled_probability,target_reached,unreachable_at_85
C0034,22.6574622868825,114.347695727712,Shenzhen,2,3.661736123726937,0,20,0.0,21.0,1.45473027170671,P0023,5,0.0,0.7315864067249581,75.0,0.536342412190428,85.0,0.664739803932132,79.5,0.7539332326460211,True,False
C0035,22.7338561242004,114.261353361327,Shenzhen,2,0.643383599060735,8,102,122.0,11.444444444444445,1.060168554267206,P0199,5,0.08932259112409192,0.7009615183395552,75.0,0.3236762095756873,85.0,0.4506447494721155,85.0,0.6231395506410878,False,True
C0036,22.7330530781302,114.301187523509,Shenzhen,2,0.2447092780927276,8,49,64.0,5.555555555555555,0.5904096654462376,P0514,1,0.0,0.0,75.0,0.4738287724458078,85.0,0.6068478999353384,85.0,0.6068478999353384,False,True
C0037,22.7327210035458,114.261044999994,Shenzhen,2,0.5462116370577137,9,107,156.0,10.8,1.0224956743710985,P0199,5,0.08932259112409192,0.7009615183395552,75.0,0.3297402913988816,85.0,0.4574785514116691,85.0,0.6295913024489369,False,True
C0038,22.7328789148129,114.261143625855,Shenzhen,2,0.561957818178207,9,107,156.0,10.8,1.0224956743710985,P0199,5,0.08932259112409192,0.7009615183395552,75.0,0.32989618102731455,85.0,0.4576535967756291,85.0,0.6297557586082916,False,True
C0039,22.6574622868825,114.347695727712,Shenzhen,2,3.661736123726937,0,20,0.0,21.0,1.45473027170671,P0023,5,0.0,0.7315864067249581,75.0,0.536342412190428,85.0,0.664739803932132,79.5,0.7539332326460211,True,False
C0040,22.7358154455442,114.273509388687,Shenzhen,2,0.19213947154242206,11,124,158.0,10.416666666666666,0.9990052940707808,P0172,5,0.24949774395823182,0.6460443230821358,75.0,0.3080962538441078,85.0,0.43286479349676704,85.0,0.5928770979689758,False,True
C0041,22.7315624132011,114.287582320056,Shenzhen,2,0.2124884692037946,11,99,178.0,8.333333333333334,0.8539619857165445,P0366,2,0.1326734420349014,0.33790789134367016,75.0,0.35539240887446155,85.0,0.48586454364217463,85.0,0.5698774072205588,False,True
C0042,22.7167928958608,114.270317940076,Shenzhen,2,0.41468577875724616,7,68,79.0,8.625,0.8763229130828105,P0455,4,0.25356509646866743,0.5598552527220153,75.0,0.39998506274587126,85.0,0.5332844397308649,85.0,0.6666762262786633,False,True
C0043,22.7261042929971,114.241421295152,Shenzhen,2,1.6341644333861947,3,58,7.0,14.75,1.225098690997274,P0672,1,0.0,0.0,75.0,0.40861751974391974,85.0,0.5421941271470886,85.0,0.5421941271470886,False,True
C0044,22.7060157568219,114.241688700041,Shenzhen,2,0.6226058585217187,9,60,67.0,6.1,0.6511783884530078,P0454,2,0.061076020299360816,0.3624555787958555,75.0,0.3784769401788509,85.0,0.5107094684409296,85.0,0.5999603746685636,False,True
C0045,22.7058450063887,114.24286982716,Shenzhen,2,0.5882483779045382,9,62,67.0,6.3,0.6721479488948517,P0454,2,0.061076020299360816,0.3624555787958555,75.0,0.37319690405981887,85.0,0.5050838290444969,85.0,0.594546225059554,False,True
C0046,22.6574622868825,114.347695727712,Shenzhen,2,3.661736123726937,0,20,0.0,21.0,1.45473027170671,P0023,5,0.0,0.7315864067249581,75.0,0.536342412190428,85.0,0.664739803932132,79.5,0.7539332326460211,True,False
C0047,22.7188655596569,114.265813305352,Shenzhen,2,0.33388885931170764,8,91,80.0,10.222222222222221,0.9867572869998189,P0323,3,0.20270796845159578,0.46797279479619175,75.0,0.3538286682161657,85.0,0.48415790773199574,85.0,0.5997883253290535,False,True
C0048,22.7380684217691,114.266446898194,Shenzhen,2,0.39655521373165337,9,102,135.0,10.3,0.9916842190896188,P0631,2,0.08078788208251589,0.35569722618448807,75.0,0.3278677366863988,85.0,0.45537342917603685,85.0,0.544064055842476,False,True
C0049,22.7384136149656,114.276949153196,Shenzhen,2,0.27996411689967143,9,114,129.0,11.5,1.063316260176468,P0266,3,0.26188412019779134,0.4476838284832104,75.0,0.3075528245654099,85.0,0.4322387738512917,85.0,0.5436290182985227,False,True
C0050,22.6986467499831,114.241761552618,Shenzhen,2,0.7849027678479609,11,52,87.0,4.416666666666667,0.44129110863316423,P0029,2,0.0,0.3833959286127792,75.0,0.42110494950155963,85.0,0.5549331550999782,85.0,0.6465752759760339,False,True
C0051,22.7195270032286,114.265142999662,Shenzhen,2,0.2541023866484442,8,94,80.0,10.555555555555555,1.0076146914582942,P0323,3,0.20270796845159578,0.46797279479619175,75.0,0.3482630672531576,85.0,0.4780589560211337,85.0,0.5939098159510298,False,True
C0052,22.6574622868825,114.347695727712,Shenzhen,2,3.661736123726937,0,20,0.0,21.0,1.45473027170671,P0023,5,0.0,0.7315864067249581,75.0,0.536342412190428,85.0,0.664739803932132,79.5,0.7539332326460211,True,False
C0053,22.7223049561743,114.251412802387,Shenzhen,2,0.9828137363903758,6,90,51.0,13.0,1.1430077695364842,P0626,2,0.03237245029574301,0.37229680279709587,75.0,0.33222758173926853,85.0,0.46026772225870727,85.0,0.553057467818871,False,True
C0054,22.7192915554605,114.260218139417,Shenzhen,2,0.5789623060551166,8,89,74.0,10.0,0.9724709976326148,P0515,3,0.21265380531633646,0.4645627935854235,75.0,0.35296819825119324,85.0,0.4832175093107217,85.0,0.5980646500894184,False,True
C0055,22.7330532379617,114.276171145167,Shenzhen,2,0.29172086567500644,12,131,159.0,10.153846153846153,0.9823948545176274,P0045,2,0.0,0.3833959286127792,75.0,0.3004591241622129,85.0,0.4240302814644826,85.0,0.5192768686162301,False,True
C0056,22.716708934353,114.24523458138,Shenzhen,2,0.8470822237559336,5,86,9.0,14.5,1.213987309313729,P0401,3,0.14063829650527618,0.48925382517778704,75.0,0.35348195607449806,85.0,0.48377910073248626,85.0,0.6045230872655856,False,True
C0057,22.7217159364602,114.278074261084,Shenzhen,2,0.3168007791790209,10,101,196.0,9.272727272727273,0.9233910885023208,P0037,2,0.0,0.3833959286127792,75.0,0.3574222293723235,85.0,0.48807532127948927,85.0,0.5831427484364935,False,True
C0058,22.7307936611976,114.268386249959,Shenzhen,2,0.16333039232880742,12,120,192.0,9.307692307692308,0.9258374594743681,P0395,2,0.10888499425078521,0.3460639305839386,75.0,0.32198339511553314,85.0,0.44872847317546755,85.0,0.5350062393611009,False,True
C0059,22.7139264341708,114.237994957616,Shenzhen,2,0.4782531613750847,5,77,9.0,13.0,1.1430077695364842,P0035,2,0.0,0.3833959286127792,75.0,0.3213216614852593,85.0,0.4479783622826042,85.0,0.5435279394223608,False,True
C0060,22.7208561289964,114.247361005267,Shenzhen,2,1.1923905947659965,6,85,22.0,12.285714285714286,1.1062748328653116,P0329,5,0.34694974954922064,0.612632206879511,75.0,0.3349620723908446,85.0,0.4633248693455457,85.0,0.6143578563831201,False,True
C0061,22.7300853411492,114.303191387084,Shenzhen,2,0.25490004446701897,8,40,64.0,4.555555555555555,0.46141655527574266,P0404,1,0.0,0.0,75.0,0.506166906601241,85.0,0.6372691907295406,85.0,0.6372691907295406,False,True
C0062,22.7250481744937,114.292358520621,Shenzhen,2,0.7573140648240153,8,75,73.0,8.444444444444445,0.8625713831040579,P0403,3,0.0811411725001863,0.5096528391223893,75.0,0.414182709286331,85.0,0.5478931019077286,85.0,0.6685899219515132,False,True
C0063,22.7101319504898,114.249541366112,Shenzhen,2,0.038647438651454674,6,80,49.0,11.571428571428571,1.067341040837617,P0398,4,0.24251201194127964,0.563644881702834,75.0,0.34282243068673923,85.0,0.4720593025895025,85.0,0.6110589244770538,False,True
C0064,22.7359769324123,114.276790825053,Shenzhen,2,0.06711249438178715,11,120,158.0,10.083333333333334,0.9778652194621668,P0177,5,0.17892439921826941,0.6702408984215514,75.0,0.31142661502417923,85.0,0.4366926212792374,85.0,0.6024406725499406,False,True
C0065,22.7331987362445,114.289475678579,Shenzhen,2,0.25015283420253226,9,96,155.0,9.7,0.9526725127675543,P0366,2,0.1326734420349014,0.33790789134367016,75.0,0.3524350665376619,85.0,0.4826343921343854,85.0,0.566704364755096,False,True
C0066,22.7225653401032,114.278666076432,Shenzhen,2,0.4210662905020925,10,103,196.0,9.454545454545455,0.9360128443094368,P0258,5,0.28951322396202755,0.6323247299379773,75.0,0.355598011192858,85.0,0.48608870789427344,85.0,0.6402997076787905,False,True
C0067,22.7300765745135,114.303210152237,Shenzhen,2,0.2528694459628033,8,40,64.0,4.555555555555555,0.46141655527574266,P0042,2,0.0,0.3833959286127792,75.0,0.5061441727529729,85.0,0.6372481669126432,85.0,0.7204784573768499,False,True
C0068,22.7253881313629,114.295343866507,Shenzhen,2,0.4539469194901016,8,58,64.0,6.555555555555555,0.6979940504566602,P0038,2,0.0,0.3833959286127792,75.0,0.4494251880872651,85.0,0.5831866706713209,85.0,0.6724450968325055,False,True
C0069,22.7381539176069,114.256910576734,Shenzhen,2,0.9252889474518735,7,75,109.0,9.5,0.9391303562807073,P0627,2,0.14980304008807832,0.3320348862968666,75.0,0.3633917731882631,85.0,0.49454755936914147,85.0,0.5769399993145475,False,True
C0070,22.7295173518022,114.240170603256,Shenzhen,2,1.7171681342186795,1,47,1.0,24.0,1.54152567691265,P0041,2,0.0,0.3833959286127792,75.0,0.413157028017825,85.0,0.5468453926428775,85.0,0.639069704850993,False,True
C0071,22.7239147314109,114.295705245831,Shenzhen,2,0.43379224331028704,8,51,64.0,5.777777777777778,0.6159031289958704,P0295,5,0.27677658417649903,0.6366915778644442,75.0,0.46958628552393145,85.0,0.6027788165203231,85.0,0.741494090874681,False,True
C0072,22.7295173518022,114.240170603256,Shenzhen,2,1.7171681342186795,1,47,1.0,24.0,1.54152567691265,P0041,2,0.0,0.3833959286127792,75.0,0.413157028017825,85.0,0.5468453926428775,85.0,0.639069704850993,False,True
C0073,22.7237057371462,114.291772629598,Shenzhen,2,0.8305049678285642,8,78,73.0,8.777777777777779,0.8877358160215066,P0403,3,0.0811411725001863,0.5096528391223893,75.0,0.4088824944642566,85.0,0.542466266637313,85.0,0.6637226554974309,False,True
C0074,22.7428818479011,114.288352529895,Shenzhen,2,0.9046612696231447,7,79,141.0,10.0,0.9724709976326148,P0492,4,0.1811406352793674,0.5846864965583467,75.0,0.3843807635491482,85.0,0.5169603097963043,85.0,0.6575857186751962,False,True
C0075,22.7243195047675,114.261970972416,Shenzhen,2,0.4295489159224279,10,113,172.0,10.363636363636363,0.9956877513239664,P0294,5,0.20837411431512728,0.6601438532454859,75.0,0.32701957115531766,85.0,0.45441842144803285,85.0,0.6171124501141363,False,True
C0076,22.7242889860533,114.262011088045,Shenzhen,2,0.4242320807195057,10,113,172.0,10.363636363636363,0.9956877513239664,P0294,5,0.20837411431512728,0.6601438532454859,75.0,0.32696716452917757,85.0,0.45435938247093194,85.0,0.6170561802875058,False,True
C0077,22.6574622868825,114.347695727712,Shenzhen,2,3.661736123726937,0,20,0.0,21.0,1.45473027170671,P0024,5,0.0,0.7315864067249581,75.0,0.536342412190428,85.0,0.664739803932132,79.5,0.7539332326460211,True,False
C0078,22.7242652456133,114.296726968636,Shenzhen,2,0.32270136048917897,8,50,64.0,5.666666666666667,0.6032813731887544,P0295,5,0.27677658417649903,0.6366915778644442,75.0,0.4714911636209322,85.0,0.6046081178942307,85.0,0.7429569854548078,False,True
C0079,22.7093163390213,114.246570092181,Shenzhen,2,0.13998385935079039,6,71,49.0,10.285714285714286,0.9907820676609677,P0398,4,0.24251201194127964,0.563644881702834,75.0,0.34922912293859193,85.0,0.4791203716104544,85.0,0.6177662387995261,False,True
C0080,22.7305292613317,114.280658785747,Shenzhen,2,0.6865432980683993,11,116,172.0,9.75,0.9560144224428265,P0573,3,0.16781576033224227,0.4799358375799701,75.0,0.3287071161768741,85.0,0.45631762172827633,85.0,0.5756056581983672,False,True
C0081,22.7202055922533,114.292028416702,Shenzhen,2,0.9559408264670667,9,53,80.0,5.4,0.5719500070071339,P0671,1,0.0,0.0,75.0,0.4756879417490147,85.0,0.6086252799341128,85.0,0.6086252799341128,False,True
C0082,22.6991602472884,114.243215093577,Shenzhen,2,0.8733879210983647,11,54,83.0,4.583333333333333,0.46536793522539116,P0030,2,0.0,0.3833959286127792,75.0,0.4131105360719619,85.0,0.5467978741386624,85.0,0.6390254734137426,False,True
C0083,22.7870270954263,114.330873478941,Shenzhen,2,0.9494108131687832,2,0,19.0,0.3333333333333333,0.0,P0670,1,0.0,0.0,75.0,0.5260467803828355,85.0,0.655463777957185,85.0,0.655463777957185,False,True
C0084,22.7162624576356,114.270420929904,Shenzhen,2,0.41097134602173385,6,65,78.0,9.428571428571429,0.9342246726177083,P0455,4,0.25356509646866743,0.5598552527220153,75.0,0.40877076270803037,85.0,0.5423515234358857,85.0,0.6747324659464251,False,True
C0085,22.7353382646609,114.259477676067,Shenzhen,2,0.6937662985915886,8,97,122.0,10.88888888888889,1.0278235730538143,P0048,3,0.0,0.5374726696938817,75.0,0.33129657294707887,85.0,0.4592246558716155,85.0,0.5924271625540508,False,True
C0086,22.7046822487789,114.234143023591,Shenzhen,2,0.23856447779360263,11,53,87.0,4.5,0.4534409950910634,P0277,2,0.11628900834884613,0.3435254114646034,75.0,0.4122045920004961,85.0,0.5458714399796946,85.0,0.6289065063437793,False,True
C0087,22.7028901150542,114.236495937246,Shenzhen,2,0.08787763348055173,11,54,87.0,4.583333333333333,0.46536793522539116,P0183,5,0.11656865919228684,0.6916200092876026,75.0,0.4076870603361399,85.0,0.5412378768330119,85.0,0.7020224142031956,False,True
C0088,22.7331032373893,114.277237433807,Shenzhen,2,0.3044981856343729,11,132,158.0,11.083333333333334,1.039328298168425,P0177,5,0.17892439921826941,0.6702408984215514,75.0,0.30063226094371537,85.0,0.4242314421769041,85.0,0.5902053358958264,False,True
C0089,22.7004909355608,114.240695263978,Shenzhen,2,0.5781072030818408,11,54,87.0,4.583333333333333,0.46536793522539116,P0202,5,0.21287418477844536,0.6586009719437769,75.0,0.4129997696782212,85.0,0.546684652166881,85.0,0.6997032340964571,False,True
C0090,22.7319873707861,114.232604080992,Shenzhen,2,2.0519601785817465,0,31,0.0,32.0,1.7285190240063075,P0397,2,0.03370097499173523,0.3718413086156128,75.0,0.4501008820177158,85.0,0.5838502102834282,85.0,0.6704984874335879,False,True
C0091,22.7181174812876,114.248002620876,Shenzhen,2,0.8814133159456349,6,78,55.0,11.285714285714286,1.0510901944040956,P0036,2,0.0,0.3833959286127792,75.0,0.36280873484618337,85.0,0.4939173545514382,85.0,0.5888138714414577,False,True
C0092,22.7182313596998,114.24854199225,Shenzhen,2,0.8839043063100755,7,80,56.0,10.125,0.9805456356316772,P0329,5,0.34694974954922064,0.612632206879511,75.0,0.3538601683308021,85.0,0.4841923163665772,85.0,0.6339918254297011,False,True
C0093,22.7331561520967,114.297662870028,Shenzhen,2,0.3545274716359524,8,56,64.0,6.333333333333333,0.6755780360104002,P0574,1,0.0,0.0,75.0,0.45387393449471913,85.0,0.5875465042747421,85.0,0.5875465042747421,False,True
C0094,22.7308491991555,114.242767308942,Shenzhen,2,1.4592682344062498,1,59,1.0,30.0,1.6865689852668861,P0263,5,0.24886406497099575,0.6462615844491881,75.0,0.3757741329038542,85.0,0.5078339280289318,85.0,0.6632028009125576,False,True
C0095,22.7144895062791,114.244328819934,Shenzhen,2,0.725467786764238,4,81,8.0,16.4,1.2940235548260846,P0401,3,0.14063829650527618,0.48925382517778704,75.0,0.35684638717019423,85.0,0.4874486620540462,85.0,0.6080297634009975,False,True
C0096,22.7416035294664,114.287581557395,Shenzhen,2,0.7431253090197262,7,83,141.0,10.5,1.0041846043427458,P0492,4,0.1811406352793674,0.5846864965583467,75.0,0.3752067205280655,85.0,0.5072291412308195,85.0,0.6487627295486603,False,True
C0097,22.7294318811694,114.266851859708,Shenzhen,2,0.27142883830342773,11,115,185.0,9.666666666666666,0.9504349890434219,P0395,2,0.10888499425078521,0.3460639305839386,75.0,0.3273960409500711,85.0,0.4548424303247569,85.0,0.5411417973156746,False,True
C0098,22.7293480034248,114.279053999785,Shenzhen,2,0.7603351807850147,12,129,206.0,10.0,0.9724709976326148,P0573,3,0.16781576033224227,0.4799358375799701,75.0,0.32301170760767284,85.0,0.4498929780061524,85.0,0.5692600266580637,False,True
C0099,22.6996394875779,114.144557889688,Shenzhen,2,1.986687325006546,1,0,3.0,0.5,0.0,P0669,1,0.0,0.0,75.0,0.5149578743450438,85.0,0.6453614965840885,85.0,0.6453614965840885,False,True
C0100,22.736365660067,114.285892607392,Shenzhen,2,0.15589133007199452,9,107,155.0,10.8,1.0224956743710985,P0244,5,0.273359676945644,0.637863088915023,75.0,0.3357263604363825,85.0,0.4641776176727288,85.0,0.6211253812698434,False,True
C0101,22.7468048847927,114.269344420344,Shenzhen,2,0.6362801068145079,6,75,115.0,10.857142857142858,1.0259257614866468,P0628,2,0.024840300452609092,0.37487925417188467,75.0,0.36978495489817476,85.0,0.5014307022397663,85.0,0.594018308796365,False,True
C0102,22.7231246519419,114.274736551268,Shenzhen,2,0.33463111032745535,11,107,197.0,9.0,0.9039866624550279,P0258,5,0.28951322396202755,0.6323247299379773,75.0,0.3476611826103517,85.0,0.47739706586491576,85.0,0.6322429791290697,False,True
C0103,22.7541961636511,114.284078027568,Shenzhen,2,2.083277617494035,0,30,0.0,31.0,1.7078823701018302,P0518,2,0.09302682057698225,0.351501018700671,75.0,0.4555616255311999,85.0,0.5891949966542448,85.0,0.6708737505510259,False,True
C0104,22.7285216297278,114.22978974526,Shenzhen,2,1.5838985242393389,2,30,7.0,10.333333333333334,0.9937843824675591,P0361,5,0.2795898459423469,0.6357270309732963,75.0,0.515065717193142,85.0,0.6454603074425276,82.5,0.750289121956196,True,False
C0105,22.7093355921814,114.261275443205,Shenzhen,2,0.8780828174131392,7,56,79.0,7.125,0.7521370091870496,P0569,3,0.21249522547441838,0.4646171638169383,75.0,0.4387648028785881,85.0,0.5726535196659526,85.0,0.6807678793675587,False,True
C0106,22.7339322527027,114.248904249218,Shenzhen,2,0.9589168719795608,3,73,3.0,18.5,1.3723416630412668,P0047,2,0.0,0.3833959286127792,75.0,0.24356708777502015,85.0,0.35563529257755233,85.0,0.4474539362925218,False,True
C0107,22.7339322527027,114.248904249218,Shenzhen,2,0.9589168719795608,3,73,3.0,18.5,1.3723416630412668,P0047,2,0.0,0.3833959286127792,75.0,0.24356708777502015,85.0,0.35563529257755233,85.0,0.4474539362925218,False,True
C0108,22.7114290734503,114.263506218752,Shenzhen,2,0.5568763635874483,8,65,80.0,7.333333333333333,0.7708702942351192,P0569,3,0.21249522547441838,0.4646171638169383,75.0,0.4070333564999843,85.0,0.5405654645128105,85.0,0.6518625716960551,False,True
C0109,22.7001461032736,114.240028716799,Shenzhen,2,0.5514126649909433,11,54,87.0,4.583333333333333,0.46536793522539116,P0188,5,0.21475257215237215,0.6579569534155734,75.0,0.41270994191765487,85.0,0.5463883337670906,85.0,0.6993165475503668,False,True
C0110,22.6574622868825,114.347695727712,Shenzhen,2,3.661736123726937,0,20,0.0,21.0,1.45473027170671,P0024,5,0.0,0.7315864067249581,75.0,0.536342412190428,85.0,0.664739803932132,79.5,0.7539332326460211,True,False
