package_id,task_count,task_ids,assigned_member_index,assigned_member_id,member_distance_km,member_quota,spread_km,allowed_radius_km,compactness,bundle_logit_bonus,average_price,total_reward,expected_payout,expected_completions,average_probability
OP0017,1,C0189,907,B0908,0.4251866151243238,3.0,0.0,0.55,1.0,0.0,85.0,85.0,35.52459881161145,0.4179364566071935,0.4179364566071935
OP0018,1,C0212,300,B0301,1.9222001606449486,8.0,0.0,0.25,1.0,0.0,85.0,85.0,28.952172025188545,0.34061378853162994,0.34061378853162994
OP0019,1,C0235,12,B0013,0.16032016791230222,90.0,0.0,0.55,1.0,0.0,82.5,82.5,62.17529632598615,0.7536399554664989,0.7536399554664989
OP0020,1,C0236,1829,B1830,1.6046064243709097,1.0,0.0,0.25,1.0,0.0,85.0,85.0,49.11092116220633,0.5777755430847804,0.5777755430847804
OP0021,1,C0242,12,B0013,0.9092276683495385,90.0,0.0,0.55,1.0,0.0,85.0,85.0,59.97983846715552,0.7056451584371237,0.7056451584371237
OP0022,1,C0257,212,B0213,0.4077947052181611,8.0,0.0,0.55,1.0,0.0,72.0,72.0,54.11780882331589,0.7516362336571651,0.7516362336571651
OP0023,1,C0259,978,B0979,0.36118002836847396,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0024,1,C0264,274,B0275,0.7628220165916121,7.0,0.0,0.55,1.0,0.0,82.5,82.5,61.960093501577575,0.7510314363827585,0.7510314363827585
OP0025,1,C0275,1845,B1846,1.9443413548100443,1.0,0.0,0.55,1.0,0.0,72.0,72.0,54.25936105081176,0.75360223681683,0.75360223681683
OP0026,1,C0276,924,B0925,0.7494508251904173,4.0,0.0,0.55,1.0,0.0,78.0,78.0,58.79216427317127,0.753745695809888,0.753745695809888
OP0027,1,C0280,924,B0925,0.640137575730409,4.0,0.0,0.55,1.0,0.0,81.5,81.5,61.43717367160092,0.7538303517987842,0.7538303517987842
OP0028,1,C0281,868,B0869,0.5709542493561072,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0029,1,C0283,212,B0213,1.88001632427717,8.0,0.0,0.55,1.0,0.0,74.5,74.5,55.97883334702916,0.7513937362017337,0.7513937362017337
OP0030,1,C0287,1378,B1379,0.0549376672612726,1.0,0.0,0.55,1.0,0.0,75.5,75.5,56.70275239487087,0.7510298330446473,0.7510298330446473
OP0031,1,C0293,1759,B1760,0.8402111660577835,1.0,0.0,0.35,1.0,0.0,85.0,85.0,45.83744028445279,0.5392640033465034,0.5392640033465034
OP0032,1,C0301,522,B0523,0.27548383159582424,3.0,0.0,0.35,1.0,0.0,85.0,85.0,45.02801523263371,0.5297413556780437,0.5297413556780437
OP0033,1,C0327,395,B0396,0.5412047963797335,5.0,0.0,0.55,1.0,0.0,81.0,81.0,61.07510483599887,0.7540136399506033,0.7540136399506033
OP0034,1,C0334,395,B0396,0.448700735074114,5.0,0.0,0.55,1.0,0.0,80.0,80.0,60.255913461702036,0.7531989182712755,0.7531989182712755
OP0035,1,C0338,373,B0374,2.0875177542183243,5.0,0.0,0.55,1.0,0.0,82.0,82.0,61.772077408959994,0.753318017182439,0.753318017182439
OP0036,1,C0345,809,B0810,1.2095174967017104,3.0,0.0,0.4,1.0,0.0,85.0,85.0,56.106839623114155,0.6600804661542842,0.6600804661542842
OP0037,1,C0353,894,B0895,0.32508802592944736,3.0,0.0,0.55,1.0,0.0,81.0,81.0,61.094974208798355,0.7542589408493624,0.7542589408493624
OP0038,1,C0354,669,B0670,0.35648158605895797,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0039,1,C0358,212,B0213,1.2761697818154416,8.0,0.0,0.55,1.0,0.0,78.5,78.5,59.1578469533392,0.7536031459024102,0.7536031459024102
OP0040,1,C0359,868,B0869,0.5709542493561072,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0041,1,C0364,1802,B1803,0.5443996346872672,1.0,0.0,0.35,1.0,0.0,85.0,85.0,46.2265068675581,0.5438412572653895,0.5438412572653895
OP0042,1,C0366,516,B0517,0.5883128334410285,4.0,0.0,0.55,1.0,0.0,73.5,73.5,55.22450322531626,0.7513537853784525,0.7513537853784525
OP0043,1,C0367,819,B0820,0.5792989377194593,3.0,0.0,0.55,1.0,0.0,74.0,74.0,55.80248339061961,0.7540876133867515,0.7540876133867515
OP0044,1,C0370,516,B0517,0.10027974297360905,4.0,0.0,0.55,1.0,0.0,73.5,73.5,55.18626057619374,0.7508334772271257,0.7508334772271257
OP0045,1,C0396,12,B0013,1.7159826633183557,90.0,0.0,0.4,1.0,0.0,85.0,85.0,50.45276337133274,0.5935619220156794,0.5935619220156794
OP0046,1,C0402,727,B0728,0.1898748805206382,1.0,0.0,0.4,1.0,0.0,85.0,85.0,56.01260819273414,0.6589718610909899,0.6589718610909899
OP0047,1,C0407,924,B0925,0.17290634241330421,4.0,0.0,0.55,1.0,0.0,77.5,77.5,58.39121472651181,0.7534350287291847,0.7534350287291847
OP0048,1,C0408,1383,B1384,0.5072189284825196,1.0,0.0,0.55,1.0,0.0,75.0,75.0,56.56030124061083,0.7541373498748111,0.7541373498748111
OP0049,1,C0411,839,B0840,0.5449380405208263,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0050,1,C0419,839,B0840,0.5449380405208263,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0051,1,C0425,868,B0869,0.5709542493561072,3.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0052,1,C0426,1698,B1699,0.863264672171377,1.0,0.0,0.4,1.0,0.0,85.0,85.0,53.44567024833246,0.6287725911568525,0.6287725911568525
OP0053,1,C0428,893,B0894,0.4878859241879892,2.0,0.0,0.55,1.0,0.0,74.5,74.5,56.20182797359577,0.754386952665715,0.754386952665715
OP0054,1,C0432,164,B0165,1.8079481693345252,13.0,0.0,0.25,1.0,0.0,85.0,85.0,51.59840632652073,0.6070400744296557,0.6070400744296557
OP0055,1,C0433,449,B0450,0.7874979371079432,4.0,0.0,0.35,1.0,0.0,85.0,85.0,50.3448172429111,0.59229196756366,0.59229196756366
OP0056,1,C0466,412,B0413,0.5213450343191802,5.0,0.0,0.55,1.0,0.0,85.0,85.0,60.104520603590714,0.7071120071010673,0.7071120071010673
OP0057,1,C0471,1705,B1706,0.37834307349240726,1.0,0.0,0.55,1.0,0.0,83.5,83.5,62.67505385053406,0.7505994473117852,0.7505994473117852
OP0058,1,C0476,743,B0744,1.2651338521626352,3.0,0.0,0.55,1.0,0.0,81.0,81.0,61.10597307077415,0.7543947292688167,0.7543947292688167
OP0059,1,C0478,74,B0075,2.6409134782352583,17.0,0.0,0.55,1.0,0.0,81.0,81.0,61.10597307077415,0.7543947292688167,0.7543947292688167
OP0060,1,C0480,958,B0959,1.3437259350023527,3.0,0.0,0.55,1.0,0.0,72.5,72.5,54.6566529117208,0.7538848677478731,0.7538848677478731
OP0061,1,C0495,256,B0257,0.3315081959386342,7.0,0.0,0.35,1.0,0.0,85.0,85.0,50.616170013722,0.5954843531026117,0.5954843531026117
OP0062,1,C0500,1272,B1273,1.307839603178865,1.0,0.0,0.55,1.0,0.0,85.0,85.0,59.49824377958338,0.6999793385833339,0.6999793385833339
OP0063,1,C0501,1454,B1455,1.6293495955761361,1.0,0.0,0.55,1.0,0.0,85.0,85.0,56.892873000004506,0.6693279176471119,0.6693279176471119
OP0064,1,C0506,743,B0744,0.05816359937498275,3.0,0.0,0.55,1.0,0.0,80.0,80.0,60.29929065295566,0.7537411331619458,0.7537411331619458
OP0065,1,C0513,940,B0941,1.6901497371316518,3.0,0.0,0.55,1.0,0.0,82.0,82.0,61.86668074540212,0.7544717164073429,0.7544717164073429
OP0066,1,C0517,74,B0075,2.619357707737783,17.0,0.0,0.55,1.0,0.0,81.0,81.0,61.1154551019807,0.7545117913824778,0.7545117913824778
OP0067,1,C0533,1772,B1773,0.8325077631968596,1.0,0.0,0.25,1.0,0.0,85.0,85.0,40.99355897705173,0.4822771644359027,0.4822771644359027
OP0068,1,C0546,1873,B1874,1.548277619333859,1.0,0.0,0.25,1.0,0.0,85.0,85.0,49.23095995749338,0.5791877642058045,0.5791877642058045
OP0069,1,C0551,958,B0959,1.504109700266484,3.0,0.0,0.55,1.0,0.0,72.5,72.5,54.40212978677964,0.7503742039555812,0.7503742039555812
OP0070,1,C0553,788,B0789,1.4835274783903696,3.0,0.0,0.55,1.0,0.0,72.0,72.0,54.168038928472384,0.7523338740065609,0.7523338740065609
OP0071,1,C0565,914,B0915,0.32042748419506123,4.0,0.0,0.55,1.0,0.0,85.0,85.0,62.07030186613186,0.7302388454839042,0.7302388454839042
OP0072,1,C0576,1769,B1770,0.8411954244149626,1.0,0.0,0.55,1.0,0.0,82.5,82.5,62.08920175997746,0.7525963849694238,0.7525963849694238
OP0073,1,C0585,1658,B1659,0.5086246905640824,1.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0074,1,C0589,1760,B1761,0.19474410161515057,1.0,0.0,0.25,1.0,0.0,85.0,85.0,44.504109684127954,0.5235777609897406,0.5235777609897406
OP0075,1,C0594,1468,B1469,1.5996096341637278,1.0,0.0,0.4,1.0,0.0,85.0,85.0,54.364603435776566,0.6395835698326655,0.6395835698326655
OP0076,1,C0595,1550,B1551,0.499242017545742,1.0,0.0,0.55,1.0,0.0,85.0,85.0,60.84547540182224,0.7158291223743793,0.7158291223743793
OP0077,1,C0607,1814,B1815,1.955309195786745,1.0,0.0,0.55,1.0,0.0,66.0,66.0,49.597295112159586,0.7514741683660543,0.7514741683660543
OP0078,1,C0608,895,B0896,1.5033203897383922,1.0,0.0,0.35,1.0,0.0,85.0,85.0,51.181260957641385,0.6021324818546046,0.6021324818546046
OP0079,1,C0615,375,B0376,0.5478797912652511,5.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0080,1,C0616,743,B0744,0.14432034989048081,3.0,0.0,0.55,1.0,0.0,81.5,81.5,61.49805234493852,0.7545773293857487,0.7545773293857487
OP0081,1,C0621,268,B0269,1.1222398262489088,1.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0082,1,C0627,375,B0376,0.5478797912652511,5.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0083,1,C0629,912,B0913,0.3099989019009078,4.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0084,1,C0638,1447,B1448,0.9474576728386978,1.0,0.0,0.25,1.0,0.0,85.0,85.0,41.67010573059857,0.490236538007042,0.490236538007042
OP0085,1,C0645,1438,B1439,0.3954390778574077,1.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0086,1,C0649,1694,B1695,0.3814628492001051,1.0,0.0,0.55,1.0,0.0,78.5,78.5,59.049987227252295,0.7522291366528955,0.7522291366528955
OP0087,1,C0650,1532,B1533,0.776760112099163,1.0,0.0,0.4,1.0,0.0,85.0,85.0,44.8148693177025,0.527233756678853,0.527233756678853
OP0088,1,C0662,881,B0882,0.23814590990478599,1.0,0.0,0.55,1.0,0.0,85.0,85.0,57.13127849787721,0.6721326882103201,0.6721326882103201
OP0089,1,C0672,168,B0169,0.40540917274750854,10.0,0.0,0.35,1.0,0.0,85.0,85.0,50.098758351656656,0.5893971570783136,0.5893971570783136
OP0090,1,C0674,912,B0913,0.3099989019009078,4.0,0.0,0.25,1.0,0.0,85.0,85.0,43.965788337564796,0.5172445686772329,0.5172445686772329
OP0091,1,C0676,1663,B1664,0.6032484745496576,1.0,0.0,0.35,1.0,0.0,85.0,85.0,45.05624753353063,0.530073500394478,0.530073500394478
OP0092,1,C0678,476,B0477,0.9205270076517051,5.0,0.0,0.25,1.0,0.0,85.0,85.0,43.08156466379771,0.5068419372211495,0.5068419372211495
OP0093,1,C0687,1803,B1804,1.1660387005320896,1.0,0.0,0.55,1.0,0.0,75.5,75.5,56.812486040008686,0.7524832588080621,0.7524832588080621
OP0094,1,C0698,1680,B1681,2.2201181372590355,1.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0095,1,C0703,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0096,1,C0708,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0097,1,C0731,1472,B1473,0.4294228310457935,2.0,0.0,0.55,1.0,0.0,80.5,80.5,60.441534169163624,0.7508265114181817,0.7508265114181817
OP0098,1,C0744,1354,B1355,0.42381147976068395,1.0,0.0,0.25,1.0,0.0,85.0,85.0,49.975365169240845,0.5879454725793041,0.5879454725793041
OP0099,1,C0745,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0100,1,C0758,599,B0600,2.3316419842036997,6.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0101,1,C0776,263,B0264,0.8408873825535697,10.0,0.0,0.4,1.0,0.0,85.0,85.0,56.86975947178067,0.669055993785655,0.669055993785655
OP0102,1,C0782,1492,B1493,0.9485826816317166,1.0,0.0,0.55,1.0,0.0,85.0,85.0,63.88684161632338,0.7516099013685104,0.7516099013685104
OP0103,1,C0805,1813,B1814,0.8017247304822801,1.0,0.0,0.25,1.0,0.0,85.0,85.0,50.03292070620563,0.5886225965435956,0.5886225965435956
OP0104,1,C0806,52,B0053,0.2733214995237408,33.0,0.0,0.55,1.0,0.0,85.0,85.0,61.43468890473262,0.7227610459380308,0.7227610459380308
OP0105,1,C0808,959,B0960,1.2407027081821942,1.0,0.0,0.25,1.0,0.0,85.0,85.0,46.20203897048269,0.5435533996527375,0.5435533996527375
OP0106,1,C0809,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0107,1,C0816,1245,B1246,0.38986351893554516,5.0,0.0,0.55,1.0,0.0,81.0,81.0,60.89045536078365,0.7517340167997981,0.7517340167997981
OP0108,1,C0832,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0109,1,C0851,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0110,1,C0854,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0111,1,C0857,1275,B1276,0.3533234078879132,4.0,0.0,0.4,1.0,0.0,85.0,85.0,56.769395457704036,0.667875240678871,0.667875240678871
OP0112,1,C0871,1344,B1345,0.848902524450528,1.0,0.0,0.25,1.0,0.0,85.0,85.0,49.497194956215964,0.5823199406613643,0.5823199406613643
OP0113,1,C0886,1457,B1458,0.4266488304925093,1.0,0.0,0.25,1.0,0.0,85.0,85.0,46.68518793940316,0.5492375051694489,0.5492375051694489
OP0114,1,C0887,1473,B1474,0.36411560314041874,1.0,0.0,0.55,1.0,0.0,84.5,84.5,63.6985407899022,0.7538288850875999,0.7538288850875999
OP0115,1,C0893,578,B0579,0.980695041391764,4.0,0.0,0.55,1.0,0.0,77.0,77.0,57.77028548169258,0.7502634478141894,0.7502634478141894
OP0116,1,C0898,1540,B1541,1.128683898289711,3.0,0.0,0.55,1.0,0.0,85.0,85.0,63.86622430014934,0.7513673447076393,0.7513673447076393
OP0117,1,C0906,1477,B1478,1.230391902497358,1.0,0.0,0.25,1.0,0.0,85.0,85.0,53.56629628245039,0.6301917209700045,0.6301917209700045
OP0118,1,C0907,186,B0187,1.1834764542714287,10.0,0.0,0.25,1.0,0.0,85.0,85.0,56.418434774399735,0.6637462914635263,0.6637462914635263
OP0119,1,C0910,1654,B1655,1.3501809011621464,1.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0120,1,C0911,990,B0991,2.2805720590485947,4.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0121,1,C0916,664,B0665,2.042658785562208,4.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0122,1,C0922,437,B0438,0.4610926795472027,6.0,0.0,0.55,1.0,0.0,82.0,82.0,61.63613987887179,0.7516602424252657,0.7516602424252657
OP0123,1,C0926,1555,B1556,0.8095109096961292,1.0,0.0,0.35,1.0,0.0,85.0,85.0,46.67236580987473,0.5490866565867615,0.5490866565867615
OP0124,1,C0933,704,B0705,0.3806092610883003,4.0,0.0,0.35,1.0,0.0,85.0,85.0,46.01581812310895,0.541362566154223,0.541362566154223
OP0125,1,C0934,1844,B1845,0.5608757595617748,1.0,0.0,0.55,1.0,0.0,85.0,85.0,55.35811098569579,0.6512718939493622,0.6512718939493622
OP0126,1,C0935,913,B0914,0.15661123114550413,5.0,0.0,0.55,1.0,0.0,81.5,81.5,61.454567567952694,0.7540437738399104,0.7540437738399104
OP0127,1,C0937,913,B0914,0.2701564768293916,5.0,0.0,0.55,1.0,0.0,81.0,81.0,61.05585130947545,0.7537759420922895,0.7537759420922895
OP0128,1,C0938,909,B0910,0.9173982700865436,1.0,0.0,0.35,1.0,0.0,85.0,85.0,49.728349351547266,0.5850394041358502,0.5850394041358502
OP0129,1,C0941,116,B0117,2.003817919956906,17.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0130,1,C0945,1731,B1732,1.6909440404091454,1.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0131,1,C0953,913,B0914,0.17547351377384865,5.0,0.0,0.55,1.0,0.0,84.0,84.0,63.37185672463636,0.7544268657694805,0.7544268657694805
OP0132,1,C0955,664,B0665,2.042658785562208,4.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0133,1,C0959,1472,B1473,0.3474785402108885,2.0,0.0,0.55,1.0,0.0,80.0,80.0,60.36994543644552,0.754624317955569,0.754624317955569
OP0134,1,C0969,578,B0579,1.7080913209039492,4.0,0.0,0.55,1.0,0.0,71.0,71.0,53.5992194567821,0.7549185838983394,0.7549185838983394
OP0135,1,C0975,664,B0665,2.042658785562208,4.0,0.0,0.55,1.0,0.0,85.0,85.0,60.46571496230884,0.711361352497751,0.711361352497751
OP0136,1,C0988,699,B0700,1.71963263774131,2.0,0.0,0.55,1.0,0.0,80.0,80.0,60.184484204368516,0.7523060525546065,0.7523060525546065
OP0137,1,C0994,146,B0147,0.8527923942980584,13.0,0.0,0.35,1.0,0.0,85.0,85.0,47.09525896264205,0.55406187014873,0.55406187014873
OP0138,1,C0997,68,B0069,0.39459534293395593,1.0,0.0,0.55,1.0,0.0,85.0,85.0,57.20641650474539,0.6730166647617105,0.6730166647617105
OP0139,1,C0999,1508,B1509,4.294432916496054,1.0,0.0,0.55,1.0,0.0,85.0,85.0,60.88362579849195,0.7162779505704935,0.7162779505704935
OP0140,1,C1005,556,B0557,0.17703978779614224,7.0,0.0,0.55,1.0,0.0,85.0,85.0,61.895787983641426,0.7281857409840168,0.7281857409840168
OP0141,1,C1014,948,B0949,0.3980948574810865,4.0,0.0,0.55,1.0,0.0,85.0,85.0,55.49788648975256,0.6529163116441478,0.6529163116441478
OP0142,1,C1045,1657,B1658,0.591633191724099,1.0,0.0,0.25,1.0,0.0,85.0,85.0,28.447411047344083,0.334675424086401,0.334675424086401
OP0143,1,C1054,551,B0552,3.733874283724984,5.0,0.0,0.55,1.0,0.0,85.0,85.0,60.88362579849195,0.7162779505704935,0.7162779505704935
OP0144,1,C1055,551,B0552,3.733874283724984,5.0,0.0,0.55,1.0,0.0,85.0,85.0,60.88362579849195,0.7162779505704935,0.7162779505704935
OP0145,1,C1058,367,B0368,0.17372741339906927,10.0,0.0,0.55,1.0,0.0,85.0,85.0,50.90387701124736,0.5988691413087924,0.5988691413087924
OP0146,1,C1059,1790,B1791,0.3811820601573114,1.0,0.0,0.25,1.0,0.0,85.0,85.0,32.67511927212094,0.3844131679073052,0.3844131679073052
OP0147,1,C1060,1460,B1461,0.13223730015472487,1.0,0.0,0.55,1.0,0.0,85.0,85.0,29.897022525716068,0.3517296767731302,0.3517296767731302
OP0148,1,C1070,581,B0582,0.10686117291803328,3.0,0.0,0.55,1.0,0.0,85.0,85.0,28.30991837716161,0.3330578632607248,0.3330578632607248
OP0149,1,C1072,1016,B1017,1.2596121183662667,6.0,0.0,0.55,1.0,0.0,85.0,85.0,56.05404404601272,0.6594593417177967,0.6594593417177967
OP0150,1,C1088,880,B0881,0.17422573123338547,1.0,0.0,0.55,1.0,0.0,85.0,85.0,23.291623017707728,0.27401909432597327,0.27401909432597327
OP0151,1,C1091,1444,B1445,3.661736123726937,2.0,0.0,0.55,1.0,0.0,85.0,85.0,60.88362579849195,0.7162779505704935,0.7162779505704935
OP0152,1,C1107,324,B0325,1.9238730415660787,13.0,0.0,0.25,1.0,0.0,85.0,85.0,28.36819002866301,0.33374341210191777,0.33374341210191777
OP0153,1,C1110,778,B0779,1.7728980831630416,7.0,0.0,0.25,1.0,0.0,85.0,85.0,23.721187606754153,0.27907279537357826,0.27907279537357826
OP0154,1,C1126,398,B0399,0.8618239096403828,1.0,0.0,0.25,1.0,0.0,85.0,85.0,32.12164108878436,0.37790165986805124,0.37790165986805124
OP0155,1,C1139,551,B0552,3.733874283724984,5.0,0.0,0.55,1.0,0.0,85.0,85.0,60.88362579849195,0.7162779505704935,0.7162779505704935
OP0156,1,C1146,934,B0935,3.633063673716886,1.0,0.0,0.55,1.0,0.0,82.5,82.5,61.91492694331526,0.7504839629492759,0.7504839629492759
OP0157,1,C1163,759,B0760,0.6876749377001187,6.0,0.0,0.55,1.0,0.0,85.0,85.0,49.51783525313555,0.5825627676839477,0.5825627676839477
OP0158,1,C1166,1717,B1718,8.530459379623014,1.0,0.0,0.55,1.0,0.0,79.5,79.5,59.96408245220795,0.7542651880780874,0.7542651880780874
OP0159,1,C1171,96,B0097,1.5219664069353618,34.0,0.0,0.25,1.0,0.0,85.0,85.0,36.189564828764325,0.42575958622075677,0.42575958622075677
OP0160,1,C1172,160,B0161,0.14307405013234145,1.0,0.0,0.35,1.0,0.0,85.0,85.0,39.90546661685298,0.46947607784532924,0.46947607784532924
OP0161,1,C1205,334,B0335,0.9391057502858148,8.0,0.0,0.25,1.0,0.0,85.0,85.0,38.506743572347425,0.4530205126158521,0.4530205126158521
OP0162,1,C1220,1858,B1859,0.9442790742973376,1.0,0.0,0.25,1.0,0.0,85.0,85.0,33.19456561466822,0.39052430134903793,0.39052430134903793
OP0163,1,C1226,832,B0833,1.3320371294075664,4.0,0.0,0.4,1.0,0.0,85.0,85.0,38.513614047187346,0.4531013417316158,0.4531013417316158
OP0164,1,C1230,257,B0258,0.8939832396336446,1.0,0.0,0.55,1.0,0.0,85.0,85.0,41.772849020643605,0.4914452825958071,0.4914452825958071
OP0165,1,C1243,836,B0837,0.11782346890677925,5.0,0.0,0.55,1.0,0.0,85.0,85.0,37.92435981305306,0.4461689389770948,0.4461689389770948
OP0166,1,C1244,999,B1000,0.644110927620558,5.0,0.0,0.4,1.0,0.0,85.0,85.0,40.96267111326232,0.4819137778030861,0.4819137778030861
OP0167,1,C1262,971,B0972,0.7002847199344545,4.0,0.0,0.25,1.0,0.0,85.0,85.0,31.088361904385867,0.3657454341692455,0.3657454341692455
OP0168,1,C1277,967,B0968,0.8143521042083015,4.0,0.0,0.25,1.0,0.0,85.0,85.0,34.3015753563881,0.40354794536927174,0.40354794536927174
OP0169,1,C1283,1771,B1772,0.43271688506213324,1.0,0.0,0.25,1.0,0.0,85.0,85.0,34.14604777662633,0.4017182091367804,0.4017182091367804
OP0170,1,C1295,1527,B1528,0.27298538737087147,1.0,0.0,0.25,1.0,0.0,85.0,85.0,24.042309496565814,0.28285069995959783,0.28285069995959783
OP0171,1,C1309,1348,B1349,1.7057469067745872,1.0,0.0,0.25,1.0,0.0,85.0,85.0,25.487411069006598,0.2998518949294894,0.2998518949294894
OP0172,1,C1319,334,B0335,0.8500098164521454,8.0,0.0,0.25,1.0,0.0,85.0,85.0,32.284509637898545,0.37981776044586524,0.37981776044586524
OP0173,1,C1326,971,B0972,1.183336067916551,4.0,0.0,0.25,1.0,0.0,85.0,85.0,26.701065844307102,0.31413018640361295,0.31413018640361295
