task_id,latitude,longitude,city,package_id,package_size,assigned_member_id,assigned_member_distance_km,nearest_member_km,tasks_2km,members_2km,effective_member_supply,effective_pressure,adaptive_max_package_size,adaptive_radius_km,bundle_logit_bonus,optimized_price,optimized_probability,target_reached,unreachable_at_85
C0011,22.6574622868825,114.347695727712,Shenzhen,OP0801,2,B0672,4.436489184040315,3.661736123726937,20,0,0.0,21.0,2,0.55,0.3583959286127792,82.0,0.7545096578666105,True,False
C0012,22.7161161366787,114.247471582184,Shenzhen,OP0270,2,B0097,2.055406362512171,0.6831670471734268,88,7,2.2026019345034964,27.789903903182957,3,0.25,0.3013162083648679,85.0,0.45808652979803005,False,True
C0013,22.7298637362657,114.293901180672,Shenzhen,OP0271,2,B0239,0.45921055360259216,0.3963429516343849,76,8,6.345313809728503,10.482874114652164,4,0.4,0.3246727187825117,85.0,0.6345247811246096,False,True
C0014,22.7461740037918,114.285868999924,Shenzhen,OP0780,3,B0046,1.6897533813314511,1.1971970636130482,73,5,3.8505992731718224,15.255846923757767,4,0.4,0.3634556676967923,85.0,0.6369955214115132,False,True
C0015,22.7333085951775,114.294307118195,Shenzhen,OP0773,3,B0239,0.7218985087954937,0.16015489604472996,76,9,7.2383659124219655,9.346513716257483,4,0.4,0.3648085455920057,85.0,0.6357584152662422,False,True
C0016,22.7455164783545,114.274463296613,Shenzhen,OP0272,3,B0046,1.0131945556374709,0.9068794752725966,85,8,5.448551225665819,13.336328888528048,4,0.4,0.43747266969388177,85.0,0.6083549091284702,False,True
C0017,22.7228203604355,114.265481328466,Shenzhen,OP0783,3,B0097,0.6973683049914386,0.1157386028568897,106,9,8.393252122628596,11.391155970596609,5,0.35,0.37269271280464533,85.0,0.6118326536198014,False,True
C0018,22.724926751952,114.273130560678,Shenzhen,OP0322,3,B0253,0.41208508616013156,0.5776574670033039,111,12,9.710980568563283,10.456558975442443,5,0.35,0.3741794378758113,85.0,0.5903762727428113,False,True
C0019,22.7455164783545,114.274463296613,Shenzhen,OP0272,3,B0046,1.0131945556374709,0.9068794752725966,85,8,5.448551225665819,13.336328888528048,4,0.4,0.43747266969388177,85.0,0.6083549091284702,False,True
C0020,22.7533578503045,114.285654970992,Shenzhen,OP0273,2,B0046,2.161759099030803,1.9912653316414082,30,1,0.5490944172739887,20.011691769280336,2,0.55,0.33809916775961946,85.0,0.731138549678003,False,True
C0021,22.7255489485721,114.272456359037,Shenzhen,OP0274,3,B0253,0.6617866557560197,0.5547944702297115,109,12,9.76825962587285,10.215206897101876,5,0.35,0.41840641559677916,85.0,0.6044167803336636,False,True
C0022,22.7304818460556,114.229710831816,Shenzhen,OP0275,2,B1089,2.5692819119864105,1.7218507739253135,28,1,0.14802241964996013,25.26083071517218,2,0.55,0.34983869488398567,85.0,0.6926946248776701,False,True
C0023,22.7503111916488,114.273462933716,Shenzhen,OP0276,2,B0046,1.4067998061814087,1.188057288273004,54,5,3.0695490035194144,13.515011111166146,4,0.4,0.3120659532672694,85.0,0.6296002710719076,False,True
C0024,22.7383232510838,114.290652058014,Shenzhen,OP0277,3,B0321,0.8118723389296248,0.5103364190679962,88,9,6.879214414906622,11.29554233625393,5,0.35,0.3928379188491934,85.0,0.6171814582423567,False,True
C0025,22.7220470160823,114.262924318002,Shenzhen,OP0278,3,B0325,0.15065733485174143,0.23157475265143063,108,7,5.7802607326999516,16.076077941120026,5,0.35,0.4045669237587346,85.0,0.5834758819564045,False,True
C0026,22.7283748334649,114.292856825958,Shenzhen,OP0271,2,B0239,0.45921055360259216,0.5329259404042859,80,9,6.699660465025243,10.519944401176195,5,0.35,0.3246727187825117,85.0,0.6276078474203102,False,True
C0027,22.7375681053751,114.28238888443,Shenzhen,OP0784,2,B0100,0.7203918603112525,0.33756233398212176,103,8,7.947429108734752,11.623450572910608,5,0.35,0.3327981577401446,85.0,0.6022081511580328,False,True
C0028,22.7318862444033,114.30283983163,Shenzhen,OP0279,2,B0832,0.3762547750738134,0.3762547750738134,46,8,5.620782948838388,7.0988583016826015,2,0.55,0.3583959286127792,85.0,0.7069498056778257,False,True
C0029,22.7477813713121,114.274721890922,Shenzhen,OP0276,2,B0046,1.4067998061814087,1.0700824899352939,66,6,4.1777826978229475,12.939901867293667,4,0.4,0.3120659532672694,85.0,0.6186774807035506,False,True
C0030,22.7365884258321,114.296177362868,Shenzhen,OP0280,2,B0832,0.6046710378047805,0.3703374139602985,68,7,4.901026484510856,11.69288092183838,4,0.4,0.3583959286127792,85.0,0.6477484652243187,False,True
C0031,22.741216311103,114.262008277247,Shenzhen,OP0281,3,B0046,1.4104490407578594,0.3259663170763443,68,8,4.165214792008689,13.358592581038968,4,0.4,0.3832740232095586,85.0,0.5736931665137287,False,True
C0032,22.7083119203669,114.243410661873,Shenzhen,OP0282,2,B0080,1.68552007327995,0.4444669561141019,66,8,2.290188555160117,20.36357457232096,3,0.25,0.3583959286127792,85.0,0.4539372118533221,False,True
C0033,22.7365884258321,114.296177362868,Shenzhen,OP0280,2,B0832,0.6046710378047805,0.3703374139602985,68,7,4.901026484510856,11.69288092183838,4,0.4,0.3583959286127792,85.0,0.6477484652243187,False,True
C0034,22.6574622868825,114.347695727712,Shenzhen,OP0283,2,B0672,4.436489184040315,3.661736123726937,20,0,0.0,21.0,2,0.55,0.3583959286127792,82.0,0.7545096578666105,True,False
C0035,22.7338561242004,114.261353361327,Shenzhen,OP0284,3,B0046,1.4450816326908862,0.643383599060735,102,8,4.812064990392326,17.72175641020272,3,0.25,0.4242058912419636,85.0,0.5457434230733477,False,True
C0036,22.7330530781302,114.301187523509,Shenzhen,OP0285,2,B0832,0.3998687194632976,0.2447092780927276,49,8,5.722822278177414,7.437352637195581,2,0.55,0.316084555916403,85.0,0.6904309735751057,False,True
C0037,22.7327210035458,114.261044999994,Shenzhen,OP0286,4,B0046,1.495548417324703,0.5462116370577137,107,9,5.669593559061938,16.192890772671003,5,0.35,0.3936187174364367,85.0,0.5501900394261552,False,True
C0038,22.7328789148129,114.261143625855,Shenzhen,OP0286,4,B0046,1.495548417324703,0.561957818178207,107,9,5.677440420307866,16.173862019276637,5,0.35,0.3936187174364367,85.0,0.550553696912364,False,True
C0039,22.6574622868825,114.347695727712,Shenzhen,OP0002,1,B1445,3.661736123726937,3.661736123726937,20,0,0.0,21.0,2,0.55,0.0,85.0,0.7162779505704935,False,True
C0040,22.7358154455442,114.273509388687,Shenzhen,OP0287,3,B0046,0.15252232344962396,0.19213947154242206,124,11,9.836739478484917,11.534834831839682,5,0.35,0.38803278767756244,85.0,0.5727715430568631,False,True
C0041,22.7315624132011,114.287582320056,Shenzhen,OP0288,3,B0750,0.1419089979218519,0.2124884692037946,99,11,8.814487543696249,10.189018994091958,5,0.35,0.3835657714505857,85.0,0.6077615749962304,False,True
C0042,22.7167928958608,114.270317940076,Shenzhen,OP0289,2,B0097,0.41174812488394463,0.41468577875724616,68,7,6.502910319331239,9.19643139305845,4,0.4,0.34942420888583303,85.0,0.6643289497020195,False,True
C0043,22.7261042929971,114.241421295152,Shenzhen,OP0003,1,B1286,1.765142224794887,1.6341644333861947,58,3,0.3971242129862426,42.22960238724384,3,0.25,0.0,85.0,0.4321811538392678,False,True
C0044,22.7060157568219,114.241688700041,Shenzhen,OP0290,3,B0080,1.4043944133218362,0.6226058585217187,60,9,3.5123892277104214,13.518337386633487,4,0.4,0.3734315745816932,85.0,0.535096580012969,False,True
C0045,22.7058450063887,114.24286982716,Shenzhen,OP0290,3,B0080,1.4043944133218362,0.5882483779045382,62,9,3.370665251590175,14.414281665034578,4,0.4,0.3734315745816932,85.0,0.5243224513150266,False,True
C0046,22.6574622868825,114.347695727712,Shenzhen,OP0004,1,B1360,4.022191354708961,3.661736123726937,20,0,0.0,21.0,2,0.55,0.0,85.0,0.7162779505704935,False,True
C0047,22.7188655596569,114.265813305352,Shenzhen,OP0269,3,B0097,0.35926092394046566,0.33388885931170764,91,8,6.737244988231827,11.890537282964402,5,0.35,0.4058358952446942,85.0,0.6191081502428532,False,True
C0048,22.7380684217691,114.266446898194,Shenzhen,OP0291,2,B0046,1.0008249675857015,0.39655521373165337,102,9,6.23121742211861,14.24379796477243,5,0.35,0.33069722618448805,85.0,0.5455195243690383,False,True
C0049,22.7384136149656,114.276949153196,Shenzhen,OP0292,3,B0100,0.15580218840570695,0.27996411689967143,114,9,8.241011160572098,12.444525604585516,5,0.35,0.37018343227029116,85.0,0.5714423042184045,False,True
C0050,22.6986467499831,114.241761552618,Shenzhen,OP0293,3,B0080,0.8129469005293635,0.7849027678479609,52,11,5.222179151270162,8.517916104871533,4,0.4,0.4153201863484326,85.0,0.6107858364912977,False,True
C0051,22.7195270032286,114.265142999662,Shenzhen,OP0778,3,B0097,0.26384275390821565,0.2541023866484442,94,8,6.648344960276943,12.420987872984234,5,0.35,0.35270879204852423,85.0,0.5988545692190052,False,True
C0052,22.6574622868825,114.347695727712,Shenzhen,OP0294,2,B0609,4.553335547981689,3.661736123726937,20,0,0.0,21.0,2,0.55,0.3583959286127792,82.0,0.7545096578666105,True,False
C0053,22.7223049561743,114.251412802387,Shenzhen,OP0295,2,B0097,1.7354908760154426,0.9828137363903758,90,6,2.3745135099520143,26.966850104948616,3,0.25,0.34285715247082255,85.0,0.4877270606925452,False,True
C0054,22.7192915554605,114.260218139417,Shenzhen,OP0266,3,B0097,0.7900888285218456,0.5789623060551166,89,8,5.181949160515874,14.558515067517902,4,0.4,0.3736765280989808,85.0,0.5754131413044891,False,True
C0055,22.7330532379617,114.276171145167,Shenzhen,OP0296,2,B0100,0.29172086567500644,0.29172086567500644,131,12,9.902971734241534,12.106790994004406,5,0.35,0.3583959286127792,85.0,0.5447266513271756,False,True
C0056,22.716708934353,114.24523458138,Shenzhen,OP0270,2,B0097,2.055406362512171,0.8470822237559336,86,5,0.7468186034071265,49.804827948539504,3,0.25,0.3013162083648679,85.0,0.4196813000756403,False,True
C0057,22.7217159364602,114.278074261084,Shenzhen,OP0297,3,B0253,0.35102645484229744,0.3168007791790209,101,10,8.592151134052763,10.63369400403767,5,0.35,0.41187128343943746,85.0,0.6263829146470843,False,True
C0058,22.7307936611976,114.268386249959,Shenzhen,OP0298,3,B0779,0.2674897859381813,0.16333039232880742,120,12,9.386052039773473,11.65024010438514,5,0.35,0.38441254327909713,85.0,0.5681413401549199,False,True
C0059,22.7139264341708,114.237994957616,Shenzhen,OP0299,2,B1286,0.4782531613750847,0.4782531613750847,77,5,1.028860109818088,38.4452331743038,3,0.25,0.3583959286127792,85.0,0.4222247028885245,False,True
C0060,22.7208561289964,114.247361005267,Shenzhen,OP0300,3,B0097,1.9854269005037684,1.1923905947659965,85,6,1.3260613001648416,36.97237041599266,3,0.25,0.3851196632369238,85.0,0.44117684360400955,False,True
C0061,22.7300853411492,114.303191387084,Shenzhen,OP0285,2,B0832,0.3998687194632976,0.25490004446701897,40,8,5.680673235160514,6.137106030604251,2,0.55,0.316084555916403,85.0,0.7165670882194798,False,True
C0062,22.7250481744937,114.292358520621,Shenzhen,OP0301,2,B0239,0.8149444325937084,0.7573140648240153,75,8,5.210754653876135,12.236838232302151,4,0.4,0.3466419956315424,85.0,0.631643889619388,False,True
C0063,22.7101319504898,114.249541366112,Shenzhen,OP0005,1,B1790,0.038647438651454674,0.038647438651454674,80,6,2.0910981230222627,26.20427976605407,3,0.25,0.0,85.0,0.4009293522912994,False,True
C0064,22.7359769324123,114.276790825053,Shenzhen,OP0292,3,B0100,0.15580218840570695,0.06711249438178715,120,11,10.367279161439388,10.644587704897916,5,0.35,0.37018343227029116,85.0,0.5798025853074956,False,True
C0065,22.7331987362445,114.289475678579,Shenzhen,OP0288,3,B0750,0.1419089979218519,0.25015283420253226,96,9,7.730845973674395,11.11003450209503,5,0.35,0.3835657714505857,85.0,0.6147776668400313,False,True
C0066,22.7225653401032,114.278666076432,Shenzhen,OP0297,3,B0253,0.35102645484229744,0.4210662905020925,103,10,8.531462375505756,10.911232285537043,5,0.35,0.41187128343943746,85.0,0.6235522018353475,False,True
C0067,22.7300765745135,114.303210152237,Shenzhen,OP0302,2,B0742,0.2528694459628033,0.2528694459628033,40,8,5.678399836849573,6.13919516674837,2,0.55,0.3583959286127792,85.0,0.7250189523390467,False,True
C0068,22.7253881313629,114.295343866507,Shenzhen,OP0303,3,B0992,0.3970886599283958,0.4539469194901016,58,8,5.214581341465044,9.493801232649272,4,0.4,0.40358789821061436,85.0,0.6770678359794452,False,True
C0069,22.7381539176069,114.256910576734,Shenzhen,OP0006,1,B1853,0.9252889474518735,0.9252889474518735,75,7,3.0009543984727625,18.99546768866213,3,0.25,0.0,85.0,0.4425999848183379,False,True
C0070,22.7295173518022,114.240170603256,Shenzhen,OP0304,2,B0325,2.6940614042679685,1.7171681342186795,47,1,0.0849417657004539,44.24200590066741,2,0.55,0.3583959286127792,85.0,0.5963692607092468,False,True
C0071,22.7239147314109,114.295705245831,Shenzhen,OP0303,3,B0992,0.3970886599283958,0.43379224331028704,51,8,4.910219221054664,8.798320003893313,4,0.4,0.40358789821061436,85.0,0.6875902270444996,False,True
C0072,22.7295173518022,114.240170603256,Shenzhen,OP0304,2,B0325,2.6940614042679685,1.7171681342186795,47,1,0.0849417657004539,44.24200590066741,2,0.55,0.3583959286127792,85.0,0.5963692607092468,False,True
C0073,22.7237057371462,114.291772629598,Shenzhen,OP0305,2,B0992,0.8739987192268855,0.8305049678285642,78,8,4.918287105026318,13.348456841998493,4,0.4,0.29998682889919415,85.0,0.6081115749467045,False,True
C0074,22.7428818479011,114.288352529895,Shenzhen,OP0306,4,B0321,0.7300522310783341,0.9046612696231447,79,7,5.381384750473472,12.536463969527041,4,0.4,0.3596864965583467,85.0,0.6276624234412487,False,True
C0075,22.7243195047675,114.261970972416,Shenzhen,OP0307,3,B0325,0.45751694497331824,0.4295489159224279,113,10,7.252541329319409,13.813926577378513,5,0.35,0.4104087911347577,85.0,0.5701262282432252,False,True
C0076,22.7242889860533,114.262011088045,Shenzhen,OP0307,3,B0325,0.45751694497331824,0.4242320807195057,113,10,7.266356557515955,13.790839919232454,5,0.35,0.4104087911347577,85.0,0.5703343127761373,False,True
C0077,22.6574622868825,114.347695727712,Shenzhen,OP0790,2,B0552,3.733874283724984,3.661736123726937,20,0,0.0,21.0,2,0.55,0.3583959286127792,82.0,0.7545096578666105,True,False
C0078,22.7242652456133,114.296726968636,Shenzhen,OP0303,3,B0992,0.3970886599283958,0.32270136048917897,50,8,5.1005848055051946,8.359854280523628,4,0.4,0.40358789821061436,85.0,0.6936266816816584,False,True
C0079,22.7093163390213,114.246570092181,Shenzhen,OP0308,2,B0557,2.014477911274129,0.13998385935079039,71,6,2.0271090712603357,23.785069617601465,3,0.25,0.3372239635126064,85.0,0.48758879234553243,False,True
C0080,22.7305292613317,114.280658785747,Shenzhen,OP0309,3,B0100,0.7417275895568785,0.6865432980683993,116,11,9.238879689199447,11.427031428391356,5,0.35,0.37993583757997007,85.0,0.5849627313389828,False,True
C0081,22.7202055922533,114.292028416702,Shenzhen,OP0305,2,B0992,0.8739987192268855,0.9559408264670667,53,9,4.584074241742521,9.67035853433589,4,0.4,0.29998682889919415,85.0,0.6466566970227368,False,True
C0082,22.6991602472884,114.243215093577,Shenzhen,OP0310,3,B0080,0.9303911564346105,0.8733879210983647,54,11,4.603087156467712,9.816017217671302,4,0.4,0.42021086327527846,85.0,0.5877092461799021,False,True
C0083,22.7870270954263,114.330873478941,Shenzhen,OP0007,1,B1861,0.9494108131687832,0.9494108131687832,0,2,1.0639944447862792,0.4844974280459109,2,0.55,0.0,85.0,0.655463777957185,False,True
C0084,22.7162624576356,114.270420929904,Shenzhen,OP0289,2,B0097,0.41174812488394463,0.41097134602173385,65,6,6.3586656372642105,8.969017380783908,4,0.4,0.34942420888583303,85.0,0.6885397169245653,False,True
C0085,22.7353382646609,114.259477676067,Shenzhen,OP0311,3,B0046,1.6181176946270985,0.6937662985915886,97,8,4.293711918993969,18.512529865551162,3,0.25,0.43747266969388177,85.0,0.5425554380645842,False,True
C0086,22.7046822487789,114.234143023591,Shenzhen,OP0312,3,B0130,1.013116536282562,0.23856447779360263,53,11,5.821042556026617,7.916678360595949,4,0.4,0.3987969830160576,85.0,0.6123505137677641,False,True
C0087,22.7028901150542,114.236495937246,Shenzhen,OP0313,3,B0080,0.8172122052385156,0.08787763348055173,54,11,5.93789480214984,7.927476787765245,4,0.4,0.41767791292877765,85.0,0.6150166065941132,False,True
C0088,22.7331032373893,114.277237433807,Shenzhen,OP0314,3,B0100,0.25976647055369706,0.3044981856343729,132,11,9.761902770010318,12.358409367033566,5,0.35,0.41274438826928583,85.0,0.5690854957891645,False,True
C0089,22.7004909355608,114.240695263978,Shenzhen,OP0315,3,B0080,0.8041879234568742,0.5781072030818408,54,11,5.346312723909856,8.666449699647867,4,0.4,0.4215838887920068,85.0,0.6073964152630659,False,True
C0090,22.7319873707861,114.232604080992,Shenzhen,OP0316,2,B0590,2.4993970248783284,2.0519601785817465,31,0,0.0,32.0,2,0.55,0.3510429886145824,85.0,0.717324081255937,False,True
C0091,22.7181174812876,114.248002620876,Shenzhen,OP0317,3,B0097,1.887378649834957,0.8814133159456349,78,6,2.1505186821721125,25.07523616572677,3,0.25,0.41938071864349646,85.0,0.5293936758175101,False,True
C0092,22.7182313596998,114.24854199225,Shenzhen,OP0317,3,B0097,1.887378649834957,0.8839043063100755,80,7,2.343529041606831,24.225899937472377,3,0.25,0.41938071864349646,85.0,0.5076603575785112,False,True
C0093,22.7331561520967,114.297662870028,Shenzhen,OP0804,3,B0239,0.3247588130174264,0.3545274716359524,56,8,5.85583300866433,8.314088153542246,4,0.4,0.3541937941260628,85.0,0.6841109604388672,False,True
C0094,22.7308491991555,114.242767308942,Shenzhen,OP0318,3,B0097,2.993296518948701,1.4592682344062498,59,1,0.10087672015944717,54.50201544030271,3,0.25,0.37467532978326235,85.0,0.5645187570906579,False,True
C0095,22.7144895062791,114.244328819934,Shenzhen,OP0319,2,B1286,1.1965393828345832,0.725467786764238,81,4,0.7534088655816588,46.76604619128473,3,0.25,0.3129121132947743,85.0,0.4559051570876963,False,True
C0096,22.7416035294664,114.287581557395,Shenzhen,OP0306,4,B0321,0.7300522310783341,0.7431253090197262,83,7,5.842649202147463,12.275947154157466,5,0.35,0.3596864965583467,85.0,0.6291603228329455,False,True
C0097,22.7294318811694,114.266851859708,Shenzhen,OP0298,3,B0779,0.2674897859381813,0.27142883830342773,115,11,8.760819996974291,11.884247433715434,5,0.35,0.38441254327909713,85.0,0.5770386741840451,False,True
C0098,22.7293480034248,114.279053999785,Shenzhen,OP0309,3,B0100,0.7417275895568785,0.7603351807850147,129,12,9.99985428824573,11.818338370074223,5,0.35,0.37993583757997007,85.0,0.5773302770960315,False,True
C0099,22.6996394875779,114.144557889688,Shenzhen,OP0008,1,B0738,1.986687325006546,1.986687325006546,0,1,0.20298644870500987,0.8312645591947269,2,0.55,0.0,85.0,0.6453614965840885,False,True
C0100,22.736365660067,114.285892607392,Shenzhen,OP0320,3,B0321,0.024706668270326675,0.15589133007199452,107,9,8.199028403345139,11.740370315709301,5,0.35,0.3860729720715893,85.0,0.6058391142217983,False,True
C0101,22.7468048847927,114.269344420344,Shenzhen,OP0321,2,B0046,1.280294348797608,0.6362801068145079,75,6,3.9917169689202874,15.225222197731869,4,0.4,0.35094383847699645,85.0,0.5935031873708475,False,True
C0102,22.7231246519419,114.274736551268,Shenzhen,OP0322,3,B0253,0.41208508616013156,0.33463111032745535,107,11,9.361693560454382,10.423006564504497,5,0.35,0.3741794378758113,85.0,0.6058441514686176,False,True
C0103,22.7541961636511,114.284078027568,Shenzhen,OP0273,2,B0046,2.161759099030803,2.083277617494035,30,0,0.0,31.0,2,0.55,0.33809916775961946,85.0,0.7191647311344388,False,True
C0104,22.7285216297278,114.22978974526,Shenzhen,OP0323,2,B1089,2.423742021521807,1.5838985242393389,30,2,0.38332753094793315,22.40973255173854,2,0.55,0.3167483287180396,85.0,0.6579783363653366,False,True
C0105,22.7093355921814,114.261275443205,Shenzhen,OP0324,3,B0097,0.7642103257860625,0.8780828174131392,56,7,4.3691920326080576,10.616122435895171,4,0.4,0.37372410205155626,85.0,0.6567394650088284,False,True
C0106,22.7339322527027,114.248904249218,Shenzhen,OP0325,3,B0046,2.7044513616109906,0.9589168719795608,73,3,0.3836820131916313,53.48049573132051,3,0.25,0.3598218966753495,85.0,0.3356014606594174,False,True
C0107,22.7339322527027,114.248904249218,Shenzhen,OP0325,3,B0046,2.7044513616109906,0.9589168719795608,73,3,0.3836820131916313,53.48049573132051,3,0.25,0.3598218966753495,85.0,0.3356014606594174,False,True
C0108,22.7114290734503,114.263506218752,Shenzhen,OP0324,3,B0097,0.7642103257860625,0.5568763635874483,65,8,5.22311694170708,10.605617830780368,4,0.4,0.37372410205155626,85.0,0.6313721736262521,False,True
C0109,22.7001461032736,114.240028716799,Shenzhen,OP0809,3,B0080,0.6865586135858942,0.5514126649909433,54,11,5.580370307796385,8.358192233472987,4,0.4,0.40888257713833387,85.0,0.6096938176136656,False,True
C0110,22.6574622868825,114.347695727712,Shenzhen,OP0294,2,B0609,4.553335547981689,3.661736123726937,20,0,0.0,21.0,2,0.55,0.3583959286127792,82.0,0.7545096578666105,True,False
C0111,22.5717078092983,113.90542860279,Shenzhen,OP0326,3,B0021,1.5481665145892856,0.13681107125986533,133,16,10.92996237755053,11.232223183885095,5,0.35,0.43747266969325815,85.0,0.46771974397172444,False,True
C0112,22.6991602472884,114.243215093577,Shenzhen,OP0788,3,B0080,1.1562700691409091,0.8733879210983647,54,11,4.603087156467712,9.816017217671302,4,0.4,0.3728399530617815,85.0,0.5761852129570808,False,True
C0113,22.5801222558778,113.884405622727,Shenzhen,OP0327,2,B0068,1.9620957501537872,0.5562490474123155,135,10,3.5044965710455105,30.192053175086308,3,0.25,0.301489602985127,85.0,0.35544763008648184,False,True
C0114,22.5780639454854,113.893007553745,Shenzhen,OP0328,2,B0068,1.0966569442302128,0.4312893330179248,169,11,5.166581210839543,27.567949595989433,3,0.25,0.3093630573531807,85.0,0.37266554589979106,False,True
C0115,22.5709103735296,113.900902491378,Shenzhen,OP0329,4,B0121,1.7552260513407867,0.1739113801308365,138,13,9.072871526709891,13.799441364006125,5,0.35,0.3915920541003063,85.0,0.4836261462694323,False,True
C0116,22.7272649060064,114.300991378501,Shenzhen,OP0263,2,B0239,0.4048861517695189,0.27655470431173484,42,8,5.782889072588618,6.339481530631829,2,0.55,0.34287579723859607,85.0,0.7179203529556337,False,True
C0117,22.7338940592092,114.239668141459,Shenzhen,OP0330,2,B0590,2.334993999556676,1.8337336838581064,42,1,0.07859087085942262,39.86683103087786,2,0.55,0.3583959286127792,85.0,0.6137884386674697,False,True
C0118,22.5699233619887,113.901375691771,Shenzhen,OP0329,4,B0121,1.7552260513407867,0.1712427136392303,128,14,9.97646873280843,11.75241356215244,5,0.35,0.3915920541003063,85.0,0.46518652332045535,False,True
C0119,22.5803594560128,113.898418316423,Shenzhen,OP0331,2,B0274,1.0756076984810568,0.7250191285424381,158,11,5.526330106121488,24.362849781512445,3,0.25,0.3196736542763412,85.0,0.39517275695884896,False,True
C0120,22.565619990298,113.894707859227,Shenzhen,OP0332,2,B0625,1.065412924489304,0.5547961790985946,106,10,5.022769726485521,17.7659125052483,3,0.25,0.35370229239487105,85.0,0.4615782852662802,False,True
C0121,22.5691021446846,113.886095147645,Shenzhen,OP0009,1,B0301,1.5809648692490832,1.0975432697325629,124,10,3.410939041402927,28.338636926671963,3,0.25,0.0,85.0,0.30742035140835805,False,True
C0122,22.5717078092983,113.90542860279,Shenzhen,OP0811,3,B0021,1.5578544626433775,0.13681107125986533,133,16,10.92996237755053,11.232223183885095,5,0.35,0.42430167478179326,85.0,0.46444216050615433,False,True
C0123,22.5582238632521,114.081880419361,Shenzhen,OP0010,1,B1719,0.7898113126787071,0.7898113126787071,0,15,5.031566459650131,0.1657944095766469,2,0.55,0.0,85.0,0.32767416031867674,False,True
C0124,22.5841043158096,113.912207789285,Shenzhen,OP0341,3,B0021,1.3173962802207,0.6152862311059081,100,11,6.4557998339030025,13.546501012638904,5,0.35,0.39915715946795394,85.0,0.48095761411276816,False,True
C0125,22.5798751317461,113.897856800022,Shenzhen,OP0333,2,B0274,1.078686697253583,0.6507165678867125,165,11,5.553061610648113,25.33167088346392,3,0.25,0.3413187094125132,85.0,0.39349367795271195,False,True
C0126,22.5771213422124,113.863895058584,Shenzhen,OP0011,1,B0540,0.2747565570174019,0.2747565570174019,67,7,2.899536359969742,17.437970497735694,3,0.25,0.0,85.0,0.44038324024422304,False,True
C0127,22.5717078092983,113.90542860279,Shenzhen,OP0326,3,B0021,1.5481665145892856,0.13681107125986533,133,16,10.92996237755053,11.232223183885095,5,0.35,0.43747266969325815,85.0,0.46771974397172444,False,True
C0128,22.5716829149165,113.887746877257,Shenzhen,OP0334,3,B0052,3.0324093552363367,0.8100591419666494,136,10,3.821919237386157,28.411923397179155,3,0.25,0.38258323543118566,85.0,0.39074564957449964,False,True
C0129,22.5730313206623,113.881441348392,Shenzhen,OP0335,3,B0052,3.5426562828138852,1.0273879781011592,117,9,3.0263775508219792,29.30673999409481,3,0.25,0.40742771496728003,85.0,0.40484615119136835,False,True
