package_id,task_count,latitude,longitude,spread_km,compactness,bundle_logit_bonus,task_ids,average_price,total_reward,average_probability,expected_completions
P0026,5,22.6574622868825,114.347695727712,0.0,1.0,0.7315864067249581,C1086;C1091;C1127;C1139;C1143,79.5,397.5,0.7539332326460211,3.7696661632301054
P0027,1,22.6574622868825,114.347695727712,0.0,1.0,0.0,C1148,85.0,85.0,0.664739803932132,0.664739803932132
P0028,2,22.6767915100689,114.168423800977,0.0,1.0,0.3833959286127792,C1026;C1030,85.0,170.0,0.7476159890114221,1.4952319780228442
P0029,2,22.6986467499831,114.241761552618,0.0,1.0,0.3833959286127792,C0050;C1083,85.0,170.0,0.6465752759760339,1.2931505519520679
P0030,2,22.6991602472884,114.243215093577,0.0,1.0,0.3833959286127792,C0082;C0112,85.0,170.0,0.6390254734137426,1.2780509468274852
P0031,2,22.7001162657669,114.246202775058,0.0,1.0,0.3833959286127792,C1077;C1078,85.0,170.0,0.6237891972588935,1.247578394517787
P0032,5,22.7074327930824,113.930013135693,0.0,1.0,0.7315864067249581,C0151;C0199;C1255;C1278;C1297,83.0,415.0,0.7520332165569188,3.760166082784594
P0033,1,22.7074327930824,113.930013135693,0.0,1.0,0.0,C1325,85.0,85.0,0.619086277674685,0.619086277674685
P0034,2,22.7083119203669,114.243410661873,0.0,1.0,0.3833959286127792,C0032;C1047,85.0,170.0,0.5628464268929351,1.1256928537858701
P0035,2,22.7139264341708,114.237994957616,0.0,1.0,0.3833959286127792,C0059;C1105,85.0,170.0,0.5435279394223608,1.0870558788447215
P0036,2,22.7181174812876,114.248002620876,0.0,1.0,0.3833959286127792,C0091;C1151,85.0,170.0,0.5888138714414577,1.1776277428829154
P0037,2,22.7217159364602,114.278074261084,0.0,1.0,0.3833959286127792,C0057;C1104,85.0,170.0,0.5831427484364935,1.166285496872987
P0038,2,22.7253881313629,114.295343866507,0.0,1.0,0.3833959286127792,C0068;C1118,85.0,170.0,0.6724450968325055,1.344890193665011
P0039,2,22.7255489485721,114.272456359037,0.0,1.0,0.3833959286127792,C0021;C1041,85.0,170.0,0.5670273701838098,1.1340547403676196
P0040,2,22.7257042523527,114.227759277469,0.0,1.0,0.3833959286127792,C1071;C1076,85.0,170.0,0.728714565186607,1.457429130373214
P0041,2,22.7295173518022,114.240170603256,0.0,1.0,0.3833959286127792,C0070;C0072,85.0,170.0,0.639069704850993,1.278139409701986
P0042,2,22.7300765745135,114.303210152237,0.0,1.0,0.3833959286127792,C0067;C1113,85.0,170.0,0.7204784573768499,1.4409569147536998
P0043,2,22.7318862444033,114.30283983163,0.0,1.0,0.3833959286127792,C0028;C1043,85.0,170.0,0.703409828447599,1.406819656895198
P0044,2,22.7323592499976,114.28666717581,0.0,1.0,0.3833959286127792,C0004;C1004,85.0,170.0,0.5737874750860177,1.1475749501720354
P0045,2,22.7330532379617,114.276171145167,0.0,1.0,0.3833959286127792,C0055;C1099,85.0,170.0,0.5192768686162301,1.0385537372324603
P0046,2,22.7338940592092,114.239668141459,0.0,1.0,0.3833959286127792,C0117;C1181,85.0,170.0,0.6565709357668057,1.3131418715336114
P0047,2,22.7339322527027,114.248904249218,0.0,1.0,0.3833959286127792,C0106;C0107,85.0,170.0,0.4474539362925218,0.8949078725850436
P0048,3,22.7353382646609,114.259477676067,0.0,1.0,0.5374726696938817,C0085;C1132;C1135,85.0,255.0,0.5924271625540508,1.7772814876621523
P0049,2,22.7365884258321,114.296177362868,0.0,1.0,0.3833959286127792,C0030;C0033,85.0,170.0,0.6434517259552556,1.2869034519105111
P0050,2,22.7380130158542,114.28151550061,0.0,1.0,0.3833959286127792,C1160;C1165,85.0,170.0,0.555923648072207,1.111847296144414
P0051,3,22.7455164783545,114.274463296613,0.0,1.0,0.5374726696938817,C0016;C0019;C1018,85.0,255.0,0.6260967475830027,1.8782902427490082
P0052,2,22.8356070564683,113.981192954291,0.0,1.0,0.3833959286127792,C1271;C1293,80.5,161.0,0.7516575057748383,1.5033150115496765
P0053,2,23.056712516586,113.345719799771,0.0,1.0,0.3833959286127792,C0480;C1604,65.0,130.0,0.7500144629416475,1.500028925883295
P0054,2,23.0641883935012,113.362687049034,0.0,1.0,0.3833959286127792,C0479;C0685,72.0,144.0,0.7503666699009747,1.5007333398019493
P0055,2,23.0740204690385,113.360571146101,0.0,1.0,0.3833959286127792,C0630;C0634,72.0,144.0,0.7532662668821247,1.5065325337642494
P0056,2,23.0742033980381,113.363084420765,0.0,1.0,0.3833959286127792,C0476;C0478,73.0,146.0,0.7500507040833608,1.5001014081667217
P0057,2,23.0766852133663,113.309670233735,0.0,1.0,0.3833959286127792,C0681;C1744,85.0,170.0,0.7549056246638643,1.5098112493277287
P0058,2,23.0768488082214,113.307581403933,0.0,1.0,0.3833959286127792,C1649;C1732,85.0,170.0,0.7464990602635505,1.492998120527101
P0059,2,23.0777533860557,113.354672682582,0.0,1.0,0.3833959286127792,C0639;C1709,75.0,150.0,0.7537264722920195,1.507452944584039
P0060,2,23.0796051598373,113.304378308791,0.0,1.0,0.3833959286127792,C0485;C1619,85.0,170.0,0.7239234642305807,1.4478469284611615
P0061,2,23.0830827872767,113.339986287601,0.0,1.0,0.3833959286127792,C0592;C0596,85.0,170.0,0.734384822833962,1.468769645667924
P0062,2,23.0844304549995,113.300558361628,0.0,1.0,0.3833959286127792,C0599;C1683,85.0,170.0,0.7012380542986912,1.4024761085973825
P0063,2,23.0857232230438,113.333289845823,0.0,1.0,0.3833959286127792,C0664;C1681,85.0,170.0,0.7150448924636609,1.4300897849273217
P0064,2,23.0861900555086,113.32553799658,0.0,1.0,0.3833959286127792,C0488;C0536,85.0,170.0,0.6995445333313397,1.3990890666626794
P0065,2,23.0873364773933,113.32904825202,0.0,1.0,0.3833959286127792,C1652;C1654,85.0,170.0,0.6941374448907598,1.3882748897815196
P0066,5,23.0876292287885,113.333841266126,0.0,1.0,0.7315864067249581,C0518;C0522;C0537;C0572;C0573,82.5,412.5,0.7518913769406359,3.7594568847031793
P0067,5,23.0876292287885,113.333841266126,0.0,1.0,0.7315864067249581,C0585;C0615;C0621;C0624;C0627,82.5,412.5,0.7518913769406359,3.7594568847031793
P0068,5,23.0876292287885,113.333841266126,0.0,1.0,0.7315864067249581,C0629;C0632;C0645;C0648;C0663,82.5,412.5,0.7518913769406359,3.7594568847031793
P0069,5,23.0876292287885,113.333841266126,0.0,1.0,0.7315864067249581,C0674;C1598;C1628;C1643;C1667,82.5,412.5,0.7518913769406359,3.7594568847031793
P0070,5,23.0876292287885,113.333841266126,0.0,1.0,0.7315864067249581,C1668;C1699;C1702;C1705;C1716,82.5,412.5,0.7518913769406359,3.7594568847031793
P0071,5,23.0876292287885,113.333841266126,0.0,1.0,0.7315864067249581,C1717;C1720;C1721;C1725;C1727,82.5,412.5,0.7518913769406359,3.7594568847031793
P0072,1,23.0876292287885,113.333841266126,0.0,1.0,0.0,C1751,85.0,85.0,0.6252410856211766,0.6252410856211766
P0073,2,23.0908338592948,113.34810276983,0.0,1.0,0.3833959286127792,C0523;C1641,85.0,170.0,0.7498081784923717,1.4996163569847434
P0074,3,23.0917106959353,113.41355805770802,0.0,1.0,0.5374726696938817,C1657;C1706;C1722,65.0,195.0,0.846537558666841,2.539612676000523
P0075,2,23.0923603762214,113.310922999819,0.0,1.0,0.3833959286127792,C0603;C1684,85.0,170.0,0.6679199178876342,1.3358398357752683
P0076,2,23.0928025368226,113.314021535793,0.0,1.0,0.3833959286127792,C0569;C0575,85.0,170.0,0.7110854729800774,1.4221709459601548
P0077,4,23.0938918320218,113.315989733046,0.0,1.0,0.6467918572255584,C0581;C0583;C0586;C1669,85.0,340.0,0.7354830755162782,2.941932302065113
P0078,2,23.0939587818989,113.291845311116,0.0,1.0,0.3833959286127792,C0529;C0530,85.0,170.0,0.7042927130801622,1.4085854261603243
P0079,2,23.095061869792,113.303046046262,0.0,1.0,0.3833959286127792,C1689;C1690,85.0,170.0,0.68671464839753,1.37342929679506
P0080,2,23.0982180105422,113.268301000386,0.0,1.0,0.3833959286127792,C0682;C1754,80.0,160.0,0.753277298864844,1.506554597729688
P0081,2,23.0983072683405,113.277113198673,0.0,1.0,0.3833959286127792,C0550;C0557,83.5,167.0,0.7503523512502352,1.5007047025004705
P0082,2,23.100931760317,113.275282739502,0.0,1.0,0.3833959286127792,C1622;C1674,83.0,166.0,0.7528919113049497,1.5057838226098994
P0083,2,23.1013024863218,113.314694186959,0.0,1.0,0.3833959286127792,C0668;C1620,85.0,170.0,0.7066945218084644,1.4133890436169287
P0084,2,23.1025222880729,113.322133512122,0.0,1.0,0.3833959286127792,C0943;C2010,85.0,170.0,0.7332789585854264,1.4665579171708527
P0085,2,23.1038498970456,113.296933796812,0.0,1.0,0.3833959286127792,C1608;C1612,85.0,170.0,0.7272678028783098,1.4545356057566197
P0086,2,23.1076436197974,113.270192875806,0.0,1.0,0.3833959286127792,C0549;C0558,82.5,165.0,0.7531491677757561,1.5062983355515123
P0087,3,23.1140157061116,113.417233751379,0.0,1.0,0.5374726696938817,C0305;C0313;C1451,85.0,255.0,0.7386410657357837,2.215923197207351
P0088,2,23.1202797372584,113.362572695641,0.0,1.0,0.3833959286127792,C1363;C1368,78.0,156.0,0.7534293694987204,1.5068587389974408
P0089,2,23.1212871984071,113.407067174282,0.0,1.0,0.3833959286127792,C0415;C1572,85.0,170.0,0.6734565841253232,1.3469131682506463
P0090,2,23.1229608993585,113.262403639088,0.0,1.0,0.3833959286127792,C0620;C1700,82.5,165.0,0.7509718908836234,1.5019437817672467
P0091,2,23.1253018210981,113.403138562695,0.0,1.0,0.3833959286127792,C0413;C1555,85.0,170.0,0.6721490780127946,1.344298156025589
P0092,5,23.1268912156425,113.426147051257,0.0,1.0,0.7315864067249581,C0224;C0226;C1337;C1339;C1342,84.5,422.5,0.750279690018917,3.751398450094585
P0093,2,23.1276863061694,113.337074115884,0.0,1.0,0.3833959286127792,C0270;C1392,81.0,162.0,0.7548856872201953,1.5097713744403907
P0094,2,23.1289567572535,113.427640923438,0.0,1.0,0.3833959286127792,C0468;C1597,85.0,170.0,0.6923740235219914,1.3847480470439828
P0095,3,23.1292206226463,113.422685966365,0.0,1.0,0.5374726696938817,C0229;C0390;C0393,85.0,255.0,0.7098360949375758,2.1295082848127276
P0096,3,23.130023714734296,113.401492956832,0.0,1.0,0.5374726696938817,C0440;C1584;C1587,85.0,255.0,0.71148906093733,2.13446718281199
P0097,2,23.1305367180225,113.426688539937,0.0,1.0,0.3833959286127792,C1460;C1462,85.0,170.0,0.6940090608440462,1.3880181216880925
P0098,4,23.131464487123,113.39953610877,0.0,1.0,0.6467918572255584,C0227;C1336;C1338;C1341,85.0,340.0,0.7423370987878367,2.969348395151347
P0099,2,23.1326635512896,113.416328404951,0.0,1.0,0.3833959286127792,C1472;C1520,85.0,170.0,0.6761827377995716,1.3523654755991432
P0100,2,23.1332381032347,113.386050366476,0.0,1.0,0.3833959286127792,C0300;C1430,85.0,170.0,0.684704597732032,1.369409195464064
P0101,2,23.134385258672,113.386983912511,0.0,1.0,0.3833959286127792,C0234;C1577,85.0,170.0,0.6819449613392756,1.3638899226785512
P0102,2,23.1374623672538,113.393966324458,0.0,1.0,0.3833959286127792,C0299;C1438,85.0,170.0,0.689734382085415,1.37946876417083
P0103,2,23.1381658955335,113.372836112767,0.0,1.0,0.3833959286127792,C0318;C0319,85.0,170.0,0.7124033000737326,1.4248066001474653
P0104,2,23.1388267999575,113.385409245834,0.0,1.0,0.3833959286127792,C0311;C1473,85.0,170.0,0.6968461101415031,1.3936922202830062
P0105,2,23.1415118408748,113.362219848423,0.0,1.0,0.3833959286127792,C0238;C0243,85.0,170.0,0.6948619387951512,1.3897238775903025
P0106,2,23.1420609885567,113.379266992081,0.0,1.0,0.3833959286127792,C0397;C1548,85.0,170.0,0.7027598030092024,1.4055196060184048
P0107,2,23.1456752540094,113.353414029004,0.0,1.0,0.3833959286127792,C1518;C1519,82.5,165.0,0.7504756881414367,1.5009513762828735
P0108,2,23.1526315749439,113.331979797491,0.0,1.0,0.3833959286127792,C0360;C1491,81.5,163.0,0.7516984205670715,1.503396841134143
P0109,3,23.1553241668861,113.331017565867,0.0,1.0,0.5374726696938817,C0418;C1563;C1565,78.0,234.0,0.7513560582153119,2.2540681746459357
P0110,2,23.1655145487724,113.229588457971,0.0,1.0,0.3833959286127792,C0695;C0699,76.5,153.0,0.7543646090199518,1.5087292180399037
P0111,2,23.1661131376852,113.338153484751,0.0,1.0,0.3833959286127792,C1383;C1385,82.0,164.0,0.7508073945699063,1.5016147891398126
P0112,5,23.1661292654245,113.385642891326,0.0,1.0,0.7315864067249581,C0232;C0259;C0278;C0281;C0337,73.0,365.0,0.7535925203816074,3.767962601908037
P0113,5,23.1661292654245,113.385642891326,0.0,1.0,0.7315864067249581,C0354;C0359;C0404;C0405;C0411,73.0,365.0,0.7535925203816074,3.767962601908037
P0114,5,23.1661292654245,113.385642891326,0.0,1.0,0.7315864067249581,C0419;C0425;C0466;C1346;C1347,73.0,365.0,0.7535925203816074,3.767962601908037
P0115,5,23.1661292654245,113.385642891326,0.0,1.0,0.7315864067249581,C1348;C1375;C1443;C1455;C1458,73.0,365.0,0.7535925203816074,3.767962601908037
P0116,5,23.1661292654245,113.385642891326,0.0,1.0,0.7315864067249581,C1467;C1478;C1505;C1521;C1527,73.0,365.0,0.7535925203816074,3.767962601908037
P0117,5,23.1661292654245,113.385642891326,0.0,1.0,0.7315864067249581,C1528;C1542;C1543;C1546;C1560,73.0,365.0,0.7535925203816074,3.767962601908037
P0118,3,23.1661292654245,113.38564289132599,0.0,1.0,0.5374726696938817,C1564;C1570;C1579,76.5,229.5,0.7525675746434257,2.257702723930277
P0119,2,23.1726583044407,113.259704911048,0.0,1.0,0.3833959286127792,C0818;C1855,85.0,170.0,0.6878258098549288,1.3756516197098576
P0120,2,23.1752833428778,113.359174294508,0.0,1.0,0.3833959286127792,C0302;C1434,79.5,159.0,0.7501142693499441,1.5002285386998881
P0121,2,23.1771902440089,113.349507837325,0.0,1.0,0.3833959286127792,C1382;C1389,80.5,161.0,0.7543011574192421,1.5086023148384842
P0122,2,23.1784317242067,113.404449454535,0.0,1.0,0.3833959286127792,C0348;C1490,65.0,130.0,0.7623095851699494,1.5246191703398988
P0123,2,23.1799259178795,113.215164541572,0.0,1.0,0.3833959286127792,C0847;C0852,75.0,150.0,0.7538788690504676,1.5077577381009353
P0124,2,23.1845483760178,113.252311656381,0.0,1.0,0.3833959286127792,C0838;C1916,85.0,170.0,0.6972121115977665,1.394424223195533
P0125,2,23.185874564388,113.257194420234,0.0,1.0,0.3833959286127792,C0813;C1889,85.0,170.0,0.6880305342418749,1.3760610684837498
P0126,2,23.1884376395657,113.235404442672,0.0,1.0,0.3833959286127792,C0773;C1847,74.0,148.0,0.7542762051037887,1.5085524102075774
P0127,2,23.1908225234581,113.272479087582,0.0,1.0,0.3833959286127792,C0702;C1766,85.0,170.0,0.6652688677282744,1.3305377354565489
P0128,2,23.1914111252324,113.266942667235,0.0,1.0,0.3833959286127792,C0812;C2064,85.0,170.0,0.6726895207573972,1.3453790415147944
P0129,2,23.1930725979645,113.260963253813,0.0,1.0,0.3833959286127792,C1913;C1918,85.0,170.0,0.664857181108772,1.329714362217544
P0130,2,23.1962816386433,113.334793323585,0.0,1.0,0.3833959286127792,C0469;C2060,84.0,168.0,0.7500485484031688,1.5000970968063376
P0131,2,23.1968891049947,113.333904360453,0.0,1.0,0.3833959286127792,C0406;C1559,84.0,168.0,0.7505430117822258,1.5010860235644516
P0132,2,23.1973934892853,113.266444892796,0.0,1.0,0.3833959286127792,C1797;C1799,85.0,170.0,0.6708461221315287,1.3416922442630574
P0133,2,23.1989060931584,113.273255819119,0.0,1.0,0.3833959286127792,C0829;C1904,85.0,170.0,0.7060302187829517,1.4120604375659034
P0134,2,23.19898133925,113.248886498321,0.0,1.0,0.3833959286127792,C0801;C1883,85.0,170.0,0.7032493967586968,1.4064987935173936
P0135,2,23.2016885307926,113.399645052568,0.0,1.0,0.3833959286127792,C0367;C1504,65.0,130.0,0.7575457498518163,1.5150914997036327
P0136,2,23.2020082371942,113.392327455886,0.0,1.0,0.3833959286127792,C0356;C1502,72.5,145.0,0.7529857842800723,1.5059715685601447
P0137,2,23.2061770297533,113.278833005469,0.0,1.0,0.3833959286127792,C0939;C2008,85.0,170.0,0.6571564365536063,1.3143128731072127
P0138,2,23.2108102878262,113.245043314689,0.0,1.0,0.3833959286127792,C0693;C0694,83.0,166.0,0.7522546463478873,1.5045092926957746
P0139,3,23.210919181363796,113.26449364117802,0.0,1.0,0.5374726696938817,C0839;C1919;C1920,85.0,255.0,0.7151388019597186,2.1454164058791556
P0140,2,23.2127333159064,113.24134206243,0.0,1.0,0.3833959286127792,C0727;C1796,81.5,163.0,0.7539475792547808,1.5078951585095617
P0141,3,23.214734082781195,113.292699176554,0.0,1.0,0.5374726696938817,C0981;C2046;C2048,85.0,255.0,0.7331066247251553,2.199319874175466
P0142,2,23.2156529919026,113.300569151175,0.0,1.0,0.3833959286127792,C0980;C2039,85.0,170.0,0.7012629515553322,1.4025259031106645
P0143,2,23.2207283968426,113.308948535088,0.0,1.0,0.3833959286127792,C0717;C1776,85.0,170.0,0.7226592822269409,1.4453185644538817
P0144,2,23.2215215690794,113.309552963544,0.0,1.0,0.3833959286127792,C0704;C0709,85.0,170.0,0.7175412624932179,1.4350825249864358
P0145,2,23.2232477065446,113.295897830474,0.0,1.0,0.3833959286127792,C1945;C1946,85.0,170.0,0.6492219307904723,1.2984438615809446
P0146,2,23.2233254329897,113.274436686627,0.0,1.0,0.3833959286127792,C0925;C2005,85.0,170.0,0.6850361880576297,1.3700723761152593
P0147,2,23.2235812021111,113.254971046724,0.0,1.0,0.3833959286127792,C1899;C1901,83.0,166.0,0.7522330151999392,1.5044660303998785
P0148,2,23.2248179432767,113.305428357864,0.0,1.0,0.3833959286127792,C0719;C1786,85.0,170.0,0.7095851844991412,1.4191703689982824
P0149,3,23.2265657048661,113.29627910457002,1.8189894035458565e-12,0.9999999999948029,0.5374726696932581,C0912;C0913;C0914,85.0,255.0,0.6814033299755314,2.0442099899265944
P0150,2,23.2312939684983,113.311525662206,0.0,1.0,0.3833959286127792,C1788;C1795,82.5,165.0,0.750039796245669,1.500079592491338
P0151,2,23.2315862158006,113.264376444648,0.0,1.0,0.3833959286127792,C1822;C1823,77.0,154.0,0.750138096226093,1.500276192452186
P0152,2,23.2322025737945,113.28281563576,0.0,1.0,0.3833959286127792,C0908;C0909,85.0,170.0,0.6896103847120731,1.3792207694241463
P0153,2,23.2327000194046,113.279770045015,0.0,1.0,0.3833959286127792,C1969;C1978,85.0,170.0,0.7543362163014146,1.5086724326028291
P0154,2,23.2343782580761,113.281794336955,0.0,1.0,0.3833959286127792,C1976;C1980,84.5,169.0,0.7522065766797477,1.5044131533594953
P0155,2,23.2398074017445,113.290959851376,0.0,1.0,0.3833959286127792,C1835;C1836,81.0,162.0,0.7527119458907889,1.5054238917815779
P0156,5,23.2456045397394,113.288811939122,0.0,1.0,0.7315864067249581,C0757;C0766;C0767;C0834;C1843,72.0,360.0,0.7532507535278992,3.766253767639496
P0157,5,23.2945140830139,113.331306286413,0.0,1.0,0.7315864067249581,C0696;C0698;C0703;C0708;C0740,68.5,342.5,0.7510398209252491,3.7551991046262456
P0158,5,23.2945140830139,113.331306286413,0.0,1.0,0.7315864067249581,C0745;C0754;C0758;C0790;C0809,68.5,342.5,0.7510398209252491,3.7551991046262456
P0159,5,23.2945140830139,113.331306286413,0.0,1.0,0.7315864067249581,C0832;C0851;C0854;C0910;C0911,68.5,342.5,0.7510398209252491,3.7551991046262456
P0160,5,23.2945140830139,113.331306286413,0.0,1.0,0.7315864067249581,C0916;C0941;C0945;C0955;C0965,68.5,342.5,0.7510398209252491,3.7551991046262456
P0161,5,23.2945140830139,113.331306286413,0.0,1.0,0.7315864067249581,C0975;C1783;C1785;C1792;C1798,68.5,342.5,0.7510398209252491,3.7551991046262456
P0162,5,23.2945140830139,113.331306286413,0.0,1.0,0.7315864067249581,C1827;C1851;C1864;C1881;C1882,68.5,342.5,0.7510398209252491,3.7551991046262456
P0163,5,23.2945140830139,113.331306286413,0.0,1.0,0.7315864067249581,C1895;C1925;C1926;C1979;C1991,68.5,342.5,0.7510398209252491,3.7551991046262456
P0164,5,23.2945140830139,113.331306286413,0.0,1.0,0.7315864067249581,C1993;C1995;C2009;C2012;C2021,68.5,342.5,0.7510398209252491,3.7551991046262456
P0165,3,23.294514083013905,113.331306286413,0.0,1.0,0.5374726696938817,C2036;C2044;C2054,72.0,216.0,0.7500077794735334,2.2500233384206
P0166,5,23.16770637253564,113.38879756761939,0.2959324972184261,0.15447857937592535,0.6301238362500692,C0394;C0455;C0460;C0461;C1595,75.3,376.5,0.7528207927259662,3.764103963629831
P0167,5,23.08735540373404,113.33341894202681,0.361917134955991,0.0,0.6115864067249581,C0609;C0610;C0613;C0614;C1735,84.5,422.5,0.7528886284818732,3.764443142409366
P0168,2,23.1688098883997,113.384818114995,0.16396118964137213,0.5315394581675081,0.32718066359288017,C0454;C1596,80.0,160.0,0.7509902889862636,1.5019805779725273
P0169,5,23.12775343681818,113.40346571538642,0.2187681052808836,0.37494827062604674,0.6565801992000837,C0429;C0444;C0445;C0446;C1571,85.0,425.0,0.7277504409298429,3.6387522046492142
P0170,5,23.09416191525986,113.31227545481781,0.23432589281893257,0.330497449088764,0.6512461006156098,C0571;C0578;C0604;C0606;C0665,85.0,425.0,0.738302681548585,3.6915134077429252
P0171,5,23.128513507235322,113.4000866730308,0.1442876554190789,0.5877495559454888,0.6821163534384168,C0447;C0449;C0450;C0451;C1589,85.0,425.0,0.7392752475835997,3.6963762379179985
P0172,5,22.73446292706804,114.2746916900702,0.24949774395823182,0.28714930297648045,0.6460443230821358,C0040;C1092;C1097;C1098;C1109,85.0,425.0,0.5894045596576519,2.9470227982882595
P0173,5,23.09469902886286,113.317726951429,0.15758787074123212,0.5497489407393368,0.6775562796136785,C0580;C0582;C0587;C0588;C1677,85.0,425.0,0.7473193694046603,3.7365968470233013
P0174,5,23.179647539065623,113.2619510466646,0.07052287746047815,0.7985060643986338,0.7074071344527941,C0771;C0774;C1859;C1860;C1862,85.0,425.0,0.7483393706202662,3.741696853101331
P0175,5,23.1290814968377,113.4243251994696,0.4343980886007592,0.0,0.6115864067249581,C0222;C0233;C0342;C1466;C1524,85.0,425.0,0.7294449746924079,3.647224873462039
P0176,5,23.22870946877634,113.31124104856761,0.148742452609795,0.5750215639720143,0.6805889944015998,C0840;C0842;C1787;C1912;C1992,78.0,390.0,0.7525652054617951,3.7628260273089755
P0177,5,22.73444050284426,114.27732052760541,0.17892439921826941,0.48878743080494447,0.6702408984215514,C0064;C0088;C1082;C1114;C1131,85.0,425.0,0.5945957118128649,2.972978559064324
P0178,5,23.227824254810198,113.3125484010468,0.14029710202301793,0.5991511370770917,0.6834845431742091,C0697;C0845;C1779;C1842;C1915,77.7,388.5,0.7509707608128353,3.7548538040641763
P0179,5,23.09684425808806,113.3142469089674,0.085753812670819,0.7549891066548029,0.7021850995235345,C0570;C0574;C0577;C0584;C1670,84.2,421.0,0.752931415590373,3.764657077951865
P0180,5,23.226059419806102,113.3085443740238,0.13476037754552664,0.6149703498699239,0.685382848709349,C0713;C0763;C1770;C1849;C2041,81.0,405.0,0.7531399163032596,3.765699581516298
P0181,5,22.583840673204456,113.89333819808459,0.17525510049156193,0.49927114145268015,0.6714989436992798,C0154;C0160;C1253;C1263;C1328,85.0,425.0,0.5204060147589354,2.602030073794677
P0182,5,22.582177227528017,113.9097682777212,0.12420662185484911,0.6451239375575739,0.6890012792318669,C0143;C0147;C0149;C1198;C1256,85.0,425.0,0.5411087309661764,2.705543654830882
