sample_datetime,date,year,month,sample_time,sampling_level,risk_score,pred_mean_flow_m3s,pred_mean_sediment_flux_kg_s,change_strength,reason
2022-05-31 09:00,2022-05-31,2022,5,09:00,base_regular,0.32049964117771373,1349.4477149676106,7120.177876969473,0.005699008031507802,base-period regular sample
2022-06-01 08:00,2022-06-01,2022,6,08:00,flood_regular,0.4552614440877515,1347.2950546027898,7085.653287655704,0.004859947569336498,flood-season regular morning sample
2022-06-03 08:00,2022-06-03,2022,6,08:00,flood_regular,0.44306569208049473,1346.3793164767224,7066.731352473862,0.00044082442794035614,flood-season regular morning sample
2022-06-05 08:00,2022-06-05,2022,6,08:00,flood_regular,0.47159431050376854,1354.0730181696622,7184.92252884041,0.010547762398363858,flood-season regular morning sample
2022-06-07 08:00,2022-06-07,2022,6,08:00,flood_regular,0.5055601343602638,1371.3858518244208,7453.487019273914,0.02198399301902043,flood-season regular morning sample
2022-06-09 08:00,2022-06-09,2022,6,08:00,flood_regular,0.5689047222629263,1408.8374242942077,8031.2024552156145,0.043176776083667434,flood-season regular morning sample
2022-06-11 08:00,2022-06-11,2022,6,08:00,flood_regular,0.6177471843978986,1473.4920173013206,8960.535884648429,0.05767526555938751,flood-season regular morning sample
2022-06-13 08:00,2022-06-13,2022,6,08:00,flood_regular,0.6800141682263942,1569.065775893195,10317.910396431005,0.07483875965367659,flood-season regular morning sample
2022-06-15 08:00,2022-06-15,2022,6,08:00,flood_regular,0.7117077806963514,1701.6617339252177,12091.431524408687,0.08069445707113054,flood-season regular morning sample
2022-06-17 08:00,2022-06-17,2022,6,08:00,flood_regular,0.7304266966654581,1868.5251774260705,14239.444118972448,0.08161679167642788,flood-season regular morning sample
2022-06-19 08:00,2022-06-19,2022,6,08:00,flood_regular,0.739239441881042,2064.1704820532277,16712.87034726098,0.07934564099536168,flood-season regular morning sample
2022-06-21 08:00,2022-06-21,2022,6,08:00,flood_regular,0.7421533590257865,2275.9739402685427,19400.011536182017,0.07269977388687643,flood-season regular morning sample
2022-06-23 08:00,2022-06-23,2022,6,08:00,flood_regular,0.7411353980763309,2495.6585631720823,22236.746216289284,0.06761430964708737,flood-season regular morning sample
2022-06-25 08:00,2022-06-25,2022,6,08:00,flood_regular,0.708154426728089,2701.2686212150634,24873.02093548311,0.0519628481594232,flood-season regular morning sample
2022-06-27 08:00,2022-06-27,2022,6,08:00,flood_regular,0.6770673623570868,2869.7395522056304,27022.71693672514,0.03802303693554698,flood-season regular morning sample
2022-06-29 08:00,2022-06-29,2022,6,08:00,flood_regular,0.63983334185334,2985.6437066307417,28509.826904232334,0.02272932363666058,flood-season regular morning sample
2022-07-01 08:00,2022-07-01,2022,7,08:00,high,0.7679631103789009,3039.9901580503265,29244.317691975277,0.009291827269715114,"high-risk flood/sediment process, three-point tracking"
2022-07-01 14:00,2022-07-01,2022,7,14:00,high,0.7679631103789009,3039.9901580503265,29244.317691975277,0.009291827269715114,"high-risk flood/sediment process, three-point tracking"
2022-07-01 20:00,2022-07-01,2022,7,20:00,high,0.7679631103789009,3039.9901580503265,29244.317691975277,0.009291827269715114,"high-risk flood/sediment process, three-point tracking"
2022-07-03 08:00,2022-07-03,2022,7,08:00,flood_regular,0.7522243126438866,3027.2559300073585,29213.669243345128,0.0035642877913826254,flood-season regular morning sample
2022-07-05 08:00,2022-07-05,2022,7,08:00,high,0.7831169745211609,2950.9015227890086,28485.11028493511,0.01572531724857562,"high-risk flood/sediment process, three-point tracking"
2022-07-05 14:00,2022-07-05,2022,7,14:00,high,0.7831169745211609,2950.9015227890086,28485.11028493511,0.01572531724857562,"high-risk flood/sediment process, three-point tracking"
2022-07-05 20:00,2022-07-05,2022,7,20:00,high,0.7831169745211609,2950.9015227890086,28485.11028493511,0.01572531724857562,"high-risk flood/sediment process, three-point tracking"
2022-07-06 08:00,2022-07-06,2022,7,08:00,high,0.7869174217032683,2895.4739020818715,27982.806329421306,0.01779061256236325,"high-risk flood/sediment process, three-point tracking"
2022-07-06 14:00,2022-07-06,2022,7,14:00,high,0.7869174217032683,2895.4739020818715,27982.806329421306,0.01779061256236325,"high-risk flood/sediment process, three-point tracking"
2022-07-06 20:00,2022-07-06,2022,7,20:00,high,0.7869174217032683,2895.4739020818715,27982.806329421306,0.01779061256236325,"high-risk flood/sediment process, three-point tracking"
2022-07-07 08:00,2022-07-07,2022,7,08:00,high,0.7801029467119934,2837.338505655175,27544.731155011235,0.015778422899515476,"high-risk flood/sediment process, three-point tracking"
2022-07-07 14:00,2022-07-07,2022,7,14:00,high,0.7801029467119934,2837.338505655175,27544.731155011235,0.015778422899515476,"high-risk flood/sediment process, three-point tracking"
2022-07-07 20:00,2022-07-07,2022,7,20:00,high,0.7801029467119934,2837.338505655175,27544.731155011235,0.015778422899515476,"high-risk flood/sediment process, three-point tracking"
2022-07-08 08:00,2022-07-08,2022,7,08:00,high,0.7919493887059089,2769.234696207666,26977.876274523765,0.02079337499363554,"high-risk flood/sediment process, three-point tracking"
2022-07-08 14:00,2022-07-08,2022,7,14:00,high,0.7919493887059089,2769.234696207666,26977.876274523765,0.02079337499363554,"high-risk flood/sediment process, three-point tracking"
2022-07-08 20:00,2022-07-08,2022,7,20:00,high,0.7919493887059089,2769.234696207666,26977.876274523765,0.02079337499363554,"high-risk flood/sediment process, three-point tracking"
2022-07-09 08:00,2022-07-09,2022,7,08:00,high,0.7966860461995603,2694.9167932896894,26356.69337193136,0.02329399865095816,"high-risk flood/sediment process, three-point tracking"
2022-07-09 14:00,2022-07-09,2022,7,14:00,high,0.7966860461995603,2694.9167932896894,26356.69337193136,0.02329399865095816,"high-risk flood/sediment process, three-point tracking"
2022-07-09 20:00,2022-07-09,2022,7,20:00,high,0.7966860461995603,2694.9167932896894,26356.69337193136,0.02329399865095816,"high-risk flood/sediment process, three-point tracking"
2022-07-10 08:00,2022-07-10,2022,7,08:00,high,0.7968299169006917,2617.686103720401,25730.574362430205,0.024041388712264578,"high-risk flood/sediment process, three-point tracking"
2022-07-10 14:00,2022-07-10,2022,7,14:00,high,0.7968299169006917,2617.686103720401,25730.574362430205,0.024041388712264578,"high-risk flood/sediment process, three-point tracking"
2022-07-10 20:00,2022-07-10,2022,7,20:00,high,0.7968299169006917,2617.686103720401,25730.574362430205,0.024041388712264578,"high-risk flood/sediment process, three-point tracking"
2022-07-11 08:00,2022-07-11,2022,7,08:00,high,0.7894173013736765,2541.975806160388,25172.253579822256,0.021936747245138832,"high-risk flood/sediment process, three-point tracking"
2022-07-11 14:00,2022-07-11,2022,7,14:00,high,0.7894173013736765,2541.975806160388,25172.253579822256,0.021936747245138832,"high-risk flood/sediment process, three-point tracking"
2022-07-11 20:00,2022-07-11,2022,7,20:00,high,0.7894173013736765,2541.975806160388,25172.253579822256,0.021936747245138832,"high-risk flood/sediment process, three-point tracking"
2022-07-13 08:00,2022-07-13,2022,7,08:00,high,0.7765399546635838,2402.5147978806426,24264.841343906985,0.018227618346630337,"high-risk flood/sediment process, three-point tracking"
2022-07-13 14:00,2022-07-13,2022,7,14:00,high,0.7765399546635838,2402.5147978806426,24264.841343906985,0.018227618346630337,"high-risk flood/sediment process, three-point tracking"
2022-07-13 20:00,2022-07-13,2022,7,20:00,high,0.7765399546635838,2402.5147978806426,24264.841343906985,0.018227618346630337,"high-risk flood/sediment process, three-point tracking"
2022-07-15 08:00,2022-07-15,2022,7,08:00,flood_regular,0.7601648475698298,2280.960916131576,23547.111631746106,0.013163558173127754,flood-season regular morning sample
2022-07-17 08:00,2022-07-17,2022,7,08:00,flood_regular,0.7367990301669685,2191.473735843234,23211.23904574889,0.004979892332071856,flood-season regular morning sample
2022-07-19 08:00,2022-07-19,2022,7,08:00,flood_regular,0.7284898868214141,2131.630222509193,23100.26771044614,0.0020372115981519556,flood-season regular morning sample
2022-07-21 08:00,2022-07-21,2022,7,08:00,flood_regular,0.730685325865913,2091.662607275957,22975.36990573539,0.002950624841291827,flood-season regular morning sample
2022-07-23 08:00,2022-07-23,2022,7,08:00,flood_regular,0.7357839983901725,2060.964714914821,22769.016110138356,0.004956455703034379,flood-season regular morning sample
2022-07-25 08:00,2022-07-25,2022,7,08:00,flood_regular,0.7438402005768583,2033.9043676862116,22405.885191085894,0.008391896960903367,flood-season regular morning sample
2022-07-27 08:00,2022-07-27,2022,7,08:00,flood_regular,0.7587825777496843,2003.2726876768522,21843.578286784334,0.014451569745352444,flood-season regular morning sample
2022-07-29 08:00,2022-07-29,2022,7,08:00,high,0.7805469720794379,1955.3596320035847,20904.197059923747,0.024001184778912332,"high-risk flood/sediment process, three-point tracking"
2022-07-29 14:00,2022-07-29,2022,7,14:00,high,0.7805469720794379,1955.3596320035847,20904.197059923747,0.024001184778912332,"high-risk flood/sediment process, three-point tracking"
2022-07-29 20:00,2022-07-29,2022,7,20:00,high,0.7805469720794379,1955.3596320035847,20904.197059923747,0.024001184778912332,"high-risk flood/sediment process, three-point tracking"
2022-07-30 08:00,2022-07-30,2022,7,08:00,high,0.7857074058966443,1927.069464505014,20353.496323751267,0.026695954160523172,"high-risk flood/sediment process, three-point tracking"
2022-07-30 14:00,2022-07-30,2022,7,14:00,high,0.7857074058966443,1927.069464505014,20353.496323751267,0.026695954160523172,"high-risk flood/sediment process, three-point tracking"
2022-07-30 20:00,2022-07-30,2022,7,20:00,high,0.7857074058966443,1927.069464505014,20353.496323751267,0.026695954160523172,"high-risk flood/sediment process, three-point tracking"
2022-07-31 08:00,2022-07-31,2022,7,08:00,high,0.79051181757389,1895.7824962279394,19765.64763542773,0.029305782512373924,"high-risk flood/sediment process, three-point tracking"
2022-07-31 14:00,2022-07-31,2022,7,14:00,high,0.79051181757389,1895.7824962279394,19765.64763542773,0.029305782512373924,"high-risk flood/sediment process, three-point tracking"
2022-07-31 20:00,2022-07-31,2022,7,20:00,high,0.79051181757389,1895.7824962279394,19765.64763542773,0.029305782512373924,"high-risk flood/sediment process, three-point tracking"
2022-08-01 08:00,2022-08-01,2022,8,08:00,high,0.7676425101011213,1862.6476422423937,19155.186487763203,0.031370336893381534,"high-risk flood/sediment process, three-point tracking"
2022-08-01 14:00,2022-08-01,2022,8,14:00,high,0.7676425101011213,1862.6476422423937,19155.186487763203,0.031370336893381534,"high-risk flood/sediment process, three-point tracking"
2022-08-01 20:00,2022-08-01,2022,8,20:00,high,0.7676425101011213,1862.6476422423937,19155.186487763203,0.031370336893381534,"high-risk flood/sediment process, three-point tracking"
2022-08-03 08:00,2022-08-03,2022,8,08:00,high,0.7752081504077784,1793.2756449953756,17883.902838406204,0.036155276423807337,"high-risk flood/sediment process, three-point tracking"
2022-08-03 14:00,2022-08-03,2022,8,14:00,high,0.7752081504077784,1793.2756449953756,17883.902838406204,0.036155276423807337,"high-risk flood/sediment process, three-point tracking"
2022-08-03 20:00,2022-08-03,2022,8,20:00,high,0.7752081504077784,1793.2756449953756,17883.902838406204,0.036155276423807337,"high-risk flood/sediment process, three-point tracking"
2022-08-05 08:00,2022-08-05,2022,8,08:00,high,0.7752320190827466,1718.5135306849309,16548.569724604462,0.03876187242769724,"high-risk flood/sediment process, three-point tracking"
2022-08-05 14:00,2022-08-05,2022,8,14:00,high,0.7752320190827466,1718.5135306849309,16548.569724604462,0.03876187242769724,"high-risk flood/sediment process, three-point tracking"
2022-08-05 20:00,2022-08-05,2022,8,20:00,high,0.7752320190827466,1718.5135306849309,16548.569724604462,0.03876187242769724,"high-risk flood/sediment process, three-point tracking"
2022-08-07 08:00,2022-08-07,2022,8,08:00,high,0.7880002257913942,1635.0406001838473,15158.503900769716,0.04684785336484687,"high-risk flood/sediment process, three-point tracking"
2022-08-07 14:00,2022-08-07,2022,8,14:00,high,0.7880002257913942,1635.0406001838473,15158.503900769716,0.04684785336484687,"high-risk flood/sediment process, three-point tracking"
2022-08-07 20:00,2022-08-07,2022,8,20:00,high,0.7880002257913942,1635.0406001838473,15158.503900769716,0.04684785336484687,"high-risk flood/sediment process, three-point tracking"
2022-08-09 08:00,2022-08-09,2022,8,08:00,flood_regular,0.741449721196024,1565.3510302345087,14136.817165539369,0.03206096276996817,flood-season regular morning sample
2022-08-11 08:00,2022-08-11,2022,8,08:00,flood_regular,0.7290441151740813,1508.3594664516231,13320.692131973032,0.0294931139701049,flood-season regular morning sample
2022-08-13 08:00,2022-08-13,2022,8,08:00,flood_regular,0.7008081698995056,1464.0217222219624,12700.377360517083,0.020507337570833784,flood-season regular morning sample
2022-08-15 08:00,2022-08-15,2022,8,08:00,flood_regular,0.6742110007681892,1436.950045012141,12356.250021995424,0.011866525191399191,flood-season regular morning sample
2022-08-17 08:00,2022-08-17,2022,8,08:00,flood_regular,0.655107582991972,1425.0397706230408,12183.510615417545,0.0054350291049960475,flood-season regular morning sample
2022-08-19 08:00,2022-08-19,2022,8,08:00,flood_regular,0.6651363606682212,1438.3090716451727,12316.863211377093,0.008832937680013586,flood-season regular morning sample
2022-08-21 08:00,2022-08-21,2022,8,08:00,flood_regular,0.6982462774021426,1478.4578972812735,12767.891267587896,0.01981925523456951,flood-season regular morning sample
2022-08-23 08:00,2022-08-23,2022,8,08:00,flood_regular,0.7056845518765638,1533.8218695993733,13315.431188869079,0.021055344320041414,flood-season regular morning sample
2022-08-25 08:00,2022-08-25,2022,8,08:00,flood_regular,0.7159233900164578,1599.7722656390615,13912.705318274164,0.023564633713530014,flood-season regular morning sample
2022-08-27 08:00,2022-08-27,2022,8,08:00,flood_regular,0.7161828008612894,1672.2380811880748,14580.145975857773,0.021762106243871315,flood-season regular morning sample
2022-08-29 08:00,2022-08-29,2022,8,08:00,flood_regular,0.7040038949416348,1738.6283192470762,15104.166366759091,0.015597242074766982,flood-season regular morning sample
2022-08-31 08:00,2022-08-31,2022,8,08:00,flood_regular,0.6781159022700434,1786.3806455331746,15359.324291329034,0.005562985656755615,flood-season regular morning sample
2022-09-01 08:00,2022-09-01,2022,9,08:00,flood_regular,0.6948035744912177,1802.3113497103313,15396.537677915563,0.002419765377814187,flood-season regular morning sample
2022-09-03 08:00,2022-09-03,2022,9,08:00,flood_regular,0.6892090024298473,1819.574621782518,15353.131747199855,0.0019314509932168988,flood-season regular morning sample
2022-09-05 08:00,2022-09-05,2022,9,08:00,flood_regular,0.7013921959961332,1822.285289033036,15185.691078044709,0.006904247321278589,flood-season regular morning sample
2022-09-07 08:00,2022-09-07,2022,9,08:00,flood_regular,0.6925172904721584,1819.413360913395,15031.56771343004,0.004387179973642574,flood-season regular morning sample
2022-09-09 08:00,2022-09-09,2022,9,08:00,flood_regular,0.7002668882578895,1810.9414195910488,14822.177557572486,0.007651019606447207,flood-season regular morning sample
2022-09-11 08:00,2022-09-11,2022,9,08:00,flood_regular,0.6794993826214499,1803.4703234705796,14749.176944386489,0.0001108786725971811,flood-season regular morning sample
2022-09-13 08:00,2022-09-13,2022,9,08:00,flood_regular,0.7208534505980116,1817.397237064898,15038.003396552751,0.014324867791810192,flood-season regular morning sample
2022-09-15 08:00,2022-09-15,2022,9,08:00,flood_regular,0.7572080922196952,1869.7110495074648,15763.803369740574,0.025549839914010164,flood-season regular morning sample
2022-09-17 08:00,2022-09-17,2022,9,08:00,high,0.7844352894493652,1953.560255528252,16782.518591395994,0.03269784306910495,"high-risk flood/sediment process, three-point tracking"
2022-09-17 14:00,2022-09-17,2022,9,14:00,high,0.7844352894493652,1953.560255528252,16782.518591395994,0.03269784306910495,"high-risk flood/sediment process, three-point tracking"
2022-09-17 20:00,2022-09-17,2022,9,20:00,high,0.7844352894493652,1953.560255528252,16782.518591395994,0.03269784306910495,"high-risk flood/sediment process, three-point tracking"
2022-09-18 08:00,2022-09-18,2022,9,08:00,high,0.7878074488424986,2004.7942392401428,17340.093943441316,0.03268168856770792,"high-risk flood/sediment process, three-point tracking"
2022-09-18 14:00,2022-09-18,2022,9,14:00,high,0.7878074488424986,2004.7942392401428,17340.093943441316,0.03268168856770792,"high-risk flood/sediment process, three-point tracking"
2022-09-18 20:00,2022-09-18,2022,9,20:00,high,0.7878074488424986,2004.7942392401428,17340.093943441316,0.03268168856770792,"high-risk flood/sediment process, three-point tracking"
2022-09-19 08:00,2022-09-19,2022,9,08:00,high,0.7918081986134653,2062.0870428510902,17923.62613079739,0.033096471631509417,"high-risk flood/sediment process, three-point tracking"
2022-09-19 14:00,2022-09-19,2022,9,14:00,high,0.7918081986134653,2062.0870428510902,17923.62613079739,0.033096471631509417,"high-risk flood/sediment process, three-point tracking"
2022-09-19 20:00,2022-09-19,2022,9,20:00,high,0.7918081986134653,2062.0870428510902,17923.62613079739,0.033096471631509417,"high-risk flood/sediment process, three-point tracking"
2022-09-20 08:00,2022-09-20,2022,9,08:00,high,0.7937109481647455,2124.5118799319894,18522.499552220954,0.03286464321928051,"high-risk flood/sediment process, three-point tracking"
2022-09-20 14:00,2022-09-20,2022,9,14:00,high,0.7937109481647455,2124.5118799319894,18522.499552220954,0.03286464321928051,"high-risk flood/sediment process, three-point tracking"
2022-09-20 20:00,2022-09-20,2022,9,20:00,high,0.7937109481647455,2124.5118799319894,18522.499552220954,0.03286464321928051,"high-risk flood/sediment process, three-point tracking"
2022-09-21 08:00,2022-09-21,2022,9,08:00,high,0.7994418893540101,2192.7422181315405,19163.428423643993,0.03401570234900575,"high-risk flood/sediment process, three-point tracking"
2022-09-21 14:00,2022-09-21,2022,9,14:00,high,0.7994418893540101,2192.7422181315405,19163.428423643993,0.03401570234900575,"high-risk flood/sediment process, three-point tracking"
2022-09-21 20:00,2022-09-21,2022,9,20:00,high,0.7994418893540101,2192.7422181315405,19163.428423643993,0.03401570234900575,"high-risk flood/sediment process, three-point tracking"
2022-09-22 08:00,2022-09-22,2022,9,08:00,high,0.8007289096084248,2265.5973344888666,19817.045824360965,0.03353705347435465,"high-risk flood/sediment process, three-point tracking"
2022-09-22 14:00,2022-09-22,2022,9,14:00,high,0.8007289096084248,2265.5973344888666,19817.045824360965,0.03353705347435465,"high-risk flood/sediment process, three-point tracking"
2022-09-22 20:00,2022-09-22,2022,9,20:00,high,0.8007289096084248,2265.5973344888666,19817.045824360965,0.03353705347435465,"high-risk flood/sediment process, three-point tracking"
2022-09-23 08:00,2022-09-23,2022,9,08:00,high,0.7961760864720641,2340.2908497861663,20440.45164066528,0.030971854522105602,"high-risk flood/sediment process, three-point tracking"
2022-09-23 14:00,2022-09-23,2022,9,14:00,high,0.7961760864720641,2340.2908497861663,20440.45164066528,0.030971854522105602,"high-risk flood/sediment process, three-point tracking"
2022-09-23 20:00,2022-09-23,2022,9,20:00,high,0.7961760864720641,2340.2908497861663,20440.45164066528,0.030971854522105602,"high-risk flood/sediment process, three-point tracking"
2022-09-24 08:00,2022-09-24,2022,9,08:00,high,0.7891334055051894,2415.5689997393006,21012.122724456203,0.02758235178496271,"high-risk flood/sediment process, three-point tracking"
2022-09-24 14:00,2022-09-24,2022,9,14:00,high,0.7891334055051894,2415.5689997393006,21012.122724456203,0.02758235178496271,"high-risk flood/sediment process, three-point tracking"
2022-09-24 20:00,2022-09-24,2022,9,20:00,high,0.7891334055051894,2415.5689997393006,21012.122724456203,0.02758235178496271,"high-risk flood/sediment process, three-point tracking"
2022-09-25 08:00,2022-09-25,2022,9,08:00,high,0.7812786390742501,2489.7395777726697,21522.422161999,0.023994610847873687,"high-risk flood/sediment process, three-point tracking"
2022-09-25 14:00,2022-09-25,2022,9,14:00,high,0.7812786390742501,2489.7395777726697,21522.422161999,0.023994610847873687,"high-risk flood/sediment process, three-point tracking"
2022-09-25 20:00,2022-09-25,2022,9,20:00,high,0.7812786390742501,2489.7395777726697,21522.422161999,0.023994610847873687,"high-risk flood/sediment process, three-point tracking"
2022-09-27 08:00,2022-09-27,2022,9,08:00,high,0.7693280142214638,2637.4008378220337,22391.910546614028,0.018715417985406546,"high-risk flood/sediment process, three-point tracking"
2022-09-27 14:00,2022-09-27,2022,9,14:00,high,0.7693280142214638,2637.4008378220337,22391.910546614028,0.018715417985406546,"high-risk flood/sediment process, three-point tracking"
2022-09-27 20:00,2022-09-27,2022,9,20:00,high,0.7693280142214638,2637.4008378220337,22391.910546614028,0.018715417985406546,"high-risk flood/sediment process, three-point tracking"
2022-09-29 08:00,2022-09-29,2022,9,08:00,flood_regular,0.7528460957116194,2774.4664155270266,23025.3603479332,0.012046387600429753,flood-season regular morning sample
2022-10-01 08:00,2022-10-01,2022,10,08:00,flood_regular,0.5601320533585264,2889.3945472097485,23334.90536088674,0.005134160911557828,flood-season regular morning sample
2022-10-03 08:00,2022-10-03,2022,10,08:00,flood_regular,0.5471360789617424,2979.291704525257,23365.28890033494,0.000451357177682965,flood-season regular morning sample
2022-10-05 08:00,2022-10-05,2022,10,08:00,flood_regular,0.557789039736044,3041.311975906072,23205.462779574984,0.004587851321558034,flood-season regular morning sample
2022-10-07 08:00,2022-10-07,2022,10,08:00,flood_regular,0.5686945818377196,3071.82369034518,22845.1862573642,0.009099694613091458,flood-season regular morning sample
2022-10-09 08:00,2022-10-09,2022,10,08:00,flood_regular,0.5743795350882712,3061.8614791000846,22331.15285241563,0.011848382304597393,flood-season regular morning sample
2022-10-11 08:00,2022-10-11,2022,10,08:00,flood_regular,0.5806311073818318,3021.8475648387926,21708.552051681752,0.014963588167477226,flood-season regular morning sample
2022-10-13 08:00,2022-10-13,2022,10,08:00,flood_regular,0.5945845750251707,2947.616523770003,20876.740851005987,0.021233948621318888,flood-season regular morning sample
2022-10-15 08:00,2022-10-15,2022,10,08:00,flood_regular,0.6176292625032319,2830.525804386797,19680.644655723954,0.031433087033954976,flood-season regular morning sample
2022-10-17 08:00,2022-10-17,2022,10,08:00,flood_regular,0.6229831674756267,2682.2097317712787,18391.60046176978,0.035338984904123905,flood-season regular morning sample
2022-10-19 08:00,2022-10-19,2022,10,08:00,flood_regular,0.6374778711618468,2510.476047165421,16946.140364399576,0.04304590707445399,flood-season regular morning sample
2022-10-21 08:00,2022-10-21,2022,10,08:00,flood_regular,0.6465157840472933,2322.164171654054,15393.848793231093,0.04963189372902832,flood-season regular morning sample
2022-10-23 08:00,2022-10-23,2022,10,08:00,flood_regular,0.6447828388404928,2129.7247114854467,13838.896395258744,0.05375386786331937,flood-season regular morning sample
2022-10-25 08:00,2022-10-25,2022,10,08:00,flood_regular,0.6314190159118473,1947.0045543395768,12461.286058183923,0.052067958161844174,flood-season regular morning sample
2022-10-27 08:00,2022-10-27,2022,10,08:00,flood_regular,0.6113101219935239,1781.3088702161099,11267.893139984211,0.04918176351294434,flood-season regular morning sample
2022-10-29 08:00,2022-10-29,2022,10,08:00,flood_regular,0.5842805475073022,1639.687194497507,10306.908195927183,0.04255407913424136,flood-season regular morning sample
2022-10-31 08:00,2022-10-31,2022,10,08:00,flood_regular,0.548765138864579,1528.6094357937882,9635.895319014111,0.031334745954513465,flood-season regular morning sample
2022-11-01 09:00,2022-11-01,2022,11,09:00,base_regular,0.41463555562639137,1482.2795118618137,9362.527749122964,0.028776878650543125,base-period regular sample
2022-11-08 09:00,2022-11-08,2022,11,09:00,base_regular,0.3765595252029026,1287.6410287387664,8154.51888957592,0.01722067670028693,base-period regular sample
2022-11-15 09:00,2022-11-15,2022,11,09:00,base_regular,0.4120293485804023,1170.8287780669327,6737.935617771986,0.03985978212893393,base-period regular sample
2022-11-22 09:00,2022-11-22,2022,11,09:00,base_regular,0.42075128477071577,1028.5163911655486,4742.466138575414,0.056123799873335045,base-period regular sample
2022-11-29 09:00,2022-11-29,2022,11,09:00,base_regular,0.38521576187936923,898.3045139205799,3197.715962928977,0.05527278418269077,base-period regular sample
2022-12-01 09:00,2022-12-01,2022,12,09:00,base_regular,0.3748237970912106,863.015279875822,2851.4972595768754,0.056291889335699175,base-period regular sample
2022-12-08 09:00,2022-12-08,2022,12,09:00,base_regular,0.30563814565083974,761.6381921904266,2012.1031702121086,0.04606775441622091,base-period regular sample
2022-12-15 09:00,2022-12-15,2022,12,09:00,base_regular,0.1824249868404436,715.1788681895241,1692.4304003656414,0.005450530300334044,base-period regular sample
2022-12-22 09:00,2022-12-22,2022,12,09:00,base_regular,0.17628392125566866,710.7225269435755,1728.501371184925,2.5860905413566115e-05,base-period regular sample
2022-12-29 09:00,2022-12-29,2022,12,09:00,base_regular,0.2782221643777842,651.2839601980496,1484.4534043865813,0.04309174300364038,base-period regular sample
