artifact_id,glass_type,pattern,color,surface_weathering,SiO2,Na2O,K2O,CaO,MgO,Al2O3,Fe2O3,CuO,PbO,BaO,P2O5,SrO,SnO2,SO2,sample_count,closed_sum,subclass_id,cluster_number,ward_cluster,pca1,pca2,pca1_explained,pca2_explained,subclass_name
14,高钾,C,深绿,无风化,63.101010101010104,3.414141414141414,12.404040404040403,8.313131313131313,0.6666666666666667,9.323232323232324,0.5050505050505051,0.4747474747474747,1.6363636363636365,0.0,0.1616161616161616,0.0,0.0,0.0,1,100.0,K-1,1,1,1.474222279159501,0.3063248930097582,0.47024153648078926,0.21885469812086097,高钾钙铝型
16,高钾,C,浅蓝,无风化,66.23310639162689,2.1339294787115137,14.754598109948178,8.403617518544864,0.5284015852047557,6.279849608779596,0.42678589574230263,1.0872878772482475,0.11177725840869832,0.0,0.0,0.04064627578498121,0.0,0.0,1,100.00000000000001,K-1,1,1,0.7555605285217526,0.9220780079137274,0.47024153648078926,0.21885469812086097,高钾钙铝型
18,高钾,A,深蓝,无风化,81.706940874036,0.0,9.686375321336763,0.0,1.5732647814910028,3.1362467866323915,0.0,0.0,0.0,0.0,1.3984575835475581,0.07197943444730079,2.426735218508998,0.0,1,100.00000000000001,K-2,2,2,6.171022912686508,-0.21355293422060226,0.47024153648078926,0.21885469812086097,高硅含锡特殊型
21,高钾,A,蓝绿,无风化,77.83191230207066,0.0,0.0,4.780755176613885,1.2383272431993504,6.282988225740967,2.405602923264312,3.329273244011368,1.0150223304912709,1.9995939910678033,1.116524563540398,0.0,0.0,0.0,1,100.00000000000001,K-1,1,1,-1.2593226475150203,-3.645171876245255,0.47024153648078926,0.21885469812086097,高钾钙铝型
22,高钾,B,蓝绿,风化,56.199650492784905,0.08897217571644042,10.57890560822079,11.060825846847628,6.560907017339246,11.157521780952434,2.074526753054947,0.8684512310771803,0.18338658396700386,0.09468700060202423,0.8506279885970561,0.10199457251541054,0.08440416468328223,0.09513878364166953,1,100.00000000000001,K-1,1,1,0.6207764898934861,-0.1813901078666313,0.47024153648078926,0.21885469812086097,高钾钙铝型
27,高钾,B,蓝绿,风化,67.59991841469098,0.10659384285687144,1.5088267134668698,7.8304394272184314,6.798139084508853,9.691336167910736,1.6569358299331303,2.6251482543503477,0.21970779691549308,0.11344053555493365,1.5122156029401226,0.12219543185738366,0.10112109987496705,0.11398179792089884,1,100.0,K-1,1,1,0.04099628290402832,-1.7035741803907667,0.47024153648078926,0.21885469812086097,高钾钙铝型
02,铅钡,A,浅蓝,风化,69.09706416661756,0.14226499002493778,1.684117550062634,0.7446212262368684,1.2084287407509418,7.825382394431765,0.5253844641803151,0.17504201426124646,17.903816463319703,0.061240563551070284,0.25414458745651913,0.19495657068988986,0.09188180098497668,0.09165446743155328,1,100.00000000000001,LB-3,3,1,-3.783506202657858,-1.9986903676631214,0.382789421409048,0.2488751869631941,富铅型
08,铅钡,C,紫,风化,31.68150285315449,0.20890392410323708,0.21504191628138133,1.1462115881105688,0.13863077028481838,2.579007490686465,0.03936132552491679,4.535809648076252,17.11147850497639,27.86029895812448,0.6060671502983409,0.5542838737456429,0.13492053650072067,13.188481460132303,2,100.00000000000001,LB-2,2,2,2.953277375153199,0.44697875284522065,0.382789421409048,0.2488751869631941,富钡铜型
11,铅钡,C,浅蓝,风化,69.22541036772633,0.1539095843045147,0.4911383903556008,1.1918467460069233,0.8273013299072148,4.051434713379172,0.028999384646412,2.645912109734959,10.387601149242938,9.745844522229904,0.7102165125626397,0.341826213644809,0.09940245869534758,0.099156517563241,1,100.0,LB-2,2,1,1.8741226023031683,-0.5563740121201657,0.382789421409048,0.2488751869631941,富钡铜型
19,铅钡,A,未知,风化,65.74446512666414,0.16558438124323008,0.17044956336585756,1.0762410330007117,0.7581960170457389,5.733560641207034,0.44614756217275336,2.042999851910756,18.8173666864872,3.8846957690315564,0.7197598075239194,0.22691291175241834,0.10694262278403179,0.10667802581064538,1,100.0,LB-3,3,1,0.5863234643071198,-1.0324181704218294,0.382789421409048,0.2488751869631941,富铅型
20,铅钡,A,浅蓝,无风化,42.25766316027599,0.0,0.8030765750480715,0.0,0.0,6.164461033819705,1.7079515891867438,5.4066282094785665,10.519172039362063,26.63725822870716,6.503789164121707,0.0,0.0,0.0,1,100.00000000000003,LB-2,2,2,4.539398698277491,-2.636503778077455,0.382789421409048,0.2488751869631941,富钡铜型
23,铅钡,A,蓝绿,风化,55.74093264248705,8.207253886010363,0.0,0.5181347150259068,0.7357512953367875,1.471502590673575,0.0,3.098445595854922,17.595854922279795,12.290155440414507,0.0,0.3419689119170985,0.0,0.0,1,100.00000000000001,LB-1,1,3,1.2230914085416353,1.9448559002093857,0.382789421409048,0.2488751869631941,铅钡均衡型
24,铅钡,C,紫,无风化,32.30177993527508,0.0,0.0,0.4753236245954692,0.0,1.608009708737864,0.0,8.555825242718447,29.470064724919094,26.527103559870547,0.14158576051779936,0.9203074433656958,0.0,0.0,1,100.0,LB-2,2,2,2.5258818413209134,1.773680932332011,0.382789421409048,0.2488751869631941,富钡铜型
25,铅钡,C,浅蓝,风化,52.143004327220275,2.379971151864826,0.0,0.6490830414176797,0.0,1.9575520296723676,1.5969503399958789,1.153925406964764,32.86626828765712,6.851432103853288,0.19575520296723675,0.20605810838656502,0.0,0.0,1,100.00000000000001,LB-1,1,3,-0.12605142111299886,0.43416192869993536,0.382789421409048,0.2488751869631941,铅钡均衡型
26,铅钡,C,紫,风化,29.9706674387122,0.2063025465142116,0.688545738619764,1.070989334491439,0.13690446963959899,2.0809018404526256,0.03887117834106469,4.768410804970015,16.304543985476165,30.32200933836909,0.4881695095302908,0.6290805497346652,0.13324043756787915,13.161362827580977,2,99.99999999999999,LB-2,2,2,3.0523851444574355,0.7145110045709613,0.382789421409048,0.2488751869631941,富钡铜型
28,铅钡,A,浅蓝,风化,68.98368629040428,0.0,0.26345121086229606,1.3577870098287566,1.0132738879319079,4.762387273279966,0.41544229405208216,0.33438038301752954,17.3675144391529,4.093626507244908,1.0538048434491842,0.12159286655182891,0.23305299422433878,0.0,1,99.99999999999997,LB-3,3,1,-0.5404068977536901,-1.5218097978940175,0.382789421409048,0.2488751869631941,富铅型
29,铅钡,A,浅蓝,风化,63.37605126151382,0.9211053263916701,0.30036043251902284,2.9835802963556266,1.4917901481778133,14.357228674409292,0.8109731678013617,0.7408890668802564,12.324789747697237,2.032438926712054,0.4104925911093312,0.250300360432519,0.0,0.0,1,100.00000000000001,LB-3,3,1,-0.43814069546976314,-0.942923853706355,0.382789421409048,0.2488751869631941,富铅型
30,铅钡,A,深蓝,无风化,36.242054411390804,0.0,0.7170099160945843,4.439359267734553,0.7576913297737097,4.174930078820238,2.471395881006865,0.0,39.135519959318586,10.49580472921434,0.7170099160945843,0.42206966692092546,0.42715484363081624,0.0,2,99.99999999999999,LB-3,3,1,-1.9872395699013645,-0.18085406246449903,0.382789421409048,0.2488751869631941,富铅型
31,铅钡,C,紫,无风化,66.9612922889363,0.0,0.0,1.6255206745910804,0.9041958752412883,3.1596058112364114,4.66321243523316,0.4470181855125471,16.813979477801485,3.4745504419384337,1.6458396830234687,0.3047851264858275,0.0,0.0,1,100.00000000000001,LB-3,3,1,-0.4727723132874267,-1.8399227809422982,0.382789421409048,0.2488751869631941,富铅型
32,铅钡,C,浅绿,无风化,70.65680113521185,0.0,0.21285221974457735,0.46624771944050286,0.0,2.392053517129536,1.0135819987837018,0.1114940198662072,20.02838029596595,4.946280154064465,0.1723089397932293,0.0,0.0,0.0,1,100.00000000000003,LB-1,1,3,-1.3478516146586343,-0.1682492482125097,0.382789421409048,0.2488751869631941,铅钡均衡型
33,铅钡,C,深绿,无风化,75.54021608643458,0.0,0.15006002400960386,0.6402561024409764,1.0004001600640255,2.3509403761504606,0.0,0.47018807523009204,16.166466586634655,3.5514205682272912,0.13005202080832334,0.0,0.0,0.0,1,100.00000000000001,LB-1,1,3,-0.5825613798758722,-0.20786285021915973,0.382789421409048,0.2488751869631941,铅钡均衡型
34,铅钡,C,深绿,风化,70.54870306787107,0.14727795227602436,0.530618399189284,0.27801482645669245,0.09773514814353639,2.3900399510484194,0.15817422314238194,0.8104110927708907,18.191526791332016,6.4032469565385375,0.031543303643457685,0.2227047893550145,0.09511942114590867,0.09488407708672757,1,99.99999999999999,LB-1,1,3,-0.3364374929547283,1.1100849195216642,0.382789421409048,0.2488751869631941,铅钡均衡型
35,铅钡,C,浅绿,无风化,68.50639226691612,0.0,0.0,0.3949693379066625,0.0,1.4967259120673526,0.17669680906350693,0.16630287911859476,22.91861552853134,5.903752208710113,0.4365450576863112,0.0,0.0,0.0,1,99.99999999999999,LB-1,1,3,-0.9347495435596149,-0.7413170097473121,0.382789421409048,0.2488751869631941,铅钡均衡型
36,铅钡,C,深绿,风化,71.87778665487417,3.1486299125394392,0.3352906149494792,0.13682927885310261,0.09006305418555353,2.176815042582483,0.10740043485574483,0.3618011963000705,14.988341755137924,6.3855003765754415,0.011230505798370503,0.20522272582639364,0.08765265867486181,0.08743578884699663,1,100.00000000000001,LB-1,1,3,-0.8112013653318945,1.2398615952480403,0.382789421409048,0.2488751869631941,铅钡均衡型
37,铅钡,C,深绿,无风化,60.13202640528106,0.0,0.2300460092018404,0.8901780356071216,0.0,2.720544108821765,0.0,3.010602120424085,17.243448689737946,10.342068413682737,1.4602920584116825,0.31006201240248055,0.0,3.660732146429287,1,100.0,LB-2,2,1,1.8472920456412463,-1.1088612910421813,0.382789421409048,0.2488751869631941,富钡铜型
38,铅钡,C,深绿,风化,66.2831971500656,2.2246296809664443,0.15472929095795612,0.2515001002880614,0.09974911478680133,3.7865722659666914,0.11045458192671291,0.42639869609728837,19.664849675057333,6.399314349281866,0.04243661829207181,0.36224969565844517,0.09707948715034322,0.09683929350435651,1,99.99999999999999,LB-1,1,3,-0.9510797618101371,1.1779634788560172,0.382789421409048,0.2488751869631941,铅钡均衡型
39,铅钡,C,深绿,风化,62.27406963784405,0.1770222130065604,0.1822234602471586,0.45947372785759666,0.1174737423050752,1.0021159913846656,0.0333542272181015,0.5929193244251791,28.652460769428277,5.578018978002297,0.1085713089382217,0.5939200075259189,0.1143297429855216,0.1140468688313773,1,100.0,LB-1,1,1,-1.1171793773804413,0.8950542000641654,0.382789421409048,0.2488751869631941,铅钡均衡型
40,铅钡,C,未知,风化,48.925968415370484,0.21800821269254675,0.22441370607914662,0.9212693624534493,0.1446724688572566,1.1312914903449771,0.11912254671531382,0.07451000939340251,40.58538942424874,6.372117412276223,0.19844091637403855,0.8035433261847618,0.14080053854567984,0.14045217046398822,1,100.00000000000001,LB-3,3,1,-2.405962288528695,0.7583225238709912,0.382789421409048,0.2488751869631941,富铅型
41,铅钡,C,浅绿,风化,50.76697335840385,0.2048822984813027,1.1388714895619387,2.2238346997115483,3.8477239940828802,6.630366484448641,0.7296076166175558,0.20306926609754522,23.988491636041907,8.69605931478722,0.7539507821053656,0.5518501114687948,0.13232317080332834,0.13199577738813084,1,100.00000000000001,LB-3,3,1,-0.8762778708266789,-0.3659577450895595,0.382789421409048,0.2488751869631941,富铅型
42,铅钡,A,浅蓝,风化,52.3658822928896,5.829207289061303,0.2552192333214231,0.4032463886478485,1.148486549946404,4.6909295084477565,0.0,2.7512633352049414,21.43841559899954,10.897861262824767,0.040835077331427695,0.17865346332499615,0.0,0.0,2,100.0,LB-1,1,3,1.135276580057724,1.3935650112220752,0.382789421409048,0.2488751869631941,铅钡均衡型
43,铅钡,C,浅蓝,风化,48.8231057139733,0.21790323559512742,0.22430564455616855,2.7454244588095524,1.4714719774156924,5.9282328805933755,0.47205455060385726,2.7435323251128323,30.5816477995307,5.193247947324169,0.636496435449973,0.6814597531300834,0.14073273911891043,0.1403845387862664,2,100.00000000000001,LB-3,3,1,0.47977832140385784,-0.3562030136217498,0.382789421409048,0.2488751869631941,富铅型
44,铅钡,A,浅蓝,风化,61.279257465698144,3.0871670702179177,0.20177562550443903,2.158999192897498,0.0,12.802663438256657,0.7768361581920904,0.4338175948345439,13.730831315577078,5.266343825665859,0.0,0.2623083131557708,0.0,0.0,1,100.00000000000001,LB-1,1,3,-0.7690825069964407,1.439200193455362,0.382789421409048,0.2488751869631941,铅钡均衡型
45,铅钡,A,浅蓝,无风化,62.31441936139923,2.7049013626194838,0.11185682326621926,0.8541793776693106,0.7524913565182022,5.084401057555421,0.0,0.5389465121008746,16.259914582062233,11.145007118161484,0.0,0.23388244864754934,0.0,0.0,1,100.00000000000003,LB-1,1,3,-0.18454824213633997,1.7461573531951962,0.382789421409048,0.2488751869631941,铅钡均衡型
46,铅钡,A,浅蓝,无风化,55.9768833012268,0.0,0.2534725742674643,0.0,1.6931967961066612,4.856534522964615,0.0,0.7806955287437899,25.60073000101389,10.19973638852276,0.2027780594139714,0.4359728277400385,0.0,0.0,1,100.0,LB-1,1,1,-0.13551818766892834,0.7466925170113141,0.382789421409048,0.2488751869631941,铅钡均衡型
47,铅钡,A,浅蓝,无风化,52.99198025909932,4.791281102200289,0.29816985399958873,0.8945095619987662,0.6271848653094798,3.146206045650833,0.0,0.6683117417232162,26.1155665227226,9.49002673246967,0.10281719103434096,0.873946123791898,0.0,0.0,1,100.00000000000001,LB-1,1,1,-0.5906055288311329,1.345113935648774,0.382789421409048,0.2488751869631941,铅钡均衡型
48,铅钡,A,未知,风化,74.1697776881734,0.9358051907003794,0.4495404275328572,0.6512883950796943,1.1316179475940995,13.489150958845094,0.22138311865300586,0.0355373225461488,4.352658306338589,3.316670203233222,0.06073526759850519,0.17197005335460297,0.9468768844782091,0.0669882358722046,1,99.99999999999997,LB-1,1,3,-1.2080724667197718,0.24912123950164083,0.382789421409048,0.2488751869631941,铅钡均衡型
49,铅钡,A,黑,风化,60.256833364120155,0.08480596237071579,0.23862944098095035,1.9006060857146276,1.4888930432909524,7.663614868826575,1.0944411141930028,0.4588748267948858,19.30963881884152,4.37698876174062,2.6415164400921993,0.3757489789041824,0.05477190527001503,0.05463638885959075,2,100.0,LB-3,3,1,-0.28338589401312275,-2.09443547691166,0.382789421409048,0.2488751869631941,富铅型
50,铅钡,A,黑,风化,49.26375689195829,0.10938870445957616,0.11260275137244505,2.356236409273494,0.6879664949624603,4.145507144864044,0.08862659244387554,0.8152915538258674,28.3157437759438,9.89195865755764,3.5621606149213503,0.5096378833327235,0.07064866184855016,0.07047386323587101,2,99.99999999999999,LB-3,3,1,0.5091261280500323,-1.775438902199648,0.382789421409048,0.2488751869631941,富铅型
51,铅钡,C,浅蓝,风化,59.07606774236393,0.19278795327385642,0.19845242776525268,1.8674032286213602,1.829686077654105,7.044695463045903,0.31781287786563567,0.7483691198495424,23.646241363622003,3.5027727879293735,0.8023847761957078,0.2548677163745208,0.39425449100042753,0.12420397443838503,2,100.00000000000001,LB-3,3,1,-0.4540501313925588,-1.1134239930861891,0.382789421409048,0.2488751869631941,富铅型
52,铅钡,C,浅蓝,风化,62.27450038699522,2.3828286385432675,0.18582126122494863,0.9177296728535965,0.7786553554695032,2.145993496317407,0.11224213967546842,0.4935721319795601,22.7130301280628,6.791589892536179,0.5105188417157706,0.460632398824688,0.116587057496759,0.11629859830484311,1,99.99999999999999,LB-3,3,1,-0.5483706522497827,-0.2227408678093005,0.382789421409048,0.2488751869631941,富铅型
53,铅钡,A,浅蓝,风化,64.79389312977098,3.094147582697201,0.1119592875318066,0.7938931297709925,1.16030534351145,6.1679389312977095,0.0,0.549618320610687,13.903307888040711,9.150127226463106,0.0,0.2748091603053435,0.0,0.0,1,99.99999999999999,LB-1,1,3,-0.23005802501363642,1.6623671544120064,0.382789421409048,0.2488751869631941,铅钡均衡型
54,铅钡,C,浅蓝,风化,52.70829150228662,0.2020768644385306,0.5076516482954879,0.6658021726981899,1.7252330630342705,7.578803577756971,0.03807498244163545,0.8359812384591915,30.610117313494843,2.843648246995787,0.9618029522506389,1.0618167841532853,0.1305112820712566,0.1301883716233002,2,100.0,LB-3,3,1,-0.9939819339125752,-0.9408691226608865,0.382789421409048,0.2488751869631941,富铅型
55,铅钡,C,绿,无风化,50.85079892093795,2.8117866777339695,0.0,1.1724424154388875,0.0,1.5044615065366256,0.0,0.8923013073251711,34.15646399667981,8.248599294459432,0.36314588088815103,0.0,0.0,0.0,1,100.00000000000001,LB-1,1,3,0.24700822733734867,-0.3008758798116165,0.382789421409048,0.2488751869631941,铅钡均衡型
56,铅钡,C,蓝绿,风化,65.39939277450544,0.16747461296471286,0.17239533366839455,0.4706172334279352,0.11113785774065413,3.0812190238475816,0.031555284499135805,0.5094255853770232,18.335985708486245,11.210384717423501,0.21521358034972418,0.07913904845019923,0.10816342837238002,0.10789581088710273,1,100.00000000000003,LB-1,1,3,0.163199045161287,0.30740031568877246,0.382789421409048,0.2488751869631941,铅钡均衡型
57,铅钡,C,蓝绿,风化,59.89676546725421,0.17580201054786898,0.18096740593370006,0.5317291851595738,0.11666400353411649,3.781792192983439,0.03312431872600859,0.7570701907214558,21.039820844492986,13.167830471577972,0.008557375718595397,0.08307410648156979,0.1135416755948641,0.11326075127363927,1,100.0,LB-1,1,3,0.20130108150129836,1.5646435326785646,0.382789421409048,0.2488751869631941,铅钡均衡型
58,铅钡,C,未知,风化,65.82681871026385,0.1617136128562464,0.7324462837419572,1.2453418313626388,0.9551017149493045,5.523242694329893,0.2925101429941309,1.7852163918589559,16.89169972011705,5.401936091209151,0.7155289766005497,0.2598168649894707,0.10444268818642329,0.10418427654037389,1,100.0,LB-3,3,1,0.7716294005303291,-0.844004265330585,0.382789421409048,0.2488751869631941,富铅型
