"任务号码","任务GPS纬度","任务GPS经度"
"C0321","23.1422949979975","113.378844187225"
"C0322","23.1692249862081","113.329677608453"
"C0323","23.1403363421547","113.374239074634"
"C0324","23.1885950051963","113.342459513858"
"C0325","23.1420532499102","113.379121766622"
"C0326","23.1299183952726","113.386262366576"
"C0327","23.1972818628505","113.373590214192"
"C0328","23.1302810640989","113.38630207168"
"C0329","23.1759880119021","113.35947200014"
"C0330","23.1721295687677","113.326701600452"
"C0331","23.1475000031533","113.443910853168"
"C0332","23.1883187448893","113.34235264859"
"C0333","23.1748031559868","113.332229783339"
"C0334","23.1965048440288","113.373191690834"
"C0335","23.1611480116097","113.407645000318"
"C0336","23.1449450113552","113.342239999582"
"C0337","23.1661292654245","113.385642891326"
"C0338","23.1597205639146","113.404628851535"
"C0339","23.1589232837543","113.401055841371"
"C0340","23.1268844070247","113.419048258441"
"C0341","23.1185926586028","113.363084018324"
"C0342","23.1292922200762","113.422565614088"
"C0343","23.1222070647353","113.403883785268"
"C0344","23.2068186871541","113.371994310674"
"C0345","23.1758544962636","113.398655180083"
"C0346","23.2081929506383","113.378243822105"
"C0347","23.2004412350427","113.373559832601"
"C0348","23.1784317242067","113.404449454535"
"C0349","23.1744284593286","113.405518627634"
"C0350","23.2025618048406","113.373031110639"
"C0351","23.135099854086","113.331428181315"
"C0352","23.2083778833953","113.375999404891"
"C0353","23.2015648000555","113.372893514489"
"C0354","23.1661292654245","113.385642891326"
"C0355","23.152439011452","113.335161999844"
"C0356","23.2020082371942","113.392327455886"
"C0357","23.141836430132","113.378175134073"
"C0358","23.2015723567683","113.393217317324"
"C0359","23.1661292654245","113.385642891326"
"C0360","23.1526315749439","113.331979797491"
"C0361","23.1334902129303","113.417472723103"
"C0362","23.1157516618098","113.431733465899"
"C0363","23.1136875331374","113.429036149996"
"C0364","23.126380534188","113.394237266874"
"C0365","23.1193031005645","113.425546793634"
"C0366","23.1977399501433","113.418300905088"
"C0367","23.2016885307926","113.399645052568"
"C0368","23.1308184591259","113.366017319084"
"C0369","23.1285788645887","113.391592499148"
"C0370","23.1989919367917","113.423896900158"
"C0371","23.1632708029927","113.319135768721"
"C0372","23.1625635920791","113.320802043695"
"C0373","23.1284711996895","113.391249489274"
"C0374","23.132057462335","113.422153695198"
"C0375","23.1342275461067","113.440364444525"
"C0376","23.132858029438","113.436370267415"
"C0377","23.112799654798","113.418703373932"
"C0378","23.1334491346051","113.436289987648"
"C0379","23.1337666477058","113.434754300244"
"C0380","23.1358307131982","113.435065386137"
"C0381","23.1337507207939","113.441337923833"
"C0382","23.1289068579515","113.36608669432"
"C0383","23.1291517966022","113.366875136168"
"C0384","23.122813458944","113.417816695062"
"C0385","23.1288550595125","113.418867892169"
"C0386","23.1196220319299","113.415245336863"
"C0387","23.1218655051535","113.415994913522"
"C0388","23.1203906106629","113.41855135446"
"C0389","23.1569321390744","113.350963900726"
"C0390","23.1292206226463","113.422685966365"
"C0391","23.1324969926193","113.417873505699"
"C0392","23.1251575271141","113.329205900145"
"C0393","23.1292206226463","113.422685966365"
"C0394","23.1696415901745","113.389230421878"
"C0395","23.1402855966886","113.376080702438"
"C0396","23.1761037710277","113.374706640856"
"C0397","23.1420609885567","113.379266992081"
"C0398","23.1377408545677","113.362395916303"
"C0399","23.1784051832087","113.338959125556"
"C0400","23.145458819565","113.366019119288"
"C0401","23.1216073017373","113.347055271047"
"C0402","23.1229043142311","113.352700409717"
"C0403","23.1469422978487","113.369358992224"
"C0404","23.1661292654245","113.385642891326"
"C0405","23.1661292654245","113.385642891326"
"C0406","23.1968891049947","113.333904360453"
"C0407","23.1620205912619","113.313013333384"
"C0408","23.1997810715918","113.406044581019"
"C0409","23.1796945094517","113.326176460933"
"C0410","23.1257908533873","113.429317870282"
"C0411","23.1661292654245","113.385642891326"
"C0412","23.1408031794597","113.350434978442"
"C0413","23.1253018210981","113.403138562695"
"C0414","23.167320152268","113.323787284481"
"C0415","23.1212871984071","113.407067174282"
"C0416","23.1275940613668","113.408763579322"
"C0417","23.1400421183246","113.379629399066"
"C0418","23.1553241668861","113.331017565867"
"C0419","23.1661292654245","113.385642891326"
"C0420","23.1371192421634","113.389886490324"
"C0421","23.1551263380983","113.33084694082"
"C0422","23.1256512084006","113.428833693494"
"C0423","23.1486365953332","113.442869313743"
"C0424","23.1745072027921","113.361228656327"
"C0425","23.1661292654245","113.385642891326"
"C0426","23.1571379834538","113.341841787936"
"C0427","23.1383053046856","113.365009895506"
"C0428","23.1637637912665","113.435694787485"
"C0429","23.1272320110071","113.403613999869"
"C0430","23.1247004521054","113.410432097365"
"C0431","23.1468291133959","113.440889332519"
"C0432","23.1632900116537","113.344705000206"
"C0433","23.1154526943948","113.40263502383"
"C0434","23.1166529932481","113.37099699453"
"C0435","23.117706184894","113.370131364285"
"C0436","23.1245602528465","113.400407713945"
"C0437","23.1784309303639","113.348472180903"
"C0438","23.1589144144631","113.403393991375"
"C0439","23.1175172158158","113.370779290489"
"C0440","23.1300237147343","113.401492956832"
"C0441","23.1323622746093","113.40091430166"
"C0442","23.1232607593583","113.377261778352"
"C0443","23.13044997687","113.404684187155"
"C0444","23.1279185287221","113.4032901395"
"C0445","23.1293652507027","113.403405718754"
"C0446","23.1263654346101","113.401945523148"
"C0447","23.1292690785049","113.401235861795"
"C0448","23.1268609135724","113.398938643979"
"C0449","23.1286597531859","113.400306110202"
"C0450","23.1276761151142","113.399921983089"
"C0451","23.1283881130014","113.399926671345"
"C0452","23.1257743590303","113.402133064839"
"C0453","23.171100011767","113.386175999891"
"C0454","23.1702714000464","113.384585374817"
"C0455","23.1699350009652","113.387396188926"
"C0456","23.1708869448444","113.38494499436"
"C0457","23.1729753399245","113.389167899815"
"C0458","23.1322452457752","113.401533722834"
"C0459","23.1223545046605","113.403996630406"
"C0460","23.1673301811272","113.388460317141"
"C0461","23.1661270451821","113.391131188727"
"C0462","23.1378311634248","113.349155252413"
"C0463","23.1052404738358","113.265157488051"
"C0464","23.1033559892238","113.279148720331"
"C0465","23.1019131584668","113.275166894922"
"C0466","23.1661292654245","113.385642891326"
"C0467","23.1110372373943","113.288306247018"
"C0468","23.1289567572535","113.427640923438"
"C0469","23.1962816386433","113.334793323585"
"C0470","23.1966554197047","113.337286031544"
"C0471","23.1090703557804","113.254701360139"
"C0472","23.1328373319042","113.419356570367"
"C0473","23.1012999896381","113.294652099919"
"C0474","23.1012298553534","113.294672200403"
"C0475","23.1076787043219","113.338601334064"
"C0476","23.0742033980381","113.363084420765"
"C0477","23.1040893557202","113.335138942138"
"C0478","23.0742033980381","113.363084420765"
"C0479","23.0641883935012","113.362687049034"
"C0480","23.056712516586","113.345719799771"
"C0481","23.090897128267","113.300322312093"
"C0482","23.0991965394349","113.329603273672"
"C0483","23.1149570036435","113.281444659857"
"C0484","23.0831271094614","113.300752305787"
"C0485","23.0796051598373","113.304378308791"
"C0486","23.0845867955137","113.282659920788"
"C0487","23.094985826253","113.341136882213"
"C0488","23.0861900555086","113.32553799658"
"C0489","23.1016784508803","113.342520799105"
"C0490","23.1032025871125","113.326406926601"
"C0491","23.1150640108448","113.281722000006"
"C0492","23.0809828802221","113.287799970118"
"C0493","23.1015784513952","113.326699469672"
"C0494","23.0976150698753","113.305591138009"
"C0495","23.0945474817537","113.287680253841"
"C0496","23.094581805312","113.292393393359"
"C0497","23.0973254269329","113.30348525747"
"C0498","23.1057446897126","113.301110647042"
"C0499","23.0926363187351","113.341983630376"
"C0500","23.1042006852508","113.353216654215"
"C0501","23.1048315471985","113.344849867241"
"C0502","23.0828092189751","113.292927166493"
"C0503","23.0829311168138","113.293443790076"
"C0504","23.1081535948914","113.311710749971"
"C0505","23.0968528001017","113.290603519631"
"C0506","23.0631573428513","113.364699690851"
"C0507","23.0728443231143","113.311360914772"
"C0508","23.0726704763536","113.310999628872"
"C0509","23.0735083168471","113.308942254585"
"C0510","23.0986607469292","113.287638529347"
"C0511","23.1060820354367","113.315002525332"
"C0512","23.1090992737482","113.286377868954"
"C0513","23.0729150383554","113.359154108685"
"C0514","23.1090452404087","113.286744933653"
"C0515","23.0761908692526","113.297271180598"
"C0516","23.0967452096068","113.273385694333"
"C0517","23.0741465293896","113.363313777924"
"C0518","23.0876292287885","113.333841266126"
"C0519","23.1095973264298","113.264458310822"
"C0520","23.1130232557855","113.271793281631"
"C0521","23.0862622799659","113.325283322476"
"C0522","23.0876292287885","113.333841266126"
"C0523","23.0908338592948","113.34810276983"
"C0524","23.0944303826708","113.291259282653"
"C0525","23.0861148372755","113.357109747701"
"C0526","23.0907429668485","113.347183019971"
"C0527","23.0875959421184","113.292560552743"
"C0528","23.0699754230513","113.287103367433"
"C0529","23.0939587818989","113.291845311116"
"C0530","23.0939587818989","113.291845311116"
"C0531","23.0780924686457","113.288160576899"
"C0532","23.1057266175108","113.315566923999"
"C0533","23.0870243776235","113.319858403402"
"C0534","23.0749212755029","113.284110855763"
"C0535","23.0866350416188","113.325101505441"
"C0536","23.0861900555086","113.32553799658"
"C0537","23.0876292287885","113.333841266126"
"C0538","23.0877710661597","113.327694005261"
"C0539","23.0839327142735","113.357589823915"
"C0540","23.08854919987","113.325072310512"
"C0541","23.1045085042375","113.314874656536"
"C0542","23.0823857461421","113.303899159818"
"C0543","23.0813522789248","113.301590359252"
"C0544","23.0816901506448","113.302637938883"
"C0545","23.0837175823519","113.296943041274"
"C0546","23.0802418297641","113.297160539902"
"C0547","23.0870324784428","113.2980198338"
"C0548","23.0870386370032","113.300143254652"
"C0549","23.1076436197974","113.270192875806"
"C0550","23.0983072683405","113.277113198673"
"C0551","23.0604548073644","113.339668376383"
"C0552","23.0885562186488","113.327618410157"
"C0553","23.0564221593712","113.346879610099"
"C0554","23.0753584673652","113.299435723182"
"C0555","23.0945056360883","113.349419112589"
"C0556","23.0769887021101","113.306174005335"
"C0557","23.0983072683405","113.277113198673"
"C0558","23.1076436197974","113.270192875806"
"C0559","23.1150277506488","113.269138520257"
"C0560","23.0908046953325","113.286798999967"
"C0561","23.0821697287641","113.339942770089"
"C0562","23.0826745923287","113.341835196171"
"C0563","23.1171205770157","113.278745688377"
"C0564","23.1000470548828","113.270340197011"
"C0565","23.0751065724343","113.276269971867"
"C0566","23.1094777640312","113.274779942637"
"C0567","23.086056159361","113.29108932325"
"C0568","23.0837108500631","113.290770604456"
"C0569","23.0928025368226","113.314021535793"
"C0570","23.097347523613","113.314883729421"
"C0571","23.0960693954319","113.313258094686"
"C0572","23.0876292287885","113.333841266126"
"C0573","23.0876292287885","113.333841266126"
"C0574","23.0964040161608","113.314410861401"
"C0575","23.0928025368226","113.314021535793"
"C0576","23.0854436679364","113.385593545785"
"C0577","23.0961858213171","113.314030739831"
"C0578","23.0933870506333","113.313420946695"
"C0579","23.0979505452759","113.314310129014"
"C0580","23.095286189755","113.31855768038"
"C0581","23.0938918320218","113.315989733046"
"C0582","23.0943600005872","113.316725379233"
"C0583","23.0938918320218","113.315989733046"
"C0584","23.0971614599529","113.313698676708"
"C0585","23.0876292287885","113.333841266126"
"C0586","23.0938918320218","113.315989733046"
"C0587","23.0940955461247","113.316330791801"
"C0588","23.0942002412013","113.318889891723"
"C0589","23.0878842030094","113.345114762264"
"C0590","23.0969250869932","113.32698481462"
"C0591","23.0897357469695","113.297697334936"
"C0592","23.0830827872767","113.339986287601"
"C0593","23.0863702438164","113.341299211408"
"C0594","23.1101908704676","113.329127978431"
"C0595","23.0662528190431","113.320531518093"
"C0596","23.0830827872767","113.339986287601"
"C0597","23.0970240105138","113.271248000305"
"C0598","23.0917924064336","113.310803118254"
"C0599","23.0844304549995","113.300558361628"
"C0600","23.0937813850207","113.305885380673"
"C0601","23.0747144717678","113.309575014249"
"C0602","23.0938719022319","113.307193715038"
"C0603","23.0923603762214","113.310922999819"
"C0604","23.0953815500208","113.311349975207"
"C0605","23.0912080717733","113.304062157353"
"C0606","23.0936993629256","113.310556681612"
"C0607","23.1379792964032","113.210516888526"
"C0608","23.0990886691124","113.308788906199"
"C0609","23.0898161883329","113.335742907967"
"C0610","23.0863638693804","113.332307471494"
"C0611","23.0712271665055","113.295397157203"
"C0612","23.0770880928883","113.289971541942"
"C0613","23.0872799297747","113.332627737171"
"C0614","23.0871952124002","113.333920776088"
"C0615","23.0876292287885","113.333841266126"
"C0616","23.0627331232075","113.363847901397"
"C0617","23.0761894238066","113.294600529996"
"C0618","23.077847481707","113.298603834788"
"C0619","23.1062744840244","113.300288092941"
"C0620","23.1229608993585","113.262403639088"
"C0621","23.0876292287885","113.333841266126"
"C0622","23.0795158597193","113.282321718645"
"C0623","23.1142175846722","113.285232952531"
"C0624","23.0876292287885","113.333841266126"
"C0625","23.0820570102749","113.280943000247"
"C0626","23.1060786603979","113.29182639909"
"C0627","23.0876292287885","113.333841266126"
"C0628","23.0765992017237","113.36055618662"
"C0629","23.0876292287885","113.333841266126"
"C0630","23.0740204690385","113.360571146101"
"C0631","23.0783793334018","113.355451391289"
"C0632","23.0876292287885","113.333841266126"
"C0633","23.0715274253555","113.327310079367"
"C0634","23.0740204690385","113.360571146101"
"C0635","23.0779636782758","113.356934667957"
"C0636","23.0783854918091","113.35813396001"
"C0637","23.0778171312894","113.355091935238"
"C0638","23.0844479089863","113.329498171928"
"C0639","23.0777533860557","113.354672682582"
"C0640","23.0724674685281","113.323825029481"
"C0641","23.0718286958716","113.289007475977"
"C0642","23.0806586778044","113.277004791164"
"C0643","23.0729479201077","113.325029097526"
"C0644","23.1073799817337","113.295757677747"
"C0645","23.0876292287885","113.333841266126"
"C0646","23.0709424578153","113.327520038517"
"C0647","23.0865826725345","113.342103831738"
"C0648","23.0876292287885","113.333841266126"
"C0649","23.0937713348071","113.367605189954"
"C0650","23.0954427120507","113.345369123757"
"C0651","23.096084665751","113.304756527749"
"C0652","23.0799127421251","113.280828257071"
"C0653","23.0989917138954","113.2601141997"
"C0654","23.0931230388096","113.293560526832"
"C0655","23.0754014497394","113.289208271513"
"C0656","23.0985783558674","113.266273576054"
"C0657","23.0740113565949","113.288750750144"
"C0658","23.0966082092606","113.3215029834"
"C0659","23.0986309351338","113.31823357804"
"C0660","23.1054356097074","113.289522530221"
"C0661","23.0958717995407","113.325217207191"
"C0662","23.1243757118004","113.282918246504"
"C0663","23.0876292287885","113.333841266126"
"C0664","23.0857232230438","113.333289845823"
"C0665","23.0922722172877","113.312791575889"
"C0666","23.0915088100816","113.316172257048"
