mirror_id,x_m,y_m,z_m
47,96.47500000000001,-325.39348498974124,3.15
48,107.825,-325.39348498974124,3.15
49,119.17500000000001,-325.39348498974124,3.15
50,-147.55,-315.56409665678785,3.15
51,-136.20000000000002,-315.56409665678785,3.15
52,-124.85000000000002,-315.56409665678785,3.15
53,-113.50000000000001,-315.56409665678785,3.15
54,-102.15,-315.56409665678785,3.15
55,-90.80000000000001,-315.56409665678785,3.15
56,-79.45000000000002,-315.56409665678785,3.15
57,-68.10000000000001,-315.56409665678785,3.15
58,-56.75000000000001,-315.56409665678785,3.15
59,-45.400000000000006,-315.56409665678785,3.15
60,-34.050000000000004,-315.56409665678785,3.15
61,-22.700000000000003,-315.56409665678785,3.15
62,-11.350000000000001,-315.56409665678785,3.15
63,0.0,-315.56409665678785,3.15
64,11.350000000000001,-315.56409665678785,3.15
65,22.700000000000003,-315.56409665678785,3.15
66,34.050000000000004,-315.56409665678785,3.15
67,45.400000000000006,-315.56409665678785,3.15
68,56.75000000000001,-315.56409665678785,3.15
69,68.10000000000001,-315.56409665678785,3.15
70,79.45000000000002,-315.56409665678785,3.15
71,90.80000000000001,-315.56409665678785,3.15
72,102.15,-315.56409665678785,3.15
73,113.50000000000001,-315.56409665678785,3.15
74,124.85000000000002,-315.56409665678785,3.15
75,136.20000000000002,-315.56409665678785,3.15
76,147.55,-315.56409665678785,3.15
77,-164.57500000000002,-305.73470832383447,3.15
78,-153.22500000000002,-305.73470832383447,3.15
79,-141.875,-305.73470832383447,3.15
80,-130.525,-305.73470832383447,3.15
81,-119.17500000000003,-305.73470832383447,3.15
82,-107.82500000000002,-305.73470832383447,3.15
83,-96.47500000000001,-305.73470832383447,3.15
84,-85.12500000000001,-305.73470832383447,3.15
85,-73.77500000000002,-305.73470832383447,3.15
86,-62.42500000000001,-305.73470832383447,3.15
87,-51.075,-305.73470832383447,3.15
88,-39.72500000000001,-305.73470832383447,3.15
89,-28.375000000000004,-305.73470832383447,3.15
90,-17.025000000000002,-305.73470832383447,3.15
91,-5.675000000000001,-305.73470832383447,3.15
92,5.675000000000001,-305.73470832383447,3.15
93,17.025000000000002,-305.73470832383447,3.15
94,28.375000000000004,-305.73470832383447,3.15
95,39.72500000000001,-305.73470832383447,3.15
96,51.075,-305.73470832383447,3.15
97,62.42500000000001,-305.73470832383447,3.15
98,73.775,-305.73470832383447,3.15
99,85.12500000000001,-305.73470832383447,3.15
100,96.47500000000001,-305.73470832383447,3.15
101,107.825,-305.73470832383447,3.15
102,119.17500000000001,-305.73470832383447,3.15
103,130.52500000000003,-305.73470832383447,3.15
104,141.87500000000003,-305.73470832383447,3.15
105,153.22500000000002,-305.73470832383447,3.15
106,164.57500000000005,-305.73470832383447,3.15
107,-181.60000000000002,-295.9053199908811,3.15
108,-170.25000000000003,-295.9053199908811,3.15
109,-158.90000000000003,-295.9053199908811,3.15
110,-147.55,-295.9053199908811,3.15
111,-136.20000000000002,-295.9053199908811,3.15
112,-124.85000000000002,-295.9053199908811,3.15
113,-113.50000000000001,-295.9053199908811,3.15
114,-102.15,-295.9053199908811,3.15
115,-90.80000000000001,-295.9053199908811,3.15
116,-79.45000000000002,-295.9053199908811,3.15
117,-68.10000000000001,-295.9053199908811,3.15
118,-56.75000000000001,-295.9053199908811,3.15
119,-45.400000000000006,-295.9053199908811,3.15
120,-34.050000000000004,-295.9053199908811,3.15
121,-22.700000000000003,-295.9053199908811,3.15
122,-11.350000000000001,-295.9053199908811,3.15
123,0.0,-295.9053199908811,3.15
124,11.350000000000001,-295.9053199908811,3.15
125,22.700000000000003,-295.9053199908811,3.15
126,34.050000000000004,-295.9053199908811,3.15
127,45.400000000000006,-295.9053199908811,3.15
128,56.75000000000001,-295.9053199908811,3.15
129,68.10000000000001,-295.9053199908811,3.15
130,79.45000000000002,-295.9053199908811,3.15
131,90.80000000000001,-295.9053199908811,3.15
132,102.15,-295.9053199908811,3.15
133,113.50000000000001,-295.9053199908811,3.15
134,124.85000000000002,-295.9053199908811,3.15
135,136.20000000000002,-295.9053199908811,3.15
136,147.55,-295.9053199908811,3.15
137,158.90000000000003,-295.9053199908811,3.15
138,170.25000000000003,-295.9053199908811,3.15
139,181.60000000000002,-295.9053199908811,3.15
140,-198.625,-286.0759316579277,3.15
141,-187.275,-286.0759316579277,3.15
142,-175.925,-286.0759316579277,3.15
143,-164.57500000000002,-286.0759316579277,3.15
144,-153.22500000000002,-286.0759316579277,3.15
145,-141.875,-286.0759316579277,3.15
146,-130.525,-286.0759316579277,3.15
147,-119.17500000000003,-286.0759316579277,3.15
148,-107.82500000000002,-286.0759316579277,3.15
149,-96.47500000000001,-286.0759316579277,3.15
150,-85.12500000000001,-286.0759316579277,3.15
151,-73.77500000000002,-286.0759316579277,3.15
152,-62.42500000000001,-286.0759316579277,3.15
153,-51.075,-286.0759316579277,3.15
154,-39.72500000000001,-286.0759316579277,3.15
155,-28.375000000000004,-286.0759316579277,3.15
156,-17.025000000000002,-286.0759316579277,3.15
157,-5.675000000000001,-286.0759316579277,3.15
158,5.675000000000001,-286.0759316579277,3.15
159,17.025000000000002,-286.0759316579277,3.15
160,28.375000000000004,-286.0759316579277,3.15
161,39.72500000000001,-286.0759316579277,3.15
162,51.075,-286.0759316579277,3.15
163,62.42500000000001,-286.0759316579277,3.15
164,73.775,-286.0759316579277,3.15
165,85.12500000000001,-286.0759316579277,3.15
166,96.47500000000001,-286.0759316579277,3.15
167,107.825,-286.0759316579277,3.15
168,119.17500000000001,-286.0759316579277,3.15
169,130.52500000000003,-286.0759316579277,3.15
170,141.87500000000003,-286.0759316579277,3.15
171,153.22500000000002,-286.0759316579277,3.15
172,164.57500000000005,-286.0759316579277,3.15
173,175.92500000000004,-286.0759316579277,3.15
174,187.27500000000003,-286.0759316579277,3.15
175,198.62500000000003,-286.0759316579277,3.15
176,-204.3,-276.2465433249743,3.15
177,-192.95000000000002,-276.2465433249743,3.15
178,-181.60000000000002,-276.2465433249743,3.15
179,-170.25000000000003,-276.2465433249743,3.15
180,-158.90000000000003,-276.2465433249743,3.15
181,-147.55,-276.2465433249743,3.15
182,-136.20000000000002,-276.2465433249743,3.15
183,-124.85000000000002,-276.2465433249743,3.15
184,-113.50000000000001,-276.2465433249743,3.15
185,-102.15,-276.2465433249743,3.15
186,-90.80000000000001,-276.2465433249743,3.15
187,-79.45000000000002,-276.2465433249743,3.15
188,-68.10000000000001,-276.2465433249743,3.15
189,-56.75000000000001,-276.2465433249743,3.15
190,-45.400000000000006,-276.2465433249743,3.15
191,-34.050000000000004,-276.2465433249743,3.15
192,-22.700000000000003,-276.2465433249743,3.15
193,-11.350000000000001,-276.2465433249743,3.15
194,0.0,-276.2465433249743,3.15
195,11.350000000000001,-276.2465433249743,3.15
196,22.700000000000003,-276.2465433249743,3.15
197,34.050000000000004,-276.2465433249743,3.15
198,45.400000000000006,-276.2465433249743,3.15
199,56.75000000000001,-276.2465433249743,3.15
200,68.10000000000001,-276.2465433249743,3.15
201,79.45000000000002,-276.2465433249743,3.15
202,90.80000000000001,-276.2465433249743,3.15
203,102.15,-276.2465433249743,3.15
204,113.50000000000001,-276.2465433249743,3.15
205,124.85000000000002,-276.2465433249743,3.15
206,136.20000000000002,-276.2465433249743,3.15
207,147.55,-276.2465433249743,3.15
208,158.90000000000003,-276.2465433249743,3.15
209,170.25000000000003,-276.2465433249743,3.15
210,181.60000000000002,-276.2465433249743,3.15
211,192.95000000000002,-276.2465433249743,3.15
212,204.3,-276.2465433249743,3.15
213,-221.32500000000002,-266.417154992021,3.15
214,-209.97500000000002,-266.417154992021,3.15
215,-198.625,-266.417154992021,3.15
216,-187.275,-266.417154992021,3.15
217,-175.925,-266.417154992021,3.15
218,-164.57500000000002,-266.417154992021,3.15
219,-153.22500000000002,-266.417154992021,3.15
220,-141.875,-266.417154992021,3.15
221,-130.525,-266.417154992021,3.15
222,-119.17500000000003,-266.417154992021,3.15
223,-107.82500000000002,-266.417154992021,3.15
224,-96.47500000000001,-266.417154992021,3.15
225,-85.12500000000001,-266.417154992021,3.15
226,-73.77500000000002,-266.417154992021,3.15
227,-62.42500000000001,-266.417154992021,3.15
228,-51.075,-266.417154992021,3.15
229,-39.72500000000001,-266.417154992021,3.15
230,-28.375000000000004,-266.417154992021,3.15
231,-17.025000000000002,-266.417154992021,3.15
232,-5.675000000000001,-266.417154992021,3.15
233,5.675000000000001,-266.417154992021,3.15
234,17.025000000000002,-266.417154992021,3.15
235,28.375000000000004,-266.417154992021,3.15
236,39.72500000000001,-266.417154992021,3.15
237,51.075,-266.417154992021,3.15
238,62.42500000000001,-266.417154992021,3.15
239,73.775,-266.417154992021,3.15
240,85.12500000000001,-266.417154992021,3.15
241,96.47500000000001,-266.417154992021,3.15
242,107.825,-266.417154992021,3.15
243,119.17500000000001,-266.417154992021,3.15
244,130.52500000000003,-266.417154992021,3.15
245,141.87500000000003,-266.417154992021,3.15
246,153.22500000000002,-266.417154992021,3.15
247,164.57500000000005,-266.417154992021,3.15
248,175.92500000000004,-266.417154992021,3.15
249,187.27500000000003,-266.417154992021,3.15
250,198.62500000000003,-266.417154992021,3.15
251,209.97500000000002,-266.417154992021,3.15
252,221.32500000000005,-266.417154992021,3.15
253,-227.00000000000003,-256.5877666590676,3.15
254,-215.65000000000003,-256.5877666590676,3.15
255,-204.3,-256.5877666590676,3.15
256,-192.95000000000002,-256.5877666590676,3.15
257,-181.60000000000002,-256.5877666590676,3.15
258,-170.25000000000003,-256.5877666590676,3.15
259,-158.90000000000003,-256.5877666590676,3.15
260,-147.55,-256.5877666590676,3.15
261,-136.20000000000002,-256.5877666590676,3.15
262,-124.85000000000002,-256.5877666590676,3.15
263,-113.50000000000001,-256.5877666590676,3.15
264,-102.15,-256.5877666590676,3.15
265,-90.80000000000001,-256.5877666590676,3.15
266,-79.45000000000002,-256.5877666590676,3.15
267,-68.10000000000001,-256.5877666590676,3.15
268,-56.75000000000001,-256.5877666590676,3.15
269,-45.400000000000006,-256.5877666590676,3.15
270,-34.050000000000004,-256.5877666590676,3.15
271,-22.700000000000003,-256.5877666590676,3.15
272,-11.350000000000001,-256.5877666590676,3.15
273,0.0,-256.5877666590676,3.15
274,11.350000000000001,-256.5877666590676,3.15
275,22.700000000000003,-256.5877666590676,3.15
276,34.050000000000004,-256.5877666590676,3.15
277,45.400000000000006,-256.5877666590676,3.15
278,56.75000000000001,-256.5877666590676,3.15
279,68.10000000000001,-256.5877666590676,3.15
280,79.45000000000002,-256.5877666590676,3.15
281,90.80000000000001,-256.5877666590676,3.15
282,102.15,-256.5877666590676,3.15
283,113.50000000000001,-256.5877666590676,3.15
284,124.85000000000002,-256.5877666590676,3.15
285,136.20000000000002,-256.5877666590676,3.15
286,147.55,-256.5877666590676,3.15
287,158.90000000000003,-256.5877666590676,3.15
288,170.25000000000003,-256.5877666590676,3.15
289,181.60000000000002,-256.5877666590676,3.15
290,192.95000000000002,-256.5877666590676,3.15
291,204.3,-256.5877666590676,3.15
292,215.65000000000003,-256.5877666590676,3.15
293,227.00000000000003,-256.5877666590676,3.15
294,-244.02500000000003,-246.75837832611418,3.15
295,-232.675,-246.75837832611418,3.15
296,-221.32500000000002,-246.75837832611418,3.15
297,-209.97500000000002,-246.75837832611418,3.15
298,-198.625,-246.75837832611418,3.15
299,-187.275,-246.75837832611418,3.15
300,-175.925,-246.75837832611418,3.15
301,-164.57500000000002,-246.75837832611418,3.15
302,-153.22500000000002,-246.75837832611418,3.15
303,-141.875,-246.75837832611418,3.15
304,-130.525,-246.75837832611418,3.15
305,-119.17500000000003,-246.75837832611418,3.15
306,-107.82500000000002,-246.75837832611418,3.15
307,-96.47500000000001,-246.75837832611418,3.15
308,-85.12500000000001,-246.75837832611418,3.15
309,-73.77500000000002,-246.75837832611418,3.15
310,-62.42500000000001,-246.75837832611418,3.15
311,-51.075,-246.75837832611418,3.15
312,-39.72500000000001,-246.75837832611418,3.15
313,-28.375000000000004,-246.75837832611418,3.15
314,-17.025000000000002,-246.75837832611418,3.15
315,-5.675000000000001,-246.75837832611418,3.15
316,5.675000000000001,-246.75837832611418,3.15
317,17.025000000000002,-246.75837832611418,3.15
318,28.375000000000004,-246.75837832611418,3.15
319,39.72500000000001,-246.75837832611418,3.15
320,51.075,-246.75837832611418,3.15
321,62.42500000000001,-246.75837832611418,3.15
322,73.775,-246.75837832611418,3.15
323,85.12500000000001,-246.75837832611418,3.15
324,96.47500000000001,-246.75837832611418,3.15
325,107.825,-246.75837832611418,3.15
326,119.17500000000001,-246.75837832611418,3.15
327,130.52500000000003,-246.75837832611418,3.15
328,141.87500000000003,-246.75837832611418,3.15
329,153.22500000000002,-246.75837832611418,3.15
330,164.57500000000005,-246.75837832611418,3.15
331,175.92500000000004,-246.75837832611418,3.15
332,187.27500000000003,-246.75837832611418,3.15
333,198.62500000000003,-246.75837832611418,3.15
334,209.97500000000002,-246.75837832611418,3.15
335,221.32500000000005,-246.75837832611418,3.15
336,232.67500000000004,-246.75837832611418,3.15
337,244.02500000000003,-246.75837832611418,3.15
338,-249.70000000000005,-236.92898999316083,3.15
339,-238.35000000000002,-236.92898999316083,3.15
340,-227.00000000000003,-236.92898999316083,3.15
341,-215.65000000000003,-236.92898999316083,3.15
342,-204.3,-236.92898999316083,3.15
343,-192.95000000000002,-236.92898999316083,3.15
344,-181.60000000000002,-236.92898999316083,3.15
345,-170.25000000000003,-236.92898999316083,3.15
346,-158.90000000000003,-236.92898999316083,3.15
347,-147.55,-236.92898999316083,3.15
348,-136.20000000000002,-236.92898999316083,3.15
349,-124.85000000000002,-236.92898999316083,3.15
350,-113.50000000000001,-236.92898999316083,3.15
351,-102.15,-236.92898999316083,3.15
352,-90.80000000000001,-236.92898999316083,3.15
353,-79.45000000000002,-236.92898999316083,3.15
354,-68.10000000000001,-236.92898999316083,3.15
355,-56.75000000000001,-236.92898999316083,3.15
356,-45.400000000000006,-236.92898999316083,3.15
357,-34.050000000000004,-236.92898999316083,3.15
358,-22.700000000000003,-236.92898999316083,3.15
359,-11.350000000000001,-236.92898999316083,3.15
360,0.0,-236.92898999316083,3.15
361,11.350000000000001,-236.92898999316083,3.15
362,22.700000000000003,-236.92898999316083,3.15
363,34.050000000000004,-236.92898999316083,3.15
364,45.400000000000006,-236.92898999316083,3.15
365,56.75000000000001,-236.92898999316083,3.15
366,68.10000000000001,-236.92898999316083,3.15
367,79.45000000000002,-236.92898999316083,3.15
368,90.80000000000001,-236.92898999316083,3.15
369,102.15,-236.92898999316083,3.15
370,113.50000000000001,-236.92898999316083,3.15
371,124.85000000000002,-236.92898999316083,3.15
372,136.20000000000002,-236.92898999316083,3.15
373,147.55,-236.92898999316083,3.15
374,158.90000000000003,-236.92898999316083,3.15
375,170.25000000000003,-236.92898999316083,3.15
376,181.60000000000002,-236.92898999316083,3.15
377,192.95000000000002,-236.92898999316083,3.15
378,204.3,-236.92898999316083,3.15
379,215.65000000000003,-236.92898999316083,3.15
380,227.00000000000003,-236.92898999316083,3.15
381,238.35000000000002,-236.92898999316083,3.15
382,249.70000000000005,-236.92898999316083,3.15
383,-255.375,-227.09960166020744,3.15
384,-244.02500000000003,-227.09960166020744,3.15
385,-232.675,-227.09960166020744,3.15
386,-221.32500000000002,-227.09960166020744,3.15
387,-209.97500000000002,-227.09960166020744,3.15
388,-198.625,-227.09960166020744,3.15
389,-187.275,-227.09960166020744,3.15
390,-175.925,-227.09960166020744,3.15
391,-164.57500000000002,-227.09960166020744,3.15
392,-153.22500000000002,-227.09960166020744,3.15
393,-141.875,-227.09960166020744,3.15
394,-130.525,-227.09960166020744,3.15
395,-119.17500000000003,-227.09960166020744,3.15
396,-107.82500000000002,-227.09960166020744,3.15
397,-96.47500000000001,-227.09960166020744,3.15
398,-85.12500000000001,-227.09960166020744,3.15
399,-73.77500000000002,-227.09960166020744,3.15
400,-62.42500000000001,-227.09960166020744,3.15
401,-51.075,-227.09960166020744,3.15
402,-39.72500000000001,-227.09960166020744,3.15
403,-28.375000000000004,-227.09960166020744,3.15
404,-17.025000000000002,-227.09960166020744,3.15
405,-5.675000000000001,-227.09960166020744,3.15
406,5.675000000000001,-227.09960166020744,3.15
407,17.025000000000002,-227.09960166020744,3.15
408,28.375000000000004,-227.09960166020744,3.15
409,39.72500000000001,-227.09960166020744,3.15
410,51.075,-227.09960166020744,3.15
411,62.42500000000001,-227.09960166020744,3.15
412,73.775,-227.09960166020744,3.15
413,85.12500000000001,-227.09960166020744,3.15
414,96.47500000000001,-227.09960166020744,3.15
415,107.825,-227.09960166020744,3.15
416,119.17500000000001,-227.09960166020744,3.15
417,130.52500000000003,-227.09960166020744,3.15
418,141.87500000000003,-227.09960166020744,3.15
419,153.22500000000002,-227.09960166020744,3.15
420,164.57500000000005,-227.09960166020744,3.15
421,175.92500000000004,-227.09960166020744,3.15
422,187.27500000000003,-227.09960166020744,3.15
423,198.62500000000003,-227.09960166020744,3.15
424,209.97500000000002,-227.09960166020744,3.15
425,221.32500000000005,-227.09960166020744,3.15
426,232.67500000000004,-227.09960166020744,3.15
427,244.02500000000003,-227.09960166020744,3.15
428,255.37500000000006,-227.09960166020744,3.15
429,-272.40000000000003,-217.27021332725406,3.15
430,-261.05,-217.27021332725406,3.15
431,-249.70000000000005,-217.27021332725406,3.15
432,-238.35000000000002,-217.27021332725406,3.15
433,-227.00000000000003,-217.27021332725406,3.15
434,-215.65000000000003,-217.27021332725406,3.15
435,-204.3,-217.27021332725406,3.15
436,-192.95000000000002,-217.27021332725406,3.15
437,-181.60000000000002,-217.27021332725406,3.15
438,-170.25000000000003,-217.27021332725406,3.15
439,-158.90000000000003,-217.27021332725406,3.15
440,-147.55,-217.27021332725406,3.15
441,-136.20000000000002,-217.27021332725406,3.15
442,-124.85000000000002,-217.27021332725406,3.15
443,-113.50000000000001,-217.27021332725406,3.15
444,-102.15,-217.27021332725406,3.15
445,-90.80000000000001,-217.27021332725406,3.15
446,-79.45000000000002,-217.27021332725406,3.15
447,-68.10000000000001,-217.27021332725406,3.15
448,-56.75000000000001,-217.27021332725406,3.15
449,-45.400000000000006,-217.27021332725406,3.15
450,-34.050000000000004,-217.27021332725406,3.15
451,-22.700000000000003,-217.27021332725406,3.15
452,-11.350000000000001,-217.27021332725406,3.15
453,0.0,-217.27021332725406,3.15
454,11.350000000000001,-217.27021332725406,3.15
455,22.700000000000003,-217.27021332725406,3.15
456,34.050000000000004,-217.27021332725406,3.15
457,45.400000000000006,-217.27021332725406,3.15
458,56.75000000000001,-217.27021332725406,3.15
459,68.10000000000001,-217.27021332725406,3.15
460,79.45000000000002,-217.27021332725406,3.15
461,90.80000000000001,-217.27021332725406,3.15
462,102.15,-217.27021332725406,3.15
463,113.50000000000001,-217.27021332725406,3.15
464,124.85000000000002,-217.27021332725406,3.15
465,136.20000000000002,-217.27021332725406,3.15
466,147.55,-217.27021332725406,3.15
467,158.90000000000003,-217.27021332725406,3.15
468,170.25000000000003,-217.27021332725406,3.15
469,181.60000000000002,-217.27021332725406,3.15
470,192.95000000000002,-217.27021332725406,3.15
471,204.3,-217.27021332725406,3.15
472,215.65000000000003,-217.27021332725406,3.15
473,227.00000000000003,-217.27021332725406,3.15
474,238.35000000000002,-217.27021332725406,3.15
475,249.70000000000005,-217.27021332725406,3.15
476,261.05,-217.27021332725406,3.15
477,272.40000000000003,-217.27021332725406,3.15
478,-278.07500000000005,-207.44082499430067,3.15
479,-266.725,-207.44082499430067,3.15
480,-255.375,-207.44082499430067,3.15
481,-244.02500000000003,-207.44082499430067,3.15
482,-232.675,-207.44082499430067,3.15
483,-221.32500000000002,-207.44082499430067,3.15
484,-209.97500000000002,-207.44082499430067,3.15
485,-198.625,-207.44082499430067,3.15
486,-187.275,-207.44082499430067,3.15
487,-175.925,-207.44082499430067,3.15
488,-164.57500000000002,-207.44082499430067,3.15
489,-153.22500000000002,-207.44082499430067,3.15
490,-141.875,-207.44082499430067,3.15
491,-130.525,-207.44082499430067,3.15
492,-119.17500000000003,-207.44082499430067,3.15
493,-107.82500000000002,-207.44082499430067,3.15
494,-96.47500000000001,-207.44082499430067,3.15
495,-85.12500000000001,-207.44082499430067,3.15
496,-73.77500000000002,-207.44082499430067,3.15
497,-62.42500000000001,-207.44082499430067,3.15
498,-51.075,-207.44082499430067,3.15
499,-39.72500000000001,-207.44082499430067,3.15
500,-28.375000000000004,-207.44082499430067,3.15
501,-17.025000000000002,-207.44082499430067,3.15
502,-5.675000000000001,-207.44082499430067,3.15
503,5.675000000000001,-207.44082499430067,3.15
504,17.025000000000002,-207.44082499430067,3.15
505,28.375000000000004,-207.44082499430067,3.15
506,39.72500000000001,-207.44082499430067,3.15
507,51.075,-207.44082499430067,3.15
508,62.42500000000001,-207.44082499430067,3.15
509,73.775,-207.44082499430067,3.15
510,85.12500000000001,-207.44082499430067,3.15
511,96.47500000000001,-207.44082499430067,3.15
512,107.825,-207.44082499430067,3.15
513,119.17500000000001,-207.44082499430067,3.15
514,130.52500000000003,-207.44082499430067,3.15
515,141.87500000000003,-207.44082499430067,3.15
516,153.22500000000002,-207.44082499430067,3.15
517,164.57500000000005,-207.44082499430067,3.15
518,175.92500000000004,-207.44082499430067,3.15
519,187.27500000000003,-207.44082499430067,3.15
520,198.62500000000003,-207.44082499430067,3.15
521,209.97500000000002,-207.44082499430067,3.15
522,221.32500000000005,-207.44082499430067,3.15
523,232.67500000000004,-207.44082499430067,3.15
524,244.02500000000003,-207.44082499430067,3.15
525,255.37500000000006,-207.44082499430067,3.15
526,266.725,-207.44082499430067,3.15
527,278.07500000000005,-207.44082499430067,3.15
528,-283.75000000000006,-197.61143666134728,3.15
529,-272.40000000000003,-197.61143666134728,3.15
530,-261.05,-197.61143666134728,3.15
531,-249.70000000000005,-197.61143666134728,3.15
532,-238.35000000000002,-197.61143666134728,3.15
533,-227.00000000000003,-197.61143666134728,3.15
534,-215.65000000000003,-197.61143666134728,3.15
535,-204.3,-197.61143666134728,3.15
536,-192.95000000000002,-197.61143666134728,3.15
537,-181.60000000000002,-197.61143666134728,3.15
538,-170.25000000000003,-197.61143666134728,3.15
539,-158.90000000000003,-197.61143666134728,3.15
540,-147.55,-197.61143666134728,3.15
541,-136.20000000000002,-197.61143666134728,3.15
542,-124.85000000000002,-197.61143666134728,3.15
543,-113.50000000000001,-197.61143666134728,3.15
544,-102.15,-197.61143666134728,3.15
545,-90.80000000000001,-197.61143666134728,3.15
546,-79.45000000000002,-197.61143666134728,3.15
547,-68.10000000000001,-197.61143666134728,3.15
548,-56.75000000000001,-197.61143666134728,3.15
549,-45.400000000000006,-197.61143666134728,3.15
550,-34.050000000000004,-197.61143666134728,3.15
551,-22.700000000000003,-197.61143666134728,3.15
552,-11.350000000000001,-197.61143666134728,3.15
553,0.0,-197.61143666134728,3.15
554,11.350000000000001,-197.61143666134728,3.15
555,22.700000000000003,-197.61143666134728,3.15
556,34.050000000000004,-197.61143666134728,3.15
557,45.400000000000006,-197.61143666134728,3.15
558,56.75000000000001,-197.61143666134728,3.15
559,68.10000000000001,-197.61143666134728,3.15
560,79.45000000000002,-197.61143666134728,3.15
561,90.80000000000001,-197.61143666134728,3.15
562,102.15,-197.61143666134728,3.15
563,113.50000000000001,-197.61143666134728,3.15
564,124.85000000000002,-197.61143666134728,3.15
565,136.20000000000002,-197.61143666134728,3.15
566,147.55,-197.61143666134728,3.15
567,158.90000000000003,-197.61143666134728,3.15
568,170.25000000000003,-197.61143666134728,3.15
569,181.60000000000002,-197.61143666134728,3.15
570,192.95000000000002,-197.61143666134728,3.15
571,204.3,-197.61143666134728,3.15
572,215.65000000000003,-197.61143666134728,3.15
573,227.00000000000003,-197.61143666134728,3.15
574,238.35000000000002,-197.61143666134728,3.15
575,249.70000000000005,-197.61143666134728,3.15
576,261.05,-197.61143666134728,3.15
577,272.40000000000003,-197.61143666134728,3.15
578,283.75000000000006,-197.61143666134728,3.15
579,-289.425,-187.78204832839393,3.15
580,-278.07500000000005,-187.78204832839393,3.15
581,-266.725,-187.78204832839393,3.15
582,-255.375,-187.78204832839393,3.15
583,-244.02500000000003,-187.78204832839393,3.15
584,-232.675,-187.78204832839393,3.15
585,-221.32500000000002,-187.78204832839393,3.15
586,-209.97500000000002,-187.78204832839393,3.15
587,-198.625,-187.78204832839393,3.15
588,-187.275,-187.78204832839393,3.15
589,-175.925,-187.78204832839393,3.15
590,-164.57500000000002,-187.78204832839393,3.15
591,-153.22500000000002,-187.78204832839393,3.15
592,-141.875,-187.78204832839393,3.15
593,-130.525,-187.78204832839393,3.15
594,-119.17500000000003,-187.78204832839393,3.15
595,-107.82500000000002,-187.78204832839393,3.15
596,-96.47500000000001,-187.78204832839393,3.15
597,-85.12500000000001,-187.78204832839393,3.15
598,-73.77500000000002,-187.78204832839393,3.15
599,-62.42500000000001,-187.78204832839393,3.15
600,-51.075,-187.78204832839393,3.15
601,-39.72500000000001,-187.78204832839393,3.15
602,-28.375000000000004,-187.78204832839393,3.15
603,-17.025000000000002,-187.78204832839393,3.15
604,-5.675000000000001,-187.78204832839393,3.15
605,5.675000000000001,-187.78204832839393,3.15
606,17.025000000000002,-187.78204832839393,3.15
607,28.375000000000004,-187.78204832839393,3.15
608,39.72500000000001,-187.78204832839393,3.15
609,51.075,-187.78204832839393,3.15
610,62.42500000000001,-187.78204832839393,3.15
611,73.775,-187.78204832839393,3.15
612,85.12500000000001,-187.78204832839393,3.15
613,96.47500000000001,-187.78204832839393,3.15
614,107.825,-187.78204832839393,3.15
615,119.17500000000001,-187.78204832839393,3.15
616,130.52500000000003,-187.78204832839393,3.15
617,141.87500000000003,-187.78204832839393,3.15
