mirror_id,x_m,y_m,annual_optical_efficiency,annual_cosine_efficiency,annual_atmospheric_efficiency,annual_shadow_blocking_efficiency,annual_truncation_efficiency
18,-11.350000000000001,-335.22287332269457,0.4502518339287062,0.5669745232750963,0.9611903141279394,0.937890625,0.9649446082177445
19,0.0,-335.22287332269457,0.45160915619086617,0.5669081438717226,0.9612142741550046,0.9384114583333333,0.9675527328379051
20,11.350000000000001,-335.22287332269457,0.4508207656941282,0.5669745232750965,0.9611903141279394,0.9380859375,0.9653333995576265
21,22.700000000000003,-335.22287332269457,0.44592217664876294,0.5671730026676907,0.9611185590180038,0.9307291666666667,0.9619280407647646
22,34.050000000000004,-335.22287332269457,0.4393987748337576,0.5675016248786816,0.9609993808103978,0.9220703125,0.9573319894624527
23,45.400000000000006,-335.22287332269457,0.4316765278982677,0.5679571909964989,0.9608333898771023,0.9107421875,0.9540197052162555
24,56.75000000000001,-335.22287332269457,0.4201231651246399,0.5685353507969139,0.9606214211118579,0.8884114583333333,0.9537907135073858
25,68.10000000000001,-335.22287332269457,0.40533565007928846,0.5692307216697005,0.9603645155463599,0.8591796875,0.9544301984244545
26,79.45000000000002,-335.22287332269457,0.38951450268178484,0.5700370295399219,0.9600638983598134,0.8291666666666667,0.9534638008772789
27,90.80000000000001,-335.22287332269457,0.37374533492182016,0.5709472646740834,0.9597209543084854,0.798828125,0.9540117428212537
28,-119.17500000000003,-325.39348498974124,0.3444563950097592,0.5770175989833726,0.9596075512661371,0.7432291666666667,0.9548673058046064
29,-107.82500000000002,-325.39348498974124,0.35563477959182926,0.5758560742407789,0.9600638983598134,0.7626302083333333,0.9546428913564091
30,-96.47500000000001,-325.39348498974124,0.36762564905180256,0.5747790445597231,0.9604809985971916,0.7841145833333333,0.9528120429591077
31,-85.12500000000001,-325.39348498974124,0.3835768732069646,0.5737952198179603,0.9608570420634946,0.8133463541666667,0.9535453105486451
32,-73.77500000000002,-325.39348498974124,0.40068190839774526,0.5729129928179701,0.9611903141279383,0.8444010416666666,0.9549896551784172
33,-62.42500000000001,-325.39348498974124,0.4160336367708651,0.5721402592569329,0.9614792255649863,0.8734375,0.9555516982907424
34,-51.075,-325.39348498974124,0.430758004417465,0.5714842327588433,0.9617223429171543,0.9016927083333334,0.9561340107468054
35,-39.72500000000001,-325.39348498974124,0.44145615846326586,0.5709512629866226,0.9619184179388042,0.9201822916666667,0.958119770188804
36,-28.375000000000004,-325.39348498974124,0.44873271013489635,0.5705466654033855,0.9620664148516603,0.9331380208333333,0.9592441444065825
37,-17.025000000000002,-325.39348498974124,0.45396544332163813,0.5702745713628335,0.9621655341192633,0.9411458333333333,0.9623970604632984
38,-5.675000000000001,-325.39348498974124,0.45694584340227523,0.5701378068079134,0.9622152315254344,0.9444661458333333,0.9659130837763005
39,5.675000000000001,-325.39348498974124,0.4576837574511632,0.5701378068079133,0.9622152315254344,0.9457682291666667,0.9658963222495524
40,17.025000000000002,-325.39348498974124,0.4535601519537199,0.5702745713628335,0.9621655341192633,0.940625,0.9614450438801396
41,28.375000000000004,-325.39348498974124,0.4476210903829558,0.5705466654033855,0.9620664148516603,0.9319010416666667,0.9577240931492508
42,39.72500000000001,-325.39348498974124,0.43978342669115894,0.5709512629866225,0.9619184179388042,0.9201171875,0.9543652923555
43,51.075,-325.39348498974124,0.43013376803909475,0.5714842327588433,0.9617223429171543,0.9024739583333333,0.9539194789405533
44,62.42500000000001,-325.39348498974124,0.4157267472368779,0.5721402592569328,0.9614792255649863,0.8741536458333333,0.95426725553394
45,73.775,-325.39348498974124,0.4006419816026583,0.5729129928179701,0.9611903141279383,0.8438151041666667,0.9556246852777615
46,85.12500000000001,-325.39348498974124,0.38504555794491585,0.5737952198179603,0.9608570420634946,0.8139322916666667,0.9562223681352819
47,96.47500000000001,-325.39348498974124,0.3697523719893559,0.5747790445597231,0.9604809985971916,0.7864583333333334,0.9553314642547126
48,107.825,-325.39348498974124,0.35624240148437436,0.5758560742407788,0.9600638983598134,0.7634114583333333,0.955219480847137
49,119.17500000000001,-325.39348498974124,0.34453573994951897,0.5770175989833725,0.9596075512661371,0.744921875,0.9526130663062776
50,-147.55,-315.56409665678785,0.3527813503697667,0.5838898508072984,0.9591806628615983,0.7565104166666666,0.9490640204345936
51,-136.20000000000002,-315.56409665678785,0.35129969113956216,0.58253519749908,0.9597436890652706,0.753515625,0.9508845820610745
52,-124.85000000000002,-315.56409665678785,0.34971033370545,0.5812415079228656,0.9602716758299438,0.7477213541666666,0.9549654394978393
53,-113.50000000000001,-315.56409665678785,0.3538038749416849,0.5800180815419128,0.9607625539916659,0.75390625,0.9574947245184261
54,-102.15,-315.56409665678785,0.36607004974694024,0.578874335688074,0.9612142741550046,0.7751302083333333,0.9570475215314994
55,-90.80000000000001,-315.56409665678785,0.3800397552675794,0.5778196555297369,0.9616248350215117,0.8009765625,0.9554607715229823
56,-79.45000000000002,-315.56409665678785,0.3962812355129287,0.5768632203385516,0.9619923146927296,0.8303385416666667,0.9560983206062992
57,-68.10000000000001,-315.56409665678785,0.4124399496746401,0.5760138108572141,0.9623149042123573,0.8596354166666667,0.9570961071126541
58,-56.75000000000001,-315.56409665678785,0.4279318707751591,0.5752796047801801,0.9625909423324539,0.8895833333333333,0.9569836916594805
59,-45.400000000000006,-315.56409665678785,0.440590272027411,0.5746679690643245,0.962818950231492,0.9138671875,0.9570506937097185
60,-34.050000000000004,-315.56409665678785,0.449864857197299,0.5741852589039353,0.962997664711667,0.9302734375,0.9581704595511858
61,-22.700000000000003,-315.56409665678785,0.45597616503767713,0.5738366337325008,0.9631260682934761,0.9412760416666667,0.9593965808076395
62,-11.350000000000001,-315.56409665678785,0.4616900206817459,0.5736259005259584,0.9632034146361971,0.9501302083333333,0.9625776284505123
63,0.0,-315.56409665678785,0.46298626916061775,0.5735553938657786,0.9632292478607526,0.951171875,0.9648731600873978
64,11.350000000000001,-315.56409665678785,0.46035924817760077,0.5736259005259586,0.9632034146361971,0.9488932291666666,0.9608468685625959
65,22.700000000000003,-315.56409665678785,0.4556692241927443,0.5738366337325008,0.9631260682934761,0.94140625,0.9580641341431686
66,34.050000000000004,-315.56409665678785,0.44780644812912807,0.5741852589039355,0.962997664711667,0.9294270833333333,0.95449319931674
67,45.400000000000006,-315.56409665678785,0.43915639785342486,0.5746679690643245,0.962818950231492,0.9141927083333333,0.9535288418764046
68,56.75000000000001,-315.56409665678785,0.42674638782195873,0.57527960478018,0.9625909423324539,0.8899088541666667,0.9538337333972382
69,68.10000000000001,-315.56409665678785,0.4119815502805734,0.576013810857214,0.9623149042123573,0.860546875,0.9553109591171072
70,79.45000000000002,-315.56409665678785,0.3956054327804228,0.5768632203385518,0.9619923146927296,0.8296875,0.95526191133239
71,90.80000000000001,-315.56409665678785,0.3803308273607104,0.5778196555297369,0.9616248350215117,0.8008463541666667,0.9567102865571749
72,102.15,-315.56409665678785,0.3661898138910075,0.5788743356880739,0.9612142741550046,0.7743489583333333,0.9582278630417066
73,113.50000000000001,-315.56409665678785,0.3541627189625445,0.5800180815419129,0.9607625539916659,0.7552083333333334,0.9563408626433513
74,124.85000000000002,-315.56409665678785,0.3490066699617108,0.581241507922866,0.9602716758299438,0.7475260416666667,0.953045414617653
75,136.20000000000002,-315.56409665678785,0.35080885855345484,0.5825351974990801,0.9597436890652706,0.7536458333333333,0.9491294544603377
76,147.55,-315.56409665678785,0.35158275134453476,0.5838898508072986,0.9591806628615983,0.7556640625,0.9467190477075822
77,-164.57500000000002,-305.73470832383447,0.3680671165070628,0.5899138076268381,0.9591138336245991,0.7770833333333333,0.9484318970311167
78,-153.22500000000002,-305.73470832383447,0.3604710910340377,0.5884716307609404,0.9597436890652706,0.7626302083333333,0.951196162401906
79,-141.875,-305.73470832383447,0.35939940720809155,0.5870745071161969,0.9603412768528794,0.7606770833333333,0.9533085205801275
80,-130.525,-305.73470832383447,0.35936344063322867,0.585731729025335,0.9609044070523897,0.7610026041666667,0.9543007234890506
81,-119.17500000000003,-305.73470832383447,0.3613704024480897,0.5844529458498672,0.9614308613713958,0.7630208333333334,0.957379639589903
82,-107.82500000000002,-305.73470832383447,0.36608139776759624,0.5832480489970605,0.9619184179388042,0.7696614583333333,0.9601831834931631
83,-96.47500000000001,-305.73470832383447,0.3778897541440468,0.5821270272726934,0.9623648804369084,0.7910807291666667,0.9581226256059339
84,-85.12500000000001,-305.73470832383447,0.3920270443335821,0.5810997928358501,0.9627681112902114,0.8174479166666667,0.9562181050644082
85,-73.77500000000002,-305.73470832383447,0.40913455361496165,0.5801759809643318,0.9631260682934761,0.847265625,0.9579386032760875
86,-62.42500000000001,-305.73470832383447,0.42560775216425895,0.5793647298408117,0.9634368437072497,0.8770182291666667,0.9594687905597464
87,-51.075,-305.73470832383447,0.43888133428678444,0.5786744491961627,0.9636987044929909,0.903515625,0.9579784621695346
88,-39.72500000000001,-305.73470832383447,0.450445622715135,0.5781125886152284,0.963910132043081,0.925,0.9580220962935607
89,-28.375000000000004,-305.73470832383447,0.45878379530913177,0.5776854175130712,0.9640698595312519,0.9402994791666667,0.9588966354589306
90,-17.025000000000002,-305.73470832383447,0.46417974657753763,0.5773978292009246,0.9641769049119039,0.949609375,0.9605411831521558
91,-5.675000000000001,-305.73470832383447,0.4683808842415936,0.5772531810134466,0.9642305976685891,0.9569661458333333,0.9624071168628301
92,5.675000000000001,-305.73470832383447,0.4673875038210959,0.5772531810134466,0.9642305976685891,0.956640625,0.9606174710395909
93,17.025000000000002,-305.73470832383447,0.46315387024385046,0.5773978292009246,0.9641769049119039,0.9504557291666667,0.9571236008273459
94,28.375000000000004,-305.73470832383447,0.4563442836353151,0.5776854175130712,0.9640698595312519,0.9391927083333333,0.9548377724284863
95,39.72500000000001,-305.73470832383447,0.44786098367955207,0.5781125886152282,0.963910132043081,0.9248046875,0.9530599320649138
96,51.075,-305.73470832383447,0.43727688586850083,0.5786744491961628,0.9636987044929909,0.904296875,0.9535479350001007
97,62.42500000000001,-305.73470832383447,0.4233781566254354,0.5793647298408117,0.9634368437072497,0.8770182291666667,0.9544887232649116
98,73.775,-305.73470832383447,0.4069809210605912,0.5801759809643319,0.9631260682934761,0.8458984375,0.955205721720843
99,85.12500000000001,-305.73470832383447,0.39234804339356555,0.5810997928358502,0.9627681112902114,0.817578125,0.9574266361763709
100,96.47500000000001,-305.73470832383447,0.37881489075751956,0.5821270272726935,0.9623648804369084,0.791015625,0.9604816965889447
101,107.825,-305.73470832383447,0.36664088618303764,0.5832480489970603,0.9619184179388042,0.7709635416666667,0.9596585965599055
102,119.17500000000001,-305.73470832383447,0.36156731373011114,0.5844529458498672,0.9614308613713958,0.763671875,0.9564252298643001
103,130.52500000000003,-305.73470832383447,0.359074192357725,0.5857317290253351,0.9609044070523897,0.7611979166666667,0.9527802904286217
104,141.87500000000003,-305.73470832383447,0.3583040710457543,0.587074507116197,0.9603412768528794,0.7608072916666667,0.9502546436050782
105,153.22500000000002,-305.73470832383447,0.3589479622100478,0.5884716307609407,0.9597436890652706,0.7622395833333333,0.9477425499212804
106,164.57500000000005,-305.73470832383447,0.36783830029601183,0.5899138076268379,0.9591138336245991,0.778125,0.9461925400020325
107,-181.60000000000002,-295.9053199908811,0.387994464423891,0.5962721674192317,0.9589142654816264,0.8071614583333333,0.9459814112196632
108,-170.25000000000003,-295.9053199908811,0.3757656397967673,0.594776588527093,0.9596075512661371,0.7841796875,0.9485432308626198
109,-158.90000000000003,-295.9053199908811,0.37378423092107865,0.5933097152448196,0.9602716758299438,0.7800130208333333,0.9518532731374132
110,-147.55,-295.9053199908811,0.3721018926955223,0.5918804098496057,0.9609044070523897,0.7774739583333333,0.9535548210399972
111,-136.20000000000002,-295.9053199908811,0.3718305585761472,0.5904980840345353,0.9615034398366172,0.7766276041666667,0.9558694898026349
112,-124.85000000000002,-295.9053199908811,0.37107519801984723,0.5891726232492247,0.9620664148516603,0.7759765625,0.956332852783264
113,-113.50000000000001,-295.9053199908811,0.3734338085195306,0.5879142834508545,0.9625909423324539,0.7782552083333333,0.9596710271127603
114,-102.15,-295.9053199908811,0.37999435325892517,0.5867335562093791,0.963074631152855,0.7882161458333333,0.9623211281915682
115,-90.80000000000001,-295.9053199908811,0.39082694170026006,0.585641000035999,0.963515123114819,0.8083333333333333,0.9595375243427614
116,-79.45000000000002,-295.9053199908811,0.4059966425368677,0.5846470387724232,0.963910132043081,0.8360677083333333,0.9581109857256628
117,-68.10000000000001,-295.9053199908811,0.42250252103249236,0.5837617314601377,0.9642574868523471,0.8649088541666666,0.9597574031377644
118,-56.75000000000001,-295.9053199908811,0.4381132242289191,0.5829945217157343,0.9645551772926969,0.8934244791666667,0.9602300223778423
119,-45.400000000000006,-295.9053199908811,0.44961479891490175,0.5823539777251266,0.9648014006240454,0.9170572916666667,0.9577693104574855
120,-34.050000000000004,-295.9053199908811,0.46093425359007895,0.5818475361868711,0.964994607082637,0.9374348958333333,0.9588412582458388
121,-22.700000000000003,-295.9053199908811,0.46740198624502155,0.5814812647407667,0.9651335417476047,0.94921875,0.9593902536194056
122,-11.350000000000001,-295.9053199908811,0.47216814014405345,0.5812596575545496,0.9652172803550182,0.9588541666666667,0.9600578354815437
123,0.0,-295.9053199908811,0.4738688578066937,0.5811854776985732,0.9652452567830581,0.9634765625,0.9594810339063506
124,11.350000000000001,-295.9053199908811,0.47006441754047046,0.5812596575545494,0.9652172803550182,0.9587239583333333,0.9553809475346521
125,22.700000000000003,-295.9053199908811,0.46503321897879424,0.5814812647407667,0.9651335417476047,0.9492838541666667,0.9547253846515857
126,34.050000000000004,-295.9053199908811,0.45634673929742864,0.5818475361868711,0.964994607082637,0.9347005208333333,0.9524676849623444
127,45.400000000000006,-295.9053199908811,0.4473009007174716,0.5823539777251268,0.9648014006240454,0.9177083333333333,0.9525637315198033
128,56.75000000000001,-295.9053199908811,0.435229402796684,0.5829945217157343,0.9645551772926969,0.8938151041666667,0.9536977451877587
129,68.10000000000001,-295.9053199908811,0.4200188156734775,0.5837617314601377,0.9642574868523471,0.8640625,0.9557025055655917
130,79.45000000000002,-295.9053199908811,0.405716112871037,0.5846470387724232,0.963910132043081,0.8352864583333334,0.9589709436288608
131,90.80000000000001,-295.9053199908811,0.3910248495481384,0.585641000035999,0.963515123114819,0.80703125,0.96186904394569
132,102.15,-295.9053199908811,0.37973746034330436,0.5867335562093792,0.963074631152855,0.7880208333333333,0.9618043531106079
133,113.50000000000001,-295.9053199908811,0.3741200509667962,0.5879142834508542,0.9625909423324539,0.7796875,0.9588780067874032
134,124.85000000000002,-295.9053199908811,0.3711555982897254,0.5891726232492248,0.9620664148516603,0.7766276041666667,0.9551354918475714
135,136.20000000000002,-295.9053199908811,0.3704081200759445,0.5904980840345353,0.9615034398366172,0.7763671875,0.9527209805681139
136,147.55,-295.9053199908811,0.37117450078759084,0.5918804098496057,0.9609044070523897,0.7780598958333333,0.9507585667114834
137,158.90000000000003,-295.9053199908811,0.37244105624140145,0.5933097152448197,0.9602716758299438,0.7791015625,0.9496944210515029
138,170.25000000000003,-295.9053199908811,0.3760425059443629,0.5947765885270929,0.9596075512661371,0.7848958333333333,0.9479315265103796
139,181.60000000000002,-295.9053199908811,0.38938973273683736,0.5962721674192318,0.9589142654816264,0.8086588541666667,0.9468662207402895
140,-198.625,-286.0759316579277,0.41095994558887217,0.6028974494262439,0.9585846612592023,0.8405598958333333,0.9453849687597683
141,-187.275,-286.0759316579277,0.397366275242365,0.6013852970204007,0.9593372016356712,0.8160807291666666,0.9473665686310858
142,-175.925,-286.0759316579277,0.39279128165601324,0.599885927630618,0.9600638983598134,0.8080729166666667,0.9493781299325018
143,-164.57500000000002,-286.0759316579277,0.3882864504078128,0.5984073875609964,0.9607625539916659,0.8003255208333333,0.9510696407658564
144,-153.22500000000002,-286.0759316579277,0.38600724128572683,0.5969584186276425,0.9614308613713958,0.7953125,0.9544757377246695
145,-141.875,-286.0759316579277,0.38502128842900285,0.5955484162429986,0.9620664148516603,0.7938151041666667,0.9562195443727626
146,-130.525,-286.0759316579277,0.3847494084100363,0.594187365898851,0.962666726490349,0.792578125,0.9587349997984306
147,-119.17500000000003,-286.0759316579277,0.3850740822890942,0.5928857530257783,0.9632292478607526,0.7932942708333334,0.9597019921451472
148,-107.82500000000002,-286.0759316579277,0.38790717307742945,0.5916544409600876,0.9637513979876589,0.7967447916666667,0.962460126231317
149,-96.47500000000001,-286.0759316579277,0.3936735135772547,0.5905045127062981,0.9642305976685891,0.805078125,0.9649855128782003
150,-85.12500000000001,-286.0759316579277,0.40504581692312874,0.5894470745666783,0.9646643100781067,0.82578125,0.9623766735895586
151,-73.77500000000002,-286.0759316579277,0.42112427511240946,0.5884930233472863,0.9650500870820049,0.8544921875,0.9615185058143022
152,-62.42500000000001,-286.0759316579277,0.4365952949495488,0.5876527831893993,0.9653856201278386,0.8830729166666667,0.9610983439015761
153,-51.075,-286.0759316579277,0.4505168930956619,0.5869360223656,0.9656687939733378,0.9095052083333334,0.9601006735711537
154,-39.72500000000001,-286.0759316579277,0.461082105191972,0.58635136393698,0.9658977409329457,0.9305338541666667,0.9586238777002468
155,-28.375000000000004,-286.0759316579277,0.468952652558548,0.5859061065623064,0.9660708928525013,0.9467447916666667,0.9570600443690219
156,-17.025000000000002,-286.0759316579277,0.47476174338204963,0.5856059728016236,0.9661870277558454,0.9587890625,0.9567452149405449
157,-5.675000000000001,-286.0759316579277,0.47898268166082136,0.5854549018740587,0.9662453081251242,0.9678385416666667,0.9570872498150762
158,5.675000000000001,-286.0759316579277,0.478603148701086,0.5854549018740587,0.9662453081251242,0.9682291666666667,0.9555720678856986
159,17.025000000000002,-286.0759316579277,0.4736455332232709,0.5856059728016236,0.9661870277558454,0.9598307291666667,0.9534148684991274
160,28.375000000000004,-286.0759316579277,0.46640646030705657,0.5859061065623065,0.9660708928525013,0.9464192708333333,0.9526601598227448
161,39.72500000000001,-286.0759316579277,0.45761194949666,0.5863513639369798,0.9658977409329457,0.930078125,0.9524346100365497
162,51.075,-286.0759316579277,0.44697831895135387,0.5869360223655999,0.9656687939733378,0.9099609375,0.9528408808038333
163,62.42500000000001,-286.0759316579277,0.4340332688881431,0.5876527831893992,0.9653856201278386,0.8830078125,0.9564062891970919
164,73.775,-286.0759316579277,0.41877660576270814,0.5884930233472863,0.9650500870820049,0.853125,0.9589284494108471
165,85.12500000000001,-286.0759316579277,0.40406740366029237,0.5894470745666784,0.9646643100781067,0.8242838541666667,0.9624345217389554
166,96.47500000000001,-286.0759316579277,0.39343162612237526,0.5905045127062982,0.9642305976685891,0.8052734375,0.9640030027679731
167,107.825,-286.0759316579277,0.38747000063373527,0.5916544409600878,0.9637513979876589,0.7965494791666666,0.9611081908700334
168,119.17500000000001,-286.0759316579277,0.3839179527751861,0.5928857530257781,0.9632292478607526,0.7928385416666667,0.9573037051629291
169,130.52500000000003,-286.0759316579277,0.38293344512637706,0.5941873658988511,0.962666726490349,0.7915364583333333,0.9558823713021568
170,141.87500000000003,-286.0759316579277,0.38339723322147584,0.5955484162429986,0.9620664148516603,0.7934244791666667,0.9531178992077449
171,153.22500000000002,-286.0759316579277,0.3846687753039034,0.5969584186276425,0.9614308613713958,0.7947916666666667,0.9518205617052778
172,164.57500000000005,-286.0759316579277,0.38790791191245055,0.5984073875609964,0.9607625539916659,0.8,0.9506678432186261
173,175.92500000000004,-286.0759316579277,0.3928816574378592,0.5998859276306179,0.9600638983598134,0.8071614583333333,0.950406083499152
174,187.27500000000003,-286.0759316579277,0.3980325322382183,0.6013852970204004,0.9593372016356712,0.816015625,0.9484370921795086
175,198.62500000000003,-286.0759316579277,0.41286071714978145,0.6028974494262438,0.9585846612592023,0.8414713541666666,0.948155556980394
176,-204.3,-276.2465433249743,0.41722458480947683,0.6082205622887865,0.9589363721163768,0.8457682291666667,0.9441409905297412
177,-192.95000000000002,-276.2465433249743,0.41335401334122185,0.6067277032199666,0.9597209543084854,0.8380208333333333,0.9469223807025798
178,-181.60000000000002,-276.2465433249743,0.40867231451225083,0.6052399378362133,0.9604809985971916,0.8295572916666667,0.9491085750735537
179,-170.25000000000003,-276.2465433249743,0.4048848884518676,0.6037649481026341,0.9612142741550046,0.8227213541666667,0.9516255568998182
180,-158.90000000000003,-276.2465433249743,0.4006074035950576,0.6023112011692023,0.9619184179388042,0.8145182291666667,0.9545409778363312
181,-147.55,-276.2465433249743,0.39891586220241076,0.6008879194496906,0.9625909423324539,0.8111328125,0.9569476692961998
182,-136.20000000000002,-276.2465433249743,0.39779123287784934,0.5995050295455366,0.9632292478607526,0.809375,0.9585863521096034
183,-124.85000000000002,-276.2465433249743,0.39819987135038737,0.5981730855952111,0.9638306418931962,0.8095052083333333,0.9605066412474553
184,-113.50000000000001,-276.2465433249743,0.3982805783956548,0.596903161607997,0.9643923641745947,0.8092447916666666,0.9621720300707389
185,-102.15,-276.2465433249743,0.40190452415474465,0.5957067071541347,0.9649116198260101,0.8138671875,0.9649146911482596
186,-90.80000000000001,-276.2465433249743,0.4077098627586503,0.5945953620275467,0.9653856201278386,0.8225911458333334,0.9663086137475914
187,-79.45000000000002,-276.2465433249743,0.42048215744258594,0.5935807284524146,0.9658116309119649,0.8447916666666667,0.965257591933468
188,-68.10000000000001,-276.2465433249743,0.4357415104746068,0.5926741038429342,0.9661870277558454,0.8723958333333334,0.9638056890321268
189,-56.75000000000001,-276.2465433249743,0.4496938233615874,0.5918861823286571,0.9665093564214122,0.9005859375,0.9602045076731618
190,-45.400000000000006,-276.2465433249743,0.46177959171178645,0.5912267382664641,0.9667763961838252,0.9241536458333334,0.958420699002934
191,-34.050000000000004,-276.2465433249743,0.47138464406867825,0.590704308922049,0.9669862229526716,0.9438802083333333,0.9565804424336068
192,-22.700000000000003,-276.2465433249743,0.4781061688801645,0.5903258959034755,0.9671372685285253,0.9583333333333334,0.9550389992152905
193,-11.350000000000001,-276.2465433249743,0.4826110856341587,0.5900967055581705,0.9672283720912271,0.9697916666666667,0.9530724679849528
194,0.0,-276.2465433249743,0.48412027959457044,0.5900199472964863,0.9672588201848724,0.9720052083333334,0.9544151721504028
195,11.350000000000001,-276.2465433249743,0.48215756452950737,0.5900967055581705,0.9672283720912271,0.9699869791666667,0.9517691498313994
196,22.700000000000003,-276.2465433249743,0.4759437555048125,0.5903258959034755,0.9671372685285253,0.9579427083333333,0.9515772943555677
197,34.050000000000004,-276.2465433249743,0.4682708425800627,0.590704308922049,0.9669862229526716,0.9427734375,0.9518479925091847
198,45.400000000000006,-276.2465433249743,0.4585350809499968,0.5912267382664639,0.9667763961838252,0.9238932291666667,0.9528239738054689
199,56.75000000000001,-276.2465433249743,0.447053763374807,0.5918861823286572,0.9665093564214122,0.9009114583333333,0.9550164910087263
200,68.10000000000001,-276.2465433249743,0.4327814453455686,0.5926741038429341,0.9661870277558454,0.8716796875,0.9590971832731143
201,79.45000000000002,-276.2465433249743,0.4184932795947753,0.5935807284524146,0.9658116309119649,0.8436197916666667,0.9626445828103356
202,90.80000000000001,-276.2465433249743,0.40762819490812946,0.5945953620275467,0.9653856201278386,0.823046875,0.9658633678427939
203,102.15,-276.2465433249743,0.4015474765628716,0.5957067071541347,0.9649116198260101,0.8138020833333334,0.9634332229903888
204,113.50000000000001,-276.2465433249743,0.39839761343147223,0.5969031616079968,0.9643923641745947,0.8106770833333333,0.9603022410661214
205,124.85000000000002,-276.2465433249743,0.39667953303855624,0.5981730855952111,0.9638306418931962,0.8086588541666667,0.9580513331928745
206,136.20000000000002,-276.2465433249743,0.3968666539125632,0.5995050295455366,0.9632292478607526,0.8093098958333333,0.956753030811297
207,147.55,-276.2465433249743,0.3971657539295739,0.6008879194496907,0.9625909423324539,0.8100260416666667,0.9542576415991169
208,158.90000000000003,-276.2465433249743,0.40071099819326456,0.6023112011692022,0.9619184179388042,0.8153645833333333,0.9536440305640385
209,170.25000000000003,-276.2465433249743,0.4051167910681654,0.6037649481026339,0.9612142741550046,0.8228515625,0.9517835439017404
210,181.60000000000002,-276.2465433249743,0.4096544930835933,0.6052399378362132,0.9604809985971916,0.8303385416666667,0.9503303549309089
211,192.95000000000002,-276.2465433249743,0.41461198458518844,0.6067277032199668,0.9597209543084854,0.8384114583333333,0.9491992686536296
212,204.3,-276.2465433249743,0.41992625926992116,0.6082205622887863,0.9589363721163768,0.8467447916666667,0.9493661633190136
213,-221.32500000000002,-266.417154992021,0.44794177219067693,0.6151963917689035,0.958410377591917,0.8896484375,0.9475136012423041
214,-209.97500000000002,-266.417154992021,0.43477730755814753,0.6137485210379516,0.9592476469523474,0.8694010416666667,0.9455909957293172
215,-198.625,-266.417154992021,0.42998701368029457,0.6122920099597583,0.9600638983598134,0.8604166666666667,0.9470263623798425
216,-187.275,-266.417154992021,0.42572015232689736,0.6108331532625904,0.9608570420634946,0.8526041666666667,0.9482307389698177
217,-175.925,-266.417154992021,0.4209026109971179,0.6093791074642968,0.9616248350215117,0.8443359375,0.9503675165293644
218,-164.57500000000002,-266.417154992021,0.4170954128656285,0.6079378949187934,0.9623648804369084,0.8372395833333334,0.9536511583421953
219,-153.22500000000002,-266.417154992021,0.4140334371252365,0.6065183885440479,0.963074631152855,0.8307291666666666,0.9567793068520724
220,-141.875,-266.417154992021,0.41203543966688444,0.6051302745647,0.9637513979876589,0.8274088541666667,0.958273329769946
221,-130.525,-266.417154992021,0.411604891024367,0.6037839897490002,0.9643923641745947,0.8256510416666667,0.9612022356762897
